"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 J.","Ost","","","","",""
"1984","16-34 J.","West","7.64","7.5","4520","7.58","7.7"
"1984","35-65 J.","Ost","","","","",""
"1984","35-65 J.","West","7.4","7.5","6210","7.35","7.45"
"1984","66 und älter","Ost","","","","",""
"1984","66 und älter","West","7.23","7.5","1246","7.1","7.36"
"1985","16-34 J.","Ost","","","","",""
"1985","16-34 J.","West","7.56","7.5","4116","7.5","7.62"
"1985","35-65 J.","Ost","","","","",""
"1985","35-65 J.","West","7.26","7.5","5684","7.21","7.31"
"1985","66 und älter","Ost","","","","",""
"1985","66 und älter","West","7.21","7.5","1085","7.07","7.35"
"1986","16-34 J.","Ost","","","","",""
"1986","16-34 J.","West","7.72","7.5","4039","7.67","7.77"
"1986","35-65 J.","Ost","","","","",""
"1986","35-65 J.","West","7.38","7.5","5400","7.33","7.43"
"1986","66 und älter","Ost","","","","",""
"1986","66 und älter","West","7.5","7.5","1019","7.37","7.63"
"1987","16-34 J.","Ost","","","","",""
"1987","16-34 J.","West","7.49","7.5","3979","7.44","7.54"
"1987","35-65 J.","Ost","","","","",""
"1987","35-65 J.","West","7.18","7.5","5289","7.13","7.23"
"1987","66 und älter","Ost","","","","",""
"1987","66 und älter","West","7.18","7.5","1057","7.05","7.31"
"1988","16-34 J.","Ost","","","","",""
"1988","16-34 J.","West","","","","",""
"1988","35-65 J.","Ost","","","","",""
"1988","35-65 J.","West","","","","",""
"1988","66 und älter","Ost","","","","",""
"1988","66 und älter","West","","","","",""
"1989","16-34 J.","Ost","","","","",""
"1989","16-34 J.","West","","","","",""
"1989","35-65 J.","Ost","","","","",""
"1989","35-65 J.","West","","","","",""
"1989","66 und älter","Ost","","","","",""
"1989","66 und älter","West","","","","",""
"1990","16-34 J.","Ost","","","","",""
"1990","16-34 J.","West","","","","",""
"1990","35-65 J.","Ost","","","","",""
"1990","35-65 J.","West","","","","",""
"1990","66 und älter","Ost","","","","",""
"1990","66 und älter","West","","","","",""
"1991","16-34 J.","Ost","","","","",""
"1991","16-34 J.","West","","","","",""
"1991","35-65 J.","Ost","","","","",""
"1991","35-65 J.","West","","","","",""
"1991","66 und älter","Ost","","","","",""
"1991","66 und älter","West","","","","",""
"1992","16-34 J.","Ost","","","","",""
"1992","16-34 J.","West","","","","",""
"1992","35-65 J.","Ost","","","","",""
"1992","35-65 J.","West","","","","",""
"1992","66 und älter","Ost","","","","",""
"1992","66 und älter","West","","","","",""
"1993","16-34 J.","Ost","","","","",""
"1993","16-34 J.","West","","","","",""
"1993","35-65 J.","Ost","","","","",""
"1993","35-65 J.","West","","","","",""
"1993","66 und älter","Ost","","","","",""
"1993","66 und älter","West","","","","",""
"1994","16-34 J.","Ost","","","","",""
"1994","16-34 J.","West","","","","",""
"1994","35-65 J.","Ost","","","","",""
"1994","35-65 J.","West","","","","",""
"1994","66 und älter","Ost","","","","",""
"1994","66 und älter","West","","","","",""
"1995","16-34 J.","Ost","","","","",""
"1995","16-34 J.","West","","","","",""
"1995","35-65 J.","Ost","","","","",""
"1995","35-65 J.","West","","","","",""
"1995","66 und älter","Ost","","","","",""
"1995","66 und älter","West","","","","",""
"1996","16-34 J.","Ost","","","","",""
"1996","16-34 J.","West","","","","",""
"1996","35-65 J.","Ost","","","","",""
"1996","35-65 J.","West","","","","",""
"1996","66 und älter","Ost","","","","",""
"1996","66 und älter","West","","","","",""
"1997","16-34 J.","Ost","","","","",""
"1997","16-34 J.","West","","","","",""
"1997","35-65 J.","Ost","","","","",""
"1997","35-65 J.","West","","","","",""
"1997","66 und älter","Ost","","","","",""
"1997","66 und älter","West","","","","",""
"1998","16-34 J.","Ost","","","","",""
"1998","16-34 J.","West","","","","",""
"1998","35-65 J.","Ost","","","","",""
"1998","35-65 J.","West","","","","",""
"1998","66 und älter","Ost","","","","",""
"1998","66 und älter","West","","","","",""
"1999","16-34 J.","Ost","","","","",""
"1999","16-34 J.","West","","","","",""
"1999","35-65 J.","Ost","","","","",""
"1999","35-65 J.","West","","","","",""
"1999","66 und älter","Ost","","","","",""
"1999","66 und älter","West","","","","",""
"2000","16-34 J.","Ost","","","","",""
"2000","16-34 J.","West","","","","",""
"2000","35-65 J.","Ost","","","","",""
"2000","35-65 J.","West","","","","",""
"2000","66 und älter","Ost","","","","",""
"2000","66 und älter","West","","","","",""
"2001","16-34 J.","Ost","","","","",""
"2001","16-34 J.","West","","","","",""
"2001","35-65 J.","Ost","","","","",""
"2001","35-65 J.","West","","","","",""
"2001","66 und älter","Ost","","","","",""
"2001","66 und älter","West","","","","",""
"2002","16-34 J.","Ost","","","","",""
"2002","16-34 J.","West","","","","",""
"2002","35-65 J.","Ost","","","","",""
"2002","35-65 J.","West","","","","",""
"2002","66 und älter","Ost","","","","",""
"2002","66 und älter","West","","","","",""
"2003","16-34 J.","Ost","","","","",""
"2003","16-34 J.","West","","","","",""
"2003","35-65 J.","Ost","","","","",""
"2003","35-65 J.","West","","","","",""
"2003","66 und älter","Ost","","","","",""
"2003","66 und älter","West","","","","",""
"2004","16-34 J.","Ost","","","","",""
"2004","16-34 J.","West","","","","",""
"2004","35-65 J.","Ost","","","","",""
"2004","35-65 J.","West","","","","",""
"2004","66 und älter","Ost","","","","",""
"2004","66 und älter","West","","","","",""
"2005","16-34 J.","Ost","","","","",""
"2005","16-34 J.","West","","","","",""
"2005","35-65 J.","Ost","","","","",""
"2005","35-65 J.","West","","","","",""
"2005","66 und älter","Ost","","","","",""
"2005","66 und älter","West","","","","",""
"2006","16-34 J.","Ost","","","","",""
"2006","16-34 J.","West","","","","",""
"2006","35-65 J.","Ost","","","","",""
"2006","35-65 J.","West","","","","",""
"2006","66 und älter","Ost","","","","",""
"2006","66 und älter","West","","","","",""
"2007","16-34 J.","Ost","","","","",""
"2007","16-34 J.","West","","","","",""
"2007","35-65 J.","Ost","","","","",""
"2007","35-65 J.","West","","","","",""
"2007","66 und älter","Ost","","","","",""
