year,bula_h,sampreg,pli0165,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,West,Daily,0.27181608153501124,289,25111,0.2712206034866352,0.2724115595833873
2013,Schleswig-Holstein,West,At least once per week,0.0765852358265515,96,25111,0.07622929436870277,0.07694117728440023
2013,Schleswig-Holstein,West,Seldom,0.08319654517046184,76,25111,0.08282688861913678,0.08356620172178689
2013,Schleswig-Holstein,West,Never,0.5684021374679754,424,25111,0.5677391960778349,0.569065078858116
2013,Hamburg,West,Daily,0.3097127521146515,119,25111,0.30885530883132184,0.31057019539798114
2013,Hamburg,West,At least once per week,0.08610443424694701,42,25111,0.08558423229481102,0.086624636199083
2013,Hamburg,West,Never,0.6041828136384015,196,25111,0.6032759490554533,0.6050896782213497
2013,Lower Saxony,West,Daily,0.26209337180180015,733,25111,0.2617407304428653,0.262446013160735
2013,Lower Saxony,West,At least once per week,0.11466905690566563,292,25111,0.11441356304794956,0.1149245507633817
2013,Lower Saxony,West,At least once per month,0.023623424813078324,64,25111,0.023501642385372574,0.023745207240784074
2013,Lower Saxony,West,Seldom,0.07310174032191467,180,25111,0.07289301054294035,0.073310470100889
2013,Lower Saxony,West,Never,0.5265124061575412,1165,25111,0.5261120346822844,0.5269127776327981
2013,Bremen,West,Daily,0.4840480313255358,68,25111,0.48244610836721424,0.4856499542838574
2013,Bremen,West,Never,0.5159519686744642,63,25111,0.5143500457161427,0.5175538916327858
2013,North Rhine-Westphalia,West,Daily,0.266948030212834,1489,25111,0.26670754679717584,0.2671885136284921
2013,North Rhine-Westphalia,West,At least once per week,0.10873969550991944,572,25111,0.10857045640209893,0.10890893461773994
2013,North Rhine-Westphalia,West,At least once per month,0.029780928853196435,144,25111,0.02968852109978208,0.02987333660661079
2013,North Rhine-Westphalia,West,Seldom,0.07076357212516249,400,25111,0.07062416904295943,0.07090297520736555
2013,North Rhine-Westphalia,West,Never,0.5237677732988877,2478,25111,0.5234962649642044,0.5240392816335709
2013,Hesse,West,Daily,0.24710749939297133,515,25111,0.24669678001572173,0.24751821877022093
2013,Hesse,West,At least once per week,0.11922313311762549,230,25111,0.11891456648620537,0.11953169974904561
2013,Hesse,West,At least once per month,0.034217742585030485,59,25111,0.0340446410046127,0.03439084416544827
2013,Hesse,West,Seldom,0.07946172680553044,143,25111,0.07920419215610049,0.0797192614549604
2013,Hesse,West,Never,0.5199898980988423,804,25111,0.5195141704573588,0.5204656257403258
2013,"Rhineland-Palatinate, Saarland",West,Daily,0.2588995542320696,387,25111,0.2584472102587667,0.2593518982053725
2013,"Rhineland-Palatinate, Saarland",West,At least once per week,0.14418851908782057,189,25111,0.14382575940396214,0.144551278771679
2013,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02758825967036751,44,25111,0.02741911751159025,0.027757401829144768
2013,"Rhineland-Palatinate, Saarland",West,Seldom,0.07959046805517489,130,25111,0.07931096555112042,0.07986997055922936
2013,"Rhineland-Palatinate, Saarland",West,Never,0.4897331989545674,655,25111,0.48921696918039836,0.49024942872873645
2013,Baden-Wuerttemberg,West,Daily,0.22899840167206795,760,25111,0.22869866152126864,0.22929814182286726
2013,Baden-Wuerttemberg,West,At least once per week,0.09986349899163281,338,25111,0.09964962467617089,0.10007737330709474
2013,Baden-Wuerttemberg,West,At least once per month,0.02930536684102078,92,25111,0.029185052900217584,0.029425680781823976
2013,Baden-Wuerttemberg,West,Seldom,0.07251505215711616,214,25111,0.07233005350096915,0.07270005081326318
2013,Baden-Wuerttemberg,West,Never,0.5693176803381623,1591,25111,0.5689644508808748,0.5696709097954499
2013,Bavaria,West,Daily,0.22792618804704967,1028,25111,0.2276526055728235,0.22819977052127585
2013,Bavaria,West,At least once per week,0.10688825445773226,470,25111,0.1066867523277189,0.10708975658774561
2013,Bavaria,West,At least once per month,0.034713802543840835,123,25111,0.034594419982898965,0.034833185104782706
2013,Bavaria,West,Seldom,0.0807421157217059,322,25111,0.08056443901627466,0.08091979242713715
2013,Bavaria,West,Never,0.5497296392296714,2050,25111,0.5494051703830274,0.5500541080763155
2013,Berlin,West,Daily,0.3231277312882236,174,25111,0.3223596677650405,0.3238957948114067
2013,Berlin,West,At least once per week,0.12504559460618198,59,25111,0.12450236482282723,0.12558882438953672
2013,Berlin,West,Seldom,0.06412252274689205,50,25111,0.06372020289599593,0.06452484259778817
2013,Berlin,West,Never,0.48770415135870243,246,25111,0.4868832418085115,0.48852506090889336
2013,Berlin,East,Daily,0.23168218929237747,114,25111,0.2308681266100801,0.23249625197467483
2013,Berlin,East,At least once per week,0.10810798107702072,47,25111,0.10750884414773587,0.10870711800630556
2013,Berlin,East,Never,0.6602098296306017,247,25111,0.6592959532130244,0.661123706048179
2013,Brandenburg,East,Daily,0.19067505430223758,211,25111,0.19011063976098522,0.19123946884348994
2013,Brandenburg,East,At least once per week,0.1000926730173648,103,25111,0.09966146201933108,0.10052388401539851
2013,Brandenburg,East,Seldom,0.07403635261241866,74,25111,0.07366016086213628,0.07441254436270103
2013,Brandenburg,East,Never,0.635195920067979,589,25111,0.6345042906065054,0.6358875495294526
2013,Mecklenburg-Western Pomerania,East,Daily,0.18200709087493339,141,25111,0.18132622497380652,0.18268795677606026
2013,Mecklenburg-Western Pomerania,East,At least once per week,0.1284159236860022,82,25111,0.12782557752339238,0.129006269848612
2013,Mecklenburg-Western Pomerania,East,Seldom,0.12318781011068199,50,25111,0.12260787444562576,0.12376774577573821
2013,Mecklenburg-Western Pomerania,East,Never,0.5663891753283824,296,25111,0.5655146947047124,0.5672636559520524
2013,Saxony,East,Daily,0.22288946627921646,370,25111,0.22246222885955647,0.22331670369887646
2013,Saxony,East,At least once per week,0.11644384969894025,200,25111,0.11611457491911362,0.1167731244787669
2013,Saxony,East,At least once per month,0.02784630222679443,49,25111,0.027677400400394042,0.02801520405319482
2013,Saxony,East,Seldom,0.07348784542825008,132,25111,0.07321998014451457,0.0737557107119856
2013,Saxony,East,Never,0.5593325363667987,945,25111,0.5588228844665897,0.5598421882670077
2013,Saxony-Anhalt,East,Daily,0.23675430273568138,245,25111,0.2361332395896151,0.23737536588174765
2013,Saxony-Anhalt,East,At least once per week,0.07242236131625127,86,25111,0.0720436867715118,0.07280103586099074
2013,Saxony-Anhalt,East,Seldom,0.07605628282370007,76,25111,0.0756689851016977,0.07644358054570244
2013,Saxony-Anhalt,East,Never,0.6147670531243673,531,25111,0.614056049785721,0.6154780564630136
2013,Thuringa,East,Daily,0.1951418386826837,218,25111,0.1945550964694263,0.1957285808959411
2013,Thuringa,East,At least once per week,0.0690350913930008,85,25111,0.06865976070929718,0.06941042207670443
2013,Thuringa,East,Seldom,0.07626939541524684,74,25111,0.07587642461569004,0.07666236621480364
2013,Thuringa,East,Never,0.6595536745090687,583,25111,0.6588521192898085,0.6602552297283288
2017,Schleswig-Holstein,West,Daily,1.0,185,3411,1.0,1.0
2017,Lower Saxony,West,Daily,0.7005685361208521,336,3411,0.6966792147048823,0.704457857536822
2017,Lower Saxony,West,At least once per week,0.0913062853199874,54,3411,0.08886027151791083,0.09375229912206397
2017,Lower Saxony,West,Seldom,0.05970717987087803,32,3411,0.057695102654458603,0.061719257087297454
2017,Lower Saxony,West,Never,0.14841799868828234,81,3411,0.14539904586448596,0.15143695151207873
2017,Bremen,West,Daily,1.0,33,3411,1.0,1.0
2017,North Rhine-Westphalia,West,Daily,0.6330930083221096,584,3411,0.6304091119977692,0.63577690464645
2017,North Rhine-Westphalia,West,At least once per week,0.16447263640829068,166,3411,0.16240829678351093,0.16653697603307044
2017,North Rhine-Westphalia,West,Seldom,0.045679780208159694,52,3411,0.04451709258699751,0.04684246782932188
2017,North Rhine-Westphalia,West,Never,0.15675457506144008,136,3411,0.1547299663909949,0.15877918373188527
2017,Hesse,West,Daily,0.6383880870285966,203,3411,0.6327893618546644,0.6439868122025288
2017,Hesse,West,At least once per week,0.18694465013776054,53,3411,0.18240165811218237,0.19148764216333872
2017,Hesse,West,Never,0.1746672628336429,67,3411,0.17024295138773907,0.17909157427954672
2017,"Rhineland-Palatinate, Saarland",West,Daily,0.7283337860030662,162,3411,0.7230907178873546,0.7335768541187778
2017,"Rhineland-Palatinate, Saarland",West,At least once per week,0.09474781353286002,32,3411,0.09129580511537932,0.09819982195034072
2017,"Rhineland-Palatinate, Saarland",West,Never,0.1769184004640739,40,3411,0.1724204941534135,0.18141630677473428
2017,Baden-Wuerttemberg,West,Daily,0.6754244838507761,292,3411,0.6708616448874836,0.6799873228140687
2017,Baden-Wuerttemberg,West,At least once per week,0.1851104088156972,80,3411,0.1813255152728078,0.18889530235858662
2017,Baden-Wuerttemberg,West,Never,0.13946510733352646,45,3411,0.13608908051063592,0.142841134156417
2017,Bavaria,West,Daily,0.6139870560351752,216,3411,0.6090454557039844,0.6189286563663661
