"pli0165","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","2013","(noch) kein Abschluss","Städtischer Raum","321","0.488282481413973","0.445886159936633","0.530678802891313"
"Täglich","2013","(noch) kein Abschluss","Ländlicher Raum","144","0.420868789977001","0.361980620488192","0.47975695946581"
"Täglich","2013","Hauptschule","Städtischer Raum","964","0.159514379136978","0.148986841138736","0.17004191713522"
"Täglich","2013","Hauptschule","Ländlicher Raum","534","0.140006611937671","0.127628957217937","0.152384266657406"
"Täglich","2013","Realschule","Städtischer Raum","1220","0.290421889510677","0.276323882702402","0.304519896318952"
"Täglich","2013","Realschule","Ländlicher Raum","867","0.244786982853841","0.229859521602893","0.259714444104789"
"Täglich","2013","(Fach-)Abitur","Städtischer Raum","918","0.413049417997161","0.393124989956225","0.432973846038097"
"Täglich","2013","(Fach-)Abitur","Ländlicher Raum","322","0.374345863267553","0.342867738957892","0.405823987577215"
"Täglich","2013","AkademikerIn","Städtischer Raum","890","0.229636691113313","0.216837068874459","0.242436313352167"
"Täglich","2013","AkademikerIn","Ländlicher Raum","301","0.174904466492984","0.156596803618512","0.193212129367456"
"Min 1x pro Woche","2013","(noch) kein Abschluss","Städtischer Raum","48","0.112397856326196","0.0856082921793155","0.139187420473076"
"Min 1x pro Woche","2013","(noch) kein Abschluss","Ländlicher Raum","38","0.126583518322016","0.0869223519779431","0.166244684666089"
"Min 1x pro Woche","2013","Hauptschule","Städtischer Raum","461","0.0844293920911455","0.0764355694735307","0.0924232147087602"
"Min 1x pro Woche","2013","Hauptschule","Ländlicher Raum","262","0.0738903690479448","0.0645590797805514","0.0832216583153382"
"Min 1x pro Woche","2013","Realschule","Städtischer Raum","499","0.130451955480625","0.11999235669462","0.140911554266629"
"Min 1x pro Woche","2013","Realschule","Ländlicher Raum","398","0.124517400138506","0.113054464845265","0.135980335431746"
"Min 1x pro Woche","2013","(Fach-)Abitur","Städtischer Raum","282","0.117659281392889","0.104621150288127","0.130697412497651"
"Min 1x pro Woche","2013","(Fach-)Abitur","Ländlicher Raum","121","0.121239265110017","0.100008671558576","0.142469858661459"
"Min 1x pro Woche","2013","AkademikerIn","Städtischer Raum","530","0.118633225131538","0.108792882438639","0.128473567824438"
"Min 1x pro Woche","2013","AkademikerIn","Ländlicher Raum","208","0.113864057469333","0.098555867524214","0.129172247414451"
"Min 1x pro Monat","2013","(noch) kein Abschluss","Städtischer Raum","12","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","Ländlicher Raum","3","","",""
"Min 1x pro Monat","2013","Hauptschule","Städtischer Raum","116","0.0247075958373178","0.0202444156552824","0.0291707760193533"
"Min 1x pro Monat","2013","Hauptschule","Ländlicher Raum","63","0.0198587044894558","0.0148820632412824","0.0248353457376292"
"Min 1x pro Monat","2013","Realschule","Städtischer Raum","114","0.0248461071235177","0.02001208432969","0.0296801299173453"
"Min 1x pro Monat","2013","Realschule","Ländlicher Raum","106","0.034040677142516","0.0277450996542403","0.0403362546307917"
"Min 1x pro Monat","2013","(Fach-)Abitur","Städtischer Raum","66","0.0327035112544735","0.0255063524631793","0.0399006700457677"
"Min 1x pro Monat","2013","(Fach-)Abitur","Ländlicher Raum","21","","",""
"Min 1x pro Monat","2013","AkademikerIn","Städtischer Raum","156","0.0416409877985847","0.0355616910323301","0.0477202845648392"
