"pli0165","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2017","30-45","(Fach-)Abitur","60","0.230248804253073","0.182289142294869","0.278208466211277"
"Min 1x pro Woche","2017","30-45","AkademikerIn","55","0.139911871005219","0.104127511441627","0.175696230568812"
"Min 1x pro Woche","2017","46-65","(noch) kein Abschluss","40","0.152077097878499","0.10526005676765","0.198894138989348"
"Min 1x pro Woche","2017","46-65","Hauptschule","14","","",""
"Min 1x pro Woche","2017","46-65","Realschule","","","",""
"Min 1x pro Woche","2017","46-65","(Fach-)Abitur","17","","",""
"Min 1x pro Woche","2017","46-65","AkademikerIn","26","","",""
"Min 1x pro Woche","2017","66","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2017","66","Hauptschule","","","",""
"Min 1x pro Woche","2017","66","Realschule","","","",""
"Min 1x pro Woche","2017","66","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2017","66","AkademikerIn","","","",""
"Min 1x pro Monat","2017","17-29","(noch) kein Abschluss","17","","",""
"Min 1x pro Monat","2017","17-29","Hauptschule","7","","",""
"Min 1x pro Monat","2017","17-29","Realschule","1","","",""
"Min 1x pro Monat","2017","17-29","(Fach-)Abitur","5","","",""
"Min 1x pro Monat","2017","17-29","AkademikerIn","1","","",""
"Min 1x pro Monat","2017","30-45","(noch) kein Abschluss","20","","",""
"Min 1x pro Monat","2017","30-45","Hauptschule","14","","",""
"Min 1x pro Monat","2017","30-45","Realschule","","","",""
"Min 1x pro Monat","2017","30-45","(Fach-)Abitur","7","","",""
"Min 1x pro Monat","2017","30-45","AkademikerIn","8","","",""
"Min 1x pro Monat","2017","46-65","(noch) kein Abschluss","2","","",""
"Min 1x pro Monat","2017","46-65","Hauptschule","1","","",""
"Min 1x pro Monat","2017","46-65","Realschule","","","",""
"Min 1x pro Monat","2017","46-65","(Fach-)Abitur","5","","",""
"Min 1x pro Monat","2017","46-65","AkademikerIn","4","","",""
"Min 1x pro Monat","2017","66","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2017","66","Hauptschule","","","",""
"Min 1x pro Monat","2017","66","Realschule","","","",""
"Min 1x pro Monat","2017","66","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2017","66","AkademikerIn","","","",""
"Seltener","2017","17-29","(noch) kein Abschluss","23","","",""
"Seltener","2017","17-29","Hauptschule","12","","",""
"Seltener","2017","17-29","Realschule","","","",""
"Seltener","2017","17-29","(Fach-)Abitur","10","","",""
"Seltener","2017","17-29","AkademikerIn","8","","",""
"Seltener","2017","30-45","(noch) kein Abschluss","38","0.0608214740572568","0.0430013134022609","0.0786416347122526"
"Seltener","2017","30-45","Hauptschule","30","0.0683238796381716","0.0437822263766703","0.0928655328996729"
"Seltener","2017","30-45","Realschule","","","",""
"Seltener","2017","30-45","(Fach-)Abitur","22","","",""
"Seltener","2017","30-45","AkademikerIn","18","","",""
"Seltener","2017","46-65","(noch) kein Abschluss","24","","",""
"Seltener","2017","46-65","Hauptschule","6","","",""
"Seltener","2017","46-65","Realschule","","","",""
"Seltener","2017","46-65","(Fach-)Abitur","12","","",""
"Seltener","2017","46-65","AkademikerIn","13","","",""
"Seltener","2017","66","(noch) kein Abschluss","","","",""
"Seltener","2017","66","Hauptschule","","","",""
"Seltener","2017","66","Realschule","","","",""
"Seltener","2017","66","(Fach-)Abitur","","","",""
"Seltener","2017","66","AkademikerIn","","","",""
"Nie","2017","17-29","(noch) kein Abschluss","93","0.190198080076443","0.156433847938848","0.223962312214038"
"Nie","2017","17-29","Hauptschule","48","0.123230512066786","0.0893229683397597","0.157138055793813"
"Nie","2017","17-29","Realschule","","","",""
"Nie","2017","17-29","(Fach-)Abitur","16","","",""
"Nie","2017","17-29","AkademikerIn","8","","",""
"Nie","2017","30-45","(noch) kein Abschluss","155","0.212729003650428","0.1822160291326","0.243241978168256"
"Nie","2017","30-45","Hauptschule","44","0.11215644723742","0.0814616040668618","0.142851290407979"
"Nie","2017","30-45","Realschule","","","",""
"Nie","2017","30-45","(Fach-)Abitur","21","","",""
"Nie","2017","30-45","AkademikerIn","23","","",""
"Nie","2017","46-65","(noch) kein Abschluss","65","0.372836810979069","0.309792842439532","0.435880779518606"
"Nie","2017","46-65","Hauptschule","13","","",""
"Nie","2017","46-65","Realschule","","","",""
"Nie","2017","46-65","(Fach-)Abitur","15","","",""
"Nie","2017","46-65","AkademikerIn","11","","",""
"Nie","2017","66","(noch) kein Abschluss","","","",""
"Nie","2017","66","Hauptschule","","","",""
"Nie","2017","66","Realschule","","","",""
"Nie","2017","66","(Fach-)Abitur","","","",""
"Nie","2017","66","AkademikerIn","","","",""
"Täglich","2018","17-29","(noch) kein Abschluss","244","0.637893173060147","0.590133029464554","0.685653316655739"
"Täglich","2018","17-29","Hauptschule","204","0.834586161039328","0.788982520812642","0.880189801266014"
"Täglich","2018","17-29","Realschule","8","","",""
"Täglich","2018","17-29","(Fach-)Abitur","135","0.799304876653511","0.740300245610602","0.85830950769642"
"Täglich","2018","17-29","AkademikerIn","128","0.823990469667015","0.763646821583791","0.88433411775024"
"Täglich","2018","30-45","(noch) kein Abschluss","323","0.575400093384085","0.534607299575859","0.616192887192312"
"Täglich","2018","30-45","Hauptschule","212","0.652099044727247","0.601321191784614","0.702876897669881"
"Täglich","2018","30-45","Realschule","","","",""
"Täglich","2018","30-45","(Fach-)Abitur","177","0.712463268737111","0.65734112310187","0.767585414372353"
"Täglich","2018","30-45","AkademikerIn","233","0.820305094359092","0.777075380231571","0.863534808486613"
"Täglich","2018","46-65","(noch) kein Abschluss","94","0.413299089363703","0.343280735559611","0.483317443167796"
"Täglich","2018","46-65","Hauptschule","53","0.572702885817685","0.47050156655119","0.674904205084181"
"Täglich","2018","46-65","Realschule","","","",""
"Täglich","2018","46-65","(Fach-)Abitur","75","0.748703509222561","0.664525984406551","0.832881034038571"
"Täglich","2018","46-65","AkademikerIn","78","0.639446528268164","0.551304584610842","0.727588471925486"
"Täglich","2018","66","(noch) kein Abschluss","","","",""
"Täglich","2018","66","Hauptschule","","","",""
"Täglich","2018","66","Realschule","","","",""
"Täglich","2018","66","(Fach-)Abitur","","","",""
"Täglich","2018","66","AkademikerIn","","","",""
"Min 1x pro Woche","2018","17-29","(noch) kein Abschluss","66","0.196469918385603","0.156985804787113","0.235954031984093"
"Min 1x pro Woche","2018","17-29","Hauptschule","26","","",""
"Min 1x pro Woche","2018","17-29","Realschule","2","","",""
"Min 1x pro Woche","2018","17-29","(Fach-)Abitur","24","","",""
"Min 1x pro Woche","2018","17-29","AkademikerIn","16","","",""
"Min 1x pro Woche","2018","30-45","(noch) kein Abschluss","105","0.190554909993155","0.15814242659244","0.22296739339387"
"Min 1x pro Woche","2018","30-45","Hauptschule","58","0.136481787909746","0.099883325231636","0.173080250587857"
"Min 1x pro Woche","2018","30-45","Realschule","","","",""
"Min 1x pro Woche","2018","30-45","(Fach-)Abitur","51","0.159862552447719","0.115230510979626","0.204494593915812"
"Min 1x pro Woche","2018","30-45","AkademikerIn","39","0.0979956652991371","0.0645195910897218","0.131471739508552"
"Min 1x pro Woche","2018","46-65","(noch) kein Abschluss","30","0.125107319206714","0.078064857368347","0.172149781045081"
"Min 1x pro Woche","2018","46-65","Hauptschule","19","","",""
"Min 1x pro Woche","2018","46-65","Realschule","","","",""
"Min 1x pro Woche","2018","46-65","(Fach-)Abitur","14","","",""
"Min 1x pro Woche","2018","46-65","AkademikerIn","21","","",""
"Min 1x pro Woche","2018","66","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2018","66","Hauptschule","","","",""
"Min 1x pro Woche","2018","66","Realschule","","","",""
"Min 1x pro Woche","2018","66","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2018","66","AkademikerIn","","","",""
"Min 1x pro Monat","2018","17-29","(noch) kein Abschluss","14","","",""
"Min 1x pro Monat","2018","17-29","Hauptschule","7","","",""
"Min 1x pro Monat","2018","17-29","Realschule","","","",""
"Min 1x pro Monat","2018","17-29","(Fach-)Abitur","5","","",""
"Min 1x pro Monat","2018","17-29","AkademikerIn","4","","",""
"Min 1x pro Monat","2018","30-45","(noch) kein Abschluss","17","","",""
"Min 1x pro Monat","2018","30-45","Hauptschule","17","","",""
"Min 1x pro Monat","2018","30-45","Realschule","","","",""
"Min 1x pro Monat","2018","30-45","(Fach-)Abitur","4","","",""
"Min 1x pro Monat","2018","30-45","AkademikerIn","3","","",""
"Min 1x pro Monat","2018","46-65","(noch) kein Abschluss","10","","",""
"Min 1x pro Monat","2018","46-65","Hauptschule","3","","",""
"Min 1x pro Monat","2018","46-65","Realschule","","","",""
"Min 1x pro Monat","2018","46-65","(Fach-)Abitur","1","","",""
"Min 1x pro Monat","2018","46-65","AkademikerIn","1","","",""
"Min 1x pro Monat","2018","66","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2018","66","Hauptschule","","","",""
"Min 1x pro Monat","2018","66","Realschule","","","",""
"Min 1x pro Monat","2018","66","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2018","66","AkademikerIn","","","",""
"Seltener","2018","17-29","(noch) kein Abschluss","21","","",""
"Seltener","2018","17-29","Hauptschule","4","","",""
"Seltener","2018","17-29","Realschule","1","","",""
"Seltener","2018","17-29","(Fach-)Abitur","5","","",""
"Seltener","2018","17-29","AkademikerIn","4","","",""
"Seltener","2018","30-45","(noch) kein Abschluss","37","0.0670903453246759","0.0464432793043975","0.0877374113449543"
"Seltener","2018","30-45","Hauptschule","15","","",""
"Seltener","2018","30-45","Realschule","","","",""
"Seltener","2018","30-45","(Fach-)Abitur","10","","",""
"Seltener","2018","30-45","AkademikerIn","11","","",""
"Seltener","2018","46-65","(noch) kein Abschluss","12","","",""
"Seltener","2018","46-65","Hauptschule","2","","",""
"Seltener","2018","46-65","Realschule","","","",""
"Seltener","2018","46-65","(Fach-)Abitur","6","","",""
"Seltener","2018","46-65","AkademikerIn","7","","",""
"Seltener","2018","66","(noch) kein Abschluss","","","",""
"Seltener","2018","66","Hauptschule","","","",""
"Seltener","2018","66","Realschule","","","",""
"Seltener","2018","66","(Fach-)Abitur","","","",""
"Seltener","2018","66","AkademikerIn","","","",""
"Nie","2018","17-29","(noch) kein Abschluss","44","0.0997408352009364","0.0699629695438393","0.129518700858034"
"Nie","2018","17-29","Hauptschule","14","","",""
"Nie","2018","17-29","Realschule","","","",""
"Nie","2018","17-29","(Fach-)Abitur","8","","",""
"Nie","2018","17-29","AkademikerIn","1","","",""
"Nie","2018","30-45","(noch) kein Abschluss","82","0.130829705507697","0.1029996444934","0.158659766521993"
"Nie","2018","30-45","Hauptschule","36","0.127617898900009","0.092046666731638","0.163189131068379"
"Nie","2018","30-45","Realschule","","","",""
"Nie","2018","30-45","(Fach-)Abitur","17","","",""
"Nie","2018","30-45","AkademikerIn","17","","",""
"Nie","2018","46-65","(noch) kein Abschluss","44","0.305417822081568","0.23992702196599","0.370908622197146"
"Nie","2018","46-65","Hauptschule","13","","",""
"Nie","2018","46-65","Realschule","","","",""
"Nie","2018","46-65","(Fach-)Abitur","6","","",""
"Nie","2018","46-65","AkademikerIn","7","","",""
"Nie","2018","66","(noch) kein Abschluss","","","",""
"Nie","2018","66","Hauptschule","","","",""
"Nie","2018","66","Realschule","","","",""
"Nie","2018","66","(Fach-)Abitur","","","",""
"Nie","2018","66","AkademikerIn","","","",""
"Täglich","2019","17-29","(noch) kein Abschluss","245","0.704494921705453","0.65511702612427","0.753872817286637"
"Täglich","2019","17-29","Hauptschule","188","0.855863797859458","0.810765619892687","0.900961975826229"
"Täglich","2019","17-29","Realschule","21","","",""
"Täglich","2019","17-29","(Fach-)Abitur","120","0.771569337047465","0.706108097053694","0.837030577041236"
"Täglich","2019","17-29","AkademikerIn","111","0.867031628131875","0.807745312185087","0.926317944078662"
"Täglich","2019","30-45","(noch) kein Abschluss","362","0.581718975412349","0.542282185955454","0.621155764869245"
"Täglich","2019","30-45","Hauptschule","219","0.62812469618742","0.575417679711385","0.680831712663455"
"Täglich","2019","30-45","Realschule","","","",""
"Täglich","2019","30-45","(Fach-)Abitur","178","0.673996058855077","0.614568314799317","0.733423802910837"
"Täglich","2019","30-45","AkademikerIn","220","0.765033728246698","0.716652138201473","0.813415318291923"
"Täglich","2019","46-65","(noch) kein Abschluss","131","0.54951039745091","0.483614803537527","0.615405991364294"
"Täglich","2019","46-65","Hauptschule","64","0.668822656782281","0.576114853413924","0.761530460150639"
"Täglich","2019","46-65","Realschule","","","",""
"Täglich","2019","46-65","(Fach-)Abitur","68","0.707371150810948","0.619077343035984","0.795664958585911"
"Täglich","2019","46-65","AkademikerIn","81","0.719109053973778","0.635120907448235","0.80309720049932"
"Täglich","2019","66","(noch) kein Abschluss","","","",""
"Täglich","2019","66","Hauptschule","","","",""
"Täglich","2019","66","Realschule","","","",""
"Täglich","2019","66","(Fach-)Abitur","","","",""
"Täglich","2019","66","AkademikerIn","","","",""
"Min 1x pro Woche","2019","17-29","(noch) kein Abschluss","43","0.173856029295284","0.132841860327396","0.214870198263172"
"Min 1x pro Woche","2019","17-29","Hauptschule","26","","",""
"Min 1x pro Woche","2019","17-29","Realschule","2","","",""
"Min 1x pro Woche","2019","17-29","(Fach-)Abitur","23","","",""
"Min 1x pro Woche","2019","17-29","AkademikerIn","8","","",""
"Min 1x pro Woche","2019","30-45","(noch) kein Abschluss","128","0.240802491508014","0.206618818131663","0.274986164884365"
"Min 1x pro Woche","2019","30-45","Hauptschule","56","0.160516480867244","0.120483979057475","0.200548982677013"
"Min 1x pro Woche","2019","30-45","Realschule","","","",""
"Min 1x pro Woche","2019","30-45","(Fach-)Abitur","37","0.191276039178952","0.141412904082041","0.241139174275864"
"Min 1x pro Woche","2019","30-45","AkademikerIn","42","0.152897743376741","0.111829555493366","0.193965931260117"
"Min 1x pro Woche","2019","46-65","(noch) kein Abschluss","27","","",""
"Min 1x pro Woche","2019","46-65","Hauptschule","18","","",""
"Min 1x pro Woche","2019","46-65","Realschule","","","",""
"Min 1x pro Woche","2019","46-65","(Fach-)Abitur","15","","",""
"Min 1x pro Woche","2019","46-65","AkademikerIn","13","","",""
"Min 1x pro Woche","2019","66","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2019","66","Hauptschule","","","",""
"Min 1x pro Woche","2019","66","Realschule","","","",""
"Min 1x pro Woche","2019","66","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2019","66","AkademikerIn","","","",""
"Min 1x pro Monat","2019","17-29","(noch) kein Abschluss","5","","",""
"Min 1x pro Monat","2019","17-29","Hauptschule","3","","",""
"Min 1x pro Monat","2019","17-29","Realschule","","","",""
"Min 1x pro Monat","2019","17-29","(Fach-)Abitur","2","","",""
"Min 1x pro Monat","2019","17-29","AkademikerIn","1","","",""
"Min 1x pro Monat","2019","30-45","(noch) kein Abschluss","6","","",""
"Min 1x pro Monat","2019","30-45","Hauptschule","10","","",""
"Min 1x pro Monat","2019","30-45","Realschule","","","",""
"Min 1x pro Monat","2019","30-45","(Fach-)Abitur","3","","",""
"Min 1x pro Monat","2019","30-45","AkademikerIn","4","","",""
"Min 1x pro Monat","2019","46-65","(noch) kein Abschluss","5","","",""
"Min 1x pro Monat","2019","46-65","Hauptschule","2","","",""
"Min 1x pro Monat","2019","46-65","Realschule","","","",""
"Min 1x pro Monat","2019","46-65","(Fach-)Abitur","6","","",""
"Min 1x pro Monat","2019","46-65","AkademikerIn","2","","",""
"Min 1x pro Monat","2019","66","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2019","66","Hauptschule","","","",""
"Min 1x pro Monat","2019","66","Realschule","","","",""
"Min 1x pro Monat","2019","66","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2019","66","AkademikerIn","","","",""
"Seltener","2019","17-29","(noch) kein Abschluss","14","","",""
"Seltener","2019","17-29","Hauptschule","7","","",""
"Seltener","2019","17-29","Realschule","","","",""
"Seltener","2019","17-29","(Fach-)Abitur","5","","",""
"Seltener","2019","17-29","AkademikerIn","5","","",""
"Seltener","2019","30-45","(noch) kein Abschluss","35","0.0715584495911944","0.05095126789697","0.0921656312854188"
"Seltener","2019","30-45","Hauptschule","12","","",""
"Seltener","2019","30-45","Realschule","","","",""
"Seltener","2019","30-45","(Fach-)Abitur","11","","",""
"Seltener","2019","30-45","AkademikerIn","17","","",""
"Seltener","2019","46-65","(noch) kein Abschluss","18","","",""
"Seltener","2019","46-65","Hauptschule","8","","",""
"Seltener","2019","46-65","Realschule","","","",""
"Seltener","2019","46-65","(Fach-)Abitur","5","","",""
"Seltener","2019","46-65","AkademikerIn","5","","",""
"Seltener","2019","66","(noch) kein Abschluss","","","",""
"Seltener","2019","66","Hauptschule","","","",""
"Seltener","2019","66","Realschule","","","",""
"Seltener","2019","66","(Fach-)Abitur","","","",""
"Seltener","2019","66","AkademikerIn","","","",""
"Nie","2019","17-29","(noch) kein Abschluss","21","","",""
"Nie","2019","17-29","Hauptschule","9","","",""
"Nie","2019","17-29","Realschule","1","","",""
"Nie","2019","17-29","(Fach-)Abitur","8","","",""
"Nie","2019","17-29","AkademikerIn","1","","",""
"Nie","2019","30-45","(noch) kein Abschluss","70","0.0981051986971763","0.0743239416218422","0.12188645577251"
"Nie","2019","30-45","Hauptschule","26","","",""
"Nie","2019","30-45","Realschule","","","",""
"Nie","2019","30-45","(Fach-)Abitur","10","","",""
"Nie","2019","30-45","AkademikerIn","12","","",""
"Nie","2019","46-65","(noch) kein Abschluss","38","0.194805275179575","0.142351487907655","0.247259062451495"
"Nie","2019","46-65","Hauptschule","7","","",""
"Nie","2019","46-65","Realschule","","","",""
"Nie","2019","46-65","(Fach-)Abitur","8","","",""
"Nie","2019","46-65","AkademikerIn","9","","",""
"Nie","2019","66","(noch) kein Abschluss","","","",""
"Nie","2019","66","Hauptschule","","","",""
"Nie","2019","66","Realschule","","","",""
"Nie","2019","66","(Fach-)Abitur","","","",""
"Nie","2019","66","AkademikerIn","","","",""
