year,bula_h,pgisced97,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,Lower Secondary Level,Daily,0.35331,38,81,0.24857,0.45806
2013,Schleswig-Holstein,Lower Secondary Level,Never,0.46229,43,81,0.35304,0.57155
2013,Schleswig-Holstein,Upper Secondary Level,Daily,0.25885,146,461,0.21883,0.29888
2013,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.07193,49,461,0.04832,0.09554
2013,Schleswig-Holstein,Upper Secondary Level,Seldom,0.07393,39,461,0.05002,0.09784
2013,Schleswig-Holstein,Upper Secondary Level,Never,0.56891,227,461,0.52365,0.61417
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Daily,0.20029,31,31,0.05707,0.34350
2013,Schleswig-Holstein,First Stage of Tertiary Education,Never,0.59656,31,31,0.42101,0.77212
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.58580,80,80,0.47718,0.69443
2013,Hamburg,Upper Secondary Level,Daily,0.22235,42,135,0.15195,0.29276
2013,Hamburg,Upper Secondary Level,Never,0.62968,93,135,0.54791,0.71144
2013,Hamburg,Second Stage of Tertiary Education,Daily,0.31810,39,99,0.22589,0.41031
2013,Hamburg,Second Stage of Tertiary Education,Never,0.55020,60,99,0.45171,0.64870
2013,Lower Saxony,Pre-primary Level,Daily,0.73668,40,40,0.59845,0.87491
2013,Lower Saxony,Lower Secondary Level,Daily,0.26685,106,253,0.21224,0.32146
2013,Lower Saxony,Lower Secondary Level,Never,0.61302,147,253,0.55289,0.67316
2013,Lower Saxony,Upper Secondary Level,Daily,0.26600,374,1221,0.24120,0.29079
2013,Lower Saxony,Upper Secondary Level,At least once per week,0.13069,140,1221,0.11177,0.14960
2013,Lower Saxony,Upper Secondary Level,At least once per month,0.02408,36,1221,0.01547,0.03268
2013,Lower Saxony,Upper Secondary Level,Seldom,0.07987,90,1221,0.06466,0.09509
2013,Lower Saxony,Upper Secondary Level,Never,0.49937,581,1221,0.47131,0.52742
2013,Lower Saxony,Post-secondary Non-tertiary Level,Daily,0.33387,52,127,0.25153,0.41622
2013,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.53147,75,127,0.44434,0.61861
2013,Lower Saxony,First Stage of Tertiary Education,Never,0.58429,75,75,0.47200,0.69658
2013,Lower Saxony,Second Stage of Tertiary Education,Daily,0.19803,102,471,0.16200,0.23406
2013,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.12869,62,471,0.09842,0.15897
2013,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.07599,44,471,0.05203,0.09995
2013,Lower Saxony,Second Stage of Tertiary Education,Never,0.56782,263,471,0.52304,0.61261
2013,Bremen,Upper Secondary Level,Never,0.32072,33,33,0.15900,0.48244
2013,North Rhine-Westphalia,No answer / don't know,Daily,0.66397,85,85,0.56296,0.76498
2013,North Rhine-Westphalia,Pre-primary Level,Daily,0.88010,108,108,0.81855,0.94165
2013,North Rhine-Westphalia,Primary Level,Never,0.68425,52,52,0.55667,0.81182
2013,North Rhine-Westphalia,Lower Secondary Level,Daily,0.26821,222,611,0.23305,0.30337
2013,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.08061,60,611,0.05900,0.10221
2013,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.03998,38,611,0.02443,0.05552
2013,North Rhine-Westphalia,Lower Secondary Level,Never,0.58931,291,611,0.55027,0.62835
2013,North Rhine-Westphalia,Upper Secondary Level,Daily,0.23747,604,2219,0.21976,0.25518
2013,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.10635,242,2219,0.09352,0.11919
2013,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.02619,57,2219,0.01955,0.03284
2013,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.07000,165,2219,0.05938,0.08061
