syear,age_gr,quintil_oecd,ple0024,proportion,n,lower_confidence,upper_confidence
2009,46-65 J.,5. Quintil,2.0,0.07320652480668284,18254,0.06942781598487414,0.07698523362849154
2009,46-65 J.,5. Quintil,1.0,0.060732629677710676,18254,0.05726779347074272,0.06419746588467863
2009,66 und älter,3. Quintil,2.0,0.060732629677710676,18254,0.05726779347074272,0.06419746588467863
2009,66 und älter,4. Quintil,2.0,0.05672517920641192,18254,0.053369471637706764,0.06008088677511708
2009,30-45 J.,5. Quintil,1.0,0.053169272450189084,18254,0.04991432801701338,0.05642421688336479
2009,46-65 J.,4. Quintil,2.0,0.05266128577072868,18254,0.04942105889143037,0.055901512650026984
2009,30-45 J.,4. Quintil,1.0,0.05125021166111644,18254,0.04805131120433604,0.054449112117896846
2009,30-45 J.,3. Quintil,1.0,0.044589941863746686,18254,0.041595675678088986,0.047584208049404386
2009,46-65 J.,3. Quintil,2.0,0.04323531071851894,18254,0.04028478836101999,0.04618583307601789
2009,46-65 J.,4. Quintil,1.0,0.04041316249929446,18254,0.037556357429364716,0.04326996756922421
2009,66 und älter,5. Quintil,2.0,0.039905175819834056,18254,0.03706563100821332,0.04274472063145479
2009,17-29 J.,3. Quintil,1.0,0.03330134898684879,18254,0.03069847275437141,0.03590422521932617
2009,17-29 J.,4. Quintil,1.0,0.03245470452108145,18254,0.029884003732254943,0.035025405309907956
2009,46-65 J.,3. Quintil,1.0,0.03234181859231247,18254,0.02977544278223864,0.0349081944023863
2009,46-65 J.,2. Quintil,2.0,0.029519670373087996,18254,0.02706424822596574,0.031975092520210247
2009,17-29 J.,2. Quintil,1.0,0.028616582942936165,18254,0.026197886990055364,0.031035278895816965
2009,17-29 J.,5. Quintil,1.0,0.027205508833323927,18254,0.024845486971247076,0.029565530695400778
2009,30-45 J.,4. Quintil,2.0,0.02703617994017046,18254,0.024683309259497625,0.029389050620843293
2009,66 und älter,2. Quintil,2.0,0.025286448044251283,18254,0.023008942384808054,0.02756395370369451
2009,30-45 J.,5. Quintil,2.0,0.02483490432917537,18254,0.022577302397768742,0.027092506260581996
2009,30-45 J.,3. Quintil,2.0,0.022351413896257832,18254,0.020206939146903365,0.0244958886456123
2009,30-45 J.,2. Quintil,1.0,0.022125642038719872,18254,0.019991779111529048,0.024259504965910696
2009,46-65 J.,2. Quintil,1.0,0.01924705085511091,18254,0.017253905570352474,0.021240196139869348
2009,66 und älter,5. Quintil,1.0,0.015578258170119095,18254,0.013781758692887607,0.017374757647350584
2009,66 und älter,3. Quintil,1.0,0.014280069989275836,18254,0.012558918943669405,0.016001221034882267
2009,66 und älter,4. Quintil,1.0,0.013659197381046453,18254,0.01197534840062334,0.015343046361469565
2009,30-45 J.,2. Quintil,2.0,0.012643224022125641,18254,0.011022373294431207,0.014264074749820076
2009,17-29 J.,2. Quintil,2.0,0.010498391375515042,18254,0.009019805068058896,0.011976977682971188
2009,17-29 J.,4. Quintil,2.0,0.009877518767285659,18254,0.008442870491332778,0.01131216704323854
2009,17-29 J.,3. Quintil,2.0,0.009425975052209741,18254,0.0080241827878016,0.010827767316617883
2009,17-29 J.,5. Quintil,2.0,0.006829598690523226,18254,0.005634822594936153,0.0080243747861103
2009,66 und älter,2. Quintil,1.0,0.0062651690466783315,18254,0.005120503262612129,0.007409834830744534
2011,46-65 J.,5. Quintil,2.0,0.09478973558395941,28898,0.09141237392474161,0.09816709724317721
2011,46-65 J.,4. Quintil,2.0,0.06786027905161479,28898,0.06496046262292308,0.0707600954803065
2011,66 und älter,3. Quintil,2.0,0.06722607083617914,28898,0.0643388550610546,0.07011328661130367
2011,66 und älter,4. Quintil,2.0,0.06629915113669627,28898,0.06343048478873103,0.0691678174846615
2011,66 und älter,5. Quintil,2.0,0.05361498682798322,28898,0.051017823829323045,0.056212149826643396
2011,46-65 J.,5. Quintil,1.0,0.05239535564445312,28898,0.04982624880935829,0.05496446247954795
2011,46-65 J.,3. Quintil,2.0,0.051517221192311446,28898,0.04896855406363831,0.054065888320984586
2011,30-45 J.,5. Quintil,1.0,0.04741926041565031,28898,0.044968784354928966,0.049869736476371655
2011,30-45 J.,4. Quintil,1.0,0.03897941262562201,28898,0.03674786495388982,0.0412109602973542
2011,46-65 J.,2. Quintil,2.0,0.03873548638891599,28898,0.036510649689108055,0.040960323088723924
2011,46-65 J.,4. Quintil,1.0,0.03224704849253586,28898,0.030210243665262877,0.03428385331980884
2011,30-45 J.,5. Quintil,2.0,0.031076202556346962,28898,0.029075507214136157,0.03307689789855777
2011,30-45 J.,4. Quintil,2.0,0.02961264513611084,28898,0.027658155628058203,0.03156713464416348
2011,30-45 J.,3. Quintil,1.0,0.029417504146746026,28898,0.027469269255154125,0.03136573903833793
2011,17-29 J.,3. Quintil,1.0,0.02707581227436823,28898,0.025204473460949735,0.028947151087786727
2011,17-29 J.,4. Quintil,1.0,0.026392818811591376,28898,0.02454458483213735,0.028241052791045402
2011,17-29 J.,5. Quintil,1.0,0.025075617133378865,28898,0.02327287562223496,0.02687835864452277
2011,66 und älter,2. Quintil,2.0,0.02463654990730803,28898,0.022849258525441105,0.02642384128917496
2011,30-45 J.,3. Quintil,2.0,0.02390477119718997,28898,0.02214356352540741,0.025665978868972532
2011,17-29 J.,2. Quintil,1.0,0.02327056298175432,28898,0.021532310886572006,0.02500881507693663
2011,46-65 J.,3. Quintil,1.0,0.022538784271636258,28898,0.020827440776281195,0.02425012776699132
2011,30-45 J.,2. Quintil,1.0,0.017416333300809834,28898,0.015908041702182643,0.018924624899437026
2011,30-45 J.,2. Quintil,2.0,0.015513708654502878,28898,0.014088807198851996,0.01693861011015376
