syear,age_gr,sampreg,ple0024,proportion,n,lower_confidence,upper_confidence
2013,30-45 J.,West,2.0,0.07673386449922465,31177,0.07377928351427451,0.07968844548417478
2013,17-29 J.,West,1.0,0.07266991069996256,31177,0.06978831266737308,0.07555150873255205
2013,46-65 J.,East,2.0,0.06988931073204642,31177,0.06705914670649937,0.07271947475759347
2013,66 und älter,East,2.0,0.0574300839527298,31177,0.054847434738339064,0.06001273316712053
2013,17-29 J.,West,2.0,0.03470402652264585,31177,0.03267232881551977,0.03673572422977193
2013,30-45 J.,East,1.0,0.027645580450243304,31177,0.02582561114869326,0.029465549751793347
2013,46-65 J.,East,1.0,0.027003903534570346,31177,0.025204586329127806,0.028803220740012885
2013,66 und älter,West,1.0,0.026255280466285225,31177,0.024480397184714148,0.0280301637478563
2013,30-45 J.,East,2.0,0.020801026683065077,31177,0.019216802019693852,0.0223852513464363
2013,17-29 J.,East,1.0,0.017699588257312444,31177,0.016235919998867167,0.01916325651575772
2013,17-29 J.,East,2.0,0.008662638361584943,31177,0.007633971524051093,0.009691305199118793
2013,66 und älter,East,1.0,0.007432757606545105,31177,0.00647931651793307,0.00838619869515714
2015,46-65 J.,West,2.0,0.18285898572925904,27342,0.17827706480473804,0.18744090665378005
2015,30-45 J.,West,1.0,0.1307344997178102,27342,0.1267386213664822,0.1347303780691382
2015,66 und älter,West,2.0,0.1278722889623478,27342,0.12391389336859963,0.131830684556096
2015,30-45 J.,West,2.0,0.10404740788518907,27342,0.10042832041626022,0.10766649535411792
2015,46-65 J.,West,1.0,0.095299524308635,27342,0.09181904779374415,0.09878000082352585
2015,17-29 J.,West,1.0,0.09050229783116988,27342,0.08710157264432707,0.09390302301801269
2015,46-65 J.,East,2.0,0.054261065871160204,27342,0.05157590242527224,0.056946229317048166
2015,66 und älter,East,2.0,0.04386035636539547,27342,0.04143297690625013,0.04628773582454081
2015,17-29 J.,West,2.0,0.040111263404015156,27342,0.03778539815234986,0.04243712865568045
2015,30-45 J.,East,1.0,0.03116181568975248,27342,0.029102239166692617,0.03322139221281234
2015,30-45 J.,East,2.0,0.027049907280496655,27342,0.025126952355992525,0.028972862205000786
2015,46-65 J.,East,1.0,0.022252680803031524,27342,0.020504262202853313,0.024001099403209734
2015,66 und älter,West,1.0,0.019148593082318793,27342,0.01752412577063302,0.020773060394004565
2015,17-29 J.,East,1.0,0.016286382326856405,27342,0.014786049586891514,0.017786715066821297
2015,17-29 J.,East,2.0,0.00939288881722164,27342,0.008249507100464185,0.010536270533979094
2015,66 und älter,East,1.0,0.005160041925340643,27342,0.0043107751047300035,0.006009308745951283
2017,46-65 J.,West,2.0,0.19974974405642135,31140,0.19530903015755907,0.20419045795528362
2017,66 und älter,West,2.0,0.12254957721912563,31140,0.11890737571247456,0.1261917787257767
2017,30-45 J.,West,1.0,0.12038827588821902,31140,0.1167738912368662,0.12400266053957183
2017,30-45 J.,West,2.0,0.09775148826451295,31140,0.094452949870219,0.1010500266588069
2017,46-65 J.,West,1.0,0.09411140181245971,31140,0.09086833956069558,0.09735446406422384
2017,17-29 J.,West,1.0,0.09122966670458424,31140,0.08803156786425563,0.09442776554491285
2017,46-65 J.,East,2.0,0.05918932241307398,31140,0.056568307027826364,0.061810337798321596
2017,17-29 J.,West,2.0,0.0447427293064877,31140,0.042446484540184036,0.04703897407279136
2017,66 und älter,East,2.0,0.041405983392105564,31140,0.039193165491685854,0.043618801292525274
2017,30-45 J.,East,1.0,0.02961361999014143,31140,0.027730773717501683,0.03149646626278118
2017,30-45 J.,East,2.0,0.02540477002995488,31140,0.023657071415517397,0.02715246864439236
2017,46-65 J.,East,1.0,0.02271262275812384,31140,0.02105783783346842,0.02436740768277926
2017,66 und älter,West,1.0,0.01861752549956395,31140,0.017116192968798058,0.02011885803032984
2017,17-29 J.,East,1.0,0.018010844424221743,31140,0.0165337197575114,0.019487969090932086
2017,17-29 J.,East,2.0,0.00982064990710196,31140,0.008725373294248285,0.010915926519955635
2017,66 und älter,East,1.0,0.004701778333902097,31140,0.0039419692936944065,0.005461587374109788
2019,46-65 J.,West,2.0,0.22375972953848572,29565,0.21900904515322095,0.2285104139237505
2019,66 und älter,West,2.0,0.13460177686925073,29565,0.13071132070936245,0.13849223302913902
2019,30-45 J.,West,2.0,0.09690227219121,29565,0.09353016411913562,0.10027438026328439
2019,30-45 J.,West,1.0,0.09474015252771445,29565,0.0914018876102305,0.0980784174451984
2019,46-65 J.,West,1.0,0.09257803286421888,29565,0.08927414158030508,0.09588192414813268
2019,17-29 J.,West,1.0,0.07775768535262206,29565,0.0747051456995409,0.08081022500570323
2019,46-65 J.,East,2.0,0.06596430536991901,29565,0.06313484664427838,0.06879376409555965
2019,17-29 J.,West,2.0,0.04646591713184999,29565,0.044066518002373635,0.04886531626132635
2019,66 und älter,East,2.0,0.04575831433288781,29565,0.04337637151894434,0.048140257146831275
2019,30-45 J.,East,2.0,0.02720339649343502,29565,0.025349054992011615,0.029057737994858425
2019,30-45 J.,East,1.0,0.02460885289724035,29565,0.022842806050819217,0.02637489974366148
2019,46-65 J.,East,1.0,0.02268260083339885,29565,0.02098540729335022,0.02437979437344748
2019,66 und älter,West,1.0,0.01694315590848337,29565,0.015472017281020597,0.018414294535946143
2019,17-29 J.,East,1.0,0.013955499646198601,29565,0.01261832515749992,0.015292674134897282
2019,17-29 J.,East,2.0,0.01096784338391383,29565,0.009780618595199657,0.012155068172628002
2019,66 und älter,East,1.0,0.0051104646591713185,29565,0.004297662673819739,0.005923266644522898
2021,46-65 J.,West,2.0,0.21618659987476518,19931,0.21047165225403672,0.22190154749549365
2021,66 und älter,West,2.0,0.1255479023168441,19931,0.12094783413146307,0.13014797050222512
2021,30-45 J.,West,1.0,0.11203297850135671,19931,0.10765410009028428,0.11641185691242914
2021,30-45 J.,West,2.0,0.10488415779586725,19931,0.10063026935570807,0.10913804623602644
2021,17-29 J.,West,1.0,0.09178668336464203,19931,0.08777824418743248,0.09579512254185159
2021,46-65 J.,West,1.0,0.08369860154456273,19931,0.0798538365234409,0.08754336656568455
2021,46-65 J.,East,2.0,0.05651221039448967,19931,0.05330645179454352,0.05971796899443582
2021,17-29 J.,West,2.0,0.04931120851596744,19931,0.046305246165463484,0.05231717086647139
2021,66 und älter,East,2.0,0.03939678563974118,19931,0.03669597622239039,0.04209759505709197
2021,30-45 J.,East,2.0,0.028177833437695678,19931,0.025880422279757904,0.03047524459563345
2021,30-45 J.,East,1.0,0.026560217073679816,19931,0.02432786915136813,0.028792564995991504
2021,46-65 J.,East,1.0,0.020141932790649134,19931,0.0181915328085207,0.022092332772777567
2021,66 und älter,West,1.0,0.01581089542892924,19931,0.014079050363982095,0.017542740493876385
2021,17-29 J.,East,1.0,0.015236902525568774,19931,0.013536288508913233,0.016937516542224314
2021,17-29 J.,East,2.0,0.009549154664996869,19931,0.008198978447017473,0.010899330882976265
2021,66 und älter,East,1.0,0.005165936130244208,19931,0.004170665091675912,0.006161207168812504
