syear,age_gr,sampreg,ple0024,proportion,n,lower_confidence,upper_confidence
2009,46-65 J.,West,2.0,0.14511486143252245,18254,0.14000526173250552,0.15022446113253937
2009,30-45 J.,West,1.0,0.131342778122707,18254,0.12644268464923542,0.1362428715961786
2009,66 und älter,West,2.0,0.13106056330078455,18254,0.1261649419810469,0.1359561846205222
2009,46-65 J.,West,1.0,0.11520009030874301,18254,0.1105685441906372,0.11983163642684881
2009,17-29 J.,West,1.0,0.09171981712479539,18254,0.08753266675450888,0.0959069674950819
2009,30-45 J.,West,2.0,0.06801377208330982,18254,0.0643613561682026,0.07166618799841704
2009,46-65 J.,East,2.0,0.05350793023649602,18254,0.05024322020179169,0.056772640271200346
2009,66 und älter,East,2.0,0.05158886944742338,18254,0.04837999019942338,0.05479774869542338
2009,30-45 J.,East,1.0,0.03979228989106508,18254,0.03695659756049803,0.042627982221632124
2009,66 und älter,West,1.0,0.03888920246091325,18254,0.03608455489798244,0.041693850023844056
2009,46-65 J.,East,1.0,0.0375345713156855,18254,0.03477726289127697,0.04029187974009403
2009,17-29 J.,East,1.0,0.02985832815939493,18254,0.027389292447275577,0.03232736387151429
2009,17-29 J.,West,2.0,0.02669752215386352,18254,0.024359027181442786,0.029036017126284255
2009,30-45 J.,East,2.0,0.018851950104419483,18254,0.016878971109666,0.020824929099172964
2009,66 und älter,East,1.0,0.010893492126206468,18254,0.009387640647187665,0.012399343605225271
2009,17-29 J.,East,2.0,0.009933961731670148,18254,0.008495261308741446,0.01137266215459885
2011,46-65 J.,West,2.0,0.18889647770514195,28898,0.18438340581493823,0.19340954959534568
2011,66 und älter,West,2.0,0.15718606693335935,28898,0.1529894912973777,0.16138264256934098
2011,30-45 J.,West,1.0,0.10225387842716363,28898,0.09876055463682454,0.10574720221750272
2011,46-65 J.,West,1.0,0.09532637330471265,28898,0.09194046901055819,0.09871227759886711
2011,17-29 J.,West,1.0,0.07956873841350376,28898,0.07644849055038701,0.08268898627662051
2011,30-45 J.,West,2.0,0.07922724168211533,28898,0.07611311929236074,0.08234136407186991
2011,46-65 J.,East,2.0,0.06400624451165968,28898,0.06118416122455666,0.06682832779876269
2011,66 und älter,East,2.0,0.0545906917748073,28898,0.051971354556980875,0.05721002899263372
2011,17-29 J.,West,2.0,0.03190555176114743,28898,0.02987920310584564,0.03393190041644921
2011,30-45 J.,East,1.0,0.03097863206166455,28898,0.02898097942358045,0.03297628469974865
2011,66 und älter,West,1.0,0.02888086642599278,28898,0.026949949709279317,0.030811783142706245
2011,46-65 J.,East,1.0,0.02707581227436823,28898,0.025204473460949735,0.028947151087786727
2011,17-29 J.,East,1.0,0.022246072787589034,28898,0.020545623676573,0.023946521898605067
2011,30-45 J.,East,2.0,0.02088008586203532,28898,0.019231520161056434,0.02252865156301421
2011,17-29 J.,East,2.0,0.010000975704946824,28898,0.008853718622582264,0.011148232787311384
2011,66 und älter,East,1.0,0.006976290369792175,28898,0.00601663729028476,0.00793594344929959
2013,46-65 J.,West,2.0,0.20319768996310358,31177,0.19873112571547347,0.2076642542107337
2013,66 und älter,West,2.0,0.17132773648467997,31177,0.16714515751099493,0.175510315458365
2013,30-45 J.,West,1.0,0.0896208758889899,31177,0.08645017957976357,0.09279157219821622
2013,46-65 J.,West,1.0,0.08892572589701085,31177,0.08576614476850096,0.09208530702552074
