year,bula_h,ple0024,proportion,n,lower_confidence,upper_confidence
2009,Nordrhein-Westfalen,1.0,0.10470169893322798,18254,0.10026011582443267,0.10914328204202328
2009,Nordrhein-Westfalen,2.0,0.09674324095501496,18254,0.09245486379288143,0.1010316181171485
2009,Bayern,1.0,0.07320652480668284,18254,0.06942781598487414,0.07698523362849154
2009,Bayern,2.0,0.07156967883953265,18254,0.06783015556866095,0.07530920211040434
2009,Baden-Wuerttemberg,1.0,0.06620759722300615,18254,0.06260051427134986,0.06981468017466244
2009,Baden-Wuerttemberg,2.0,0.05091155387480951,18254,0.047722671004066235,0.05410043674555278
2009,Niedersachsen,2.0,0.0487667212281989,18254,0.04564220816514091,0.051891234291256895
2009,Niedersachsen,1.0,0.04193712253767568,18254,0.03902926337150241,0.04484498170384896
2009,Sachsen,2.0,0.0407518202856014,18254,0.03788357659889918,0.04362006397230361
2009,Hessen,2.0,0.036067054241688774,18254,0.0333621256981624,0.038771982785215146
2009,Sachsen,1.0,0.03533329570469041,18254,0.03265500467479272,0.0380115867345881
2009,Hessen,1.0,0.03149517412654513,18254,0.028961504707039554,0.03402884354605071
2009,"Rheinland-Pfalz,Saarland",2.0,0.02906812665801208,18254,0.02663098962328167,0.03150526369274249
2009,"Rheinland-Pfalz,Saarland",1.0,0.027487723655246373,18254,0.025115836722820487,0.02985961058767226
2009,Brandenburg,2.0,0.023706045041485577,18254,0.021499072646531208,0.025913017436439947
2009,Thueringen,2.0,0.022859400575718235,18254,0.02069125720789205,0.025027543943544422
2009,Thueringen,1.0,0.022802957611333746,18254,0.020637430076645844,0.024968485146021648
2009,Sachsen-Anhalt,2.0,0.022746514646949257,18254,0.02058360641898127,0.024909422874917243
2009,Berlin,2.0,0.021730541288028447,18254,0.01961538935755069,0.023845693218506204
2009,Brandenburg,1.0,0.02020658124964723,18254,0.01816535695817625,0.02224780554111821
2009,Sachsen-Anhalt,1.0,0.019811480498955807,18254,0.017789903350918054,0.02183305764699356
2009,Berlin,1.0,0.015747587063272565,18254,0.013941505740881844,0.017553668385663287
2009,Schleswig-Holstein,2.0,0.01512671445504318,18254,0.013356036699481173,0.016897392210605187
2009,Mecklenburg-Vorpommern,2.0,0.013715640345430942,18254,0.01202836420374694,0.015402916487114945
2009,Schleswig-Holstein,1.0,0.013376982559124005,18254,0.011710381128693822,0.015043583989554188
2009,Mecklenburg-Vorpommern,1.0,0.012417452164587684,18254,0.010810954866701658,0.014023949462473711
2009,Hamburg,2.0,0.008127786871366484,18254,0.006825246887485995,0.009430326855246973
