syear,age_gr,sex,ple0024,proportion,n,lower_confidence,upper_confidence
2009,46-65 J.,female,2.0,0.10825760568945081,18254,0.10375020710413684,0.11276500427476478
2009,66 und älter,female,2.0,0.09578371056047863,18254,0.09151438729427394,0.10005303382668332
2009,46-65 J.,male,2.0,0.09036518597956765,18254,0.0862059730126079,0.0945243989465274
2009,30-45 J.,female,1.0,0.08731726590280521,18254,0.08322195356379958,0.09141257824181084
2009,66 und älter,male,2.0,0.0868657221877293,18254,0.08278000230040042,0.09095144207505818
2009,30-45 J.,male,1.0,0.08381780211096687,18254,0.07979770904758912,0.08783789517434462
2009,46-65 J.,male,1.0,0.07687531749167466,18254,0.07301075182606646,0.08073988315728285
2009,46-65 J.,female,1.0,0.07585934413275386,18254,0.07201828822627228,0.07970040003923544
2009,17-29 J.,female,1.0,0.06090195857086414,18254,0.05743260832936539,0.06437130881236289
2009,17-29 J.,male,1.0,0.06067618671332618,18254,0.057212856879156906,0.06413951654749546
2009,30-45 J.,female,2.0,0.04871027826381442,18254,0.04558748124755602,0.05183307528007281
2009,30-45 J.,male,2.0,0.038155443923914886,18254,0.03537632104660031,0.04093456680122946
2009,66 und älter,female,1.0,0.026302421403172096,18254,0.023980823734295005,0.028624019072049187
2009,66 und älter,male,1.0,0.02348027318394762,18254,0.021283581370769432,0.02567696499712581
2009,17-29 J.,female,2.0,0.020150138285262742,18254,0.01811170814793398,0.022188568422591502
2009,17-29 J.,male,2.0,0.016481345600270925,18254,0.01463435501289673,0.01832833618764512
2011,46-65 J.,female,2.0,0.13664747780271247,28898,0.13268727826217339,0.14060767734325155
2011,46-65 J.,male,2.0,0.11625524441408917,28898,0.1125595855188539,0.11995090330932445
2011,66 und älter,female,2.0,0.1129378475948873,28898,0.10928846869892021,0.11658722649085439
2011,66 und älter,male,2.0,0.09883891111327935,28898,0.09539788974404413,0.10227993248251456
2011,30-45 J.,female,1.0,0.06956776270855693,28898,0.06663438105795667,0.07250114435915718
2011,30-45 J.,male,1.0,0.06366474778027124,28898,0.06084968958954943,0.06647980597099305
2011,46-65 J.,female,1.0,0.0618596936286467,28898,0.05908215595628484,0.06463723130100855
2011,46-65 J.,male,1.0,0.06054249195043419,28898,0.0577927566115302,0.06329222728933817
2011,30-45 J.,female,2.0,0.05849351156210362,28898,0.05578776145815825,0.061199261666048985
2011,17-29 J.,male,1.0,0.05205385891306469,28898,0.04949267671341927,0.05461504111271011
2011,17-29 J.,female,1.0,0.0497609522880281,28898,0.04725378706055398,0.05226811751550222
2011,30-45 J.,male,2.0,0.04161381598204703,28898,0.03931125457435659,0.04391637738973748
2011,17-29 J.,female,2.0,0.023514489218460336,28898,0.021767368738944765,0.025261609697975907
2011,66 und älter,male,1.0,0.01975802517318763,28898,0.01815344806165751,0.021362602284717747
2011,17-29 J.,male,2.0,0.018392038247633916,28898,0.016842843040067803,0.01994123345520003
