year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2005,No migration background,East,,,,,,,,,,,,
2005,Direct migration background,West,,,,,,,,,,,,
2005,Direct migration background,East,,,,,,,,,,,,
2005,Indirect migration background,West,,,,,,,,,,,,
2005,Indirect migration background,East,,,,,,,,,,,,
2006,No migration background,West,13647,25.75946,25.68285,25.83607,22.60026,25.19526,28.19692,14.20528,36.59191,25.195263,25.08270,25.28011
2006,No migration background,East,5178,26.00094,25.87269,26.12920,22.83951,25.40282,28.65014,14.128495,37.36608,25.402817,25.24934,25.60583
2006,Direct migration background,West,2264,26.22495,26.03857,26.41132,23.01118,25.73523,29.00060,14.5281105,37.98472,25.737082,25.48456,25.97033
2006,Direct migration background,East,109,26.21026,25.27061,27.14991,22.65032,25.53126,28.71886,18.365473,37.82167,25.469387,25.00000,26.95984
2006,Indirect migration background,West,803,24.26424,23.98840,24.54008,21.36306,23.81610,26.84694,13.13725,35.07276,23.828125,23.19050,24.22145
2006,Indirect migration background,East,42,25.53256,23.43209,27.63303,20.37564,24.85230,26.13669,17.531044,34.77825,24.810965,21.25329,25.92593
2007,No migration background,West,,,,,,,,,,,,
2007,No migration background,East,,,,,,,,,,,,
2007,Direct migration background,West,,,,,,,,,,,,
2007,Direct migration background,East,,,,,,,,,,,,
2007,Indirect migration background,West,,,,,,,,,,,,
2007,Indirect migration background,East,,,,,,,,,,,,
2008,No migration background,West,11987,25.94748,25.86324,26.03172,22.72440,25.30864,28.40226,14.491003,36.91906,25.308641,25.19526,25.39070
2008,No migration background,East,4654,26.10569,25.97441,26.23696,22.86253,25.51020,28.88889,14.356606,37.92842,25.510204,25.30860,25.71102
2008,Direct migration background,West,1818,26.43782,26.22151,26.65413,23.43750,25.92593,29.03179,15.055495,37.42322,25.925926,25.71166,26.17344
2008,Direct migration background,East,79,26.18404,24.92331,27.44478,21.34929,25.68121,29.38465,18.253109,41.43769,25.689562,24.61109,26.77551
2008,Indirect migration background,West,772,24.52717,24.21987,24.83447,21.69498,24.22010,26.77169,14.07991,34.38676,24.21875,23.73673,24.56852
2008,Indirect migration background,East,44,24.01436,22.83518,25.19355,20.82415,23.77551,26.52831,18.066168,35.08454,23.781214,21.95878,26.33289
2009,No migration background,West,,,,,,,,,,,,
2009,No migration background,East,,,,,,,,,,,,
2009,Direct migration background,West,,,,,,,,,,,,
2009,Direct migration background,East,,,,,,,,,,,,
2009,Indirect migration background,West,,,,,,,,,,,,
2009,Indirect migration background,East,,,,,,,,,,,,
2010,No migration background,West,10586,26.14318,26.04836,26.23800,22.83951,25.39062,28.57796,14.420766,37.18564,25.390625,25.24934,25.53604
2010,No migration background,East,4041,26.42163,26.27790,26.56536,23.22543,25.76298,29.06977,14.45893,37.83627,25.762981,25.59231,26.02758
2010,Direct migration background,West,1407,26.47619,26.22962,26.72277,23.52842,26.03749,28.79292,15.63166,36.68968,26.037495,25.71166,26.47211
2010,Direct migration background,East,62,25.64957,24.54614,26.75300,23.78822,24.73902,28.38507,18.590124,35.28036,24.801588,24.21875,26.44898
2010,Indirect migration background,West,686,24.82896,24.46459,25.19332,21.22449,24.22145,27.41586,13.03084,36.70290,24.221453,23.72207,24.96801
2010,Indirect migration background,East,39,25.09056,23.63899,26.54213,22.06469,23.78763,28.76910,16.97531,36.29592,23.849777,21.96712,29.86055
2011,No migration background,West,,,,,,,,,,,,
2011,No migration background,East,,,,,,,,,,,,
2011,Direct migration background,West,,,,,,,,,,,,
2011,Direct migration background,East,,,,,,,,,,,,
2011,Indirect migration background,West,,,,,,,,,,,,
2011,Indirect migration background,East,,,,,,,,,,,,
2012,No migration background,West,13165,26.13939,26.05646,26.22231,22.85714,25.46939,28.68011,14.12269,37.41456,25.469387,25.35926,25.59374
2012,No migration background,East,4709,26.61928,26.47866,26.75990,23.14815,25.95156,29.38476,13.79323,38.73967,25.951557,25.76115,26.12312
2012,Direct migration background,West,1887,26.27144,26.06149,26.48140,23.23839,25.84127,28.92377,14.71032,37.45184,25.826447,25.43659,26.07933
2012,Direct migration background,East,110,27.03905,26.02441,28.05369,24.04773,26.49571,29.86909,18.069727,38.60113,26.472107,25.53482,27.48228
2012,Indirect migration background,West,820,24.94128,24.59194,25.29063,21.15529,24.02076,27.46092,16.184275,36.91937,24.021276,23.43750,24.78469
2012,Indirect migration background,East,46,25.14158,23.36077,26.92239,21.77655,23.77095,26.32686,17.35892,33.15231,23.781214,22.20408,25.05736
2013,No migration background,West,,,,,,,,,,,,
2013,No migration background,East,,,,,,,,,,,,
2013,Direct migration background,West,,,,,,,,,,,,
2013,Direct migration background,East,,,,,,,,,,,,
2013,Indirect migration background,West,,,,,,,,,,,,
2013,Indirect migration background,East,,,,,,,,,,,,
2014,No migration background,West,15050,26.22578,26.14598,26.30559,22.83288,25.46401,28.73469,13.98016,37.58741,25.46401,25.35047,25.61728
2014,No migration background,East,5131,26.68143,26.54490,26.81796,23.19797,26.02758,29.38476,13.91778,38.66494,26.027582,25.78125,26.23533
2014,Direct migration background,West,4904,26.24840,26.11538,26.38142,22.98540,25.71166,28.76397,14.31754,37.43183,25.711662,25.46372,25.95156
2014,Direct migration background,East,369,25.80924,25.28278,26.33570,22.22968,24.80243,28.97316,16.528925,39.08838,24.801588,23.74958,26.57705
2014,Indirect migration background,West,1690,25.07375,24.82909,25.31841,21.35906,24.09282,27.75395,13.364964,37.34628,24.09297,23.73819,24.54346
2014,Indirect migration background,East,103,25.26680,24.21569,26.31792,21.81314,23.54369,27.39525,15.570934,35.76840,23.529411,22.39541,25.64892
2015,No migration background,West,,,,,,,,,,,,
2015,No migration background,East,,,,,,,,,,,,
2015,Direct migration background,West,,,,,,,,,,,,
2015,Direct migration background,East,,,,,,,,,,,,
2015,Indirect migration background,West,,,,,,,,,,,,
2015,Indirect migration background,East,,,,,,,,,,,,
2016,No migration background,West,13228,26.37794,26.29026,26.46562,22.91303,25.61728,28.94613,13.86339,37.99576,25.617285,25.46939,25.73708
2016,No migration background,East,4592,26.66631,26.51896,26.81366,23.14815,25.92593,29.38775,14.452538,38.74716,25.925926,25.63692,26.17439
2016,Direct migration background,West,4526,26.48176,26.34495,26.61857,23.30109,26.02617,29.29688,14.30742,38.29055,26.026175,25.71165,26.37157
2016,Direct migration background,East,369,25.53634,24.99722,26.07546,22.01686,25.04437,29.33172,15.818698,40.30399,25.039919,23.72152,26.02646
2016,Indirect migration background,West,1435,25.42464,25.15102,25.69826,21.71684,24.38237,28.05915,14.532872,37.57262,24.382374,23.87502,24.83565
2016,Indirect migration background,East,105,25.75918,24.54593,26.97243,22.42469,23.38956,26.78376,16.731112,33.32237,23.374725,22.86237,25.00623
2017,No migration background,West,,,,,,,,,,,,
2017,No migration background,East,,,,,,,,,,,,
2017,Direct migration background,West,,,,,,,,,,,,
2017,Direct migration background,East,,,,,,,,,,,,
2017,Indirect migration background,West,,,,,,,,,,,,
2017,Indirect migration background,East,,,,,,,,,,,,
2018,No migration background,West,14366,26.48870,26.40369,26.57371,22.98540,25.71166,29.05475,13.88136,38.15878,25.711662,25.59221,25.86451
2018,No migration background,East,5009,26.95931,26.81174,27.10688,23.23987,26.14906,29.78642,13.42003,39.60626,26.149277,25.88057,26.31656
2018,Direct migration background,West,6814,26.46648,26.35780,26.57515,23.33113,26.00917,29.02770,14.78628,37.57255,25.99244,25.66115,26.29758
2018,Direct migration background,East,839,25.20900,24.86712,25.55088,21.63332,24.76757,28.48234,14.363688,38.75588,24.767567,24.21229,25.39343
2018,Indirect migration background,West,1558,25.74005,25.45779,26.02230,21.62341,24.63252,28.34622,15.431518,38.43044,24.635368,24.22145,25.10249
2018,Indirect migration background,East,120,25.45273,24.10181,26.80365,19.96992,23.68125,27.04165,15.6770525,37.64923,23.624447,21.25850,25.86491
2019,No migration background,West,,,,,,,,,,,,
2019,No migration background,East,,,,,,,,,,,,
2019,Direct migration background,West,,,,,,,,,,,,
2019,Direct migration background,East,,,,,,,,,,,,
2019,Indirect migration background,West,,,,,,,,,,,,
2019,Indirect migration background,East,,,,,,,,,,,,
2020,No migration background,West,13826,26.57947,26.49094,26.66801,23.04688,25.82645,29.11453,14.609203,38.21600,25.826447,25.69688,25.94564
2020,No migration background,East,4722,27.14466,26.98682,27.30250,23.35564,26.25072,30.05383,14.693877,40.10113,26.250725,26.02499,26.56277
2020,Direct migration background,West,5078,26.76670,26.63542,26.89797,23.45800,26.21797,29.35235,14.61647,38.19388,26.21641,25.90738,26.57639
2020,Direct migration background,East,508,25.56895,25.08795,26.04995,21.35780,24.45379,28.74401,14.821342,39.82332,24.435186,23.38435,26.29502
2020,Indirect migration background,West,1465,26.22638,25.92282,26.52994,22.16096,25.10370,28.65456,12.42056,38.39495,25.102392,24.56927,25.73708
2020,Indirect migration background,East,119,26.74637,25.28092,28.21183,21.88384,25.21008,28.31688,15.959654,37.96643,25.216253,22.85028,26.57589
2021,No migration background,West,,,,,,,,,,,,
2021,No migration background,East,,,,,,,,,,,,
2021,Direct migration background,West,,,,,,,,,,,,
2021,Direct migration background,East,,,,,,,,,,,,
2021,Indirect migration background,West,,,,,,,,,,,,
2021,Indirect migration background,East,,,,,,,,,,,,
2022,No migration background,West,13457,26.36067,26.27199,26.44935,22.83951,25.46939,28.97026,13.64338,38.16638,25.469387,25.31545,25.59221
2022,No migration background,East,4575,26.85193,26.68676,27.01711,22.94812,25.94548,29.40779,14.298379,39.09729,25.945484,25.66115,26.21882
2022,Direct migration background,West,6981,26.24007,26.12958,26.35057,22.96085,25.60554,28.71912,14.32343,37.35654,25.605536,25.30864,25.92593
2022,Direct migration background,East,996,25.88827,25.57781,26.19873,22.15749,25.75483,28.72738,12.30265,38.58221,25.762981,24.27949,26.12369
2022,Indirect migration background,West,1306,26.46729,26.12807,26.80650,22.64738,24.96816,28.72896,15.149602,37.85134,24.96801,24.60938,25.40282
2022,Indirect migration background,East,158,26.84531,26.02210,27.66851,22.54223,25.99405,29.87382,15.321268,40.87121,26.03878,24.11404,27.69976
