year,bula_h,regtyp,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.22007,33,109,0.14194,0.29821
1986,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.57025,76,109,0.47688,0.66361
1986,Baden-Wuerttemberg,Urban regions,At least once per week,0.08435,159,1674,0.07103,0.09767
1986,Baden-Wuerttemberg,Urban regions,At least once per month,0.12971,219,1674,0.11361,0.14581
1986,Baden-Wuerttemberg,Urban regions,Seldom,0.27189,448,1674,0.25057,0.29321
1986,Baden-Wuerttemberg,Urban regions,Never,0.51404,848,1674,0.49009,0.53799
1986,Baden-Wuerttemberg,Rural regions,Seldom,0.30977,94,253,0.25268,0.36686
1986,Baden-Wuerttemberg,Rural regions,Never,0.55456,159,253,0.49319,0.61592
1986,Bavaria,Urban regions,At least once per week,0.07253,75,943,0.05597,0.08909
1986,Bavaria,Urban regions,At least once per month,0.17881,180,943,0.15434,0.20328
1986,Bavaria,Urban regions,Seldom,0.28628,271,943,0.25742,0.31515
1986,Bavaria,Urban regions,Never,0.46238,417,943,0.43054,0.49422
1986,Bavaria,Rural regions,At least once per week,0.11713,102,811,0.09499,0.13928
1986,Bavaria,Rural regions,At least once per month,0.12807,108,811,0.10505,0.15108
1986,Bavaria,Rural regions,Seldom,0.29726,248,811,0.26578,0.32873
1986,Bavaria,Rural regions,Never,0.45754,353,811,0.42323,0.49185
1986,Berlin,Urban regions,At least once per week,0.09887,36,348,0.06746,0.13028
1986,Berlin,Urban regions,At least once per month,0.17117,61,348,0.13154,0.21081
1986,Berlin,Urban regions,Seldom,0.32687,122,348,0.27752,0.37623
1986,Berlin,Urban regions,Never,0.40308,129,348,0.35147,0.45470
1988,Schleswig-Holstein,Urban regions,Seldom,0.47333,66,121,0.38399,0.56266
1988,Schleswig-Holstein,Urban regions,Never,0.34356,55,121,0.25859,0.42853
1988,Schleswig-Holstein,Rural regions,Seldom,0.37668,65,125,0.29140,0.46197
1988,Schleswig-Holstein,Rural regions,Never,0.39144,60,125,0.30553,0.47735
1988,Hamburg,Urban regions,Seldom,0.33079,60,150,0.25525,0.40634
1988,Hamburg,Urban regions,Never,0.45193,90,150,0.37202,0.53184
1988,Lower Saxony,Urban regions,At least once per week,0.11093,60,512,0.08370,0.13816
1988,Lower Saxony,Urban regions,At least once per month,0.17104,97,512,0.13839,0.20369
1988,Lower Saxony,Urban regions,Seldom,0.34651,177,512,0.30525,0.38777
1988,Lower Saxony,Urban regions,Never,0.37152,178,512,0.32962,0.41341
1988,Lower Saxony,Rural regions,At least once per week,0.09357,53,524,0.06861,0.11853
1988,Lower Saxony,Rural regions,At least once per month,0.13968,82,524,0.10997,0.16939
1988,Lower Saxony,Rural regions,Seldom,0.34826,191,524,0.30743,0.38909
1988,Lower Saxony,Rural regions,Never,0.41849,198,524,0.37621,0.46077
1988,Bremen,Urban regions,Seldom,0.35255,37,82,0.24850,0.45659
1988,Bremen,Urban regions,Never,0.51534,45,82,0.40650,0.62417
1988,North Rhine-Westphalia,Urban regions,At least once per week,0.08026,218,2607,0.06983,0.09069
1988,North Rhine-Westphalia,Urban regions,At least once per month,0.14176,387,2607,0.12837,0.15515
1988,North Rhine-Westphalia,Urban regions,Seldom,0.31525,806,2607,0.29741,0.33309
1988,North Rhine-Westphalia,Urban regions,Never,0.46273,1196,2607,0.44359,0.48188
1988,North Rhine-Westphalia,Rural regions,Never,0.50069,35,35,0.33262,0.66876
1988,Hesse,Urban regions,At least once per week,0.07475,64,854,0.05710,0.09240
1988,Hesse,Urban regions,At least once per month,0.15137,131,854,0.12732,0.17543
1988,Hesse,Urban regions,Seldom,0.27476,220,854,0.24481,0.30472
1988,Hesse,Urban regions,Never,0.49911,439,854,0.46556,0.53267
1988,Hesse,Rural regions,Never,0.54259,73,73,0.42751,0.65766
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.06181,43,599,0.04251,0.08111
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.13860,85,599,0.11091,0.16630
1988,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.29418,189,599,0.25765,0.33070
1988,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.50541,282,599,0.46534,0.54548
1988,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.23123,34,109,0.15171,0.31075
1988,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.61100,75,109,0.51905,0.70295
1988,Baden-Wuerttemberg,Urban regions,At least once per week,0.06930,138,1627,0.05696,0.08165
1988,Baden-Wuerttemberg,Urban regions,At least once per month,0.16704,259,1627,0.14891,0.18517
1988,Baden-Wuerttemberg,Urban regions,Seldom,0.29775,452,1627,0.27552,0.31998
1988,Baden-Wuerttemberg,Urban regions,Never,0.46590,778,1627,0.44166,0.49015
1988,Baden-Wuerttemberg,Rural regions,At least once per month,0.14475,41,235,0.09966,0.18983
1988,Baden-Wuerttemberg,Rural regions,Seldom,0.33165,78,235,0.27132,0.39197
1988,Baden-Wuerttemberg,Rural regions,Never,0.48657,116,235,0.42253,0.55061
1988,Bavaria,Urban regions,At least once per week,0.08150,75,870,0.06331,0.09970
1988,Bavaria,Urban regions,At least once per month,0.14723,139,870,0.12367,0.17079
1988,Bavaria,Urban regions,Seldom,0.36090,314,870,0.32897,0.39283
1988,Bavaria,Urban regions,Never,0.41037,342,870,0.37766,0.44307
1988,Bavaria,Rural regions,At least once per week,0.10878,89,750,0.08648,0.13108
1988,Bavaria,Rural regions,At least once per month,0.15362,114,750,0.12780,0.17944
1988,Bavaria,Rural regions,Seldom,0.28949,231,750,0.25701,0.32197
1988,Bavaria,Rural regions,Never,0.44811,316,750,0.41249,0.48372
1988,Berlin,Urban regions,At least once per month,0.16147,55,306,0.12017,0.20277
1988,Berlin,Urban regions,Seldom,0.35610,118,306,0.30236,0.40984
1988,Berlin,Urban regions,Never,0.40999,133,306,0.35479,0.46519
1990,Schleswig-Holstein,Urban regions,Seldom,0.42706,55,117,0.33704,0.51707
1990,Schleswig-Holstein,Urban regions,Never,0.39074,62,117,0.30195,0.47953
1990,Schleswig-Holstein,Rural regions,Seldom,0.40037,56,106,0.30664,0.49409
1990,Schleswig-Holstein,Rural regions,Never,0.37205,50,106,0.27960,0.46451
1990,Hamburg,Urban regions,Seldom,0.33396,49,132,0.25320,0.41473
1990,Hamburg,Urban regions,Never,0.48028,83,132,0.39472,0.56583
1990,Lower Saxony,Urban regions,At least once per week,0.06566,35,478,0.04343,0.08789
1990,Lower Saxony,Urban regions,At least once per month,0.15009,77,478,0.11803,0.18214
1990,Lower Saxony,Urban regions,Seldom,0.32885,165,478,0.28669,0.37101
1990,Lower Saxony,Urban regions,Never,0.45541,201,478,0.41071,0.50010
1990,Lower Saxony,Rural regions,At least once per week,0.05505,33,496,0.03496,0.07514
1990,Lower Saxony,Rural regions,At least once per month,0.12473,68,496,0.09562,0.15384
1990,Lower Saxony,Rural regions,Seldom,0.34449,175,496,0.30263,0.38636
1990,Lower Saxony,Rural regions,Never,0.47573,220,496,0.43174,0.51973
1990,Bremen,Urban regions,Never,0.56945,52,52,0.43355,0.70535
1990,North Rhine-Westphalia,Urban regions,At least once per week,0.04804,140,2481,0.03962,0.05645
1990,North Rhine-Westphalia,Urban regions,At least once per month,0.14306,362,2481,0.12928,0.15684
1990,North Rhine-Westphalia,Urban regions,Seldom,0.31404,736,2481,0.29577,0.33231
1990,North Rhine-Westphalia,Urban regions,Never,0.49487,1243,2481,0.47519,0.51454
1990,North Rhine-Westphalia,Rural regions,Never,0.46958,36,36,0.30424,0.63492
1990,Hesse,Urban regions,At least once per week,0.04864,55,845,0.03412,0.06315
1990,Hesse,Urban regions,At least once per month,0.13060,122,845,0.10786,0.15333
1990,Hesse,Urban regions,Seldom,0.32487,236,845,0.29327,0.35647
1990,Hesse,Urban regions,Never,0.49590,432,845,0.46216,0.52963
1990,Hesse,Rural regions,Seldom,0.26761,33,106,0.18293,0.35229
1990,Hesse,Rural regions,Never,0.53719,73,106,0.44181,0.63256
1990,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.12707,76,538,0.09890,0.15524
1990,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.24509,142,538,0.20870,0.28147
1990,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.59846,320,538,0.55700,0.63993
1990,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.30832,39,97,0.21594,0.40070
1990,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.54577,58,97,0.44617,0.64537
1990,Baden-Wuerttemberg,Urban regions,At least once per week,0.04018,71,1544,0.03039,0.04998
1990,Baden-Wuerttemberg,Urban regions,At least once per month,0.13777,223,1544,0.12057,0.15497
1990,Baden-Wuerttemberg,Urban regions,Seldom,0.30166,408,1544,0.27876,0.32456
1990,Baden-Wuerttemberg,Urban regions,Never,0.52039,842,1544,0.49546,0.54532
1990,Baden-Wuerttemberg,Rural regions,Seldom,0.33222,71,208,0.26805,0.39638
1990,Baden-Wuerttemberg,Rural regions,Never,0.54747,137,208,0.47967,0.61528
1990,Bavaria,Urban regions,At least once per week,0.06584,57,834,0.04900,0.08268
1990,Bavaria,Urban regions,At least once per month,0.14074,126,834,0.11712,0.16435
1990,Bavaria,Urban regions,Seldom,0.31616,257,834,0.28458,0.34774
1990,Bavaria,Urban regions,Never,0.47726,394,834,0.44334,0.51118
1990,Bavaria,Rural regions,At least once per week,0.06988,59,760,0.05174,0.08801
1990,Bavaria,Rural regions,At least once per month,0.12034,95,760,0.09719,0.14349
1990,Bavaria,Rural regions,Seldom,0.31209,248,760,0.27912,0.34505
1990,Bavaria,Rural regions,Never,0.49770,358,760,0.46212,0.53327
1990,Berlin,Urban regions,At least once per week,0.07795,51,608,0.05663,0.09928
1990,Berlin,Urban regions,At least once per month,0.17573,101,608,0.14545,0.20601
1990,Berlin,Urban regions,Seldom,0.38544,267,608,0.34672,0.42416
1990,Berlin,Urban regions,Never,0.36087,189,608,0.32267,0.39908
1990,Brandenburg,Urban regions,Seldom,0.45757,32,32,0.28219,0.63295
1990,Brandenburg,Rural regions,At least once per week,0.08692,62,649,0.06523,0.10861
1990,Brandenburg,Rural regions,At least once per month,0.11512,72,649,0.09054,0.13969
1990,Brandenburg,Rural regions,Seldom,0.44704,323,649,0.40876,0.48532
1990,Brandenburg,Rural regions,Never,0.35093,192,649,0.31418,0.38767
1990,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.08079,38,443,0.05539,0.10620
1990,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.15132,67,443,0.11791,0.18472
1990,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.47060,223,443,0.42406,0.51713
1990,Mecklenburg-Western Pomerania,Rural regions,Never,0.29730,115,443,0.25468,0.33991
1990,Saxony,Urban regions,At least once per week,0.07407,49,672,0.05425,0.09388
1990,Saxony,Urban regions,At least once per month,0.14164,99,672,0.11526,0.16803
1990,Saxony,Urban regions,Seldom,0.45148,328,672,0.41383,0.48913
1990,Saxony,Urban regions,Never,0.33281,196,672,0.29715,0.36846
1990,Saxony,Rural regions,At least once per week,0.05976,41,613,0.04098,0.07854
1990,Saxony,Rural regions,At least once per month,0.09618,64,613,0.07282,0.11954
1990,Saxony,Rural regions,Seldom,0.44992,305,613,0.41050,0.48933
1990,Saxony,Rural regions,Never,0.39414,203,613,0.35542,0.43286
1990,Saxony-Anhalt,Urban regions,Seldom,0.40023,82,131,0.31600,0.48445
1990,Saxony-Anhalt,Urban regions,Never,0.34944,49,131,0.26748,0.43140
1990,Saxony-Anhalt,Rural regions,At least once per week,0.10246,67,617,0.07852,0.12641
1990,Saxony-Anhalt,Rural regions,At least once per month,0.09005,66,617,0.06744,0.11266
1990,Saxony-Anhalt,Rural regions,Seldom,0.47101,306,617,0.43160,0.51043
1990,Saxony-Anhalt,Rural regions,Never,0.33647,178,617,0.29916,0.37379
1990,Thuringa,Urban regions,Seldom,0.43903,94,157,0.36115,0.51691
1990,Thuringa,Urban regions,Never,0.35321,63,157,0.27820,0.42821
1990,Thuringa,Rural regions,At least once per week,0.06743,38,514,0.04573,0.08913
1990,Thuringa,Rural regions,At least once per month,0.14483,77,514,0.11438,0.17529
1990,Thuringa,Rural regions,Seldom,0.38626,228,514,0.34412,0.42839
1990,Thuringa,Rural regions,Never,0.40148,171,514,0.35906,0.44390
1992,Schleswig-Holstein,Urban regions,Seldom,0.41974,51,112,0.32793,0.51155
1992,Schleswig-Holstein,Urban regions,Never,0.41372,61,112,0.32209,0.50534
1992,Schleswig-Holstein,Rural regions,Seldom,0.36570,50,98,0.26985,0.46154
1992,Schleswig-Holstein,Rural regions,Never,0.38772,48,98,0.29076,0.48468
1992,Hamburg,Urban regions,Seldom,0.31804,48,126,0.23640,0.39969
1992,Hamburg,Urban regions,Never,0.55416,78,126,0.46703,0.64130
1992,Lower Saxony,Urban regions,At least once per week,0.07710,38,463,0.05277,0.10142
1992,Lower Saxony,Urban regions,At least once per month,0.18444,87,463,0.14908,0.21981
1992,Lower Saxony,Urban regions,Seldom,0.37460,171,463,0.33047,0.41874
1992,Lower Saxony,Urban regions,Never,0.36386,167,463,0.31999,0.40773
1992,Lower Saxony,Rural regions,At least once per week,0.08459,56,490,0.05992,0.10925
1992,Lower Saxony,Rural regions,At least once per month,0.14375,74,490,0.11266,0.17485
1992,Lower Saxony,Rural regions,Seldom,0.37687,194,490,0.33392,0.41982
1992,Lower Saxony,Rural regions,Never,0.39479,166,490,0.35146,0.43811
1992,Bremen,Urban regions,Seldom,0.38750,43,82,0.28140,0.49360
1992,Bremen,Urban regions,Never,0.48339,39,82,0.37456,0.59222
1992,North Rhine-Westphalia,Urban regions,At least once per week,0.06799,183,2427,0.05797,0.07800
1992,North Rhine-Westphalia,Urban regions,At least once per month,0.16974,413,2427,0.15481,0.18468
1992,North Rhine-Westphalia,Urban regions,Seldom,0.35913,865,2427,0.34004,0.37822
1992,North Rhine-Westphalia,Urban regions,Never,0.40314,966,2427,0.38362,0.42266
1992,North Rhine-Westphalia,Rural regions,Seldom,0.60680,40,40,0.45350,0.76010
1992,Hesse,Urban regions,At least once per week,0.05921,56,803,0.04287,0.07554
1992,Hesse,Urban regions,At least once per month,0.16965,137,803,0.14367,0.19563
1992,Hesse,Urban regions,Seldom,0.32585,248,803,0.29341,0.35829
1992,Hesse,Urban regions,Never,0.44529,362,803,0.41089,0.47969
1992,Hesse,Rural regions,Seldom,0.29869,40,101,0.20899,0.38840
1992,Hesse,Rural regions,Never,0.49016,61,101,0.39218,0.58814
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.05217,37,548,0.03354,0.07081
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.13413,85,548,0.10557,0.16269
1992,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.26649,159,548,0.22944,0.30354
1992,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.54721,267,548,0.50549,0.58892
1992,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.35519,41,84,0.25223,0.45815
1992,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.43408,43,84,0.32745,0.54071
1992,Baden-Wuerttemberg,Urban regions,At least once per week,0.09246,154,1501,0.07780,0.10712
1992,Baden-Wuerttemberg,Urban regions,At least once per month,0.13783,220,1501,0.12039,0.15528
1992,Baden-Wuerttemberg,Urban regions,Seldom,0.36086,507,1501,0.33655,0.38516
1992,Baden-Wuerttemberg,Urban regions,Never,0.40885,620,1501,0.38398,0.43373
1992,Baden-Wuerttemberg,Rural regions,At least once per month,0.16233,34,213,0.11270,0.21197
1992,Baden-Wuerttemberg,Rural regions,Seldom,0.35227,70,213,0.28797,0.41657
1992,Baden-Wuerttemberg,Rural regions,Never,0.42880,109,213,0.36218,0.49542
1992,Bavaria,Urban regions,At least once per week,0.10545,87,826,0.08449,0.12641
1992,Bavaria,Urban regions,At least once per month,0.14324,125,826,0.11933,0.16714
1992,Bavaria,Urban regions,Seldom,0.33757,290,826,0.30530,0.36984
1992,Bavaria,Urban regions,Never,0.41374,324,826,0.38013,0.44735
1992,Bavaria,Rural regions,At least once per week,0.10120,80,790,0.08016,0.12225
1992,Bavaria,Rural regions,At least once per month,0.12294,109,790,0.10002,0.14585
1992,Bavaria,Rural regions,Seldom,0.36335,291,790,0.32979,0.39691
1992,Bavaria,Rural regions,Never,0.41251,310,790,0.37816,0.44686
1992,Berlin,Urban regions,At least once per week,0.06954,35,573,0.04870,0.09039
1992,Berlin,Urban regions,At least once per month,0.17542,96,573,0.14425,0.20659
1992,Berlin,Urban regions,Seldom,0.42757,258,573,0.38703,0.46811
1992,Berlin,Urban regions,Never,0.32747,184,573,0.28901,0.36593
1992,Brandenburg,Rural regions,At least once per week,0.07563,46,573,0.05396,0.09730
1992,Brandenburg,Rural regions,At least once per month,0.07828,51,573,0.05627,0.10029
1992,Brandenburg,Rural regions,Seldom,0.38370,238,573,0.34385,0.42356
1992,Brandenburg,Rural regions,Never,0.46239,238,573,0.42153,0.50325
1992,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.09077,37,329,0.05968,0.12186
1992,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.38442,154,329,0.33177,0.43706
1992,Mecklenburg-Western Pomerania,Rural regions,Never,0.45282,138,329,0.39895,0.50669
1992,Saxony,Urban regions,At least once per month,0.07832,51,550,0.05584,0.10079
1992,Saxony,Urban regions,Seldom,0.39968,260,550,0.35870,0.44065
1992,Saxony,Urban regions,Never,0.47329,239,550,0.43152,0.51505
1992,Saxony,Rural regions,At least once per week,0.05407,34,545,0.03507,0.07308
1992,Saxony,Rural regions,At least once per month,0.09516,56,545,0.07050,0.11982
1992,Saxony,Rural regions,Seldom,0.35205,230,545,0.31191,0.39218
1992,Saxony,Rural regions,Never,0.49872,225,545,0.45670,0.54073
1992,Saxony-Anhalt,Urban regions,Seldom,0.36174,81,153,0.28535,0.43813
1992,Saxony-Anhalt,Urban regions,Never,0.53685,72,153,0.45758,0.61612
1992,Saxony-Anhalt,Rural regions,At least once per week,0.07574,48,581,0.05421,0.09727
1992,Saxony-Anhalt,Rural regions,At least once per month,0.10676,66,581,0.08163,0.13190
1992,Saxony-Anhalt,Rural regions,Seldom,0.42023,259,581,0.38006,0.46040
1992,Saxony-Anhalt,Rural regions,Never,0.39726,208,581,0.35744,0.43709
1992,Thuringa,Urban regions,Seldom,0.37711,73,145,0.29795,0.45627
1992,Thuringa,Urban regions,Never,0.44626,72,145,0.36506,0.52745
1992,Thuringa,Rural regions,At least once per week,0.07331,35,475,0.04985,0.09678
1992,Thuringa,Rural regions,At least once per month,0.07983,43,475,0.05543,0.10423
1992,Thuringa,Rural regions,Seldom,0.37207,203,475,0.32855,0.41558
1992,Thuringa,Rural regions,Never,0.47479,194,475,0.42983,0.51974
1994,Schleswig-Holstein,Urban regions,Seldom,0.41447,51,109,0.32156,0.50738
1994,Schleswig-Holstein,Urban regions,Never,0.36580,58,109,0.27496,0.45664
1994,Schleswig-Holstein,Rural regions,Seldom,0.35173,58,97,0.25621,0.44726
1994,Schleswig-Holstein,Rural regions,Never,0.30645,39,97,0.21423,0.39867
1994,Hamburg,Urban regions,Seldom,0.34812,49,117,0.26143,0.43481
1994,Hamburg,Urban regions,Never,0.48644,68,117,0.39549,0.57740
1994,Lower Saxony,Urban regions,At least once per week,0.07536,46,474,0.05157,0.09915
1994,Lower Saxony,Urban regions,At least once per month,0.19247,87,474,0.15694,0.22800
1994,Lower Saxony,Urban regions,Seldom,0.39496,182,474,0.35090,0.43901
1994,Lower Saxony,Urban regions,Never,0.33721,159,474,0.29461,0.37982
1994,Lower Saxony,Rural regions,At least once per week,0.06566,43,482,0.04352,0.08779
1994,Lower Saxony,Rural regions,At least once per month,0.12629,68,482,0.09661,0.15598
1994,Lower Saxony,Rural regions,Seldom,0.42823,214,482,0.38401,0.47245
1994,Lower Saxony,Rural regions,Never,0.37982,157,482,0.33644,0.42319
1994,Bremen,Urban regions,Seldom,0.34930,35,68,0.23514,0.46345
1994,Bremen,Urban regions,Never,0.45400,33,68,0.33478,0.57322
1994,North Rhine-Westphalia,Urban regions,At least once per week,0.08573,204,2373,0.07446,0.09700
1994,North Rhine-Westphalia,Urban regions,At least once per month,0.13753,369,2373,0.12367,0.15139
1994,North Rhine-Westphalia,Urban regions,Seldom,0.40070,910,2373,0.38098,0.42042
1994,North Rhine-Westphalia,Urban regions,Never,0.37605,890,2373,0.35655,0.39554
1994,Hesse,Urban regions,At least once per week,0.08425,71,786,0.06482,0.10369
1994,Hesse,Urban regions,At least once per month,0.15078,126,786,0.12575,0.17582
