year,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,4th Quintile,At least once per month,0.17741,504,2646,0.16285,0.19197
1997,4th Quintile,Seldom,0.43084,1166,2646,0.41197,0.44971
1997,4th Quintile,Never,0.29659,697,2646,0.27919,0.31400
1997,5th Quintile,At least once per week,0.07822,215,2397,0.06746,0.08897
1997,5th Quintile,At least once per month,0.21037,515,2397,0.19405,0.22669
1997,5th Quintile,Seldom,0.43485,1057,2397,0.41500,0.45470
1997,5th Quintile,Never,0.27657,610,2397,0.25866,0.29448
1998,1st Quintile,At least once per week,0.05822,135,2327,0.04870,0.06773
1998,1st Quintile,At least once per month,0.15063,337,2327,0.13609,0.16516
1998,1st Quintile,Seldom,0.25794,675,2327,0.24016,0.27572
1998,1st Quintile,Never,0.53321,1180,2327,0.51293,0.55348
1998,2nd Quintile,At least once per week,0.04752,144,2494,0.03917,0.05587
1998,2nd Quintile,At least once per month,0.14937,413,2494,0.13538,0.16336
1998,2nd Quintile,Seldom,0.34992,911,2494,0.33120,0.36864
1998,2nd Quintile,Never,0.45319,1026,2494,0.43365,0.47273
1998,3rd Quintile,At least once per week,0.05307,157,2560,0.04438,0.06175
1998,3rd Quintile,At least once per month,0.14485,399,2560,0.13121,0.15849
1998,3rd Quintile,Seldom,0.36027,1009,2560,0.34167,0.37887
1998,3rd Quintile,Never,0.44182,995,2560,0.42257,0.46106
1998,4th Quintile,At least once per week,0.05206,158,2598,0.04352,0.06061
1998,4th Quintile,At least once per month,0.17937,502,2598,0.16462,0.19413
1998,4th Quintile,Seldom,0.40256,1114,2598,0.38370,0.42142
1998,4th Quintile,Never,0.36600,824,2598,0.34748,0.38453
1998,5th Quintile,At least once per week,0.04356,135,2291,0.03520,0.05192
1998,5th Quintile,At least once per month,0.20241,484,2291,0.18595,0.21887
1998,5th Quintile,Seldom,0.47428,1082,2291,0.45383,0.49473
1998,5th Quintile,Never,0.27975,590,2291,0.26137,0.29814
1999,1st Quintile,At least once per week,0.06819,175,2582,0.05847,0.07792
1999,1st Quintile,At least once per month,0.14908,410,2582,0.13534,0.16282
1999,1st Quintile,Seldom,0.32754,891,2582,0.30943,0.34564
1999,1st Quintile,Never,0.45519,1106,2582,0.43598,0.47441
1999,2nd Quintile,At least once per week,0.06140,197,2856,0.05259,0.07020
1999,2nd Quintile,At least once per month,0.14310,469,2856,0.13025,0.15594
1999,2nd Quintile,Seldom,0.39163,1205,2856,0.37372,0.40953
1999,2nd Quintile,Never,0.40388,985,2856,0.38588,0.42188
1999,3rd Quintile,At least once per week,0.07985,246,2811,0.06983,0.08987
1999,3rd Quintile,At least once per month,0.16335,499,2811,0.14968,0.17702
1999,3rd Quintile,Seldom,0.42764,1237,2811,0.40935,0.44593
1999,3rd Quintile,Never,0.32916,829,2811,0.31178,0.34653
1999,4th Quintile,At least once per week,0.07850,243,2747,0.06844,0.08856
1999,4th Quintile,At least once per month,0.18934,547,2747,0.17469,0.20399
1999,4th Quintile,Seldom,0.42887,1240,2747,0.41036,0.44738
1999,4th Quintile,Never,0.30329,717,2747,0.28610,0.32048
1999,5th Quintile,At least once per week,0.07359,229,2596,0.06355,0.08364
1999,5th Quintile,At least once per month,0.20524,569,2596,0.18970,0.22078
1999,5th Quintile,Seldom,0.46277,1223,2596,0.44359,0.48196
1999,5th Quintile,Never,0.25839,575,2596,0.24155,0.27523
2001,1st Quintile,At least once per week,0.06576,262,3845,0.05792,0.07359
2001,1st Quintile,At least once per month,0.14032,570,3845,0.12934,0.15130
2001,1st Quintile,Seldom,0.30533,1236,3845,0.29077,0.31989
2001,1st Quintile,Never,0.48860,1777,3845,0.47279,0.50440
2001,2nd Quintile,At least once per week,0.06232,287,4313,0.05510,0.06953
2001,2nd Quintile,At least once per month,0.14983,679,4313,0.13917,0.16048
2001,2nd Quintile,Seldom,0.33817,1579,4313,0.32405,0.35229
2001,2nd Quintile,Never,0.44968,1768,4313,0.43483,0.46453
2001,3rd Quintile,At least once per week,0.07277,347,4520,0.06519,0.08034
2001,3rd Quintile,At least once per month,0.16757,788,4520,0.15668,0.17846
2001,3rd Quintile,Seldom,0.40646,1906,4520,0.39214,0.42078
2001,3rd Quintile,Never,0.35320,1479,4520,0.33926,0.36713
2001,4th Quintile,At least once per week,0.08523,411,4584,0.07715,0.09331
2001,4th Quintile,At least once per month,0.18700,908,4584,0.17572,0.19829
2001,4th Quintile,Seldom,0.42343,1985,4584,0.40913,0.43774
2001,4th Quintile,Never,0.30433,1280,4584,0.29101,0.31766
2001,5th Quintile,At least once per week,0.07482,366,4496,0.06712,0.08251
2001,5th Quintile,At least once per month,0.21337,1002,4496,0.20140,0.22535
2001,5th Quintile,Seldom,0.43536,2002,4496,0.42087,0.44986
2001,5th Quintile,Never,0.27645,1126,4496,0.26337,0.28952
2003,1st Quintile,At least once per week,0.04029,148,3391,0.03367,0.04691
2003,1st Quintile,At least once per month,0.14464,526,3391,0.13280,0.15648
2003,1st Quintile,Seldom,0.27414,957,3391,0.25912,0.28915
2003,1st Quintile,Never,0.54094,1760,3391,0.52416,0.55771
2003,2nd Quintile,At least once per week,0.04235,161,3848,0.03599,0.04872
2003,2nd Quintile,At least once per month,0.11892,488,3848,0.10869,0.12915
2003,2nd Quintile,Seldom,0.34473,1413,3848,0.32971,0.35975
2003,2nd Quintile,Never,0.49400,1786,3848,0.47820,0.50980
2003,3rd Quintile,At least once per week,0.03991,197,4053,0.03388,0.04594
2003,3rd Quintile,At least once per month,0.14971,612,4053,0.13872,0.16069
2003,3rd Quintile,Seldom,0.38946,1642,4053,0.37444,0.40447
2003,3rd Quintile,Never,0.42092,1602,4053,0.40572,0.43612
2003,4th Quintile,At least once per week,0.04872,234,4444,0.04239,0.05505
2003,4th Quintile,At least once per month,0.19278,867,4444,0.18118,0.20438
2003,4th Quintile,Seldom,0.42538,1994,4444,0.41084,0.43992
2003,4th Quintile,Never,0.33312,1349,4444,0.31926,0.34698
2003,5th Quintile,At least once per week,0.04972,347,6334,0.04436,0.05507
2003,5th Quintile,At least once per month,0.20794,1414,6334,0.19794,0.21793
2003,5th Quintile,Seldom,0.44678,2990,6334,0.43454,0.45903
2003,5th Quintile,Never,0.29556,1583,6334,0.28432,0.30680
2005,1st Quintile,At least once per week,0.06088,184,3140,0.05252,0.06925
2005,1st Quintile,At least once per month,0.14702,488,3140,0.13463,0.15941
2005,1st Quintile,Seldom,0.32716,1057,3140,0.31075,0.34358
2005,1st Quintile,Never,0.46494,1411,3140,0.44749,0.48238
2005,2nd Quintile,At least once per week,0.05372,192,3606,0.04636,0.06108
2005,2nd Quintile,At least once per month,0.14636,535,3606,0.13482,0.15789
2005,2nd Quintile,Seldom,0.38362,1443,3606,0.36775,0.39950
2005,2nd Quintile,Never,0.41630,1436,3606,0.40021,0.43239
2005,3rd Quintile,At least once per week,0.05190,214,3741,0.04479,0.05901
2005,3rd Quintile,At least once per month,0.17192,618,3741,0.15982,0.18401
2005,3rd Quintile,Seldom,0.44966,1699,3741,0.43372,0.46560
2005,3rd Quintile,Never,0.32652,1210,3741,0.31150,0.34155
2005,4th Quintile,At least once per week,0.06974,314,4290,0.06212,0.07736
2005,4th Quintile,At least once per month,0.19497,822,4290,0.18312,0.20683
2005,4th Quintile,Seldom,0.45786,2040,4290,0.44295,0.47277
2005,4th Quintile,Never,0.27743,1114,4290,0.26403,0.29083
2005,5th Quintile,At least once per week,0.07182,446,5813,0.06519,0.07846
2005,5th Quintile,At least once per month,0.22258,1353,5813,0.21189,0.23328
2005,5th Quintile,Seldom,0.47716,2852,5813,0.46432,0.49000
2005,5th Quintile,Never,0.22843,1162,5813,0.21764,0.23923
2007,1st Quintile,At least once per week,0.04527,150,3170,0.03804,0.05251
2007,1st Quintile,At least once per month,0.14102,436,3170,0.12890,0.15314
2007,1st Quintile,Seldom,0.33888,1100,3170,0.32240,0.35536
2007,1st Quintile,Never,0.47482,1484,3170,0.45744,0.49221
2007,2nd Quintile,At least once per week,0.04871,177,3499,0.04158,0.05584
2007,2nd Quintile,At least once per month,0.13994,495,3499,0.12845,0.15144
2007,2nd Quintile,Seldom,0.38890,1407,3499,0.37274,0.40506
2007,2nd Quintile,Never,0.42245,1420,3499,0.40608,0.43882
2007,3rd Quintile,At least once per week,0.05790,214,3859,0.05053,0.06527
2007,3rd Quintile,At least once per month,0.15737,611,3859,0.14587,0.16886
2007,3rd Quintile,Seldom,0.45418,1758,3859,0.43847,0.46989
2007,3rd Quintile,Never,0.33056,1276,3859,0.31571,0.34540
2007,4th Quintile,At least once per week,0.07062,307,4299,0.06296,0.07828
2007,4th Quintile,At least once per month,0.19014,850,4299,0.17840,0.20187
2007,4th Quintile,Seldom,0.47812,2083,4299,0.46318,0.49305
2007,4th Quintile,Never,0.26112,1059,4299,0.24799,0.27426
2007,5th Quintile,At least once per week,0.06445,351,5571,0.05800,0.07089
2007,5th Quintile,At least once per month,0.22160,1266,5571,0.21069,0.23251
2007,5th Quintile,Seldom,0.50208,2823,5571,0.48895,0.51521
2007,5th Quintile,Never,0.21188,1131,5571,0.20114,0.22261
2008,1st Quintile,At least once per week,0.03811,110,2958,0.03121,0.04501
2008,1st Quintile,At least once per month,0.14271,390,2958,0.13010,0.15532
2008,1st Quintile,Seldom,0.29912,915,2958,0.28262,0.31563
2008,1st Quintile,Never,0.52006,1543,2958,0.50206,0.53807
2008,2nd Quintile,At least once per week,0.02937,87,3369,0.02367,0.03507
2008,2nd Quintile,At least once per month,0.12787,412,3369,0.11659,0.13915
2008,2nd Quintile,Seldom,0.33743,1195,3369,0.32146,0.35340
2008,2nd Quintile,Never,0.50533,1675,3369,0.48845,0.52222
2008,3rd Quintile,At least once per week,0.03001,115,3808,0.02459,0.03543
2008,3rd Quintile,At least once per month,0.15011,559,3808,0.13877,0.16146
2008,3rd Quintile,Seldom,0.42010,1625,3808,0.40442,0.43578
2008,3rd Quintile,Never,0.39978,1509,3808,0.38422,0.41534
2008,4th Quintile,At least once per week,0.04469,149,3867,0.03817,0.05120
2008,4th Quintile,At least once per month,0.16648,644,3867,0.15473,0.17822
2008,4th Quintile,Seldom,0.47043,1839,3867,0.45470,0.48617
2008,4th Quintile,Never,0.31841,1235,3867,0.30372,0.33309
2008,5th Quintile,At least once per week,0.03190,183,5250,0.02715,0.03666
2008,5th Quintile,At least once per month,0.20791,1072,5250,0.19693,0.21889
2008,5th Quintile,Seldom,0.51434,2689,5250,0.50082,0.52786
2008,5th Quintile,Never,0.24585,1306,5250,0.23420,0.25750
2009,1st Quintile,At least once per week,0.05296,118,2843,0.04473,0.06120
2009,1st Quintile,At least once per month,0.14103,390,2843,0.12823,0.15383
2009,1st Quintile,Seldom,0.34214,1021,2843,0.32470,0.35959
2009,1st Quintile,Never,0.46386,1314,2843,0.44553,0.48220
2009,2nd Quintile,At least once per week,0.03821,129,3148,0.03151,0.04491
2009,2nd Quintile,At least once per month,0.13976,427,3148,0.12764,0.15187
2009,2nd Quintile,Seldom,0.42143,1335,3148,0.40417,0.43868
2009,2nd Quintile,Never,0.40061,1257,3148,0.38349,0.41773
2009,3rd Quintile,At least once per week,0.06897,207,3392,0.06044,0.07749
2009,3rd Quintile,At least once per month,0.17082,547,3392,0.15815,0.18349
2009,3rd Quintile,Seldom,0.47127,1671,3392,0.45447,0.48807
2009,3rd Quintile,Never,0.28895,967,3392,0.27369,0.30420
2009,4th Quintile,At least once per week,0.05802,233,3759,0.05054,0.06549
2009,4th Quintile,At least once per month,0.21208,741,3759,0.19901,0.22515
2009,4th Quintile,Seldom,0.49425,1909,3759,0.47827,0.51024
2009,4th Quintile,Never,0.23565,876,3759,0.22208,0.24922
2009,5th Quintile,At least once per week,0.06115,288,4785,0.05436,0.06794
2009,5th Quintile,At least once per month,0.22795,1068,4785,0.21606,0.23984
2009,5th Quintile,Seldom,0.54723,2545,4785,0.53312,0.56134
2009,5th Quintile,Never,0.16367,884,4785,0.15318,0.17415
2011,1st Quintile,At least once per week,0.03842,153,4568,0.03284,0.04399
2011,1st Quintile,At least once per month,0.11645,536,4568,0.10715,0.12575
2011,1st Quintile,Seldom,0.33763,1833,4568,0.32392,0.35135
2011,1st Quintile,Never,0.50750,2046,4568,0.49300,0.52200
2011,2nd Quintile,At least once per week,0.03762,168,4309,0.03193,0.04330
2011,2nd Quintile,At least once per month,0.14898,628,4309,0.13835,0.15962
2011,2nd Quintile,Seldom,0.42537,2076,4309,0.41061,0.44013
2011,2nd Quintile,Never,0.38803,1437,4309,0.37348,0.40258
2011,3rd Quintile,At least once per week,0.05463,207,4106,0.04768,0.06158
2011,3rd Quintile,At least once per month,0.18330,706,4106,0.17146,0.19514
2011,3rd Quintile,Seldom,0.45409,2054,4106,0.43885,0.46932
2011,3rd Quintile,Never,0.30798,1139,4106,0.29386,0.32211
2011,4th Quintile,At least once per week,0.05823,222,4118,0.05107,0.06538
2011,4th Quintile,At least once per month,0.19692,808,4118,0.18477,0.20907
2011,4th Quintile,Seldom,0.51575,2235,4118,0.50049,0.53102
2011,4th Quintile,Never,0.22910,853,4118,0.21626,0.24194
2011,5th Quintile,At least once per week,0.06338,255,4702,0.05642,0.07035
2011,5th Quintile,At least once per month,0.24061,1052,4702,0.22839,0.25283
2011,5th Quintile,Seldom,0.52707,2561,4702,0.51280,0.54134
2011,5th Quintile,Never,0.16894,834,4702,0.15823,0.17965
2013,1st Quintile,At least once per week,0.02686,115,5091,0.02242,0.03130
2013,1st Quintile,At least once per month,0.14070,743,5091,0.13114,0.15025
2013,1st Quintile,Seldom,0.31191,1951,5091,0.29918,0.32464
2013,1st Quintile,Never,0.52053,2282,5091,0.50681,0.53426
2013,2nd Quintile,At least once per week,0.02319,119,5184,0.01909,0.02729
2013,2nd Quintile,At least once per month,0.15194,840,5184,0.14217,0.16171
2013,2nd Quintile,Seldom,0.37894,2248,5184,0.36573,0.39215
2013,2nd Quintile,Never,0.44593,1977,5184,0.43240,0.45946
2013,3rd Quintile,At least once per week,0.02572,120,4855,0.02127,0.03017
2013,3rd Quintile,At least once per month,0.17167,837,4855,0.16106,0.18228
2013,3rd Quintile,Seldom,0.44556,2372,4855,0.43158,0.45954
2013,3rd Quintile,Never,0.35705,1526,4855,0.34357,0.37053
2013,4th Quintile,At least once per week,0.03195,119,4820,0.02698,0.03691
2013,4th Quintile,At least once per month,0.20085,949,4820,0.18954,0.21216
2013,4th Quintile,Seldom,0.49283,2581,4820,0.47871,0.50694
2013,4th Quintile,Never,0.27437,1171,4820,0.26178,0.28697
2013,5th Quintile,At least once per week,0.02893,130,5465,0.02449,0.03337
2013,5th Quintile,At least once per month,0.24152,1326,5465,0.23017,0.25286
2013,5th Quintile,Seldom,0.52596,2904,5465,0.51272,0.53920
2013,5th Quintile,Never,0.20360,1105,5465,0.19292,0.21428
2015,1st Quintile,At least once per week,0.02940,159,5114,0.02477,0.03404
2015,1st Quintile,At least once per month,0.15974,733,5114,0.14969,0.16978
2015,1st Quintile,Seldom,0.36329,2058,5114,0.35010,0.37647
2015,1st Quintile,Never,0.44757,2164,5114,0.43394,0.46120
2015,2nd Quintile,At least once per week,0.02752,153,5254,0.02310,0.03195
2015,2nd Quintile,At least once per month,0.14654,835,5254,0.13698,0.15610
2015,2nd Quintile,Seldom,0.44173,2515,5254,0.42830,0.45516
2015,2nd Quintile,Never,0.38421,1751,5254,0.37105,0.39736
2015,3rd Quintile,At least once per week,0.04873,207,4838,0.04266,0.05479
