year,pgisced97,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Second Stage of Tertiary Education,5th Quintile,Seldom,0.48482,242,463,0.43925,0.53040
1992,Second Stage of Tertiary Education,5th Quintile,Never,0.28308,131,463,0.24200,0.32416
1994,Primary Level,1st Quintile,Seldom,0.22000,36,195,0.16171,0.27829
1994,Primary Level,1st Quintile,Never,0.70036,159,195,0.63590,0.76483
1994,Primary Level,2nd Quintile,Never,0.69224,98,98,0.60038,0.78409
1994,Primary Level,3rd Quintile,Never,0.63385,72,72,0.52180,0.74591
1994,Primary Level,4th Quintile,Never,0.50595,37,37,0.34263,0.66927
1994,Lower Secondary Level,1st Quintile,At least once per week,0.06899,63,711,0.05035,0.08764
1994,Lower Secondary Level,1st Quintile,At least once per month,0.06061,64,711,0.04306,0.07816
1994,Lower Secondary Level,1st Quintile,Seldom,0.17932,143,711,0.15111,0.20754
1994,Lower Secondary Level,1st Quintile,Never,0.69107,441,711,0.65709,0.72506
1994,Lower Secondary Level,2nd Quintile,At least once per week,0.07270,68,567,0.05131,0.09409
1994,Lower Secondary Level,2nd Quintile,At least once per month,0.09425,60,567,0.07018,0.11832
1994,Lower Secondary Level,2nd Quintile,Seldom,0.20719,133,567,0.17380,0.24058
1994,Lower Secondary Level,2nd Quintile,Never,0.62586,306,567,0.58600,0.66573
1994,Lower Secondary Level,3rd Quintile,At least once per week,0.09737,62,518,0.07182,0.12293
1994,Lower Secondary Level,3rd Quintile,At least once per month,0.11603,67,518,0.08842,0.14364
1994,Lower Secondary Level,3rd Quintile,Seldom,0.22340,127,518,0.18750,0.25931
1994,Lower Secondary Level,3rd Quintile,Never,0.56320,262,518,0.52044,0.60595
1994,Lower Secondary Level,4th Quintile,At least once per week,0.11397,51,404,0.08294,0.14500
1994,Lower Secondary Level,4th Quintile,At least once per month,0.11188,55,404,0.08111,0.14266
1994,Lower Secondary Level,4th Quintile,Seldom,0.24702,111,404,0.20491,0.28912
1994,Lower Secondary Level,4th Quintile,Never,0.52713,187,404,0.47838,0.57587
1994,Lower Secondary Level,5th Quintile,At least once per week,0.11924,31,222,0.07651,0.16197
1994,Lower Secondary Level,5th Quintile,Seldom,0.37190,85,222,0.30818,0.43562
1994,Lower Secondary Level,5th Quintile,Never,0.40939,106,222,0.34456,0.47422
1994,Upper Secondary Level,1st Quintile,At least once per week,0.06073,68,1192,0.04716,0.07429
1994,Upper Secondary Level,1st Quintile,At least once per month,0.08931,116,1192,0.07311,0.10551
1994,Upper Secondary Level,1st Quintile,Seldom,0.30689,417,1192,0.28069,0.33308
1994,Upper Secondary Level,1st Quintile,Never,0.54307,591,1192,0.51478,0.57137
1994,Upper Secondary Level,2nd Quintile,At least once per week,0.05149,80,1396,0.03989,0.06308
1994,Upper Secondary Level,2nd Quintile,At least once per month,0.11597,160,1396,0.09916,0.13277
1994,Upper Secondary Level,2nd Quintile,Seldom,0.39173,571,1396,0.36612,0.41735
1994,Upper Secondary Level,2nd Quintile,Never,0.44082,585,1396,0.41476,0.46687
1994,Upper Secondary Level,3rd Quintile,At least once per week,0.08217,123,1357,0.06755,0.09679
1994,Upper Secondary Level,3rd Quintile,At least once per month,0.12242,186,1357,0.10498,0.13987
1994,Upper Secondary Level,3rd Quintile,Seldom,0.40379,581,1357,0.37767,0.42990
1994,Upper Secondary Level,3rd Quintile,Never,0.39162,467,1357,0.36564,0.41760
1994,Upper Secondary Level,4th Quintile,At least once per week,0.10496,160,1363,0.08868,0.12124
1994,Upper Secondary Level,4th Quintile,At least once per month,0.15844,240,1363,0.13905,0.17784
1994,Upper Secondary Level,4th Quintile,Seldom,0.41785,560,1363,0.39166,0.44404
1994,Upper Secondary Level,4th Quintile,Never,0.31874,403,1363,0.29400,0.34349
1994,Upper Secondary Level,5th Quintile,At least once per week,0.07860,105,1195,0.06334,0.09387
1994,Upper Secondary Level,5th Quintile,At least once per month,0.17803,238,1195,0.15633,0.19973
1994,Upper Secondary Level,5th Quintile,Seldom,0.46600,541,1195,0.43771,0.49430
1994,Upper Secondary Level,5th Quintile,Never,0.27736,311,1195,0.25197,0.30276
1994,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.52411,49,49,0.38282,0.66539
1994,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.41439,36,36,0.25119,0.57760
1994,First Stage of Tertiary Education,1st Quintile,Seldom,0.33329,31,70,0.22206,0.44452
1994,First Stage of Tertiary Education,1st Quintile,Never,0.54582,39,70,0.42834,0.66330
1994,First Stage of Tertiary Education,2nd Quintile,Seldom,0.40002,61,108,0.30720,0.49285
1994,First Stage of Tertiary Education,2nd Quintile,Never,0.40557,47,108,0.31254,0.49861
1994,First Stage of Tertiary Education,3rd Quintile,Seldom,0.46456,80,137,0.38074,0.54838
1994,First Stage of Tertiary Education,3rd Quintile,Never,0.36505,57,137,0.28414,0.44597
1994,First Stage of Tertiary Education,4th Quintile,Seldom,0.52530,84,123,0.43669,0.61392
1994,First Stage of Tertiary Education,4th Quintile,Never,0.25793,39,123,0.18030,0.33557
1994,First Stage of Tertiary Education,5th Quintile,At least once per month,0.14681,34,191,0.09648,0.19713
1994,First Stage of Tertiary Education,5th Quintile,Seldom,0.58261,114,191,0.51249,0.65273
1994,First Stage of Tertiary Education,5th Quintile,Never,0.22981,43,191,0.16999,0.28963
1994,Second Stage of Tertiary Education,1st Quintile,Seldom,0.41589,56,96,0.31678,0.51500
1994,Second Stage of Tertiary Education,1st Quintile,Never,0.32747,40,96,0.23310,0.42184
1994,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.48274,135,218,0.41625,0.54922
1994,Second Stage of Tertiary Education,2nd Quintile,Never,0.37180,83,218,0.30749,0.43610
1994,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.15117,46,330,0.11246,0.18988
1994,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.52198,199,330,0.46800,0.57595
1994,Second Stage of Tertiary Education,3rd Quintile,Never,0.27523,85,330,0.22696,0.32349
1994,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.15083,53,350,0.11329,0.18838
1994,Second Stage of Tertiary Education,4th Quintile,Seldom,0.50542,200,350,0.45297,0.55788
1994,Second Stage of Tertiary Education,4th Quintile,Never,0.29766,97,350,0.24969,0.34564
1994,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.21508,123,543,0.18049,0.24968
1994,Second Stage of Tertiary Education,5th Quintile,Seldom,0.49735,291,543,0.45526,0.53945
1994,Second Stage of Tertiary Education,5th Quintile,Never,0.24152,129,543,0.20549,0.27756
1995,No answer / don't know,1st Quintile,Never,0.53487,45,45,0.38749,0.68226
1995,Primary Level,1st Quintile,Never,0.78770,164,164,0.72492,0.85048
1995,Primary Level,2nd Quintile,Never,0.76108,122,122,0.68510,0.83706
1995,Primary Level,3rd Quintile,Never,0.74380,66,66,0.63768,0.84993
1995,Primary Level,4th Quintile,Never,0.54443,44,44,0.39557,0.69329
1995,Lower Secondary Level,1st Quintile,At least once per week,0.05888,49,710,0.04156,0.07621
1995,Lower Secondary Level,1st Quintile,At least once per month,0.08776,81,710,0.06693,0.10858
1995,Lower Secondary Level,1st Quintile,Seldom,0.17409,137,710,0.14618,0.20200
1995,Lower Secondary Level,1st Quintile,Never,0.67927,443,710,0.64491,0.71363
1995,Lower Secondary Level,2nd Quintile,At least once per week,0.06894,60,593,0.04853,0.08935
1995,Lower Secondary Level,2nd Quintile,At least once per month,0.08172,70,593,0.05965,0.10378
1995,Lower Secondary Level,2nd Quintile,Seldom,0.17668,121,593,0.14596,0.20741
1995,Lower Secondary Level,2nd Quintile,Never,0.67266,342,593,0.63486,0.71046
1995,Lower Secondary Level,3rd Quintile,At least once per week,0.08780,64,515,0.06333,0.11226
1995,Lower Secondary Level,3rd Quintile,At least once per month,0.08172,50,515,0.05804,0.10540
1995,Lower Secondary Level,3rd Quintile,Seldom,0.16276,106,515,0.13085,0.19467
1995,Lower Secondary Level,3rd Quintile,Never,0.66772,295,515,0.62700,0.70844
1995,Lower Secondary Level,4th Quintile,At least once per week,0.09184,50,411,0.06388,0.11979
1995,Lower Secondary Level,4th Quintile,At least once per month,0.10563,62,411,0.07588,0.13539
1995,Lower Secondary Level,4th Quintile,Seldom,0.29538,110,411,0.25122,0.33954
1995,Lower Secondary Level,4th Quintile,Never,0.50715,189,411,0.45875,0.55554
1995,Lower Secondary Level,5th Quintile,Seldom,0.29797,71,209,0.23582,0.36013
1995,Lower Secondary Level,5th Quintile,Never,0.54426,138,209,0.47657,0.61194
1995,Upper Secondary Level,1st Quintile,At least once per week,0.06010,67,1166,0.04645,0.07375
1995,Upper Secondary Level,1st Quintile,At least once per month,0.11129,136,1166,0.09323,0.12935
1995,Upper Secondary Level,1st Quintile,Seldom,0.30365,370,1166,0.27725,0.33006
1995,Upper Secondary Level,1st Quintile,Never,0.52496,593,1166,0.49628,0.55364
1995,Upper Secondary Level,2nd Quintile,At least once per week,0.02709,60,1512,0.01890,0.03527
1995,Upper Secondary Level,2nd Quintile,At least once per month,0.10246,160,1512,0.08717,0.11775
1995,Upper Secondary Level,2nd Quintile,Seldom,0.33187,569,1512,0.30812,0.35561
1995,Upper Secondary Level,2nd Quintile,Never,0.53859,723,1512,0.51345,0.56372
1995,Upper Secondary Level,3rd Quintile,At least once per week,0.05277,93,1421,0.04114,0.06440
1995,Upper Secondary Level,3rd Quintile,At least once per month,0.11772,202,1421,0.10096,0.13448
1995,Upper Secondary Level,3rd Quintile,Seldom,0.34875,553,1421,0.32396,0.37354
1995,Upper Secondary Level,3rd Quintile,Never,0.48076,573,1421,0.45478,0.50675
1995,Upper Secondary Level,4th Quintile,At least once per week,0.06917,119,1418,0.05596,0.08239
1995,Upper Secondary Level,4th Quintile,At least once per month,0.16558,270,1418,0.14622,0.18493
1995,Upper Secondary Level,4th Quintile,Seldom,0.38743,551,1418,0.36207,0.41280
1995,Upper Secondary Level,4th Quintile,Never,0.37782,478,1418,0.35257,0.40306
1995,Upper Secondary Level,5th Quintile,At least once per week,0.05159,68,1169,0.03890,0.06427
1995,Upper Secondary Level,5th Quintile,At least once per month,0.14573,191,1169,0.12549,0.16596
1995,Upper Secondary Level,5th Quintile,Seldom,0.43324,525,1169,0.40482,0.46166
1995,Upper Secondary Level,5th Quintile,Never,0.36945,385,1169,0.34177,0.39713
1995,Post-secondary Non-tertiary Level,1st Quintile,Never,0.33138,40,40,0.18365,0.47911
1995,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.39194,37,68,0.27504,0.50884
1995,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.27749,31,68,0.17027,0.38471
1995,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.37120,33,64,0.25190,0.49050
1995,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.24599,31,64,0.13964,0.35233
1995,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.40799,44,44,0.26109,0.55488
1995,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.44818,37,37,0.28572,0.61063
1995,First Stage of Tertiary Education,2nd Quintile,Seldom,0.27261,48,117,0.19157,0.35364
1995,First Stage of Tertiary Education,2nd Quintile,Never,0.62549,69,117,0.53741,0.71356
1995,First Stage of Tertiary Education,3rd Quintile,Seldom,0.41790,76,144,0.33706,0.49874
1995,First Stage of Tertiary Education,3rd Quintile,Never,0.47161,68,144,0.38979,0.55343
1995,First Stage of Tertiary Education,4th Quintile,Seldom,0.29468,64,141,0.21916,0.37019
1995,First Stage of Tertiary Education,4th Quintile,Never,0.54083,77,141,0.45828,0.62338
1995,First Stage of Tertiary Education,5th Quintile,At least once per month,0.26666,40,195,0.20443,0.32889
1995,First Stage of Tertiary Education,5th Quintile,Seldom,0.42369,97,195,0.35416,0.49323
1995,First Stage of Tertiary Education,5th Quintile,Never,0.28572,58,195,0.22215,0.34929
1995,Second Stage of Tertiary Education,1st Quintile,Seldom,0.33938,53,108,0.24966,0.42910
1995,Second Stage of Tertiary Education,1st Quintile,Never,0.37492,55,108,0.28319,0.46664
1995,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.11687,31,252,0.07712,0.15661
1995,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.41607,109,252,0.35509,0.47705
1995,Second Stage of Tertiary Education,2nd Quintile,Never,0.42435,112,252,0.36321,0.48550
1995,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.11789,37,306,0.08170,0.15408
1995,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.42229,159,306,0.36685,0.47772
1995,Second Stage of Tertiary Education,3rd Quintile,Never,0.42889,110,306,0.37334,0.48443
1995,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.13567,60,388,0.10155,0.16979
1995,Second Stage of Tertiary Education,4th Quintile,Seldom,0.45161,200,388,0.40202,0.50119
1995,Second Stage of Tertiary Education,4th Quintile,Never,0.37935,128,388,0.33100,0.42769
1995,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.18299,108,613,0.15236,0.21363
1995,Second Stage of Tertiary Education,5th Quintile,Seldom,0.52259,353,613,0.48301,0.56216
1995,Second Stage of Tertiary Education,5th Quintile,Never,0.26818,152,613,0.23308,0.30328
1996,No answer / don't know,1st Quintile,Never,0.38199,32,32,0.21094,0.55303
1996,Primary Level,1st Quintile,Never,0.70801,149,149,0.63475,0.78126
1996,Primary Level,2nd Quintile,Never,0.63132,89,89,0.53052,0.73212
1996,Primary Level,3rd Quintile,Never,0.47945,46,46,0.33348,0.62542
1996,Primary Level,4th Quintile,Never,0.68700,43,43,0.54675,0.82724
1996,Lower Secondary Level,1st Quintile,At least once per week,0.05459,52,749,0.03831,0.07087
1996,Lower Secondary Level,1st Quintile,At least once per month,0.08038,78,749,0.06090,0.09987
1996,Lower Secondary Level,1st Quintile,Seldom,0.23145,191,749,0.20123,0.26168
1996,Lower Secondary Level,1st Quintile,Never,0.63357,428,749,0.59904,0.66810
1996,Lower Secondary Level,2nd Quintile,At least once per week,0.08282,47,520,0.05910,0.10653
1996,Lower Secondary Level,2nd Quintile,At least once per month,0.09600,70,520,0.07066,0.12135
1996,Lower Secondary Level,2nd Quintile,Seldom,0.25257,143,520,0.21519,0.28995
1996,Lower Secondary Level,2nd Quintile,Never,0.56861,260,520,0.52600,0.61122
1996,Lower Secondary Level,3rd Quintile,At least once per week,0.08788,58,476,0.06242,0.11334
1996,Lower Secondary Level,3rd Quintile,At least once per month,0.10277,61,476,0.07546,0.13008
1996,Lower Secondary Level,3rd Quintile,Seldom,0.27833,133,476,0.23802,0.31863
1996,Lower Secondary Level,3rd Quintile,Never,0.53102,224,476,0.48614,0.57590
1996,Lower Secondary Level,4th Quintile,At least once per week,0.09676,51,396,0.06760,0.12591
1996,Lower Secondary Level,4th Quintile,At least once per month,0.15586,62,396,0.12009,0.19163
1996,Lower Secondary Level,4th Quintile,Seldom,0.26688,122,396,0.22325,0.31050
1996,Lower Secondary Level,4th Quintile,Never,0.48051,161,396,0.43124,0.52978
1996,Lower Secondary Level,5th Quintile,At least once per week,0.12154,34,225,0.07875,0.16433
1996,Lower Secondary Level,5th Quintile,At least once per month,0.13229,35,225,0.08792,0.17666
1996,Lower Secondary Level,5th Quintile,Seldom,0.33013,72,225,0.26855,0.39171
1996,Lower Secondary Level,5th Quintile,Never,0.41604,84,225,0.35149,0.48059
1996,Upper Secondary Level,1st Quintile,At least once per week,0.07793,93,1181,0.06263,0.09322
1996,Upper Secondary Level,1st Quintile,At least once per month,0.14664,175,1181,0.12646,0.16683
1996,Upper Secondary Level,1st Quintile,Seldom,0.33148,432,1181,0.30462,0.35834
1996,Upper Secondary Level,1st Quintile,Never,0.44395,481,1181,0.41560,0.47230
1996,Upper Secondary Level,2nd Quintile,At least once per week,0.06274,90,1419,0.05011,0.07536
1996,Upper Secondary Level,2nd Quintile,At least once per month,0.12420,191,1419,0.10703,0.14136
1996,Upper Secondary Level,2nd Quintile,Seldom,0.39245,616,1419,0.36703,0.41786
1996,Upper Secondary Level,2nd Quintile,Never,0.42062,522,1419,0.39493,0.44632
1996,Upper Secondary Level,3rd Quintile,At least once per week,0.07275,117,1427,0.05927,0.08623
1996,Upper Secondary Level,3rd Quintile,At least once per month,0.14983,244,1427,0.13131,0.16835
1996,Upper Secondary Level,3rd Quintile,Seldom,0.39890,602,1427,0.37348,0.42432
1996,Upper Secondary Level,3rd Quintile,Never,0.37852,464,1427,0.35335,0.40370
1996,Upper Secondary Level,4th Quintile,At least once per week,0.09852,151,1423,0.08303,0.11401
1996,Upper Secondary Level,4th Quintile,At least once per month,0.19944,310,1423,0.17867,0.22021
1996,Upper Secondary Level,4th Quintile,Seldom,0.43359,629,1423,0.40783,0.45935
1996,Upper Secondary Level,4th Quintile,Never,0.26845,333,1423,0.24542,0.29149
1996,Upper Secondary Level,5th Quintile,At least once per week,0.09333,114,1137,0.07641,0.11024
1996,Upper Secondary Level,5th Quintile,At least once per month,0.18865,250,1137,0.16590,0.21140
1996,Upper Secondary Level,5th Quintile,Seldom,0.44457,498,1137,0.41568,0.47347
1996,Upper Secondary Level,5th Quintile,Never,0.27345,275,1137,0.24753,0.29937
1996,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.39730,38,77,0.28728,0.50732
1996,Post-secondary Non-tertiary Level,1st Quintile,Never,0.29525,39,77,0.19269,0.39781
1996,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.39183,39,39,0.23661,0.54704
1996,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.44001,43,43,0.28988,0.59013
1996,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.39205,44,75,0.28081,0.50328
1996,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.24675,31,75,0.14852,0.34498
1996,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.47169,45,45,0.32419,0.61920
1996,First Stage of Tertiary Education,1st Quintile,Seldom,0.40029,31,31,0.22496,0.57561
1996,First Stage of Tertiary Education,2nd Quintile,Seldom,0.43261,60,97,0.33350,0.53171
1996,First Stage of Tertiary Education,2nd Quintile,Never,0.38981,37,97,0.29225,0.48737
1996,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.21582,38,173,0.15434,0.27730
1996,First Stage of Tertiary Education,3rd Quintile,Seldom,0.46315,91,173,0.38863,0.53767
1996,First Stage of Tertiary Education,3rd Quintile,Never,0.28934,44,173,0.22157,0.35710
1996,First Stage of Tertiary Education,4th Quintile,At least once per month,0.20994,42,176,0.14959,0.27028
1996,First Stage of Tertiary Education,4th Quintile,Seldom,0.44632,89,176,0.37266,0.51997
1996,First Stage of Tertiary Education,4th Quintile,Never,0.27002,45,176,0.20424,0.33580
1996,First Stage of Tertiary Education,5th Quintile,At least once per month,0.23746,47,188,0.17647,0.29845
1996,First Stage of Tertiary Education,5th Quintile,Seldom,0.51872,105,188,0.44710,0.59033
1996,First Stage of Tertiary Education,5th Quintile,Never,0.18855,36,188,0.13249,0.24462
1996,Second Stage of Tertiary Education,1st Quintile,Seldom,0.43470,53,90,0.33171,0.53769
1996,Second Stage of Tertiary Education,1st Quintile,Never,0.28688,37,90,0.19291,0.38086
1996,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.22400,40,211,0.16761,0.28039
1996,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.44053,109,211,0.37339,0.50768
1996,Second Stage of Tertiary Education,2nd Quintile,Never,0.30021,62,211,0.23822,0.36220
1996,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.16364,51,309,0.12232,0.20495
1996,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.51805,175,309,0.46225,0.57386
1996,Second Stage of Tertiary Education,3rd Quintile,Never,0.27264,83,309,0.22291,0.32237
1996,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.19185,94,410,0.15369,0.23001
1996,Second Stage of Tertiary Education,4th Quintile,Seldom,0.51140,235,410,0.46296,0.55985
1996,Second Stage of Tertiary Education,4th Quintile,Never,0.25965,81,410,0.21716,0.30214
1996,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.05521,44,668,0.03788,0.07254
1996,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.21780,142,668,0.18647,0.24912
1996,Second Stage of Tertiary Education,5th Quintile,Seldom,0.50835,360,668,0.47041,0.54629
1996,Second Stage of Tertiary Education,5th Quintile,Never,0.21864,122,668,0.18728,0.25001
1997,Primary Level,1st Quintile,Never,0.76784,143,143,0.69839,0.83728
1997,Primary Level,2nd Quintile,Never,0.65809,96,96,0.56270,0.75348
1997,Primary Level,3rd Quintile,Never,0.70183,46,46,0.56817,0.83549
1997,Primary Level,4th Quintile,Never,0.63013,32,32,0.46018,0.80007
1997,Lower Secondary Level,1st Quintile,At least once per week,0.06562,47,704,0.04731,0.08392
1997,Lower Secondary Level,1st Quintile,At least once per month,0.07699,82,704,0.05729,0.09670
1997,Lower Secondary Level,1st Quintile,Seldom,0.22322,177,704,0.19244,0.25401
1997,Lower Secondary Level,1st Quintile,Never,0.63416,398,704,0.59856,0.66977
1997,Lower Secondary Level,2nd Quintile,At least once per week,0.06396,51,570,0.04385,0.08406
1997,Lower Secondary Level,2nd Quintile,At least once per month,0.13055,90,570,0.10287,0.15823
1997,Lower Secondary Level,2nd Quintile,Seldom,0.22192,156,570,0.18777,0.25606
1997,Lower Secondary Level,2nd Quintile,Never,0.58357,273,570,0.54307,0.62408
1997,Lower Secondary Level,3rd Quintile,At least once per week,0.08865,50,437,0.06197,0.11533
1997,Lower Secondary Level,3rd Quintile,At least once per month,0.12614,58,437,0.09498,0.15731
1997,Lower Secondary Level,3rd Quintile,Seldom,0.23144,105,437,0.19185,0.27103
1997,Lower Secondary Level,3rd Quintile,Never,0.55376,224,437,0.50710,0.60042
1997,Lower Secondary Level,4th Quintile,At least once per week,0.07995,41,376,0.05250,0.10740
1997,Lower Secondary Level,4th Quintile,At least once per month,0.13550,61,376,0.10086,0.17014
1997,Lower Secondary Level,4th Quintile,Seldom,0.30521,123,376,0.25860,0.35182
1997,Lower Secondary Level,4th Quintile,Never,0.47934,151,376,0.42878,0.52990
1997,Lower Secondary Level,5th Quintile,At least once per week,0.09573,31,220,0.05676,0.13469
1997,Lower Secondary Level,5th Quintile,At least once per month,0.14137,31,220,0.09523,0.18752
1997,Lower Secondary Level,5th Quintile,Seldom,0.30882,61,220,0.24763,0.37001
1997,Lower Secondary Level,5th Quintile,Never,0.45408,97,220,0.38814,0.52002
1997,Upper Secondary Level,1st Quintile,At least once per week,0.05152,58,1080,0.03833,0.06471
1997,Upper Secondary Level,1st Quintile,At least once per month,0.11055,146,1080,0.09184,0.12926
1997,Upper Secondary Level,1st Quintile,Seldom,0.36378,401,1080,0.33508,0.39249
1997,Upper Secondary Level,1st Quintile,Never,0.47415,475,1080,0.44436,0.50395
1997,Upper Secondary Level,2nd Quintile,At least once per week,0.05234,85,1423,0.04077,0.06392
1997,Upper Secondary Level,2nd Quintile,At least once per month,0.12987,198,1423,0.11240,0.14735
1997,Upper Secondary Level,2nd Quintile,Seldom,0.37847,590,1423,0.35326,0.40368
1997,Upper Secondary Level,2nd Quintile,Never,0.43931,550,1423,0.41351,0.46511
1997,Upper Secondary Level,3rd Quintile,At least once per week,0.07306,115,1417,0.05951,0.08662
1997,Upper Secondary Level,3rd Quintile,At least once per month,0.16628,256,1417,0.14689,0.18567
1997,Upper Secondary Level,3rd Quintile,Seldom,0.38637,595,1417,0.36101,0.41174
1997,Upper Secondary Level,3rd Quintile,Never,0.37428,451,1417,0.34908,0.39949
1997,Upper Secondary Level,4th Quintile,At least once per week,0.09851,156,1395,0.08286,0.11415
1997,Upper Secondary Level,4th Quintile,At least once per month,0.17490,259,1395,0.15496,0.19484
1997,Upper Secondary Level,4th Quintile,Seldom,0.43908,607,1395,0.41303,0.46513
1997,Upper Secondary Level,4th Quintile,Never,0.28751,373,1395,0.26375,0.31127
1997,Upper Secondary Level,5th Quintile,At least once per week,0.08202,95,1111,0.06588,0.09816
1997,Upper Secondary Level,5th Quintile,At least once per month,0.17937,220,1111,0.15680,0.20194
1997,Upper Secondary Level,5th Quintile,Seldom,0.45507,507,1111,0.42578,0.48437
1997,Upper Secondary Level,5th Quintile,Never,0.28353,289,1111,0.25702,0.31005
1997,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.32108,32,32,0.15672,0.48544
1997,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.45057,38,38,0.29025,0.61089
1997,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.38180,36,36,0.22084,0.54275
1997,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.25113,31,82,0.15669,0.34558
1997,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.47152,51,82,0.36280,0.58023
1997,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.44432,35,35,0.27729,0.61134
1997,First Stage of Tertiary Education,2nd Quintile,Seldom,0.43774,62,104,0.34193,0.53355
1997,First Stage of Tertiary Education,2nd Quintile,Never,0.38067,42,104,0.28690,0.47444
1997,First Stage of Tertiary Education,3rd Quintile,Seldom,0.52314,95,143,0.44099,0.60530
1997,First Stage of Tertiary Education,3rd Quintile,Never,0.31432,48,143,0.23796,0.39067
1997,First Stage of Tertiary Education,4th Quintile,At least once per month,0.22717,41,176,0.16509,0.28925
1997,First Stage of Tertiary Education,4th Quintile,Seldom,0.46719,91,176,0.39327,0.54111
1997,First Stage of Tertiary Education,4th Quintile,Never,0.25218,44,176,0.18784,0.31653
1997,First Stage of Tertiary Education,5th Quintile,At least once per month,0.22999,39,185,0.16918,0.29079
1997,First Stage of Tertiary Education,5th Quintile,Seldom,0.46802,100,185,0.39592,0.54012
1997,First Stage of Tertiary Education,5th Quintile,Never,0.26463,46,185,0.20089,0.32837
1997,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.30923,35,111,0.22286,0.39560
1997,Second Stage of Tertiary Education,1st Quintile,Seldom,0.31664,37,111,0.22971,0.40356
1997,Second Stage of Tertiary Education,1st Quintile,Never,0.30313,39,111,0.21724,0.38902
1997,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.13576,38,222,0.09060,0.18092
1997,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.45905,111,222,0.39335,0.52475
1997,Second Stage of Tertiary Education,2nd Quintile,Never,0.34770,73,222,0.28491,0.41049
1997,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.14938,50,283,0.10778,0.19099
1997,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.47508,156,283,0.41680,0.53337
1997,Second Stage of Tertiary Education,3rd Quintile,Never,0.30945,77,283,0.25550,0.36341
1997,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.15248,76,412,0.11773,0.18724
1997,Second Stage of Tertiary Education,4th Quintile,Seldom,0.53361,257,412,0.48538,0.58184
1997,Second Stage of Tertiary Education,4th Quintile,Never,0.23245,79,412,0.19161,0.27328
1997,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.06081,43,674,0.04275,0.07887
1997,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.24041,160,674,0.20812,0.27269
1997,Second Stage of Tertiary Education,5th Quintile,Seldom,0.44761,327,674,0.41004,0.48518
1997,Second Stage of Tertiary Education,5th Quintile,Never,0.25117,144,674,0.21841,0.28394
1998,No answer / don't know,1st Quintile,Never,0.44646,37,37,0.28407,0.60886
1998,Pre-primary Level,2nd Quintile,At least once per month,0.51485,40,40,0.35800,0.67171
1998,Primary Level,1st Quintile,Never,0.73421,144,144,0.66181,0.80662
1998,Primary Level,2nd Quintile,Never,0.75587,77,77,0.65929,0.85245
1998,Primary Level,3rd Quintile,Never,0.72114,47,47,0.59155,0.85073
