"pli0091_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2013","Hauptschule","Westdeutschland","87","0.012244032496854","0.00955957628797322","0.0149284887057347"
"Min 1x pro Woche","2013","Hauptschule","Ostdeutschland","9","0.00700477021909012","0.00238688553848062","0.0116226548996996"
"Min 1x pro Woche","2013","Realschule","Westdeutschland","116","","",""
"Min 1x pro Woche","2013","Realschule","Ostdeutschland","38","0.0151593298442406","0.0101549145962595","0.0201637450922216"
"Min 1x pro Woche","2013","(Fach-)Abitur","Westdeutschland","105","","",""
"Min 1x pro Woche","2013","(Fach-)Abitur","Ostdeutschland","15","","",""
"Min 1x pro Woche","2013","AkademikerIn","Westdeutschland","76","0.0246391207571557","0.0200397227858153","0.0292385187284961"
"Min 1x pro Woche","2013","AkademikerIn","Ostdeutschland","19","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","Westdeutschland","242","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","Ostdeutschland","31","0.29651752970908","0.209159009630388","0.383876049787771"
"Min 1x pro Monat","2013","Hauptschule","Westdeutschland","644","0.0929822804691927","0.0858934067750003","0.100071154163385"
"Min 1x pro Monat","2013","Hauptschule","Ostdeutschland","66","0.0494841047638913","0.0374757058571557","0.0614925036706268"
"Min 1x pro Monat","2013","Realschule","Westdeutschland","935","0.196041501476045","0.18492229322262","0.207160709729469"
"Min 1x pro Monat","2013","Realschule","Ostdeutschland","349","0.168093257281684","0.152777346829348","0.183409167734021"
"Min 1x pro Monat","2013","(Fach-)Abitur","Westdeutschland","733","0.289781777486768","0.272884448697473","0.306679106276063"
"Min 1x pro Monat","2013","(Fach-)Abitur","Ostdeutschland","116","","",""
"Min 1x pro Monat","2013","AkademikerIn","Westdeutschland","1065","","",""
"Min 1x pro Monat","2013","AkademikerIn","Ostdeutschland","282","","",""
"Seltener","2013","(noch) kein Abschluss","Westdeutschland","203","","",""
"Seltener","2013","(noch) kein Abschluss","Ostdeutschland","34","0.262157872376293","0.178034511085442","0.346281233667144"
"Seltener","2013","Hauptschule","Westdeutschland","2502","","",""
"Seltener","2013","Hauptschule","Ostdeutschland","347","0.250434725531222","0.226445039781829","0.274424411280615"
"Seltener","2013","Realschule","Westdeutschland","2688","","",""
"Seltener","2013","Realschule","Ostdeutschland","1179","","",""
"Seltener","2013","(Fach-)Abitur","Westdeutschland","1394","","",""
"Seltener","2013","(Fach-)Abitur","Ostdeutschland","275","","",""
"Seltener","2013","AkademikerIn","Westdeutschland","2392","","",""
"Seltener","2013","AkademikerIn","Ostdeutschland","811","0.520137662167155","0.494405202927947","0.545870121406363"
"Nie","2013","(noch) kein Abschluss","Westdeutschland","195","","",""
"Nie","2013","(noch) kein Abschluss","Ostdeutschland","33","0.39413002372244","0.300662030787539","0.487598016657341"
"Nie","2013","Hauptschule","Westdeutschland","3214","0.543693307527344","0.531534956755994","0.555851658298695"
"Nie","2013","Hauptschule","Ostdeutschland","830","0.688297634902509","0.662650979120211","0.713944290684808"
"Nie","2013","Realschule","Westdeutschland","1156","","",""
"Nie","2013","Realschule","Ostdeutschland","724","0.31598112054379","0.296939892177824","0.335022348909756"
"Nie","2013","(Fach-)Abitur","Westdeutschland","534","0.193077564750495","0.178375835695648","0.207779293805342"
"Nie","2013","(Fach-)Abitur","Ostdeutschland","84","0.14476591365937","0.113611060421287","0.175920766897454"
"Nie","2013","AkademikerIn","Westdeutschland","830","0.187160964284658","0.175588772219272","0.198733156350043"
"Nie","2013","AkademikerIn","Ostdeutschland","336","0.273818933092835","0.250851206593076","0.296786659592594"
"Taeglich","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2014","Hauptschule","Westdeutschland","","","",""
"Taeglich","2014","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2014","Realschule","Westdeutschland","","","",""
"Taeglich","2014","Realschule","Ostdeutschland","","","",""
"Taeglich","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2014","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2014","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2014","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2014","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2014","Hauptschule","Westdeutschland","","","",""
"Seltener","2014","Hauptschule","Ostdeutschland","","","",""
"Seltener","2014","Realschule","Westdeutschland","","","",""
"Seltener","2014","Realschule","Ostdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2014","AkademikerIn","Westdeutschland","","","",""
"Seltener","2014","AkademikerIn","Ostdeutschland","","","",""
"Nie","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2014","Hauptschule","Westdeutschland","","","",""
"Nie","2014","Hauptschule","Ostdeutschland","","","",""
"Nie","2014","Realschule","Westdeutschland","","","",""
"Nie","2014","Realschule","Ostdeutschland","","","",""
"Nie","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2014","AkademikerIn","Westdeutschland","","","",""
"Nie","2014","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2015","Hauptschule","Westdeutschland","","","",""
"Taeglich","2015","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2015","Realschule","Westdeutschland","","","",""
"Taeglich","2015","Realschule","Ostdeutschland","","","",""
"Taeglich","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2015","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2015","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","Westdeutschland","55","0.0450777026102841","0.0310970381180385","0.0590583671025297"
"Min 1x pro Woche","2015","(noch) kein Abschluss","Ostdeutschland","7","0.106339097037631","0.0502405052330862","0.162437688842177"
"Min 1x pro Woche","2015","Hauptschule","Westdeutschland","151","","",""
"Min 1x pro Woche","2015","Hauptschule","Ostdeutschland","15","","",""
"Min 1x pro Woche","2015","Realschule","Westdeutschland","205","","",""
"Min 1x pro Woche","2015","Realschule","Ostdeutschland","42","0.0226341928411108","0.0161222540623765","0.0291461316198451"
"Min 1x pro Woche","2015","(Fach-)Abitur","Westdeutschland","203","","",""
"Min 1x pro Woche","2015","(Fach-)Abitur","Ostdeutschland","28","","",""
"Min 1x pro Woche","2015","AkademikerIn","Westdeutschland","186","","",""
"Min 1x pro Woche","2015","AkademikerIn","Ostdeutschland","49","0.0376556773506467","0.0277300609594866","0.0475812937418068"
"Min 1x pro Monat","2015","(noch) kein Abschluss","Westdeutschland","187","","",""
"Min 1x pro Monat","2015","(noch) kein Abschluss","Ostdeutschland","33","0.246025323530212","0.167648549870591","0.324402097189833"
"Min 1x pro Monat","2015","Hauptschule","Westdeutschland","736","0.102350856431559","0.0950293199474205","0.109672392915697"
"Min 1x pro Monat","2015","Hauptschule","Ostdeutschland","67","0.0619301637380713","0.0483042838283339","0.0755560436478086"
"Min 1x pro Monat","2015","Realschule","Westdeutschland","924","0.201553340749864","0.189889357582782","0.213217323916946"
"Min 1x pro Monat","2015","Realschule","Ostdeutschland","295","","",""
"Min 1x pro Monat","2015","(Fach-)Abitur","Westdeutschland","874","0.269440767719177","0.255005861148864","0.283875674289489"
"Min 1x pro Monat","2015","(Fach-)Abitur","Ostdeutschland","138","","",""
"Min 1x pro Monat","2015","AkademikerIn","Westdeutschland","1169","","",""
"Min 1x pro Monat","2015","AkademikerIn","Ostdeutschland","306","0.241504837134432","0.219188838060636","0.263820836208229"
"Seltener","2015","(noch) kein Abschluss","Westdeutschland","290","","",""
"Seltener","2015","(noch) kein Abschluss","Ostdeutschland","42","0.336446380941868","0.250462897031976","0.422429864851759"
"Seltener","2015","Hauptschule","Westdeutschland","2772","","",""
"Seltener","2015","Hauptschule","Ostdeutschland","401","0.284240225184145","0.258741276771883","0.309739173596407"
"Seltener","2015","Realschule","Westdeutschland","2513","","",""
"Seltener","2015","Realschule","Ostdeutschland","1168","","",""
"Seltener","2015","(Fach-)Abitur","Westdeutschland","1733","","",""
"Seltener","2015","(Fach-)Abitur","Ostdeutschland","285","","",""
"Seltener","2015","AkademikerIn","Westdeutschland","2695","","",""
"Seltener","2015","AkademikerIn","Ostdeutschland","797","0.504630393998631","0.478561152780033","0.530699635217228"
"Nie","2015","(noch) kein Abschluss","Westdeutschland","314","0.391226486202223","0.358340951430845","0.424112020973601"
"Nie","2015","(noch) kein Abschluss","Ostdeutschland","34","0.311189198490289","0.226936983393371","0.395441413587207"
"Nie","2015","Hauptschule","Westdeutschland","2925","","",""
"Nie","2015","Hauptschule","Ostdeutschland","719","0.64001048609251","0.612875204846516","0.667145767338504"
"Nie","2015","Realschule","Westdeutschland","902","0.22298388540953","0.21088122961682","0.235086541202241"
"Nie","2015","Realschule","Ostdeutschland","499","0.238372437553094","0.219717294773208","0.257027580332979"
"Nie","2015","(Fach-)Abitur","Westdeutschland","819","0.204943527356723","0.191810323090751","0.218076731622695"
"Nie","2015","(Fach-)Abitur","Ostdeutschland","69","0.168301967720396","0.136145091569799","0.200458843870993"
"Nie","2015","AkademikerIn","Westdeutschland","947","0.176864020358389","0.166284914681777","0.187443126035001"
"Nie","2015","AkademikerIn","Ostdeutschland","261","","",""
"Taeglich","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2016","Hauptschule","Westdeutschland","","","",""
"Taeglich","2016","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2016","Realschule","Westdeutschland","","","",""
"Taeglich","2016","Realschule","Ostdeutschland","","","",""
"Taeglich","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2016","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2016","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2016","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2016","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2016","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2016","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2016","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2016","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2016","Hauptschule","Westdeutschland","","","",""
"Seltener","2016","Hauptschule","Ostdeutschland","","","",""
"Seltener","2016","Realschule","Westdeutschland","","","",""
"Seltener","2016","Realschule","Ostdeutschland","","","",""
"Seltener","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2016","AkademikerIn","Westdeutschland","","","",""
"Seltener","2016","AkademikerIn","Ostdeutschland","","","",""
"Nie","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2016","Hauptschule","Westdeutschland","","","",""
"Nie","2016","Hauptschule","Ostdeutschland","","","",""
"Nie","2016","Realschule","Westdeutschland","","","",""
"Nie","2016","Realschule","Ostdeutschland","","","",""
"Nie","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2016","AkademikerIn","Westdeutschland","","","",""
"Nie","2016","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2017","(noch) kein Abschluss","Westdeutschland","1","","",""
"Taeglich","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2017","Hauptschule","Westdeutschland","1","","",""
"Taeglich","2017","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2017","Realschule","Westdeutschland","","","",""
"Taeglich","2017","Realschule","Ostdeutschland","","","",""
"Taeglich","2017","(Fach-)Abitur","Westdeutschland","2","","",""
"Taeglich","2017","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2017","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2017","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","(noch) kein Abschluss","Westdeutschland","71","0.0488673501380995","0.0395096436715763","0.0582250566046227"
"Min 1x pro Woche","2017","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Min 1x pro Woche","2017","Hauptschule","Westdeutschland","175","","",""
"Min 1x pro Woche","2017","Hauptschule","Ostdeutschland","19","","",""
"Min 1x pro Woche","2017","Realschule","Westdeutschland","204","","",""
"Min 1x pro Woche","2017","Realschule","Ostdeutschland","55","0.0242188012160745","0.0177877291986015","0.0306498732335475"
"Min 1x pro Woche","2017","(Fach-)Abitur","Westdeutschland","258","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Ostdeutschland","44","0.0959912823158618","0.0740431661710954","0.117939398460628"
"Min 1x pro Woche","2017","AkademikerIn","Westdeutschland","208","","",""
"Min 1x pro Woche","2017","AkademikerIn","Ostdeutschland","63","0.0402813030677495","0.0304260431702255","0.0501365629652735"
"Min 1x pro Monat","2017","(noch) kein Abschluss","Westdeutschland","282","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Ostdeutschland","59","0.354741913814997","0.304902899996501","0.404580927633492"
"Min 1x pro Monat","2017","Hauptschule","Westdeutschland","876","0.127563224011376","0.119627128246881","0.135499319775871"
"Min 1x pro Monat","2017","Hauptschule","Ostdeutschland","94","0.073715354406615","0.0590764493667732","0.0883542594464568"
"Min 1x pro Monat","2017","Realschule","Westdeutschland","1135","","",""
"Min 1x pro Monat","2017","Realschule","Ostdeutschland","367","0.176132533012612","0.160196533932456","0.192068532092768"
"Min 1x pro Monat","2017","(Fach-)Abitur","Westdeutschland","1059","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Ostdeutschland","183","","",""
"Min 1x pro Monat","2017","AkademikerIn","Westdeutschland","1448","","",""
"Min 1x pro Monat","2017","AkademikerIn","Ostdeutschland","339","0.260976146458671","0.238963412564344","0.282988880352998"
"Seltener","2017","(noch) kein Abschluss","Westdeutschland","432","0.297033361734037","0.277199400930058","0.316867322538016"
"Seltener","2017","(noch) kein Abschluss","Ostdeutschland","72","0.267788421262528","0.22166084308382","0.313915999441236"
"Seltener","2017","Hauptschule","Westdeutschland","2747","","",""
"Seltener","2017","Hauptschule","Ostdeutschland","403","0.302877472029464","0.277135285865176","0.328619658193752"
"Seltener","2017","Realschule","Westdeutschland","2582","","",""
"Seltener","2017","Realschule","Ostdeutschland","1217","","",""
"Seltener","2017","(Fach-)Abitur","Westdeutschland","1776","","",""
"Seltener","2017","(Fach-)Abitur","Ostdeutschland","329","0.495250323694836","0.457998678968929","0.532501968420743"
"Seltener","2017","AkademikerIn","Westdeutschland","2798","","",""
"Seltener","2017","AkademikerIn","Ostdeutschland","821","0.52920284074246","0.504183702398944","0.554221979085976"
"Nie","2017","(noch) kein Abschluss","Westdeutschland","1253","","",""
"Nie","2017","(noch) kein Abschluss","Ostdeutschland","211","","",""
"Nie","2017","Hauptschule","Westdeutschland","2989","","",""
"Nie","2017","Hauptschule","Ostdeutschland","708","0.607284494082049","0.579925980191308","0.634643007972791"
"Nie","2017","Realschule","Westdeutschland","821","0.196958274839511","0.185638872739593","0.20827767693943"
"Nie","2017","Realschule","Ostdeutschland","556","0.249596137972752","0.23149118964845","0.267701086297055"
"Nie","2017","(Fach-)Abitur","Westdeutschland","1033","","",""
"Nie","2017","(Fach-)Abitur","Ostdeutschland","136","","",""
"Nie","2017","AkademikerIn","Westdeutschland","1255","","",""
"Nie","2017","AkademikerIn","Ostdeutschland","306","0.169539709731119","0.150731844621426","0.188347574840813"
"Taeglich","2018","(noch) kein Abschluss","Westdeutschland","4","0.00328361261134461","-0.00030732235599688","0.00687454757868609"
"Taeglich","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2018","Hauptschule","Westdeutschland","1","","",""
"Taeglich","2018","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2018","Realschule","Westdeutschland","","","",""
"Taeglich","2018","Realschule","Ostdeutschland","","","",""
"Taeglich","2018","(Fach-)Abitur","Westdeutschland","2","","",""
"Taeglich","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2018","AkademikerIn","Westdeutschland","2","","",""
"Taeglich","2018","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Westdeutschland","14","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Min 1x pro Woche","2018","Hauptschule","Westdeutschland","11","","",""
"Min 1x pro Woche","2018","Hauptschule","Ostdeutschland","1","","",""
"Min 1x pro Woche","2018","Realschule","Westdeutschland","1","","",""
"Min 1x pro Woche","2018","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Westdeutschland","13","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Ostdeutschland","2","","",""
"Min 1x pro Woche","2018","AkademikerIn","Westdeutschland","10","","",""
"Min 1x pro Woche","2018","AkademikerIn","Ostdeutschland","1","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Westdeutschland","78","0.114510822193876","0.0945232208624889","0.134498423525263"
"Min 1x pro Monat","2018","(noch) kein Abschluss","Ostdeutschland","19","","",""
"Min 1x pro Monat","2018","Hauptschule","Westdeutschland","46","0.154759717485251","0.124963651127763","0.184555783842739"
"Min 1x pro Monat","2018","Hauptschule","Ostdeutschland","8","0.156797716340152","0.0879020419207351","0.225693390759569"
"Min 1x pro Monat","2018","Realschule","Westdeutschland","3","","",""
"Min 1x pro Monat","2018","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Westdeutschland","39","0.119714055917704","0.0901446872763722","0.149283424559036"
"Min 1x pro Monat","2018","(Fach-)Abitur","Ostdeutschland","9","0.0727644013433053","0.0139786615417722","0.131550141144838"
"Min 1x pro Monat","2018","AkademikerIn","Westdeutschland","47","0.141072075715258","0.109996193890288","0.172147957540229"
"Min 1x pro Monat","2018","AkademikerIn","Ostdeutschland","6","0.0755062196686562","0.019339121283108","0.131673318054204"
"Seltener","2018","(noch) kein Abschluss","Westdeutschland","166","","",""
"Seltener","2018","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Seltener","2018","Hauptschule","Westdeutschland","122","","",""
"Seltener","2018","Hauptschule","Ostdeutschland","20","","",""
"Seltener","2018","Realschule","Westdeutschland","4","0.529919977948714","0.220577803048345","0.839262152849082"
"Seltener","2018","Realschule","Ostdeutschland","","","",""
"Seltener","2018","(Fach-)Abitur","Westdeutschland","97","0.227751171279605","0.189550892334339","0.265951450224872"
"Seltener","2018","(Fach-)Abitur","Ostdeutschland","11","","",""
"Seltener","2018","AkademikerIn","Westdeutschland","127","","",""
"Seltener","2018","AkademikerIn","Ostdeutschland","18","","",""
"Nie","2018","(noch) kein Abschluss","Westdeutschland","713","0.669405377361408","0.639877088947185","0.698933665775631"
"Nie","2018","(noch) kein Abschluss","Ostdeutschland","126","","",""
"Nie","2018","Hauptschule","Westdeutschland","386","0.575122951722512","0.534398817436823","0.615847086008201"
"Nie","2018","Hauptschule","Ostdeutschland","78","0.577148941393832","0.483545058418374","0.670752824369289"
"Nie","2018","Realschule","Westdeutschland","2","","",""
"Nie","2018","Realschule","Ostdeutschland","","","",""
"Nie","2018","(Fach-)Abitur","Westdeutschland","312","0.622847545234172","0.578699961042013","0.66699512942633"
"Nie","2018","(Fach-)Abitur","Ostdeutschland","53","0.703542057505593","0.600184071874694","0.806900043136491"
"Nie","2018","AkademikerIn","Westdeutschland","296","","",""
"Nie","2018","AkademikerIn","Ostdeutschland","60","0.644080732644483","0.542295556775679","0.745865908513287"
"Taeglich","2019","(noch) kein Abschluss","Westdeutschland","4","0.00842887838775948","0.00405206618327493","0.012805690592244"
"Taeglich","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2019","Hauptschule","Westdeutschland","4","0.000721642759782184","3.19128394097823e-05","0.00141137268015459"
"Taeglich","2019","Hauptschule","Ostdeutschland","1","","",""
"Taeglich","2019","Realschule","Westdeutschland","","","",""
"Taeglich","2019","Realschule","Ostdeutschland","","","",""
"Taeglich","2019","(Fach-)Abitur","Westdeutschland","2","","",""
"Taeglich","2019","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2019","AkademikerIn","Westdeutschland","3","","",""
"Taeglich","2019","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","Westdeutschland","33","0.020092507933263","0.0133748065096288","0.0268102093568971"
"Min 1x pro Woche","2019","(noch) kein Abschluss","Ostdeutschland","9","0.0429880807190923","0.0184279798231802","0.0675481816150044"
"Min 1x pro Woche","2019","Hauptschule","Westdeutschland","59","0.0111314096581968","0.00843665599976428","0.0138261633166293"
"Min 1x pro Woche","2019","Hauptschule","Ostdeutschland","7","0.00514984526704203","0.000787060905441125","0.00951262962864293"
"Min 1x pro Woche","2019","Realschule","Westdeutschland","95","0.0189355862556009","0.0149951326347009","0.0228760398765008"
"Min 1x pro Woche","2019","Realschule","Ostdeutschland","29","","",""
"Min 1x pro Woche","2019","(Fach-)Abitur","Westdeutschland","107","","",""
"Min 1x pro Woche","2019","(Fach-)Abitur","Ostdeutschland","25","","",""
"Min 1x pro Woche","2019","AkademikerIn","Westdeutschland","133","","",""
"Min 1x pro Woche","2019","AkademikerIn","Ostdeutschland","33","0.0165025722113571","0.0103814103290461","0.0226237340936681"
"Min 1x pro Monat","2019","(noch) kein Abschluss","Westdeutschland","231","","",""
"Min 1x pro Monat","2019","(noch) kein Abschluss","Ostdeutschland","27","","",""
"Min 1x pro Monat","2019","Hauptschule","Westdeutschland","699","0.117059869522102","0.108802450146223","0.125317288897981"
"Min 1x pro Monat","2019","Hauptschule","Ostdeutschland","82","0.0730655001906936","0.0572031137571386","0.0889278866242486"
"Min 1x pro Monat","2019","Realschule","Westdeutschland","1047","","",""
"Min 1x pro Monat","2019","Realschule","Ostdeutschland","349","0.170653708594467","0.15478478063131","0.186522636557625"
"Min 1x pro Monat","2019","(Fach-)Abitur","Westdeutschland","1013","","",""
"Min 1x pro Monat","2019","(Fach-)Abitur","Ostdeutschland","177","","",""
"Min 1x pro Monat","2019","AkademikerIn","Westdeutschland","1456","","",""
"Min 1x pro Monat","2019","AkademikerIn","Ostdeutschland","355","0.197925371035321","0.178781509102544","0.217069232968097"
"Seltener","2019","(noch) kein Abschluss","Westdeutschland","382","0.276433004752984","0.255021587961616","0.297844421544352"
"Seltener","2019","(noch) kein Abschluss","Ostdeutschland","64","0.373602263794373","0.315025242348938","0.432179285239807"
"Seltener","2019","Hauptschule","Westdeutschland","2145","","",""
"Seltener","2019","Hauptschule","Ostdeutschland","308","0.304685011112239","0.276630405857095","0.332739616367382"
"Seltener","2019","Realschule","Westdeutschland","2425","","",""
"Seltener","2019","Realschule","Ostdeutschland","1181","","",""
"Seltener","2019","(Fach-)Abitur","Westdeutschland","1855","","",""
"Seltener","2019","(Fach-)Abitur","Ostdeutschland","317","0.473257979972663","0.435367236282532","0.511148723662794"
"Seltener","2019","AkademikerIn","Westdeutschland","3035","0.507104330919824","0.494318049715144","0.519890612124504"
"Seltener","2019","AkademikerIn","Ostdeutschland","917","0.546083971990084","0.522162444703044","0.570005499277124"
"Nie","2019","(noch) kein Abschluss","Westdeutschland","1026","","",""
"Nie","2019","(noch) kein Abschluss","Ostdeutschland","162","","",""
"Nie","2019","Hauptschule","Westdeutschland","2916","","",""
"Nie","2019","Hauptschule","Ostdeutschland","636","0.616922563624497","0.587291554982878","0.646553572266115"
"Nie","2019","Realschule","Westdeutschland","1029","","",""
"Nie","2019","Realschule","Ostdeutschland","600","0.294405730993026","0.275180462127242","0.31363099985881"
"Nie","2019","(Fach-)Abitur","Westdeutschland","996","0.214899383651476","0.202127085364366","0.227671681938585"
"Nie","2019","(Fach-)Abitur","Ostdeutschland","148","","",""
"Nie","2019","AkademikerIn","Westdeutschland","1246","","",""
"Nie","2019","AkademikerIn","Ostdeutschland","359","0.239488084763238","0.218982772049685","0.259993397476792"
