"pli0091_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","1996","(noch) kein Abschluss","Brandenburg","7","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Sachsen","16","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Sachsen-Anhalt","7","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Thueringen","6","","",""
"Min 1x pro Monat","1996","Hauptschule","Schleswig-Holstein","20","","",""
"Min 1x pro Monat","1996","Hauptschule","Hamburg","6","","",""
"Min 1x pro Monat","1996","Hauptschule","Niedersachsen","70","0.119989287051715","0.0914496375209539","0.148528936582477"
"Min 1x pro Monat","1996","Hauptschule","Bremen","5","","",""
"Min 1x pro Monat","1996","Hauptschule","Nordrhein-Westfalen","157","0.105336438126198","0.0880321343759492","0.122640741876447"
"Min 1x pro Monat","1996","Hauptschule","Hessen","45","0.0857361335446006","0.0599825368888581","0.111489730200343"
"Min 1x pro Monat","1996","Hauptschule","Rheinland-Pfalz,Saarland","56","0.121942958118686","0.0909788073769845","0.152907108860387"
"Min 1x pro Monat","1996","Hauptschule","Baden-Wuerttemberg","107","0.101129064945927","0.0814533062832465","0.120804823608607"
"Min 1x pro Monat","1996","Hauptschule","Bayern","140","0.151256340749524","0.127447758717466","0.175064922781581"
"Min 1x pro Monat","1996","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1996","Hauptschule","Berlin","14","","",""
"Min 1x pro Monat","1996","Hauptschule","Brandenburg","11","","",""
"Min 1x pro Monat","1996","Hauptschule","Mecklenburg-Vorpommern","9","","",""
"Min 1x pro Monat","1996","Hauptschule","Sachsen","24","","",""
"Min 1x pro Monat","1996","Hauptschule","Sachsen-Anhalt","16","","",""
"Min 1x pro Monat","1996","Hauptschule","Thueringen","18","","",""
"Min 1x pro Monat","1996","Realschule","Schleswig-Holstein","13","","",""
"Min 1x pro Monat","1996","Realschule","Hamburg","6","","",""
"Min 1x pro Monat","1996","Realschule","Niedersachsen","57","0.202472711821177","0.151527289558048","0.253418134084307"
"Min 1x pro Monat","1996","Realschule","Bremen","2","","",""
"Min 1x pro Monat","1996","Realschule","Nordrhein-Westfalen","125","0.242981171893462","0.204248514959994","0.28171382882693"
"Min 1x pro Monat","1996","Realschule","Hessen","40","0.206724701575134","0.144172398348952","0.269277004801316"
"Min 1x pro Monat","1996","Realschule","Rheinland-Pfalz,Saarland","32","0.220803233144958","0.141840632495939","0.299765833793978"
"Min 1x pro Monat","1996","Realschule","Baden-Wuerttemberg","75","0.234594475270175","0.183087493283058","0.286101457257291"
"Min 1x pro Monat","1996","Realschule","Bayern","72","0.197561849539372","0.154988700210664","0.240134998868079"
"Min 1x pro Monat","1996","Realschule","Saarland","","","",""
"Min 1x pro Monat","1996","Realschule","Berlin","40","0.23710665875616","0.17015119393452","0.3040621235778"
"Min 1x pro Monat","1996","Realschule","Brandenburg","57","0.260167705201843","0.202968867076951","0.317366543326735"
"Min 1x pro Monat","1996","Realschule","Mecklenburg-Vorpommern","29","","",""
"Min 1x pro Monat","1996","Realschule","Sachsen","69","0.184773822053338","0.146353204859568","0.223194439247109"
"Min 1x pro Monat","1996","Realschule","Sachsen-Anhalt","57","0.285671884112007","0.227164191430854","0.34417957679316"
"Min 1x pro Monat","1996","Realschule","Thueringen","58","0.255758835584612","0.201892183102844","0.30962548806638"
"Min 1x pro Monat","1996","(Fach-)Abitur","Schleswig-Holstein","9","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Hamburg","4","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Niedersachsen","34","0.282412180714308","0.196713448025858","0.368110913402757"
"Min 1x pro Monat","1996","(Fach-)Abitur","Bremen","1","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Nordrhein-Westfalen","72","0.285230928354658","0.232343766798563","0.338118089910752"
"Min 1x pro Monat","1996","(Fach-)Abitur","Hessen","24","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","12","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Baden-Wuerttemberg","42","0.280911372311216","0.208008014101369","0.353814730521063"
"Min 1x pro Monat","1996","(Fach-)Abitur","Bayern","32","0.283749291916041","0.205954027500028","0.361544556332053"
"Min 1x pro Monat","1996","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Berlin","14","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Brandenburg","6","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","7","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Sachsen","20","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Sachsen-Anhalt","6","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Thueringen","11","","",""
"Min 1x pro Monat","1996","AkademikerIn","Schleswig-Holstein","8","","",""
"Min 1x pro Monat","1996","AkademikerIn","Hamburg","4","","",""
"Min 1x pro Monat","1996","AkademikerIn","Niedersachsen","20","","",""
"Min 1x pro Monat","1996","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Nordrhein-Westfalen","69","0.216011411682747","0.167195659491071","0.264827163874423"
"Min 1x pro Monat","1996","AkademikerIn","Hessen","23","","",""
"Min 1x pro Monat","1996","AkademikerIn","Rheinland-Pfalz,Saarland","12","","",""
"Min 1x pro Monat","1996","AkademikerIn","Baden-Wuerttemberg","29","","",""
"Min 1x pro Monat","1996","AkademikerIn","Bayern","48","0.255721777473216","0.190712318373103","0.320731236573329"
"Min 1x pro Monat","1996","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Berlin","33","0.245106935751014","0.174357262782842","0.315856608719186"
"Min 1x pro Monat","1996","AkademikerIn","Brandenburg","14","","",""
"Min 1x pro Monat","1996","AkademikerIn","Mecklenburg-Vorpommern","21","","",""
"Min 1x pro Monat","1996","AkademikerIn","Sachsen","35","0.138628089699576","0.0951804762284085","0.182075703170743"
"Min 1x pro Monat","1996","AkademikerIn","Sachsen-Anhalt","21","","",""
"Min 1x pro Monat","1996","AkademikerIn","Thueringen","20","","",""
"Seltener","1996","(noch) kein Abschluss","Schleswig-Holstein","6","","",""
"Seltener","1996","(noch) kein Abschluss","Hamburg","2","","",""
"Seltener","1996","(noch) kein Abschluss","Niedersachsen","16","","",""
"Seltener","1996","(noch) kein Abschluss","Bremen","1","","",""
"Seltener","1996","(noch) kein Abschluss","Nordrhein-Westfalen","39","0.157969215621255","0.110208118168585","0.205730313073925"
"Seltener","1996","(noch) kein Abschluss","Hessen","13","","",""
"Seltener","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","5","","",""
"Seltener","1996","(noch) kein Abschluss","Baden-Wuerttemberg","50","0.288789163087811","0.225179892699874","0.352398433475749"
"Seltener","1996","(noch) kein Abschluss","Bayern","16","","",""
"Seltener","1996","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1996","(noch) kein Abschluss","Berlin","6","","",""
"Seltener","1996","(noch) kein Abschluss","Brandenburg","3","","",""
"Seltener","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","4","","",""
"Seltener","1996","(noch) kein Abschluss","Sachsen","6","","",""
"Seltener","1996","(noch) kein Abschluss","Sachsen-Anhalt","4","","",""
"Seltener","1996","(noch) kein Abschluss","Thueringen","2","","",""
"Seltener","1996","Hauptschule","Schleswig-Holstein","68","0.476857649975405","0.393825743940314","0.559889556010497"
"Seltener","1996","Hauptschule","Hamburg","17","","",""
"Seltener","1996","Hauptschule","Niedersachsen","171","0.351310350663768","0.30938300426461","0.393237697062925"
"Seltener","1996","Hauptschule","Bremen","22","","",""
"Seltener","1996","Hauptschule","Nordrhein-Westfalen","457","0.368433977265603","0.341243041334757","0.395624913196449"
"Seltener","1996","Hauptschule","Hessen","159","0.346005929735615","0.302248798572856","0.389763060898375"
"Seltener","1996","Hauptschule","Rheinland-Pfalz,Saarland","123","0.260048588751054","0.218539012782764","0.301558164719343"
"Seltener","1996","Hauptschule","Baden-Wuerttemberg","332","0.353259464324848","0.322066491542004","0.384452437107692"
"Seltener","1996","Hauptschule","Bayern","315","0.325921745474157","0.294775887987228","0.357067602961085"
"Seltener","1996","Hauptschule","Saarland","","","",""
"Seltener","1996","Hauptschule","Berlin","76","0.508233395117342","0.428757136774444","0.58770965346024"
"Seltener","1996","Hauptschule","Brandenburg","60","0.327933440178583","0.258178902809585","0.397687977547581"
"Seltener","1996","Hauptschule","Mecklenburg-Vorpommern","46","0.347278788847644","0.259881359765059","0.434676217930229"
"Seltener","1996","Hauptschule","Sachsen","128","0.287747792190049","0.241431054644251","0.334064529735847"
"Seltener","1996","Hauptschule","Sachsen-Anhalt","80","0.288503939578532","0.231064358429011","0.345943520728053"
"Seltener","1996","Hauptschule","Thueringen","87","0.314723288448056","0.256452538897891","0.372994037998221"
"Seltener","1996","Realschule","Schleswig-Holstein","32","0.426754279981146","0.314062669800946","0.539445890161345"
"Seltener","1996","Realschule","Hamburg","14","","",""
"Seltener","1996","Realschule","Niedersachsen","119","0.513596655772592","0.450230332260906","0.576962979284278"
"Seltener","1996","Realschule","Bremen","10","","",""
"Seltener","1996","Realschule","Nordrhein-Westfalen","216","0.448699676235132","0.403782790291278","0.493616562178985"
"Seltener","1996","Realschule","Hessen","66","0.33103532099712","0.258345447282344","0.403725194711897"
"Seltener","1996","Realschule","Rheinland-Pfalz,Saarland","43","0.413011944986492","0.319279251640245","0.50674463833274"
"Seltener","1996","Realschule","Baden-Wuerttemberg","96","0.405398267087866","0.345720104091072","0.465076430084661"
"Seltener","1996","Realschule","Bayern","153","0.463263258623912","0.409945357644064","0.51658115960376"
"Seltener","1996","Realschule","Saarland","","","",""
"Seltener","1996","Realschule","Berlin","64","0.405544475321571","0.328247736642575","0.482841214000567"
"Seltener","1996","Realschule","Brandenburg","124","0.51877993559509","0.453638500753735","0.583921370436445"
"Seltener","1996","Realschule","Mecklenburg-Vorpommern","96","0.605209313506434","0.529231676990478","0.68118695002239"
"Seltener","1996","Realschule","Sachsen","180","0.476362819532507","0.42692159438936","0.525804044675654"
"Seltener","1996","Realschule","Sachsen-Anhalt","121","0.473132576033377","0.408467104472746","0.537798047594007"
"Seltener","1996","Realschule","Thueringen","135","0.476683185225941","0.41501728418622","0.538349086265661"
"Seltener","1996","(Fach-)Abitur","Schleswig-Holstein","10","","",""
"Seltener","1996","(Fach-)Abitur","Hamburg","4","","",""
"Seltener","1996","(Fach-)Abitur","Niedersachsen","40","0.383547282898737","0.290980643051677","0.476113922745797"
"Seltener","1996","(Fach-)Abitur","Bremen","3","","",""
"Seltener","1996","(Fach-)Abitur","Nordrhein-Westfalen","104","0.358056558859645","0.301900932583606","0.414212185135685"
"Seltener","1996","(Fach-)Abitur","Hessen","25","","",""
"Seltener","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","24","","",""
"Seltener","1996","(Fach-)Abitur","Baden-Wuerttemberg","53","0.356261432195827","0.278581143205684","0.43394172118597"
"Seltener","1996","(Fach-)Abitur","Bayern","44","0.282157487529048","0.204494585817477","0.359820389240619"
"Seltener","1996","(Fach-)Abitur","Saarland","","","",""
"Seltener","1996","(Fach-)Abitur","Berlin","12","","",""
"Seltener","1996","(Fach-)Abitur","Brandenburg","8","","",""
"Seltener","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","4","","",""
"Seltener","1996","(Fach-)Abitur","Sachsen","20","","",""
"Seltener","1996","(Fach-)Abitur","Sachsen-Anhalt","10","","",""
"Seltener","1996","(Fach-)Abitur","Thueringen","5","","",""
"Seltener","1996","AkademikerIn","Schleswig-Holstein","11","","",""
"Seltener","1996","AkademikerIn","Hamburg","7","","",""
"Seltener","1996","AkademikerIn","Niedersachsen","56","0.497764985414191","0.401670805050705","0.593859165777677"
"Seltener","1996","AkademikerIn","Bremen","3","","",""
"Seltener","1996","AkademikerIn","Nordrhein-Westfalen","138","0.535469213447979","0.476307428067492","0.594630998828467"
"Seltener","1996","AkademikerIn","Hessen","54","0.460200810839234","0.362998361664656","0.557403260013813"
"Seltener","1996","AkademikerIn","Rheinland-Pfalz,Saarland","25","","",""
"Seltener","1996","AkademikerIn","Baden-Wuerttemberg","65","0.528110403800639","0.44128860221052","0.614932205390758"
"Seltener","1996","AkademikerIn","Bayern","71","0.388711190872189","0.316073541074512","0.461348840669865"
"Seltener","1996","AkademikerIn","Saarland","","","",""
"Seltener","1996","AkademikerIn","Berlin","75","0.477004870685934","0.394853626018798","0.55915611535307"
"Seltener","1996","AkademikerIn","Brandenburg","93","0.588164720261259","0.507779148682298","0.66855029184022"
"Seltener","1996","AkademikerIn","Mecklenburg-Vorpommern","49","0.53009053110245","0.428105531434945","0.632075530769954"
"Seltener","1996","AkademikerIn","Sachsen","130","0.48485112327097","0.422014109766373","0.547688136775567"
"Seltener","1996","AkademikerIn","Sachsen-Anhalt","91","0.596971238669046","0.517133392223555","0.676809085114537"
"Seltener","1996","AkademikerIn","Thueringen","64","0.48932964865818","0.398750914407934","0.579908382908426"
"Nie","1996","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Nie","1996","(noch) kein Abschluss","Hamburg","4","","",""
"Nie","1996","(noch) kein Abschluss","Niedersachsen","28","","",""
"Nie","1996","(noch) kein Abschluss","Bremen","1","","",""
"Nie","1996","(noch) kein Abschluss","Nordrhein-Westfalen","117","0.380753920263115","0.317165518932713","0.444342321593516"
"Nie","1996","(noch) kein Abschluss","Hessen","48","0.440927536947381","0.332803253182374","0.549051820712387"
"Nie","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","20","","",""
"Nie","1996","(noch) kein Abschluss","Baden-Wuerttemberg","108","0.405767029952376","0.336846670230865","0.474687389673888"
"Nie","1996","(noch) kein Abschluss","Bayern","40","0.321160181042132","0.223604793960922","0.418715568123342"
"Nie","1996","(noch) kein Abschluss","Saarland","","","",""
"Nie","1996","(noch) kein Abschluss","Berlin","5","","",""
"Nie","1996","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Nie","1996","(noch) kein Abschluss","Sachsen","4","","",""
"Nie","1996","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Nie","1996","(noch) kein Abschluss","Thueringen","","","",""
"Nie","1996","Hauptschule","Schleswig-Holstein","43","0.289542635617104","0.214143570201539","0.36494170103267"
"Nie","1996","Hauptschule","Hamburg","36","0.542811108564006","0.419798390550929","0.665823826577084"
"Nie","1996","Hauptschule","Niedersachsen","226","0.47767710920146","0.433806853654263","0.521547364748657"
"Nie","1996","Hauptschule","Bremen","24","","",""
"Nie","1996","Hauptschule","Nordrhein-Westfalen","542","0.473229586728085","0.445085862127238","0.501373311328931"
"Nie","1996","Hauptschule","Hessen","219","0.521368281512021","0.475417467888132","0.567319095135911"
"Nie","1996","Hauptschule","Rheinland-Pfalz,Saarland","228","0.577071057643142","0.530322545336987","0.623819569949298"
"Nie","1996","Hauptschule","Baden-Wuerttemberg","393","0.481553059505256","0.448945443091987","0.514160675918525"
"Nie","1996","Hauptschule","Bayern","326","0.433465242823784","0.400536216894369","0.466394268753199"
"Nie","1996","Hauptschule","Saarland","","","",""
"Nie","1996","Hauptschule","Berlin","59","0.40703055136304","0.328929665461705","0.485131437264375"
"Nie","1996","Hauptschule","Brandenburg","101","0.607051226282565","0.53448173040508","0.679620722160049"
"Nie","1996","Hauptschule","Mecklenburg-Vorpommern","55","0.540737971821062","0.449259401426479","0.632216542215644"
"Nie","1996","Hauptschule","Sachsen","211","0.640903171420999","0.591821758769465","0.689984584072533"
"Nie","1996","Hauptschule","Sachsen-Anhalt","141","0.640273821334933","0.579429782432676","0.701117860237189"
"Nie","1996","Hauptschule","Thueringen","126","0.570763047447328","0.508657605968671","0.632868488925984"
"Nie","1996","Realschule","Schleswig-Holstein","19","","",""
"Nie","1996","Realschule","Hamburg","6","","",""
"Nie","1996","Realschule","Niedersachsen","38","0.18765382105679","0.138154593975748","0.237153048137832"
"Nie","1996","Realschule","Bremen","3","","",""
"Nie","1996","Realschule","Nordrhein-Westfalen","84","0.213452119094172","0.176447967156838","0.250456271031505"
"Nie","1996","Realschule","Hessen","39","0.328849912407923","0.256282131312566","0.40141769350328"
"Nie","1996","Realschule","Rheinland-Pfalz,Saarland","21","","",""
"Nie","1996","Realschule","Baden-Wuerttemberg","46","0.222305776443744","0.171765079382382","0.272846473505107"
"Nie","1996","Realschule","Bayern","65","0.244355908103923","0.198409822238349","0.290301993969496"
"Nie","1996","Realschule","Saarland","","","",""
"Nie","1996","Realschule","Berlin","32","0.244201007818857","0.17656793458288","0.311834081054833"
"Nie","1996","Realschule","Brandenburg","33","0.169749912063357","0.120805500047025","0.218694324079689"
"Nie","1996","Realschule","Mecklenburg-Vorpommern","20","","",""
"Nie","1996","Realschule","Sachsen","94","0.230896969718579","0.189180606955666","0.272613332481492"
"Nie","1996","Realschule","Sachsen-Anhalt","30","0.168001037395142","0.119578479845895","0.216423594944389"
"Nie","1996","Realschule","Thueringen","30","0.170286185556524","0.123877241204621","0.216695129908427"
"Nie","1996","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Nie","1996","(Fach-)Abitur","Hamburg","3","","",""
"Nie","1996","(Fach-)Abitur","Niedersachsen","22","","",""
"Nie","1996","(Fach-)Abitur","Bremen","2","","",""
"Nie","1996","(Fach-)Abitur","Nordrhein-Westfalen","50","0.140171785768971","0.099508241971022","0.18083532956692"
"Nie","1996","(Fach-)Abitur","Hessen","17","","",""
"Nie","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","8","","",""
"Nie","1996","(Fach-)Abitur","Baden-Wuerttemberg","28","","",""
"Nie","1996","(Fach-)Abitur","Bayern","29","","",""
"Nie","1996","(Fach-)Abitur","Saarland","","","",""
"Nie","1996","(Fach-)Abitur","Berlin","5","","",""
"Nie","1996","(Fach-)Abitur","Brandenburg","1","","",""
"Nie","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","1996","(Fach-)Abitur","Sachsen","4","","",""
"Nie","1996","(Fach-)Abitur","Sachsen-Anhalt","5","","",""
"Nie","1996","(Fach-)Abitur","Thueringen","2","","",""
"Nie","1996","AkademikerIn","Schleswig-Holstein","3","","",""
"Nie","1996","AkademikerIn","Hamburg","1","","",""
"Nie","1996","AkademikerIn","Niedersachsen","22","","",""
"Nie","1996","AkademikerIn","Bremen","4","","",""
"Nie","1996","AkademikerIn","Nordrhein-Westfalen","47","0.19056602365597","0.143977363728467","0.237154683583473"
"Nie","1996","AkademikerIn","Hessen","18","","",""
"Nie","1996","AkademikerIn","Rheinland-Pfalz,Saarland","16","","",""
"Nie","1996","AkademikerIn","Baden-Wuerttemberg","26","","",""
"Nie","1996","AkademikerIn","Bayern","43","0.310244674147031","0.241312061668172","0.379177286625891"
"Nie","1996","AkademikerIn","Saarland","","","",""
"Nie","1996","AkademikerIn","Berlin","25","","",""
"Nie","1996","AkademikerIn","Brandenburg","34","0.289047783989342","0.215006852616979","0.363088715361704"
"Nie","1996","AkademikerIn","Mecklenburg-Vorpommern","18","","",""
"Nie","1996","AkademikerIn","Sachsen","69","0.346287886647547","0.286466445618347","0.406109327676747"
"Nie","1996","AkademikerIn","Sachsen-Anhalt","30","0.269221940929116","0.197026118986437","0.341417762871795"
"Nie","1996","AkademikerIn","Thueringen","29","","",""
"Taeglich","1997","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","1997","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","1997","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","1997","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","1997","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","1997","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","1997","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","1997","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","1997","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","1997","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","1997","Hauptschule","Hamburg","","","",""
"Taeglich","1997","Hauptschule","Niedersachsen","","","",""
"Taeglich","1997","Hauptschule","Bremen","","","",""
"Taeglich","1997","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","1997","Hauptschule","Hessen","","","",""
"Taeglich","1997","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","1997","Hauptschule","Bayern","","","",""
"Taeglich","1997","Hauptschule","Saarland","","","",""
"Taeglich","1997","Hauptschule","Berlin","","","",""
"Taeglich","1997","Hauptschule","Brandenburg","","","",""
"Taeglich","1997","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","Hauptschule","Sachsen","","","",""
"Taeglich","1997","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","1997","Hauptschule","Thueringen","","","",""
"Taeglich","1997","Realschule","Schleswig-Holstein","","","",""
"Taeglich","1997","Realschule","Hamburg","","","",""
"Taeglich","1997","Realschule","Niedersachsen","","","",""
"Taeglich","1997","Realschule","Bremen","","","",""
"Taeglich","1997","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","1997","Realschule","Hessen","","","",""
"Taeglich","1997","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","1997","Realschule","Bayern","","","",""
"Taeglich","1997","Realschule","Saarland","","","",""
"Taeglich","1997","Realschule","Berlin","","","",""
"Taeglich","1997","Realschule","Brandenburg","","","",""
"Taeglich","1997","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","Realschule","Sachsen","","","",""
"Taeglich","1997","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","1997","Realschule","Thueringen","","","",""
"Taeglich","1997","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","1997","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","1997","(Fach-)Abitur","Niedersachsen","","","",""
"Taeglich","1997","(Fach-)Abitur","Bremen","","","",""
"Taeglich","1997","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Taeglich","1997","(Fach-)Abitur","Hessen","","","",""
"Taeglich","1997","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Taeglich","1997","(Fach-)Abitur","Bayern","","","",""
"Taeglich","1997","(Fach-)Abitur","Saarland","","","",""
"Taeglich","1997","(Fach-)Abitur","Berlin","","","",""
"Taeglich","1997","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","1997","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","1997","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","1997","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","1997","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","1997","AkademikerIn","Hamburg","","","",""
"Taeglich","1997","AkademikerIn","Niedersachsen","","","",""
"Taeglich","1997","AkademikerIn","Bremen","","","",""
"Taeglich","1997","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","1997","AkademikerIn","Hessen","","","",""
"Taeglich","1997","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","1997","AkademikerIn","Bayern","","","",""
"Taeglich","1997","AkademikerIn","Saarland","","","",""
"Taeglich","1997","AkademikerIn","Berlin","","","",""
"Taeglich","1997","AkademikerIn","Brandenburg","","","",""
"Taeglich","1997","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","AkademikerIn","Sachsen","","","",""
"Taeglich","1997","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","1997","AkademikerIn","Thueringen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Hamburg","1","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Niedersachsen","11","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Nordrhein-Westfalen","26","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Hessen","7","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Baden-Wuerttemberg","21","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Bayern","13","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Berlin","5","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Brandenburg","12","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Mecklenburg-Vorpommern","4","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Sachsen","9","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Sachsen-Anhalt","6","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Thueringen","12","","",""
"Min 1x pro Woche","1997","Hauptschule","Schleswig-Holstein","10","","",""
"Min 1x pro Woche","1997","Hauptschule","Hamburg","2","","",""
"Min 1x pro Woche","1997","Hauptschule","Niedersachsen","18","","",""
"Min 1x pro Woche","1997","Hauptschule","Bremen","1","","",""
"Min 1x pro Woche","1997","Hauptschule","Nordrhein-Westfalen","38","0.0292279085156257","0.0196047559655623","0.0388510610656892"
"Min 1x pro Woche","1997","Hauptschule","Hessen","19","","",""
"Min 1x pro Woche","1997","Hauptschule","Rheinland-Pfalz,Saarland","23","","",""
"Min 1x pro Woche","1997","Hauptschule","Baden-Wuerttemberg","75","0.0609908838054518","0.0452860613347257","0.0766957062761778"
"Min 1x pro Woche","1997","Hauptschule","Bayern","74","0.0836620563082456","0.0649044479255149","0.102419664690976"
"Min 1x pro Woche","1997","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1997","Hauptschule","Berlin","2","","",""
"Min 1x pro Woche","1997","Hauptschule","Brandenburg","5","","",""
"Min 1x pro Woche","1997","Hauptschule","Mecklenburg-Vorpommern","3","","",""
"Min 1x pro Woche","1997","Hauptschule","Sachsen","10","","",""
"Min 1x pro Woche","1997","Hauptschule","Sachsen-Anhalt","5","","",""
"Min 1x pro Woche","1997","Hauptschule","Thueringen","9","","",""
"Min 1x pro Woche","1997","Realschule","Schleswig-Holstein","9","","",""
"Min 1x pro Woche","1997","Realschule","Hamburg","2","","",""
"Min 1x pro Woche","1997","Realschule","Niedersachsen","24","","",""
"Min 1x pro Woche","1997","Realschule","Bremen","4","","",""
"Min 1x pro Woche","1997","Realschule","Nordrhein-Westfalen","32","0.0619278781776203","0.0401608643934254","0.0836948919618152"
"Min 1x pro Woche","1997","Realschule","Hessen","18","","",""
