"pli0091_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1985","(noch) kein Abschluss","männlich","","","",""
"Täglich","1985","(noch) kein Abschluss","weiblich","","","",""
"Täglich","1985","Hauptschule","männlich","","","",""
"Täglich","1985","Hauptschule","weiblich","","","",""
"Täglich","1985","Realschule","männlich","","","",""
"Täglich","1985","Realschule","weiblich","","","",""
"Täglich","1985","(Fach-)Abitur","männlich","","","",""
"Täglich","1985","(Fach-)Abitur","weiblich","","","",""
"Täglich","1985","AkademikerIn","männlich","","","",""
"Täglich","1985","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","männlich","69","0.256701330463863","0.218103643714786","0.295299017212941"
"Min 1x pro Woche","1985","(noch) kein Abschluss","weiblich","24","","",""
"Min 1x pro Woche","1985","Hauptschule","männlich","313","0.0866711114985853","0.0767509296888889","0.0965912933082817"
"Min 1x pro Woche","1985","Hauptschule","weiblich","134","0.0350826028197002","0.028787019913299","0.0413781857261015"
"Min 1x pro Woche","1985","Realschule","männlich","147","0.179975094102883","0.152499452122798","0.207450736082967"
"Min 1x pro Woche","1985","Realschule","weiblich","131","0.120016956247944","0.100332056545667","0.139701855950222"
"Min 1x pro Woche","1985","(Fach-)Abitur","männlich","88","0.194549769454963","0.158296258888445","0.230803280021481"
"Min 1x pro Woche","1985","(Fach-)Abitur","weiblich","48","0.161750513466358","0.121215722108748","0.202285304823967"
"Min 1x pro Woche","1985","AkademikerIn","männlich","47","0.0888920821515272","0.0640464945292895","0.113737669773765"
"Min 1x pro Woche","1985","AkademikerIn","weiblich","21","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","männlich","66","0.201328036946379","0.165895529372465","0.236760544520292"
"Min 1x pro Monat","1985","(noch) kein Abschluss","weiblich","58","0.200902094233582","0.16835000803236","0.233454180434804"
"Min 1x pro Monat","1985","Hauptschule","männlich","405","0.118542839510624","0.107145404636264","0.129940274384984"
"Min 1x pro Monat","1985","Hauptschule","weiblich","244","0.0683524214023297","0.059717711372849","0.0769871314318104"
"Min 1x pro Monat","1985","Realschule","männlich","160","0.198481611343041","0.169955340172642","0.227007882513439"
"Min 1x pro Monat","1985","Realschule","weiblich","188","0.169504722485742","0.14677813469013","0.192231310281354"
"Min 1x pro Monat","1985","(Fach-)Abitur","männlich","113","0.25750725231524","0.217461524385595","0.297552980244886"
"Min 1x pro Monat","1985","(Fach-)Abitur","weiblich","78","0.252724661575687","0.204885606072882","0.300563717078493"
"Min 1x pro Monat","1985","AkademikerIn","männlich","91","0.18044210415036","0.146868993363461","0.214015214937259"
"Min 1x pro Monat","1985","AkademikerIn","weiblich","38","0.141854699066509","0.0979867599592861","0.185722638173732"
"Seltener","1985","(noch) kein Abschluss","männlich","111","0.226336331552529","0.189360429536869","0.263312233568189"
"Seltener","1985","(noch) kein Abschluss","weiblich","93","0.216333362902705","0.18288198370304","0.249784742102369"
"Seltener","1985","Hauptschule","männlich","1013","0.331674811871618","0.315074394332244","0.348275229410993"
"Seltener","1985","Hauptschule","weiblich","977","0.262272819054401","0.247221675066767","0.277323963042035"
"Seltener","1985","Realschule","männlich","276","0.364602991707171","0.330179032431726","0.399026950982617"
"Seltener","1985","Realschule","weiblich","395","0.353316074102407","0.324362480030674","0.38226966817414"
"Seltener","1985","(Fach-)Abitur","männlich","138","0.290837490028528","0.249245142786881","0.332429837270175"
"Seltener","1985","(Fach-)Abitur","weiblich","99","0.289508289012966","0.239582093969204","0.339434484056729"
"Seltener","1985","AkademikerIn","männlich","199","0.374875505856833","0.332612574808034","0.417138436905633"
"Seltener","1985","AkademikerIn","weiblich","119","0.453367847656981","0.390775981622086","0.515959713691875"
"Nie","1985","(noch) kein Abschluss","männlich","246","0.315634301037229","0.274566471245334","0.356702130829124"
"Nie","1985","(noch) kein Abschluss","weiblich","407","0.483002430352428","0.442404349189373","0.523600511515484"
"Nie","1985","Hauptschule","männlich","1359","0.463111237119173","0.445529828491284","0.480692645747061"
"Nie","1985","Hauptschule","weiblich","1926","0.63429215672357","0.617812172797394","0.650772140649745"
"Nie","1985","Realschule","männlich","168","0.256940302846905","0.225689866087436","0.288190739606375"
"Nie","1985","Realschule","weiblich","333","0.357162247163907","0.32813818398844","0.386186310339374"
"Nie","1985","(Fach-)Abitur","männlich","119","0.257105488201268","0.217080187752513","0.297130788650024"
"Nie","1985","(Fach-)Abitur","weiblich","92","0.296016535944989","0.245764035626478","0.346269036263499"
"Nie","1985","AkademikerIn","männlich","167","0.355790307841279","0.313993462264072","0.397587153418487"
"Nie","1985","AkademikerIn","weiblich","65","0.335008360190881","0.275663806300734","0.394352914081029"
"Täglich","1986","(noch) kein Abschluss","männlich","","","",""
"Täglich","1986","(noch) kein Abschluss","weiblich","","","",""
"Täglich","1986","Hauptschule","männlich","","","",""
"Täglich","1986","Hauptschule","weiblich","","","",""
"Täglich","1986","Realschule","männlich","","","",""
"Täglich","1986","Realschule","weiblich","","","",""
"Täglich","1986","(Fach-)Abitur","männlich","","","",""
"Täglich","1986","(Fach-)Abitur","weiblich","","","",""
"Täglich","1986","AkademikerIn","männlich","","","",""
"Täglich","1986","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","männlich","66","0.207377971028797","0.17087961528523","0.243876326772365"
"Min 1x pro Woche","1986","(noch) kein Abschluss","weiblich","28","","",""
"Min 1x pro Woche","1986","Hauptschule","männlich","287","0.084091840997065","0.0740889549148345","0.0940947270792955"
"Min 1x pro Woche","1986","Hauptschule","weiblich","134","0.0391350569889381","0.032284467516539","0.0459856464613372"
"Min 1x pro Woche","1986","Realschule","männlich","146","0.189083216336449","0.160832169493004","0.217334263179894"
"Min 1x pro Woche","1986","Realschule","weiblich","101","0.0910176204079824","0.0734175306997522","0.108617710116213"
"Min 1x pro Woche","1986","(Fach-)Abitur","männlich","89","0.188854262013006","0.153394321316712","0.224314202709299"
"Min 1x pro Woche","1986","(Fach-)Abitur","weiblich","37","0.111565967438854","0.0779526326066225","0.145179302271085"
"Min 1x pro Woche","1986","AkademikerIn","männlich","39","0.0822272476783212","0.058124127010407","0.106330368346235"
"Min 1x pro Woche","1986","AkademikerIn","weiblich","22","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","männlich","76","0.222749451753815","0.185291177883175","0.260207725624455"
"Min 1x pro Monat","1986","(noch) kein Abschluss","weiblich","51","0.158997054097237","0.128268513219499","0.189725594974976"
"Min 1x pro Monat","1986","Hauptschule","männlich","400","0.123222514713731","0.11137541190994","0.135069617517522"
"Min 1x pro Monat","1986","Hauptschule","weiblich","236","0.0664459207081844","0.0576472374163603","0.0752446040000084"
"Min 1x pro Monat","1986","Realschule","männlich","161","0.209664956964943","0.18029600464851","0.239033909281376"
"Min 1x pro Monat","1986","Realschule","weiblich","210","0.188675554664298","0.164735259031525","0.212615850297071"
"Min 1x pro Monat","1986","(Fach-)Abitur","männlich","120","0.262501091656111","0.222637960153329","0.302364223158893"
"Min 1x pro Monat","1986","(Fach-)Abitur","weiblich","101","0.329504655716624","0.279321057029724","0.379688254403525"
"Min 1x pro Monat","1986","AkademikerIn","männlich","94","0.168888833806743","0.136016703846516","0.20176096376697"
"Min 1x pro Monat","1986","AkademikerIn","weiblich","45","0.163831439694645","0.117295284925674","0.210367594463616"
"Seltener","1986","(noch) kein Abschluss","männlich","102","0.237189056092454","0.198896469672255","0.275481642512653"
"Seltener","1986","(noch) kein Abschluss","weiblich","96","0.203348447103451","0.169526136400639","0.237170757806263"
"Seltener","1986","Hauptschule","männlich","957","0.324721845575141","0.307843901938472","0.34159978921181"
"Seltener","1986","Hauptschule","weiblich","901","0.262465589449732","0.24692236516725","0.278008813732213"
"Seltener","1986","Realschule","männlich","264","0.340297482762817","0.306113445831887","0.374481519693748"
"Seltener","1986","Realschule","weiblich","381","0.341878589208561","0.312854181084903","0.370902997332218"
