syear,regtyp,sampreg,pli0091_h,proportion,n,lower_confidence,upper_confidence
1985,Urban regions,West,5.0,0.3571166544387381,11026,0.3481729339715676,0.36606037490590854
1985,Urban regions,West,4.0,0.24642333088774762,11026,0.23837970781563775,0.2544669539598575
1985,Urban regions,West,3.0,0.10931768158473955,11026,0.10349324797854738,0.11514211519093172
1985,Rural regions,West,5.0,0.0969369038884813,11026,0.09141421349413868,0.1024595942828239
1985,Urban regions,West,2.0,0.0722670579603815,11026,0.06743392488076196,0.07710019104000106
1985,Rural regions,West,4.0,0.07070799706529714,11026,0.06592326696578145,0.07549272716481283
1985,Rural regions,West,3.0,0.02466984592809978,11026,0.02177446225187405,0.02756522960432551
1985,Rural regions,West,2.0,0.02256052824651504,11026,0.019788697895096293,0.02533235859793379
1986,Urban regions,West,5.0,0.35374797599771407,10583,0.3446383695869282,0.36285758240849997
1986,Urban regions,West,4.0,0.24726164396609202,10583,0.23904201767488953,0.2554812702572945
1986,Urban regions,West,3.0,0.11734450900085723,10583,0.11121284042040996,0.1234761775813045
1986,Rural regions,West,5.0,0.0944851890656253,10583,0.08891228816161603,0.10005808996963456
1986,Urban regions,West,2.0,0.06867320697209257,10583,0.06385487868560262,0.07349153525858253
1986,Rural regions,West,4.0,0.06848271263929898,10583,0.06367057977128619,0.07329484550731176
1986,Rural regions,West,3.0,0.026764453757500715,10583,0.02368949109541072,0.02983941641959071
1986,Rural regions,West,2.0,0.023240308600819125,10583,0.0203697495642545,0.02611086763738375
1988,Urban regions,West,5.0,0.35711394454563855,9970,0.3477085092622076,0.3665193798290695
1988,Urban regions,West,4.0,0.24640760979558793,9970,0.23794890628990747,0.25486631330126835
1988,Urban regions,West,3.0,0.12193887876947987,9970,0.1155158189779802,0.12836193856097955
1988,Rural regions,West,5.0,0.08925318761384335,9970,0.08365665305447433,0.09484972217321237
1988,Urban regions,West,2.0,0.06618093503339405,9970,0.06130108686319778,0.07106078320359031
1988,Rural regions,West,4.0,0.06597854685286379,9970,0.06110563796643362,0.07085145573929397
1988,Rural regions,West,3.0,0.03197733252378061,9970,0.02852372984725556,0.035430935200305665
1988,Rural regions,West,2.0,0.02114956486541186,9970,0.018325222246032627,0.023973907484791092
1990,Urban regions,West,5.0,0.273861646234676,13886,0.2664443984717002,0.2812788939976518
1990,Urban regions,West,4.0,0.15958844133099825,13886,0.1534970820495742,0.1656798006124223
1990,Rural regions,East,4.0,0.10106538237011092,13886,0.0960519777692204,0.10607878697100144
1990,Urban regions,West,3.0,0.0803415061295972,13886,0.07582033684422146,0.08486267541497294
1990,Rural regions,West,5.0,0.06844716870986574,13886,0.06424717170998435,0.07264716570974712
1990,Rural regions,East,5.0,0.0626824284880327,13886,0.05865076962693028,0.06671408734913511
1990,Urban regions,East,4.0,0.051882661996497374,13886,0.04819365345721815,0.0555716705357766
1990,Rural regions,West,4.0,0.047139521307647404,13886,0.04361439459901829,0.05066464801627652
1990,Urban regions,West,2.0,0.030064214827787508,13886,0.027223916780268906,0.03290451287530611
1990,Urban regions,East,5.0,0.028458844133099823,13886,0.02569313361867487,0.031224554647524775
1990,Rural regions,East,3.0,0.02524810274372446,13886,0.022638773329946245,0.027857432157502672
1990,Rural regions,West,3.0,0.01795096322241681,13886,0.015742562113851503,0.02015936433098212
1990,Rural regions,East,2.0,0.01795096322241681,13886,0.015742562113851503,0.02015936433098212
1990,Urban regions,East,3.0,0.016272621132516055,13886,0.01416819528766313,0.01837704697736898
1990,Rural regions,West,2.0,0.009632224168126095,13886,0.00800768931949454,0.011256759016757649
1990,Urban regions,East,2.0,0.008537653239929947,13886,0.007007359296141143,0.01006794718371875
1990,Urban regions,West,1.0,0.0005837711617046118,13886,0.00018201549780958164,0.000985526825599642
1990,Rural regions,West,1.0,0.0002918855808523059,13886,7.759945309009325e-06,0.0005760112163956025
1992,Urban regions,West,5.0,0.22921779141104295,13316,0.22207843307043576,0.23635714975165015
1992,Urban regions,West,4.0,0.19164110429447853,13316,0.18495588556179388,0.1983263230271632
1992,Urban regions,West,3.0,0.08880368098159509,13316,0.08397208467693766,0.09363527728625252
1992,Rural regions,East,4.0,0.08312883435582823,13316,0.07843962977033873,0.08781803894131772
1992,Rural regions,East,5.0,0.07691717791411043,13316,0.0723913172070579,0.08144303862116296
1992,Rural regions,West,5.0,0.057975460122699385,13316,0.054006082762145184,0.061944837483253586
