year,pgisced97,sampreg,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Post-secondary Non-tertiary Level,West,Seldom,0.37493,100,251,0.31492,0.43494
1986,Post-secondary Non-tertiary Level,West,Never,0.35053,99,251,0.29138,0.40968
1986,First Stage of Tertiary Education,West,At least once per week,0.04791,31,573,0.03040,0.06541
1986,First Stage of Tertiary Education,West,At least once per month,0.15918,85,573,0.12920,0.18916
1986,First Stage of Tertiary Education,West,Seldom,0.36454,237,573,0.32510,0.40399
1986,First Stage of Tertiary Education,West,Never,0.42837,220,573,0.38782,0.46892
1986,Second Stage of Tertiary Education,West,At least once per week,0.08066,61,742,0.06106,0.10027
1986,Second Stage of Tertiary Education,West,At least once per month,0.16708,139,742,0.14022,0.19394
1986,Second Stage of Tertiary Education,West,Seldom,0.39927,311,742,0.36401,0.43453
1986,Second Stage of Tertiary Education,West,Never,0.35299,231,742,0.31858,0.38740
1988,No answer / don't know,West,At least once per month,0.29632,31,125,0.21595,0.37669
1988,No answer / don't know,West,Seldom,0.28545,36,125,0.20596,0.36494
1988,No answer / don't know,West,Never,0.26362,58,125,0.18607,0.34117
1988,Pre-primary Level,West,At least once per week,0.37314,59,152,0.29600,0.45028
1988,Pre-primary Level,West,At least once per month,0.38943,59,152,0.31165,0.46721
1988,Pre-primary Level,West,Seldom,0.19974,34,152,0.13597,0.26351
1988,Primary Level,West,At least once per month,0.09952,48,666,0.07677,0.12228
1988,Primary Level,West,Seldom,0.20880,113,666,0.17791,0.23969
1988,Primary Level,West,Never,0.62058,505,666,0.58370,0.65746
1988,Lower Secondary Level,West,At least once per week,0.07966,278,2696,0.06944,0.08988
1988,Lower Secondary Level,West,At least once per month,0.10704,349,2696,0.09537,0.11872
1988,Lower Secondary Level,West,Seldom,0.21305,637,2696,0.19759,0.22850
1988,Lower Secondary Level,West,Never,0.60025,1432,2696,0.58176,0.61874
1988,Upper Secondary Level,West,At least once per week,0.07790,384,4692,0.07023,0.08557
1988,Upper Secondary Level,West,At least once per month,0.14950,758,4692,0.13930,0.15971
1988,Upper Secondary Level,West,Seldom,0.35004,1652,4692,0.33639,0.36369
1988,Upper Secondary Level,West,Never,0.42256,1898,4692,0.40842,0.43669
1988,Post-secondary Non-tertiary Level,West,At least once per month,0.23998,59,243,0.18617,0.29379
1988,Post-secondary Non-tertiary Level,West,Seldom,0.33413,82,243,0.27470,0.39356
1988,Post-secondary Non-tertiary Level,West,Never,0.32065,102,243,0.26185,0.37946
1988,First Stage of Tertiary Education,West,At least once per month,0.14308,76,508,0.11260,0.17356
1988,First Stage of Tertiary Education,West,Seldom,0.40996,238,508,0.36715,0.45277
1988,First Stage of Tertiary Education,West,Never,0.40249,194,508,0.35980,0.44517
1988,Second Stage of Tertiary Education,West,At least once per week,0.06851,50,699,0.04976,0.08725
1988,Second Stage of Tertiary Education,West,At least once per month,0.19876,141,699,0.16916,0.22837
1988,Second Stage of Tertiary Education,West,Seldom,0.41010,295,699,0.37361,0.44659
1988,Second Stage of Tertiary Education,West,Never,0.32264,213,699,0.28795,0.35732
1990,No answer / don't know,West,Seldom,0.38618,41,107,0.29350,0.47887
1990,No answer / don't know,West,Never,0.31258,66,107,0.22434,0.40083
1990,Pre-primary Level,West,At least once per week,0.29349,42,146,0.21937,0.36761
1990,Pre-primary Level,West,At least once per month,0.48339,70,146,0.40205,0.56473
1990,Pre-primary Level,West,Seldom,0.16130,34,146,0.10143,0.22117
1990,Primary Level,West,At least once per month,0.11153,36,611,0.08655,0.13651
1990,Primary Level,West,Seldom,0.14907,78,611,0.12080,0.17733
1990,Primary Level,West,Never,0.68407,497,611,0.64718,0.72097
1990,Lower Secondary Level,West,At least once per week,0.05967,178,2454,0.05030,0.06904
1990,Lower Secondary Level,West,At least once per month,0.09947,305,2454,0.08763,0.11131
1990,Lower Secondary Level,West,Seldom,0.19500,496,2454,0.17932,0.21068
1990,Lower Secondary Level,West,Never,0.64586,1475,2454,0.62693,0.66478
1990,Lower Secondary Level,East,At least once per week,0.14657,100,504,0.11566,0.17747
1990,Lower Secondary Level,East,At least once per month,0.09160,54,504,0.06639,0.11681
1990,Lower Secondary Level,East,Seldom,0.18574,102,504,0.15175,0.21972
1990,Lower Secondary Level,East,Never,0.57609,248,504,0.53291,0.61928
1990,Upper Secondary Level,West,At least once per week,0.04609,243,4525,0.03998,0.05220
1990,Upper Secondary Level,West,At least once per month,0.13248,653,4525,0.12260,0.14235
1990,Upper Secondary Level,West,Seldom,0.34590,1552,4525,0.33204,0.35977
1990,Upper Secondary Level,West,Never,0.47553,2077,4525,0.46098,0.49008
1990,Upper Secondary Level,East,At least once per week,0.08067,191,2496,0.06998,0.09135
1990,Upper Secondary Level,East,At least once per month,0.13112,325,2496,0.11788,0.14437
1990,Upper Secondary Level,East,Seldom,0.43669,1200,2496,0.41723,0.45616
1990,Upper Secondary Level,East,Never,0.35151,780,2496,0.33278,0.37025
1990,Post-secondary Non-tertiary Level,West,At least once per month,0.25175,65,272,0.20007,0.30342
1990,Post-secondary Non-tertiary Level,West,Seldom,0.38932,106,272,0.33127,0.44738
1990,Post-secondary Non-tertiary Level,West,Never,0.27512,101,272,0.22195,0.32828
1990,Post-secondary Non-tertiary Level,East,Seldom,0.47495,40,40,0.31822,0.63168
1990,First Stage of Tertiary Education,West,At least once per month,0.12892,67,503,0.09960,0.15823
1990,First Stage of Tertiary Education,West,Seldom,0.39644,214,503,0.35365,0.43923
1990,First Stage of Tertiary Education,West,Never,0.45754,222,503,0.41396,0.50112
1990,First Stage of Tertiary Education,East,Seldom,0.51437,144,215,0.44741,0.58134
1990,First Stage of Tertiary Education,East,Never,0.35650,71,215,0.29233,0.42067
1990,Second Stage of Tertiary Education,West,At least once per month,0.17879,122,671,0.14978,0.20781
1990,Second Stage of Tertiary Education,West,Seldom,0.44516,312,671,0.40753,0.48279
1990,Second Stage of Tertiary Education,West,Never,0.34492,237,671,0.30893,0.38092
1990,Second Stage of Tertiary Education,East,At least once per week,0.03415,32,983,0.02279,0.04551
1990,Second Stage of Tertiary Education,East,At least once per month,0.15158,148,983,0.12915,0.17401
1990,Second Stage of Tertiary Education,East,Seldom,0.62651,644,983,0.59626,0.65677
1990,Second Stage of Tertiary Education,East,Never,0.18775,159,983,0.16333,0.21218
1992,No answer / don't know,West,At least once per month,0.32193,47,153,0.24766,0.39621
1992,No answer / don't know,West,Seldom,0.35467,51,153,0.27861,0.43072
1992,No answer / don't know,West,Never,0.21529,55,153,0.14995,0.28064
1992,Pre-primary Level,West,At least once per week,0.35974,46,132,0.27756,0.44193
1992,Pre-primary Level,West,At least once per month,0.35545,52,132,0.27349,0.43742
1992,Pre-primary Level,West,Seldom,0.21560,34,132,0.14518,0.28602
1992,Primary Level,West,At least once per month,0.08904,37,582,0.06588,0.11220
1992,Primary Level,West,Seldom,0.22002,120,582,0.18633,0.25370
1992,Primary Level,West,Never,0.65970,425,582,0.62117,0.69822
1992,Lower Secondary Level,West,At least once per week,0.07115,202,2298,0.06064,0.08166
1992,Lower Secondary Level,West,At least once per month,0.10506,289,2298,0.09252,0.11760
1992,Lower Secondary Level,West,Seldom,0.24660,616,2298,0.22898,0.26423
1992,Lower Secondary Level,West,Never,0.57718,1191,2298,0.55698,0.59739
1992,Lower Secondary Level,East,At least once per week,0.14113,87,448,0.10886,0.17341
1992,Lower Secondary Level,East,At least once per month,0.07292,52,448,0.04881,0.09702
1992,Lower Secondary Level,East,Seldom,0.12353,67,448,0.09303,0.15404
1992,Lower Secondary Level,East,Never,0.66242,242,448,0.61858,0.70625
1992,Upper Secondary Level,West,At least once per week,0.08020,400,4428,0.07220,0.08820
1992,Upper Secondary Level,West,At least once per month,0.14149,700,4428,0.13122,0.15175
1992,Upper Secondary Level,West,Seldom,0.38898,1729,4428,0.37462,0.40334
1992,Upper Secondary Level,West,Never,0.38934,1599,4428,0.37497,0.40370
1992,Upper Secondary Level,East,At least once per week,0.05812,120,2198,0.04834,0.06790
1992,Upper Secondary Level,East,At least once per month,0.09839,214,2198,0.08593,0.11084
1992,Upper Secondary Level,East,Seldom,0.39019,950,2198,0.36979,0.41059
1992,Upper Secondary Level,East,Never,0.45330,914,2198,0.43249,0.47412
1992,Post-secondary Non-tertiary Level,West,At least once per week,0.14681,46,315,0.10767,0.18596
1992,Post-secondary Non-tertiary Level,West,At least once per month,0.25417,65,315,0.20602,0.30233
1992,Post-secondary Non-tertiary Level,West,Seldom,0.37387,125,315,0.32035,0.42738
1992,Post-secondary Non-tertiary Level,West,Never,0.22515,79,315,0.17895,0.27134
1992,Post-secondary Non-tertiary Level,East,Seldom,0.42103,31,31,0.24435,0.59771
1992,First Stage of Tertiary Education,West,At least once per month,0.17107,96,502,0.13810,0.20405
1992,First Stage of Tertiary Education,West,Seldom,0.40926,231,502,0.36620,0.45232
1992,First Stage of Tertiary Education,West,Never,0.37590,175,502,0.33349,0.41831
1992,First Stage of Tertiary Education,East,Seldom,0.47622,126,212,0.40883,0.54361
1992,First Stage of Tertiary Education,East,Never,0.43032,86,212,0.36352,0.49713
1992,Second Stage of Tertiary Education,West,At least once per week,0.05424,43,736,0.03787,0.07062
1992,Second Stage of Tertiary Education,West,At least once per month,0.20796,149,736,0.17862,0.23730
1992,Second Stage of Tertiary Education,West,Seldom,0.43503,331,736,0.39918,0.47087
1992,Second Stage of Tertiary Education,West,Never,0.30278,213,736,0.26956,0.33599
1992,Second Stage of Tertiary Education,East,At least once per month,0.11279,93,888,0.09198,0.13361
1992,Second Stage of Tertiary Education,East,Seldom,0.54799,540,888,0.51523,0.58074
1992,Second Stage of Tertiary Education,East,Never,0.31425,255,888,0.28370,0.34480
1994,No answer / don't know,West,At least once per week,0.14780,32,201,0.09862,0.19699
1994,No answer / don't know,West,At least once per month,0.24997,41,201,0.18996,0.30998
1994,No answer / don't know,West,Seldom,0.31500,62,201,0.25062,0.37938
1994,No answer / don't know,West,Never,0.28722,66,201,0.22451,0.34993
1994,Pre-primary Level,West,At least once per week,0.47235,69,125,0.38447,0.56022
1994,Pre-primary Level,West,At least once per month,0.35412,56,125,0.26994,0.43830
1994,Pre-primary Level,East,At least once per week,0.41104,34,34,0.24317,0.57892
1994,Primary Level,West,Seldom,0.23092,115,500,0.19395,0.26790
1994,Primary Level,West,Never,0.66276,385,500,0.62128,0.70424
1994,Lower Secondary Level,West,At least once per week,0.07946,194,2052,0.06776,0.09117
1994,Lower Secondary Level,West,At least once per month,0.09225,223,2052,0.07972,0.10477
1994,Lower Secondary Level,West,Seldom,0.24041,544,2052,0.22192,0.25891
1994,Lower Secondary Level,West,Never,0.58788,1091,2052,0.56657,0.60918
1994,Lower Secondary Level,East,At least once per week,0.15050,81,399,0.11537,0.18563
1994,Lower Secondary Level,East,At least once per month,0.09037,52,399,0.06220,0.11854
1994,Lower Secondary Level,East,Seldom,0.11249,55,399,0.08145,0.14353
1994,Lower Secondary Level,East,Never,0.64664,211,399,0.59968,0.69360
1994,Upper Secondary Level,West,At least once per week,0.08195,412,4429,0.07387,0.09003
1994,Upper Secondary Level,West,At least once per month,0.14629,728,4429,0.13588,0.15670
1994,Upper Secondary Level,West,Seldom,0.40872,1822,4429,0.39424,0.42320
1994,Upper Secondary Level,West,Never,0.36304,1467,4429,0.34888,0.37721
1994,Upper Secondary Level,East,At least once per week,0.05766,125,2077,0.04764,0.06769
1994,Upper Secondary Level,East,At least once per month,0.09331,212,2077,0.08079,0.10582
1994,Upper Secondary Level,East,Seldom,0.37230,849,2077,0.35151,0.39310
1994,Upper Secondary Level,East,Never,0.47673,891,2077,0.45524,0.49821
1994,Post-secondary Non-tertiary Level,West,At least once per week,0.10766,35,316,0.07343,0.14189
1994,Post-secondary Non-tertiary Level,West,At least once per month,0.29472,86,316,0.24437,0.34506
1994,Post-secondary Non-tertiary Level,West,Seldom,0.39088,122,316,0.33699,0.44477
1994,Post-secondary Non-tertiary Level,West,Never,0.20675,73,316,0.16202,0.25147
1994,Post-secondary Non-tertiary Level,East,Seldom,0.43820,36,36,0.27382,0.60258
1994,First Stage of Tertiary Education,West,At least once per month,0.13610,84,484,0.10552,0.16668
1994,First Stage of Tertiary Education,West,Seldom,0.49538,257,484,0.45079,0.53997
1994,First Stage of Tertiary Education,West,Never,0.31226,143,484,0.27093,0.35358
1994,First Stage of Tertiary Education,East,Seldom,0.45562,113,195,0.38553,0.52570
1994,First Stage of Tertiary Education,East,Never,0.39559,82,195,0.32678,0.46440
1994,Second Stage of Tertiary Education,West,At least once per week,0.05248,44,791,0.03693,0.06802
1994,Second Stage of Tertiary Education,West,At least once per month,0.22567,184,791,0.19652,0.25482
1994,Second Stage of Tertiary Education,West,Seldom,0.46960,381,791,0.43480,0.50440
1994,Second Stage of Tertiary Education,West,Never,0.25225,182,791,0.22197,0.28254
1994,Second Stage of Tertiary Education,East,At least once per month,0.09143,81,833,0.07185,0.11102
1994,Second Stage of Tertiary Education,East,Seldom,0.54502,500,833,0.51119,0.57886
1994,Second Stage of Tertiary Education,East,Never,0.33676,252,833,0.30465,0.36887
1995,No answer / don't know,West,At least once per week,0.20484,38,242,0.15388,0.25579
1995,No answer / don't know,West,At least once per month,0.20931,47,242,0.15795,0.26067
1995,No answer / don't know,West,Seldom,0.22554,59,242,0.17277,0.27831
1995,No answer / don't know,West,Never,0.36031,98,242,0.29970,0.42093
1995,Pre-primary Level,West,At least once per week,0.44166,81,179,0.36871,0.51462
1995,Pre-primary Level,West,At least once per month,0.36317,67,179,0.29252,0.43382
1995,Pre-primary Level,West,Seldom,0.15094,31,179,0.09835,0.20354
1995,Pre-primary Level,East,At least once per week,0.40959,39,72,0.29520,0.52398
1995,Pre-primary Level,East,At least once per month,0.34490,33,72,0.23433,0.45547
1995,Primary Level,West,Seldom,0.15747,71,484,0.12498,0.18995
1995,Primary Level,West,Never,0.74565,413,484,0.70681,0.78449
1995,Lower Secondary Level,West,At least once per week,0.06913,177,2105,0.05829,0.07997
1995,Lower Secondary Level,West,At least once per month,0.08588,233,2105,0.07391,0.09785
1995,Lower Secondary Level,West,Seldom,0.21506,479,2105,0.19750,0.23262
1995,Lower Secondary Level,West,Never,0.62993,1216,2105,0.60930,0.65056
1995,Lower Secondary Level,East,At least once per week,0.13438,72,377,0.09990,0.16885
1995,Lower Secondary Level,East,At least once per month,0.08518,48,377,0.05697,0.11340
1995,Lower Secondary Level,East,Seldom,0.13261,66,377,0.09833,0.16689
1995,Lower Secondary Level,East,Never,0.64783,191,377,0.59955,0.69611
1995,Upper Secondary Level,West,At least once per week,0.05417,309,4650,0.04767,0.06068
1995,Upper Secondary Level,West,At least once per month,0.13573,715,4650,0.12588,0.14557
1995,Upper Secondary Level,West,Seldom,0.36431,1742,4650,0.35048,0.37814
1995,Upper Secondary Level,West,Never,0.44579,1884,4650,0.43150,0.46008
1995,Upper Secondary Level,East,At least once per week,0.04433,98,2040,0.03540,0.05327
1995,Upper Secondary Level,East,At least once per month,0.10713,244,2040,0.09370,0.12055
1995,Upper Secondary Level,East,Seldom,0.36180,827,2040,0.34095,0.38266
1995,Upper Secondary Level,East,Never,0.48673,871,2040,0.46504,0.50843
1995,Post-secondary Non-tertiary Level,West,At least once per month,0.28735,102,378,0.24167,0.33303
1995,Post-secondary Non-tertiary Level,West,Seldom,0.39261,150,378,0.34331,0.44190
1995,Post-secondary Non-tertiary Level,West,Never,0.26423,126,378,0.21972,0.30874
1995,Post-secondary Non-tertiary Level,East,Seldom,0.37632,31,31,0.20296,0.54969
1995,First Stage of Tertiary Education,West,At least once per month,0.15846,85,504,0.12654,0.19037
1995,First Stage of Tertiary Education,West,Seldom,0.36024,219,504,0.31829,0.40220
1995,First Stage of Tertiary Education,West,Never,0.45498,200,504,0.41146,0.49850
1995,First Stage of Tertiary Education,East,Seldom,0.32599,94,195,0.26003,0.39195
1995,First Stage of Tertiary Education,East,Never,0.54649,101,195,0.47644,0.61655
1995,Second Stage of Tertiary Education,West,At least once per week,0.04002,43,914,0.02731,0.05274
1995,Second Stage of Tertiary Education,West,At least once per month,0.19409,179,914,0.16843,0.21974
1995,Second Stage of Tertiary Education,West,Seldom,0.45328,425,914,0.42099,0.48557
1995,Second Stage of Tertiary Education,West,Never,0.31261,267,914,0.28254,0.34268
1995,Second Stage of Tertiary Education,East,At least once per month,0.08857,86,825,0.06917,0.10797
1995,Second Stage of Tertiary Education,East,Seldom,0.48596,449,825,0.45183,0.52008
1995,Second Stage of Tertiary Education,East,Never,0.41142,290,825,0.37782,0.44502
1996,No answer / don't know,West,At least once per month,0.25541,60,201,0.19497,0.31585
1996,No answer / don't know,West,Seldom,0.37812,80,201,0.31091,0.44533
1996,No answer / don't know,West,Never,0.22179,61,201,0.16421,0.27937
1996,Pre-primary Level,West,At least once per week,0.44631,75,187,0.37487,0.51775
1996,Pre-primary Level,West,At least once per month,0.41078,80,187,0.34008,0.48149
1996,Pre-primary Level,West,Seldom,0.12242,32,187,0.07532,0.16953
1996,Pre-primary Level,East,At least once per week,0.35733,39,78,0.25029,0.46437
1996,Pre-primary Level,East,At least once per month,0.39294,39,78,0.28385,0.50203
1996,Primary Level,West,Seldom,0.26189,108,441,0.22081,0.30298
1996,Primary Level,West,Never,0.63356,333,441,0.58854,0.67858
1996,Lower Secondary Level,West,At least once per week,0.07656,173,2002,0.06491,0.08821
1996,Lower Secondary Level,West,At least once per month,0.10506,256,2002,0.09163,0.11850
1996,Lower Secondary Level,West,Seldom,0.26735,572,2002,0.24796,0.28674
1996,Lower Secondary Level,West,Never,0.55103,1001,2002,0.52923,0.57282
1996,Lower Secondary Level,East,At least once per week,0.12116,69,365,0.08764,0.15468
1996,Lower Secondary Level,East,At least once per month,0.11527,50,365,0.08246,0.14807
1996,Lower Secondary Level,East,Seldom,0.21120,89,365,0.16927,0.25313
1996,Lower Secondary Level,East,Never,0.55237,157,365,0.50129,0.60346
1996,Upper Secondary Level,West,At least once per week,0.08785,439,4563,0.07964,0.09607
1996,Upper Secondary Level,West,At least once per month,0.16520,849,4563,0.15442,0.17598
1996,Upper Secondary Level,West,Seldom,0.40082,1863,4563,0.38660,0.41504
1996,Upper Secondary Level,West,Never,0.34613,1412,4563,0.33232,0.35994
1996,Upper Secondary Level,East,At least once per week,0.05595,126,2026,0.04594,0.06596
1996,Upper Secondary Level,East,At least once per month,0.15285,321,2026,0.13717,0.16852
1996,Upper Secondary Level,East,Seldom,0.41113,914,2026,0.38969,0.43256
1996,Upper Secondary Level,East,Never,0.38007,665,2026,0.35893,0.40121
1996,Post-secondary Non-tertiary Level,West,At least once per week,0.09831,35,396,0.06895,0.12767
1996,Post-secondary Non-tertiary Level,West,At least once per month,0.30454,107,396,0.25916,0.34993
1996,Post-secondary Non-tertiary Level,West,Seldom,0.38113,164,396,0.33324,0.42903
1996,Post-secondary Non-tertiary Level,West,Never,0.21601,90,396,0.17543,0.25660
1996,Post-secondary Non-tertiary Level,East,Seldom,0.42309,32,32,0.24917,0.59701
1996,First Stage of Tertiary Education,West,At least once per month,0.20987,123,499,0.17411,0.24564
1996,First Stage of Tertiary Education,West,Seldom,0.45649,251,499,0.41274,0.50024
1996,First Stage of Tertiary Education,West,Never,0.27776,125,499,0.23842,0.31710
1996,First Stage of Tertiary Education,East,At least once per month,0.13498,33,217,0.08941,0.18055
1996,First Stage of Tertiary Education,East,Seldom,0.48850,125,217,0.42184,0.55516
1996,First Stage of Tertiary Education,East,Never,0.31319,59,217,0.25133,0.37504
1996,Second Stage of Tertiary Education,West,At least once per week,0.05549,59,921,0.04070,0.07029
1996,Second Stage of Tertiary Education,West,At least once per month,0.23131,225,921,0.20406,0.25856
1996,Second Stage of Tertiary Education,West,Seldom,0.47694,449,921,0.44467,0.50922
1996,Second Stage of Tertiary Education,West,Never,0.23626,188,921,0.20881,0.26371
1996,Second Stage of Tertiary Education,East,At least once per month,0.14613,132,812,0.12182,0.17044
1996,Second Stage of Tertiary Education,East,Seldom,0.54575,483,812,0.51148,0.58001
1996,Second Stage of Tertiary Education,East,Never,0.27913,197,812,0.24826,0.31001
1997,No answer / don't know,West,At least once per month,0.26514,57,201,0.20396,0.32632
1997,No answer / don't know,West,Seldom,0.38531,81,201,0.31786,0.45275
1997,No answer / don't know,West,Never,0.23234,63,201,0.17381,0.29087
1997,Pre-primary Level,West,At least once per week,0.36685,74,197,0.29937,0.43432
1997,Pre-primary Level,West,At least once per month,0.40285,79,197,0.33418,0.47151
1997,Pre-primary Level,West,Seldom,0.20134,44,197,0.14520,0.25748
1997,Pre-primary Level,East,At least once per week,0.37552,38,77,0.26664,0.48439
1997,Pre-primary Level,East,At least once per month,0.30344,39,77,0.20008,0.40681
1997,Primary Level,West,Seldom,0.21336,91,415,0.17390,0.25282
1997,Primary Level,West,Never,0.70375,324,415,0.65976,0.74773
1997,Lower Secondary Level,West,At least once per week,0.06818,156,1960,0.05702,0.07934
1997,Lower Secondary Level,West,At least once per month,0.11399,268,1960,0.09992,0.12806
1997,Lower Secondary Level,West,Seldom,0.25944,560,1960,0.24003,0.27885
1997,Lower Secondary Level,West,Never,0.55839,976,1960,0.53640,0.58038
1997,Lower Secondary Level,East,At least once per week,0.13244,64,347,0.09672,0.16816
1997,Lower Secondary Level,East,At least once per month,0.12458,54,347,0.08978,0.15938
1997,Lower Secondary Level,East,Seldom,0.13914,62,347,0.10267,0.17561
1997,Lower Secondary Level,East,Never,0.60384,167,347,0.55230,0.65537
1997,Upper Secondary Level,West,At least once per week,0.07507,374,4458,0.06734,0.08281
1997,Upper Secondary Level,West,At least once per month,0.15947,793,4458,0.14873,0.17022
1997,Upper Secondary Level,West,Seldom,0.40385,1821,4458,0.38945,0.41826
1997,Upper Secondary Level,West,Never,0.36160,1470,4458,0.34749,0.37570
1997,Upper Secondary Level,East,At least once per week,0.06388,135,1968,0.05307,0.07468
1997,Upper Secondary Level,East,At least once per month,0.13423,286,1968,0.11917,0.14930
1997,Upper Secondary Level,East,Seldom,0.41689,879,1968,0.39510,0.43868
1997,Upper Secondary Level,East,Never,0.38500,668,1968,0.36349,0.40650
1997,Post-secondary Non-tertiary Level,West,At least once per week,0.09991,37,376,0.06956,0.13027
1997,Post-secondary Non-tertiary Level,West,At least once per month,0.29581,96,376,0.24962,0.34201
1997,Post-secondary Non-tertiary Level,West,Seldom,0.41790,156,376,0.36798,0.46782
1997,Post-secondary Non-tertiary Level,West,Never,0.18638,87,376,0.14696,0.22579
1997,Post-secondary Non-tertiary Level,East,Seldom,0.41037,36,36,0.24740,0.57333
1997,First Stage of Tertiary Education,West,At least once per month,0.17756,95,494,0.14382,0.21129
1997,First Stage of Tertiary Education,West,Seldom,0.46566,257,494,0.42162,0.50969
1997,First Stage of Tertiary Education,West,Never,0.31457,142,494,0.27358,0.35556
1997,First Stage of Tertiary Education,East,At least once per month,0.13677,37,218,0.09105,0.18248
1997,First Stage of Tertiary Education,East,Seldom,0.47224,119,218,0.40582,0.53867
1997,First Stage of Tertiary Education,East,Never,0.33963,62,218,0.27661,0.40264
1997,Second Stage of Tertiary Education,West,At least once per week,0.07817,71,924,0.06085,0.09549
1997,Second Stage of Tertiary Education,West,At least once per month,0.22562,213,924,0.19865,0.25259
1997,Second Stage of Tertiary Education,West,Seldom,0.44296,437,924,0.41091,0.47501
1997,Second Stage of Tertiary Education,West,Never,0.25325,203,924,0.22519,0.28130
1997,Second Stage of Tertiary Education,East,At least once per month,0.15014,146,806,0.12547,0.17482
1997,Second Stage of Tertiary Education,East,Seldom,0.50612,451,806,0.47158,0.54066
1997,Second Stage of Tertiary Education,East,Never,0.30140,209,806,0.26970,0.33310
1998,No answer / don't know,West,At least once per month,0.20074,98,472,0.16456,0.23691
1998,No answer / don't know,West,Seldom,0.30503,156,472,0.26345,0.34662
1998,No answer / don't know,West,Never,0.44044,218,472,0.39560,0.48527
1998,No answer / don't know,East,Never,0.37149,34,34,0.20663,0.53636
1998,Pre-primary Level,West,At least once per week,0.31133,67,214,0.24915,0.37352
1998,Pre-primary Level,West,At least once per month,0.44868,101,214,0.38188,0.51547
1998,Pre-primary Level,West,Seldom,0.20283,46,214,0.14882,0.25683
1998,Pre-primary Level,East,At least once per month,0.42223,47,47,0.27949,0.56496
