year,age_gr,pgisced97,pli0091_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Pre-primary Level,At least once per month,0.34946236559139787,14443,0.3416862307112404,0.35723850047155536
1985,17-29 y.,Pre-primary Level,At least once per week,0.34946236559139787,14443,0.3416862307112404,0.35723850047155536
1985,17-29 y.,Pre-primary Level,Seldom,0.23118279569892472,14443,0.22430709967729862,0.23805849172055082
1985,17-29 y.,Pre-primary Level,Never,0.06989247311827956,14443,0.0657342369724979,0.07405070926406122
1985,17-29 y.,Primary Level,Never,0.45,14443,0.44188637432748507,0.45811362567251496
1985,17-29 y.,Primary Level,Seldom,0.34375,14443,0.33600389504065903,0.35149610495934097
1985,17-29 y.,Primary Level,At least once per week,0.10625,14443,0.10122426179009934,0.11127573820990065
1985,17-29 y.,Primary Level,At least once per month,0.1,14443,0.09510729962815871,0.1048927003718413
1985,17-29 y.,Lower Secondary Level,Seldom,0.2807570977917981,14443,0.27342833727617977,0.2880858583074164
1985,17-29 y.,Lower Secondary Level,At least once per month,0.27129337539432175,14443,0.26404195106937584,0.27854479971926766
1985,17-29 y.,Lower Secondary Level,At least once per week,0.26498422712933756,14443,0.2577866602822674,0.27218179397640774
1985,17-29 y.,Lower Secondary Level,Never,0.1829652996845426,14443,0.1766596188874648,0.1892709804816204
1985,17-29 y.,Upper Secondary Level,Seldom,0.35,14443,0.3422211021908555,0.35777889780914446
1985,17-29 y.,Upper Secondary Level,At least once per month,0.28661971830985916,14443,0.27924507620477396,0.29399436041494437
1985,17-29 y.,Upper Secondary Level,At least once per week,0.23732394366197182,14443,0.2303854020036033,0.24426248532034034
1985,17-29 y.,Upper Secondary Level,Never,0.126056338028169,14443,0.12064317100321978,0.13146950505311825
1985,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.37735849056603776,14443,0.3694530975831418,0.3852638835489337
1985,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.2830188679245283,14443,0.2756722251350805,0.2903655107139761
1985,17-29 y.,Post-secondary Non-tertiary Level,Never,0.1792452830188679,14443,0.17298984209117024,0.18550072394656558
1985,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.16037735849056603,14443,0.15439267806639345,0.1663620389147386
1985,17-29 y.,First Stage of Tertiary Education,Seldom,0.36936936936936937,14443,0.36149808984490334,0.3772406488938354
1985,17-29 y.,First Stage of Tertiary Education,At least once per month,0.2972972972972973,14443,0.28984296655312775,0.3047516280414669
1985,17-29 y.,First Stage of Tertiary Education,At least once per week,0.2072072072072072,14443,0.20059708268221582,0.21381733173219858
1985,17-29 y.,First Stage of Tertiary Education,Never,0.12612612612612611,14443,0.12071167706910489,0.13154057518314732
1985,17-29 y.,Second Stage of Tertiary Education,Seldom,0.42735042735042733,14443,0.41928246417113163,0.43541839052972303
1985,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.23076923076923078,14443,0.2238978401005862,0.23764062143787537
1985,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.23076923076923078,14443,0.2238978401005862,0.23764062143787537
1985,17-29 y.,Second Stage of Tertiary Education,Never,0.1111111111111111,14443,0.10598568650186233,0.11623653572035988
1985,30-45 y.,Primary Level,Never,0.7641509433962265,14443,0.7572273107945643,0.7710745759978886
1985,30-45 y.,Primary Level,Seldom,0.13522012578616352,14443,0.12964312352654975,0.1407971280457773
1985,30-45 y.,Primary Level,At least once per month,0.07861635220125786,14443,0.07422696330927972,0.083005741093236
1985,30-45 y.,Primary Level,At least once per week,0.0220125786163522,14443,0.019619651559659928,0.024405505673044472
1985,30-45 y.,Lower Secondary Level,Never,0.5407407407407407,14443,0.5326133550114791,0.5488681264700024
1985,30-45 y.,Lower Secondary Level,Seldom,0.3288888888888889,14443,0.3212267648002567,0.3365510129775211
1985,30-45 y.,Lower Secondary Level,At least once per month,0.09481481481481481,14443,0.09003694639834187,0.09959268323128775
1985,30-45 y.,Lower Secondary Level,At least once per week,0.035555555555555556,14443,0.03253546678831836,0.03857564432279275
1985,30-45 y.,Upper Secondary Level,Seldom,0.49056603773584906,14443,0.48241298874062344,0.4987190867310747
1985,30-45 y.,Upper Secondary Level,Never,0.33276157804459694,14443,0.3250767442949104,0.3404464117942835
1985,30-45 y.,Upper Secondary Level,At least once per month,0.1183533447684391,14443,0.11308511247892498,0.12362157705795322
1985,30-45 y.,Upper Secondary Level,At least once per week,0.058319039451114926,14443,0.05449709437451043,0.06214098452771942
1985,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.4117647058823529,14443,0.4037381827001411,0.41979122906456473
1985,30-45 y.,Post-secondary Non-tertiary Level,Never,0.3058823529411765,14443,0.29836748903702753,0.31339721684532545
1985,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.18823529411764706,14443,0.18186010640582823,0.1946104818294659
1985,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.09411764705882353,14443,0.08935554393237893,0.09887975018526812
1985,30-45 y.,First Stage of Tertiary Education,Seldom,0.5458515283842795,14443,0.5377313875890148,0.5539716691795442
1985,30-45 y.,First Stage of Tertiary Education,Never,0.25327510917030566,14443,0.24618253419549324,0.2603676841451181
1985,30-45 y.,First Stage of Tertiary Education,At least once per month,0.12663755458515283,14443,0.12121372694222426,0.1320613822280814
1985,30-45 y.,First Stage of Tertiary Education,At least once per week,0.07423580786026202,14443,0.06996033381302415,0.07851128190749988
1985,30-45 y.,Second Stage of Tertiary Education,Seldom,0.5,14443,0.4918454993802645,0.5081545006197354
1985,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.21787709497206703,14443,0.21114468342644338,0.22460950651769068
1985,30-45 y.,Second Stage of Tertiary Education,Never,0.19553072625698323,14443,0.1890624344682426,0.20199901804572384
1985,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.08659217877094973,14443,0.08200549221586897,0.09117886532603048
1985,46-65 y.,Primary Level,Never,0.8048048048048048,14443,0.7983407175875459,0.8112688920220636
1985,46-65 y.,Primary Level,Seldom,0.15615615615615616,14443,0.15023593454417747,0.16207637776813485
1985,46-65 y.,Primary Level,At least once per month,0.03003003003003003,14443,0.027246573819260943,0.03281348624079912
1985,46-65 y.,Primary Level,At least once per week,0.009009009009009009,14443,0.007468015783353592,0.010550002234664426
1985,46-65 y.,Lower Secondary Level,Never,0.7022357723577236,14443,0.6947780690589734,0.7096934756564738
1985,46-65 y.,Lower Secondary Level,Seldom,0.2347560975609756,14443,0.2278435879945244,0.2416686071274268
1985,46-65 y.,Lower Secondary Level,At least once per month,0.03861788617886179,14443,0.03547542707971452,0.041760345278009064
1985,46-65 y.,Lower Secondary Level,At least once per week,0.024390243902439025,14443,0.021874459010768905,0.026906028794109145
1985,46-65 y.,Upper Secondary Level,Never,0.6075601374570446,14443,0.5995965535730317,0.6155237213410576
1985,46-65 y.,Upper Secondary Level,Seldom,0.3037800687285223,14443,0.2962797411837003,0.3112803962733443
1985,46-65 y.,Upper Secondary Level,At least once per month,0.0577319587628866,14443,0.05392811436769499,0.06153580315807821
