year,bula_h,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Very important,0.53330,179,234,0.46924,0.59736
1990,Schleswig-Holstein,Important,0.17226,55,234,0.12377,0.22075
1990,Hamburg,Very important,0.51264,82,82,0.40378,0.62149
1990,Lower Saxony,Very important,0.51841,566,809,0.48396,0.55287
1990,Lower Saxony,Important,0.21239,203,809,0.18419,0.24060
1990,Lower Saxony,Unimportant,0.05061,40,809,0.03549,0.06572
1990,Bremen,Very important,0.52900,63,63,0.40475,0.65325
1990,North Rhine-Westphalia,Very important,0.50994,1336,1908,0.48750,0.53238
1990,North Rhine-Westphalia,Important,0.18613,448,1908,0.16866,0.20360
1990,North Rhine-Westphalia,Less important,0.03149,67,1908,0.02365,0.03933
1990,North Rhine-Westphalia,Unimportant,0.03350,57,1908,0.02542,0.04157
1990,Hesse,Very important,0.46358,427,633,0.42470,0.50246
1990,Hesse,Important,0.20711,170,633,0.17552,0.23871
1990,Hesse,Less important,0.04740,36,633,0.03083,0.06396
1990,"Rhineland-Palatinate, Saarland",Very important,0.48665,364,512,0.44331,0.52999
1990,"Rhineland-Palatinate, Saarland",Important,0.23718,148,512,0.20030,0.27406
1990,Baden-Wuerttemberg,Very important,0.47481,783,1135,0.44574,0.50387
1990,Baden-Wuerttemberg,Important,0.18702,272,1135,0.16432,0.20971
1990,Baden-Wuerttemberg,Less important,0.03231,43,1135,0.02202,0.04260
1990,Baden-Wuerttemberg,Unimportant,0.03510,37,1135,0.02439,0.04582
1990,Bavaria,Very important,0.46216,800,1260,0.43462,0.48970
1990,Bavaria,Important,0.23187,353,1260,0.20856,0.25518
1990,Bavaria,Less important,0.04853,65,1260,0.03666,0.06040
1990,Bavaria,Unimportant,0.03739,42,1260,0.02691,0.04787
1990,Berlin,Very important,0.25532,138,209,0.19606,0.31458
1990,Berlin,Important,0.16768,71,209,0.11691,0.21846
1992,Schleswig-Holstein,Very important,0.51803,173,227,0.45289,0.58318
1992,Schleswig-Holstein,Important,0.17002,54,227,0.12104,0.21899
1992,Hamburg,Very important,0.53776,83,83,0.42984,0.64567
1992,Lower Saxony,Very important,0.53639,602,804,0.50190,0.57088
1992,Lower Saxony,Important,0.17336,168,804,0.14718,0.19954
1992,Lower Saxony,Unimportant,0.04711,34,804,0.03246,0.06177
1992,Bremen,Very important,0.55199,61,61,0.42615,0.67782
1992,North Rhine-Westphalia,Very important,0.49931,1342,1875,0.47667,0.52195
1992,North Rhine-Westphalia,Important,0.18382,421,1875,0.16629,0.20136
1992,North Rhine-Westphalia,Less important,0.02874,59,1875,0.02118,0.03631
1992,North Rhine-Westphalia,Unimportant,0.03096,53,1875,0.02312,0.03881
1992,Hesse,Very important,0.48804,433,610,0.44834,0.52774
1992,Hesse,Important,0.20742,177,610,0.17522,0.23962
1992,"Rhineland-Palatinate, Saarland",Very important,0.47039,344,503,0.42672,0.51405
