year,quintil_oecd,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.36674,657,1088,0.33809,0.39539
1990,1st Quintile,Important,0.19115,293,1088,0.16777,0.21452
1990,1st Quintile,Less important,0.04011,54,1088,0.02845,0.05178
1990,1st Quintile,Unimportant,0.07048,84,1088,0.05527,0.08570
1990,2nd Quintile,Very important,0.44160,872,1314,0.41474,0.46846
1990,2nd Quintile,Important,0.19433,340,1314,0.17292,0.21573
1990,2nd Quintile,Less important,0.03587,56,1314,0.02581,0.04593
1990,2nd Quintile,Unimportant,0.03796,46,1314,0.02762,0.04829
1990,3rd Quintile,Very important,0.48434,948,1396,0.45812,0.51057
1990,3rd Quintile,Important,0.20159,348,1396,0.18054,0.22264
1990,3rd Quintile,Less important,0.03747,57,1396,0.02750,0.04743
1990,3rd Quintile,Unimportant,0.03265,43,1396,0.02332,0.04197
1990,4th Quintile,Very important,0.55512,1096,1580,0.53061,0.57963
1990,4th Quintile,Important,0.21712,384,1580,0.19679,0.23746
1990,4th Quintile,Less important,0.04029,60,1580,0.03059,0.04999
1990,4th Quintile,Unimportant,0.02954,40,1580,0.02119,0.03790
1990,5th Quintile,Very important,0.59783,1165,1660,0.57423,0.62143
1990,5th Quintile,Important,0.21633,394,1660,0.19652,0.23615
1990,5th Quintile,Less important,0.04077,61,1660,0.03126,0.05029
1990,5th Quintile,Unimportant,0.02365,40,1660,0.01633,0.03096
1992,1st Quintile,Very important,0.40510,1464,2248,0.38480,0.42539
1992,1st Quintile,Important,0.17735,503,2248,0.16156,0.19314
1992,1st Quintile,Less important,0.03840,109,2248,0.03045,0.04634
1992,1st Quintile,Unimportant,0.08225,172,2248,0.07089,0.09361
1992,2nd Quintile,Very important,0.47707,1676,2271,0.45652,0.49762
1992,2nd Quintile,Important,0.15206,447,2271,0.13729,0.16683
1992,2nd Quintile,Less important,0.03161,82,2271,0.02441,0.03881
1992,2nd Quintile,Unimportant,0.03439,66,2271,0.02690,0.04189
1992,3rd Quintile,Very important,0.49434,1498,2080,0.47285,0.51583
1992,3rd Quintile,Important,0.17569,448,2080,0.15933,0.19205
1992,3rd Quintile,Less important,0.02881,67,2080,0.02162,0.03600
1992,3rd Quintile,Unimportant,0.03963,67,2080,0.03124,0.04801
1992,4th Quintile,Very important,0.55031,1537,2107,0.52907,0.57156
1992,4th Quintile,Important,0.19353,451,2107,0.17666,0.21040
1992,4th Quintile,Less important,0.03185,64,2107,0.02435,0.03935
1992,4th Quintile,Unimportant,0.02738,55,2107,0.02041,0.03435
1992,5th Quintile,Very important,0.60513,1571,2173,0.58458,0.62569
1992,5th Quintile,Important,0.20827,508,2173,0.19119,0.22535
1992,5th Quintile,Less important,0.03115,58,2173,0.02384,0.03845
1992,5th Quintile,Unimportant,0.02176,36,2173,0.01563,0.02790
1995,1st Quintile,Very important,0.38591,1222,1893,0.36398,0.40785
1995,1st Quintile,Important,0.17410,474,1893,0.15701,0.19118
1995,1st Quintile,Less important,0.04116,99,1893,0.03221,0.05011
1995,1st Quintile,Unimportant,0.05120,98,1893,0.04127,0.06114
1995,2nd Quintile,Very important,0.48002,1618,2252,0.45939,0.50066
1995,2nd Quintile,Important,0.15919,480,2252,0.14408,0.17431
1995,2nd Quintile,Less important,0.03127,69,2252,0.02408,0.03846
1995,2nd Quintile,Unimportant,0.04573,85,2252,0.03710,0.05435
1995,3rd Quintile,Very important,0.52774,1701,2313,0.50739,0.54809
1995,3rd Quintile,Important,0.16721,479,2313,0.15200,0.18243
1995,3rd Quintile,Less important,0.02836,68,2313,0.02159,0.03512
1995,3rd Quintile,Unimportant,0.03413,65,2313,0.02673,0.04154
1995,4th Quintile,Very important,0.55638,1679,2359,0.53633,0.57643
1995,4th Quintile,Important,0.20799,537,2359,0.19161,0.22437
1995,4th Quintile,Less important,0.03578,86,2359,0.02828,0.04327
1995,4th Quintile,Unimportant,0.02474,57,2359,0.01847,0.03101
1995,5th Quintile,Very important,0.62308,1693,2289,0.60323,0.64294
1995,5th Quintile,Important,0.18475,476,2289,0.16885,0.20065
1995,5th Quintile,Less important,0.04291,86,2289,0.03461,0.05121
1995,5th Quintile,Unimportant,0.01878,34,2289,0.01322,0.02434
2004,1st Quintile,Very important,0.40826,1845,3234,0.39132,0.42520
2004,1st Quintile,Important,0.25355,1011,3234,0.23855,0.26854
2004,1st Quintile,Less important,0.05887,221,3234,0.05075,0.06698
2004,1st Quintile,Unimportant,0.05009,157,3234,0.04257,0.05761
2004,2nd Quintile,Very important,0.48980,2465,3754,0.47381,0.50580
2004,2nd Quintile,Important,0.22053,1003,3754,0.20726,0.23379
2004,2nd Quintile,Less important,0.04253,176,3754,0.03607,0.04898
2004,2nd Quintile,Unimportant,0.03154,110,3754,0.02595,0.03713
2004,3rd Quintile,Very important,0.52230,2634,3889,0.50660,0.53800
2004,3rd Quintile,Important,0.21983,996,3889,0.20681,0.23285
2004,3rd Quintile,Less important,0.04425,169,3889,0.03778,0.05071
2004,3rd Quintile,Unimportant,0.02571,90,3889,0.02074,0.03069
2004,4th Quintile,Very important,0.56286,2965,4302,0.54804,0.57769
