year,sampreg,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,Very important,0.48895,4738,7041,0.47728,0.50063
1990,West,Important,0.20414,1761,7041,0.19473,0.21356
1990,West,Less important,0.03898,289,7041,0.03446,0.04350
1990,West,Unimportant,0.03885,253,7041,0.03433,0.04336
1992,West,Very important,0.49435,4862,6956,0.48260,0.50610
1992,West,Important,0.18695,1617,6956,0.17779,0.19612
1992,West,Less important,0.03166,235,6956,0.02755,0.03578
1992,West,Unimportant,0.03839,242,6956,0.03387,0.04290
1992,East,Very important,0.55321,2884,3924,0.53765,0.56877
1992,East,Important,0.15966,741,3924,0.14820,0.17112
1992,East,Less important,0.03509,145,3924,0.02933,0.04084
1992,East,Unimportant,0.05161,154,3924,0.04468,0.05853
1995,West,Very important,0.50461,5302,7469,0.49327,0.51595
1995,West,Important,0.17986,1679,7469,0.17115,0.18857
1995,West,Less important,0.03552,272,7469,0.03132,0.03972
1995,West,Unimportant,0.03291,216,7469,0.02886,0.03695
1995,East,Very important,0.55536,2611,3638,0.53921,0.57151
1995,East,Important,0.17402,768,3638,0.16170,0.18634
1995,East,Less important,0.03736,136,3638,0.03120,0.04352
1995,East,Unimportant,0.04324,123,3638,0.03663,0.04985
2004,West,Very important,0.51390,10857,16154,0.50620,0.52161
2004,West,Important,0.22544,4258,16154,0.21900,0.23189
2004,West,Less important,0.04340,684,16154,0.04026,0.04654
2004,West,Unimportant,0.02840,355,16154,0.02584,0.03096
2004,East,Very important,0.52111,3344,5177,0.50750,0.53472
2004,East,Important,0.25526,1444,5177,0.24338,0.26714
2004,East,Less important,0.04920,247,5177,0.04330,0.05509
2004,East,Unimportant,0.03560,142,5177,0.03055,0.04064
2008,West,Very important,0.50836,9477,14377,0.50019,0.51654
2008,West,Important,0.23284,3928,14377,0.22593,0.23975
2008,West,Less important,0.04892,639,14377,0.04539,0.05244
2008,West,Unimportant,0.02763,333,14377,0.02495,0.03031
2008,East,Very important,0.49546,2914,4726,0.48121,0.50972
2008,East,Important,0.27584,1449,4726,0.26310,0.28858
2008,East,Less important,0.05862,239,4726,0.05192,0.06532
2008,East,Unimportant,0.03480,124,4726,0.02957,0.04002
2012,West,Very important,0.50389,13797,21198,0.49716,0.51062
2012,West,Important,0.24253,5966,21198,0.23676,0.24830
2012,West,Less important,0.04521,934,21198,0.04241,0.04800
2012,West,Unimportant,0.02730,501,21198,0.02511,0.02949
2012,East,Very important,0.48472,3801,6121,0.47220,0.49724
2012,East,Important,0.27583,1831,6121,0.26463,0.28703
2012,East,Less important,0.05720,294,6121,0.05138,0.06302
2012,East,Unimportant,0.03436,195,6121,0.02980,0.03893
2016,West,Very important,0.50164,12337,19045,0.49453,0.50874
2016,West,Important,0.23866,5338,19045,0.23260,0.24471
2016,West,Less important,0.05527,924,19045,0.05203,0.05852
2016,West,Unimportant,0.02644,446,19045,0.02417,0.02872
2016,East,Very important,0.46931,3077,4982,0.45545,0.48317
2016,East,Important,0.25981,1454,4982,0.24763,0.27199
2016,East,Less important,0.06541,271,4982,0.05854,0.07227
2016,East,Unimportant,0.04110,180,4982,0.03559,0.04662
2021,West,Very important,0.47478,8277,13376,0.46632,0.48324
2021,West,Important,0.23989,3894,13376,0.23265,0.24713
2021,West,Less important,0.05651,830,13376,0.05259,0.06042
2021,West,Unimportant,0.03070,375,13376,0.02777,0.03362
2021,East,Very important,0.45654,2119,3570,0.44020,0.47288
2021,East,Important,0.24854,1064,3570,0.23436,0.26272
2021,East,Less important,0.07107,255,3570,0.06264,0.07950
2021,East,Unimportant,0.03962,132,3570,0.03322,0.04602
