year,age_gr,bula_h,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Very important,0.74834,52,52,0.62923,0.86744
1990,17-29 y.,Lower Saxony,Very important,0.64564,155,210,0.58079,0.71049
1990,17-29 y.,Lower Saxony,Important,0.23679,55,210,0.17915,0.29442
1990,17-29 y.,North Rhine-Westphalia,Very important,0.61667,342,462,0.57228,0.66105
1990,17-29 y.,North Rhine-Westphalia,Important,0.22195,120,462,0.18402,0.25988
1990,17-29 y.,Hesse,Very important,0.52014,104,152,0.44045,0.59983
1990,17-29 y.,Hesse,Important,0.28711,48,152,0.21495,0.35927
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Very important,0.54722,96,132,0.46198,0.63246
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.28542,36,132,0.20808,0.36276
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.59154,221,287,0.53457,0.64851
1990,17-29 y.,Baden-Wuerttemberg,Important,0.21384,66,287,0.16632,0.26136
1990,17-29 y.,Bavaria,Very important,0.58044,235,321,0.52637,0.63451
1990,17-29 y.,Bavaria,Important,0.24744,86,321,0.20016,0.29472
1990,17-29 y.,Berlin,Very important,0.33101,33,33,0.16796,0.49405
1990,30-45 y.,Schleswig-Holstein,Very important,0.74103,52,52,0.62080,0.86126
1990,30-45 y.,Lower Saxony,Very important,0.65913,158,204,0.59393,0.72434
1990,30-45 y.,Lower Saxony,Important,0.26171,46,204,0.20124,0.32218
1990,30-45 y.,North Rhine-Westphalia,Very important,0.70346,502,623,0.66757,0.73936
1990,30-45 y.,North Rhine-Westphalia,Important,0.19036,121,623,0.15951,0.22122
1990,30-45 y.,Hesse,Very important,0.62537,134,172,0.55282,0.69792
1990,30-45 y.,Hesse,Important,0.19673,38,172,0.13715,0.25632
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Very important,0.67152,103,103,0.58038,0.76267
1990,30-45 y.,Baden-Wuerttemberg,Very important,0.59932,237,321,0.54562,0.65301
1990,30-45 y.,Baden-Wuerttemberg,Important,0.24245,84,321,0.19550,0.28941
1990,30-45 y.,Bavaria,Very important,0.63485,251,344,0.58389,0.68580
1990,30-45 y.,Bavaria,Important,0.24465,93,344,0.19916,0.29014
1990,30-45 y.,Berlin,Very important,0.33363,48,48,0.19882,0.46843
1990,46-65 y.,Schleswig-Holstein,Very important,0.61095,60,60,0.48655,0.73535
1990,46-65 y.,Lower Saxony,Very important,0.63109,197,269,0.57332,0.68886
1990,46-65 y.,Lower Saxony,Important,0.23923,72,269,0.18816,0.29031
1990,46-65 y.,North Rhine-Westphalia,Very important,0.59949,363,522,0.55742,0.64157
1990,46-65 y.,North Rhine-Westphalia,Important,0.27107,159,522,0.23290,0.30923
1990,46-65 y.,Hesse,Very important,0.59586,137,194,0.52663,0.66510
1990,46-65 y.,Hesse,Important,0.25466,57,194,0.19319,0.31612
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Very important,0.59200,125,183,0.52059,0.66340
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Important,0.29667,58,183,0.23030,0.36303
1990,46-65 y.,Baden-Wuerttemberg,Very important,0.61128,244,328,0.55844,0.66411
1990,46-65 y.,Baden-Wuerttemberg,Important,0.23395,84,328,0.18806,0.27983
1990,46-65 y.,Bavaria,Very important,0.58425,234,340,0.53178,0.63671
1990,46-65 y.,Bavaria,Important,0.28597,106,340,0.23786,0.33407
1990,46-65 y.,Berlin,Very important,0.31879,45,45,0.18110,0.45649
1990,66 and older,Lower Saxony,Very important,0.44053,56,56,0.30932,0.57173
1990,66 and older,North Rhine-Westphalia,Very important,0.49710,129,213,0.42979,0.56440
1990,66 and older,North Rhine-Westphalia,Important,0.21691,48,213,0.16143,0.27239
1990,66 and older,North Rhine-Westphalia,Unimportant,0.19121,36,213,0.13827,0.24414
1990,66 and older,Hesse,Very important,0.40994,52,52,0.27495,0.54492
1990,66 and older,"Rhineland-Palatinate, Saarland",Very important,0.41718,40,40,0.26243,0.57194
1990,66 and older,Baden-Wuerttemberg,Very important,0.48410,81,119,0.39392,0.57427
1990,66 and older,Baden-Wuerttemberg,Important,0.22432,38,119,0.14905,0.29958
1990,66 and older,Bavaria,Very important,0.36218,80,148,0.28448,0.43988
1990,66 and older,Bavaria,Important,0.34591,68,148,0.26901,0.42280
1992,17-29 y.,Schleswig-Holstein,Very important,0.67796,39,39,0.52939,0.82652
1992,17-29 y.,Lower Saxony,Very important,0.67884,167,204,0.61461,0.74307
1992,17-29 y.,Lower Saxony,Important,0.17018,37,204,0.11848,0.22187
1992,17-29 y.,North Rhine-Westphalia,Very important,0.56377,318,422,0.51639,0.61114
1992,17-29 y.,North Rhine-Westphalia,Important,0.20727,104,422,0.16855,0.24599
1992,17-29 y.,Hesse,Very important,0.52836,101,157,0.45003,0.60670
1992,17-29 y.,Hesse,Important,0.29296,56,157,0.22154,0.36438
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Very important,0.55463,82,114,0.46300,0.64627
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.26369,32,114,0.18244,0.34493
1992,17-29 y.,Baden-Wuerttemberg,Very important,0.54727,215,293,0.49017,0.60436
1992,17-29 y.,Baden-Wuerttemberg,Important,0.25208,78,293,0.20228,0.30188
1992,17-29 y.,Bavaria,Very important,0.64513,270,340,0.59420,0.69607
1992,17-29 y.,Bavaria,Important,0.19633,70,340,0.15404,0.23861
1992,17-29 y.,Berlin,Very important,0.51999,74,107,0.42488,0.61510
1992,17-29 y.,Berlin,Important,0.29678,33,107,0.20981,0.38375
1992,17-29 y.,Brandenburg,Very important,0.62393,97,130,0.54033,0.70752
1992,17-29 y.,Brandenburg,Important,0.24966,33,130,0.17497,0.32435
1992,17-29 y.,Mecklenburg-Western Pomerania,Very important,0.79177,73,73,0.69798,0.88556
1992,17-29 y.,Saxony,Very important,0.74154,179,222,0.68383,0.79926
1992,17-29 y.,Saxony,Important,0.17239,43,222,0.12259,0.22219
1992,17-29 y.,Saxony-Anhalt,Very important,0.63755,113,166,0.56420,0.71090
1992,17-29 y.,Saxony-Anhalt,Important,0.26781,53,166,0.20024,0.33538
1992,17-29 y.,Thuringa,Very important,0.64173,111,157,0.56649,0.71697
1992,17-29 y.,Thuringa,Important,0.25630,46,157,0.18779,0.32481
1992,30-45 y.,Schleswig-Holstein,Very important,0.76115,57,57,0.64948,0.87283
1992,30-45 y.,Hamburg,Very important,0.81942,34,34,0.68817,0.95066
1992,30-45 y.,Lower Saxony,Very important,0.74595,179,217,0.68789,0.80400
1992,30-45 y.,Lower Saxony,Important,0.16612,38,217,0.11648,0.21575
1992,30-45 y.,North Rhine-Westphalia,Very important,0.70674,529,650,0.67171,0.74177
1992,30-45 y.,North Rhine-Westphalia,Important,0.18627,121,650,0.15631,0.21622
1992,30-45 y.,Hesse,Very important,0.63561,140,181,0.56531,0.70592
1992,30-45 y.,Hesse,Important,0.19703,41,181,0.13893,0.25514
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Very important,0.70202,127,159,0.63070,0.77334
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.20274,32,159,0.14005,0.26543
1992,30-45 y.,Baden-Wuerttemberg,Very important,0.60852,241,311,0.55419,0.66286
1992,30-45 y.,Baden-Wuerttemberg,Important,0.19655,70,311,0.15231,0.24079
1992,30-45 y.,Bavaria,Very important,0.69110,308,383,0.64476,0.73743
1992,30-45 y.,Bavaria,Important,0.19187,75,383,0.15239,0.23136
1992,30-45 y.,Berlin,Very important,0.65684,137,175,0.58630,0.72738
1992,30-45 y.,Berlin,Important,0.24612,38,175,0.18212,0.31013
1992,30-45 y.,Brandenburg,Very important,0.75422,197,239,0.69952,0.80892
1992,30-45 y.,Brandenburg,Important,0.19719,42,239,0.14664,0.24774
1992,30-45 y.,Mecklenburg-Western Pomerania,Very important,0.75186,118,118,0.67359,0.83012
1992,30-45 y.,Saxony,Very important,0.74194,325,399,0.69895,0.78493
1992,30-45 y.,Saxony,Important,0.20569,74,399,0.16598,0.24540
1992,30-45 y.,Saxony-Anhalt,Very important,0.77531,221,265,0.72496,0.82565
1992,30-45 y.,Saxony-Anhalt,Important,0.16216,44,265,0.11770,0.20662
1992,30-45 y.,Thuringa,Very important,0.83308,201,201,0.78140,0.88477
1992,46-65 y.,Schleswig-Holstein,Very important,0.64569,57,57,0.52041,0.77096
1992,46-65 y.,Lower Saxony,Very important,0.63160,197,264,0.57330,0.68989
1992,46-65 y.,Lower Saxony,Important,0.23814,67,264,0.18666,0.28962
1992,46-65 y.,North Rhine-Westphalia,Very important,0.62224,370,492,0.57936,0.66513
1992,46-65 y.,North Rhine-Westphalia,Important,0.22277,122,492,0.18596,0.25958
1992,46-65 y.,Hesse,Very important,0.59029,129,186,0.51943,0.66116
1992,46-65 y.,Hesse,Important,0.26258,57,186,0.19917,0.32599
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Very important,0.52273,94,153,0.44333,0.60214
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Important,0.34228,59,153,0.26685,0.41771
1992,46-65 y.,Baden-Wuerttemberg,Very important,0.59627,232,304,0.54102,0.65152
1992,46-65 y.,Baden-Wuerttemberg,Important,0.20658,72,304,0.16099,0.25217
1992,46-65 y.,Bavaria,Very important,0.59666,237,331,0.54373,0.64959
1992,46-65 y.,Bavaria,Important,0.23995,94,331,0.19387,0.28602
1992,46-65 y.,Berlin,Very important,0.57564,110,150,0.49628,0.65500
1992,46-65 y.,Berlin,Important,0.25022,40,150,0.18067,0.31977
1992,46-65 y.,Brandenburg,Very important,0.71503,148,191,0.65084,0.77922
1992,46-65 y.,Brandenburg,Important,0.20142,43,191,0.14439,0.25845
1992,46-65 y.,Mecklenburg-Western Pomerania,Very important,0.69150,108,140,0.61471,0.76828
1992,46-65 y.,Mecklenburg-Western Pomerania,Important,0.25961,32,140,0.18673,0.33250
1992,46-65 y.,Saxony,Very important,0.76016,291,357,0.71581,0.80452
1992,46-65 y.,Saxony,Important,0.17182,66,357,0.13263,0.21100
1992,46-65 y.,Saxony-Anhalt,Very important,0.74536,173,211,0.68644,0.80429
1992,46-65 y.,Saxony-Anhalt,Important,0.18411,38,211,0.13169,0.23653
1992,46-65 y.,Thuringa,Very important,0.72509,154,154,0.65434,0.79583
1992,66 and older,Lower Saxony,Very important,0.46877,59,59,0.34034,0.59720
1992,66 and older,North Rhine-Westphalia,Very important,0.45251,125,199,0.38318,0.52184
1992,66 and older,North Rhine-Westphalia,Important,0.32703,74,199,0.26168,0.39237
1992,66 and older,Hesse,Very important,0.51958,63,63,0.39522,0.64395
