year,sex,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.38849,2266,3392,0.37209,0.40490
1990,male,Important,0.16782,906,3392,0.15524,0.18039
1990,male,Less important,0.03256,152,3392,0.02659,0.03854
1990,male,Unimportant,0.01482,68,3392,0.01075,0.01888
1990,female,Very important,0.38693,2472,3649,0.37113,0.40274
1990,female,Important,0.15628,855,3649,0.14450,0.16806
1990,female,Less important,0.02936,137,3649,0.02388,0.03483
1990,female,Unimportant,0.04580,185,3649,0.03902,0.05258
1992,male,Very important,0.50517,3672,5193,0.49157,0.51877
1992,male,Important,0.19299,1230,5193,0.18226,0.20373
1992,male,Less important,0.03138,185,5193,0.02663,0.03612
1992,male,Unimportant,0.02076,106,5193,0.01688,0.02464
1992,female,Very important,0.50747,4074,5687,0.49448,0.52047
1992,female,Important,0.17042,1128,5687,0.16065,0.18020
1992,female,Less important,0.03329,195,5687,0.02863,0.03795
1992,female,Unimportant,0.06027,290,5687,0.05408,0.06645
1995,male,Very important,0.51082,3722,5297,0.49736,0.52429
1995,male,Important,0.19142,1291,5297,0.18082,0.20202
1995,male,Less important,0.03258,195,5297,0.02780,0.03737
1995,male,Unimportant,0.01810,89,5297,0.01451,0.02169
1995,female,Very important,0.51781,4191,5810,0.50496,0.53066
1995,female,Important,0.16666,1156,5810,0.15708,0.17625
1995,female,Less important,0.03901,213,5810,0.03403,0.04399
1995,female,Unimportant,0.05089,250,5810,0.04523,0.05654
2004,male,Very important,0.51356,6741,10295,0.50390,0.52321
2004,male,Important,0.24480,2926,10295,0.23649,0.25310
2004,male,Less important,0.04213,461,10295,0.03825,0.04601
2004,male,Unimportant,0.01955,167,10295,0.01688,0.02223
2004,female,Very important,0.51677,7460,11036,0.50744,0.52609
2004,female,Important,0.21728,2776,11036,0.20959,0.22498
2004,female,Less important,0.04665,470,11036,0.04272,0.05059
2004,female,Unimportant,0.03945,330,11036,0.03582,0.04308
2008,male,Very important,0.50064,5828,9138,0.49039,0.51089
2008,male,Important,0.25214,2724,9138,0.24324,0.26104
2008,male,Less important,0.05065,435,9138,0.04615,0.05514
2008,male,Unimportant,0.01985,151,9138,0.01699,0.02271
2008,female,Very important,0.51129,6563,9965,0.50147,0.52110
2008,female,Important,0.22930,2653,9965,0.22105,0.23755
2008,female,Less important,0.05065,443,9965,0.04634,0.05495
2008,female,Unimportant,0.03765,306,9965,0.03391,0.04138
2012,male,Very important,0.50290,8193,12453,0.49411,0.51168
2012,male,Important,0.25501,3580,12453,0.24736,0.26267
2012,male,Less important,0.04729,484,12453,0.04356,0.05102
2012,male,Unimportant,0.01877,196,12453,0.01639,0.02116
2012,female,Very important,0.49833,9405,14866,0.49029,0.50636
2012,female,Important,0.24188,4217,14866,0.23499,0.24876
2012,female,Less important,0.04729,744,14866,0.04388,0.05070
2012,female,Unimportant,0.03790,500,14866,0.03483,0.04097
2016,male,Very important,0.49433,7178,11030,0.48500,0.50366
2016,male,Important,0.25275,3213,11030,0.24464,0.26086
2016,male,Less important,0.05479,478,11030,0.05054,0.05903
2016,male,Unimportant,0.01648,161,11030,0.01411,0.01886
2016,female,Very important,0.49783,8236,12997,0.48924,0.50643
2016,female,Important,0.23224,3579,12997,0.22498,0.23950
2016,female,Less important,0.05927,717,12997,0.05521,0.06333
2016,female,Unimportant,0.04127,465,12997,0.03785,0.04469
2021,male,Very important,0.47923,5023,8009,0.46829,0.49017
2021,male,Important,0.25056,2420,8009,0.24107,0.26005
2021,male,Less important,0.05321,421,8009,0.04829,0.05812
2021,male,Unimportant,0.01867,145,8009,0.01571,0.02164
2021,female,Very important,0.46434,5370,8930,0.45399,0.47468
2021,female,Important,0.23223,2536,8930,0.22347,0.24099
2021,female,Less important,0.06461,662,8930,0.05951,0.06971
2021,female,Unimportant,0.04552,362,8930,0.04119,0.04984
