"party","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"FDP","1995","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"FDP","1995","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"FDP","1995","Hauptschule","Staedtischer Raum","35","0.0110566840995565","0.00784335083852855","0.0142700173605844"
"FDP","1995","Hauptschule","Laendlicher Raum","16","","",""
"FDP","1995","Realschule","Staedtischer Raum","10","","",""
"FDP","1995","Realschule","Laendlicher Raum","16","","",""
"FDP","1995","(Fach-)Abitur","Staedtischer Raum","17","","",""
"FDP","1995","(Fach-)Abitur","Laendlicher Raum","2","","",""
"FDP","1995","AkademikerIn","Staedtischer Raum","33","0.0400912800550179","0.0284825501415296","0.0517000099685061"
"FDP","1995","AkademikerIn","Laendlicher Raum","12","","",""
"Grüne","1995","(noch) kein Abschluss","Staedtischer Raum","28","","",""
"Grüne","1995","(noch) kein Abschluss","Laendlicher Raum","9","0.055667461110684","0.0224485241428202","0.0888863980785478"
"Grüne","1995","Hauptschule","Staedtischer Raum","62","0.0143419102973541","0.010688282816536","0.0179955377781723"
"Grüne","1995","Hauptschule","Laendlicher Raum","24","","",""
"Grüne","1995","Realschule","Staedtischer Raum","91","0.0493347883543023","0.0391824095796416","0.059487167128963"
"Grüne","1995","Realschule","Laendlicher Raum","37","0.0322578210865215","0.0228779361136999","0.0416377060593431"
"Grüne","1995","(Fach-)Abitur","Staedtischer Raum","104","","",""
"Grüne","1995","(Fach-)Abitur","Laendlicher Raum","21","","",""
"Grüne","1995","AkademikerIn","Staedtischer Raum","150","","",""
"Grüne","1995","AkademikerIn","Laendlicher Raum","26","","",""
"Linke","1995","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Linke","1995","(noch) kein Abschluss","Laendlicher Raum","6","0.0218748551652765","0.00068185941557734","0.0430678509149757"
"Linke","1995","Hauptschule","Staedtischer Raum","21","","",""
"Linke","1995","Hauptschule","Laendlicher Raum","37","0.0148353961393326","0.00958155919290575","0.0200892330857595"
"Linke","1995","Realschule","Staedtischer Raum","30","0.0118141198302805","0.0067489106570494","0.0168793290035116"
"Linke","1995","Realschule","Laendlicher Raum","29","","",""
"Linke","1995","(Fach-)Abitur","Staedtischer Raum","12","","",""
"Linke","1995","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Linke","1995","AkademikerIn","Staedtischer Raum","46","0.0263942449547583","0.0169080736099829","0.0358804162995337"
"Linke","1995","AkademikerIn","Laendlicher Raum","72","0.116934936418196","0.092231355779723","0.141638517056669"
"Rechte","1995","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Rechte","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","1995","Hauptschule","Staedtischer Raum","25","","",""
"Rechte","1995","Hauptschule","Laendlicher Raum","10","","",""
"Rechte","1995","Realschule","Staedtischer Raum","9","0.00572349938704057","0.00218709610658625","0.00925990266749489"
"Rechte","1995","Realschule","Laendlicher Raum","7","0.00631125269109182","0.00210705496038356","0.0105154504218001"
"Rechte","1995","(Fach-)Abitur","Staedtischer Raum","1","","",""
"Rechte","1995","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","1995","AkademikerIn","Staedtischer Raum","","","",""
"Rechte","1995","AkademikerIn","Laendlicher Raum","","","",""
"AfD","1995","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1995","Hauptschule","Staedtischer Raum","","","",""
"AfD","1995","Hauptschule","Laendlicher Raum","","","",""
"AfD","1995","Realschule","Staedtischer Raum","","","",""
"AfD","1995","Realschule","Laendlicher Raum","","","",""
"AfD","1995","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1995","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1995","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1995","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1995","(noch) kein Abschluss","Staedtischer Raum","6","0.0105910627054365","0.00298055950554887","0.0182015659053242"
"Andere","1995","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Andere","1995","Hauptschule","Staedtischer Raum","18","","",""
"Andere","1995","Hauptschule","Laendlicher Raum","3","","",""
"Andere","1995","Realschule","Staedtischer Raum","6","0.00333310008970073","0.000631154668313873","0.00603504551108759"
"Andere","1995","Realschule","Laendlicher Raum","6","0.0062499943463233","0.00206612082406747","0.0104338678685791"
"Andere","1995","(Fach-)Abitur","Staedtischer Raum","4","0.00542032059502662","0.000354572360168185","0.010486068829885"
"Andere","1995","(Fach-)Abitur","Laendlicher Raum","","","",""
"Andere","1995","AkademikerIn","Staedtischer Raum","4","0.00320797457305796","-0.000138307242224515","0.00655425638834044"
"Andere","1995","AkademikerIn","Laendlicher Raum","2","","",""
"keine Parteineigung","1996","(noch) kein Abschluss","Staedtischer Raum","500","0.734073239700564","0.700133515075854","0.768012964325274"
"keine Parteineigung","1996","(noch) kein Abschluss","Laendlicher Raum","153","","",""
"keine Parteineigung","1996","Hauptschule","Staedtischer Raum","2282","","",""
"keine Parteineigung","1996","Hauptschule","Laendlicher Raum","1183","","",""
"keine Parteineigung","1996","Realschule","Staedtischer Raum","988","0.491063599838988","0.467614477106824","0.514512722571152"
"keine Parteineigung","1996","Realschule","Laendlicher Raum","887","0.591871352055816","0.565769475148358","0.617973228963274"
"keine Parteineigung","1996","(Fach-)Abitur","Staedtischer Raum","419","0.485610803602007","0.450670481250271","0.520551125953742"
"keine Parteineigung","1996","(Fach-)Abitur","Laendlicher Raum","142","","",""
"keine Parteineigung","1996","AkademikerIn","Staedtischer Raum","453","0.36738748955254","0.338988338977454","0.395786640127626"
"keine Parteineigung","1996","AkademikerIn","Laendlicher Raum","330","0.450499687279352","0.412309172529965","0.488690202028739"
"SPD","1996","(noch) kein Abschluss","Staedtischer Raum","87","0.120373176383634","0.0953771088526301","0.145369243914637"
"SPD","1996","(noch) kein Abschluss","Laendlicher Raum","8","0.0459331391903799","0.0161669142270316","0.0756993641537281"
"SPD","1996","Hauptschule","Staedtischer Raum","827","0.231229004723021","0.218062371119194","0.244395638326847"
"SPD","1996","Hauptschule","Laendlicher Raum","294","","",""
"SPD","1996","Realschule","Staedtischer Raum","282","","",""
"SPD","1996","Realschule","Laendlicher Raum","147","","",""
"SPD","1996","(Fach-)Abitur","Staedtischer Raum","132","","",""
"SPD","1996","(Fach-)Abitur","Laendlicher Raum","29","","",""
"SPD","1996","AkademikerIn","Staedtischer Raum","199","","",""
"SPD","1996","AkademikerIn","Laendlicher Raum","87","0.145699146102468","0.118618550202172","0.172779742002763"
"CDU/CSU","1996","(noch) kein Abschluss","Staedtischer Raum","36","0.0786350679630724","0.0579583516474726","0.0993117842786723"
"CDU/CSU","1996","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"CDU/CSU","1996","Hauptschule","Staedtischer Raum","672","0.201139757476264","0.188621627238635","0.213657887713892"
"CDU/CSU","1996","Hauptschule","Laendlicher Raum","422","0.230030273673372","0.2115582346642","0.248502312682545"
"CDU/CSU","1996","Realschule","Staedtischer Raum","319","0.236747014732654","0.216808055616389","0.256685973848919"
"CDU/CSU","1996","Realschule","Laendlicher Raum","228","","",""
"CDU/CSU","1996","(Fach-)Abitur","Staedtischer Raum","113","","",""
"CDU/CSU","1996","(Fach-)Abitur","Laendlicher Raum","35","0.183895299812708","0.134883491722621","0.232907107902794"
"CDU/CSU","1996","AkademikerIn","Staedtischer Raum","218","","",""
"CDU/CSU","1996","AkademikerIn","Laendlicher Raum","110","","",""
"FDP","1996","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"FDP","1996","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"FDP","1996","Hauptschule","Staedtischer Raum","29","","",""
"FDP","1996","Hauptschule","Laendlicher Raum","10","","",""
"FDP","1996","Realschule","Staedtischer Raum","15","","",""
"FDP","1996","Realschule","Laendlicher Raum","7","0.00662206608316593","0.00231468251702202","0.0109294496493098"
"FDP","1996","(Fach-)Abitur","Staedtischer Raum","10","","",""
"FDP","1996","(Fach-)Abitur","Laendlicher Raum","2","","",""
"FDP","1996","AkademikerIn","Staedtischer Raum","30","0.0339988973202996","0.0233232183005106","0.0446745763400886"
"FDP","1996","AkademikerIn","Laendlicher Raum","10","","",""
"Grüne","1996","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Grüne","1996","(noch) kein Abschluss","Laendlicher Raum","7","0.0443262808961554","0.0150607262578745","0.0735918355344362"
"Grüne","1996","Hauptschule","Staedtischer Raum","71","0.0171085778175527","0.0130589526409748","0.0211582029941305"
"Grüne","1996","Hauptschule","Laendlicher Raum","22","","",""
"Grüne","1996","Realschule","Staedtischer Raum","87","0.0474967706573661","0.0375199712361237","0.0574735700786085"
"Grüne","1996","Realschule","Laendlicher Raum","47","0.0338586537705906","0.024253270146894","0.0434640373942872"
"Grüne","1996","(Fach-)Abitur","Staedtischer Raum","95","0.145878404221865","0.12120141500382","0.170555393439911"
"Grüne","1996","(Fach-)Abitur","Laendlicher Raum","21","","",""
"Grüne","1996","AkademikerIn","Staedtischer Raum","157","","",""
"Grüne","1996","AkademikerIn","Laendlicher Raum","31","0.056096029503335","0.0384334446594181","0.0737586143472519"
"Linke","1996","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Linke","1996","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Linke","1996","Hauptschule","Staedtischer Raum","26","","",""
"Linke","1996","Hauptschule","Laendlicher Raum","43","0.019558046433099","0.0134800674531828","0.0256360254130151"
"Linke","1996","Realschule","Staedtischer Raum","23","","",""
"Linke","1996","Realschule","Laendlicher Raum","32","0.0189753761170146","0.0117294368785641","0.0262213153554651"
"Linke","1996","(Fach-)Abitur","Staedtischer Raum","12","","",""
"Linke","1996","(Fach-)Abitur","Laendlicher Raum","8","0.017137950364075","0.000718137858861233","0.0335577628692888"
"Linke","1996","AkademikerIn","Staedtischer Raum","48","0.0259978949667266","0.0166239301156026","0.0353718598178505"
"Linke","1996","AkademikerIn","Laendlicher Raum","78","0.110270849573468","0.086228131533287","0.134313567613649"
"Rechte","1996","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Rechte","1996","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Rechte","1996","Hauptschule","Staedtischer Raum","23","","",""
"Rechte","1996","Hauptschule","Laendlicher Raum","12","","",""
"Rechte","1996","Realschule","Staedtischer Raum","19","","",""
"Rechte","1996","Realschule","Laendlicher Raum","9","0.00719506761520278","0.00270648792478125","0.0116836473056243"
"Rechte","1996","(Fach-)Abitur","Staedtischer Raum","4","0.00793635636921684","0.00173313663103105","0.0141395761074026"
"Rechte","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","1996","AkademikerIn","Staedtischer Raum","2","","",""
"Rechte","1996","AkademikerIn","Laendlicher Raum","1","","",""
"AfD","1996","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1996","Hauptschule","Staedtischer Raum","","","",""
"AfD","1996","Hauptschule","Laendlicher Raum","","","",""
"AfD","1996","Realschule","Staedtischer Raum","","","",""
"AfD","1996","Realschule","Laendlicher Raum","","","",""
"AfD","1996","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1996","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1996","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1996","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Andere","1996","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Andere","1996","Hauptschule","Staedtischer Raum","9","0.00276346896996559","0.00112408197157163","0.00440285596835956"
"Andere","1996","Hauptschule","Laendlicher Raum","8","0.00384910386798257","0.00113123878399098","0.00656696895197416"
"Andere","1996","Realschule","Staedtischer Raum","13","","",""
"Andere","1996","Realschule","Laendlicher Raum","5","0.00467158381272487","0.00105019787141493","0.00829296975403481"
"Andere","1996","(Fach-)Abitur","Staedtischer Raum","1","","",""
"Andere","1996","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Andere","1996","AkademikerIn","Staedtischer Raum","","","",""
"Andere","1996","AkademikerIn","Laendlicher Raum","5","0.00787556463836256","0.00109059019157726","0.0146605390851479"
"keine Parteineigung","1997","(noch) kein Abschluss","Staedtischer Raum","499","0.771396283186578","0.738682810374844","0.804109755998312"
"keine Parteineigung","1997","(noch) kein Abschluss","Laendlicher Raum","161","","",""
"keine Parteineigung","1997","Hauptschule","Staedtischer Raum","2215","","",""
"keine Parteineigung","1997","Hauptschule","Laendlicher Raum","1172","","",""
"keine Parteineigung","1997","Realschule","Staedtischer Raum","1029","","",""
"keine Parteineigung","1997","Realschule","Laendlicher Raum","941","0.630068440235864","0.604295871888042","0.655841008583685"
"keine Parteineigung","1997","(Fach-)Abitur","Staedtischer Raum","449","0.522027463096334","0.487195119726163","0.556859806466506"
"keine Parteineigung","1997","(Fach-)Abitur","Laendlicher Raum","137","","",""
"keine Parteineigung","1997","AkademikerIn","Staedtischer Raum","496","0.39316049604156","0.364269083177813","0.422051908905308"
"keine Parteineigung","1997","AkademikerIn","Laendlicher Raum","375","0.512423026556144","0.474432686534858","0.550413366577429"
"SPD","1997","(noch) kein Abschluss","Staedtischer Raum","74","0.102596556749461","0.0789587871829879","0.126234326315934"
"SPD","1997","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"SPD","1997","Hauptschule","Staedtischer Raum","861","0.254122806589787","0.240336513707967","0.267909099471607"
"SPD","1997","Hauptschule","Laendlicher Raum","305","0.190346299327961","0.172827519735644","0.207865078920278"
"SPD","1997","Realschule","Staedtischer Raum","283","","",""
"SPD","1997","Realschule","Laendlicher Raum","141","","",""
"SPD","1997","(Fach-)Abitur","Staedtischer Raum","115","","",""
"SPD","1997","(Fach-)Abitur","Laendlicher Raum","34","0.216539196097853","0.162839631002167","0.270238761193539"
"SPD","1997","AkademikerIn","Staedtischer Raum","187","","",""
"SPD","1997","AkademikerIn","Laendlicher Raum","91","0.148763679739018","0.121717196870224","0.175810162607813"
"CDU/CSU","1997","(noch) kein Abschluss","Staedtischer Raum","33","0.0787780841077063","0.0577920161965098","0.0997641520189028"
"CDU/CSU","1997","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"CDU/CSU","1997","Hauptschule","Staedtischer Raum","605","0.187672985681489","0.175309004234235","0.200036967128743"
"CDU/CSU","1997","Hauptschule","Laendlicher Raum","369","0.221110865722153","0.202591553980524","0.239630177463781"
"CDU/CSU","1997","Realschule","Staedtischer Raum","275","","",""
"CDU/CSU","1997","Realschule","Laendlicher Raum","172","","",""
"CDU/CSU","1997","(Fach-)Abitur","Staedtischer Raum","121","","",""
"CDU/CSU","1997","(Fach-)Abitur","Laendlicher Raum","27","","",""
"CDU/CSU","1997","AkademikerIn","Staedtischer Raum","197","","",""
"CDU/CSU","1997","AkademikerIn","Laendlicher Raum","93","0.170395472365871","0.141819445167725","0.198971499564016"
"FDP","1997","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"FDP","1997","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"FDP","1997","Hauptschule","Staedtischer Raum","27","","",""
"FDP","1997","Hauptschule","Laendlicher Raum","10","","",""
"FDP","1997","Realschule","Staedtischer Raum","9","0.0089437254177643","0.00450215980803893","0.0133852910274897"
"FDP","1997","Realschule","Laendlicher Raum","9","0.00950287726710029","0.00432374128143887","0.0146820132527617"
"FDP","1997","(Fach-)Abitur","Staedtischer Raum","9","0.0133516951669216","0.00534812168525551","0.0213552686485876"
"FDP","1997","(Fach-)Abitur","Laendlicher Raum","3","","",""
"FDP","1997","AkademikerIn","Staedtischer Raum","26","","",""
"FDP","1997","AkademikerIn","Laendlicher Raum","11","","",""
"Grüne","1997","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Grüne","1997","(noch) kein Abschluss","Laendlicher Raum","5","0.0326678847523219","0.0078443691153906","0.0574914003892531"
"Grüne","1997","Hauptschule","Staedtischer Raum","60","0.0154840329880373","0.0115743149230842","0.0193937510529904"
"Grüne","1997","Hauptschule","Laendlicher Raum","19","","",""
"Grüne","1997","Realschule","Staedtischer Raum","81","0.045889626943618","0.03601810153599","0.0557611523512459"
