"party","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","1997","16-34 Jahre alt","58","0.0112732906756134","0.00823291463542309","0.0143136667158037"
"PDS/Linke","1997","35-65 Jahre alt","130","0.0123447184080188","0.00969124182144381","0.0149981949945939"
"PDS/Linke","1997","66 und älter","53","0.0219241985446833","0.0147556793887142","0.0290927177006525"
"Rechtsextrem","1997","16-34 Jahre alt","51","0.0131516623069625","0.0098708653978271","0.0164324592160979"
"Rechtsextrem","1997","35-65 Jahre alt","40","0.00666871370350212","0.00471284334731296","0.00862458405969128"
"Rechtsextrem","1997","66 und älter","","","",""
"AfD","1997","16-34 Jahre alt","","","",""
"AfD","1997","35-65 Jahre alt","","","",""
"AfD","1997","66 und älter","","","",""
"Sonstige","1997","16-34 Jahre alt","","","",""
"Sonstige","1997","35-65 Jahre alt","","","",""
"Sonstige","1997","66 und älter","","","",""
"keine PI","1998","16-34 Jahre alt","3464","0.673413785550231","0.660245344106265","0.686582226994197"
"keine PI","1998","35-65 Jahre alt","4090","0.487390184674812","0.476083954899583","0.498696414450041"
"keine PI","1998","66 und älter","860","0.425429725089513","0.403098712125539","0.447760738053486"
"CDU/CSU","1998","16-34 Jahre alt","372","0.0843067945612281","0.0765048881625515","0.0921087009599047"
"CDU/CSU","1998","35-65 Jahre alt","1193","0.185171328109315","0.176385029055717","0.193957627162913"
"CDU/CSU","1998","66 und älter","470","0.272637168850479","0.252523513004323","0.292750824696636"
"SPD","1998","16-34 Jahre alt","605","0.136832553106026","0.127182344688499","0.146482761523553"
"SPD","1998","35-65 Jahre alt","1616","0.238320407735608","0.228683166382702","0.247957649088514"
"SPD","1998","66 und älter","437","0.242312663767792","0.222959320430585","0.261666007104998"
"FDP","1998","16-34 Jahre alt","34","0.0109720507683601","0.00804693783721746","0.0138971636995027"
"FDP","1998","35-65 Jahre alt","88","0.0143923579070144","0.0116983183678294","0.0170863974461995"
"FDP","1998","66 und älter","","","",""
"Grüne","1998","16-34 Jahre alt","249","0.0616156533428893","0.0548636856208052","0.0683676210649733"
"Grüne","1998","35-65 Jahre alt","298","0.0477661924262794","0.0429420727949112","0.0525903120576476"
"Grüne","1998","66 und älter","","","",""
"PDS/Linke","1998","16-34 Jahre alt","66","0.01183457836645","0.0087979917574664","0.0148711649754336"
"PDS/Linke","1998","35-65 Jahre alt","147","0.0138307441135096","0.0111890382398623","0.0164724499871569"
"PDS/Linke","1998","66 und älter","57","0.0205418256800942","0.0141351107794469","0.0269485405807414"
"Rechtsextrem","1998","16-34 Jahre alt","47","0.0111755806343635","0.00822376593643197","0.014127395332295"
"Rechtsextrem","1998","35-65 Jahre alt","41","0.00642130244727467","0.0046145499743463","0.00822805492020305"
"Rechtsextrem","1998","66 und älter","","","",""
"AfD","1998","16-34 Jahre alt","","","",""
"AfD","1998","35-65 Jahre alt","","","",""
"AfD","1998","66 und älter","","","",""
"Sonstige","1998","16-34 Jahre alt","35","0.00984900367045258","0.00707605828980053","0.0126219490511046"
"Sonstige","1998","35-65 Jahre alt","35","0.00670748258618697","0.00486117387863579","0.00855379129373815"
"Sonstige","1998","66 und älter","","","",""
"keine PI","1999","16-34 Jahre alt","2990","0.614364562488858","0.600312299033505","0.628416825944212"
"keine PI","1999","35-65 Jahre alt","3693","0.459404826951629","0.447960322794236","0.470849331109023"
"keine PI","1999","66 und älter","762","0.393218030621302","0.370807625779611","0.415628435462992"
"CDU/CSU","1999","16-34 Jahre alt","530","0.131307770327332","0.121557359410314","0.14105818124435"
"CDU/CSU","1999","35-65 Jahre alt","1359","0.211665898190206","0.202285015042815","0.221046781337597"
"CDU/CSU","1999","66 und älter","523","0.313972892084333","0.292680062817844","0.335265721350822"
"SPD","1999","16-34 Jahre alt","667","0.156733923571249","0.146238292549223","0.167229554593274"
"SPD","1999","35-65 Jahre alt","1668","0.248819302915944","0.238890946333482","0.258747659498406"
"SPD","1999","66 und älter","427","0.238376581798866","0.218827849691102","0.25792531390663"
"FDP","1999","16-34 Jahre alt","43","0.0096333023517416","0.00681342417362908","0.0124531805298541"
"FDP","1999","35-65 Jahre alt","86","0.0156965442631289","0.0128420468621928","0.018551041664065"
"FDP","1999","66 und älter","","","",""
"Grüne","1999","16-34 Jahre alt","214","0.053945384718913","0.0474233968200498","0.0604673726177762"
"Grüne","1999","35-65 Jahre alt","247","0.039188196106351","0.0347320448505004","0.0436443473622017"
"Grüne","1999","66 und älter","","","",""
"PDS/Linke","1999","16-34 Jahre alt","76","0.0148866803906818","0.0113905568977936","0.0183828038835699"
"PDS/Linke","1999","35-65 Jahre alt","176","0.0170341860306397","0.0140625677428611","0.0200058043184183"
"PDS/Linke","1999","66 und älter","71","0.0275545990940115","0.0200444887452906","0.0350647094427325"
"Rechtsextrem","1999","16-34 Jahre alt","48","0.0113012022893661","0.00824952177685959","0.0143528828018725"
"Rechtsextrem","1999","35-65 Jahre alt","30","0.00317437245485243","0.00188255347564483","0.00446619143406002"
"Rechtsextrem","1999","66 und älter","","","",""
"AfD","1999","16-34 Jahre alt","","","",""
"AfD","1999","35-65 Jahre alt","","","",""
"AfD","1999","66 und älter","","","",""
"Sonstige","1999","16-34 Jahre alt","41","0.0078271738618591","0.00528303453375239","0.0103713131899658"
"Sonstige","1999","35-65 Jahre alt","","","",""
"Sonstige","1999","66 und älter","","","",""
"keine PI","2000","16-34 Jahre alt","4816","0.652548912191576","0.641483309840129","0.663614514543023"
"keine PI","2000","35-65 Jahre alt","6964","0.501925937925024","0.493441228791682","0.510410647058366"
"keine PI","2000","66 und älter","1590","0.43522027702058","0.419033894168823","0.451406659872337"
"CDU/CSU","2000","16-34 Jahre alt","768","0.11387753380849","0.106495303550741","0.121259764066239"
"CDU/CSU","2000","35-65 Jahre alt","2418","0.187882167831832","0.181253557631065","0.1945107780326"
"CDU/CSU","2000","66 und älter","996","0.284441877216877","0.269712820789099","0.299170933644654"
"SPD","2000","16-34 Jahre alt","918","0.138122693344421","0.130104492532163","0.146140894156679"
"SPD","2000","35-65 Jahre alt","2891","0.231107245583747","0.223953889548552","0.238260601618942"
"SPD","2000","66 und älter","799","0.21975067626147","0.206231895953","0.23326945656994"
"FDP","2000","16-34 Jahre alt","65","0.0114301961015656","0.00895988188502574","0.0139005103181054"
"FDP","2000","35-65 Jahre alt","174","0.0148004267661939","0.0127512972789574","0.0168495562534305"
"FDP","2000","66 und älter","53","0.0184813778358501","0.0140842190904948","0.0228785365812054"
"Grüne","2000","16-34 Jahre alt","294","0.0490612161053199","0.0440416390967704","0.0540807931138694"
"Grüne","2000","35-65 Jahre alt","491","0.0394749157664655","0.0361705726466525","0.0427792588862786"
"Grüne","2000","66 und älter","","","",""
"PDS/Linke","2000","16-34 Jahre alt","141","0.0181195072890989","0.0150197749474234","0.0212192396307744"
"PDS/Linke","2000","35-65 Jahre alt","298","0.0173415159645615","0.0151263054185233","0.0195567265105998"
"PDS/Linke","2000","66 und älter","119","0.0281245321647581","0.0227268953009859","0.0335221690285304"
"Rechtsextrem","2000","16-34 Jahre alt","71","0.0100629135725441","0.00774345107293311","0.012382376072155"
"Rechtsextrem","2000","35-65 Jahre alt","48","0.00336003780192207","0.0023780379857898","0.00434203761805434"
"Rechtsextrem","2000","66 und älter","","","",""
"AfD","2000","16-34 Jahre alt","","","",""
"AfD","2000","35-65 Jahre alt","","","",""
"AfD","2000","66 und älter","","","",""
"Sonstige","2000","16-34 Jahre alt","40","0.00677702758698451","0.00487040518556624","0.00868364998840278"
"Sonstige","2000","35-65 Jahre alt","56","0.0041077523602541","0.00302238069670383","0.00519312402380436"
"Sonstige","2000","66 und älter","","","",""
"keine PI","2001","16-34 Jahre alt","4402","0.681823238964483","0.670296268133977","0.69335020979499"
"keine PI","2001","35-65 Jahre alt","6648","0.526031539202687","0.517186443890559","0.534876634514814"
"keine PI","2001","66 und älter","1574","0.448770007123692","0.432117893306329","0.465422120941056"
"CDU/CSU","2001","16-34 Jahre alt","622","0.106394212276269","0.098763289573494","0.114025134979044"
"CDU/CSU","2001","35-65 Jahre alt","2041","0.172472569849361","0.16578030500354","0.179164834695183"
"CDU/CSU","2001","66 und älter","870","0.267175161649999","0.252360587581713","0.281989735718286"
"SPD","2001","16-34 Jahre alt","745","0.124455168040378","0.116285757367889","0.132624578712867"
"SPD","2001","35-65 Jahre alt","2574","0.221537443924524","0.214181060830123","0.228893827018925"
"SPD","2001","66 und älter","759","0.221982308955069","0.208068534560695","0.235896083349443"
"FDP","2001","16-34 Jahre alt","72","0.0124004458702712","0.00966168471663506","0.0151392070239073"
"FDP","2001","35-65 Jahre alt","187","0.0176945560389898","0.0153591359363394","0.0200299761416402"
"FDP","2001","66 und älter","67","0.0225133655265372","0.0175466799863033","0.027480051066771"
"Grüne","2001","16-34 Jahre alt","256","0.0476417837732722","0.0423702227350276","0.0529133448115168"
"Grüne","2001","35-65 Jahre alt","457","0.038530454914836","0.035120946725554","0.041939963104118"
"Grüne","2001","66 und älter","30","0.00862199746922587","0.00552661282753841","0.0117173821109133"
"PDS/Linke","2001","16-34 Jahre alt","94","0.0146091132750195","0.0116397641375693","0.0175784624124697"
"PDS/Linke","2001","35-65 Jahre alt","240","0.0157963672475498","0.0135876353846087","0.0180050991104909"
"PDS/Linke","2001","66 und älter","113","0.0261938445425843","0.0208466384954197","0.031541050589749"
"Rechtsextrem","2001","16-34 Jahre alt","46","0.00666991030145369","0.00465548179524314","0.00868433880766425"
"Rechtsextrem","2001","35-65 Jahre alt","50","0.00305272380043624","0.00207548262964873","0.00402996497122374"
"Rechtsextrem","2001","66 und älter","","","",""
"AfD","2001","16-34 Jahre alt","","","",""
"AfD","2001","35-65 Jahre alt","","","",""
"AfD","2001","66 und älter","","","",""
"Sonstige","2001","16-34 Jahre alt","35","0.00600612749885317","0.0040939236262837","0.00791833137142265"
"Sonstige","2001","35-65 Jahre alt","45","0.00488434502161653","0.00364935954657001","0.00611933049666306"
"Sonstige","2001","66 und älter","","","",""
"keine PI","2002","16-34 Jahre alt","4196","0.68158667699511","0.669951194138118","0.693222159852102"
"keine PI","2002","35-65 Jahre alt","6775","0.537581491935053","0.529090112196146","0.546072871673961"
"keine PI","2002","66 und älter","1554","0.426963524651085","0.41084369835702","0.44308335094515"
"CDU/CSU","2002","16-34 Jahre alt","666","0.103246496662036","0.0956466916134044","0.110846301710668"
"CDU/CSU","2002","35-65 Jahre alt","2484","0.174082909230767","0.16762510612569","0.180540712335844"
"CDU/CSU","2002","66 und älter","1005","0.280392729689033","0.265753946380435","0.29503151299763"
"SPD","2002","16-34 Jahre alt","779","0.125908197984536","0.117622410763666","0.134193985205406"
"SPD","2002","35-65 Jahre alt","2690","0.203296937692045","0.196442810385538","0.210151064998552"
"SPD","2002","66 und älter","798","0.22848639495791","0.214803568970307","0.242169220945512"
"FDP","2002","16-34 Jahre alt","119","0.0189626894997836","0.0155560907869708","0.0223692882125964"
"FDP","2002","35-65 Jahre alt","313","0.0185459930280602","0.0162482655003689","0.0208437205557516"
"FDP","2002","66 und älter","83","0.0218828738045747","0.0171150362932657","0.0266507113158837"
"Grüne","2002","16-34 Jahre alt","205","0.0381991844066139","0.0334118048112467","0.042986564001981"
"Grüne","2002","35-65 Jahre alt","573","0.0384091604502381","0.0351361222737671","0.0416821986267092"
"Grüne","2002","66 und älter","","","",""
"PDS/Linke","2002","16-34 Jahre alt","121","0.0177941306870236","0.0144922004052046","0.0210960609688426"
"PDS/Linke","2002","35-65 Jahre alt","313","0.0199279657816737","0.0175478450462425","0.0223080865171049"
"PDS/Linke","2002","66 und älter","138","0.032014008717335","0.0262770938903137","0.0377509235443563"
"Rechtsextrem","2002","16-34 Jahre alt","41","0.00917829265469937","0.006796483524313","0.0115601017850857"
"Rechtsextrem","2002","35-65 Jahre alt","35","0.00264357942761627","0.0017690792930256","0.00351807956220695"
"Rechtsextrem","2002","66 und älter","","","",""
"AfD","2002","16-34 Jahre alt","","","",""
"AfD","2002","35-65 Jahre alt","","","",""
"AfD","2002","66 und älter","","","",""
"Sonstige","2002","16-34 Jahre alt","31","0.00512433111019746","0.00334100303983118","0.00690765918056374"
"Sonstige","2002","35-65 Jahre alt","61","0.00551196245454601","0.00425103119308716","0.00677289371600485"
"Sonstige","2002","66 und älter","","","",""
"keine PI","2003","16-34 Jahre alt","3734","0.627235004220561","0.614847279832497","0.639622728608626"
"keine PI","2003","35-65 Jahre alt","6190","0.510455647269586","0.501735829146564","0.519175465392609"
"keine PI","2003","66 und älter","1555","0.413535624712001","0.397628800515697","0.429442448908305"
"CDU/CSU","2003","16-34 Jahre alt","846","0.142635054511841","0.133676151673213","0.151593957350469"
"CDU/CSU","2003","35-65 Jahre alt","2736","0.202382574395278","0.195374216490923","0.209390932299632"
"CDU/CSU","2003","66 und älter","1074","0.294220339804562","0.279501380164302","0.308939299444823"
"SPD","2003","16-34 Jahre alt","679","0.116405770217306","0.10818954152714","0.124621998907471"
"SPD","2003","35-65 Jahre alt","2423","0.19457397106365","0.187668590800215","0.201479351327084"
"SPD","2003","66 und älter","815","0.233744075148914","0.220074235272932","0.247413915024896"
"FDP","2003","16-34 Jahre alt","119","0.0213097873820373","0.017610049044631","0.0250095257194437"
"FDP","2003","35-65 Jahre alt","269","0.0183422448849158","0.0160015829512263","0.0206829068186053"
"FDP","2003","66 und älter","65","0.0168467067590372","0.0126897613011051","0.0210036522169693"
"Grüne","2003","16-34 Jahre alt","329","0.065906921874179","0.0595504018377136","0.0722634419106444"
"Grüne","2003","35-65 Jahre alt","713","0.0543533381602793","0.0503986708365758","0.0583080054839828"
"Grüne","2003","66 und älter","46","0.0115954832190894","0.00813753898255941","0.0150534274556193"
"PDS/Linke","2003","16-34 Jahre alt","79","0.0129761425269162","0.01007682715864","0.0158754578951924"
"PDS/Linke","2003","35-65 Jahre alt","213","0.0133781484674452","0.0113741113164693","0.0153821856184211"
"PDS/Linke","2003","66 und älter","116","0.0257569754495743","0.0206403069173605","0.0308736439817881"
"Rechtsextrem","2003","16-34 Jahre alt","","","",""
"Rechtsextrem","2003","35-65 Jahre alt","36","0.00307767510964453","0.00211145862092786","0.0040438915983612"
"Rechtsextrem","2003","66 und älter","","","",""
"AfD","2003","16-34 Jahre alt","","","",""
"AfD","2003","35-65 Jahre alt","","","",""
"AfD","2003","66 und älter","","","",""
"Sonstige","2003","16-34 Jahre alt","38","0.00778472694480503","0.00553316720284514","0.0100362866867649"
"Sonstige","2003","35-65 Jahre alt","45","0.00343640064920173","0.00241560971623115","0.00445719158217231"
"Sonstige","2003","66 und älter","","","",""
"keine PI","2004","16-34 Jahre alt","3930","0.690373797904057","0.67829691385971","0.702450681948404"
"keine PI","2004","35-65 Jahre alt","6811","0.581225788646568","0.572482762901064","0.589968814392071"
"keine PI","2004","66 und älter","1858","0.488172419384069","0.472271089364428","0.504073749403711"
"CDU/CSU","2004","16-34 Jahre alt","679","0.123204073854398","0.114618769625344","0.131789378083451"
"CDU/CSU","2004","35-65 Jahre alt","2339","0.176688860737108","0.169929806432165","0.183447915042051"
"CDU/CSU","2004","66 und älter","1013","0.268011719431586","0.253921623643322","0.282101815219851"
"SPD","2004","16-34 Jahre alt","532","0.0956066245747734","0.0879256456651134","0.103287603484433"
"SPD","2004","35-65 Jahre alt","1908","0.156363944699026","0.149927512036527","0.162800377361524"
"SPD","2004","66 und älter","661","0.183101406093883","0.170798296203549","0.195404515984218"
"FDP","2004","16-34 Jahre alt","99","0.0189352940888727","0.0153750584196278","0.0224955297581175"
"FDP","2004","35-65 Jahre alt","226","0.0143868211098823","0.0122765656746503","0.0164970765451144"
"FDP","2004","66 und älter","70","0.0191778106563559","0.0148148666070393","0.0235407547056726"
"Grüne","2004","16-34 Jahre alt","266","0.0502121125000325","0.0445076930292094","0.0559165319708557"
"Grüne","2004","35-65 Jahre alt","617","0.0467429769859317","0.0430021937275076","0.0504837602443558"
"Grüne","2004","66 und älter","56","0.0122476517437254","0.00874872025335214","0.0157465832340986"
"PDS/Linke","2004","16-34 Jahre alt","72","0.0113259295121546","0.00856180633236136","0.0140900526919478"
"PDS/Linke","2004","35-65 Jahre alt","235","0.015870326856481","0.013655608762309","0.0180850449506529"
"PDS/Linke","2004","66 und älter","125","0.0253733778107365","0.0203708067403984","0.0303759488810746"
"Rechtsextrem","2004","16-34 Jahre alt","","","",""
"Rechtsextrem","2004","35-65 Jahre alt","38","0.00388617870957177","0.0027835857324875","0.00498877168665605"
"Rechtsextrem","2004","66 und älter","","","",""
"AfD","2004","16-34 Jahre alt","","","",""
"AfD","2004","35-65 Jahre alt","","","",""
"AfD","2004","66 und älter","","","",""
"Sonstige","2004","16-34 Jahre alt","","","",""
"Sonstige","2004","35-65 Jahre alt","58","0.00483510225543166","0.00360582538315633","0.006064379127707"
"Sonstige","2004","66 und älter","","","",""
"keine PI","2005","16-34 Jahre alt","3691","0.688387009021757","0.6759484056325","0.700825612411013"
"keine PI","2005","35-65 Jahre alt","6278","0.567317773659506","0.5582970460185","0.576338501300513"
"keine PI","2005","66 und älter","1632","0.426139215716532","0.410393412727004","0.44188501870606"
"CDU/CSU","2005","16-34 Jahre alt","563","0.101884915359623","0.0937609427614959","0.11000888795775"
"CDU/CSU","2005","35-65 Jahre alt","2131","0.166443860500471","0.159662057577013","0.173225663423929"
"CDU/CSU","2005","66 und älter","1071","0.292567707002871","0.278081942427973","0.30705347157777"
"SPD","2005","16-34 Jahre alt","534","0.100859481149534","0.0927718812278235","0.108947081071244"
"SPD","2005","35-65 Jahre alt","1962","0.167206881944428","0.160412663817128","0.174001100071727"
"SPD","2005","66 und älter","801","0.222213467715063","0.208976113622057","0.235450821808069"
"FDP","2005","16-34 Jahre alt","102","0.0191403161071866","0.0154605051771518","0.0228201270372214"
"FDP","2005","35-65 Jahre alt","223","0.0149217621909865","0.0127143203642701","0.0171292040177029"
"FDP","2005","66 und älter","74","0.0158303515320885","0.011856002071142","0.019804700993035"
"Grüne","2005","16-34 Jahre alt","281","0.060926781296935","0.0545028430826897","0.0673507195111802"
"Grüne","2005","35-65 Jahre alt","637","0.0534444836647105","0.049349347601835","0.057539619727586"
"Grüne","2005","66 und älter","50","0.0109946368452586","0.00767435037068919","0.014314923319828"
"PDS/Linke","2005","16-34 Jahre alt","74","0.0117424054786707","0.00884932092421389","0.0146354900331275"
"PDS/Linke","2005","35-65 Jahre alt","240","0.0168639411338806","0.0145195493044517","0.0192083329633094"
"PDS/Linke","2005","66 und älter","141","0.0269402230792713","0.0217848969707474","0.0320955491877951"
"Rechtsextrem","2005","16-34 Jahre alt","68","0.0148095622764543","0.0115655781899048","0.0180535463630038"
"Rechtsextrem","2005","35-65 Jahre alt","58","0.00734800081298865","0.0057930131190927","0.00890298850688459"
"Rechtsextrem","2005","66 und älter","","","",""
"AfD","2005","16-34 Jahre alt","","","",""
"AfD","2005","35-65 Jahre alt","","","",""
"AfD","2005","66 und älter","","","",""
"Sonstige","2005","16-34 Jahre alt","","","",""
"Sonstige","2005","35-65 Jahre alt","59","0.0064532960930285","0.0049953925639279","0.0079111996221291"
"Sonstige","2005","66 und älter","","","",""
"keine PI","2006","16-34 Jahre alt","3241","0.635734873539214","0.622543212490561","0.648926534587868"
"keine PI","2006","35-65 Jahre alt","6217","0.523500610217235","0.514695268890868","0.532305951543601"
"keine PI","2006","66 und älter","1970","0.441111399753938","0.426529646296363","0.455693153211514"
"CDU/CSU","2006","16-34 Jahre alt","604","0.108819137869716","0.100282472954359","0.117355802785073"
"CDU/CSU","2006","35-65 Jahre alt","2469","0.182966463950171","0.176149953358825","0.189782974541518"
"CDU/CSU","2006","66 und älter","1251","0.281337543952445","0.26813221241533","0.29454287548956"
"SPD","2006","16-34 Jahre alt","684","0.13899142801839","0.129508326178313","0.148474529858467"
"SPD","2006","35-65 Jahre alt","2215","0.176658532550395","0.169934748931808","0.183382316168983"
"SPD","2006","66 und älter","913","0.21719755666106","0.205088047540455","0.229307065781665"
"FDP","2006","16-34 Jahre alt","118","0.0254406329499406","0.0211242419874127","0.0297570239124686"
"FDP","2006","35-65 Jahre alt","298","0.0212192608808031","0.0186784972843727","0.0237600244772335"
"FDP","2006","66 und älter","90","0.0193828674873672","0.0153340170324651","0.0234317179422693"
"Grüne","2006","16-34 Jahre alt","274","0.053072044951308","0.0469267313761429","0.0592173585264731"
"Grüne","2006","35-65 Jahre alt","667","0.0535482194246256","0.0495792460238012","0.0575171928254501"
"Grüne","2006","66 und älter","51","0.0089369021875742","0.00617303519236264","0.0117007691827858"
"PDS/Linke","2006","16-34 Jahre alt","100","0.017278789271977","0.013706682041601","0.020850896502353"
"PDS/Linke","2006","35-65 Jahre alt","372","0.0289472008277376","0.0259913593829352","0.0319030422725401"
"PDS/Linke","2006","66 und älter","163","0.0287543628602763","0.0238465341189505","0.0336621916016021"
"Rechtsextrem","2006","16-34 Jahre alt","68","0.0147607199511441","0.0114549144513509","0.0180665254509372"
"Rechtsextrem","2006","35-65 Jahre alt","64","0.00845102422989886","0.00683715558686078","0.0100648928729369"
"Rechtsextrem","2006","66 und älter","","","",""
"AfD","2006","16-34 Jahre alt","","","",""
"AfD","2006","35-65 Jahre alt","","","",""
"AfD","2006","66 und älter","","","",""
"Sonstige","2006","16-34 Jahre alt","","","",""
"Sonstige","2006","35-65 Jahre alt","57","0.004708687919133","0.0035017595790621","0.00591561625920389"
"Sonstige","2006","66 und älter","","","",""
"keine PI","2007","16-34 Jahre alt","3187","0.676250432340012","0.662900425789573","0.689600438890451"
"keine PI","2007","35-65 Jahre alt","6449","0.582936683235309","0.573898925693218","0.591974440777399"
"keine PI","2007","66 und älter","2053","0.465985975066998","0.451217858550542","0.480754091583455"
"CDU/CSU","2007","16-34 Jahre alt","499","0.100442314133884","0.091866093077556","0.109018535190213"
"CDU/CSU","2007","35-65 Jahre alt","1916","0.151986775482608","0.145406361595959","0.158567189369258"
"CDU/CSU","2007","66 und älter","1146","0.261165158056816","0.248160658079443","0.274169658034189"
"SPD","2007","16-34 Jahre alt","521","0.108514516423123","0.099640419660438","0.117388613185807"
"SPD","2007","35-65 Jahre alt","1777","0.155825589815648","0.149177689811","0.162473489820297"
"SPD","2007","66 und älter","849","0.207697531435582","0.195688070118199","0.219706992752966"
"FDP","2007","16-34 Jahre alt","104","0.0197399620761365","0.0157710917601563","0.0237088323921168"
"FDP","2007","35-65 Jahre alt","276","0.0192103225343607","0.0166943594271333","0.0217262856415881"
"FDP","2007","66 und älter","88","0.0186253525602709","0.0146228462618407","0.0226278588587011"
"Grüne","2007","16-34 Jahre alt","247","0.0581418005073224","0.0514651275746582","0.0648184734399867"
"Grüne","2007","35-65 Jahre alt","607","0.0544609532746829","0.0503015469242101","0.0586203596251557"
"Grüne","2007","66 und älter","60","0.0130123595567252","0.00965733085063284","0.0163673882628176"
"PDS/Linke","2007","16-34 Jahre alt","86","0.0185579429398482","0.0147074143515598","0.0224084715281366"
"PDS/Linke","2007","35-65 Jahre alt","307","0.0258901988083988","0.0229793433118822","0.0288010543049154"
"PDS/Linke","2007","66 und älter","170","0.0300447166637072","0.0249908675853854","0.0350985657420291"
"Rechtsextrem","2007","16-34 Jahre alt","57","0.0142605389077462","0.0108777714613207","0.0176433063541717"
"Rechtsextrem","2007","35-65 Jahre alt","53","0.00591520528350164","0.00450965747242287","0.00732075309458041"
"Rechtsextrem","2007","66 und älter","","","",""
"AfD","2007","16-34 Jahre alt","","","",""
"AfD","2007","35-65 Jahre alt","","","",""
"AfD","2007","66 und älter","","","",""
"Sonstige","2007","16-34 Jahre alt","","","",""
"Sonstige","2007","35-65 Jahre alt","49","0.00377427156549034","0.00265032815235765","0.00489821497862304"
"Sonstige","2007","66 und älter","","","",""
"keine PI","2008","16-34 Jahre alt","2990","0.68213832113377","0.668302375086929","0.695974267180611"
"keine PI","2008","35-65 Jahre alt","5983","0.578541545700118","0.569152352350875","0.58793073904936"
"keine PI","2008","66 und älter","1956","0.448476799158145","0.433668484631981","0.46328511368431"
"CDU/CSU","2008","16-34 Jahre alt","472","0.105073828405138","0.0959622328940195","0.114185423916256"
"CDU/CSU","2008","35-65 Jahre alt","1832","0.160885621265149","0.153899231367936","0.167872011162361"
"CDU/CSU","2008","66 und älter","1196","0.27627433137004","0.262960256253966","0.289588406486114"
"SPD","2008","16-34 Jahre alt","452","0.110513302023924","0.101197278941497","0.11982932510635"
"SPD","2008","35-65 Jahre alt","1545","0.144425451077758","0.137741482239676","0.151109419915839"
"SPD","2008","66 und älter","803","0.199141847519181","0.18725099992051","0.211032695117851"
"FDP","2008","16-34 Jahre alt","93","0.0223974987993972","0.0180007215647461","0.0267942760340483"
"FDP","2008","35-65 Jahre alt","262","0.0199649468724462","0.0173052110301831","0.0226246827147093"
"FDP","2008","66 und älter","110","0.0250591643467386","0.0204051665928393","0.0297131621006379"
"Grüne","2008","16-34 Jahre alt","196","0.0479783865217263","0.0416280056575652","0.0543287673858873"
"Grüne","2008","35-65 Jahre alt","579","0.056446048284027","0.0520578750707121","0.060834221497342"
"Grüne","2008","66 und älter","67","0.0151255387334429","0.0114914158320805","0.0187596616348053"
"PDS/Linke","2008","16-34 Jahre alt","84","0.0169096320084783","0.0130785861718951","0.0207406778450615"
"PDS/Linke","2008","35-65 Jahre alt","339","0.0304916732067084","0.0272224089847933","0.0337609374286236"
"PDS/Linke","2008","66 und älter","187","0.032339365018275","0.0270721502402753","0.0376065797962748"
"Rechtsextrem","2008","16-34 Jahre alt","51","0.0110697872085743","0.00796089253859748","0.0141786818785511"
"Rechtsextrem","2008","35-65 Jahre alt","52","0.00592309686256417","0.00446405406610882","0.00738213965901952"
"Rechtsextrem","2008","66 und älter","","","",""
"AfD","2008","16-34 Jahre alt","","","",""
"AfD","2008","35-65 Jahre alt","","","",""
"AfD","2008","66 und älter","","","",""
"Sonstige","2008","16-34 Jahre alt","","","",""
"Sonstige","2008","35-65 Jahre alt","33","0.00332161673123018","0.0022275699294793","0.00441566353298105"
"Sonstige","2008","66 und älter","","","",""
"keine PI","2009","16-34 Jahre alt","2784","0.706615632200526","0.692489693003874","0.720741571397178"
"keine PI","2009","35-65 Jahre alt","5706","0.610509160121598","0.600880173000157","0.620138147243039"
"keine PI","2009","66 und älter","1874","0.45347067725423","0.438400484998882","0.468540869509578"
"CDU/CSU","2009","16-34 Jahre alt","377","0.0883642386741226","0.079558695034745","0.0971697823135002"
"CDU/CSU","2009","35-65 Jahre alt","1540","0.137802000467191","0.130995605360434","0.144608395573948"
"CDU/CSU","2009","66 und älter","1141","0.271702988957759","0.258236979168332","0.285168998747186"
"SPD","2009","16-34 Jahre alt","354","0.0881671338454526","0.0793704656796144","0.0969638020112907"
"SPD","2009","35-65 Jahre alt","1290","0.12235648159239","0.11588567447609","0.128827288708689"
"SPD","2009","66 und älter","744","0.18510722240685","0.17335014519238","0.19686429962132"
"FDP","2009","16-34 Jahre alt","132","0.0344634367355531","0.0288040303410636","0.0401228431300425"
"FDP","2009","35-65 Jahre alt","355","0.0316335651434675","0.0281775166838575","0.0350896136030776"
"FDP","2009","66 und älter","157","0.0348865516763739","0.0293319149695127","0.0404411883832352"
"Grüne","2009","16-34 Jahre alt","211","0.054332304061407","0.0472998716760432","0.0613647364467709"
"Grüne","2009","35-65 Jahre alt","580","0.0572653222546056","0.0526772897589542","0.061853354750257"
"Grüne","2009","66 und älter","74","0.0177430320657436","0.013746678245157","0.0217393858863302"
"PDS/Linke","2009","16-34 Jahre alt","65","0.0125548578666496","0.00910048179912711","0.016009233934172"
"PDS/Linke","2009","35-65 Jahre alt","297","0.028410505881734","0.0251298039228428","0.0316912078406251"
"PDS/Linke","2009","66 und älter","176","0.0319016943707521","0.0265817871402548","0.0372216016012494"
