"party","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"SPD","2011","(Fach-)Abitur","331","0.136020370862079","0.122265180658851","0.149775561065308"
"SPD","2011","AkademikerIn","654","0.147421368787439","0.137063049934727","0.157779687640152"
"CDU/CSU","2011","(noch) kein Abschluss","45","0.0815025047754246","0.0588212721333461","0.104183737417503"
"CDU/CSU","2011","Hauptschule","1240","","",""
"CDU/CSU","2011","Realschule","863","0.163200512531237","0.153380317725294","0.173020707337179"
"CDU/CSU","2011","(Fach-)Abitur","385","0.14849339058901","0.134225477840322","0.162761303337698"
"CDU/CSU","2011","AkademikerIn","955","0.202654235794429","0.19090950618815","0.214398965400708"
"FDP","2011","(noch) kein Abschluss","3","","",""
"FDP","2011","Hauptschule","54","0.00741625682879393","0.00541533810832634","0.00941717554926152"
"FDP","2011","Realschule","65","0.00998306966060335","0.00734125708771794","0.0126248822334888"
"FDP","2011","(Fach-)Abitur","39","0.0103603705010229","0.00629744317911107","0.0144232978229347"
"FDP","2011","AkademikerIn","136","","",""
"Grüne","2011","(noch) kein Abschluss","48","0.0985161717105112","0.0738117370008333","0.123220606420189"
"Grüne","2011","Hauptschule","155","","",""
"Grüne","2011","Realschule","275","","",""
"Grüne","2011","(Fach-)Abitur","267","","",""
"Grüne","2011","AkademikerIn","747","0.170647005463317","0.159655406397559","0.181638604529075"
"Linke","2011","(noch) kein Abschluss","6","0.0126065785921036","0.00335776727518703","0.0218553899090202"
"Linke","2011","Hauptschule","147","","",""
"Linke","2011","Realschule","143","","",""
"Linke","2011","(Fach-)Abitur","68","0.0296437525574427","0.0228384872008001","0.0364490179140853"
"Linke","2011","AkademikerIn","215","","",""
"Rechte","2011","(noch) kein Abschluss","1","","",""
"Rechte","2011","Hauptschule","32","0.0045246442437438","0.00295947623218532","0.00608981225530228"
"Rechte","2011","Realschule","52","0.0134731709163348","0.0104095290127691","0.0165368128199005"
"Rechte","2011","(Fach-)Abitur","10","","",""
"Rechte","2011","AkademikerIn","6","0.00128027789328427","0.000235519736598329","0.00232503604997021"
"AfD","2011","(noch) kein Abschluss","","","",""
"AfD","2011","Hauptschule","","","",""
"AfD","2011","Realschule","","","",""
"AfD","2011","(Fach-)Abitur","","","",""
"AfD","2011","AkademikerIn","","","",""
"Andere","2011","(noch) kein Abschluss","1","","",""
"Andere","2011","Hauptschule","35","0.00541057075595257","0.00369977979145593","0.00712136172044922"
"Andere","2011","Realschule","20","","",""
"Andere","2011","(Fach-)Abitur","13","","",""
"Andere","2011","AkademikerIn","31","0.0101724184718035","0.00724062266961975","0.0131042142739872"
"keine Parteineigung","2012","(noch) kein Abschluss","402","0.746477933096311","0.709371646024821","0.783584220167801"
"keine Parteineigung","2012","Hauptschule","4144","0.609352483935531","0.597771474403435","0.620933493467627"
"keine Parteineigung","2012","Realschule","3386","0.630189075773911","0.617217977048536","0.643160174499286"
"keine Parteineigung","2012","(Fach-)Abitur","1273","","",""
"keine Parteineigung","2012","AkademikerIn","1882","","",""
"SPD","2012","(noch) kein Abschluss","35","0.0715384256323204","0.0495556368957365","0.0935212143689044"
"SPD","2012","Hauptschule","1125","","",""
"SPD","2012","Realschule","597","0.11458207098355","0.106023841034747","0.123140300932353"
"SPD","2012","(Fach-)Abitur","359","0.151960145753506","0.137464638084384","0.166455653422628"
"SPD","2012","AkademikerIn","693","0.157803266711865","0.147183680016464","0.168422853407265"
"CDU/CSU","2012","(noch) kein Abschluss","41","0.0964633518756189","0.0712816434900405","0.121645060261197"
"CDU/CSU","2012","Hauptschule","1225","","",""
"CDU/CSU","2012","Realschule","845","0.161228738022491","0.1513478845271","0.171109591517882"
"CDU/CSU","2012","(Fach-)Abitur","389","0.150686091728174","0.136240639230495","0.165131544225854"
"CDU/CSU","2012","AkademikerIn","948","0.197763658223365","0.186160739415912","0.209366577030818"
"FDP","2012","(noch) kein Abschluss","","","",""
"FDP","2012","Hauptschule","41","0.00613096347002398","0.00427807816450816","0.00798384877553979"
"FDP","2012","Realschule","41","0.00815121961904055","0.00573528325560138","0.0105671559824797"
"FDP","2012","(Fach-)Abitur","32","0.00916837359391225","0.0053197403314951","0.0130170068563294"
"FDP","2012","AkademikerIn","110","","",""
"Grüne","2012","(noch) kein Abschluss","41","0.0732119055844494","0.0509935348900022","0.0954302762788965"
"Grüne","2012","Hauptschule","123","","",""
"Grüne","2012","Realschule","238","","",""
"Grüne","2012","(Fach-)Abitur","234","","",""
"Grüne","2012","AkademikerIn","681","0.159512026006953","0.148845934353522","0.170178117660384"
"Linke","2012","(noch) kein Abschluss","9","0.0123083838113006","0.00290374050331851","0.0217130271192827"
"Linke","2012","Hauptschule","120","","",""
"Linke","2012","Realschule","150","","",""
"Linke","2012","(Fach-)Abitur","51","0.0206579128359819","0.0149144888493264","0.0264013368226374"
"Linke","2012","AkademikerIn","197","","",""
"Rechte","2012","(noch) kein Abschluss","","","",""
"Rechte","2012","Hauptschule","26","","",""
"Rechte","2012","Realschule","46","0.0105874099465697","0.0078373950749694","0.0133374248181701"
"Rechte","2012","(Fach-)Abitur","7","0.00552175803934339","0.00252951560969698","0.0085140004689898"
"Rechte","2012","AkademikerIn","4","0.00122402423848628","0.00020549876219009","0.00224254971478246"
"AfD","2012","(noch) kein Abschluss","","","",""
"AfD","2012","Hauptschule","","","",""
"AfD","2012","Realschule","","","",""
"AfD","2012","(Fach-)Abitur","","","",""
"AfD","2012","AkademikerIn","","","",""
"Andere","2012","(noch) kein Abschluss","","","",""
"Andere","2012","Hauptschule","14","","",""
"Andere","2012","Realschule","18","","",""
"Andere","2012","(Fach-)Abitur","11","","",""
"Andere","2012","AkademikerIn","12","","",""
"keine Parteineigung","2013","(noch) kein Abschluss","722","0.734955728786949","0.706860425612664","0.763051031961235"
"keine Parteineigung","2013","Hauptschule","4934","0.60540305466885","0.594516445678493","0.616289663659206"
"keine Parteineigung","2013","Realschule","3472","0.614061073278673","0.601181362354032","0.626940784203315"
"keine Parteineigung","2013","(Fach-)Abitur","1948","","",""
"keine Parteineigung","2013","AkademikerIn","2389","","",""
"SPD","2013","(noch) kein Abschluss","97","0.104047565926421","0.0846117686021351","0.123483363250706"
"SPD","2013","Hauptschule","1134","","",""
"SPD","2013","Realschule","624","0.117589324401126","0.109066954816165","0.126111693986086"
"SPD","2013","(Fach-)Abitur","439","0.150735965001697","0.138506372232661","0.162965557770734"
"SPD","2013","AkademikerIn","760","0.151581651232762","0.141960482467703","0.161202819997821"
"CDU/CSU","2013","(noch) kein Abschluss","53","0.0771554014605997","0.0601693913859311","0.0941414115352682"
"CDU/CSU","2013","Hauptschule","1319","","",""
"CDU/CSU","2013","Realschule","924","0.181102437306202","0.170913756036644","0.191291118575759"
"CDU/CSU","2013","(Fach-)Abitur","515","0.155873265510348","0.143474688865263","0.168271842155433"
"CDU/CSU","2013","AkademikerIn","1083","","",""
"FDP","2013","(noch) kein Abschluss","5","0.0087807242036388","0.0028419890177857","0.0147194593894919"
"FDP","2013","Hauptschule","41","0.00483705250328604","0.00329168789823437","0.00638241710833772"
"FDP","2013","Realschule","50","0.00821712093810511","0.00582870927888304","0.0106055325973272"
"FDP","2013","(Fach-)Abitur","46","0.0131390291018601","0.00924685901451396","0.0170311991892063"
"FDP","2013","AkademikerIn","125","","",""
"Grüne","2013","(noch) kein Abschluss","48","0.0522668047006061","0.0380990853960278","0.0664345240051844"
"Grüne","2013","Hauptschule","146","","",""
"Grüne","2013","Realschule","232","","",""
"Grüne","2013","(Fach-)Abitur","265","","",""
"Grüne","2013","AkademikerIn","744","0.155156059167141","0.145442640532005","0.164869477802278"
"Linke","2013","(noch) kein Abschluss","15","","",""
"Linke","2013","Hauptschule","123","","",""
"Linke","2013","Realschule","135","","",""
"Linke","2013","(Fach-)Abitur","56","0.0219597173684561","0.0169504532494659","0.0269689814874463"
"Linke","2013","AkademikerIn","203","","",""
"Rechte","2013","(noch) kein Abschluss","4","0.00455596151263978","0.000269071207922559","0.00884285181735699"
"Rechte","2013","Hauptschule","19","","",""
"Rechte","2013","Realschule","31","0.00849752886139925","0.0060690503535474","0.0109260073692511"
"Rechte","2013","(Fach-)Abitur","4","0.00147638264405505","0.000163998958907497","0.00278876632920261"
"Rechte","2013","AkademikerIn","1","","",""
"AfD","2013","(noch) kein Abschluss","","","",""
"AfD","2013","Hauptschule","","","",""
"AfD","2013","Realschule","","","",""
"AfD","2013","(Fach-)Abitur","","","",""
"AfD","2013","AkademikerIn","","","",""
"Andere","2013","(noch) kein Abschluss","4","0.00336497850967894","-0.000321427300303263","0.00705138431966113"
"Andere","2013","Hauptschule","27","","",""
"Andere","2013","Realschule","20","","",""
"Andere","2013","(Fach-)Abitur","15","","",""
"Andere","2013","AkademikerIn","32","0.00759681203462153","0.00526733059000727","0.00992629347923579"
"keine Parteineigung","2014","(noch) kein Abschluss","736","0.733244710628784","0.705469996235591","0.761019425021978"
"keine Parteineigung","2014","Hauptschule","4959","0.572174332083201","0.561384351733589","0.582964312432814"
"keine Parteineigung","2014","Realschule","3980","0.572358258910413","0.560527785800689","0.584188732020137"
"keine Parteineigung","2014","(Fach-)Abitur","2076","","",""
"keine Parteineigung","2014","AkademikerIn","2487","","",""
"SPD","2014","(noch) kein Abschluss","91","0.100457315439322","0.0815786937064152","0.119335937172229"
"SPD","2014","Hauptschule","1192","","",""
"SPD","2014","Realschule","795","0.130847808703289","0.122783646902297","0.13891197050428"
"SPD","2014","(Fach-)Abitur","534","0.15747146095506","0.145961330747969","0.168981591162152"
"SPD","2014","AkademikerIn","871","0.151888192796161","0.142858393771599","0.160917991820723"
"CDU/CSU","2014","(noch) kein Abschluss","64","0.0741356546240833","0.057682247049762","0.0905890621984046"
"CDU/CSU","2014","Hauptschule","1449","","",""
"CDU/CSU","2014","Realschule","1231","","",""
"CDU/CSU","2014","(Fach-)Abitur","658","0.170045669958724","0.158174408118376","0.181916931799072"
"CDU/CSU","2014","AkademikerIn","1296","","",""
"FDP","2014","(noch) kein Abschluss","7","0.00829896241435327","0.00260163871252916","0.0139962861161774"
"FDP","2014","Hauptschule","34","0.00461584029293555","0.00313760420939354","0.00609407637647756"
"FDP","2014","Realschule","55","0.00805802959741245","0.00592013813225316","0.0101959210625717"
"FDP","2014","(Fach-)Abitur","48","0.00924159726311281","0.00621785758171554","0.0122653369445101"
"FDP","2014","AkademikerIn","152","","",""
"Grüne","2014","(noch) kein Abschluss","36","0.0392192556916007","0.0270285055135062","0.0514100058696953"
"Grüne","2014","Hauptschule","128","","",""
"Grüne","2014","Realschule","271","","",""
"Grüne","2014","(Fach-)Abitur","345","0.0919749087961209","0.0828428099112358","0.101107007681006"
"Grüne","2014","AkademikerIn","894","0.15182264356042","0.142794444339594","0.160850842781246"
"Linke","2014","(noch) kein Abschluss","19","","",""
"Linke","2014","Hauptschule","199","","",""
"Linke","2014","Realschule","254","","",""
"Linke","2014","(Fach-)Abitur","133","","",""
"Linke","2014","AkademikerIn","294","","",""
"Rechte","2014","(noch) kein Abschluss","10","","",""
"Rechte","2014","Hauptschule","33","0.00416568342007309","0.00276106058510021","0.00557030625504596"
"Rechte","2014","Realschule","45","0.00873370322261955","0.00650874184533268","0.0109586645999064"
"Rechte","2014","(Fach-)Abitur","4","0.000645930083673422","-0.000156929223993081","0.00144878939133992"
"Rechte","2014","AkademikerIn","3","","",""
"AfD","2014","(noch) kein Abschluss","10","","",""
"AfD","2014","Hauptschule","56","0.0054086153404985","0.00380909987390498","0.00700813080709202"
"AfD","2014","Realschule","57","0.00821455365420848","0.00605616851526079","0.0103729387931562"
"AfD","2014","(Fach-)Abitur","32","0.00711791533975586","0.00446140051281975","0.00977443016669197"
"AfD","2014","AkademikerIn","47","0.00918960193329873","0.0067889281496889","0.0115902757169086"
"Andere","2014","(noch) kein Abschluss","1","","",""
"Andere","2014","Hauptschule","27","","",""
"Andere","2014","Realschule","30","0.00365574445996144","0.00221256374395157","0.00509892517597131"
"Andere","2014","(Fach-)Abitur","17","","",""
"Andere","2014","AkademikerIn","25","","",""
"keine Parteineigung","2015","(noch) kein Abschluss","754","0.758368239184723","0.731204410604955","0.78553206776449"
"keine Parteineigung","2015","Hauptschule","5033","0.606182100951058","0.595278104408683","0.617086097493433"
"keine Parteineigung","2015","Realschule","4142","0.618970735033671","0.607104258431716","0.630837211635626"
"keine Parteineigung","2015","(Fach-)Abitur","2580","","",""
"keine Parteineigung","2015","AkademikerIn","3010","0.432751686145328","0.420488020209224","0.445015352081431"
"SPD","2015","(noch) kein Abschluss","71","0.0808225310860867","0.0635267646343393","0.0981182975378341"
"SPD","2015","Hauptschule","1017","","",""
"SPD","2015","Realschule","646","0.106584359397751","0.0990441904317949","0.114124528363706"
"SPD","2015","(Fach-)Abitur","403","0.115334355672463","0.105519742800894","0.125148968544031"
"SPD","2015","AkademikerIn","771","0.138663809785386","0.130109553998337","0.147218065572435"
"CDU/CSU","2015","(noch) kein Abschluss","63","0.0832786129822533","0.0657454880619112","0.100811737902595"
"CDU/CSU","2015","Hauptschule","1235","","",""
"CDU/CSU","2015","Realschule","1006","","",""
"CDU/CSU","2015","(Fach-)Abitur","560","0.154807790234906","0.143693585451829","0.165921995017984"
"CDU/CSU","2015","AkademikerIn","1201","","",""
"FDP","2015","(noch) kein Abschluss","","","",""
"FDP","2015","Hauptschule","29","","",""
"FDP","2015","Realschule","46","0.00663290912572934","0.00464949011988931","0.00861632813156936"
"FDP","2015","(Fach-)Abitur","43","0.00980299048326119","0.00677576798919181","0.0128302129773306"
"FDP","2015","AkademikerIn","143","","",""
"Grüne","2015","(noch) kein Abschluss","30","0.0293341761854695","0.0186264878681586","0.0400418645027805"
"Grüne","2015","Hauptschule","114","","",""
"Grüne","2015","Realschule","225","","",""
"Grüne","2015","(Fach-)Abitur","285","","",""
"Grüne","2015","AkademikerIn","783","0.135059285701561","0.126599298322188","0.143519273080934"
"Linke","2015","(noch) kein Abschluss","20","","",""
"Linke","2015","Hauptschule","159","","",""
"Linke","2015","Realschule","211","","",""
"Linke","2015","(Fach-)Abitur","129","","",""
"Linke","2015","AkademikerIn","283","","",""
"Rechte","2015","(noch) kein Abschluss","5","0.0050096395577548","0.000529551192381248","0.00948972792312835"
"Rechte","2015","Hauptschule","35","0.00280344137865023","0.00162346707305055","0.00398341568424991"
"Rechte","2015","Realschule","38","0.0105420113055211","0.00804645150523909","0.013037571105803"
"Rechte","2015","(Fach-)Abitur","10","","",""
"Rechte","2015","AkademikerIn","4","0.00117051708910622","0.000324169275765199","0.00201686490244724"
"AfD","2015","(noch) kein Abschluss","9","0.0152115097916954","0.00744489891968822","0.0229781206637027"
"AfD","2015","Hauptschule","69","0.0112679975710639","0.00891241087240514","0.0136235842697227"
"AfD","2015","Realschule","95","0.0167985084258449","0.0136582586891366","0.0199387581625533"
"AfD","2015","(Fach-)Abitur","42","0.0121258703165155","0.00876298922065128","0.0154887514123797"
"AfD","2015","AkademikerIn","49","0.00938158021691958","0.0069953874863035","0.0117677729475357"
"Andere","2015","(noch) kein Abschluss","2","","",""
"Andere","2015","Hauptschule","22","","",""
"Andere","2015","Realschule","25","","",""
"Andere","2015","(Fach-)Abitur","17","","",""
"Andere","2015","AkademikerIn","26","","",""
"keine Parteineigung","2016","(noch) kein Abschluss","651","0.786010869047663","0.757923162867382","0.814098575227945"
"keine Parteineigung","2016","Hauptschule","4509","0.629062188667349","0.617681697402203","0.640442679932494"
"keine Parteineigung","2016","Realschule","3877","0.639439884979034","0.627216747506543","0.651663022451525"
"keine Parteineigung","2016","(Fach-)Abitur","2255","","",""
"keine Parteineigung","2016","AkademikerIn","2721","","",""
"SPD","2016","(noch) kein Abschluss","51","0.0756675344152132","0.0575551746825314","0.0937798941478949"
"SPD","2016","Hauptschule","823","0.12837161923808","0.120490936256088","0.136252302220072"
"SPD","2016","Realschule","512","0.0916424647523052","0.0842978201495681","0.0989871093550423"
"SPD","2016","(Fach-)Abitur","365","0.110449384411814","0.100266650826334","0.120632117997294"
"SPD","2016","AkademikerIn","676","0.128867654801271","0.120238160608876","0.137497148993666"
"CDU/CSU","2016","(noch) kein Abschluss","45","0.0739238970383812","0.0560045613362101","0.0918432327405523"
"CDU/CSU","2016","Hauptschule","1095","","",""
"CDU/CSU","2016","Realschule","884","0.157074049190462","0.147811278227954","0.16633682015297"
"CDU/CSU","2016","(Fach-)Abitur","482","0.1363745509991","0.125225785471607","0.147523316526593"
"CDU/CSU","2016","AkademikerIn","1076","","",""
"FDP","2016","(noch) kein Abschluss","1","","",""
"FDP","2016","Hauptschule","39","0.00612040065121121","0.00428292970479995","0.00795787159762247"
"FDP","2016","Realschule","49","0.00859122029637848","0.0062418698642974","0.0109405707284596"
"FDP","2016","(Fach-)Abitur","33","0.00747282605496224","0.00467506230496417","0.0102705898049603"
"FDP","2016","AkademikerIn","153","","",""
"Grüne","2016","(noch) kein Abschluss","33","0.0324153194853602","0.0202862974469501","0.0445443415237704"
"Grüne","2016","Hauptschule","117","","",""
"Grüne","2016","Realschule","228","","",""
"Grüne","2016","(Fach-)Abitur","287","","",""
"Grüne","2016","AkademikerIn","794","0.138835192407439","0.129929571000295","0.147740813814583"
"Linke","2016","(noch) kein Abschluss","16","","",""
"Linke","2016","Hauptschule","108","","",""
"Linke","2016","Realschule","159","","",""
"Linke","2016","(Fach-)Abitur","128","","",""
"Linke","2016","AkademikerIn","268","","",""
"Rechte","2016","(noch) kein Abschluss","4","0.00522988508534446","0.00029003717268764","0.0101697329980013"
"Rechte","2016","Hauptschule","34","0.00428072857242265","0.00274260591907879","0.00581885122576651"
"Rechte","2016","Realschule","21","","",""
"Rechte","2016","(Fach-)Abitur","5","0.00117455068294512","6.18507042933676e-05","0.00228725066159687"
"Rechte","2016","AkademikerIn","3","","",""
"AfD","2016","(noch) kein Abschluss","14","","",""
"AfD","2016","Hauptschule","176","","",""
"AfD","2016","Realschule","162","","",""
"AfD","2016","(Fach-)Abitur","75","0.0244381192656603","0.0194221057235831","0.0294541328077374"
"AfD","2016","AkademikerIn","74","0.0129199720091696","0.010011410334067","0.0158285336842723"
"Andere","2016","(noch) kein Abschluss","4","0.00092900798593222","-0.00115747111264687","0.00301548708451131"
"Andere","2016","Hauptschule","20","","",""
"Andere","2016","Realschule","36","0.00599737111393456","0.00403189295652692","0.0079628492713422"
"Andere","2016","(Fach-)Abitur","10","","",""
"Andere","2016","AkademikerIn","26","","",""
"keine Parteineigung","2017","(noch) kein Abschluss","1352","","",""
"keine Parteineigung","2017","Hauptschule","4967","0.620117608425663","0.609157225669304","0.631077991182022"
"keine Parteineigung","2017","Realschule","4387","0.633619656105036","0.622160262691483","0.645079049518588"
"keine Parteineigung","2017","(Fach-)Abitur","2749","","",""
"keine Parteineigung","2017","AkademikerIn","3266","0.444200350850646","0.432367917206724","0.456032784494567"
"SPD","2017","(noch) kein Abschluss","82","0.106742421560542","0.0918567461600052","0.121628096961079"
"SPD","2017","Hauptschule","957","0.155408331555113","0.147226987574262","0.163589675535963"
"SPD","2017","Realschule","719","0.110726224673877","0.103263039546771","0.118189409800982"
"SPD","2017","(Fach-)Abitur","487","0.131667716197325","0.121721927429061","0.141613504965588"
"SPD","2017","AkademikerIn","866","0.139988014621114","0.131725291998779","0.148250737243449"
"CDU/CSU","2017","(noch) kein Abschluss","135","","",""
"CDU/CSU","2017","Hauptschule","1106","","",""
"CDU/CSU","2017","Realschule","994","0.151950831450769","0.143413084423684","0.160488578477854"
"CDU/CSU","2017","(Fach-)Abitur","608","0.145058001747592","0.134699527821625","0.15541647567356"
"CDU/CSU","2017","AkademikerIn","1265","","",""
"FDP","2017","(noch) kein Abschluss","11","","",""
"FDP","2017","Hauptschule","45","0.00696506861207666","0.00508701031288615","0.00884312691126718"
"FDP","2017","Realschule","69","0.0101677214711218","0.00778170272044913","0.0125537402217946"
"FDP","2017","(Fach-)Abitur","77","0.0197138667351944","0.0156248494743275","0.0238028839960613"
"FDP","2017","AkademikerIn","215","","",""
"Grüne","2017","(noch) kein Abschluss","32","0.0278815992562362","0.0199450797773335","0.0358181187351388"
"Grüne","2017","Hauptschule","100","","",""
"Grüne","2017","Realschule","202","","",""
"Grüne","2017","(Fach-)Abitur","267","","",""
"Grüne","2017","AkademikerIn","746","0.117055797464555","0.109400032560082","0.124711562369028"
"Linke","2017","(noch) kein Abschluss","21","","",""
"Linke","2017","Hauptschule","126","","",""
"Linke","2017","Realschule","188","","",""
"Linke","2017","(Fach-)Abitur","150","","",""
"Linke","2017","AkademikerIn","305","0.0537891309004477","0.0484167508875755","0.0591615109133199"
"Rechte","2017","(noch) kein Abschluss","3","","",""
"Rechte","2017","Hauptschule","35","0.00335898532960011","0.00205240071882069","0.00466556994037953"
"Rechte","2017","Realschule","26","","",""
"Rechte","2017","(Fach-)Abitur","13","","",""
"Rechte","2017","AkademikerIn","6","0.00187926574381165","0.000847903729066623","0.00291062775855667"
"AfD","2017","(noch) kein Abschluss","12","","",""
"AfD","2017","Hauptschule","178","","",""
"AfD","2017","Realschule","173","","",""
"AfD","2017","(Fach-)Abitur","61","0.0196503416941068","0.0155677856044129","0.0237328977838007"
"AfD","2017","AkademikerIn","77","0.0133704449692875","0.0106353306342108","0.0161055593043643"
"Andere","2017","(noch) kein Abschluss","5","0.00245954361175971","7.17093074466303e-05","0.00484737791607278"
"Andere","2017","Hauptschule","19","","",""
"Andere","2017","Realschule","33","0.00515838870843183","0.00345460198601919","0.00686217543084447"
"Andere","2017","(Fach-)Abitur","28","","",""
"Andere","2017","AkademikerIn","28","","",""
"keine Parteineigung","2018","(noch) kein Abschluss","1696","","",""
"keine Parteineigung","2018","Hauptschule","4862","0.620674317493573","0.609593539713478","0.631755095273668"
"keine Parteineigung","2018","Realschule","4055","0.603577997491999","0.59173196235569","0.615424032628307"
"keine Parteineigung","2018","(Fach-)Abitur","2758","","",""
"keine Parteineigung","2018","AkademikerIn","3201","0.442780186526042","0.430967284089306","0.454593088962778"
"SPD","2018","(noch) kein Abschluss","69","0.0847039324552033","0.072573524079711","0.0968343408306956"
"SPD","2018","Hauptschule","850","0.137107460671181","0.129252552096913","0.144962369245449"
"SPD","2018","Realschule","604","0.0974746834605535","0.0902917299713465","0.104657636949761"
"SPD","2018","(Fach-)Abitur","391","0.108234114671097","0.0991346978776044","0.11733353146459"
"SPD","2018","AkademikerIn","731","0.119392788527381","0.111681456214344","0.127104120840419"
"CDU/CSU","2018","(noch) kein Abschluss","158","","",""
"CDU/CSU","2018","Hauptschule","1070","","",""
"CDU/CSU","2018","Realschule","953","0.154864739488947","0.146103474318728","0.163626004659165"
"CDU/CSU","2018","(Fach-)Abitur","578","0.14170396185435","0.131489497512252","0.151918426196448"
"CDU/CSU","2018","AkademikerIn","1184","","",""
"FDP","2018","(noch) kein Abschluss","8","0.00807011528472047","0.004172282593177","0.0119679479762639"
"FDP","2018","Hauptschule","62","0.00856465752080654","0.00646030045431917","0.0106690145872939"
"FDP","2018","Realschule","101","","",""
"FDP","2018","(Fach-)Abitur","103","","",""
"FDP","2018","AkademikerIn","258","","",""
"Grüne","2018","(noch) kein Abschluss","46","0.0179720303485568","0.012184365991084","0.0237596947060296"
"Grüne","2018","Hauptschule","127","","",""
"Grüne","2018","Realschule","271","","",""
"Grüne","2018","(Fach-)Abitur","351","0.090478383252716","0.0820763387996516","0.0988804277057804"
"Grüne","2018","AkademikerIn","905","0.137738921950982","0.129543015672127","0.145934828229836"
"Linke","2018","(noch) kein Abschluss","24","","",""
"Linke","2018","Hauptschule","124","","",""
"Linke","2018","Realschule","245","","",""
"Linke","2018","(Fach-)Abitur","182","","",""
"Linke","2018","AkademikerIn","359","0.0543956120355975","0.0490019227350916","0.0597893013361035"
"Rechte","2018","(noch) kein Abschluss","1","","",""
"Rechte","2018","Hauptschule","13","","",""
"Rechte","2018","Realschule","11","","",""
"Rechte","2018","(Fach-)Abitur","2","","",""
"Rechte","2018","AkademikerIn","1","","",""
"AfD","2018","(noch) kein Abschluss","18","","",""
"AfD","2018","Hauptschule","232","","",""
"AfD","2018","Realschule","262","","",""
"AfD","2018","(Fach-)Abitur","78","0.0235580367651221","0.0191158295657964","0.0280002439644478"
"AfD","2018","AkademikerIn","109","","",""
"Andere","2018","(noch) kein Abschluss","4","0.00416183305866985","0.0013571774003181","0.00696648871702161"
"Andere","2018","Hauptschule","26","","",""
"Andere","2018","Realschule","48","0.00736653401894734","0.00529566087054511","0.00943740716734957"
"Andere","2018","(Fach-)Abitur","35","0.0104018530768491","0.00743024971716428","0.013373456436534"
"Andere","2018","AkademikerIn","44","0.00986582361614818","0.00751530902529127","0.0122163382070051"
"keine Parteineigung","2019","(noch) kein Abschluss","543","0.694635977701412","0.662126613762995","0.727145341639828"
"keine Parteineigung","2019","Hauptschule","3856","0.630088705243759","0.617990289782189","0.642187120705329"
"keine Parteineigung","2019","Realschule","3956","0.604399876552559","0.592628846345038","0.61617090676008"
"keine Parteineigung","2019","(Fach-)Abitur","2261","","",""
"keine Parteineigung","2019","AkademikerIn","2864","","",""
"SPD","2019","(noch) kein Abschluss","41","0.0672083916290493","0.0495347937921729","0.0848819894659257"
"SPD","2019","Hauptschule","671","0.116581007066791","0.108538783941518","0.124623230192063"
"SPD","2019","Realschule","503","0.085353927656026","0.0786278423110249","0.0920800130010272"
"SPD","2019","(Fach-)Abitur","302","0.0890951974522195","0.080360204616876","0.097830190287563"
"SPD","2019","AkademikerIn","569","0.0830670183168121","0.0765475711785323","0.0895864654550919"
"CDU/CSU","2019","(noch) kein Abschluss","55","0.0869623517641816","0.06707253039023","0.106852173138133"
"CDU/CSU","2019","Hauptschule","933","0.150698724247952","0.141733430436257","0.159664018059647"
"CDU/CSU","2019","Realschule","970","0.141695311972111","0.133300275936281","0.150090348007941"
"CDU/CSU","2019","(Fach-)Abitur","520","0.115363549918482","0.105568297533159","0.125158802303804"
"CDU/CSU","2019","AkademikerIn","1245","","",""
"FDP","2019","(noch) kein Abschluss","21","","",""
"FDP","2019","Hauptschule","74","0.00914302543796133","0.00675780072612293","0.0115282501497997"
"FDP","2019","Realschule","134","","",""
"FDP","2019","(Fach-)Abitur","105","","",""
"FDP","2019","AkademikerIn","317","0.0382273137931608","0.0336978085099892","0.0427568190763324"
"Grüne","2019","(noch) kein Abschluss","64","0.0624793612323789","0.0453957527045973","0.0795629697601604"
"Grüne","2019","Hauptschule","183","","",""
"Grüne","2019","Realschule","469","0.0657267728769649","0.0597614742717454","0.0716920714821844"
"Grüne","2019","(Fach-)Abitur","581","0.135134836437306","0.124652531917927","0.145617140956685"
"Grüne","2019","AkademikerIn","1356","","",""
"Linke","2019","(noch) kein Abschluss","17","","",""
"Linke","2019","Hauptschule","112","","",""
"Linke","2019","Realschule","243","","",""
"Linke","2019","(Fach-)Abitur","161","","",""
"Linke","2019","AkademikerIn","351","0.0511985632832794","0.0459920831678085","0.0564050433987504"
"Rechte","2019","(noch) kein Abschluss","2","","",""
"Rechte","2019","Hauptschule","12","","",""
"Rechte","2019","Realschule","11","","",""
"Rechte","2019","(Fach-)Abitur","2","","",""
"Rechte","2019","AkademikerIn","","","",""
"AfD","2019","(noch) kein Abschluss","15","","",""
"AfD","2019","Hauptschule","241","","",""
"AfD","2019","Realschule","270","","",""
"AfD","2019","(Fach-)Abitur","86","0.0236875819176863","0.0190247079068937","0.028350455928479"
"AfD","2019","AkademikerIn","115","","",""
"Andere","2019","(noch) kein Abschluss","13","","",""
"Andere","2019","Hauptschule","35","0.00473908675271381","0.00301803212896802","0.00646014137645961"
"Andere","2019","Realschule","73","0.00892820026797686","0.00666377181853795","0.0111926287174158"
"Andere","2019","(Fach-)Abitur","68","0.0159673380350736","0.012123899620457","0.0198107764496903"
"Andere","2019","AkademikerIn","67","0.0121309221274358","0.00954494747682874","0.0147168967780428"
