"party","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Sonstige","2012","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2012","66 und älter","Laendlicher Raum","","","",""
"keine PN","2013","16-34 J.","Staedtischer Raum","2846","0.647527607189037","0.633011808683059","0.662043405695015"
"keine PN","2013","16-34 J.","Laendlicher Raum","1197","0.715003339892067","0.692759038441106","0.737247641343028"
"keine PN","2013","35-65 J.","Staedtischer Raum","4888","0.562761738254308","0.552106152447951","0.573417324060665"
"keine PN","2013","35-65 J.","Laendlicher Raum","2863","0.635600247624415","0.621512395412154","0.649688099836675"
"keine PN","2013","66 und älter","Staedtischer Raum","1218","0.402262529663468","0.38525964179967","0.419265417527267"
"keine PN","2013","66 und älter","Laendlicher Raum","861","0.486209077907914","0.462970522778063","0.509447633037766"
"CDU/CSU","2013","16-34 J.","Staedtischer Raum","397","0.100051141176595","0.0909337797410217","0.109168502612169"
"CDU/CSU","2013","16-34 J.","Laendlicher Raum","157","0.117844002254874","0.101955926974589","0.13373207753516"
"CDU/CSU","2013","35-65 J.","Staedtischer Raum","1205","0.150413728831398","0.142734750329526","0.15809270733327"
"CDU/CSU","2013","35-65 J.","Laendlicher Raum","736","0.169107135596867","0.158134342178883","0.180079929014851"
"CDU/CSU","2013","66 und älter","Staedtischer Raum","985","0.298894579308727","0.283021421219036","0.314767737398418"
"CDU/CSU","2013","66 und älter","Laendlicher Raum","456","0.257678198423258","0.237343425703513","0.278012971143003"
"SPD","2013","16-34 J.","Staedtischer Raum","439","0.115754629653372","0.10603376681291","0.125475492493834"
"SPD","2013","16-34 J.","Laendlicher Raum","99","0.065330591152675","0.0531538195595711","0.077507362745779"
"SPD","2013","35-65 J.","Staedtischer Raum","1136","0.146536480112226","0.138939843909454","0.154133116314997"
"SPD","2013","35-65 J.","Laendlicher Raum","448","0.0980787120891992","0.089372376212056","0.106785047966342"
"SPD","2013","66 und älter","Staedtischer Raum","702","0.219179236044095","0.204834649300113","0.233523822788076"
"SPD","2013","66 und älter","Laendlicher Raum","285","0.164958043811528","0.147701839486283","0.182214248136772"
"FDP","2013","16-34 J.","Staedtischer Raum","43","0.011687009364671","0.0084215206960427","0.0149524980332994"
"FDP","2013","16-34 J.","Laendlicher Raum","","","",""
"FDP","2013","35-65 J.","Staedtischer Raum","109","0.0131004169361938","0.0106579144661437","0.015542919406244"
"FDP","2013","35-65 J.","Laendlicher Raum","38","0.00831158289090236","0.00565396087918568","0.010969204902619"
"FDP","2013","66 und älter","Staedtischer Raum","73","0.0173602665332388","0.0128314157203026","0.0218891173461751"
"FDP","2013","66 und älter","Laendlicher Raum","","","",""
"Grüne","2013","16-34 J.","Staedtischer Raum","304","0.0884653267456191","0.0798370836488532","0.097093569842385"
"Grüne","2013","16-34 J.","Laendlicher Raum","76","0.0610053887949015","0.0492114056975122","0.0727993718922909"
"Grüne","2013","35-65 J.","Staedtischer Raum","737","0.0949202862064985","0.0886240805544933","0.101216491858504"
"Grüne","2013","35-65 J.","Laendlicher Raum","215","0.0428286166154282","0.036901743934903","0.0487554892959534"
"Grüne","2013","66 und älter","Staedtischer Raum","136","0.0396300741719416","0.0328654390185969","0.0463947093252864"
"Grüne","2013","66 und älter","Laendlicher Raum","49","0.0302747503298187","0.0223082236631111","0.0382412769965263"
"PDS/Linke","2013","16-34 J.","Staedtischer Raum","63","0.0154367738074204","0.011690933067542","0.0191826145472988"
"PDS/Linke","2013","16-34 J.","Laendlicher Raum","","","",""
"PDS/Linke","2013","35-65 J.","Staedtischer Raum","166","0.0200026687969333","0.0169951220359704","0.0230102155578962"
"PDS/Linke","2013","35-65 J.","Laendlicher Raum","135","0.0308455576374555","0.0257843223190466","0.0359067929558644"
"PDS/Linke","2013","66 und älter","Staedtischer Raum","65","0.0167515431869482","0.012301423340301","0.0212016630335954"
"PDS/Linke","2013","66 und älter","Laendlicher Raum","101","0.0415979943531557","0.0323144368913846","0.0508815518149268"
"Rechtsextrem","2013","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2013","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2013","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2013","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2013","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2013","66 und älter","Laendlicher Raum","","","",""
"AfD","2013","16-34 J.","Staedtischer Raum","","","",""
"AfD","2013","16-34 J.","Laendlicher Raum","","","",""
"AfD","2013","35-65 J.","Staedtischer Raum","","","",""
"AfD","2013","35-65 J.","Laendlicher Raum","","","",""
"AfD","2013","66 und älter","Staedtischer Raum","","","",""
"AfD","2013","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2013","16-34 J.","Staedtischer Raum","53","0.014588276842349","0.010945269105152","0.0182312845795461"
"Sonstige","2013","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2013","35-65 J.","Staedtischer Raum","63","0.00877976431745196","0.00677583463257037","0.0107836940023336"
"Sonstige","2013","35-65 J.","Laendlicher Raum","32","0.00972691340879391","0.00685395899811767","0.0125998678194701"
"Sonstige","2013","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2013","66 und älter","Laendlicher Raum","","","",""
"keine PN","2014","16-34 J.","Staedtischer Raum","2884","0.604435032568537","0.589950851768289","0.618919213368786"
"keine PN","2014","16-34 J.","Laendlicher Raum","1530","0.70415442933889","0.684497099042193","0.723811759635587"
"keine PN","2014","35-65 J.","Staedtischer Raum","5311","0.5357922436259","0.525935911794166","0.545648575457633"
"keine PN","2014","35-65 J.","Laendlicher Raum","3239","0.578806577828747","0.56576003882215","0.591853116835344"
"keine PN","2014","66 und älter","Staedtischer Raum","1098","0.362710046313435","0.345842592283324","0.379577500343546"
"keine PN","2014","66 und älter","Laendlicher Raum","748","0.420920599198659","0.397959336970307","0.443881861427011"
"CDU/CSU","2014","16-34 J.","Staedtischer Raum","450","0.115444825755102","0.105978969343576","0.124910682166629"
"CDU/CSU","2014","16-34 J.","Laendlicher Raum","239","0.134304926448224","0.119619502576128","0.14899035032032"
"CDU/CSU","2014","35-65 J.","Staedtischer Raum","1592","0.158791171357318","0.151568031962664","0.166014310751971"
"CDU/CSU","2014","35-65 J.","Laendlicher Raum","984","0.177942467176896","0.167836480798419","0.188048453555373"
"CDU/CSU","2014","66 und älter","Staedtischer Raum","1012","0.323739871651485","0.307324293120684","0.340155450182287"
"CDU/CSU","2014","66 und älter","Laendlicher Raum","500","0.297428468717714","0.276168474022065","0.318688463413364"
"SPD","2014","16-34 J.","Staedtischer Raum","439","0.124192616797931","0.114423340280109","0.133961893315752"
"SPD","2014","16-34 J.","Laendlicher Raum","129","0.0669160733037047","0.0561543054404297","0.0776778411669797"
"SPD","2014","35-65 J.","Staedtischer Raum","1384","0.149626488660689","0.142576798774967","0.156676178546411"
"SPD","2014","35-65 J.","Laendlicher Raum","592","0.116891420006077","0.108401840745139","0.125380999267015"
"SPD","2014","66 und älter","Staedtischer Raum","699","0.227250280476532","0.212548401320349","0.241952159632716"
"SPD","2014","66 und älter","Laendlicher Raum","326","0.181263376384275","0.163346852544708","0.199179900223843"
"FDP","2014","16-34 J.","Staedtischer Raum","52","0.014211448865057","0.0107053732698362","0.0177175244602778"
"FDP","2014","16-34 J.","Laendlicher Raum","","","",""
"FDP","2014","35-65 J.","Staedtischer Raum","118","0.0123599081702079","0.0101763343107259","0.01454348202969"
"FDP","2014","35-65 J.","Laendlicher Raum","51","0.00981004823177409","0.00720579850810693","0.0124142979554413"
"FDP","2014","66 und älter","Staedtischer Raum","66","0.0159691941777307","0.0115712769145772","0.0203671114408842"
"FDP","2014","66 und älter","Laendlicher Raum","","","",""
"Grüne","2014","16-34 J.","Staedtischer Raum","307","0.0812743778063064","0.073180065566368","0.0893686900462447"
"Grüne","2014","16-34 J.","Laendlicher Raum","68","0.0394918103708767","0.0311037393459162","0.0478798813958372"
"Grüne","2014","35-65 J.","Staedtischer Raum","950","0.0946854068986415","0.0888990902747728","0.10047172352251"
"Grüne","2014","35-65 J.","Laendlicher Raum","270","0.046541389843174","0.0409751951283045","0.0521075845580435"
"Grüne","2014","66 und älter","Staedtischer Raum","115","0.033972832047259","0.0276171559985522","0.0403285080959658"
"Grüne","2014","66 und älter","Laendlicher Raum","43","0.0226668490027534","0.0157446592328724","0.0295890387726344"
"PDS/Linke","2014","16-34 J.","Staedtischer Raum","138","0.0345848206371768","0.0291721694820001","0.0399974717923535"
"PDS/Linke","2014","16-34 J.","Laendlicher Raum","38","0.0149486027550728","0.00972238154920172","0.0201748239609439"
"PDS/Linke","2014","35-65 J.","Staedtischer Raum","288","0.027554767226055","0.024319636324583","0.0307898981275269"
"PDS/Linke","2014","35-65 J.","Laendlicher Raum","252","0.0475304429511171","0.0419083337016806","0.0531525522005536"
"PDS/Linke","2014","66 und älter","Staedtischer Raum","91","0.0237541095612497","0.0184115398992385","0.0290966792232609"
"PDS/Linke","2014","66 und älter","Laendlicher Raum","126","0.0565349958460363","0.0457939099316069","0.0672760817604657"
"Rechtsextrem","2014","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2014","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2014","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2014","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2014","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2014","66 und älter","Laendlicher Raum","","","",""
"AfD","2014","16-34 J.","Staedtischer Raum","30","0.00676586548664055","0.00433759137201233","0.00919413960126876"
"AfD","2014","16-34 J.","Laendlicher Raum","","","",""
"AfD","2014","35-65 J.","Staedtischer Raum","82","0.00835763578887322","0.00655843279267262","0.0101568387850738"
"AfD","2014","35-65 J.","Laendlicher Raum","53","0.00961142047494754","0.0070334116580727","0.0121894292918224"
"AfD","2014","66 und älter","Staedtischer Raum","32","0.0100027299651884","0.0065115078694285","0.0134939520609483"
"AfD","2014","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2014","16-34 J.","Staedtischer Raum","49","0.0097785227889005","0.00686369427474643","0.0126933513030546"
"Sonstige","2014","16-34 J.","Laendlicher Raum","30","0.0163974446292354","0.0109278397756119","0.0218670494828589"
"Sonstige","2014","35-65 J.","Staedtischer Raum","81","0.00924204144712249","0.00735087980936878","0.0111332030848762"
"Sonstige","2014","35-65 J.","Laendlicher Raum","36","0.00734727730812671","0.00509070277307243","0.00960385184318099"
"Sonstige","2014","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2014","66 und älter","Laendlicher Raum","","","",""
"keine PN","2015","16-34 J.","Staedtischer Raum","3319","0.677052750806554","0.66342388045184","0.690681621161269"
"keine PN","2015","16-34 J.","Laendlicher Raum","1636","0.764374946798489","0.746119251799081","0.782630641797898"
"keine PN","2015","35-65 J.","Staedtischer Raum","5799","0.576708939273562","0.56683521446633","0.586582664080794"
"keine PN","2015","35-65 J.","Laendlicher Raum","3449","0.629126485672876","0.616202256476004","0.642050714869747"
"keine PN","2015","66 und älter","Staedtischer Raum","1133","0.376001027423387","0.358849999118477","0.393152055728296"
"keine PN","2015","66 und älter","Laendlicher Raum","837","0.466749197050623","0.44362472200084","0.489873672100406"
"CDU/CSU","2015","16-34 J.","Staedtischer Raum","356","0.0931269965255466","0.084656792975135","0.101597200075958"
"CDU/CSU","2015","16-34 J.","Laendlicher Raum","183","0.11628109486518","0.102491673408028","0.130070516322331"
"CDU/CSU","2015","35-65 J.","Staedtischer Raum","1340","0.148441394186537","0.141336331530381","0.155546456842694"
"CDU/CSU","2015","35-65 J.","Laendlicher Raum","832","0.160111516064983","0.150299802641995","0.169923229487971"
"CDU/CSU","2015","66 und älter","Staedtischer Raum","940","0.313051281079502","0.296631263709664","0.329471298449341"
"CDU/CSU","2015","66 und älter","Laendlicher Raum","469","0.279613966165779","0.258810945239435","0.300416987092122"
"SPD","2015","16-34 J.","Staedtischer Raum","308","0.0813895712836097","0.0734200381932109","0.0893591043740086"
"SPD","2015","16-34 J.","Laendlicher Raum","85","0.0294305144115835","0.0221603093680915","0.0367007194550754"
"SPD","2015","35-65 J.","Staedtischer Raum","1156","0.132573751253052","0.12579689644406","0.139350606062044"
"SPD","2015","35-65 J.","Laendlicher Raum","465","0.0933046731687219","0.0855224237892996","0.101086922548144"
"SPD","2015","66 und älter","Staedtischer Raum","666","0.217027468507689","0.202431452667733","0.231623484347646"
"SPD","2015","66 und älter","Laendlicher Raum","285","0.160850716535687","0.143821469416843","0.177879963654531"
"FDP","2015","16-34 J.","Staedtischer Raum","34","0.0108134996746419","0.00779907082070649","0.0138279285285774"
"FDP","2015","16-34 J.","Laendlicher Raum","","","",""
"FDP","2015","35-65 J.","Staedtischer Raum","97","0.00912171288683994","0.00722180964500452","0.0110216161286754"
"FDP","2015","35-65 J.","Laendlicher Raum","43","0.00708931578101635","0.00484450360333034","0.00933412795870235"
"FDP","2015","66 und älter","Staedtischer Raum","83","0.0211979295786376","0.016097604321601","0.0262982548356741"
"FDP","2015","66 und älter","Laendlicher Raum","","","",""
"Grüne","2015","16-34 J.","Staedtischer Raum","275","0.0760532405996164","0.0683270548107663","0.0837794263884664"
"Grüne","2015","16-34 J.","Laendlicher Raum","67","0.0405998098937901","0.0321100322348841","0.0490895875526962"
"Grüne","2015","35-65 J.","Staedtischer Raum","794","0.0857817928298548","0.0801854331220406","0.091378152537669"
"Grüne","2015","35-65 J.","Laendlicher Raum","230","0.0395245544007924","0.0343114144820187","0.0447376943195661"
"Grüne","2015","66 und älter","Staedtischer Raum","111","0.0352390900691311","0.0287104022487812","0.0417677778894809"
"Grüne","2015","66 und älter","Laendlicher Raum","45","0.021484175519744","0.0147635823475226","0.0282047686919654"
"PDS/Linke","2015","16-34 J.","Staedtischer Raum","121","0.030023455930238","0.025049593503162","0.0349973183573139"
"PDS/Linke","2015","16-34 J.","Laendlicher Raum","47","0.0160062399487301","0.010607713291926","0.0214047666055341"
"PDS/Linke","2015","35-65 J.","Staedtischer Raum","258","0.0252951266600982","0.0221572336874214","0.028433019632775"
"PDS/Linke","2015","35-65 J.","Laendlicher Raum","225","0.0432586264814312","0.0378154000933235","0.0487018528695389"
"PDS/Linke","2015","66 und älter","Staedtischer Raum","83","0.0221473912041575","0.0169366236724967","0.0273581587358183"
"PDS/Linke","2015","66 und älter","Laendlicher Raum","106","0.0437626832712909","0.034280700781593","0.0532446657609888"
"Rechtsextrem","2015","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2015","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2015","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2015","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2015","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2015","66 und älter","Laendlicher Raum","","","",""
"AfD","2015","16-34 J.","Staedtischer Raum","36","0.0126033871120753","0.00935197314900638","0.0158548010751442"
"AfD","2015","16-34 J.","Laendlicher Raum","","","",""
"AfD","2015","35-65 J.","Staedtischer Raum","90","0.0114705206519455","0.0093425310241694","0.0135985102797216"
"AfD","2015","35-65 J.","Laendlicher Raum","67","0.0158258059415389","0.0124866118636273","0.0191650000194504"
"AfD","2015","66 und älter","Staedtischer Raum","40","0.0128728958360414","0.00888146712954782","0.0168643245425349"
"AfD","2015","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2015","16-34 J.","Staedtischer Raum","48","0.0126646218578873","0.00940541988148625","0.0159238238342884"
"Sonstige","2015","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2015","35-65 J.","Staedtischer Raum","56","0.00651222100171581","0.00490480251600732","0.0081196394874243"
"Sonstige","2015","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2015","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2015","66 und älter","Laendlicher Raum","","","",""
"keine PN","2016","16-34 J.","Staedtischer Raum","2737","0.674992188730324","0.660100204566368","0.68988417289428"
"keine PN","2016","16-34 J.","Laendlicher Raum","1393","0.768845762152348","0.749305297966776","0.788386226337921"
"keine PN","2016","35-65 J.","Staedtischer Raum","5291","0.58450761226828","0.57422585479529","0.59478936974127"
"keine PN","2016","35-65 J.","Laendlicher Raum","3167","0.627830759324799","0.614338890111903","0.641322628537695"
"keine PN","2016","66 und älter","Staedtischer Raum","1176","0.431019341154579","0.413109437522981","0.448929244786177"
"keine PN","2016","66 und älter","Laendlicher Raum","857","0.503748941058203","0.480276557471133","0.527221324645273"
"CDU/CSU","2016","16-34 J.","Staedtischer Raum","288","0.0855501993476911","0.0766572311254078","0.0944431675699745"
"CDU/CSU","2016","16-34 J.","Laendlicher Raum","138","0.0904736926301889","0.0771773216292047","0.103770063631173"
"CDU/CSU","2016","35-65 J.","Staedtischer Raum","1196","0.136195327672891","0.12903917474624","0.143351480599542"
"CDU/CSU","2016","35-65 J.","Laendlicher Raum","737","0.154812104128381","0.144715863777039","0.164908344479724"
"CDU/CSU","2016","66 und älter","Staedtischer Raum","850","0.283923508848332","0.267616417554675","0.300230600141989"
"CDU/CSU","2016","66 und älter","Laendlicher Raum","444","0.267499695497786","0.24671876699112","0.288280624004451"
"SPD","2016","16-34 J.","Staedtischer Raum","236","0.0740874569747777","0.0657599765511277","0.0824149373984276"
"SPD","2016","16-34 J.","Laendlicher Raum","75","0.0420563000258461","0.0327527251395552","0.0513598749121369"
"SPD","2016","35-65 J.","Staedtischer Raum","965","0.117772492442984","0.111047327127002","0.124497657758966"
"SPD","2016","35-65 J.","Laendlicher Raum","380","0.0863800681475962","0.0785390918003044","0.0942210444948881"
"SPD","2016","66 und älter","Staedtischer Raum","567","0.185508702513522","0.171450768970888","0.199566636056156"
"SPD","2016","66 und älter","Laendlicher Raum","245","0.136346353920868","0.120236523558548","0.152456184283187"
"FDP","2016","16-34 J.","Staedtischer Raum","","","",""
"FDP","2016","16-34 J.","Laendlicher Raum","","","",""
"FDP","2016","35-65 J.","Staedtischer Raum","105","0.0136299384472578","0.0112108172758971","0.0160490596186184"
"FDP","2016","35-65 J.","Laendlicher Raum","35","0.00722123226529639","0.00485796691779551","0.00958449761279727"
"FDP","2016","66 und älter","Staedtischer Raum","92","0.023460074711559","0.0179860618293293","0.0289340875937887"
"FDP","2016","66 und älter","Laendlicher Raum","","","",""
"Grüne","2016","16-34 J.","Staedtischer Raum","256","0.0745150994436291","0.0661655487819484","0.0828646501053099"
"Grüne","2016","16-34 J.","Laendlicher Raum","67","0.037031949711694","0.0282789167908115","0.0457849826325764"
"Grüne","2016","35-65 J.","Staedtischer Raum","802","0.0933045956552506","0.0872362129939306","0.0993729783165707"
"Grüne","2016","35-65 J.","Laendlicher Raum","250","0.0482013744871553","0.0422230038297867","0.0541797451445239"
"Grüne","2016","66 und älter","Staedtischer Raum","121","0.0418988395492103","0.0346527649939672","0.0491449141044534"
"Grüne","2016","66 und älter","Laendlicher Raum","40","0.0204836707387609","0.0138338623607818","0.02713347911674"
"PDS/Linke","2016","16-34 J.","Staedtischer Raum","109","0.0339243058243846","0.0281683512826167","0.0396802603661525"
"PDS/Linke","2016","16-34 J.","Laendlicher Raum","38","0.0138275097340808","0.00841482462650263","0.019240194841659"
"PDS/Linke","2016","35-65 J.","Staedtischer Raum","227","0.0234640851215046","0.020305906736115","0.0266222635068942"
"PDS/Linke","2016","35-65 J.","Laendlicher Raum","164","0.0329917858800031","0.0280064022439808","0.0379771695160253"
"PDS/Linke","2016","66 und älter","Staedtischer Raum","81","0.0187295428922568","0.0138266312261775","0.0236324545583361"
"PDS/Linke","2016","66 und älter","Laendlicher Raum","94","0.0420148970662345","0.0325964255816315","0.0514333685508375"
"Rechtsextrem","2016","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2016","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2016","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2016","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2016","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2016","66 und älter","Laendlicher Raum","","","",""
"AfD","2016","16-34 J.","Staedtischer Raum","81","0.0253020342395861","0.0203089482882119","0.0302951201909603"
"AfD","2016","16-34 J.","Laendlicher Raum","41","0.0271384797384396","0.0196069602448562","0.0346699992320229"
"AfD","2016","35-65 J.","Staedtischer Raum","163","0.0207891442986444","0.0178123614784292","0.0237659271188597"
"AfD","2016","35-65 J.","Laendlicher Raum","155","0.0304301186902971","0.0256358544051465","0.0352243829754477"
"AfD","2016","66 und älter","Staedtischer Raum","47","0.0146383704444339","0.0102948656245801","0.0189818752642877"
"AfD","2016","66 und älter","Laendlicher Raum","36","0.0166538432873618","0.0106461210295827","0.0226615655451409"
"Sonstige","2016","16-34 J.","Staedtischer Raum","50","0.0158100061731288","0.0118439232967078","0.0197760890495498"
"Sonstige","2016","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2016","35-65 J.","Staedtischer Raum","54","0.00731553742315861","0.00553758774704119","0.00909348709927603"
"Sonstige","2016","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2016","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2016","66 und älter","Laendlicher Raum","","","",""
"keine PN","2017","16-34 J.","Staedtischer Raum","3528","0.674019113737769","0.660838018133144","0.687200209342394"
"keine PN","2017","16-34 J.","Laendlicher Raum","1775","0.764455918424425","0.746968966640955","0.781942870207894"
"keine PN","2017","35-65 J.","Staedtischer Raum","6201","0.57242992378832","0.562939092341492","0.581920755235149"
"keine PN","2017","35-65 J.","Laendlicher Raum","3834","0.637569735647323","0.625179341492176","0.64996012980247"
"keine PN","2017","66 und älter","Staedtischer Raum","1257","0.42068710006086","0.403192881431495","0.438181318690225"
"keine PN","2017","66 und älter","Laendlicher Raum","868","0.477704752124849","0.454900111039694","0.500509393210005"
"CDU/CSU","2017","16-34 J.","Staedtischer Raum","452","0.0976462982441908","0.08929919798641","0.105993398501972"
"CDU/CSU","2017","16-34 J.","Laendlicher Raum","171","0.0910682789127382","0.0792119296190038","0.102924628206473"
"CDU/CSU","2017","35-65 J.","Staedtischer Raum","1497","0.132046277061078","0.125551700953733","0.138540853168423"
"CDU/CSU","2017","35-65 J.","Laendlicher Raum","815","0.145720215256191","0.1366259207488","0.154814509763582"
"CDU/CSU","2017","66 und älter","Staedtischer Raum","813","0.260472654946994","0.244919570160366","0.276025739733623"
"CDU/CSU","2017","66 und älter","Laendlicher Raum","452","0.260016523711395","0.239990399371795","0.280042648050995"
"SPD","2017","16-34 J.","Staedtischer Raum","319","0.0823944766009358","0.0746623956010665","0.0901265576008051"
"SPD","2017","16-34 J.","Laendlicher Raum","123","0.0384816376838601","0.0305546651193392","0.0464086102483809"
"SPD","2017","35-65 J.","Staedtischer Raum","1273","0.140476221216818","0.133810152275295","0.147142290158341"
"SPD","2017","35-65 J.","Laendlicher Raum","503","0.101615392912109","0.0938275003998922","0.109403285424326"
"SPD","2017","66 und älter","Staedtischer Raum","645","0.220092479237017","0.205410570912065","0.23477438756197"
"SPD","2017","66 und älter","Laendlicher Raum","311","0.171650533695435","0.15443522554736","0.188865841843511"
"FDP","2017","16-34 J.","Staedtischer Raum","60","0.0155486355352795","0.0120695699951237","0.0190277010754353"
"FDP","2017","16-34 J.","Laendlicher Raum","","","",""
"FDP","2017","35-65 J.","Staedtischer Raum","177","0.0190178629718241","0.0163975639704583","0.0216381619731898"
"FDP","2017","35-65 J.","Laendlicher Raum","63","0.0103663205925939","0.00775561079677861","0.0129770303884092"
"FDP","2017","66 und älter","Staedtischer Raum","103","0.0312119041994154","0.025049745456029","0.0373740629428018"
"FDP","2017","66 und älter","Laendlicher Raum","","","",""
"Grüne","2017","16-34 J.","Staedtischer Raum","244","0.0535580873302498","0.0472269920780692","0.0598891825824303"
"Grüne","2017","16-34 J.","Laendlicher Raum","81","0.050118653842274","0.0411270706042381","0.0591102370803098"
"Grüne","2017","35-65 J.","Staedtischer Raum","716","0.0687117099508896","0.0638588596550558","0.0735645602467234"
"Grüne","2017","35-65 J.","Laendlicher Raum","223","0.0393644145583523","0.0343520773472089","0.0443767517694957"
"Grüne","2017","66 und älter","Staedtischer Raum","112","0.0365168993352006","0.0298698737491707","0.0431639249212304"
"Grüne","2017","66 und älter","Laendlicher Raum","45","0.0229831082922755","0.0161417735411599","0.0298244430433911"
"PDS/Linke","2017","16-34 J.","Staedtischer Raum","147","0.0445192848182197","0.0387196000584293","0.0503189695780102"
"PDS/Linke","2017","16-34 J.","Laendlicher Raum","51","0.0182884079325733","0.0127665948612595","0.0238102210038871"
"PDS/Linke","2017","35-65 J.","Staedtischer Raum","279","0.0291058362404336","0.0258809423406552","0.032330730140212"
"PDS/Linke","2017","35-65 J.","Laendlicher Raum","158","0.0269050559728165","0.0227344073187312","0.0310757046269018"
"PDS/Linke","2017","66 und älter","Staedtischer Raum","85","0.0201189308058627","0.0151433075993305","0.0250945540123949"
"PDS/Linke","2017","66 und älter","Laendlicher Raum","101","0.0397309790544365","0.0308134092788075","0.0486485488300655"
"Rechtsextrem","2017","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2017","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2017","35-65 J.","Staedtischer Raum","30","0.00221926686422167","0.00131652877727428","0.00312200495116906"
"Rechtsextrem","2017","35-65 J.","Laendlicher Raum","33","0.00536865905226544","0.00348512693822831","0.00725219116630256"
"Rechtsextrem","2017","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2017","66 und älter","Laendlicher Raum","","","",""
"AfD","2017","16-34 J.","Staedtischer Raum","54","0.0179098613946274","0.0141804428733895","0.0216392799158653"
"AfD","2017","16-34 J.","Laendlicher Raum","32","0.0217015596456824","0.0156969753688634","0.0277061439225014"
"AfD","2017","35-65 J.","Staedtischer Raum","215","0.0303348774203366","0.0270446838115031","0.0336250710291701"
"AfD","2017","35-65 J.","Laendlicher Raum","140","0.0280316004545275","0.0237769972069332","0.0322862037021217"
"AfD","2017","66 und älter","Staedtischer Raum","41","0.0106717815585122","0.00703056076336945","0.014313002353655"
"AfD","2017","66 und älter","Laendlicher Raum","36","0.016976739610735","0.0110788795429951","0.0228745996784749"
"Sonstige","2017","16-34 J.","Staedtischer Raum","40","0.0104247429867124","0.00756862313396139","0.0132808628394634"
"Sonstige","2017","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2017","35-65 J.","Staedtischer Raum","50","0.0056580244860783","0.00421909423597972","0.00709695473617687"
"Sonstige","2017","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2017","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2017","66 und älter","Laendlicher Raum","","","",""
"keine PN","2018","16-34 J.","Staedtischer Raum","3698","0.645341332287877","0.632338245865285","0.658344418710469"
"keine PN","2018","16-34 J.","Laendlicher Raum","1731","0.715811548822686","0.697302333341696","0.734320764303675"
"keine PN","2018","35-65 J.","Staedtischer Raum","6121","0.570538412841714","0.560989592230227","0.580087233453202"
"keine PN","2018","35-65 J.","Laendlicher Raum","3713","0.632851923298848","0.620254053488695","0.645449793109"
"keine PN","2018","66 und älter","Staedtischer Raum","1250","0.414118289062161","0.396856655422322","0.431379922702"
"keine PN","2018","66 und älter","Laendlicher Raum","861","0.473400731752062","0.450474720945075","0.496326742559049"
"CDU/CSU","2018","16-34 J.","Staedtischer Raum","435","0.0885284317590414","0.0808076839341876","0.0962491795838952"
"CDU/CSU","2018","16-34 J.","Laendlicher Raum","168","0.074872550621959","0.0640719589856915","0.0856731422582264"
"CDU/CSU","2018","35-65 J.","Staedtischer Raum","1424","0.134891115923428","0.12830131663521","0.141480915211646"
