"party","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"SPD","1984","35-65 J.","(noch) kein Abschluss","163","0.218714370445272","0.189050879822873","0.248377861067672"
"SPD","1984","35-65 J.","Hauptschule","1261","0.326254975804037","0.311778067796915","0.340731883811159"
"SPD","1984","35-65 J.","Realschule","173","0.243050219786746","0.211115506866135","0.274984932707357"
"SPD","1984","35-65 J.","(Fach-)Abitur","69","0.211902796081831","0.16083598080018","0.262969611363482"
"SPD","1984","35-65 J.","AkademikerIn","112","0.217763222795914","0.180647094335737","0.254879351256092"
"SPD","1984","66 und älter","(noch) kein Abschluss","","","",""
"SPD","1984","66 und älter","Hauptschule","278","0.298375382316047","0.269234210932916","0.327516553699178"
"SPD","1984","66 und älter","Realschule","","","",""
"SPD","1984","66 und älter","(Fach-)Abitur","","","",""
"SPD","1984","66 und älter","AkademikerIn","","","",""
"FDP","1984","16-34 J.","(noch) kein Abschluss","","","",""
"FDP","1984","16-34 J.","Hauptschule","","","",""
"FDP","1984","16-34 J.","Realschule","","","",""
"FDP","1984","16-34 J.","(Fach-)Abitur","","","",""
"FDP","1984","16-34 J.","AkademikerIn","","","",""
"FDP","1984","35-65 J.","(noch) kein Abschluss","","","",""
"FDP","1984","35-65 J.","Hauptschule","47","0.0134656793937205","0.00990674738095607","0.0170246114064849"
"FDP","1984","35-65 J.","Realschule","","","",""
"FDP","1984","35-65 J.","(Fach-)Abitur","","","",""
"FDP","1984","35-65 J.","AkademikerIn","30","0.0660540495343718","0.0437177162186759","0.0883903828500677"
"FDP","1984","66 und älter","(noch) kein Abschluss","","","",""
"FDP","1984","66 und älter","Hauptschule","","","",""
"FDP","1984","66 und älter","Realschule","","","",""
"FDP","1984","66 und älter","(Fach-)Abitur","","","",""
"FDP","1984","66 und älter","AkademikerIn","","","",""
"Grüne","1984","16-34 J.","(noch) kein Abschluss","","","",""
"Grüne","1984","16-34 J.","Hauptschule","67","0.0310762659001157","0.0238498918572862","0.0383026399429452"
"Grüne","1984","16-34 J.","Realschule","88","0.0876329988793562","0.0700193588973397","0.105246638861373"
"Grüne","1984","16-34 J.","(Fach-)Abitur","117","0.212077948456489","0.17834161167865","0.245814285234328"
"Grüne","1984","16-34 J.","AkademikerIn","30","0.129570182063421","0.0873456963401106","0.171794667786732"
"Grüne","1984","35-65 J.","(noch) kein Abschluss","","","",""
"Grüne","1984","35-65 J.","Hauptschule","36","0.00699776573999678","0.00442379106250141","0.00957174041749214"
"Grüne","1984","35-65 J.","Realschule","","","",""
"Grüne","1984","35-65 J.","(Fach-)Abitur","","","",""
"Grüne","1984","35-65 J.","AkademikerIn","","","",""
"Grüne","1984","66 und älter","(noch) kein Abschluss","","","",""
"Grüne","1984","66 und älter","Hauptschule","","","",""
"Grüne","1984","66 und älter","Realschule","","","",""
"Grüne","1984","66 und älter","(Fach-)Abitur","","","",""
"Grüne","1984","66 und älter","AkademikerIn","","","",""
"PDS/Linke","1984","16-34 J.","(noch) kein Abschluss","","","",""
"PDS/Linke","1984","16-34 J.","Hauptschule","","","",""
"PDS/Linke","1984","16-34 J.","Realschule","","","",""
"PDS/Linke","1984","16-34 J.","(Fach-)Abitur","","","",""
"PDS/Linke","1984","16-34 J.","AkademikerIn","","","",""
"PDS/Linke","1984","35-65 J.","(noch) kein Abschluss","","","",""
"PDS/Linke","1984","35-65 J.","Hauptschule","","","",""
"PDS/Linke","1984","35-65 J.","Realschule","","","",""
"PDS/Linke","1984","35-65 J.","(Fach-)Abitur","","","",""
"PDS/Linke","1984","35-65 J.","AkademikerIn","","","",""
"PDS/Linke","1984","66 und älter","(noch) kein Abschluss","","","",""
"PDS/Linke","1984","66 und älter","Hauptschule","","","",""
"PDS/Linke","1984","66 und älter","Realschule","","","",""
"PDS/Linke","1984","66 und älter","(Fach-)Abitur","","","",""
"PDS/Linke","1984","66 und älter","AkademikerIn","","","",""
"Rechtsextrem","1984","16-34 J.","(noch) kein Abschluss","","","",""
"Rechtsextrem","1984","16-34 J.","Hauptschule","","","",""
"Rechtsextrem","1984","16-34 J.","Realschule","","","",""
"Rechtsextrem","1984","16-34 J.","(Fach-)Abitur","","","",""
"Rechtsextrem","1984","16-34 J.","AkademikerIn","","","",""
"Rechtsextrem","1984","35-65 J.","(noch) kein Abschluss","","","",""
"Rechtsextrem","1984","35-65 J.","Hauptschule","","","",""
"Rechtsextrem","1984","35-65 J.","Realschule","","","",""
"Rechtsextrem","1984","35-65 J.","(Fach-)Abitur","","","",""
"Rechtsextrem","1984","35-65 J.","AkademikerIn","","","",""
"Rechtsextrem","1984","66 und älter","(noch) kein Abschluss","","","",""
"Rechtsextrem","1984","66 und älter","Hauptschule","","","",""
"Rechtsextrem","1984","66 und älter","Realschule","","","",""
"Rechtsextrem","1984","66 und älter","(Fach-)Abitur","","","",""
"Rechtsextrem","1984","66 und älter","AkademikerIn","","","",""
"AfD","1984","16-34 J.","(noch) kein Abschluss","","","",""
"AfD","1984","16-34 J.","Hauptschule","","","",""
"AfD","1984","16-34 J.","Realschule","","","",""
"AfD","1984","16-34 J.","(Fach-)Abitur","","","",""
"AfD","1984","16-34 J.","AkademikerIn","","","",""
"AfD","1984","35-65 J.","(noch) kein Abschluss","","","",""
"AfD","1984","35-65 J.","Hauptschule","","","",""
"AfD","1984","35-65 J.","Realschule","","","",""
"AfD","1984","35-65 J.","(Fach-)Abitur","","","",""
"AfD","1984","35-65 J.","AkademikerIn","","","",""
"AfD","1984","66 und älter","(noch) kein Abschluss","","","",""
"AfD","1984","66 und älter","Hauptschule","","","",""
"AfD","1984","66 und älter","Realschule","","","",""
"AfD","1984","66 und älter","(Fach-)Abitur","","","",""
"AfD","1984","66 und älter","AkademikerIn","","","",""
"Sonstige","1984","16-34 J.","(noch) kein Abschluss","","","",""
"Sonstige","1984","16-34 J.","Hauptschule","","","",""
"Sonstige","1984","16-34 J.","Realschule","","","",""
"Sonstige","1984","16-34 J.","(Fach-)Abitur","","","",""
"Sonstige","1984","16-34 J.","AkademikerIn","","","",""
"Sonstige","1984","35-65 J.","(noch) kein Abschluss","","","",""
"Sonstige","1984","35-65 J.","Hauptschule","","","",""
"Sonstige","1984","35-65 J.","Realschule","","","",""
"Sonstige","1984","35-65 J.","(Fach-)Abitur","","","",""
"Sonstige","1984","35-65 J.","AkademikerIn","","","",""
"Sonstige","1984","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige","1984","66 und älter","Hauptschule","","","",""
"Sonstige","1984","66 und älter","Realschule","","","",""
"Sonstige","1984","66 und älter","(Fach-)Abitur","","","",""
"Sonstige","1984","66 und älter","AkademikerIn","","","",""
"keine PN","1985","16-34 J.","(noch) kein Abschluss","303","0.626860578862705","0.581411560344796","0.672309597380614"
"keine PN","1985","16-34 J.","Hauptschule","1157","0.562705180213227","0.540470454825134","0.58493990560132"
"keine PN","1985","16-34 J.","Realschule","484","0.508100964860674","0.476459849612439","0.53974208010891"
"keine PN","1985","16-34 J.","(Fach-)Abitur","210","0.372989865158535","0.331304019567942","0.414675710749128"
"keine PN","1985","16-34 J.","AkademikerIn","83","0.331918808722677","0.272092781178639","0.391744836266715"
"keine PN","1985","35-65 J.","(noch) kein Abschluss","494","0.760024919591208","0.726808087026749","0.793241752155667"
"keine PN","1985","35-65 J.","Hauptschule","1553","0.376022429516403","0.360361743433086","0.39168311559972"
"keine PN","1985","35-65 J.","Realschule","197","0.294896245999943","0.260393952408365","0.329398539591521"
"keine PN","1985","35-65 J.","(Fach-)Abitur","84","0.349548773463879","0.286824900933392","0.412272645994366"
"keine PN","1985","35-65 J.","AkademikerIn","124","0.274494099290135","0.233489801989873","0.315498396590397"
"keine PN","1985","66 und älter","(noch) kein Abschluss","","","",""
"keine PN","1985","66 und älter","Hauptschule","331","0.410915625886425","0.377158295723767","0.444672956049084"
"keine PN","1985","66 und älter","Realschule","54","0.328083917907579","0.256225747356909","0.399942088458249"
"keine PN","1985","66 und älter","(Fach-)Abitur","","","",""
"keine PN","1985","66 und älter","AkademikerIn","","","",""
"CDU/CSU","1985","16-34 J.","(noch) kein Abschluss","35","0.136679291241401","0.104398743084487","0.168959839398315"
"CDU/CSU","1985","16-34 J.","Hauptschule","235","0.157355062427773","0.141033308919433","0.173676815936114"
"CDU/CSU","1985","16-34 J.","Realschule","169","0.188359287755008","0.163612762949641","0.213105812560375"
"CDU/CSU","1985","16-34 J.","(Fach-)Abitur","81","0.182593597254377","0.149292034871955","0.215895159636798"
"CDU/CSU","1985","16-34 J.","AkademikerIn","43","0.190507092931264","0.140616150092793","0.240398035769735"
"CDU/CSU","1985","35-65 J.","(noch) kein Abschluss","","","",""
"CDU/CSU","1985","35-65 J.","Hauptschule","899","0.279874749292428","0.265360141740723","0.294389356844133"
"CDU/CSU","1985","35-65 J.","Realschule","258","0.39072703884277","0.353809774058834","0.427644303626707"
"CDU/CSU","1985","35-65 J.","(Fach-)Abitur","59","0.349067782695356","0.286363909047033","0.411771656343679"
"CDU/CSU","1985","35-65 J.","AkademikerIn","142","0.326488029815224","0.283400789034171","0.369575270596277"
"CDU/CSU","1985","66 und älter","(noch) kein Abschluss","","","",""
"CDU/CSU","1985","66 und älter","Hauptschule","243","0.287128314621701","0.256086528295664","0.318170100947739"
"CDU/CSU","1985","66 und älter","Realschule","71","0.436219557435738","0.360320962437125","0.512118152434351"
"CDU/CSU","1985","66 und älter","(Fach-)Abitur","","","",""
"CDU/CSU","1985","66 und älter","AkademikerIn","","","",""
"SPD","1985","16-34 J.","(noch) kein Abschluss","67","0.141759814694542","0.108981663529415","0.174537965859669"
"SPD","1985","16-34 J.","Hauptschule","445","0.237690407703682","0.218610526464661","0.256770288942702"
"SPD","1985","16-34 J.","Realschule","216","0.210818822646972","0.185003245521894","0.23663439977205"
"SPD","1985","16-34 J.","(Fach-)Abitur","108","0.201408635054149","0.166838253923966","0.235979016184331"
"SPD","1985","16-34 J.","AkademikerIn","70","0.289970274173358","0.232323552059947","0.347616996286769"
"SPD","1985","35-65 J.","(noch) kein Abschluss","115","0.179750375544235","0.149884919438379","0.209615831650092"
"SPD","1985","35-65 J.","Hauptschule","1120","0.313905768452474","0.298901633850573","0.328909903054376"
"SPD","1985","35-65 J.","Realschule","180","0.260369892242852","0.227165961193704","0.293573823292001"
"SPD","1985","35-65 J.","(Fach-)Abitur","62","0.205000866865456","0.151896188833271","0.25810554489764"
"SPD","1985","35-65 J.","AkademikerIn","120","0.249511644842024","0.209750417535113","0.289272872148935"
"SPD","1985","66 und älter","(noch) kein Abschluss","","","",""
"SPD","1985","66 und älter","Hauptschule","224","0.277131184712646","0.246421493075832","0.30784087634946"
"SPD","1985","66 und älter","Realschule","","","",""
"SPD","1985","66 und älter","(Fach-)Abitur","","","",""
"SPD","1985","66 und älter","AkademikerIn","","","",""
"FDP","1985","16-34 J.","(noch) kein Abschluss","","","",""
"FDP","1985","16-34 J.","Hauptschule","","","",""
"FDP","1985","16-34 J.","Realschule","","","",""
"FDP","1985","16-34 J.","(Fach-)Abitur","","","",""
"FDP","1985","16-34 J.","AkademikerIn","","","",""
"FDP","1985","35-65 J.","(noch) kein Abschluss","","","",""
"FDP","1985","35-65 J.","Hauptschule","51","0.0160237004076023","0.0119640078404884","0.0200833929747162"
"FDP","1985","35-65 J.","Realschule","","","",""
"FDP","1985","35-65 J.","(Fach-)Abitur","","","",""
"FDP","1985","35-65 J.","AkademikerIn","34","0.0806409691961656","0.0556223788922783","0.105659559500053"
"FDP","1985","66 und älter","(noch) kein Abschluss","","","",""
"FDP","1985","66 und älter","Hauptschule","","","",""
"FDP","1985","66 und älter","Realschule","","","",""
"FDP","1985","66 und älter","(Fach-)Abitur","","","",""
"FDP","1985","66 und älter","AkademikerIn","","","",""
"Grüne","1985","16-34 J.","(noch) kein Abschluss","","","",""
"Grüne","1985","16-34 J.","Hauptschule","66","0.0361779326165126","0.027807951993215","0.0445479132398103"
"Grüne","1985","16-34 J.","Realschule","74","0.076103027258515","0.0593207254982842","0.0928853290187458"
"Grüne","1985","16-34 J.","(Fach-)Abitur","105","0.217961629022743","0.182373359315723","0.253549898729763"
"Grüne","1985","16-34 J.","AkademikerIn","","","",""
"Grüne","1985","35-65 J.","(noch) kein Abschluss","","","",""
"Grüne","1985","35-65 J.","Hauptschule","37","0.00956611707560821","0.0064190934030465","0.0127131407481699"
"Grüne","1985","35-65 J.","Realschule","","","",""
"Grüne","1985","35-65 J.","(Fach-)Abitur","","","",""
"Grüne","1985","35-65 J.","AkademikerIn","34","0.0668345839237567","0.0438877731364446","0.0897813947110688"
"Grüne","1985","66 und älter","(noch) kein Abschluss","","","",""
"Grüne","1985","66 und älter","Hauptschule","","","",""
"Grüne","1985","66 und älter","Realschule","","","",""
"Grüne","1985","66 und älter","(Fach-)Abitur","","","",""
"Grüne","1985","66 und älter","AkademikerIn","","","",""
"PDS/Linke","1985","16-34 J.","(noch) kein Abschluss","","","",""
"PDS/Linke","1985","16-34 J.","Hauptschule","","","",""
"PDS/Linke","1985","16-34 J.","Realschule","","","",""
"PDS/Linke","1985","16-34 J.","(Fach-)Abitur","","","",""
"PDS/Linke","1985","16-34 J.","AkademikerIn","","","",""
"PDS/Linke","1985","35-65 J.","(noch) kein Abschluss","","","",""
"PDS/Linke","1985","35-65 J.","Hauptschule","","","",""
"PDS/Linke","1985","35-65 J.","Realschule","","","",""
"PDS/Linke","1985","35-65 J.","(Fach-)Abitur","","","",""
"PDS/Linke","1985","35-65 J.","AkademikerIn","","","",""
"PDS/Linke","1985","66 und älter","(noch) kein Abschluss","","","",""
"PDS/Linke","1985","66 und älter","Hauptschule","","","",""
"PDS/Linke","1985","66 und älter","Realschule","","","",""
"PDS/Linke","1985","66 und älter","(Fach-)Abitur","","","",""
"PDS/Linke","1985","66 und älter","AkademikerIn","","","",""
"Rechtsextrem","1985","16-34 J.","(noch) kein Abschluss","","","",""
"Rechtsextrem","1985","16-34 J.","Hauptschule","","","",""
"Rechtsextrem","1985","16-34 J.","Realschule","","","",""
"Rechtsextrem","1985","16-34 J.","(Fach-)Abitur","","","",""
"Rechtsextrem","1985","16-34 J.","AkademikerIn","","","",""
"Rechtsextrem","1985","35-65 J.","(noch) kein Abschluss","","","",""
"Rechtsextrem","1985","35-65 J.","Hauptschule","","","",""
"Rechtsextrem","1985","35-65 J.","Realschule","","","",""
"Rechtsextrem","1985","35-65 J.","(Fach-)Abitur","","","",""
"Rechtsextrem","1985","35-65 J.","AkademikerIn","","","",""
"Rechtsextrem","1985","66 und älter","(noch) kein Abschluss","","","",""
"Rechtsextrem","1985","66 und älter","Hauptschule","","","",""
"Rechtsextrem","1985","66 und älter","Realschule","","","",""
"Rechtsextrem","1985","66 und älter","(Fach-)Abitur","","","",""
"Rechtsextrem","1985","66 und älter","AkademikerIn","","","",""
"AfD","1985","16-34 J.","(noch) kein Abschluss","","","",""
"AfD","1985","16-34 J.","Hauptschule","","","",""
"AfD","1985","16-34 J.","Realschule","","","",""
"AfD","1985","16-34 J.","(Fach-)Abitur","","","",""
"AfD","1985","16-34 J.","AkademikerIn","","","",""
"AfD","1985","35-65 J.","(noch) kein Abschluss","","","",""
"AfD","1985","35-65 J.","Hauptschule","","","",""
"AfD","1985","35-65 J.","Realschule","","","",""
"AfD","1985","35-65 J.","(Fach-)Abitur","","","",""
"AfD","1985","35-65 J.","AkademikerIn","","","",""
"AfD","1985","66 und älter","(noch) kein Abschluss","","","",""
"AfD","1985","66 und älter","Hauptschule","","","",""
"AfD","1985","66 und älter","Realschule","","","",""
"AfD","1985","66 und älter","(Fach-)Abitur","","","",""
"AfD","1985","66 und älter","AkademikerIn","","","",""
"Sonstige","1985","16-34 J.","(noch) kein Abschluss","","","",""
"Sonstige","1985","16-34 J.","Hauptschule","","","",""
"Sonstige","1985","16-34 J.","Realschule","","","",""
"Sonstige","1985","16-34 J.","(Fach-)Abitur","","","",""
"Sonstige","1985","16-34 J.","AkademikerIn","","","",""
"Sonstige","1985","35-65 J.","(noch) kein Abschluss","","","",""
"Sonstige","1985","35-65 J.","Hauptschule","","","",""
"Sonstige","1985","35-65 J.","Realschule","","","",""
"Sonstige","1985","35-65 J.","(Fach-)Abitur","","","",""
"Sonstige","1985","35-65 J.","AkademikerIn","","","",""
"Sonstige","1985","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige","1985","66 und älter","Hauptschule","","","",""
"Sonstige","1985","66 und älter","Realschule","","","",""
"Sonstige","1985","66 und älter","(Fach-)Abitur","","","",""
"Sonstige","1985","66 und älter","AkademikerIn","","","",""
"keine PN","1986","16-34 J.","(noch) kein Abschluss","300","0.639178696142184","0.593304942851354","0.685052449433015"
"keine PN","1986","16-34 J.","Hauptschule","1132","0.573500950177745","0.550903195771996","0.596098704583494"
"keine PN","1986","16-34 J.","Realschule","496","0.514207553734674","0.482375276657925","0.546039830811422"
"keine PN","1986","16-34 J.","(Fach-)Abitur","232","0.397775968844267","0.35660922774303","0.438942709945504"
"keine PN","1986","16-34 J.","AkademikerIn","84","0.360641643246778","0.298037369606046","0.423245916887509"
"keine PN","1986","35-65 J.","(noch) kein Abschluss","440","0.712124028899448","0.675370897967074","0.748877159831822"
"keine PN","1986","35-65 J.","Hauptschule","1449","0.365615011912095","0.349597901929365","0.381632121894825"
"keine PN","1986","35-65 J.","Realschule","212","0.325127453675128","0.28922724946415","0.361027657886107"
"keine PN","1986","35-65 J.","(Fach-)Abitur","81","0.302923363579383","0.240474711004458","0.365372016154307"
"keine PN","1986","35-65 J.","AkademikerIn","128","0.278029505013907","0.236907826102262","0.319151183925552"
"keine PN","1986","66 und älter","(noch) kein Abschluss","","","",""
"keine PN","1986","66 und älter","Hauptschule","312","0.41047748329036","0.375106384406366","0.445848582174354"
"keine PN","1986","66 und älter","Realschule","59","0.351110500909562","0.277150759857922","0.425070241961201"
"keine PN","1986","66 und älter","(Fach-)Abitur","","","",""
"keine PN","1986","66 und älter","AkademikerIn","","","",""
"CDU/CSU","1986","16-34 J.","(noch) kein Abschluss","","","",""
"CDU/CSU","1986","16-34 J.","Hauptschule","221","0.153651201205719","0.137174060494574","0.170128341916863"
"CDU/CSU","1986","16-34 J.","Realschule","160","0.180855459596058","0.156341177249292","0.205369741942825"
"CDU/CSU","1986","16-34 J.","(Fach-)Abitur","83","0.178539316020718","0.146327997616609","0.210750634424826"
"CDU/CSU","1986","16-34 J.","AkademikerIn","42","0.181361711561437","0.131125983496776","0.231597439626098"
"CDU/CSU","1986","35-65 J.","(noch) kein Abschluss","","","",""
"CDU/CSU","1986","35-65 J.","Hauptschule","884","0.288506296169254","0.273438182848904","0.303574409489603"
"CDU/CSU","1986","35-65 J.","Realschule","243","0.376704438231432","0.339567456622828","0.413841419840037"
"CDU/CSU","1986","35-65 J.","(Fach-)Abitur","51","0.349053910803318","0.28427476921476","0.413833052391877"
"CDU/CSU","1986","35-65 J.","AkademikerIn","141","0.332166318401273","0.288937075909252","0.375395560893293"
"CDU/CSU","1986","66 und älter","(noch) kein Abschluss","","","",""
"CDU/CSU","1986","66 und älter","Hauptschule","195","0.263060017853585","0.231401019774053","0.294719015933118"
"CDU/CSU","1986","66 und älter","Realschule","68","0.453268096579034","0.376132847850105","0.530403345307963"
"CDU/CSU","1986","66 und älter","(Fach-)Abitur","","","",""
"CDU/CSU","1986","66 und älter","AkademikerIn","30","0.549085062524499","0.415124401454427","0.683045723594571"
"SPD","1986","16-34 J.","(noch) kein Abschluss","64","0.146027779150953","0.11229542470475","0.179760133597156"
"SPD","1986","16-34 J.","Hauptschule","428","0.239666258209691","0.220161311899451","0.25917120451993"
"SPD","1986","16-34 J.","Realschule","214","0.226220749377031","0.199573777738057","0.252867721016005"
"SPD","1986","16-34 J.","(Fach-)Abitur","122","0.220355757054829","0.185493250003893","0.255218264105765"
"SPD","1986","16-34 J.","AkademikerIn","47","0.208981205564928","0.155973270353433","0.261989140776424"
"SPD","1986","35-65 J.","(noch) kein Abschluss","124","0.241103016662859","0.206380871451096","0.275825161874623"
"SPD","1986","35-65 J.","Hauptschule","1055","0.318825455588733","0.303326536937164","0.334324374240302"
"SPD","1986","35-65 J.","Realschule","160","0.240901417369847","0.208127527898834","0.273675306840861"
"SPD","1986","35-65 J.","(Fach-)Abitur","60","0.242179308187754","0.183959848543064","0.300398767832445"
"SPD","1986","35-65 J.","AkademikerIn","126","0.256103951320422","0.216042199595573","0.296165703045271"
"SPD","1986","66 und älter","(noch) kein Abschluss","","","",""
"SPD","1986","66 und älter","Hauptschule","215","0.29671992788125","0.263873269224538","0.329566586537962"
"SPD","1986","66 und älter","Realschule","","","",""
"SPD","1986","66 und älter","(Fach-)Abitur","","","",""
"SPD","1986","66 und älter","AkademikerIn","","","",""
"FDP","1986","16-34 J.","(noch) kein Abschluss","","","",""
"FDP","1986","16-34 J.","Hauptschule","","","",""
"FDP","1986","16-34 J.","Realschule","","","",""
"FDP","1986","16-34 J.","(Fach-)Abitur","","","",""
"FDP","1986","16-34 J.","AkademikerIn","","","",""
"FDP","1986","35-65 J.","(noch) kein Abschluss","","","",""
"FDP","1986","35-65 J.","Hauptschule","40","0.0136254574338963","0.00976985565013576","0.0174810592176568"
"FDP","1986","35-65 J.","Realschule","","","",""
"FDP","1986","35-65 J.","(Fach-)Abitur","","","",""
"FDP","1986","35-65 J.","AkademikerIn","","","",""
"FDP","1986","66 und älter","(noch) kein Abschluss","","","",""
"FDP","1986","66 und älter","Hauptschule","","","",""
"FDP","1986","66 und älter","Realschule","","","",""
"FDP","1986","66 und älter","(Fach-)Abitur","","","",""
"FDP","1986","66 und älter","AkademikerIn","","","",""
"Grüne","1986","16-34 J.","(noch) kein Abschluss","","","",""
"Grüne","1986","16-34 J.","Hauptschule","50","0.0284325203012046","0.0208382973447755","0.0360267432576336"
"Grüne","1986","16-34 J.","Realschule","62","0.0629246391064732","0.0474588982937459","0.0783903799192005"
"Grüne","1986","16-34 J.","(Fach-)Abitur","102","0.19623505701427","0.16283086248073","0.22963925154781"
"Grüne","1986","16-34 J.","AkademikerIn","41","0.185226042836145","0.134577907000263","0.235874178672027"
"Grüne","1986","35-65 J.","(noch) kein Abschluss","","","",""
"Grüne","1986","35-65 J.","Hauptschule","31","0.00888557435416497","0.00576452705272247","0.0120066216556075"
"Grüne","1986","35-65 J.","Realschule","","","",""
"Grüne","1986","35-65 J.","(Fach-)Abitur","","","",""
"Grüne","1986","35-65 J.","AkademikerIn","37","0.0791825602091699","0.0543987994843807","0.103966320933959"
"Grüne","1986","66 und älter","(noch) kein Abschluss","","","",""
"Grüne","1986","66 und älter","Hauptschule","","","",""
"Grüne","1986","66 und älter","Realschule","","","",""
"Grüne","1986","66 und älter","(Fach-)Abitur","","","",""
"Grüne","1986","66 und älter","AkademikerIn","","","",""
"PDS/Linke","1986","16-34 J.","(noch) kein Abschluss","","","",""
"PDS/Linke","1986","16-34 J.","Hauptschule","","","",""
"PDS/Linke","1986","16-34 J.","Realschule","","","",""
"PDS/Linke","1986","16-34 J.","(Fach-)Abitur","","","",""
"PDS/Linke","1986","16-34 J.","AkademikerIn","","","",""
"PDS/Linke","1986","35-65 J.","(noch) kein Abschluss","","","",""
"PDS/Linke","1986","35-65 J.","Hauptschule","","","",""
"PDS/Linke","1986","35-65 J.","Realschule","","","",""
"PDS/Linke","1986","35-65 J.","(Fach-)Abitur","","","",""
"PDS/Linke","1986","35-65 J.","AkademikerIn","","","",""
"PDS/Linke","1986","66 und älter","(noch) kein Abschluss","","","",""
"PDS/Linke","1986","66 und älter","Hauptschule","","","",""
"PDS/Linke","1986","66 und älter","Realschule","","","",""
"PDS/Linke","1986","66 und älter","(Fach-)Abitur","","","",""
"PDS/Linke","1986","66 und älter","AkademikerIn","","","",""
"Rechtsextrem","1986","16-34 J.","(noch) kein Abschluss","","","",""
"Rechtsextrem","1986","16-34 J.","Hauptschule","","","",""
"Rechtsextrem","1986","16-34 J.","Realschule","","","",""
"Rechtsextrem","1986","16-34 J.","(Fach-)Abitur","","","",""
"Rechtsextrem","1986","16-34 J.","AkademikerIn","","","",""
"Rechtsextrem","1986","35-65 J.","(noch) kein Abschluss","","","",""
"Rechtsextrem","1986","35-65 J.","Hauptschule","","","",""
"Rechtsextrem","1986","35-65 J.","Realschule","","","",""
"Rechtsextrem","1986","35-65 J.","(Fach-)Abitur","","","",""
