"party","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"keine PI","1984","16-34 Jahre alt","maennlich","1153","0.475895538830311","0.455296314497214","0.496494763163407"
"keine PI","1984","16-34 Jahre alt","weiblich","1329","0.519288503808152","0.498975383653937","0.539601623962367"
"keine PI","1984","35-65 Jahre alt","maennlich","1299","0.330053934034282","0.313743669338309","0.346364198730256"
"keine PI","1984","35-65 Jahre alt","weiblich","1434","0.385665533717747","0.368525359210766","0.402805708224728"
"keine PI","1984","66 und älter","maennlich","173","0.344789054623759","0.30308626325184","0.386491845995677"
"keine PI","1984","66 und älter","weiblich","310","0.402693445566096","0.367939565816971","0.437447325315221"
"CDU/CSU","1984","16-34 Jahre alt","maennlich","349","0.191977787043302","0.175732654361687","0.208222919724918"
"CDU/CSU","1984","16-34 Jahre alt","weiblich","309","0.16931277548729","0.154065450422298","0.184560100552281"
"CDU/CSU","1984","35-65 Jahre alt","maennlich","789","0.313534018423496","0.297442372192162","0.32962566465483"
"CDU/CSU","1984","35-65 Jahre alt","weiblich","746","0.297236613262248","0.281142646502697","0.313330580021799"
"CDU/CSU","1984","66 und älter","maennlich","168","0.331641703709003","0.290333428799201","0.372949978618806"
"CDU/CSU","1984","66 und älter","weiblich","250","0.321960002121617","0.288851007662519","0.355068996580715"
"SPD","1984","16-34 Jahre alt","maennlich","552","0.235594311466933","0.218090586634092","0.253098036299774"
"SPD","1984","16-34 Jahre alt","weiblich","501","0.219553262307559","0.202723746889938","0.23638277772518"
"SPD","1984","35-65 Jahre alt","maennlich","984","0.313923810340281","0.29782673658402","0.330020884096542"
"SPD","1984","35-65 Jahre alt","weiblich","820","0.28307396076261","0.267210624788717","0.298937296736504"
"SPD","1984","66 und älter","maennlich","133","0.272336737915767","0.233278184168024","0.31139529166351"
"SPD","1984","66 und älter","weiblich","186","0.249128625050015","0.218479931753739","0.279777318346292"
"FDP","1984","16-34 Jahre alt","maennlich","","","",""
"FDP","1984","16-34 Jahre alt","weiblich","","","",""
"FDP","1984","35-65 Jahre alt","maennlich","63","0.0251483724199074","0.0197174595678259","0.030579285271989"
"FDP","1984","35-65 Jahre alt","weiblich","49","0.0188172719328981","0.0140325063869863","0.0236020374788099"
"FDP","1984","66 und älter","maennlich","","","",""
"FDP","1984","66 und älter","weiblich","","","",""
"Grüne","1984","16-34 Jahre alt","maennlich","169","0.0793202322622931","0.0681738890734984","0.0904665754510878"
"Grüne","1984","16-34 Jahre alt","weiblich","163","0.0801479551952948","0.0691088151846398","0.0911870952059499"
"Grüne","1984","35-65 Jahre alt","maennlich","47","0.0137660386297827","0.00972453381530763","0.0178075434442579"
"Grüne","1984","35-65 Jahre alt","weiblich","45","0.0139573341951204","0.00982632200450135","0.0180883463857394"
"Grüne","1984","66 und älter","maennlich","","","",""
"Grüne","1984","66 und älter","weiblich","","","",""
"PDS/Linke","1984","16-34 Jahre alt","maennlich","","","",""
"PDS/Linke","1984","16-34 Jahre alt","weiblich","","","",""
"PDS/Linke","1984","35-65 Jahre alt","maennlich","","","",""
"PDS/Linke","1984","35-65 Jahre alt","weiblich","","","",""
"PDS/Linke","1984","66 und älter","maennlich","","","",""
"PDS/Linke","1984","66 und älter","weiblich","","","",""
"Rechtsextrem","1984","16-34 Jahre alt","maennlich","","","",""
"Rechtsextrem","1984","16-34 Jahre alt","weiblich","","","",""
"Rechtsextrem","1984","35-65 Jahre alt","maennlich","","","",""
"Rechtsextrem","1984","35-65 Jahre alt","weiblich","","","",""
"Rechtsextrem","1984","66 und älter","maennlich","","","",""
"Rechtsextrem","1984","66 und älter","weiblich","","","",""
"AfD","1984","16-34 Jahre alt","maennlich","","","",""
"AfD","1984","16-34 Jahre alt","weiblich","","","",""
"AfD","1984","35-65 Jahre alt","maennlich","","","",""
"AfD","1984","35-65 Jahre alt","weiblich","","","",""
"AfD","1984","66 und älter","maennlich","","","",""
"AfD","1984","66 und älter","weiblich","","","",""
"Sonstige","1984","16-34 Jahre alt","maennlich","","","",""
"Sonstige","1984","16-34 Jahre alt","weiblich","","","",""
"Sonstige","1984","35-65 Jahre alt","maennlich","","","",""
"Sonstige","1984","35-65 Jahre alt","weiblich","","","",""
"Sonstige","1984","66 und älter","maennlich","","","",""
"Sonstige","1984","66 und älter","weiblich","","","",""
"keine PI","1985","16-34 Jahre alt","maennlich","1086","0.482929443761729","0.461516124240234","0.504342763283224"
"keine PI","1985","16-34 Jahre alt","weiblich","1215","0.544878055621618","0.523410064868884","0.566346046374351"
"keine PI","1985","35-65 Jahre alt","maennlich","1165","0.334662610017578","0.317434974901582","0.351890245133574"
"keine PI","1985","35-65 Jahre alt","weiblich","1350","0.395151967418442","0.377262886548394","0.413041048288489"
"keine PI","1985","66 und älter","maennlich","132","0.306432114449123","0.263453878763362","0.349410350134884"
"keine PI","1985","66 und älter","weiblich","294","0.432342431553602","0.394718158022311","0.469966705084893"
"CDU/CSU","1985","16-34 Jahre alt","maennlich","324","0.192308314211251","0.175419891622632","0.209196736799871"
"CDU/CSU","1985","16-34 Jahre alt","weiblich","248","0.146247199328841","0.131014120048169","0.161480278609514"
"CDU/CSU","1985","35-65 Jahre alt","maennlich","700","0.300146254606185","0.283413354724708","0.316879154487661"
"CDU/CSU","1985","35-65 Jahre alt","weiblich","686","0.291221945187503","0.274597391404123","0.307846498970884"
"CDU/CSU","1985","66 und älter","maennlich","165","0.36368696950569","0.318839676369968","0.408534262641412"
"CDU/CSU","1985","66 und älter","weiblich","202","0.300880483200854","0.266048059180747","0.335712907220961"
"SPD","1985","16-34 Jahre alt","maennlich","489","0.22597848422627","0.20805686222297","0.243900106229569"
"SPD","1985","16-34 Jahre alt","weiblich","437","0.214665308212317","0.196964782054902","0.232365834369733"
"SPD","1985","35-65 Jahre alt","maennlich","880","0.310160772373415","0.293273151094138","0.327048393652692"
"SPD","1985","35-65 Jahre alt","weiblich","731","0.275237170991633","0.258894075610697","0.291580266372569"
"SPD","1985","66 und älter","maennlich","124","0.28161155582646","0.239679914604948","0.323543197047971"
"SPD","1985","66 und älter","weiblich","148","0.228840492300224","0.196936170154271","0.260744814446176"
"FDP","1985","16-34 Jahre alt","maennlich","","","",""
"FDP","1985","16-34 Jahre alt","weiblich","","","",""
"FDP","1985","35-65 Jahre alt","maennlich","68","0.0293741699628294","0.0232095000576026","0.0355388398680561"
"FDP","1985","35-65 Jahre alt","weiblich","48","0.0206787259576532","0.0154714894872406","0.0258859624280658"
"FDP","1985","66 und älter","maennlich","","","",""
"FDP","1985","66 und älter","weiblich","","","",""
"Grüne","1985","16-34 Jahre alt","maennlich","156","0.0782235787496262","0.0667169291302495","0.0897302283690029"
"Grüne","1985","16-34 Jahre alt","weiblich","145","0.082012866706954","0.0701841632007551","0.093841570213153"
"Grüne","1985","35-65 Jahre alt","maennlich","54","0.018519103878301","0.0135969859799948","0.0234412217766072"
"Grüne","1985","35-65 Jahre alt","weiblich","50","0.016251723161125","0.0116249893175029","0.0208784570047471"
"Grüne","1985","66 und älter","maennlich","","","",""
"Grüne","1985","66 und älter","weiblich","","","",""
"PDS/Linke","1985","16-34 Jahre alt","maennlich","","","",""
"PDS/Linke","1985","16-34 Jahre alt","weiblich","","","",""
"PDS/Linke","1985","35-65 Jahre alt","maennlich","","","",""
"PDS/Linke","1985","35-65 Jahre alt","weiblich","","","",""
"PDS/Linke","1985","66 und älter","maennlich","","","",""
"PDS/Linke","1985","66 und älter","weiblich","","","",""
"Rechtsextrem","1985","16-34 Jahre alt","maennlich","","","",""
"Rechtsextrem","1985","16-34 Jahre alt","weiblich","","","",""
"Rechtsextrem","1985","35-65 Jahre alt","maennlich","","","",""
"Rechtsextrem","1985","35-65 Jahre alt","weiblich","","","",""
"Rechtsextrem","1985","66 und älter","maennlich","","","",""
"Rechtsextrem","1985","66 und älter","weiblich","","","",""
"AfD","1985","16-34 Jahre alt","maennlich","","","",""
"AfD","1985","16-34 Jahre alt","weiblich","","","",""
"AfD","1985","35-65 Jahre alt","maennlich","","","",""
"AfD","1985","35-65 Jahre alt","weiblich","","","",""
"AfD","1985","66 und älter","maennlich","","","",""
"AfD","1985","66 und älter","weiblich","","","",""
"Sonstige","1985","16-34 Jahre alt","maennlich","","","",""
"Sonstige","1985","16-34 Jahre alt","weiblich","","","",""
"Sonstige","1985","35-65 Jahre alt","maennlich","","","",""
"Sonstige","1985","35-65 Jahre alt","weiblich","","","",""
"Sonstige","1985","66 und älter","maennlich","","","",""
"Sonstige","1985","66 und älter","weiblich","","","",""
"keine PI","1986","16-34 Jahre alt","maennlich","1095","0.487535372015504","0.465997496720497","0.509073247310511"
"keine PI","1986","16-34 Jahre alt","weiblich","1209","0.559859814058024","0.538109791797337","0.581609836318711"
"keine PI","1986","35-65 Jahre alt","maennlich","1104","0.327264641692805","0.309682907311687","0.344846376073924"
"keine PI","1986","35-65 Jahre alt","weiblich","1257","0.3900939643659","0.371776699707284","0.408411229024517"
"keine PI","1986","66 und älter","maennlich","145","0.330857577937153","0.28575101089371","0.375964144980597"
"keine PI","1986","66 und älter","weiblich","279","0.428028390550619","0.389081232710846","0.466975548390392"
"CDU/CSU","1986","16-34 Jahre alt","maennlich","310","0.187690570706819","0.170865774192577","0.204515367221062"
"CDU/CSU","1986","16-34 Jahre alt","weiblich","234","0.136429268122931","0.121389980029315","0.151468556216546"
"CDU/CSU","1986","35-65 Jahre alt","maennlich","667","0.300538604834268","0.283358648629365","0.317718561039171"
