"party","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1986","35-65 Jahre alt","weiblich","680","0.30052403933548","0.283306521367641","0.317741557303319"
"CDU/CSU","1986","66 und älter","maennlich","131","0.313041957956458","0.268586372730828","0.357497543182089"
"CDU/CSU","1986","66 und älter","weiblich","182","0.310035324800434","0.273629467364857","0.346441182236011"
"SPD","1986","16-34 Jahre alt","maennlich","490","0.236417989626019","0.218110198465616","0.254725780786422"
"SPD","1986","16-34 Jahre alt","weiblich","400","0.208966906370033","0.1911529399282","0.226780872811865"
"SPD","1986","35-65 Jahre alt","maennlich","846","0.319814698489824","0.302338262293239","0.337291134686409"
"SPD","1986","35-65 Jahre alt","weiblich","698","0.273855767041611","0.257109541688691","0.290601992394531"
"SPD","1986","66 und älter","maennlich","120","0.302715229842722","0.258671694161797","0.346758765523647"
"SPD","1986","66 und älter","weiblich","137","0.225104230520076","0.192229233681788","0.257979227358364"
"FDP","1986","16-34 Jahre alt","maennlich","","","",""
"FDP","1986","16-34 Jahre alt","weiblich","","","",""
"FDP","1986","35-65 Jahre alt","maennlich","58","0.0259213452532534","0.0199672493429767","0.03187544116353"
"FDP","1986","35-65 Jahre alt","weiblich","37","0.0167829469389961","0.011958990789351","0.0216069030886411"
"FDP","1986","66 und älter","maennlich","","","",""
"FDP","1986","66 und älter","weiblich","","","",""
"Grüne","1986","16-34 Jahre alt","maennlich","144","0.0711746019025113","0.0600956823143828","0.0822535214906398"
"Grüne","1986","16-34 Jahre alt","weiblich","142","0.085081652925878","0.0728570806006058","0.0973062252511503"
"Grüne","1986","35-65 Jahre alt","maennlich","47","0.0198671591997367","0.0146383788186995","0.0250959395807739"
"Grüne","1986","35-65 Jahre alt","weiblich","48","0.0171524743714397","0.0122766168864342","0.0220283318564452"
"Grüne","1986","66 und älter","maennlich","","","",""
"Grüne","1986","66 und älter","weiblich","","","",""
"PDS/Linke","1986","16-34 Jahre alt","maennlich","","","",""
"PDS/Linke","1986","16-34 Jahre alt","weiblich","","","",""
"PDS/Linke","1986","35-65 Jahre alt","maennlich","","","",""
"PDS/Linke","1986","35-65 Jahre alt","weiblich","","","",""
"PDS/Linke","1986","66 und älter","maennlich","","","",""
"PDS/Linke","1986","66 und älter","weiblich","","","",""
"Rechtsextrem","1986","16-34 Jahre alt","maennlich","","","",""
"Rechtsextrem","1986","16-34 Jahre alt","weiblich","","","",""
"Rechtsextrem","1986","35-65 Jahre alt","maennlich","","","",""
"Rechtsextrem","1986","35-65 Jahre alt","weiblich","","","",""
"Rechtsextrem","1986","66 und älter","maennlich","","","",""
"Rechtsextrem","1986","66 und älter","weiblich","","","",""
"AfD","1986","16-34 Jahre alt","maennlich","","","",""
"AfD","1986","16-34 Jahre alt","weiblich","","","",""
"AfD","1986","35-65 Jahre alt","maennlich","","","",""
"AfD","1986","35-65 Jahre alt","weiblich","","","",""
"AfD","1986","66 und älter","maennlich","","","",""
"AfD","1986","66 und älter","weiblich","","","",""
"Sonstige","1986","16-34 Jahre alt","maennlich","","","",""
"Sonstige","1986","16-34 Jahre alt","weiblich","","","",""
"Sonstige","1986","35-65 Jahre alt","maennlich","","","",""
"Sonstige","1986","35-65 Jahre alt","weiblich","","","",""
"Sonstige","1986","66 und älter","maennlich","","","",""
"Sonstige","1986","66 und älter","weiblich","","","",""
"keine PI","1987","16-34 Jahre alt","maennlich","999","0.428152073348254","0.40680011182482","0.449504034871688"
"keine PI","1987","16-34 Jahre alt","weiblich","1089","0.507973162153337","0.485795132269657","0.530151192037018"
"keine PI","1987","35-65 Jahre alt","maennlich","1003","0.285392827479745","0.268288814508291","0.302496840451199"
"keine PI","1987","35-65 Jahre alt","weiblich","1140","0.335129427713104","0.317218007763987","0.35304084766222"
"keine PI","1987","66 und älter","maennlich","134","0.298552616889483","0.255045368547915","0.342059865231051"
"keine PI","1987","66 und älter","weiblich","250","0.36403956079414","0.32710664172876","0.40097247985952"
"CDU/CSU","1987","16-34 Jahre alt","maennlich","382","0.230979357113722","0.212792650534483","0.249166063692961"
"CDU/CSU","1987","16-34 Jahre alt","weiblich","289","0.182368875299219","0.165238682462279","0.199499068136158"
"CDU/CSU","1987","35-65 Jahre alt","maennlich","687","0.318684784079068","0.301036702084822","0.336332866073314"
"CDU/CSU","1987","35-65 Jahre alt","weiblich","698","0.324122540732636","0.306362507376856","0.341882574088417"
"CDU/CSU","1987","66 und älter","maennlich","157","0.362945910621925","0.317230488561256","0.408661332682593"
"CDU/CSU","1987","66 und älter","weiblich","206","0.323296762100046","0.28739431111705","0.359199213083042"
"SPD","1987","16-34 Jahre alt","maennlich","472","0.226498351923999","0.208436527266726","0.244560176581273"
"SPD","1987","16-34 Jahre alt","weiblich","378","0.194214580154405","0.176665320410628","0.211763839898182"
"SPD","1987","35-65 Jahre alt","maennlich","820","0.324442990257888","0.306711591170151","0.342174389345626"
"SPD","1987","35-65 Jahre alt","weiblich","673","0.274955303035566","0.258013149281105","0.291897456790028"
"SPD","1987","66 und älter","maennlich","108","0.270923312569351","0.228669741398033","0.313176883740668"
"SPD","1987","66 und älter","weiblich","167","0.262230402424921","0.22846855591124","0.295992248938603"
"FDP","1987","16-34 Jahre alt","maennlich","40","0.0257417008398273","0.018908028468992","0.0325753732106627"
"FDP","1987","16-34 Jahre alt","weiblich","","","",""
"FDP","1987","35-65 Jahre alt","maennlich","93","0.0415603872297581","0.0340013762727632","0.0491193981867531"
"FDP","1987","35-65 Jahre alt","weiblich","77","0.036782594391745","0.0296402873145116","0.0439249014689784"
"FDP","1987","66 und älter","maennlich","","","",""
"FDP","1987","66 und älter","weiblich","","","",""
"Grüne","1987","16-34 Jahre alt","maennlich","163","0.084738637038596","0.072721202118388","0.0967560719588041"
"Grüne","1987","16-34 Jahre alt","weiblich","167","0.0960522194913432","0.0829804747661671","0.109123964216519"
"Grüne","1987","35-65 Jahre alt","maennlich","62","0.0233564646234814","0.0176362226877485","0.0290767065592142"
"Grüne","1987","35-65 Jahre alt","weiblich","75","0.0270122536947154","0.020860636902512","0.0331638704869189"
"Grüne","1987","66 und älter","maennlich","","","",""
"Grüne","1987","66 und älter","weiblich","","","",""
"PDS/Linke","1987","16-34 Jahre alt","maennlich","","","",""
"PDS/Linke","1987","16-34 Jahre alt","weiblich","","","",""
"PDS/Linke","1987","35-65 Jahre alt","maennlich","","","",""
"PDS/Linke","1987","35-65 Jahre alt","weiblich","","","",""
"PDS/Linke","1987","66 und älter","maennlich","","","",""
"PDS/Linke","1987","66 und älter","weiblich","","","",""
"Rechtsextrem","1987","16-34 Jahre alt","maennlich","","","",""
"Rechtsextrem","1987","16-34 Jahre alt","weiblich","","","",""
"Rechtsextrem","1987","35-65 Jahre alt","maennlich","","","",""
"Rechtsextrem","1987","35-65 Jahre alt","weiblich","","","",""
"Rechtsextrem","1987","66 und älter","maennlich","","","",""
"Rechtsextrem","1987","66 und älter","weiblich","","","",""
"AfD","1987","16-34 Jahre alt","maennlich","","","",""
"AfD","1987","16-34 Jahre alt","weiblich","","","",""
"AfD","1987","35-65 Jahre alt","maennlich","","","",""
"AfD","1987","35-65 Jahre alt","weiblich","","","",""
"AfD","1987","66 und älter","maennlich","","","",""
"AfD","1987","66 und älter","weiblich","","","",""
"Sonstige","1987","16-34 Jahre alt","maennlich","","","",""
"Sonstige","1987","16-34 Jahre alt","weiblich","","","",""
"Sonstige","1987","35-65 Jahre alt","maennlich","","","",""
"Sonstige","1987","35-65 Jahre alt","weiblich","","","",""
"Sonstige","1987","66 und älter","maennlich","","","",""
"Sonstige","1987","66 und älter","weiblich","","","",""
"keine PI","1988","16-34 Jahre alt","maennlich","1002","0.463129870934635","0.441060227776939","0.485199514092332"
"keine PI","1988","16-34 Jahre alt","weiblich","1151","0.561116219247297","0.53858802853929","0.583644409955303"
"keine PI","1988","35-65 Jahre alt","maennlich","1026","0.324858740972863","0.306660301834863","0.343057180110863"
"keine PI","1988","35-65 Jahre alt","weiblich","1173","0.375649091832177","0.356815342832608","0.394482840831745"
"keine PI","1988","66 und älter","maennlich","131","0.30337139301335","0.259141895246351","0.347600890780348"
"keine PI","1988","66 und älter","weiblich","258","0.387061102195604","0.349086965631047","0.425035238760161"
"CDU/CSU","1988","16-34 Jahre alt","maennlich","293","0.182069985692408","0.16499003762787","0.199149933756947"
"CDU/CSU","1988","16-34 Jahre alt","weiblich","224","0.1449397165491","0.128958228732225","0.160921204365974"
"CDU/CSU","1988","35-65 Jahre alt","maennlich","576","0.27828057684725","0.260865909554949","0.295695244139552"
"CDU/CSU","1988","35-65 Jahre alt","weiblich","588","0.286412635871415","0.268831339484814","0.303993932258016"
"CDU/CSU","1988","66 und älter","maennlich","147","0.344944139766002","0.299210307314664","0.39067797221734"
"CDU/CSU","1988","66 und älter","weiblich","186","0.304327876538426","0.268455287666868","0.340200465409983"
"SPD","1988","16-34 Jahre alt","maennlich","506","0.257274013100193","0.237926659707942","0.276621366492444"
"SPD","1988","16-34 Jahre alt","weiblich","345","0.197942658628066","0.179854367231434","0.216030950024698"
"SPD","1988","35-65 Jahre alt","maennlich","804","0.335239556488536","0.316895315347698","0.353583797629374"
"SPD","1988","35-65 Jahre alt","weiblich","667","0.28799143496968","0.270381261761","0.30560160817836"
"SPD","1988","66 und älter","maennlich","117","0.296060318797727","0.252138343084397","0.339982294511057"
"SPD","1988","66 und älter","weiblich","161","0.264919272822479","0.230514884004387","0.299323661640571"
"FDP","1988","16-34 Jahre alt","maennlich","30","0.0199444582291661","0.0137565229827118","0.0261323934756205"
"FDP","1988","16-34 Jahre alt","weiblich","","","",""
"FDP","1988","35-65 Jahre alt","maennlich","75","0.035010301293031","0.0278678251197204","0.0421527774663415"
"FDP","1988","35-65 Jahre alt","weiblich","50","0.0246224359645919","0.0185956867240487","0.0306491852051351"
"FDP","1988","66 und älter","maennlich","","","",""
"FDP","1988","66 und älter","weiblich","","","",""
"Grüne","1988","16-34 Jahre alt","maennlich","118","0.0687518315666397","0.0575527051720504","0.079950957961229"
"Grüne","1988","16-34 Jahre alt","weiblich","117","0.078570655058692","0.0663558555318656","0.0907854545855184"
"Grüne","1988","35-65 Jahre alt","maennlich","50","0.0201287491762082","0.0146713912355909","0.0255861071168254"
"Grüne","1988","35-65 Jahre alt","weiblich","52","0.0204316423656711","0.0149299000474477","0.0259333846838945"
"Grüne","1988","66 und älter","maennlich","","","",""
"Grüne","1988","66 und älter","weiblich","","","",""
"PDS/Linke","1988","16-34 Jahre alt","maennlich","","","",""
"PDS/Linke","1988","16-34 Jahre alt","weiblich","","","",""
"PDS/Linke","1988","35-65 Jahre alt","maennlich","","","",""
"PDS/Linke","1988","35-65 Jahre alt","weiblich","","","",""
"PDS/Linke","1988","66 und älter","maennlich","","","",""
"PDS/Linke","1988","66 und älter","weiblich","","","",""
"Rechtsextrem","1988","16-34 Jahre alt","maennlich","","","",""
"Rechtsextrem","1988","16-34 Jahre alt","weiblich","","","",""
"Rechtsextrem","1988","35-65 Jahre alt","maennlich","","","",""
"Rechtsextrem","1988","35-65 Jahre alt","weiblich","","","",""
"Rechtsextrem","1988","66 und älter","maennlich","","","",""
"Rechtsextrem","1988","66 und älter","weiblich","","","",""
"AfD","1988","16-34 Jahre alt","maennlich","","","",""
"AfD","1988","16-34 Jahre alt","weiblich","","","",""
"AfD","1988","35-65 Jahre alt","maennlich","","","",""
"AfD","1988","35-65 Jahre alt","weiblich","","","",""
"AfD","1988","66 und älter","maennlich","","","",""
"AfD","1988","66 und älter","weiblich","","","",""
"Sonstige","1988","16-34 Jahre alt","maennlich","","","",""
"Sonstige","1988","16-34 Jahre alt","weiblich","","","",""
"Sonstige","1988","35-65 Jahre alt","maennlich","","","",""
"Sonstige","1988","35-65 Jahre alt","weiblich","","","",""
"Sonstige","1988","66 und älter","maennlich","","","",""
"Sonstige","1988","66 und älter","weiblich","","","",""
"keine PI","1989","16-34 Jahre alt","maennlich","980","0.483277460033377","0.460866607356836","0.505688312709917"
"keine PI","1989","16-34 Jahre alt","weiblich","1160","0.598844965076857","0.576351881394822","0.621338048758892"
"keine PI","1989","35-65 Jahre alt","maennlich","956","0.330980776843171","0.312286507832904","0.349675045853437"
"keine PI","1989","35-65 Jahre alt","weiblich","1158","0.401224028374223","0.381795750410468","0.420652306337979"
"keine PI","1989","66 und älter","maennlich","132","0.320969979291513","0.275104783711919","0.366835174871107"
"keine PI","1989","66 und älter","weiblich","250","0.380723452286327","0.342533473022965","0.41891343154969"
"CDU/CSU","1989","16-34 Jahre alt","maennlich","257","0.165516459814543","0.148849327267987","0.182183592361099"
"CDU/CSU","1989","16-34 Jahre alt","weiblich","165","0.113468512684195","0.0989132369271586","0.128023788441231"
"CDU/CSU","1989","35-65 Jahre alt","maennlich","489","0.246334997538319","0.229217509334576","0.263452485742063"
"CDU/CSU","1989","35-65 Jahre alt","weiblich","504","0.258571131809217","0.241215779932956","0.275926483685479"
"CDU/CSU","1989","66 und älter","maennlich","133","0.321191932485833","0.275318380716958","0.367065484254708"
"CDU/CSU","1989","66 und älter","weiblich","182","0.2955469964806","0.259659630919917","0.331434362041283"
"SPD","1989","16-34 Jahre alt","maennlich","488","0.239227704815434","0.220095523477909","0.258359886152959"
"SPD","1989","16-34 Jahre alt","weiblich","341","0.183271823555164","0.165516757437501","0.201026889672828"
"SPD","1989","35-65 Jahre alt","maennlich","827","0.345447954750996","0.326557117388127","0.364338792113865"
"SPD","1989","35-65 Jahre alt","weiblich","656","0.28380282075029","0.265932460144501","0.30167318135608"
"SPD","1989","66 und älter","maennlich","110","0.29731741863473","0.252412250609013","0.342222586660447"
"SPD","1989","66 und älter","weiblich","161","0.272249857766734","0.237241054016008","0.307258661517461"
"FDP","1989","16-34 Jahre alt","maennlich","","","",""
"FDP","1989","16-34 Jahre alt","weiblich","","","",""
"FDP","1989","35-65 Jahre alt","maennlich","52","0.0250455302335254","0.0188376248848796","0.0312534355821712"
"FDP","1989","35-65 Jahre alt","weiblich","30","0.0143041320725019","0.00959749313916498","0.0190107710058388"
"FDP","1989","66 und älter","maennlich","","","",""
"FDP","1989","66 und älter","weiblich","","","",""
"Grüne","1989","16-34 Jahre alt","maennlich","119","0.0682723470152057","0.0569614169681005","0.0795832770623109"
"Grüne","1989","16-34 Jahre alt","weiblich","120","0.0781628468287317","0.0658442011935675","0.0904814924638959"
"Grüne","1989","35-65 Jahre alt","maennlich","44","0.0191826712606667","0.013733425295668","0.0246319172256654"
"Grüne","1989","35-65 Jahre alt","weiblich","72","0.0288927504998234","0.0222532302307784","0.0355322707688684"
"Grüne","1989","66 und älter","maennlich","","","",""
"Grüne","1989","66 und älter","weiblich","","","",""
"PDS/Linke","1989","16-34 Jahre alt","maennlich","","","",""
"PDS/Linke","1989","16-34 Jahre alt","weiblich","","","",""
"PDS/Linke","1989","35-65 Jahre alt","maennlich","","","",""
"PDS/Linke","1989","35-65 Jahre alt","weiblich","","","",""
"PDS/Linke","1989","66 und älter","maennlich","","","",""
"PDS/Linke","1989","66 und älter","weiblich","","","",""
"Rechtsextrem","1989","16-34 Jahre alt","maennlich","","","",""
"Rechtsextrem","1989","16-34 Jahre alt","weiblich","","","",""
"Rechtsextrem","1989","35-65 Jahre alt","maennlich","","","",""
"Rechtsextrem","1989","35-65 Jahre alt","weiblich","","","",""
"Rechtsextrem","1989","66 und älter","maennlich","","","",""
"Rechtsextrem","1989","66 und älter","weiblich","","","",""
"AfD","1989","16-34 Jahre alt","maennlich","","","",""
"AfD","1989","16-34 Jahre alt","weiblich","","","",""
"AfD","1989","35-65 Jahre alt","maennlich","","","",""
"AfD","1989","35-65 Jahre alt","weiblich","","","",""
"AfD","1989","66 und älter","maennlich","","","",""
"AfD","1989","66 und älter","weiblich","","","",""
"Sonstige","1989","16-34 Jahre alt","maennlich","48","0.0315632141936991","0.0237224632773378","0.0394039651100604"
"Sonstige","1989","16-34 Jahre alt","weiblich","","","",""
"Sonstige","1989","35-65 Jahre alt","maennlich","66","0.0330080693733218","0.0259105058074443","0.0401056329391992"
"Sonstige","1989","35-65 Jahre alt","weiblich","","","",""
"Sonstige","1989","66 und älter","maennlich","","","",""
"Sonstige","1989","66 und älter","weiblich","","","",""
"keine PI","1990","16-34 Jahre alt","maennlich","921","0.466169213472014","0.443449586195093","0.488888840748935"
"keine PI","1990","16-34 Jahre alt","weiblich","1098","0.571420186398332","0.548430569460823","0.594409803335842"
"keine PI","1990","35-65 Jahre alt","maennlich","910","0.315584624282803","0.296971763510042","0.334197485055563"
"keine PI","1990","35-65 Jahre alt","weiblich","1080","0.371511421898039","0.352118704029594","0.390904139766484"
"keine PI","1990","66 und älter","maennlich","123","0.295469694062602","0.251573147610529","0.339366240514675"
"keine PI","1990","66 und älter","weiblich","247","0.367306272468906","0.329958127067471","0.404654417870341"
"CDU/CSU","1990","16-34 Jahre alt","maennlich","287","0.195113976018439","0.177065564588512","0.213162387448365"
"CDU/CSU","1990","16-34 Jahre alt","weiblich","172","0.117922975023758","0.102940258636816","0.132905691410699"
"CDU/CSU","1990","35-65 Jahre alt","maennlich","517","0.262735114042478","0.24510861073489","0.280361617350067"
"CDU/CSU","1990","35-65 Jahre alt","weiblich","495","0.255816751850321","0.238305857236134","0.273327646464507"
"CDU/CSU","1990","66 und älter","maennlich","152","0.359686619228133","0.313514216788743","0.405859021667522"
"CDU/CSU","1990","66 und älter","weiblich","203","0.325251044480441","0.288956732799535","0.361545356161347"
"SPD","1990","16-34 Jahre alt","maennlich","485","0.245468646571869","0.225868277038578","0.265069016105159"
"SPD","1990","16-34 Jahre alt","weiblich","378","0.22140057506518","0.202112694796069","0.240688455334291"
"SPD","1990","35-65 Jahre alt","maennlich","828","0.355253654968825","0.336086438221876","0.374420871715775"
"SPD","1990","35-65 Jahre alt","weiblich","685","0.313240741787986","0.294626502923195","0.331854980652777"
"SPD","1990","66 und älter","maennlich","118","0.285599008070906","0.242140639938304","0.329057376203508"
"SPD","1990","66 und älter","weiblich","170","0.273147613405927","0.238626887499007","0.307668339312848"
"FDP","1990","16-34 Jahre alt","maennlich","","","",""
"FDP","1990","16-34 Jahre alt","weiblich","","","",""
"FDP","1990","35-65 Jahre alt","maennlich","65","0.0314170933619669","0.0244308013593512","0.0384033853645827"
