"party","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1994","AkademikerIn","Ostdeutschland","8","0.0100203389831958","0.00332468547866434","0.0167159924877273"
"keine Parteineigung","1995","(noch) kein Abschluss","Westdeutschland","578","0.698642156786981","0.666105715090915","0.731178598483048"
"keine Parteineigung","1995","(noch) kein Abschluss","Ostdeutschland","88","0.762213551204691","0.684063809184925","0.840363293224457"
"keine Parteineigung","1995","Hauptschule","Westdeutschland","2628","","",""
"keine Parteineigung","1995","Hauptschule","Ostdeutschland","775","0.624297602516689","0.597132704693806","0.651462500339572"
"keine Parteineigung","1995","Realschule","Westdeutschland","894","0.447496697608732","0.424332150468844","0.47066124474862"
"keine Parteineigung","1995","Realschule","Ostdeutschland","928","0.682764824256249","0.657855615077988","0.70767403343451"
"keine Parteineigung","1995","(Fach-)Abitur","Westdeutschland","424","0.415333345088623","0.383245795346848","0.447420894830399"
"keine Parteineigung","1995","(Fach-)Abitur","Ostdeutschland","80","0.448601024054376","0.369793899155661","0.527408148953092"
"keine Parteineigung","1995","AkademikerIn","Westdeutschland","327","0.347761823080051","0.316919689496962","0.378603956663139"
"keine Parteineigung","1995","AkademikerIn","Ostdeutschland","445","0.515648792380006","0.48167024760511","0.549627337154902"
"SPD","1995","(noch) kein Abschluss","Westdeutschland","109","","",""
"SPD","1995","(noch) kein Abschluss","Ostdeutschland","4","0.0322648989698975","-0.000171980497246635","0.0647017784370416"
"SPD","1995","Hauptschule","Westdeutschland","1171","","",""
"SPD","1995","Hauptschule","Ostdeutschland","165","","",""
"SPD","1995","Realschule","Westdeutschland","374","0.221252692225479","0.201915027823537","0.240590356627422"
"SPD","1995","Realschule","Ostdeutschland","122","","",""
"SPD","1995","(Fach-)Abitur","Westdeutschland","180","","",""
"SPD","1995","(Fach-)Abitur","Ostdeutschland","19","","",""
"SPD","1995","AkademikerIn","Westdeutschland","196","","",""
"SPD","1995","AkademikerIn","Ostdeutschland","113","","",""
"CDU/CSU","1995","(noch) kein Abschluss","Westdeutschland","37","0.0781635302901654","0.0591295139543196","0.0971975466260112"
"CDU/CSU","1995","(noch) kein Abschluss","Ostdeutschland","6","0.0480358146126166","0.00878139593318185","0.0872902332920514"
"CDU/CSU","1995","Hauptschule","Westdeutschland","905","0.214886936581929","0.20336395689458","0.226409916269278"
"CDU/CSU","1995","Hauptschule","Ostdeutschland","207","","",""
"CDU/CSU","1995","Realschule","Westdeutschland","378","0.260457513750046","0.240011367279549","0.280903660220542"
"CDU/CSU","1995","Realschule","Ostdeutschland","174","","",""
"CDU/CSU","1995","(Fach-)Abitur","Westdeutschland","159","","",""
"CDU/CSU","1995","(Fach-)Abitur","Ostdeutschland","24","","",""
"CDU/CSU","1995","AkademikerIn","Westdeutschland","214","","",""
"CDU/CSU","1995","AkademikerIn","Ostdeutschland","107","","",""
"FDP","1995","(noch) kein Abschluss","Westdeutschland","1","","",""
"FDP","1995","(noch) kein Abschluss","Ostdeutschland","1","","",""
"FDP","1995","Hauptschule","Westdeutschland","44","0.0110875852903834","0.00814999591676994","0.0140251746639968"
"FDP","1995","Hauptschule","Ostdeutschland","7","0.00634071114336082","0.0018884770404273","0.0107929452462943"
"FDP","1995","Realschule","Westdeutschland","15","","",""
"FDP","1995","Realschule","Ostdeutschland","11","","",""
"FDP","1995","(Fach-)Abitur","Westdeutschland","19","","",""
"FDP","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"FDP","1995","AkademikerIn","Westdeutschland","32","0.0413750990793047","0.0284779348367118","0.0542722633218975"
"FDP","1995","AkademikerIn","Ostdeutschland","13","","",""
"Grüne","1995","(noch) kein Abschluss","Westdeutschland","32","0.0737196303448308","0.0551901083365322","0.0922491523531293"
"Grüne","1995","(noch) kein Abschluss","Ostdeutschland","5","0.0438855183757883","0.00628349372782219","0.0814875430237543"
"Grüne","1995","Hauptschule","Westdeutschland","79","0.0155955263787179","0.0121195205554734","0.0190715322019625"
"Grüne","1995","Hauptschule","Ostdeutschland","7","0.0073523756049907","0.00256054280944308","0.0121442084005383"
"Grüne","1995","Realschule","Westdeutschland","86","0.04609186895699","0.0363233911891041","0.0558603467248758"
"Grüne","1995","Realschule","Ostdeutschland","42","0.0356209502919859","0.0257009808042104","0.0455409197797614"
"Grüne","1995","(Fach-)Abitur","Westdeutschland","111","","",""
"Grüne","1995","(Fach-)Abitur","Ostdeutschland","14","","",""
"Grüne","1995","AkademikerIn","Westdeutschland","142","","",""
"Grüne","1995","AkademikerIn","Ostdeutschland","34","0.0426406863608862","0.0289035200608416","0.0563778526609308"
"Linke","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Linke","1995","(noch) kein Abschluss","Ostdeutschland","8","0.0602134116252841","0.0165460548880339","0.103880768362534"
"Linke","1995","Hauptschule","Westdeutschland","5","0.000490451748760667","-0.000130682254039148","0.00111158575156048"
"Linke","1995","Hauptschule","Ostdeutschland","53","0.0494289320036442","0.0372706232353998","0.0615872407718887"
"Linke","1995","Realschule","Westdeutschland","8","0.00362523834772782","0.000825347508467264","0.00642512918698838"
"Linke","1995","Realschule","Ostdeutschland","51","0.0409610485623679","0.0303529545943685","0.0515691425303672"
"Linke","1995","(Fach-)Abitur","Westdeutschland","8","0.00541693067226304","0.000637445023771301","0.0101964163207548"
"Linke","1995","(Fach-)Abitur","Ostdeutschland","16","","",""
"Linke","1995","AkademikerIn","Westdeutschland","3","","",""
"Linke","1995","AkademikerIn","Ostdeutschland","115","","",""
"Rechte","1995","(noch) kein Abschluss","Westdeutschland","1","","",""
"Rechte","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Rechte","1995","Hauptschule","Westdeutschland","29","","",""
"Rechte","1995","Hauptschule","Ostdeutschland","6","0.00568062524502088","0.00146510402529981","0.00989614646474195"
"Rechte","1995","Realschule","Westdeutschland","8","0.00607921356505057","0.0024579424142974","0.00970048471580374"
"Rechte","1995","Realschule","Ostdeutschland","8","0.00557679364269279","0.00159102932587747","0.00956255795950812"
"Rechte","1995","(Fach-)Abitur","Westdeutschland","1","","",""
"Rechte","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Rechte","1995","AkademikerIn","Westdeutschland","","","",""
"Rechte","1995","AkademikerIn","Ostdeutschland","","","",""
"AfD","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"AfD","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"AfD","1995","Hauptschule","Westdeutschland","","","",""
"AfD","1995","Hauptschule","Ostdeutschland","","","",""
"AfD","1995","Realschule","Westdeutschland","","","",""
"AfD","1995","Realschule","Ostdeutschland","","","",""
"AfD","1995","(Fach-)Abitur","Westdeutschland","","","",""
"AfD","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"AfD","1995","AkademikerIn","Westdeutschland","","","",""
"AfD","1995","AkademikerIn","Ostdeutschland","","","",""
"Andere","1995","(noch) kein Abschluss","Westdeutschland","6","0.00926916684049482","0.00247400818908869","0.0160643254919009"
"Andere","1995","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Andere","1995","Hauptschule","Westdeutschland","20","","",""
"Andere","1995","Hauptschule","Ostdeutschland","1","","",""
"Andere","1995","Realschule","Westdeutschland","7","0.00400427915980737","0.00106221345504064","0.00694634486457411"
"Andere","1995","Realschule","Ostdeutschland","5","0.00537832895927443","0.00146373842373229","0.00929291949481658"
"Andere","1995","(Fach-)Abitur","Westdeutschland","4","0.00458625160571485","0.000186635856672282","0.00898586735475742"
"Andere","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Andere","1995","AkademikerIn","Westdeutschland","2","","",""
"Andere","1995","AkademikerIn","Ostdeutschland","4","0.0037141367720918","-0.000421748750034884","0.00785002229421849"
"keine Parteineigung","1996","(noch) kein Abschluss","Westdeutschland","557","0.719861842274023","0.68717373318635","0.752549951361696"
"keine Parteineigung","1996","(noch) kein Abschluss","Ostdeutschland","96","0.83983524875144","0.773093187159311","0.906577310343569"
"keine Parteineigung","1996","Hauptschule","Westdeutschland","2685","","",""
"keine Parteineigung","1996","Hauptschule","Ostdeutschland","780","0.657271435944381","0.630293750047324","0.684249121841439"
"keine Parteineigung","1996","Realschule","Westdeutschland","905","0.45237589075473","0.429227669977289","0.475524111532172"
"keine Parteineigung","1996","Realschule","Ostdeutschland","970","0.720804684932035","0.696713462235579","0.74489590762849"
"keine Parteineigung","1996","(Fach-)Abitur","Westdeutschland","456","0.480470442561222","0.447136923770554","0.51380396135189"
"keine Parteineigung","1996","(Fach-)Abitur","Ostdeutschland","105","","",""
"keine Parteineigung","1996","AkademikerIn","Westdeutschland","321","0.321969886244166","0.291811038205155","0.352128734283177"
"keine Parteineigung","1996","AkademikerIn","Ostdeutschland","462","0.545655531749627","0.511923906591657","0.579387156907597"
"SPD","1996","(noch) kein Abschluss","Westdeutschland","94","0.113502920056016","0.0904130621786841","0.136592777933349"
"SPD","1996","(noch) kein Abschluss","Ostdeutschland","1","","",""
"SPD","1996","Hauptschule","Westdeutschland","996","0.227453469746343","0.215525010335012","0.239381929157673"
"SPD","1996","Hauptschule","Ostdeutschland","125","","",""
"SPD","1996","Realschule","Westdeutschland","335","0.193986637231816","0.175596556381641","0.212376718081991"
"SPD","1996","Realschule","Ostdeutschland","94","0.0769569117747994","0.0626439081373399","0.091269915412259"
"SPD","1996","(Fach-)Abitur","Westdeutschland","153","","",""
"SPD","1996","(Fach-)Abitur","Ostdeutschland","8","0.0531571011422182","0.018716248341668","0.0875979539427684"
"SPD","1996","AkademikerIn","Westdeutschland","193","","",""
"SPD","1996","AkademikerIn","Ostdeutschland","93","0.10921066118964","0.0880803746899983","0.130340947689283"
"CDU/CSU","1996","(noch) kein Abschluss","Westdeutschland","45","0.0976517573614816","0.0760441734691762","0.119259341253787"
"CDU/CSU","1996","(noch) kein Abschluss","Ostdeutschland","6","0.0419430596951481","0.00546390120744842","0.0784222181828478"
"CDU/CSU","1996","Hauptschule","Westdeutschland","885","0.216170052104857","0.204456612550708","0.227883491659007"
"CDU/CSU","1996","Hauptschule","Ostdeutschland","209","","",""
"CDU/CSU","1996","Realschule","Westdeutschland","393","0.271600859196072","0.250914841471867","0.292286876920276"
"CDU/CSU","1996","Realschule","Ostdeutschland","154","","",""
"CDU/CSU","1996","(Fach-)Abitur","Westdeutschland","133","","",""
"CDU/CSU","1996","(Fach-)Abitur","Ostdeutschland","15","","",""
"CDU/CSU","1996","AkademikerIn","Westdeutschland","228","","",""
"CDU/CSU","1996","AkademikerIn","Ostdeutschland","100","","",""
"FDP","1996","(noch) kein Abschluss","Westdeutschland","1","","",""
"FDP","1996","(noch) kein Abschluss","Ostdeutschland","1","","",""
"FDP","1996","Hauptschule","Westdeutschland","35","0.0106166858622993","0.00770024935962338","0.0135331223649752"
"FDP","1996","Hauptschule","Ostdeutschland","4","0.0024392249238384","-0.000364612125907774","0.00524306197358457"
"FDP","1996","Realschule","Westdeutschland","15","","",""
"FDP","1996","Realschule","Ostdeutschland","7","0.00428629663350776","0.000777935168228948","0.00779465809878658"
"FDP","1996","(Fach-)Abitur","Westdeutschland","12","","",""
"FDP","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"FDP","1996","AkademikerIn","Westdeutschland","31","0.0381943545537283","0.0258227542921025","0.0505659548153541"
"FDP","1996","AkademikerIn","Ostdeutschland","9","0.0110200325786546","0.00394757178540226","0.0180924933719069"
"Grüne","1996","(noch) kein Abschluss","Westdeutschland","23","","",""
"Grüne","1996","(noch) kein Abschluss","Ostdeutschland","4","0.0237746432448619","-0.00394905369715647","0.0514983401868802"
"Grüne","1996","Hauptschule","Westdeutschland","86","0.0173644913084913","0.0136474018752184","0.0210815807417642"
"Grüne","1996","Hauptschule","Ostdeutschland","7","0.00543146811363386","0.0012538076714398","0.00960912855582791"
"Grüne","1996","Realschule","Westdeutschland","93","0.0482301002546494","0.0382656882660621","0.0581945122432366"
"Grüne","1996","Realschule","Ostdeutschland","41","0.0280478100261409","0.01918098969302","0.0369146303592618"
"Grüne","1996","(Fach-)Abitur","Westdeutschland","99","0.136163235444608","0.113281526024713","0.159044944864503"
"Grüne","1996","(Fach-)Abitur","Ostdeutschland","17","","",""
"Grüne","1996","AkademikerIn","Westdeutschland","140","","",""
"Grüne","1996","AkademikerIn","Ostdeutschland","48","0.0624399739823585","0.0460485660029486","0.0788313819617684"
"Linke","1996","(noch) kein Abschluss","Westdeutschland","1","","",""
"Linke","1996","(noch) kein Abschluss","Ostdeutschland","5","0.0312041988538442","-0.000436184646390666","0.062844582354079"
"Linke","1996","Hauptschule","Westdeutschland","10","","",""
"Linke","1996","Hauptschule","Ostdeutschland","59","0.0492705827750535","0.0369684763642637","0.0615726891858433"
"Linke","1996","Realschule","Westdeutschland","8","0.00574864375382027","0.00223257463078984","0.00926471287685071"
"Linke","1996","Realschule","Ostdeutschland","47","0.0377614834232894","0.0275247387669915","0.0479982280795872"
"Linke","1996","(Fach-)Abitur","Westdeutschland","3","","",""
"Linke","1996","(Fach-)Abitur","Ostdeutschland","17","","",""
"Linke","1996","AkademikerIn","Westdeutschland","5","0.00266538823952602","-0.000662611737767638","0.00599338821681968"
"Linke","1996","AkademikerIn","Ostdeutschland","121","","",""
"Rechte","1996","(noch) kein Abschluss","Westdeutschland","1","","",""
"Rechte","1996","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Rechte","1996","Hauptschule","Westdeutschland","33","0.00836266777925761","0.0057713265372417","0.0109540090212735"
"Rechte","1996","Hauptschule","Ostdeutschland","2","","",""
"Rechte","1996","Realschule","Westdeutschland","12","","",""
"Rechte","1996","Realschule","Ostdeutschland","16","","",""
"Rechte","1996","(Fach-)Abitur","Westdeutschland","3","","",""
"Rechte","1996","(Fach-)Abitur","Ostdeutschland","1","","",""
"Rechte","1996","AkademikerIn","Westdeutschland","2","","",""
"Rechte","1996","AkademikerIn","Ostdeutschland","1","","",""
"AfD","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"AfD","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"AfD","1996","Hauptschule","Westdeutschland","","","",""
"AfD","1996","Hauptschule","Ostdeutschland","","","",""
"AfD","1996","Realschule","Westdeutschland","","","",""
"AfD","1996","Realschule","Ostdeutschland","","","",""
"AfD","1996","(Fach-)Abitur","Westdeutschland","","","",""
"AfD","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"AfD","1996","AkademikerIn","Westdeutschland","","","",""
"AfD","1996","AkademikerIn","Ostdeutschland","","","",""
"Andere","1996","(noch) kein Abschluss","Westdeutschland","3","","",""
"Andere","1996","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Andere","1996","Hauptschule","Westdeutschland","14","","",""
"Andere","1996","Hauptschule","Ostdeutschland","3","","",""
"Andere","1996","Realschule","Westdeutschland","15","","",""
"Andere","1996","Realschule","Ostdeutschland","3","","",""
"Andere","1996","(Fach-)Abitur","Westdeutschland","4","0.00571427729173059","0.000685308385767245","0.0107432461976939"
"Andere","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Andere","1996","AkademikerIn","Westdeutschland","2","","",""
"Andere","1996","AkademikerIn","Ostdeutschland","3","","",""
"keine Parteineigung","1997","(noch) kein Abschluss","Westdeutschland","549","0.766363177142685","0.73501682331059","0.797709530974779"
"keine Parteineigung","1997","(noch) kein Abschluss","Ostdeutschland","111","","",""
"keine Parteineigung","1997","Hauptschule","Westdeutschland","2612","","",""
"keine Parteineigung","1997","Hauptschule","Ostdeutschland","775","0.662791120783545","0.635467577807827","0.690114663759263"
"keine Parteineigung","1997","Realschule","Westdeutschland","989","0.501699747640644","0.478439388971043","0.524960106310246"
"keine Parteineigung","1997","Realschule","Ostdeutschland","981","0.730738777319208","0.706616878061692","0.754860676576724"
"keine Parteineigung","1997","(Fach-)Abitur","Westdeutschland","475","0.509669518880514","0.476023092720943","0.543315945040085"
"keine Parteineigung","1997","(Fach-)Abitur","Ostdeutschland","112","","",""
"keine Parteineigung","1997","AkademikerIn","Westdeutschland","377","0.362580200955232","0.331649559970202","0.393510841940262"
"keine Parteineigung","1997","AkademikerIn","Ostdeutschland","494","0.575007414479058","0.541477514930256","0.60853731402786"
"SPD","1997","(noch) kein Abschluss","Westdeutschland","85","0.112208006199321","0.0888268164785981","0.135589195920044"
"SPD","1997","(noch) kein Abschluss","Ostdeutschland","1","","",""
"SPD","1997","Hauptschule","Westdeutschland","1029","","",""
"SPD","1997","Hauptschule","Ostdeutschland","137","","",""
"SPD","1997","Realschule","Westdeutschland","328","0.193434570506993","0.175059214543756","0.211809926470231"
"SPD","1997","Realschule","Ostdeutschland","96","0.0771549806986064","0.0626442298503103","0.0916657315469026"
"SPD","1997","(Fach-)Abitur","Westdeutschland","140","","",""
"SPD","1997","(Fach-)Abitur","Ostdeutschland","9","0.0647889535339802","0.0276773230472048","0.101900584020756"
"SPD","1997","AkademikerIn","Westdeutschland","180","","",""
"SPD","1997","AkademikerIn","Ostdeutschland","98","0.118442510335771","0.096525365642059","0.140359655029484"
"CDU/CSU","1997","(noch) kein Abschluss","Westdeutschland","38","0.0743631373565745","0.0549275243067183","0.0937987504064308"
"CDU/CSU","1997","(noch) kein Abschluss","Ostdeutschland","6","0.040367375764937","0.00653409010452732","0.0742006614253467"
"CDU/CSU","1997","Hauptschule","Westdeutschland","802","0.207166498787149","0.19546750829592","0.218865489278377"
"CDU/CSU","1997","Hauptschule","Ostdeutschland","172","","",""
"CDU/CSU","1997","Realschule","Westdeutschland","326","0.228325421082132","0.208798078621366","0.247852763542897"
"CDU/CSU","1997","Realschule","Ostdeutschland","121","","",""
"CDU/CSU","1997","(Fach-)Abitur","Westdeutschland","129","","",""
"CDU/CSU","1997","(Fach-)Abitur","Ostdeutschland","19","","",""
"CDU/CSU","1997","AkademikerIn","Westdeutschland","202","","",""
"CDU/CSU","1997","AkademikerIn","Ostdeutschland","88","0.105946697070307","0.0850715150862469","0.126821879054367"
"FDP","1997","(noch) kein Abschluss","Westdeutschland","1","","",""
"FDP","1997","(noch) kein Abschluss","Ostdeutschland","1","","",""
"FDP","1997","Hauptschule","Westdeutschland","33","0.00962852798790618","0.00680964766652027","0.0124474083092921"
"FDP","1997","Hauptschule","Ostdeutschland","4","0.00534337301825277","0.0011298680760879","0.00955687796041764"
"FDP","1997","Realschule","Westdeutschland","11","","",""
"FDP","1997","Realschule","Ostdeutschland","7","0.00567587776869614","0.00159057714473947","0.00976117839265281"
"FDP","1997","(Fach-)Abitur","Westdeutschland","11","","",""
"FDP","1997","(Fach-)Abitur","Ostdeutschland","1","","",""
"FDP","1997","AkademikerIn","Westdeutschland","28","","",""
"FDP","1997","AkademikerIn","Ostdeutschland","9","0.0116605365028932","0.00437909796455246","0.018941975041234"
"Grüne","1997","(noch) kein Abschluss","Westdeutschland","21","","",""
"Grüne","1997","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Grüne","1997","Hauptschule","Westdeutschland","73","0.0166167200780396","0.0129266748417589","0.0203067653143203"
"Grüne","1997","Hauptschule","Ostdeutschland","6","0.00505056519240573","0.000953530265162777","0.00914760011964868"
"Grüne","1997","Realschule","Westdeutschland","88","0.0472660473882087","0.0373939512375865","0.0571381435388309"
"Grüne","1997","Realschule","Ostdeutschland","26","","",""
"Grüne","1997","(Fach-)Abitur","Westdeutschland","81","0.108910414040714","0.0879429670599434","0.129877861021484"
"Grüne","1997","(Fach-)Abitur","Ostdeutschland","10","","",""
"Grüne","1997","AkademikerIn","Westdeutschland","134","","",""
"Grüne","1997","AkademikerIn","Ostdeutschland","35","0.0441462984206355","0.0302131997144755","0.0580793971267954"
"Linke","1997","(noch) kein Abschluss","Westdeutschland","1","","",""
"Linke","1997","(noch) kein Abschluss","Ostdeutschland","4","0.02421953850913","-0.00220670335821589","0.050645780376476"
"Linke","1997","Hauptschule","Westdeutschland","7","0.000949145491208039","6.02354324390261e-05","0.00183805554997705"
"Linke","1997","Hauptschule","Ostdeutschland","48","0.0451703274442338","0.0331673568079988","0.0571732980804688"
"Linke","1997","Realschule","Westdeutschland","8","0.00383740465374477","0.000961113626177676","0.00671369568131187"
"Linke","1997","Realschule","Ostdeutschland","43","0.0362817991205321","0.0261131572236216","0.0464504410174425"
"Linke","1997","(Fach-)Abitur","Westdeutschland","2","","",""
"Linke","1997","(Fach-)Abitur","Ostdeutschland","15","","",""
"Linke","1997","AkademikerIn","Westdeutschland","3","","",""
"Linke","1997","AkademikerIn","Ostdeutschland","108","","",""
"Rechte","1997","(noch) kein Abschluss","Westdeutschland","2","","",""
"Rechte","1997","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Rechte","1997","Hauptschule","Westdeutschland","34","0.00708794551472735","0.00466628530914593","0.00950960572030876"
"Rechte","1997","Hauptschule","Ostdeutschland","6","0.00634685382303376","0.00175703201803627","0.0109366756280312"
"Rechte","1997","Realschule","Westdeutschland","18","","",""
"Rechte","1997","Realschule","Ostdeutschland","20","","",""
"Rechte","1997","(Fach-)Abitur","Westdeutschland","6","0.00917028714549058","0.00275463005860443","0.0155859442323767"
"Rechte","1997","(Fach-)Abitur","Ostdeutschland","2","","",""
"Rechte","1997","AkademikerIn","Westdeutschland","3","","",""
"Rechte","1997","AkademikerIn","Ostdeutschland","1","","",""
"AfD","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"AfD","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"AfD","1997","Hauptschule","Westdeutschland","","","",""
"AfD","1997","Hauptschule","Ostdeutschland","","","",""
"AfD","1997","Realschule","Westdeutschland","","","",""
"AfD","1997","Realschule","Ostdeutschland","","","",""
"AfD","1997","(Fach-)Abitur","Westdeutschland","","","",""
"AfD","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"AfD","1997","AkademikerIn","Westdeutschland","","","",""
"AfD","1997","AkademikerIn","Ostdeutschland","","","",""
"Andere","1997","(noch) kein Abschluss","Westdeutschland","3","","",""
"Andere","1997","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Andere","1997","Hauptschule","Westdeutschland","20","","",""
"Andere","1997","Hauptschule","Ostdeutschland","2","","",""
"Andere","1997","Realschule","Westdeutschland","7","0.0031448214633532","0.000540090069724716","0.00574955285698168"
"Andere","1997","Realschule","Ostdeutschland","5","0.00517191191469014","0.00127120702593612","0.00907261680344417"
"Andere","1997","(Fach-)Abitur","Westdeutschland","4","0.00732536015564169","0.00158593866812876","0.0130647816431546"
"Andere","1997","(Fach-)Abitur","Ostdeutschland","1","","",""
"Andere","1997","AkademikerIn","Westdeutschland","1","","",""
"Andere","1997","AkademikerIn","Ostdeutschland","2","","",""
"keine Parteineigung","1998","(noch) kein Abschluss","Westdeutschland","530","0.722951336578286","0.689582456629878","0.756320216526694"
"keine Parteineigung","1998","(noch) kein Abschluss","Ostdeutschland","111","","",""
"keine Parteineigung","1998","Hauptschule","Westdeutschland","2772","","",""
"keine Parteineigung","1998","Hauptschule","Ostdeutschland","812","0.683679908966903","0.657089871148662","0.710269946785143"
"keine Parteineigung","1998","Realschule","Westdeutschland","1072","","",""
"keine Parteineigung","1998","Realschule","Ostdeutschland","1047","","",""
"keine Parteineigung","1998","(Fach-)Abitur","Westdeutschland","518","0.484747191314628","0.453198786221845","0.516295596407412"
"keine Parteineigung","1998","(Fach-)Abitur","Ostdeutschland","119","","",""
"keine Parteineigung","1998","AkademikerIn","Westdeutschland","420","0.376328994164375","0.347555290392563","0.405102697936187"
"keine Parteineigung","1998","AkademikerIn","Ostdeutschland","482","0.550434059637141","0.51699238799058","0.583875731283702"
"SPD","1998","(noch) kein Abschluss","Westdeutschland","94","0.138274053994788","0.112536693831026","0.16401141415855"
"SPD","1998","(noch) kein Abschluss","Ostdeutschland","2","","",""
"SPD","1998","Hauptschule","Westdeutschland","1204","","",""
"SPD","1998","Hauptschule","Ostdeutschland","147","","",""
"SPD","1998","Realschule","Westdeutschland","424","0.220882453559709","0.202582220597695","0.239182686521722"
"SPD","1998","Realschule","Ostdeutschland","113","","",""
"SPD","1998","(Fach-)Abitur","Westdeutschland","184","","",""
"SPD","1998","(Fach-)Abitur","Ostdeutschland","13","","",""
"SPD","1998","AkademikerIn","Westdeutschland","243","","",""
"SPD","1998","AkademikerIn","Ostdeutschland","124","","",""
"CDU/CSU","1998","(noch) kein Abschluss","Westdeutschland","45","0.0937554190987006","0.0720219042398057","0.115488933957595"
"CDU/CSU","1998","(noch) kein Abschluss","Ostdeutschland","3","","",""
"CDU/CSU","1998","Hauptschule","Westdeutschland","842","0.196823530641625","0.185785208320112","0.207861852963138"
"CDU/CSU","1998","Hauptschule","Ostdeutschland","144","","",""
"CDU/CSU","1998","Realschule","Westdeutschland","343","0.211012224677753","0.19301259947535","0.229011849880156"
"CDU/CSU","1998","Realschule","Ostdeutschland","113","","",""
"CDU/CSU","1998","(Fach-)Abitur","Westdeutschland","132","","",""
"CDU/CSU","1998","(Fach-)Abitur","Ostdeutschland","17","","",""
"CDU/CSU","1998","AkademikerIn","Westdeutschland","230","","",""
"CDU/CSU","1998","AkademikerIn","Ostdeutschland","75","0.0826647291210157","0.0641523260456531","0.101177132196378"
"FDP","1998","(noch) kein Abschluss","Westdeutschland","2","","",""
"FDP","1998","(noch) kein Abschluss","Ostdeutschland","","","",""
"FDP","1998","Hauptschule","Westdeutschland","30","0.00855179587749171","0.00599543152707878","0.0111081602279046"
"FDP","1998","Hauptschule","Ostdeutschland","5","0.00380836114213758","0.000286520778983798","0.00733020150529136"
"FDP","1998","Realschule","Westdeutschland","19","","",""
"FDP","1998","Realschule","Ostdeutschland","3","","",""
"FDP","1998","(Fach-)Abitur","Westdeutschland","16","","",""
"FDP","1998","(Fach-)Abitur","Ostdeutschland","","","",""
"FDP","1998","AkademikerIn","Westdeutschland","33","0.0334198889239723","0.0227451913580812","0.0440945864898633"
"FDP","1998","AkademikerIn","Ostdeutschland","12","","",""
"Grüne","1998","(noch) kein Abschluss","Westdeutschland","11","","",""
"Grüne","1998","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Grüne","1998","Hauptschule","Westdeutschland","63","0.0130238143700914","0.00987620006860937","0.0161714286715734"
"Grüne","1998","Hauptschule","Ostdeutschland","4","0.00343517814148499","8.9712561967846e-05","0.00678064372100213"
"Grüne","1998","Realschule","Westdeutschland","90","0.0444876981554509","0.0353924903545067","0.0535829059563951"
"Grüne","1998","Realschule","Ostdeutschland","29","","",""
"Grüne","1998","(Fach-)Abitur","Westdeutschland","97","0.118665464968784","0.098250805459648","0.13908012447792"
"Grüne","1998","(Fach-)Abitur","Ostdeutschland","8","0.0948400563924871","0.0505351304165085","0.139144982368466"
"Grüne","1998","AkademikerIn","Westdeutschland","151","","",""
"Grüne","1998","AkademikerIn","Ostdeutschland","53","0.0676374501278364","0.0507554207383857","0.0845194795172871"
"Linke","1998","(noch) kein Abschluss","Westdeutschland","3","","",""
"Linke","1998","(noch) kein Abschluss","Ostdeutschland","6","0.0387916712435593","0.00559806615815532","0.0719852763289633"
"Linke","1998","Hauptschule","Westdeutschland","6","0.00064422337852224","-6.02058673543927e-05","0.00134865262439887"
"Linke","1998","Hauptschule","Ostdeutschland","54","0.0437157855423744","0.0320250511268604","0.0554065199578883"
"Linke","1998","Realschule","Westdeutschland","5","0.00191738273274751","-1.24166750536327e-05","0.00384718214054865"
"Linke","1998","Realschule","Ostdeutschland","49","0.0353182535499781","0.0256111735542321","0.0450253335457241"
"Linke","1998","(Fach-)Abitur","Westdeutschland","7","0.00817438701266282","0.00249037703757253","0.0138583969877531"
"Linke","1998","(Fach-)Abitur","Ostdeutschland","10","","",""
"Linke","1998","AkademikerIn","Westdeutschland","7","0.00654695709101186","0.00175704469473582","0.0113368694872879"
"Linke","1998","AkademikerIn","Ostdeutschland","99","0.125183045967943","0.102936121462367","0.147429970473519"
