"party","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"keine Parteineigung","1984","17-29","(noch) kein Abschluss","271","0.63714126904494","0.590080116230385","0.684202421859496"
"keine Parteineigung","1984","17-29","Hauptschule","956","0.557433909788486","0.532904134403451","0.581963685173521"
"keine Parteineigung","1984","17-29","Realschule","420","0.523895455681225","0.489352157822666","0.558438753539783"
"keine Parteineigung","1984","17-29","(Fach-)Abitur","211","0.403757637305809","0.359726420106895","0.447788854504723"
"keine Parteineigung","1984","17-29","AkademikerIn","59","0.453439824462607","0.366515436645202","0.540364212280012"
"keine Parteineigung","1984","30-45","(noch) kein Abschluss","331","0.738606420306887","0.697781806706166","0.779431033907607"
"keine Parteineigung","1984","30-45","Hauptschule","1030","0.386302393887884","0.366390686212632","0.406214101563136"
"keine Parteineigung","1984","30-45","Realschule","170","0.326105520217876","0.285618156313721","0.366592884122032"
"keine Parteineigung","1984","30-45","(Fach-)Abitur","90","0.374268238119878","0.308816071077612","0.439720405162145"
"keine Parteineigung","1984","30-45","AkademikerIn","126","0.339496456763835","0.291375769655161","0.387617143872509"
"keine Parteineigung","1984","46-65","(noch) kein Abschluss","302","0.692668195334894","0.648331042362281","0.737005348307507"
"keine Parteineigung","1984","46-65","Hauptschule","924","0.351700270757249","0.332484180934187","0.370916360580311"
"keine Parteineigung","1984","46-65","Realschule","116","0.312349409402285","0.264804293162837","0.359894525641732"
"keine Parteineigung","1984","46-65","(Fach-)Abitur","33","0.236445173523507","0.161355386020642","0.311534961026372"
"keine Parteineigung","1984","46-65","AkademikerIn","72","0.316511395020739","0.255050756923321","0.377972033118157"
"keine Parteineigung","1984","66","(noch) kein Abschluss","","","",""
"keine Parteineigung","1984","66","Hauptschule","","","",""
"keine Parteineigung","1984","66","Realschule","","","",""
"keine Parteineigung","1984","66","(Fach-)Abitur","","","",""
"keine Parteineigung","1984","66","AkademikerIn","","","",""
"SPD","1984","17-29","(noch) kein Abschluss","72","0.159219321550665","0.12340842857673","0.195030214524599"
"SPD","1984","17-29","Hauptschule","354","0.223869494219146","0.20328346201458","0.244455526423712"
"SPD","1984","17-29","Realschule","147","0.176642943437031","0.150265507873619","0.203020379000444"
"SPD","1984","17-29","(Fach-)Abitur","87","0.187988823968106","0.152926885735656","0.223050762200556"
"SPD","1984","17-29","AkademikerIn","27","","",""
"SPD","1984","30-45","(noch) kein Abschluss","100","0.237660258857878","0.198112611894624","0.277207905821132"
"SPD","1984","30-45","Hauptschule","728","0.329851624729269","0.310624586415383","0.349078663043156"
"SPD","1984","30-45","Realschule","158","0.307043497920348","0.2672055081198","0.346881487720897"
"SPD","1984","30-45","(Fach-)Abitur","57","0.24024861335153","0.182465007537022","0.298032219166038"
"SPD","1984","30-45","AkademikerIn","104","0.271958084859167","0.226740662673291","0.317175507045043"
"SPD","1984","46-65","(noch) kein Abschluss","95","0.218657822969563","0.178938250086878","0.258377395852247"
"SPD","1984","46-65","Hauptschule","740","0.326671975142411","0.307798145389997","0.345545804894826"
"SPD","1984","46-65","Realschule","72","0.192741273372728","0.152274796511197","0.233207750234258"
"SPD","1984","46-65","(Fach-)Abitur","36","0.214846710733196","0.142263342619581","0.28743007884681"
