"party","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"AfD","1987","66 und älter","Ost","","","",""
"Sonstige","1987","16-34 J.","West","","","",""
"Sonstige","1987","16-34 J.","Ost","","","",""
"Sonstige","1987","35-65 J.","West","","","",""
"Sonstige","1987","35-65 J.","Ost","","","",""
"Sonstige","1987","66 und älter","West","","","",""
"Sonstige","1987","66 und älter","Ost","","","",""
"keine PN","1988","16-34 J.","West","2148","0.509505703730055","0.493646604485727","0.525364802974382"
"keine PN","1988","16-34 J.","Ost","","","",""
"keine PN","1988","35-65 J.","West","2181","0.34977727615676","0.336634547374229","0.362920004939291"
"keine PN","1988","35-65 J.","Ost","","","",""
"keine PN","1988","66 und älter","West","380","0.355064821267743","0.325812294194189","0.384317348341298"
"keine PN","1988","66 und älter","Ost","","","",""
"CDU/CSU","1988","16-34 J.","West","517","0.164696867841692","0.152930247632476","0.176463488050908"
"CDU/CSU","1988","16-34 J.","Ost","","","",""
"CDU/CSU","1988","35-65 J.","West","1160","0.282319341345977","0.269914402840358","0.294724279851596"
"CDU/CSU","1988","35-65 J.","Ost","","","",""
"CDU/CSU","1988","66 und älter","West","327","0.318058822568975","0.28958939632748","0.34652824881047"
"CDU/CSU","1988","66 und älter","Ost","","","",""
"SPD","1988","16-34 J.","West","850","0.229694021654072","0.21634979250433","0.243038250803815"
"SPD","1988","16-34 J.","Ost","","","",""
"SPD","1988","35-65 J.","West","1467","0.31233492812865","0.299562971402483","0.325106884854816"
"SPD","1988","35-65 J.","Ost","","","",""
"SPD","1988","66 und älter","West","274","0.278291262787893","0.250895569148436","0.30568695642735"
"SPD","1988","66 und älter","Ost","","","",""
"FDP","1988","16-34 J.","West","52","0.0177077361283771","0.0135237629309437","0.0218917093258105"
"FDP","1988","16-34 J.","Ost","","","",""
"FDP","1988","35-65 J.","West","125","0.0295154661462988","0.0248512592031194","0.0341796730894781"
"FDP","1988","35-65 J.","Ost","","","",""
"FDP","1988","66 und älter","West","37","0.0380809714741659","0.0263812694445315","0.0497806735038003"
"FDP","1988","66 und älter","Ost","","","",""
"Grüne","1988","16-34 J.","West","233","0.0726647832780242","0.0644297116906437","0.0808998548654047"
"Grüne","1988","16-34 J.","Ost","","","",""
"Grüne","1988","35-65 J.","West","102","0.0202897687475462","0.0164042764814865","0.024175261013606"
"Grüne","1988","35-65 J.","Ost","","","",""
"Grüne","1988","66 und älter","West","","","",""
"Grüne","1988","66 und älter","Ost","","","",""
"PDS/Linke","1988","16-34 J.","West","","","",""
"PDS/Linke","1988","16-34 J.","Ost","","","",""
"PDS/Linke","1988","35-65 J.","West","","","",""
"PDS/Linke","1988","35-65 J.","Ost","","","",""
"PDS/Linke","1988","66 und älter","West","","","",""
"PDS/Linke","1988","66 und älter","Ost","","","",""
"Rechtsextrem","1988","16-34 J.","West","","","",""
"Rechtsextrem","1988","16-34 J.","Ost","","","",""
"Rechtsextrem","1988","35-65 J.","West","","","",""
"Rechtsextrem","1988","35-65 J.","Ost","","","",""
"Rechtsextrem","1988","66 und älter","West","","","",""
"Rechtsextrem","1988","66 und älter","Ost","","","",""
"AfD","1988","16-34 J.","West","","","",""
"AfD","1988","16-34 J.","Ost","","","",""
"AfD","1988","35-65 J.","West","","","",""
"AfD","1988","35-65 J.","Ost","","","",""
"AfD","1988","66 und älter","West","","","",""
"AfD","1988","66 und älter","Ost","","","",""
"Sonstige","1988","16-34 J.","West","","","",""
"Sonstige","1988","16-34 J.","Ost","","","",""
"Sonstige","1988","35-65 J.","West","","","",""
"Sonstige","1988","35-65 J.","Ost","","","",""
"Sonstige","1988","66 und älter","West","","","",""
"Sonstige","1988","66 und älter","Ost","","","",""
"keine PN","1989","16-34 J.","West","2135","0.540924110089896","0.524919184223008","0.556929035956783"
"keine PN","1989","16-34 J.","Ost","","","",""
"keine PN","1989","35-65 J.","West","2105","0.367091374273649","0.353539868527537","0.380642880019762"
"keine PN","1989","35-65 J.","Ost","","","",""
"keine PN","1989","66 und älter","West","379","0.362904091637907","0.333116911444906","0.392691271830907"
"keine PN","1989","66 und älter","Ost","","","",""
"CDU/CSU","1989","16-34 J.","West","422","0.140018523900407","0.128873511637374","0.151163536163439"
"CDU/CSU","1989","16-34 J.","Ost","","","",""
"CDU/CSU","1989","35-65 J.","West","989","0.251793298169405","0.239590404230122","0.263996192108687"
"CDU/CSU","1989","35-65 J.","Ost","","","",""
"CDU/CSU","1989","66 und älter","West","307","0.303743758438536","0.275255278037826","0.332232238839247"
"CDU/CSU","1989","66 und älter","Ost","","","",""
"SPD","1989","16-34 J.","West","826","0.211475958533148","0.198360568044617","0.224591349021678"
"SPD","1989","16-34 J.","Ost","","","",""
"SPD","1989","35-65 J.","West","1478","0.314361624471514","0.301309167289695","0.327414081653333"
"SPD","1989","35-65 J.","Ost","","","",""
"SPD","1989","66 und älter","West","265","0.27851765068557","0.25074800943263","0.306287291938509"
"SPD","1989","66 und älter","Ost","","","",""
"FDP","1989","16-34 J.","West","34","0.0123147966557201","0.00877265315761304","0.0158569401538271"
"FDP","1989","16-34 J.","Ost","","","",""
"FDP","1989","35-65 J.","West","82","0.0195844139102827","0.0156886704579823","0.0234801573625831"
"FDP","1989","35-65 J.","Ost","","","",""
"FDP","1989","66 und älter","West","","","",""
"FDP","1989","66 und älter","Ost","","","",""
"Grüne","1989","16-34 J.","West","238","0.0724190163672269","0.0640947592903054","0.0807432734441483"
"Grüne","1989","16-34 J.","Ost","","","",""
"Grüne","1989","35-65 J.","West","116","0.0238869699744441","0.0195939733865782","0.02817996656231"
"Grüne","1989","35-65 J.","Ost","","","",""
"Grüne","1989","66 und älter","West","","","",""
"Grüne","1989","66 und älter","Ost","","","",""
"PDS/Linke","1989","16-34 J.","West","","","",""
"PDS/Linke","1989","16-34 J.","Ost","","","",""
"PDS/Linke","1989","35-65 J.","West","","","",""
"PDS/Linke","1989","35-65 J.","Ost","","","",""
"PDS/Linke","1989","66 und älter","West","","","",""
"PDS/Linke","1989","66 und älter","Ost","","","",""
"Rechtsextrem","1989","16-34 J.","West","","","",""
"Rechtsextrem","1989","16-34 J.","Ost","","","",""
"Rechtsextrem","1989","35-65 J.","West","","","",""
"Rechtsextrem","1989","35-65 J.","Ost","","","",""
"Rechtsextrem","1989","66 und älter","West","","","",""
"Rechtsextrem","1989","66 und älter","Ost","","","",""
"AfD","1989","16-34 J.","West","","","",""
"AfD","1989","16-34 J.","Ost","","","",""
"AfD","1989","35-65 J.","West","","","",""
"AfD","1989","35-65 J.","Ost","","","",""
"AfD","1989","66 und älter","West","","","",""
"AfD","1989","66 und älter","Ost","","","",""
"Sonstige","1989","16-34 J.","West","69","0.0228475944536026","0.0180486618765713","0.027646527030634"
"Sonstige","1989","16-34 J.","Ost","","","",""
"Sonstige","1989","35-65 J.","West","90","0.0232823192007052","0.0190426926750448","0.0275219457263656"
"Sonstige","1989","35-65 J.","Ost","","","",""
"Sonstige","1989","66 und älter","West","","","",""
"Sonstige","1989","66 und älter","Ost","","","",""
"keine PN","1990","16-34 J.","West","2013","0.516578430591668","0.500297285533355","0.53285957564998"
"keine PN","1990","16-34 J.","Ost","","","",""
"keine PN","1990","35-65 J.","West","1981","0.345268056026596","0.331758351917799","0.358777760135392"
"keine PN","1990","35-65 J.","Ost","","","",""
"keine PN","1990","66 und älter","West","362","0.340231626902445","0.311353374416096","0.369109879388795"
"keine PN","1990","66 und älter","Ost","","","",""
"CDU/CSU","1990","16-34 J.","West","457","0.156729378603883","0.144884994290372","0.168573762917394"
"CDU/CSU","1990","16-34 J.","Ost","","","",""
"CDU/CSU","1990","35-65 J.","West","1004","0.258391303398751","0.245952969084404","0.270829637713099"
"CDU/CSU","1990","35-65 J.","Ost","","","",""
"CDU/CSU","1990","66 und älter","West","347","0.3317722099621","0.303072990126591","0.36047142979761"
"CDU/CSU","1990","66 und älter","Ost","","","",""
"SPD","1990","16-34 J.","West","861","0.236004673455656","0.22217030137537","0.249839045535941"
"SPD","1990","16-34 J.","Ost","","","",""
"SPD","1990","35-65 J.","West","1508","0.33363390097942","0.320236288676117","0.347031513282722"
"SPD","1990","35-65 J.","Ost","","","",""
"SPD","1990","66 und älter","West","284","0.285371141037256","0.257845773751177","0.312896508323335"
"SPD","1990","66 und älter","Ost","","","",""
"FDP","1990","16-34 J.","West","49","0.0176772273345285","0.0133839595353033","0.0219704951337537"
"FDP","1990","16-34 J.","Ost","","","",""
"FDP","1990","35-65 J.","West","115","0.0280861122207594","0.0233915448113673","0.0327806796301515"
"FDP","1990","35-65 J.","Ost","","","",""
"FDP","1990","66 und älter","West","30","0.03122330521675","0.0206224940068246","0.0418241164266755"
"FDP","1990","66 und älter","Ost","","","",""
"Grüne","1990","16-34 J.","West","192","0.0595468765149349","0.0518369210581876","0.0672568319716822"
"Grüne","1990","16-34 J.","Ost","","","",""
"Grüne","1990","35-65 J.","West","105","0.0228979723577917","0.0186478215260874","0.027148123189496"
"Grüne","1990","35-65 J.","Ost","","","",""
"Grüne","1990","66 und älter","West","","","",""
"Grüne","1990","66 und älter","Ost","","","",""
"PDS/Linke","1990","16-34 J.","West","","","",""
"PDS/Linke","1990","16-34 J.","Ost","","","",""
"PDS/Linke","1990","35-65 J.","West","","","",""
"PDS/Linke","1990","35-65 J.","Ost","","","",""
"PDS/Linke","1990","66 und älter","West","","","",""
"PDS/Linke","1990","66 und älter","Ost","","","",""
"Rechtsextrem","1990","16-34 J.","West","36","0.0101068709344776","0.00684808139005188","0.0133656604789034"
"Rechtsextrem","1990","16-34 J.","Ost","","","",""
"Rechtsextrem","1990","35-65 J.","West","31","0.00813105118662844","0.00557931150694528","0.0106827908663116"
"Rechtsextrem","1990","35-65 J.","Ost","","","",""
"Rechtsextrem","1990","66 und älter","West","","","",""
"Rechtsextrem","1990","66 und älter","Ost","","","",""
"AfD","1990","16-34 J.","West","","","",""
"AfD","1990","16-34 J.","Ost","","","",""
"AfD","1990","35-65 J.","West","","","",""
"AfD","1990","35-65 J.","Ost","","","",""
"AfD","1990","66 und älter","West","","","",""
"AfD","1990","66 und älter","Ost","","","",""
"Sonstige","1990","16-34 J.","West","","","",""
"Sonstige","1990","16-34 J.","Ost","","","",""
"Sonstige","1990","35-65 J.","West","","","",""
"Sonstige","1990","35-65 J.","Ost","","","",""
"Sonstige","1990","66 und älter","West","","","",""
"Sonstige","1990","66 und älter","Ost","","","",""
"keine PN","1991","16-34 J.","West","2418","0.567828894236872","0.551696067273295","0.58396172120045"
"keine PN","1991","16-34 J.","Ost","1517","1","1","1"
"keine PN","1991","35-65 J.","West","2441","0.388311004047831","0.374420480442799","0.402201527652862"
"keine PN","1991","35-65 J.","Ost","2231","1","1","1"
"keine PN","1991","66 und älter","West","396","0.367508439961462","0.338248935761175","0.39676794416175"
"keine PN","1991","66 und älter","Ost","391","1","1","1"
"CDU/CSU","1991","16-34 J.","West","432","0.153760832833305","0.142013391347094","0.165508274319515"
"CDU/CSU","1991","16-34 J.","Ost","","","",""
"CDU/CSU","1991","35-65 J.","West","983","0.265038203042499","0.252459088961306","0.277617317123693"
"CDU/CSU","1991","35-65 J.","Ost","","","",""
"CDU/CSU","1991","66 und älter","West","349","0.326995363154698","0.298525474922367","0.35546525138703"
"CDU/CSU","1991","66 und älter","Ost","","","",""
"SPD","1991","16-34 J.","West","557","0.196201090318375","0.183268119946411","0.20913406069034"
"SPD","1991","16-34 J.","Ost","","","",""
"SPD","1991","35-65 J.","West","1072","0.282388890937878","0.269558738554638","0.295219043321117"
"SPD","1991","35-65 J.","Ost","","","",""
"SPD","1991","66 und älter","West","255","0.260422732765718","0.233788685904202","0.287056779627234"
"SPD","1991","66 und älter","Ost","","","",""
"FDP","1991","16-34 J.","West","45","0.0199766085192313","0.0154198819585087","0.0245333350799539"
"FDP","1991","16-34 J.","Ost","","","",""
"FDP","1991","35-65 J.","West","127","0.0347474295531584","0.0295277329647931","0.0399671261415238"
"FDP","1991","35-65 J.","Ost","","","",""
"FDP","1991","66 und älter","West","30","0.0314642369819675","0.0208699344673722","0.0420585394965628"
"FDP","1991","66 und älter","Ost","","","",""
"Grüne","1991","16-34 J.","West","131","0.049580438115456","0.0425109701422455","0.0566499060886666"
"Grüne","1991","16-34 J.","Ost","","","",""
"Grüne","1991","35-65 J.","West","84","0.0226811036528358","0.0184377065687447","0.0269245007369268"
"Grüne","1991","35-65 J.","Ost","","","",""
"Grüne","1991","66 und älter","West","","","",""
"Grüne","1991","66 und älter","Ost","","","",""
"PDS/Linke","1991","16-34 J.","West","","","",""
"PDS/Linke","1991","16-34 J.","Ost","","","",""
"PDS/Linke","1991","35-65 J.","West","","","",""
"PDS/Linke","1991","35-65 J.","Ost","","","",""
"PDS/Linke","1991","66 und älter","West","","","",""
"PDS/Linke","1991","66 und älter","Ost","","","",""
"Rechtsextrem","1991","16-34 J.","West","","","",""
"Rechtsextrem","1991","16-34 J.","Ost","","","",""
"Rechtsextrem","1991","35-65 J.","West","","","",""
"Rechtsextrem","1991","35-65 J.","Ost","","","",""
"Rechtsextrem","1991","66 und älter","West","","","",""
"Rechtsextrem","1991","66 und älter","Ost","","","",""
"AfD","1991","16-34 J.","West","","","",""
"AfD","1991","16-34 J.","Ost","","","",""
"AfD","1991","35-65 J.","West","","","",""
"AfD","1991","35-65 J.","Ost","","","",""
"AfD","1991","66 und älter","West","","","",""
"AfD","1991","66 und älter","Ost","","","",""
"Sonstige","1991","16-34 J.","West","","","",""
"Sonstige","1991","16-34 J.","Ost","","","",""
"Sonstige","1991","35-65 J.","West","","","",""
"Sonstige","1991","35-65 J.","Ost","","","",""
"Sonstige","1991","66 und älter","West","","","",""
"Sonstige","1991","66 und älter","Ost","","","",""
"keine PN","1992","16-34 J.","West","2299","0.606424622803594","0.590376454675288","0.622472790931899"
"keine PN","1992","16-34 J.","Ost","1024","0.733558933368627","0.710300982705113","0.756816884032141"
"keine PN","1992","35-65 J.","West","2320","0.431755273694796","0.417558247874184","0.445952299515409"
"keine PN","1992","35-65 J.","Ost","1396","0.634533736303125","0.614337391376674","0.654730081229576"
"keine PN","1992","66 und älter","West","436","0.408903022797946","0.379123736852505","0.438682308743388"
"keine PN","1992","66 und älter","Ost","252","0.663237710867797","0.616273219558938","0.710202202176656"
"CDU/CSU","1992","16-34 J.","West","361","0.127878713653638","0.116908611673461","0.138848815633815"
"CDU/CSU","1992","16-34 J.","Ost","120","0.0820789394562209","0.0676387831828379","0.0965190957296039"
"CDU/CSU","1992","35-65 J.","West","925","0.238422671908972","0.22620913023873","0.250636213579214"
"CDU/CSU","1992","35-65 J.","Ost","304","0.140192981098001","0.125632175539571","0.154753786656431"
"CDU/CSU","1992","66 und älter","West","328","0.312680314166278","0.284599841651905","0.340760786680651"
"CDU/CSU","1992","66 und älter","Ost","49","0.1038710643094","0.073552695507091","0.134189433111709"
"SPD","1992","16-34 J.","West","650","0.186706042473934","0.173905568479938","0.19950651646793"
