"party","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"keine PN","1984","16-34 J.","West","2466","0.497089946023817","0.482569948275836","0.511609943771798"
"keine PN","1984","16-34 J.","Ost","","","",""
"keine PN","1984","35-65 J.","West","2702","0.357457952449763","0.345576450585886","0.369339454313641"
"keine PN","1984","35-65 J.","Ost","","","",""
"keine PN","1984","66 und älter","West","478","0.382273577071177","0.355345541916154","0.409201612226201"
"keine PN","1984","66 und älter","Ost","","","",""
"CDU/CSU","1984","16-34 J.","West","655","0.180962214793083","0.169782008405437","0.192142421180728"
"CDU/CSU","1984","16-34 J.","Ost","","","",""
"CDU/CSU","1984","35-65 J.","West","1533","0.30590058213308","0.294476822036942","0.317324342229218"
"CDU/CSU","1984","35-65 J.","Ost","","","",""
"CDU/CSU","1984","66 und älter","West","414","0.325447674436197","0.299483898989664","0.351411449882729"
"CDU/CSU","1984","66 und älter","Ost","","","",""
"SPD","1984","16-34 J.","West","1046","0.22747320168879","0.215299411925508","0.239646991452073"
"SPD","1984","16-34 J.","Ost","","","",""
"SPD","1984","35-65 J.","West","1796","0.298396283742631","0.287052688344414","0.309739879140848"
"SPD","1984","35-65 J.","Ost","","","",""
"SPD","1984","66 und älter","West","317","0.258435860191639","0.234177011589936","0.282694708793342"
"SPD","1984","66 und älter","Ost","","","",""
"FDP","1984","16-34 J.","West","38","0.00962894246774613","0.00679303428107205","0.0124648506544202"
"FDP","1984","16-34 J.","Ost","","","",""
"FDP","1984","35-65 J.","West","112","0.0219514794146772","0.0183188576559057","0.0255841011734488"
"FDP","1984","35-65 J.","Ost","","","",""
"FDP","1984","66 und älter","West","30","0.024861691858943","0.0162335379218262","0.0334898457960598"
"FDP","1984","66 und älter","Ost","","","",""
"Grüne","1984","16-34 J.","West","331","0.0799762936617645","0.0720988728472292","0.0878537144762998"
"Grüne","1984","16-34 J.","Ost","","","",""
"Grüne","1984","35-65 J.","West","92","0.0139080535563575","0.0110046997316922","0.0168114073810228"
"Grüne","1984","35-65 J.","Ost","","","",""
"Grüne","1984","66 und älter","West","","","",""
"Grüne","1984","66 und älter","Ost","","","",""
"PDS/Linke","1984","16-34 J.","West","","","",""
"PDS/Linke","1984","16-34 J.","Ost","","","",""
"PDS/Linke","1984","35-65 J.","West","","","",""
"PDS/Linke","1984","35-65 J.","Ost","","","",""
"PDS/Linke","1984","66 und älter","West","","","",""
"PDS/Linke","1984","66 und älter","Ost","","","",""
"Rechtsextrem","1984","16-34 J.","West","","","",""
"Rechtsextrem","1984","16-34 J.","Ost","","","",""
"Rechtsextrem","1984","35-65 J.","West","","","",""
"Rechtsextrem","1984","35-65 J.","Ost","","","",""
"Rechtsextrem","1984","66 und älter","West","","","",""
"Rechtsextrem","1984","66 und älter","Ost","","","",""
"AfD","1984","16-34 J.","West","","","",""
"AfD","1984","16-34 J.","Ost","","","",""
"AfD","1984","35-65 J.","West","","","",""
"AfD","1984","35-65 J.","Ost","","","",""
"AfD","1984","66 und älter","West","","","",""
"AfD","1984","66 und älter","Ost","","","",""
"Sonstige","1984","16-34 J.","West","","","",""
"Sonstige","1984","16-34 J.","Ost","","","",""
"Sonstige","1984","35-65 J.","West","","","",""
"Sonstige","1984","35-65 J.","Ost","","","",""
"Sonstige","1984","66 und älter","West","","","",""
"Sonstige","1984","66 und älter","Ost","","","",""
"keine PN","1985","16-34 J.","West","2295","0.513843268324218","0.498622151078574","0.529064385569862"
"keine PN","1985","16-34 J.","Ost","","","",""
"keine PN","1985","35-65 J.","West","2490","0.364793163003471","0.352314073258904","0.377272252748039"
"keine PN","1985","35-65 J.","Ost","","","",""
"keine PN","1985","66 und älter","West","423","0.389246367720596","0.360393426514449","0.418099308926743"
"keine PN","1985","66 und älter","Ost","","","",""
"CDU/CSU","1985","16-34 J.","West","569","0.169579550039364","0.158151324550003","0.181007775528724"
"CDU/CSU","1985","16-34 J.","Ost","","","",""
"CDU/CSU","1985","35-65 J.","West","1380","0.295983620912318","0.284149739797307","0.307817502027329"
"CDU/CSU","1985","35-65 J.","Ost","","","",""
"CDU/CSU","1985","66 und älter","West","363","0.321235256636156","0.293603021398837","0.348867491873475"
"CDU/CSU","1985","66 und älter","Ost","","","",""
"SPD","1985","16-34 J.","West","920","0.220033273325848","0.207417169291542","0.232649377360155"
"SPD","1985","16-34 J.","Ost","","","",""
"SPD","1985","35-65 J.","West","1608","0.292764907698472","0.280968673366072","0.304561142030872"
"SPD","1985","35-65 J.","Ost","","","",""
"SPD","1985","66 und älter","West","269","0.248031973472775","0.222475654554896","0.273588292390654"
"SPD","1985","66 und älter","Ost","","","",""
"FDP","1985","16-34 J.","West","46","0.0124941483685561","0.00911142711496735","0.0158768696221448"
"FDP","1985","16-34 J.","Ost","","","",""
"FDP","1985","35-65 J.","West","116","0.0249537404030942","0.0209100079112329","0.0289974728949556"
"FDP","1985","35-65 J.","Ost","","","",""
"FDP","1985","66 und älter","West","35","0.0353730032344252","0.0244419892413878","0.0463040172274625"
"FDP","1985","66 und älter","Ost","","","",""
"Grüne","1985","16-34 J.","West","299","0.0800415927552951","0.0717776937465381","0.088305491764052"
"Grüne","1985","16-34 J.","Ost","","","",""
"Grüne","1985","35-65 J.","West","103","0.0172902185058903","0.0139110109993624","0.0206694260124182"
"Grüne","1985","35-65 J.","Ost","","","",""
"Grüne","1985","66 und älter","West","","","",""
"Grüne","1985","66 und älter","Ost","","","",""
"PDS/Linke","1985","16-34 J.","West","","","",""
"PDS/Linke","1985","16-34 J.","Ost","","","",""
"PDS/Linke","1985","35-65 J.","West","","","",""
"PDS/Linke","1985","35-65 J.","Ost","","","",""
"PDS/Linke","1985","66 und älter","West","","","",""
"PDS/Linke","1985","66 und älter","Ost","","","",""
"Rechtsextrem","1985","16-34 J.","West","","","",""
"Rechtsextrem","1985","16-34 J.","Ost","","","",""
"Rechtsextrem","1985","35-65 J.","West","","","",""
"Rechtsextrem","1985","35-65 J.","Ost","","","",""
"Rechtsextrem","1985","66 und älter","West","","","",""
"Rechtsextrem","1985","66 und älter","Ost","","","",""
"AfD","1985","16-34 J.","West","","","",""
"AfD","1985","16-34 J.","Ost","","","",""
"AfD","1985","35-65 J.","West","","","",""
"AfD","1985","35-65 J.","Ost","","","",""
"AfD","1985","66 und älter","West","","","",""
"AfD","1985","66 und älter","Ost","","","",""
"Sonstige","1985","16-34 J.","West","","","",""
"Sonstige","1985","16-34 J.","Ost","","","",""
"Sonstige","1985","35-65 J.","West","","","",""
"Sonstige","1985","35-65 J.","Ost","","","",""
"Sonstige","1985","66 und älter","West","","","",""
"Sonstige","1985","66 und älter","Ost","","","",""
"keine PN","1986","16-34 J.","West","2295","0.52241849548411","0.507044537725022","0.537792453243198"
"keine PN","1986","16-34 J.","Ost","","","",""
"keine PN","1986","35-65 J.","West","2340","0.358342687669162","0.345588610995699","0.371096764342625"
"keine PN","1986","35-65 J.","Ost","","","",""
"keine PN","1986","66 und älter","West","415","0.392304651003025","0.362369784352754","0.422239517653297"
"keine PN","1986","66 und älter","Ost","","","",""
"CDU/CSU","1986","16-34 J.","West","543","0.16291943184065","0.151553037076062","0.174285826605238"
"CDU/CSU","1986","16-34 J.","Ost","","","",""
"CDU/CSU","1986","35-65 J.","West","1343","0.30133647394213","0.289132309158328","0.313540638725932"
"CDU/CSU","1986","35-65 J.","Ost","","","",""
"CDU/CSU","1986","66 und älter","West","308","0.307744263751294","0.279446578743861","0.336041948758727"
"CDU/CSU","1986","66 und älter","Ost","","","",""
"SPD","1986","16-34 J.","West","888","0.223488052819227","0.210666108440405","0.236309997198049"
"SPD","1986","16-34 J.","Ost","","","",""
"SPD","1986","35-65 J.","West","1539","0.29653087182666","0.28438284744177","0.308678896211549"
"SPD","1986","35-65 J.","Ost","","","",""
"SPD","1986","66 und älter","West","256","0.257115659072945","0.230321044842955","0.283910273302935"
"SPD","1986","66 und älter","Ost","","","",""
"FDP","1986","16-34 J.","West","38","0.0115263544322682","0.0082410078305654","0.014811701033971"
"FDP","1986","16-34 J.","Ost","","","",""
"FDP","1986","35-65 J.","West","95","0.0212343971478942","0.0173999081741647","0.0250688861216238"
"FDP","1986","35-65 J.","Ost","","","",""
"FDP","1986","66 und älter","West","36","0.0339045273351929","0.0228086534050955","0.0450004012652903"
"FDP","1986","66 und älter","Ost","","","",""
"Grüne","1986","16-34 J.","West","284","0.0779746718872917","0.0697218805349875","0.086227463239596"
"Grüne","1986","16-34 J.","Ost","","","",""
"Grüne","1986","35-65 J.","West","95","0.0185349921603252","0.0149475757560315","0.0221224085646188"
"Grüne","1986","35-65 J.","Ost","","","",""
"Grüne","1986","66 und älter","West","","","",""
"Grüne","1986","66 und älter","Ost","","","",""
"PDS/Linke","1986","16-34 J.","West","","","",""
"PDS/Linke","1986","16-34 J.","Ost","","","",""
"PDS/Linke","1986","35-65 J.","West","","","",""
"PDS/Linke","1986","35-65 J.","Ost","","","",""
"PDS/Linke","1986","66 und älter","West","","","",""
"PDS/Linke","1986","66 und älter","Ost","","","",""
"Rechtsextrem","1986","16-34 J.","West","","","",""
"Rechtsextrem","1986","16-34 J.","Ost","","","",""
"Rechtsextrem","1986","35-65 J.","West","","","",""
"Rechtsextrem","1986","35-65 J.","Ost","","","",""
"Rechtsextrem","1986","66 und älter","West","","","",""
"Rechtsextrem","1986","66 und älter","Ost","","","",""
"AfD","1986","16-34 J.","West","","","",""
"AfD","1986","16-34 J.","Ost","","","",""
"AfD","1986","35-65 J.","West","","","",""
"AfD","1986","35-65 J.","Ost","","","",""
"AfD","1986","66 und älter","West","","","",""
"AfD","1986","66 und älter","Ost","","","",""
"Sonstige","1986","16-34 J.","West","","","",""
"Sonstige","1986","16-34 J.","Ost","","","",""
"Sonstige","1986","35-65 J.","West","","","",""
"Sonstige","1986","35-65 J.","Ost","","","",""
"Sonstige","1986","66 und älter","West","","","",""
"Sonstige","1986","66 und älter","Ost","","","",""
"keine PN","1987","16-34 J.","West","2078","0.466453860684335","0.450991965467343","0.481915755901328"
"keine PN","1987","16-34 J.","Ost","","","",""
"keine PN","1987","35-65 J.","West","2125","0.309896029081773","0.297464605238856","0.32232745292469"
"keine PN","1987","35-65 J.","Ost","","","",""
"keine PN","1987","66 und älter","West","372","0.334425674715097","0.306024046071434","0.36282730335876"
"keine PN","1987","66 und älter","Ost","","","",""
"CDU/CSU","1987","16-34 J.","West","671","0.208212308513227","0.195627982469986","0.220796634556468"
"CDU/CSU","1987","16-34 J.","Ost","","","",""
"CDU/CSU","1987","35-65 J.","West","1381","0.322242181756535","0.309679450552859","0.334804912960211"
"CDU/CSU","1987","35-65 J.","Ost","","","",""
"CDU/CSU","1987","66 und älter","West","360","0.340134586274099","0.311614670488162","0.368654502060036"
"CDU/CSU","1987","66 und älter","Ost","","","",""
"SPD","1987","16-34 J.","West","849","0.211717200711802","0.1990555162724","0.224378885151204"
"SPD","1987","16-34 J.","Ost","","","",""
"SPD","1987","35-65 J.","West","1485","0.299401886535971","0.287090205573869","0.311713567498073"
"SPD","1987","35-65 J.","Ost","","","",""
"SPD","1987","66 und älter","West","274","0.268784376630242","0.242096138743183","0.295472614517301"
"SPD","1987","66 und älter","Ost","","","",""
"FDP","1987","16-34 J.","West","63","0.0207949995097403","0.0163722875324634","0.0252177114870173"
"FDP","1987","16-34 J.","Ost","","","",""
"FDP","1987","35-65 J.","West","170","0.0391492372273902","0.0339355469637774","0.044362927491003"
"FDP","1987","35-65 J.","Ost","","","",""
"FDP","1987","66 und älter","West","44","0.0448769309949628","0.0324135348176861","0.0573403271722396"
"FDP","1987","66 und älter","Ost","","","",""
"Grüne","1987","16-34 J.","West","325","0.0888470027950061","0.0800286101159692","0.097665395474043"
"Grüne","1987","16-34 J.","Ost","","","",""
"Grüne","1987","35-65 J.","West","137","0.02500303078428","0.0208058897238252","0.0292001718447349"
"Grüne","1987","35-65 J.","Ost","","","",""
"Grüne","1987","66 und älter","West","","","",""
"Grüne","1987","66 und älter","Ost","","","",""
"PDS/Linke","1987","16-34 J.","West","","","",""
"PDS/Linke","1987","16-34 J.","Ost","","","",""
"PDS/Linke","1987","35-65 J.","West","","","",""
"PDS/Linke","1987","35-65 J.","Ost","","","",""
"PDS/Linke","1987","66 und älter","West","","","",""
"PDS/Linke","1987","66 und älter","Ost","","","",""
"Rechtsextrem","1987","16-34 J.","West","","","",""
"Rechtsextrem","1987","16-34 J.","Ost","","","",""
"Rechtsextrem","1987","35-65 J.","West","","","",""
"Rechtsextrem","1987","35-65 J.","Ost","","","",""
"Rechtsextrem","1987","66 und älter","West","","","",""
"Rechtsextrem","1987","66 und älter","Ost","","","",""
"AfD","1987","16-34 J.","West","","","",""
"AfD","1987","16-34 J.","Ost","","","",""
"AfD","1987","35-65 J.","West","","","",""
"AfD","1987","35-65 J.","Ost","","","",""
"AfD","1987","66 und älter","West","","","",""
