year,quintil_oecd_hh,hlf0291,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,,No,0.9591131586524618,5863,0.9540441523699108,0.9641821649350129
1984,,Yes,0.04088684134753815,5863,0.03581783506498707,0.04595584763008923
1984,,No,0.9746922024623803,5863,0.970671915570973,0.9787124893537876
1984,,Yes,0.0253077975376197,5863,0.02128751064621237,0.029328084429027027
1984,,No,0.9733570159857904,5863,0.9692348674379418,0.9774791645336389
1984,,Yes,0.02664298401420959,5863,0.02252083546636107,0.03076513256205811
1984,,No,0.9822222222222222,5863,0.9788397071639954,0.9856047372804491
1984,,Yes,0.017777777777777778,5863,0.014395262719550883,0.021160292836004672
1984,,No,1.0,5863,1.0,1.0
1985,,No,0.9617577993961758,5272,0.9565808649382661,0.9669347338540855
1985,,Yes,0.03824220060382422,5272,0.0330652661459145,0.043419135061733935
1985,,No,0.9715536105032823,5272,0.9670659981825712,0.9760412228239933
1985,,Yes,0.028446389496717725,5272,0.023958777176006703,0.03293400181742875
1985,,No,0.9626016260162602,5272,0.9574798801433325,0.9677233718891879
1985,,Yes,0.03739837398373984,5272,0.03227662811081216,0.04252011985666752
1985,,No,0.9803921568627451,5272,0.9766494725520147,0.9841348411734754
1985,,Yes,0.0196078431372549,5272,0.015865158826524572,0.02335052744798523
1985,,No,0.9878048780487805,5272,0.9848421142627203,0.9907676418348407
1985,,Yes,0.012195121951219513,5272,0.00923235816515931,0.015157885737279716
1986,,No,0.9571375326127469,5039,0.9515449855255831,0.9627300796999108
1986,,Yes,0.04286246738725308,5039,0.037269920300089285,0.04845501447441687
1986,,No,0.9770279971284996,5039,0.9728914609456233,0.981164533311376
1986,,Yes,0.02297200287150036,5039,0.01883546668862396,0.02710853905437676
1986,,No,0.9671875,5039,0.9622687031066226,0.9721062968933774
1986,,Yes,0.0328125,5039,0.02789370310662259,0.03773129689337741
1986,,No,0.9829787234042553,5039,0.9794072122113423,0.9865502345971683
1986,,Yes,0.01702127659574468,5039,0.013449765402831658,0.020592787788657706
1986,,No,1.0,5039,1.0,1.0
1987,,No,0.9602649006622517,4975,0.954836871055335,0.9656929302691684
1987,,Yes,0.039735099337748346,4975,0.03430706973083167,0.045163128944665024
1987,,No,0.9716513111268604,4975,0.9670393967247551,0.9762632255289657
1987,,Yes,0.028348688873139617,4975,0.023736774471034297,0.032960603275244936
1987,,No,0.9789750328515112,4975,0.9749883379590576,0.9829617277439648
1987,,Yes,0.02102496714848883,4975,0.017038272256035235,0.025011662040942427
1987,,No,0.9730769230769231,4975,0.968579171531633,0.9775746746222131
1987,,Yes,0.026923076923076925,4975,0.02242532537778688,0.03142082846836697
1987,,No,0.9814814814814815,4975,0.9777351715485273,0.9852277914144357
1987,,Yes,0.018518518518518517,4975,0.014772208585564332,0.022264828451472703
1988,,No,0.9580615097856477,4770,0.9523729808166161,0.9637500387546794
1988,,Yes,0.04193849021435228,4770,0.03624996124532063,0.04762701918338393
1988,,No,0.9769230769230769,4770,0.9726620329370864,0.9811841209090674
1988,,Yes,0.023076923076923078,4770,0.01881587909093265,0.027337967062913505
1988,,No,0.9733688415446072,4770,0.9687997418817966,0.9779379412074178
1988,,Yes,0.02663115845539281,4770,0.022062058792582218,0.0312002581182034
1988,,No,0.9901639344262295,4770,0.9873632695726624,0.9929645992797966
1988,,Yes,0.009836065573770493,4770,0.007035400720203399,0.012636730427337586
1988,,No,0.9732142857142857,4770,0.9686323105009802,0.9777962609275912
1988,,Yes,0.026785714285714284,4770,0.022203739072408794,0.031367689499019774
1989,,No,0.9611752360965372,4651,0.9556233748980613,0.9667270972950132
1989,,Yes,0.03882476390346275,4651,0.033272902704986784,0.04437662510193871
1989,,No,0.9773691654879774,4651,0.9730948900718496,0.9816434409041052
1989,,Yes,0.02263083451202263,4651,0.01835655909589485,0.026905109928150414
1989,,No,0.982989064398542,4651,0.9792726738661061,0.9867054549309778
1989,,Yes,0.01701093560145808,4651,0.01329454506902222,0.02072732613389394
1989,,No,0.9832869080779945,4651,0.9796026382379097,0.9869711779180792
1989,,Yes,0.016713091922005572,4651,0.013028822081920775,0.02039736176209037
1989,,No,0.9774436090225563,4651,0.9731762069466195,0.9817110110984931
1989,,Yes,0.022556390977443608,4651,0.0182889889015068,0.026823793053380417
1990,,No,0.9523262492820218,6750,0.9472430548342157,0.957409443729828
1990,,Yes,0.04767375071797817,6750,0.04259055627017206,0.05275694516578428
1990,,No,0.9804063860667634,6750,0.977099916544064,0.9837128555894629
1990,,Yes,0.019593613933236574,6750,0.016287144410537153,0.022900083455935995
1990,,No,0.9770114942528736,6750,0.9734362197394779,0.9805867687662693
1990,,Yes,0.022988505747126436,6750,0.01941323123373078,0.026563780260522092
1990,,No,0.9811764705882353,6750,0.9779343566306046,0.9844185845458661
1990,,Yes,0.018823529411764704,6750,0.015581415454134013,0.022065643369395396
1990,,No,0.9814814814814815,6750,0.9782652421404726,0.9846977208224904
1990,,Yes,0.018518518518518517,6750,0.015302279177509572,0.021734757859527463
1991,,No,0.9502724795640327,6629,0.9450394337110233,0.9555055254170421
1991,,Yes,0.0497275204359673,6629,0.04449447458295788,0.05496056628897672
1991,,No,0.959214501510574,6629,0.9544530121622118,0.9639759908589361
1991,,Yes,0.04078549848942598,6629,0.03602400914106381,0.045546987837788155
