,Unnamed: 0,year,bula_h,rentown,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
661,661,2008,Brandenburg,Tenant,No,1.0,263,10528,0.9011,1.09786
662,662,2008,Mecklenburg-Western Pomerania,Owner,No,1.0,124,10528,0.87283,1.13672
663,663,2008,Mecklenburg-Western Pomerania,Tenant,No,1.0,145,10528,0.89764,1.10686
664,664,2008,Saxony,Owner,No,1.0,298,10528,0.90703,1.11177
665,665,2008,Saxony,Tenant,No,1.0,474,10528,0.93988,1.08181
666,666,2008,Saxony-Anhalt,Owner,No,1.0,195,10528,0.90424,1.1255
667,667,2008,Saxony-Anhalt,Tenant,No,1.0,221,10528,0.88689,1.09808
668,668,2008,Thuringa,Owner,No,1.0,227,10528,0.87227,1.17451
669,669,2008,Thuringa,Tenant,No,1.0,225,10528,0.89974,1.0796
670,670,2009,Schleswig-Holstein,Owner,No,1.0,154,9877,0.87511,1.13248
671,671,2009,Schleswig-Holstein,Tenant,No,1.0,132,9877,0.87393,1.11508
672,672,2009,Hamburg,Owner,No,1.0,44,9877,0.77,1.26133
673,673,2009,Hamburg,Tenant,No,1.0,126,9877,0.87321,1.11703
674,674,2009,Lower Saxony,Owner,No,1.0,510,9877,0.90997,1.07973
675,675,2009,Lower Saxony,Tenant,No,1.0,369,9877,0.92378,1.07706
676,676,2009,Bremen,Owner,No,1.0,33,9877,0.75189,1.2728
677,677,2009,Bremen,Tenant,No,1.0,37,9877,0.77536,1.27781
678,678,2009,North Rhine-Westphalia,Owner,Yes,0.03108,32,9877,0.02331,0.0396
679,679,2009,North Rhine-Westphalia,Owner,No,0.96892,951,9877,0.92136,1.0244
680,680,2009,North Rhine-Westphalia,Tenant,Yes,0.04746,47,9877,0.03798,0.05575
681,681,2009,North Rhine-Westphalia,Tenant,No,0.95254,999,9877,0.90329,0.99473
682,682,2009,Hesse,Owner,No,1.0,338,9877,0.91133,1.09603
683,683,2009,Hesse,Tenant,No,1.0,329,9877,0.91818,1.0638
684,684,2009,"Rhineland-Palatinate, Saarland",Owner,No,1.0,324,9877,0.9033,1.0914
685,685,2009,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,234,9877,0.88558,1.09665
686,686,2009,Baden-Wuerttemberg,Owner,No,1.0,625,9877,0.91992,1.06367
687,687,2009,Baden-Wuerttemberg,Tenant,No,1.0,493,9877,0.93516,1.07169
688,688,2009,Bavaria,Owner,Yes,0.04416,32,9877,0.03349,0.05473
689,689,2009,Bavaria,Owner,No,0.95584,784,9877,0.90155,1.01647
690,690,2009,Bavaria,Tenant,No,1.0,613,9877,0.93692,1.05641
691,691,2009,Berlin,Owner,No,1.0,87,9877,0.82995,1.20841
692,692,2009,Berlin,Tenant,No,1.0,334,9877,0.926,1.0998
693,693,2009,Brandenburg,Owner,No,1.0,181,9877,0.86986,1.15673
694,694,2009,Brandenburg,Tenant,No,1.0,245,9877,0.9031,1.10381
695,695,2009,Mecklenburg-Western Pomerania,Owner,No,1.0,125,9877,0.87635,1.18768
696,696,2009,Mecklenburg-Western Pomerania,Tenant,No,1.0,139,9877,0.86787,1.13877
697,697,2009,Saxony,Owner,No,1.0,287,9877,0.87019,1.12477
698,698,2009,Saxony,Tenant,No,1.0,439,9877,0.92378,1.08558
699,699,2009,Saxony-Anhalt,Owner,No,1.0,194,9877,0.87426,1.15044
700,700,2009,Saxony-Anhalt,Tenant,No,1.0,214,9877,0.89145,1.11345
701,701,2009,Thuringa,Owner,No,1.0,218,9877,0.8665,1.13555
702,702,2009,Thuringa,Tenant,No,1.0,208,9877,0.88225,1.1282
703,703,2010,Schleswig-Holstein,Owner,No,1.0,198,13505,0.84731,1.1493
704,704,2010,Schleswig-Holstein,Tenant,No,1.0,227,13505,0.83703,1.16784
705,705,2010,Hamburg,Owner,No,1.0,58,13505,0.78039,1.28791
706,706,2010,Hamburg,Tenant,No,1.0,180,13505,0.8467,1.13226
707,707,2010,Lower Saxony,Owner,No,1.0,630,13505,0.91072,1.10013
708,708,2010,Lower Saxony,Tenant,No,1.0,588,13505,0.91593,1.09159
709,709,2010,Bremen,Owner,No,1.0,41,13505,0.6743,1.39387
710,710,2010,Bremen,Tenant,No,1.0,59,13505,0.72725,1.24194
711,711,2010,North Rhine-Westphalia,Owner,Yes,0.05135,45,13505,0.04018,0.06425
712,712,2010,North Rhine-Westphalia,Owner,No,0.94865,1190,13505,0.88791,1.0031
713,713,2010,North Rhine-Westphalia,Tenant,Yes,0.05007,55,13505,0.03984,0.06115
714,714,2010,North Rhine-Westphalia,Tenant,No,0.94993,1525,13505,0.90377,1.01097
715,715,2010,Hesse,Owner,No,1.0,419,13505,0.89068,1.09698
716,716,2010,Hesse,Tenant,No,1.0,516,13505,0.90913,1.10337
717,717,2010,"Rhineland-Palatinate, Saarland",Owner,No,1.0,432,13505,0.89902,1.10499
718,718,2010,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,323,13505,0.89387,1.11899
719,719,2010,Baden-Wuerttemberg,Owner,No,1.0,829,13505,0.89968,1.08859
720,720,2010,Baden-Wuerttemberg,Tenant,No,1.0,761,13505,0.90178,1.09538
721,721,2010,Bavaria,Owner,Yes,0.04866,42,13505,0.03519,0.06412
722,722,2010,Bavaria,Owner,No,0.95134,1043,13505,0.88835,1.01123
723,723,2010,Bavaria,Tenant,Yes,0.03566,31,13505,0.02399,0.0485
724,724,2010,Bavaria,Tenant,No,0.96434,921,13505,0.90492,1.05007
725,725,2010,Berlin,Owner,No,1.0,101,13505,0.80084,1.22833
726,726,2010,Berlin,Tenant,No,1.0,474,13505,0.8932,1.08548
727,727,2010,Brandenburg,Owner,No,1.0,219,13505,0.86866,1.17409
728,728,2010,Brandenburg,Tenant,No,1.0,317,13505,0.87685,1.11944
729,729,2010,Mecklenburg-Western Pomerania,Owner,No,1.0,132,13505,0.82912,1.1576
730,730,2010,Mecklenburg-Western Pomerania,Tenant,No,1.0,213,13505,0.85244,1.12213
731,731,2010,Saxony,Owner,No,1.0,331,13505,0.8909,1.14352
732,732,2010,Saxony,Tenant,No,1.0,576,13505,0.91751,1.09398
733,733,2010,Saxony-Anhalt,Owner,No,1.0,234,13505,0.87664,1.15363
734,734,2010,Saxony-Anhalt,Tenant,No,1.0,282,13505,0.87688,1.11477
735,735,2010,Thuringa,Owner,No,1.0,249,13505,0.8708,1.13107
736,736,2010,Thuringa,Tenant,No,1.0,264,13505,0.86601,1.12492
737,737,2011,Schleswig-Holstein,Owner,No,1.0,266,16307,0.87665,1.13197
738,738,2011,Schleswig-Holstein,Tenant,No,1.0,311,16307,0.88345,1.1243
739,739,2011,Hamburg,Owner,No,1.0,63,16307,0.76309,1.26202
740,740,2011,Hamburg,Tenant,No,1.0,197,16307,0.88237,1.14009
741,741,2011,Lower Saxony,Owner,Yes,0.03661,33,16307,0.02443,0.04884
742,742,2011,Lower Saxony,Owner,No,0.96339,816,16307,0.9023,1.02844
743,743,2011,Lower Saxony,Tenant,No,1.0,650,16307,0.91732,1.0804
744,744,2011,Bremen,Owner,No,1.0,36,16307,0.67531,1.39504
745,745,2011,Bremen,Tenant,No,1.0,80,16307,0.79533,1.18768
746,746,2011,North Rhine-Westphalia,Owner,Yes,0.03799,50,16307,0.02746,0.04921
747,747,2011,North Rhine-Westphalia,Owner,No,0.96201,1413,16307,0.91294,1.01036
748,748,2011,North Rhine-Westphalia,Tenant,Yes,0.04055,58,16307,0.03168,0.04985
749,749,2011,North Rhine-Westphalia,Tenant,No,0.95945,1774,16307,0.91576,1.00195
750,750,2011,Hesse,Owner,No,1.0,542,16307,0.92816,1.08731
751,751,2011,Hesse,Tenant,No,1.0,586,16307,0.92057,1.0788
752,752,2011,"Rhineland-Palatinate, Saarland",Owner,No,1.0,523,16307,0.90356,1.07809
753,753,2011,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,394,16307,0.89458,1.10454
754,754,2011,Baden-Wuerttemberg,Owner,Yes,0.04558,38,16307,0.03314,0.05882
755,755,2011,Baden-Wuerttemberg,Owner,No,0.95442,1045,16307,0.89511,1.01779
756,756,2011,Baden-Wuerttemberg,Tenant,No,1.0,896,16307,0.92777,1.07838
757,757,2011,Bavaria,Owner,Yes,0.04693,51,16307,0.03714,0.05967
758,758,2011,Bavaria,Owner,No,0.95307,1312,16307,0.90489,1.01377
759,759,2011,Bavaria,Tenant,Yes,0.02148,32,16307,0.016,0.02875
760,760,2011,Bavaria,Tenant,No,0.97852,1180,16307,0.91289,1.03938
761,761,2011,Berlin,Owner,No,1.0,117,16307,0.84253,1.18366
762,762,2011,Berlin,Tenant,No,1.0,531,16307,0.93796,1.08281
763,763,2011,Brandenburg,Owner,No,1.0,275,16307,0.90322,1.11836
764,764,2011,Brandenburg,Tenant,No,1.0,371,16307,0.88323,1.13689
765,765,2011,Mecklenburg-Western Pomerania,Owner,No,1.0,141,16307,0.83639,1.20877
766,766,2011,Mecklenburg-Western Pomerania,Tenant,No,1.0,253,16307,0.88395,1.11773
767,767,2011,Saxony,Owner,No,1.0,362,16307,0.89533,1.09506
768,768,2011,Saxony,Tenant,No,1.0,664,16307,0.93239,1.07538
769,769,2011,Saxony-Anhalt,Owner,No,1.0,264,16307,0.88125,1.12378
770,770,2011,Saxony-Anhalt,Tenant,No,1.0,365,16307,0.89992,1.11547
771,771,2011,Thuringa,Owner,No,1.0,272,16307,0.86283,1.13184
772,772,2011,Thuringa,Tenant,No,1.0,346,16307,0.88045,1.1109
773,773,2012,Schleswig-Holstein,Owner,No,1.0,270,15978,0.88084,1.13927
774,774,2012,Schleswig-Holstein,Tenant,No,1.0,305,15978,0.8826,1.13131
775,775,2012,Hamburg,Owner,No,1.0,68,15978,0.75601,1.25002
776,776,2012,Hamburg,Tenant,No,1.0,193,15978,0.87187,1.14101
777,777,2012,Lower Saxony,Owner,Yes,0.04502,34,15978,0.03205,0.05581
778,778,2012,Lower Saxony,Owner,No,0.95498,787,15978,0.8875,1.0243
779,779,2012,Lower Saxony,Tenant,No,1.0,641,15978,0.92631,1.07901
780,780,2012,Bremen,Owner,No,1.0,42,15978,0.67774,1.37496
781,781,2012,Bremen,Tenant,No,1.0,77,15978,0.76843,1.25832
782,782,2012,North Rhine-Westphalia,Owner,Yes,0.03228,37,15978,0.02344,0.04095
783,783,2012,North Rhine-Westphalia,Owner,No,0.96772,1406,15978,0.92189,1.01268
784,784,2012,North Rhine-Westphalia,Tenant,Yes,0.03664,53,15978,0.0302,0.04476
785,785,2012,North Rhine-Westphalia,Tenant,No,0.96336,1710,15978,0.9232,1.01144
786,786,2012,Hesse,Owner,No,1.0,551,15978,0.9196,1.08531
787,787,2012,Hesse,Tenant,No,1.0,550,15978,0.91783,1.07982
788,788,2012,"Rhineland-Palatinate, Saarland",Owner,No,1.0,496,15978,0.92754,1.08671
789,789,2012,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,408,15978,0.8849,1.09695
790,790,2012,Baden-Wuerttemberg,Owner,Yes,0.04451,34,15978,0.03123,0.05915
791,791,2012,Baden-Wuerttemberg,Owner,No,0.95549,1021,15978,0.88588,1.00832
792,792,2012,Baden-Wuerttemberg,Tenant,No,1.0,832,15978,0.92938,1.06701
793,793,2012,Bavaria,Owner,Yes,0.05392,47,15978,0.04001,0.06895
794,794,2012,Bavaria,Owner,No,0.94608,1281,15978,0.8924,1.00269
795,795,2012,Bavaria,Tenant,Yes,0.02921,36,15978,0.02243,0.03601
796,796,2012,Bavaria,Tenant,No,0.97079,1168,15978,0.91325,1.03497
797,797,2012,Berlin,Owner,No,1.0,123,15978,0.83291,1.18185
798,798,2012,Berlin,Tenant,No,1.0,548,15978,0.91964,1.08674
799,799,2012,Brandenburg,Owner,No,1.0,284,15978,0.89666,1.11104
800,800,2012,Brandenburg,Tenant,No,1.0,352,15978,0.88018,1.1406
801,801,2012,Mecklenburg-Western Pomerania,Owner,No,1.0,128,15978,0.78803,1.17703
802,802,2012,Mecklenburg-Western Pomerania,Tenant,No,1.0,260,15978,0.8864,1.11588
803,803,2012,Saxony,Owner,No,1.0,362,15978,0.91804,1.12435
804,804,2012,Saxony,Tenant,No,1.0,673,15978,0.93266,1.07425
805,805,2012,Saxony-Anhalt,Owner,No,1.0,251,15978,0.89902,1.13168
806,806,2012,Saxony-Anhalt,Tenant,No,1.0,344,15978,0.88548,1.14008
807,807,2012,Thuringa,Owner,No,1.0,265,15978,0.86222,1.14296
808,808,2012,Thuringa,Tenant,No,1.0,341,15978,0.91725,1.10515
809,809,2013,Schleswig-Holstein,Owner,No,1.0,263,17542,0.8777,1.13963
810,810,2013,Schleswig-Holstein,Tenant,No,1.0,353,17542,0.88249,1.12286
811,811,2013,Hamburg,Owner,No,1.0,75,17542,0.7712,1.23154
812,812,2013,Hamburg,Tenant,No,1.0,249,17542,0.85628,1.11929
813,813,2013,Lower Saxony,Owner,Yes,0.06321,42,17542,0.04397,0.08711
814,814,2013,Lower Saxony,Owner,No,0.93679,778,17542,0.86478,1.01332
815,815,2013,Lower Saxony,Tenant,No,1.0,779,17542,0.93425,1.08925
816,816,2013,Bremen,Owner,No,1.0,44,17542,0.66553,1.31215
817,817,2013,Bremen,Tenant,No,1.0,96,17542,0.78983,1.23288
818,818,2013,North Rhine-Westphalia,Owner,Yes,0.03552,47,17542,0.027,0.04396
819,819,2013,North Rhine-Westphalia,Owner,No,0.96448,1458,17542,0.90475,1.01922
820,820,2013,North Rhine-Westphalia,Tenant,Yes,0.0371,71,17542,0.02946,0.04492
821,821,2013,North Rhine-Westphalia,Tenant,No,0.9629,2088,17542,0.91132,1.01311
822,822,2013,Hesse,Owner,No,1.0,555,17542,0.90638,1.08016
823,823,2013,Hesse,Tenant,No,1.0,708,17542,0.91915,1.08213
824,824,2013,"Rhineland-Palatinate, Saarland",Owner,No,1.0,530,17542,0.9146,1.09959
825,825,2013,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,469,17542,0.90876,1.09619
826,826,2013,Baden-Wuerttemberg,Owner,Yes,0.05059,34,17542,0.0372,0.06775
827,827,2013,Baden-Wuerttemberg,Owner,No,0.94941,1055,17542,0.88276,1.00211
828,828,2013,Baden-Wuerttemberg,Tenant,Yes,0.02959,31,17542,0.02148,0.03919
829,829,2013,Baden-Wuerttemberg,Tenant,No,0.97041,1014,17542,0.90373,1.0377
830,830,2013,Bavaria,Owner,Yes,0.04913,49,17542,0.03649,0.06498
831,831,2013,Bavaria,Owner,No,0.95087,1300,17542,0.88513,1.00694
832,832,2013,Bavaria,Tenant,Yes,0.0425,47,17542,0.03162,0.05417
833,833,2013,Bavaria,Tenant,No,0.9575,1451,17542,0.9068,1.024
834,834,2013,Berlin,Owner,No,1.0,118,17542,0.83517,1.18086
835,835,2013,Berlin,Tenant,No,1.0,629,17542,0.91853,1.0794
836,836,2013,Brandenburg,Owner,No,1.0,265,17542,0.88505,1.11591
837,837,2013,Brandenburg,Tenant,No,1.0,374,17542,0.8873,1.13025
838,838,2013,Mecklenburg-Western Pomerania,Owner,No,1.0,122,17542,0.8054,1.18916
839,839,2013,Mecklenburg-Western Pomerania,Tenant,No,1.0,253,17542,0.87817,1.12577
840,840,2013,Saxony,Owner,No,1.0,347,17542,0.88184,1.12023
841,841,2013,Saxony,Tenant,No,1.0,662,17542,0.93144,1.0816
842,842,2013,Saxony-Anhalt,Owner,No,1.0,239,17542,0.89588,1.10632
843,843,2013,Saxony-Anhalt,Tenant,No,1.0,368,17542,0.85766,1.14255
844,844,2013,Thuringa,Owner,No,1.0,271,17542,0.87762,1.14282
845,845,2013,Thuringa,Tenant,No,1.0,308,17542,0.88794,1.09929
846,846,2014,Schleswig-Holstein,Owner,No,1.0,244,15467,0.88808,1.11544
847,847,2014,Schleswig-Holstein,Tenant,No,1.0,290,15467,0.87201,1.13595
848,848,2014,Hamburg,Owner,No,1.0,69,15467,0.74834,1.32269
849,849,2014,Hamburg,Tenant,No,1.0,190,15467,0.86069,1.15925
850,850,2014,Lower Saxony,Owner,Yes,0.0618,36,15467,0.04354,0.08515
851,851,2014,Lower Saxony,Owner,No,0.9382,731,15467,0.87436,1.01832
852,852,2014,Lower Saxony,Tenant,No,1.0,674,15467,0.91664,1.09216
853,853,2014,Bremen,Owner,No,1.0,41,15467,0.68097,1.32221
854,854,2014,Bremen,Tenant,No,1.0,78,15467,0.739,1.30676
855,855,2014,North Rhine-Westphalia,Owner,Yes,0.03642,46,15467,0.02713,0.0501
856,856,2014,North Rhine-Westphalia,Owner,No,0.96358,1327,15467,0.91797,1.0232
857,857,2014,North Rhine-Westphalia,Tenant,Yes,0.03789,61,15467,0.02805,0.04864
858,858,2014,North Rhine-Westphalia,Tenant,No,0.96211,1795,15467,0.90643,1.0135
859,859,2014,Hesse,Owner,No,1.0,505,15467,0.91715,1.0855
860,860,2014,Hesse,Tenant,No,1.0,563,15467,0.91125,1.08626
861,861,2014,"Rhineland-Palatinate, Saarland",Owner,No,1.0,474,15467,0.91267,1.11069
862,862,2014,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,415,15467,0.9221,1.10645
863,863,2014,Baden-Wuerttemberg,Owner,Yes,0.05191,36,15467,0.03616,0.06816
864,864,2014,Baden-Wuerttemberg,Owner,No,0.94809,932,15467,0.8921,1.01279
865,865,2014,Baden-Wuerttemberg,Tenant,No,1.0,837,15467,0.92468,1.08182
866,866,2014,Bavaria,Owner,Yes,0.05021,55,15467,0.03779,0.06549
867,867,2014,Bavaria,Owner,No,0.94979,1196,15467,0.89209,1.01096
868,868,2014,Bavaria,Tenant,Yes,0.03348,39,15467,0.02247,0.04509
869,869,2014,Bavaria,Tenant,No,0.96652,1261,15467,0.91035,1.0293
870,870,2014,Berlin,Owner,No,1.0,105,15467,0.82581,1.17857
871,871,2014,Berlin,Tenant,No,1.0,526,15467,0.91447,1.07813
872,872,2014,Brandenburg,Owner,No,1.0,245,15467,0.889,1.14332
873,873,2014,Brandenburg,Tenant,No,1.0,340,15467,0.9051,1.13837
874,874,2014,Mecklenburg-Western Pomerania,Owner,No,1.0,105,15467,0.82102,1.21834
875,875,2014,Mecklenburg-Western Pomerania,Tenant,No,1.0,234,15467,0.87587,1.13867
876,876,2014,Saxony,Owner,No,1.0,312,15467,0.87786,1.1046
877,877,2014,Saxony,Tenant,No,1.0,596,15467,0.92534,1.09055
878,878,2014,Saxony-Anhalt,Owner,No,1.0,224,15467,0.87814,1.1254
879,879,2014,Saxony-Anhalt,Tenant,No,1.0,328,15467,0.88916,1.12201
880,880,2014,Thuringa,Owner,No,1.0,257,15467,0.86678,1.1484
881,881,2014,Thuringa,Tenant,No,1.0,300,15467,0.86025,1.11348
882,882,2015,Schleswig-Holstein,Owner,No,1.0,238,15396,0.86001,1.13767
883,883,2015,Schleswig-Holstein,Tenant,No,1.0,276,15396,0.87114,1.14208
884,884,2015,Hamburg,Owner,No,1.0,69,15396,0.76235,1.2329
885,885,2015,Hamburg,Tenant,No,1.0,201,15396,0.86227,1.13933
886,886,2015,Lower Saxony,Owner,Yes,0.05307,37,15396,0.03659,0.07348
887,887,2015,Lower Saxony,Owner,No,0.94693,710,15396,0.86905,1.01171
888,888,2015,Lower Saxony,Tenant,No,1.0,720,15396,0.91119,1.0802
889,889,2015,Bremen,Owner,No,1.0,37,15396,0.61761,1.3763
890,890,2015,Bremen,Tenant,No,1.0,76,15396,0.76533,1.31476
891,891,2015,North Rhine-Westphalia,Owner,Yes,0.034,42,15396,0.02404,0.0459
892,892,2015,North Rhine-Westphalia,Owner,No,0.966,1257,15396,0.9137,1.01454
893,893,2015,North Rhine-Westphalia,Tenant,Yes,0.03068,59,15396,0.02338,0.03899
894,894,2015,North Rhine-Westphalia,Tenant,No,0.96932,1850,15396,0.91349,1.02399
895,895,2015,Hesse,Owner,No,1.0,464,15396,0.91124,1.08866
896,896,2015,Hesse,Tenant,No,1.0,627,15396,0.91262,1.0896
897,897,2015,"Rhineland-Palatinate, Saarland",Owner,No,1.0,445,15396,0.91956,1.09576
898,898,2015,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,437,15396,0.90054,1.09438
899,899,2015,Baden-Wuerttemberg,Owner,No,1.0,892,15396,0.93831,1.07364
900,900,2015,Baden-Wuerttemberg,Tenant,No,1.0,888,15396,0.93214,1.07848
901,901,2015,Bavaria,Owner,Yes,0.04309,39,15396,0.02944,0.05823
902,902,2015,Bavaria,Owner,No,0.95691,1159,15396,0.89545,1.01701
903,903,2015,Bavaria,Tenant,Yes,0.03331,34,15396,0.02365,0.04764
904,904,2015,Bavaria,Tenant,No,0.96669,1354,15396,0.91952,1.02252
905,905,2015,Berlin,Owner,No,1.0,106,15396,0.84066,1.21451
906,906,2015,Berlin,Tenant,No,1.0,521,15396,0.92039,1.07973
907,907,2015,Brandenburg,Owner,No,1.0,248,15396,0.88293,1.13227
908,908,2015,Brandenburg,Tenant,No,1.0,317,15396,0.86711,1.11361
909,909,2015,Mecklenburg-Western Pomerania,Owner,No,1.0,111,15396,0.77471,1.20593
910,910,2015,Mecklenburg-Western Pomerania,Tenant,No,1.0,227,15396,0.83243,1.14902
911,911,2015,Saxony,Owner,No,1.0,305,15396,0.88566,1.10368
912,912,2015,Saxony,Tenant,No,1.0,572,15396,0.91113,1.08922
913,913,2015,Saxony-Anhalt,Owner,No,1.0,205,15396,0.85418,1.12554
914,914,2015,Saxony-Anhalt,Tenant,No,1.0,314,15396,0.89088,1.11636
915,915,2015,Thuringa,Owner,No,1.0,232,15396,0.8577,1.17101
916,916,2015,Thuringa,Tenant,No,1.0,327,15396,0.8777,1.1297
917,917,2016,Schleswig-Holstein,Owner,No,1.0,223,13971,0.86859,1.15208
918,918,2016,Schleswig-Holstein,Tenant,No,1.0,245,13971,0.86889,1.151
919,919,2016,Hamburg,Owner,No,1.0,69,13971,0.80274,1.22404
920,920,2016,Hamburg,Tenant,No,1.0,183,13971,0.84765,1.11285
921,921,2016,Lower Saxony,Owner,Yes,0.06587,37,13971,0.04347,0.08533
922,922,2016,Lower Saxony,Owner,No,0.93413,656,13971,0.85138,1.00796
923,923,2016,Lower Saxony,Tenant,No,1.0,626,13971,0.90142,1.10527
924,924,2016,Bremen,Owner,No,1.0,33,13971,0.59612,1.48267
925,925,2016,Bremen,Tenant,No,1.0,67,13971,0.76366,1.31439
926,926,2016,North Rhine-Westphalia,Owner,Yes,0.03643,38,13971,0.02744,0.04649
927,927,2016,North Rhine-Westphalia,Owner,No,0.96357,1178,13971,0.90755,1.02442
928,928,2016,North Rhine-Westphalia,Tenant,Yes,0.03518,64,13971,0.02844,0.04284
929,929,2016,North Rhine-Westphalia,Tenant,No,0.96482,1627,13971,0.91273,1.01903
930,930,2016,Hesse,Owner,No,1.0,413,13971,0.91895,1.10337
931,931,2016,Hesse,Tenant,No,1.0,531,13971,0.9104,1.10393
932,932,2016,"Rhineland-Palatinate, Saarland",Owner,No,1.0,419,13971,0.90456,1.10355
933,933,2016,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,390,13971,0.89137,1.12316
934,934,2016,Baden-Wuerttemberg,Owner,No,1.0,825,13971,0.93454,1.08565
935,935,2016,Baden-Wuerttemberg,Tenant,No,1.0,758,13971,0.91932,1.06682
936,936,2016,Bavaria,Owner,Yes,0.05196,43,13971,0.03764,0.06637
937,937,2016,Bavaria,Owner,No,0.94804,1056,13971,0.88531,1.00347
938,938,2016,Bavaria,Tenant,Yes,0.03766,36,13971,0.02365,0.05207
939,939,2016,Bavaria,Tenant,No,0.96234,1164,13971,0.8989,1.03498
940,940,2016,Berlin,Owner,No,1.0,101,13971,0.81432,1.16848
941,941,2016,Berlin,Tenant,No,1.0,487,13971,0.91651,1.09036
942,942,2016,Brandenburg,Owner,No,1.0,242,13971,0.88456,1.12832
943,943,2016,Brandenburg,Tenant,No,1.0,290,13971,0.87858,1.14101
944,944,2016,Mecklenburg-Western Pomerania,Owner,No,1.0,102,13971,0.793,1.21385
945,945,2016,Mecklenburg-Western Pomerania,Tenant,No,1.0,212,13971,0.86263,1.13552
946,946,2016,Saxony,Owner,No,1.0,289,13971,0.88907,1.15144
947,947,2016,Saxony,Tenant,Yes,0.05231,32,13971,0.0387,0.06557
948,948,2016,Saxony,Tenant,No,0.94769,529,13971,0.86594,1.02462
949,949,2016,Saxony-Anhalt,Owner,No,1.0,200,13971,0.87074,1.11535
950,950,2016,Saxony-Anhalt,Tenant,No,1.0,289,13971,0.85458,1.13027
951,951,2016,Thuringa,Owner,No,1.0,231,13971,0.85247,1.13413
952,952,2016,Thuringa,Tenant,No,1.0,286,13971,0.86058,1.12298
953,953,2017,Schleswig-Holstein,Owner,No,1.0,270,17136,0.88233,1.13267
954,954,2017,Schleswig-Holstein,Tenant,No,1.0,387,17136,0.85181,1.14858
955,955,2017,Hamburg,Owner,No,1.0,79,17136,0.77913,1.19193
956,956,2017,Hamburg,Tenant,No,1.0,232,17136,0.8761,1.12566
957,957,2017,Lower Saxony,Owner,Yes,0.07482,46,17136,0.05409,0.09974
958,958,2017,Lower Saxony,Owner,No,0.92518,766,17136,0.85299,1.00078
959,959,2017,Lower Saxony,Tenant,Yes,0.03164,34,17136,0.01715,0.04743
960,960,2017,Lower Saxony,Tenant,No,0.96836,901,17136,0.89149,1.05493
961,961,2017,Bremen,Owner,No,1.0,43,17136,0.67155,1.33203
962,962,2017,Bremen,Tenant,No,1.0,126,17136,0.75265,1.2431
963,963,2017,North Rhine-Westphalia,Owner,Yes,0.04375,52,17136,0.03386,0.05393
964,964,2017,North Rhine-Westphalia,Owner,No,0.95625,1350,17136,0.89824,1.00969
965,965,2017,North Rhine-Westphalia,Tenant,Yes,0.04537,91,17136,0.03552,0.05649
966,966,2017,North Rhine-Westphalia,Tenant,No,0.95463,2063,17136,0.90951,1.00337
967,967,2017,Hesse,Owner,No,1.0,459,17136,0.92145,1.09882
968,968,2017,Hesse,Tenant,Yes,0.06301,39,17136,0.04456,0.08364
969,969,2017,Hesse,Tenant,No,0.93699,701,17136,0.85843,1.01977
970,970,2017,"Rhineland-Palatinate, Saarland",Owner,No,1.0,442,17136,0.91927,1.08112
971,971,2017,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,525,17136,0.883,1.12909
972,972,2017,Baden-Wuerttemberg,Owner,No,1.0,896,17136,0.93477,1.05066
973,973,2017,Baden-Wuerttemberg,Tenant,Yes,0.03653,34,17136,0.02293,0.05264
974,974,2017,Baden-Wuerttemberg,Tenant,No,0.96347,992,17136,0.88805,1.03678
975,975,2017,Bavaria,Owner,Yes,0.04994,47,17136,0.03824,0.0624
976,976,2017,Bavaria,Owner,No,0.95006,1149,17136,0.88977,1.01298
977,977,2017,Bavaria,Tenant,Yes,0.0306,50,17136,0.02138,0.04325
978,978,2017,Bavaria,Tenant,No,0.9694,1443,17136,0.91272,1.02993
979,979,2017,Berlin,Owner,No,1.0,109,17136,0.83679,1.19786
980,980,2017,Berlin,Tenant,No,1.0,572,17136,0.91811,1.07701
981,981,2017,Brandenburg,Owner,No,1.0,263,17136,0.87685,1.12422
982,982,2017,Brandenburg,Tenant,No,1.0,397,17136,0.86301,1.1195
983,983,2017,Mecklenburg-Western Pomerania,Owner,No,1.0,118,17136,0.82315,1.1855
984,984,2017,Mecklenburg-Western Pomerania,Tenant,No,1.0,256,17136,0.8529,1.15302
985,985,2017,Saxony,Owner,No,1.0,344,17136,0.89345,1.12923
986,986,2017,Saxony,Tenant,No,1.0,669,17136,0.92146,1.08799
987,987,2017,Saxony-Anhalt,Owner,No,1.0,224,17136,0.89302,1.12453
988,988,2017,Saxony-Anhalt,Tenant,No,1.0,366,17136,0.86832,1.13791
989,989,2017,Thuringa,Owner,No,1.0,257,17136,0.86449,1.14233
990,990,2017,Thuringa,Tenant,No,1.0,344,17136,0.87694,1.14024
