year,bula_h,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,male,187,0.07619,0.03232,0.12007,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Schleswig-Holstein,female,196,0.13856,0.07826,0.19887,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Hamburg,male,146,0.23285,0.05212,0.41358,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Hamburg,female,157,0.10987,0.05220,0.16753,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Lower Saxony,male,598,0.13919,0.07725,0.20112,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Lower Saxony,female,629,0.17876,0.13031,0.22720,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Bremen,male,63,0.16874,0.05360,0.28388,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Bremen,female,68,0.12058,0.04176,0.19940,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,North Rhine-Westphalia,male,1592,0.13283,0.10527,0.16040,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,North Rhine-Westphalia,female,1634,0.16283,0.13605,0.18962,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Hesse,male,618,0.09981,0.07116,0.12846,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Hesse,female,616,0.14580,0.11200,0.17960,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,"Rhineland-Palatinate, Saarland",male,415,0.13732,0.08912,0.18553,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,"Rhineland-Palatinate, Saarland",female,431,0.14631,0.10263,0.18999,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Baden-Wuerttemberg,male,1108,0.11870,0.09129,0.14611,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Baden-Wuerttemberg,female,1123,0.16384,0.12786,0.19983,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Bavaria,male,981,0.13875,0.10898,0.16852,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Bavaria,female,1087,0.12905,0.10338,0.15472,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Berlin,male,193,0.15890,0.09230,0.22551,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Berlin,female,209,0.15292,0.00362,0.30221,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Schleswig-Holstein,male,168,0.12735,-0.00469,0.25938,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Schleswig-Holstein,female,179,0.20206,0.12926,0.27485,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Hamburg,male,136,0.12480,0.00930,0.24031,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Hamburg,female,138,0.13467,0.07071,0.19864,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Lower Saxony,male,536,0.16571,0.08815,0.24327,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Lower Saxony,female,561,0.17579,0.11590,0.23569,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Bremen,male,54,0.12863,0.00247,0.25478,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Bremen,female,62,0.10837,0.00895,0.20778,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,North Rhine-Westphalia,male,1456,0.12862,0.09056,0.16668,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,North Rhine-Westphalia,female,1477,0.19950,0.15456,0.24444,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Hesse,male,566,0.12549,0.06377,0.18720,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Hesse,female,561,0.13670,0.10182,0.17158,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,"Rhineland-Palatinate, Saarland",male,378,0.15127,0.09246,0.21008,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,"Rhineland-Palatinate, Saarland",female,383,0.12186,0.08316,0.16057,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Baden-Wuerttemberg,male,1010,0.09601,0.07236,0.11966,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Baden-Wuerttemberg,female,1017,0.18069,0.13826,0.22312,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Bavaria,male,891,0.14083,0.10413,0.17753,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Bavaria,female,984,0.18847,0.14161,0.23533,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Berlin,male,174,0.13950,0.05882,0.22018,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Berlin,female,188,0.10451,0.05806,0.15096,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Schleswig-Holstein,male,157,0.60749,-0.14535,1.36033,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Schleswig-Holstein,female,158,0.12051,0.05790,0.18312,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Hamburg,male,126,0.24878,0.06466,0.43291,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Hamburg,female,125,0.08231,0.03366,0.13097,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Lower Saxony,male,537,0.21095,0.02098,0.40091,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Lower Saxony,female,556,0.13392,0.09293,0.17491,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Bremen,male,50,0.12373,0.03015,0.21731,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Bremen,female,59,0.20317,-0.00749,0.41383,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,North Rhine-Westphalia,male,1414,0.13861,0.08823,0.18899,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,North Rhine-Westphalia,female,1409,0.18328,0.14298,0.22358,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Hesse,male,515,0.13689,0.08474,0.18904,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Hesse,female,516,0.15746,0.11919,0.19573,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,"Rhineland-Palatinate, Saarland",male,373,0.24210,0.15300,0.33119,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,"Rhineland-Palatinate, Saarland",female,386,0.33849,0.05598,0.62099,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Baden-Wuerttemberg,male,999,0.11790,0.08631,0.14949,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Baden-Wuerttemberg,female,971,0.18646,0.14558,0.22734,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Bavaria,male,841,0.17329,0.12646,0.22012,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Bavaria,female,913,0.18162,0.14206,0.22118,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Berlin,male,175,0.16622,0.07926,0.25318,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Berlin,female,174,0.15694,0.09794,0.21595,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Schleswig-Holstein,male,154,0.09188,0.02612,0.15764,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Schleswig-Holstein,female,163,0.22642,0.10455,0.34829,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Hamburg,male,110,0.13691,0.05055,0.22327,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Hamburg,female,112,0.12801,0.06545,0.19056,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Lower Saxony,male,536,0.09325,0.05766,0.12884,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Lower Saxony,female,559,0.25070,0.15124,0.35016,0.00000,0.00000,0.00000,0.00000,0.00000,,,
