"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","4.92","4.83","423","3.33","4.33","5.67","6.33","7","4.81","5.03","1.67","7","5","5.33333349227905"
"2005","(Fach-)Abitur","2","4.9","4.83","443","3.67","4.33","5.67","6.33","7","4.79","5.01","1","7","4.66666650772095","5"
"2005","(Fach-)Abitur","3","4.78","4.58","404","3.33","4","5.67","6.33","7","4.66","4.9","1","7","4.66666650772095","5"
"2005","(Fach-)Abitur","4","4.94","4.83","510","3.33","4.33","5.67","6.33","7","4.84","5.04","1.33","7","5","5"
"2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5.02","4.83","511","3.67","4.33","5.67","6.67","7","4.93","5.11","1.67","7","5","5"
"2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4.66","4.5","315","3","4","5.33","6.33","7","4.52","4.8","1","7","4.66666650772095","5"
"2005","(noch) kein Abschluss","2","4.89","4.83","217","3.33","4","6","6.33","7","4.72","5.06","1.67","7","4.66666650772095","5"
"2005","(noch) kein Abschluss","3","5.07","4.83","112","3.33","4.33","6.33","6.67","7","4.83","5.31","1.33","7","4.66666650772095","5"
"2005","(noch) kein Abschluss","4","4.87","4.83","127","3.33","3.67","5.67","6.67","7","4.67","5.07","1.33","7","4.66666650772095","5.33333349227905"
"2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5.04","4.83","129","3.33","4.33","6","6.67","7","4.84","5.24","2.33","7","5","5.66666650772095"
"2005","AkademikerIn","1 Einkommensschwächstes Quintil","4.75","4.83","301","3.33","4","5.67","6.33","7","4.61","4.89","1","7","4.66666650772095","5"
"2005","AkademikerIn","2","4.82","4.83","443","3.33","4","5.67","6.33","7","4.72","4.92","1.33","7","4.66666650772095","5"
"2005","AkademikerIn","3","4.89","4.83","594","3.67","4.33","5.67","6.33","7","4.8","4.98","1.33","7","4.66666650772095","5"
"2005","AkademikerIn","4","4.72","4.5","983","3.33","4","5.67","6","7","4.65","4.79","1.67","7","4.66666650772095","5"
"2005","AkademikerIn","5 Einkommensstärkstes Quintil","4.89","4.83","1839","3.33","4.33","5.67","6.33","7","4.84","4.94","1","7","5","5"
"2005","Hauptschule","1 Einkommensschwächstes Quintil","4.63","4.58","1903","3","4","5.33","6.33","7","4.58","4.68","1","7","4.66666650772095","4.66666650772095"
