"plh0107","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","17-29","(noch) kein Abschluss","50","0.35777231792766","0.276913184126062","0.438631451729258"
"Sehr wichtig","1990","17-29","Hauptschule","257","0.390016152260209","0.353463364527739","0.426568939992679"
"Sehr wichtig","1990","17-29","Realschule","181","0.302365787174499","0.265116164543777","0.33961540980522"
"Sehr wichtig","1990","17-29","(Fach-)Abitur","104","0.344082872573502","0.292031868061612","0.396133877085393"
"Sehr wichtig","1990","17-29","AkademikerIn","23","","",""
"Sehr wichtig","1990","30-45","(noch) kein Abschluss","6","","",""
"Sehr wichtig","1990","30-45","Hauptschule","254","0.235553817408755","0.21008035259504","0.26102728222247"
"Sehr wichtig","1990","30-45","Realschule","90","0.204159408175729","0.167122038612018","0.241196777739441"
"Sehr wichtig","1990","30-45","(Fach-)Abitur","38","0.264945056008784","0.193362125387879","0.336527986629689"
"Sehr wichtig","1990","30-45","AkademikerIn","85","0.270262249664438","0.221297825639335","0.319226673689541"
"Sehr wichtig","1990","46-65","(noch) kein Abschluss","","","",""
"Sehr wichtig","1990","46-65","Hauptschule","242","0.162646914360721","0.143710503325644","0.181583325395797"
"Sehr wichtig","1990","46-65","Realschule","50","0.151481452064736","0.111507300839094","0.191455603290378"
"Sehr wichtig","1990","46-65","(Fach-)Abitur","6","","",""
"Sehr wichtig","1990","46-65","AkademikerIn","39","0.174745780151618","0.122634681113139","0.226856879190096"
"Sehr wichtig","1990","66","(noch) kein Abschluss","","","",""
"Sehr wichtig","1990","66","Hauptschule","","","",""
"Sehr wichtig","1990","66","Realschule","","","",""
"Sehr wichtig","1990","66","(Fach-)Abitur","","","",""
"Sehr wichtig","1990","66","AkademikerIn","","","",""
"Wichtig","1990","17-29","(noch) kein Abschluss","68","0.50628292266089","0.421946161064498","0.590619684257282"
"Wichtig","1990","17-29","Hauptschule","328","0.47064505641812","0.433239141867333","0.508050970968907"
"Wichtig","1990","17-29","Realschule","331","0.569746751346016","0.529591284873372","0.60990221781866"
"Wichtig","1990","17-29","(Fach-)Abitur","178","0.558956890300943","0.50455640428613","0.613357376315756"
"Wichtig","1990","17-29","AkademikerIn","37","0.595403241109682","0.477878991582752","0.712927490636613"
"Wichtig","1990","30-45","(noch) kein Abschluss","9","","",""
"Wichtig","1990","30-45","Hauptschule","585","0.560072114527437","0.530274451170997","0.589869777883878"
"Wichtig","1990","30-45","Realschule","272","0.587726591184073","0.542496993471119","0.632956188897027"
"Wichtig","1990","30-45","(Fach-)Abitur","84","0.561385433902828","0.480895094588675","0.641875773216981"
"Wichtig","1990","30-45","AkademikerIn","184","0.585817364156462","0.531507137692446","0.640127590620477"
"Wichtig","1990","46-65","(noch) kein Abschluss","4","","",""
"Wichtig","1990","46-65","Hauptschule","713","0.482808719611768","0.457167800143522","0.508449639080014"
"Wichtig","1990","46-65","Realschule","166","0.551025731383849","0.495567563646909","0.606483899120788"
"Wichtig","1990","46-65","(Fach-)Abitur","29","","",""
"Wichtig","1990","46-65","AkademikerIn","124","0.627356659598233","0.561007267875061","0.693706051321406"
"Wichtig","1990","66","(noch) kein Abschluss","","","",""
"Wichtig","1990","66","Hauptschule","","","",""
"Wichtig","1990","66","Realschule","","","",""
"Wichtig","1990","66","(Fach-)Abitur","","","",""
"Wichtig","1990","66","AkademikerIn","","","",""
"Weniger wichtig","1990","17-29","(noch) kein Abschluss","13","","",""
"Weniger wichtig","1990","17-29","Hauptschule","78","0.110170886460002","0.0867066315768265","0.133635141343178"
"Weniger wichtig","1990","17-29","Realschule","64","0.112207134855269","0.086609034979737","0.137805234730801"
"Weniger wichtig","1990","17-29","(Fach-)Abitur","36","0.0915115082984467","0.0599199772713275","0.123103039325566"
"Weniger wichtig","1990","17-29","AkademikerIn","7","","",""
"Weniger wichtig","1990","30-45","(noch) kein Abschluss","3","","",""
"Weniger wichtig","1990","30-45","Hauptschule","190","0.171511845836155","0.148883140838803","0.194140550833506"
"Weniger wichtig","1990","30-45","Realschule","84","0.187735131749366","0.151854175938181","0.22361608756055"
"Weniger wichtig","1990","30-45","(Fach-)Abitur","21","","",""
"Weniger wichtig","1990","30-45","AkademikerIn","42","0.128428063357706","0.0915399761789813","0.16531615053643"
"Weniger wichtig","1990","46-65","(noch) kein Abschluss","1","","",""
"Weniger wichtig","1990","46-65","Hauptschule","277","0.188627020328801","0.168553078206388","0.208700962451215"
"Weniger wichtig","1990","46-65","Realschule","60","0.189753962951759","0.14603470958836","0.233473216315157"
"Weniger wichtig","1990","46-65","(Fach-)Abitur","7","","",""
"Weniger wichtig","1990","46-65","AkademikerIn","29","","",""
"Weniger wichtig","1990","66","(noch) kein Abschluss","","","",""
"Weniger wichtig","1990","66","Hauptschule","","","",""
"Weniger wichtig","1990","66","Realschule","","","",""
"Weniger wichtig","1990","66","(Fach-)Abitur","","","",""
"Weniger wichtig","1990","66","AkademikerIn","","","",""
"Ganz unwichtig","1990","17-29","(noch) kein Abschluss","4","","",""
"Ganz unwichtig","1990","17-29","Hauptschule","21","","",""
"Ganz unwichtig","1990","17-29","Realschule","8","","",""
"Ganz unwichtig","1990","17-29","(Fach-)Abitur","2","","",""
"Ganz unwichtig","1990","17-29","AkademikerIn","","","",""
"Ganz unwichtig","1990","30-45","(noch) kein Abschluss","1","","",""
