year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,4245,6.43203,6.28921,6.57485,0.00000,9.00000,10.00000,0.0,20.0,9.0,9.00000,9.00000
1985,Urban regions,female,4387,3.00469,2.88361,3.12577,0.00000,0.00000,7.00000,0.0,17.50000,0.0,0.00000,0.00000
1985,Rural regions,male,1141,6.11375,5.83617,6.39133,0.00000,8.00000,10.00000,0.0,18.0,8.0,8.00000,9.00000
1985,Rural regions,female,1183,2.65684,2.43650,2.87718,0.00000,0.00000,6.00000,0.0,15.00000,0.0,0.00000,0.00000
1986,Urban regions,male,4109,6.48988,6.34480,6.63496,0.00000,9.00000,10.00000,0.0,18.0,9.0,9.00000,9.00000
1986,Urban regions,female,4176,3.06423,2.93784,3.19062,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,0.00000
1986,Rural regions,male,1082,6.43641,6.15195,6.72087,0.00000,9.00000,10.00000,0.0,16.0,9.0,8.00000,9.00000
1986,Rural regions,female,1126,2.86412,2.63374,3.09449,0.00000,0.00000,6.00000,0.0,13.0,0.0,0.00000,0.00000
1987,Urban regions,male,4048,6.62469,6.47961,6.76976,0.00000,9.00000,10.00000,0.0,20.0,9.0,9.00000,9.00000
1987,Urban regions,female,4103,3.11834,2.99138,3.24531,0.00000,0.00000,8.00000,0.0,16.0,0.0,0.00000,0.00000
1987,Rural regions,male,1065,6.55963,6.27348,6.84579,0.00000,9.00000,10.00000,0.0,24.0,9.0,9.00000,9.00000
1987,Rural regions,female,1114,3.02336,2.78443,3.26229,0.00000,0.00000,7.00000,0.0,16.0,0.0,0.00000,0.00000
1988,Urban regions,male,3868,6.63268,6.48447,6.78089,0.00000,9.00000,10.00000,0.0,20.0,9.0,9.00000,9.00000
1988,Urban regions,female,3952,3.14437,3.01478,3.27395,0.00000,0.00000,8.00000,0.0,16.0,0.0,0.00000,0.00000
1988,Rural regions,male,996,6.36354,6.06428,6.66281,0.00000,9.00000,10.00000,0.0,24.0,9.0,8.00000,9.00000
1988,Rural regions,female,1036,2.90539,2.66118,3.14961,0.00000,0.00000,7.00000,0.0,16.0,0.0,0.00000,0.00000
1989,Urban regions,male,3754,6.67037,6.52119,6.81956,0.00000,9.00000,10.00000,0.0,20.0,9.0,9.00000,9.00000
1989,Urban regions,female,3884,3.25427,3.12190,3.38664,0.00000,0.00000,8.00000,0.0,16.0,0.0,0.00000,0.00000
1989,Rural regions,male,957,6.40132,6.09652,6.70612,0.00000,9.00000,10.00000,0.0,24.0,9.0,8.00000,9.00000
1989,Rural regions,female,978,3.00380,2.75200,3.25560,0.00000,0.00000,7.00000,0.0,17.50000,0.0,0.00000,0.00000
1990,Urban regions,male,4375,1.14532,1.05556,1.23508,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Urban regions,female,4575,0.75474,0.68392,0.82556,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Rural regions,male,2329,3.30056,3.11510,3.48602,0.00000,0.00000,9.00000,0.0,18.0,0.0,0.00000,0.00000
1990,Rural regions,female,2463,2.31599,2.16507,2.46691,0.00000,0.00000,5.00000,0.0,12.50000,0.0,0.00000,0.00000
