year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,West,8550,4.45060,4.35140,4.54981,0.00000,3.00000,9.00000,0.0,22.50000,3.0,2.00000,4.00000
1984,Direct migration background,West,3335,5.22539,5.07071,5.38007,0.00000,8.00000,9.00000,0.0,22.50000,8.0,7.00000,8.00000
1984,Indirect migration background,West,121,3.99201,3.25033,4.73369,0.00000,4.67840,8.00000,0.0,12.0,4.0,0.00000,6.00000
1985,No migration background,West,7923,4.47937,4.37536,4.58339,0.00000,2.00000,9.00000,0.0,22.0,2.0,0.00000,3.00000
1985,Direct migration background,West,2892,5.10431,4.93676,5.27187,0.00000,8.00000,9.00000,0.0,18.0,8.0,6.00000,8.00000
1985,Indirect migration background,West,141,4.40169,3.63872,5.16466,0.00000,4.20434,9.00000,0.0,13.0,4.0,0.00000,8.00000
1986,No migration background,West,7534,4.59768,4.49025,4.70510,0.00000,3.00000,9.00000,0.0,22.50000,3.0,2.00000,4.00000
1986,Direct migration background,West,2810,5.14162,4.96869,5.31454,0.00000,7.00000,9.00000,0.0,20.0,7.0,5.97500,8.00000
1986,Indirect migration background,West,149,4.95075,4.18278,5.71873,0.00000,6.00000,10.00000,0.0,13.0,6.0,0.00000,8.00000
1987,No migration background,West,7378,4.72119,4.61247,4.82991,0.00000,4.00000,9.00000,0.0,22.50000,4.0,3.00000,5.00000
1987,Direct migration background,West,2780,5.07676,4.90348,5.25005,0.00000,7.00000,9.00000,0.0,20.0,7.0,5.00000,8.00000
1987,Indirect migration background,West,172,4.63275,3.92929,5.33621,0.00000,5.53943,9.00000,0.0,13.0,5.0,0.00000,8.00000
1988,No migration background,West,7003,4.71987,4.60832,4.83142,0.00000,4.00000,9.00000,0.0,22.50000,4.0,3.00000,5.00000
1988,Direct migration background,West,2634,4.97011,4.79204,5.14818,0.00000,6.00000,9.00000,0.0,20.0,6.0,4.00000,7.02500
1988,Indirect migration background,West,215,4.33279,3.73269,4.93288,0.00000,3.57100,9.00000,0.0,15.0,4.0,0.00000,7.00000
1989,No migration background,West,6768,4.81387,4.70060,4.92715,0.00000,4.00000,9.00000,0.0,22.50000,4.0,4.00000,5.00000
1989,Direct migration background,West,2550,4.94428,4.76292,5.12565,0.00000,6.00000,9.00000,0.0,20.0,6.0,4.00000,8.00000
1989,Indirect migration background,West,255,4.00086,3.45404,4.54768,0.00000,0.00000,9.00000,0.0,15.0,0.0,0.00000,6.00000
1990,No migration background,West,6636,0.30348,0.27145,0.33551,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,No migration background,East,4222,6.69223,6.55854,6.82592,0.00000,9.00000,10.00000,0.0,18.0,9.0,9.00000,9.00000
1990,Direct migration background,West,2531,0.23096,0.18286,0.27906,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Direct migration background,East,142,5.40997,4.63074,6.18921,0.00000,8.00000,10.00000,0.0,14.0,8.0,0.00000,9.00000
1990,Indirect migration background,West,293,0.28519,0.13053,0.43985,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Indirect migration background,East,,,,,,,,,,,,
1991,No migration background,West,6273,4.98819,4.87311,5.10328,0.00000,6.00000,9.00000,0.0,18.0,6.0,5.00000,6.00000
1991,No migration background,East,3806,5.34939,5.19966,5.49913,0.00000,8.00000,9.00000,0.0,17.0,8.0,8.00000,8.00000
1991,Direct migration background,West,2391,5.34163,5.16066,5.52260,0.00000,8.00000,9.00000,0.0,16.0,8.0,7.00000,8.00000
1991,Direct migration background,East,137,3.77830,3.01155,4.54504,0.00000,0.00000,9.00000,0.0,13.0,0.0,0.00000,1.00000
1991,Indirect migration background,West,319,5.18061,4.70282,5.65841,0.00000,7.00000,9.00000,0.0,14.0,7.0,4.00000,8.00000
1991,Indirect migration background,East,,,,,,,,,,,,
1992,No migration background,West,6208,4.96226,4.84632,5.07820,0.00000,6.00000,9.00000,0.0,18.0,6.0,5.00000,6.00000
1992,No migration background,East,3690,5.23802,5.08262,5.39342,0.00000,8.00000,10.00000,0.0,16.0,8.0,7.00000,8.00000
1992,Direct migration background,West,2322,5.28344,5.09737,5.46951,0.00000,8.00000,9.00000,0.0,18.0,8.0,6.97500,8.00000
1992,Direct migration background,East,141,3.17433,2.42218,3.92648,0.00000,0.00000,8.00000,0.0,12.0,0.0,0.00000,0.00000
1992,Indirect migration background,West,358,5.15136,4.67582,5.62690,0.00000,7.00000,9.00000,0.0,16.0,7.0,3.00000,8.00000
1992,Indirect migration background,East,,,,,,,,,,,,
1993,No migration background,West,6195,4.92279,4.80733,5.03824,0.00000,5.00000,9.00000,0.0,16.0,5.0,5.00000,6.00000
1993,No migration background,East,3523,5.28623,5.12318,5.44929,0.00000,8.00000,10.00000,0.0,18.0,8.0,7.00000,8.00000
1993,Direct migration background,West,2273,5.15534,4.96970,5.34098,0.00000,7.00000,9.00000,0.0,17.0,7.0,6.00000,8.00000
1993,Direct migration background,East,126,3.03792,2.23204,3.84381,0.00000,0.00000,8.00000,0.0,14.0,0.0,0.00000,0.00000
1993,Indirect migration background,West,424,5.03785,4.61611,5.45959,0.00000,8.00000,9.00000,0.0,15.0,8.0,4.00000,8.00000
1993,Indirect migration background,East,,,,,,,,,,,,
1994,No migration background,West,6141,4.82239,4.70684,4.93794,0.00000,5.00000,9.00000,0.0,16.0,5.0,4.00000,5.00000
1994,No migration background,East,3455,5.21062,5.04686,5.37437,0.00000,8.00000,10.00000,0.0,18.0,8.0,6.00000,8.00000
1994,Direct migration background,West,2151,4.80031,4.60561,4.99502,0.00000,5.00000,9.00000,0.0,16.0,5.0,3.97500,7.00000
1994,Direct migration background,East,140,3.11119,2.34371,3.87867,0.00000,0.00000,8.00000,0.0,16.0,0.0,0.00000,0.00000
1994,Indirect migration background,West,446,5.15134,4.72376,5.57892,0.00000,7.00000,9.00000,0.0,14.0,7.0,3.00000,8.00000
1994,Indirect migration background,East,,,,,,,,,,,,
1995,No migration background,West,6285,4.77096,4.65633,4.88559,0.00000,5.00000,9.00000,0.0,22.50000,5.0,4.00000,5.00000
1995,No migration background,East,3436,5.18599,5.02240,5.34958,0.00000,7.00000,10.00000,0.0,18.0,7.0,6.00000,8.00000
1995,Direct migration background,West,2589,4.41670,4.24300,4.59040,0.00000,4.00000,9.00000,0.0,18.0,4.0,2.00000,5.00000
1995,Direct migration background,East,140,3.39101,2.60925,4.17277,0.00000,0.00000,9.00000,0.0,12.0,0.0,0.00000,0.00000
1995,Indirect migration background,West,467,4.75835,4.34802,5.16868,0.00000,5.00000,9.00000,0.0,15.0,5.0,1.00000,8.00000
1995,Indirect migration background,East,,,,,,,,,,,,
1996,No migration background,West,6190,4.78593,4.66979,4.90207,0.00000,5.00000,9.00000,0.0,16.0,5.0,4.00000,5.00000
1996,No migration background,East,3395,5.08520,4.92028,5.25013,0.00000,6.00000,10.00000,0.0,16.0,6.0,4.97500,8.00000
1996,Direct migration background,West,2405,4.47072,4.28854,4.65290,0.00000,4.00000,9.00000,0.0,18.0,4.0,1.00000,5.00000
1996,Direct migration background,East,136,3.13614,2.35588,3.91640,0.00000,0.00000,8.00000,0.0,14.0,0.0,0.00000,0.00000
1996,Indirect migration background,West,502,4.92193,4.53007,5.31379,0.00000,6.00000,9.00000,0.0,13.0,6.0,3.00000,8.00000
1996,Indirect migration background,East,,,,,,,,,,,,
1997,No migration background,West,6103,4.66442,4.54795,4.78089,0.00000,4.00000,9.00000,0.0,22.50000,4.0,4.00000,5.00000
1997,No migration background,East,3348,4.98190,4.81579,5.14801,0.00000,6.00000,10.00000,0.0,24.0,6.0,4.00000,7.00000
1997,Direct migration background,West,2271,4.38100,4.19801,4.56399,0.00000,4.00000,9.00000,0.0,22.50000,4.0,0.00000,5.00000
1997,Direct migration background,East,127,3.16568,2.34035,3.99101,0.00000,0.00000,9.00000,0.0,13.0,0.0,0.00000,0.00000
1997,Indirect migration background,West,522,5.34763,4.96355,5.73171,0.00000,8.00000,9.00000,0.0,16.0,8.0,6.00000,8.00000
1997,Indirect migration background,East,,,,,,,,,,,,
1998,No migration background,West,7077,4.54438,4.43584,4.65291,0.00000,3.00000,9.00000,0.0,18.0,3.0,2.00000,4.00000
1998,No migration background,East,3545,4.80530,4.64435,4.96625,0.00000,4.00000,10.00000,0.0,24.0,4.0,2.00000,6.00000
