year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,187,0.20652,0.03276,0.38029,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,Primary Level,993,4.16985,3.89305,4.44666,0.00000,0.00000,8.00000,0.0,16.0,0.0,0.00000,6.00000
1984,Lower Secondary Level,3366,2.80567,2.66598,2.94535,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,0.00000
1984,Upper Secondary Level,5647,5.09152,4.96891,5.21412,0.00000,6.00000,9.00000,0.0,22.50000,6.0,6.00000,8.00000
1984,Post-secondary Non-tertiary Level,306,5.78339,5.25214,6.31463,0.00000,8.00000,10.00000,0.0,15.0,8.0,7.97500,9.00000
1984,First Stage of Tertiary Education,655,5.84352,5.47935,6.20770,0.00000,8.00000,10.00000,0.0,16.0,8.0,8.00000,8.00000
1984,Second Stage of Tertiary Education,788,6.63165,6.33174,6.93157,2.00000,8.00000,10.00000,0.0,16.0,8.0,8.00000,9.00000
1985,Pre-primary Level,187,0.08409,-0.00623,0.17440,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,Primary Level,829,3.80033,3.49437,4.10629,0.00000,0.00000,9.00000,0.0,18.0,0.0,0.00000,0.00000
1985,Lower Secondary Level,3036,2.91616,2.76662,3.06570,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,0.00000
1985,Upper Secondary Level,5147,5.08929,4.95923,5.21936,0.00000,6.00000,9.00000,0.0,20.0,6.0,5.00000,7.00000
1985,Post-secondary Non-tertiary Level,272,5.21087,4.65090,5.77084,0.00000,8.00000,10.00000,0.0,14.0,8.0,2.00000,8.00000
1985,First Stage of Tertiary Education,619,5.84601,5.47013,6.22190,0.00000,8.00000,10.00000,0.0,16.0,8.0,7.00000,9.00000
1985,Second Stage of Tertiary Education,753,6.65829,6.34726,6.96932,1.00000,8.53199,10.00000,0.0,16.0,8.0,8.00000,9.00000
1986,Pre-primary Level,186,0.30084,0.10928,0.49239,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Primary Level,776,4.27171,3.95265,4.59076,0.00000,0.00000,9.00000,0.0,16.0,0.0,0.00000,8.00000
1986,Lower Secondary Level,2879,3.05352,2.89683,3.21020,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,0.00000
1986,Upper Secondary Level,4943,5.14658,5.01283,5.28033,0.00000,6.00000,10.00000,0.0,18.0,6.0,5.00000,7.00000
1986,Post-secondary Non-tertiary Level,274,5.41982,4.86044,5.97921,0.00000,8.00000,10.00000,0.0,13.0,8.0,2.00000,9.00000
1986,First Stage of Tertiary Education,577,5.65295,5.26230,6.04360,0.00000,8.00000,10.00000,0.0,16.0,8.0,7.00000,8.00000
1986,Second Stage of Tertiary Education,748,6.81003,6.49670,7.12336,1.00000,9.00000,10.00000,0.0,15.0,9.0,8.00000,9.00000
1987,Pre-primary Level,190,0.27723,0.13385,0.42061,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,Primary Level,748,4.32259,3.99521,4.64998,0.00000,0.00000,9.00000,0.0,17.0,0.0,0.00000,8.00000
1987,Lower Secondary Level,2797,3.14662,2.98695,3.30629,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,0.00000
1987,Upper Secondary Level,4911,5.26396,5.12969,5.39823,0.00000,7.00000,10.00000,0.0,24.0,7.0,6.00000,8.00000
1987,Post-secondary Non-tertiary Level,272,5.42207,4.87569,5.96846,0.00000,8.00000,9.00000,0.0,16.0,8.0,5.00000,9.00000
1987,First Stage of Tertiary Education,558,5.62775,5.23223,6.02326,0.00000,8.00000,10.00000,0.0,16.0,8.0,5.97500,8.00000
1987,Second Stage of Tertiary Education,740,6.66524,6.34454,6.98594,0.00000,8.00000,10.00000,0.0,16.0,8.0,8.00000,9.00000
1988,Pre-primary Level,160,0.39399,0.15001,0.63798,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,Primary Level,686,4.01324,3.68018,4.34630,0.00000,0.00000,8.00000,0.0,16.0,0.0,0.00000,4.00000
1988,Lower Secondary Level,2682,3.06087,2.89904,3.22269,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,0.00000
1988,Upper Secondary Level,4683,5.18149,5.04433,5.31865,0.00000,7.00000,10.00000,0.0,24.0,7.0,5.00000,8.00000
1988,Post-secondary Non-tertiary Level,267,5.59167,5.03978,6.14357,0.00000,8.00000,10.00000,0.0,16.0,8.0,6.00000,9.00000
1988,First Stage of Tertiary Education,536,5.74939,5.34683,6.15196,0.00000,8.00000,10.00000,0.0,18.0,8.0,7.00000,8.00000
1988,Second Stage of Tertiary Education,697,6.99723,6.67334,7.32112,3.00000,9.00000,10.00000,0.0,18.0,9.0,9.00000,9.00000
1989,Pre-primary Level,173,0.45145,0.19188,0.71102,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,Primary Level,648,4.12269,3.76924,4.47614,0.00000,0.00000,9.00000,0.0,20.0,0.0,0.00000,5.00000
1989,Lower Secondary Level,2542,3.22911,3.06071,3.39751,0.00000,0.00000,8.00000,0.0,19.0,0.0,0.00000,0.00000
1989,Upper Secondary Level,4580,5.24977,5.11188,5.38767,0.00000,7.00000,10.00000,0.0,24.0,7.0,6.00000,8.00000
1989,Post-secondary Non-tertiary Level,284,5.65408,5.10516,6.20300,0.00000,8.00000,10.00000,0.0,16.0,8.0,4.00000,9.00000
1989,First Stage of Tertiary Education,510,5.81563,5.40050,6.23076,0.00000,8.00000,10.00000,0.0,15.0,8.0,7.00000,8.00000
1989,Second Stage of Tertiary Education,696,6.90563,6.58154,7.22972,3.00000,9.00000,10.00000,0.0,16.0,9.0,9.00000,9.00000
1990,Pre-primary Level,190,0.43088,0.25006,0.61170,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Primary Level,643,0.23634,0.14157,0.33111,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Lower Secondary Level,2973,0.64737,0.56772,0.72702,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Upper Secondary Level,7038,1.64784,1.56648,1.72921,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Post-secondary Non-tertiary Level,372,1.29070,0.96917,1.61222,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,First Stage of Tertiary Education,763,1.78251,1.51349,2.05154,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Second Stage of Tertiary Education,1683,3.09787,2.88412,3.31163,0.00000,0.00000,8.00000,0.0,15.0,0.0,0.00000,0.00000
1991,Pre-primary Level,139,0.66984,0.31198,1.02771,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,Primary Level,631,4.48733,4.13129,4.84337,0.00000,3.44409,9.00000,0.0,15.0,4.0,0.00000,8.00000
1991,Lower Secondary Level,2723,3.35680,3.19421,3.51939,0.00000,0.00000,8.00000,0.0,15.0,0.0,0.00000,0.00000
1991,Upper Secondary Level,6566,5.33020,5.21797,5.44243,0.00000,8.00000,9.00000,0.0,18.0,8.0,7.00000,8.00000
