year,bula_h,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,1st Quintile,60,3.15957,2.00214,4.31701,0.00000,0.00000,8.00000,0.0,12.0,0.0,0.00000,0.00000
1984,Schleswig-Holstein,2nd Quintile,76,3.90839,2.90079,4.91599,0.00000,0.00000,8.00000,0.0,12.0,0.0,0.00000,7.02500
1984,Schleswig-Holstein,3rd Quintile,61,4.98827,3.75346,6.22308,0.00000,4.96428,9.00000,0.0,14.0,5.0,0.00000,8.00000
1984,Schleswig-Holstein,4th Quintile,91,5.46223,4.49684,6.42763,0.00000,6.51298,9.00000,0.0,14.0,6.0,3.00000,9.00000
1984,Schleswig-Holstein,5th Quintile,86,5.85744,4.88498,6.82991,0.00000,6.44791,10.00000,0.0,12.0,7.0,5.00000,9.00000
1984,Hamburg,1st Quintile,52,2.37655,1.20102,3.55208,0.00000,0.00000,3.84562,0.0,9.61406,0.0,0.00000,0.00000
1984,Hamburg,2nd Quintile,53,2.67286,1.45617,3.88955,0.00000,0.00000,7.58832,0.0,15.0,0.0,0.00000,0.00000
1984,Hamburg,3rd Quintile,53,3.03603,1.79331,4.27874,0.00000,0.00000,8.00000,0.0,12.0,0.0,0.00000,0.00000
1984,Hamburg,4th Quintile,73,6.14886,5.07231,7.22540,0.00000,8.00000,10.00000,0.0,12.0,8.0,8.00000,9.00000
1984,Hamburg,5th Quintile,76,5.98539,4.93310,7.03767,0.00000,8.00000,10.00000,0.0,14.0,8.0,4.00000,10.00000
1984,Lower Saxony,1st Quintile,292,2.11685,1.64933,2.58437,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,Lower Saxony,2nd Quintile,228,3.99741,3.39628,4.59855,0.00000,0.00000,9.00000,0.0,14.0,0.0,0.00000,5.00000
1984,Lower Saxony,3rd Quintile,225,4.66226,4.04977,5.27475,0.00000,4.00000,9.00000,0.0,14.0,4.0,0.00000,8.00000
1984,Lower Saxony,4th Quintile,244,4.71935,4.13864,5.30007,0.00000,5.00000,9.00000,0.0,15.0,5.0,0.00000,7.02500
1984,Lower Saxony,5th Quintile,220,5.94720,5.33690,6.55750,0.00000,8.00000,10.00000,0.0,17.0,8.0,6.97500,8.00000
1984,Bremen,1st Quintile,34,0.95063,-0.01774,1.91900,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,Bremen,2nd Quintile,,,,,,,,,,,,
1984,Bremen,3rd Quintile,33,2.53523,0.96571,4.10475,0.00000,0.00000,3.78464,0.0,9.46161,0.0,0.00000,0.00000
1984,Bremen,4th Quintile,,,,,,,,,,,,
1984,Bremen,5th Quintile,,,,,,,,,,,,
1984,North Rhine-Westphalia,1st Quintile,759,2.37693,2.09062,2.66324,0.00000,0.00000,4.00000,0.0,10.00000,0.0,0.00000,0.00000
1984,North Rhine-Westphalia,2nd Quintile,618,3.66744,3.31616,4.01871,0.00000,0.00000,8.00000,0.0,16.0,0.0,0.00000,0.00000
1984,North Rhine-Westphalia,3rd Quintile,577,4.31126,3.93728,4.68523,0.00000,2.00000,9.00000,0.0,15.0,2.0,0.00000,5.00000
1984,North Rhine-Westphalia,4th Quintile,640,5.29785,4.93572,5.65998,0.00000,7.00000,9.00000,0.0,22.50000,7.0,6.00000,8.00000
1984,North Rhine-Westphalia,5th Quintile,605,6.21775,5.85643,6.57906,0.00000,8.00000,10.00000,0.0,16.0,8.0,8.00000,8.00000
1984,Hesse,1st Quintile,265,2.35740,1.87550,2.83929,0.00000,0.00000,4.00000,0.0,10.00000,0.0,0.00000,0.00000
1984,Hesse,2nd Quintile,228,3.80479,3.23862,4.37095,0.00000,0.00000,8.00000,0.0,13.0,0.0,0.00000,5.00000
1984,Hesse,3rd Quintile,196,4.85604,4.18664,5.52544,0.00000,5.00000,9.00000,0.0,14.0,5.0,0.00000,8.00000
1984,Hesse,4th Quintile,236,5.34357,4.76413,5.92301,0.00000,7.92967,9.00000,0.0,16.0,8.0,5.00000,8.00000
1984,Hesse,5th Quintile,306,5.83188,5.31135,6.35241,0.00000,8.00000,10.00000,0.0,15.0,8.0,6.00000,8.00000
1984,"Rhineland-Palatinate, Saarland",1st Quintile,169,2.11130,1.52104,2.70156,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,198,3.35004,2.73788,3.96220,0.00000,0.00000,8.00000,0.0,14.0,0.0,0.00000,0.00000
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,185,4.60204,3.92335,5.28072,0.00000,4.00000,9.00000,0.0,16.0,4.0,0.00000,8.00000
1984,"Rhineland-Palatinate, Saarland",4th Quintile,162,4.87954,4.16745,5.59163,0.00000,6.00000,9.00000,0.0,14.0,6.0,0.00000,8.00000
1984,"Rhineland-Palatinate, Saarland",5th Quintile,127,6.39283,5.62798,7.15768,0.00000,8.00000,10.00000,0.0,15.0,8.0,8.00000,9.00000
1984,Baden-Wuerttemberg,1st Quintile,378,2.71550,2.29328,3.13771,0.00000,0.00000,8.00000,0.0,15.0,0.0,0.00000,0.00000
1984,Baden-Wuerttemberg,2nd Quintile,469,4.04610,3.63523,4.45696,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,4.00000
1984,Baden-Wuerttemberg,3rd Quintile,453,4.82758,4.40201,5.25314,0.00000,5.00000,9.00000,0.0,17.0,5.0,2.00000,8.00000
1984,Baden-Wuerttemberg,4th Quintile,491,5.34925,4.95344,5.74505,0.00000,8.00000,9.00000,0.0,16.0,8.0,5.00000,8.00000
