year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,No migration background,,,,,,,,,,,,
1984,0-16 y.,Direct migration background,,,,,,,,,,,,
1984,0-16 y.,Indirect migration background,,,,,,,,,,,,
1984,17-29 y.,No migration background,2263,5.21096,5.02135,5.40058,0.00000,8.00000,9.00000,0.0,22.50000,8.0,8.00000,8.00000
1984,17-29 y.,Direct migration background,972,4.74986,4.46351,5.03622,0.00000,7.00000,9.00000,0.0,16.0,7.0,1.95000,8.00000
1984,17-29 y.,Indirect migration background,87,4.53411,3.59687,5.47136,0.00000,5.24226,8.28417,0.0,11.0,5.0,0.00000,8.00000
1984,30-45 y.,No migration background,2476,6.48042,6.30812,6.65272,1.00000,8.00000,10.00000,0.0,23.50000,8.0,8.00000,8.00000
1984,30-45 y.,Direct migration background,1385,6.12427,5.89265,6.35589,0.00000,8.00000,9.00000,0.0,22.50000,8.0,8.00000,8.00000
1984,30-45 y.,Indirect migration background,,,,,,,,,,,,
1984,46-65 y.,No migration background,2583,4.76444,4.58196,4.94693,0.00000,4.00000,9.00000,0.0,17.0,4.0,4.00000,5.00000
1984,46-65 y.,Direct migration background,943,5.17031,4.88037,5.46026,0.00000,8.00000,9.00000,0.0,19.0,8.0,5.00000,8.00000
1984,46-65 y.,Indirect migration background,,,,,,,,,,,,
1984,66 and older,No migration background,1228,0.24941,0.17582,0.32300,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,66 and older,Direct migration background,35,0.00641,-0.06093,0.07376,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,66 and older,Indirect migration background,,,,,,,,,,,,
1985,0-16 y.,No migration background,,,,,,,,,,,,
1985,0-16 y.,Direct migration background,,,,,,,,,,,,
1985,0-16 y.,Indirect migration background,,,,,,,,,,,,
1985,17-29 y.,No migration background,2183,5.31314,5.11711,5.50918,0.00000,8.00000,9.00000,0.0,20.0,8.0,8.00000,8.00000
1985,17-29 y.,Direct migration background,818,4.95080,4.63495,5.26665,0.00000,7.00000,9.00000,0.0,15.0,7.0,2.97500,8.00000
