year,age_gr,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1984,0-16 y.,Primary Level,,,,,,,,,,,,
1984,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1984,17-29 y.,Pre-primary Level,187,0.20652,0.03276,0.38029,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,17-29 y.,Primary Level,203,3.51076,2.89354,4.12798,0.00000,0.00000,8.00000,0.0,14.0,0.0,0.00000,0.05000
1984,17-29 y.,Lower Secondary Level,975,4.18623,3.90385,4.46861,0.00000,0.00000,9.00000,0.0,16.0,0.0,0.00000,5.02500
1984,17-29 y.,Upper Secondary Level,1568,6.09857,5.87764,6.31951,0.00000,8.00000,9.00000,0.0,22.50000,8.0,8.00000,8.00000
1984,17-29 y.,Post-secondary Non-tertiary Level,123,5.76225,4.97503,6.54947,0.00000,8.00000,9.00000,0.0,15.0,8.0,6.00000,8.00000
1984,17-29 y.,First Stage of Tertiary Education,124,6.77356,6.05290,7.49422,3.78686,8.00000,10.00000,0.0,15.0,8.0,8.00000,9.00000
1984,17-29 y.,Second Stage of Tertiary Education,127,6.37862,5.62415,7.13309,0.00000,8.00000,10.00000,0.0,13.0,8.0,7.95000,9.00000
1984,30-45 y.,Primary Level,399,5.00321,4.57828,5.42813,0.00000,8.00000,8.20322,0.0,16.0,8.0,4.00000,8.00000
1984,30-45 y.,Lower Secondary Level,799,4.45984,4.14690,4.77277,0.00000,4.00000,8.00000,0.0,20.00000,4.0,2.97500,5.00000
1984,30-45 y.,Upper Secondary Level,1932,6.59589,6.40231,6.78946,2.00000,8.00000,10.00000,0.0,22.00000,8.0,8.00000,8.00000
1984,30-45 y.,Post-secondary Non-tertiary Level,98,7.85249,6.98518,8.71980,5.00000,10.00000,11.00000,0.0,15.0,10.0,9.00000,10.00000
1984,30-45 y.,First Stage of Tertiary Education,247,7.33493,6.80552,7.86434,5.00000,9.00000,10.00000,0.0,16.0,9.0,8.00000,9.00000
1984,30-45 y.,Second Stage of Tertiary Education,378,7.87894,7.53902,8.21885,7.00000,9.00000,10.00000,2.50000,14.50000,9.0,8.00000,9.00000
1984,46-65 y.,Primary Level,376,4.81357,4.36278,5.26437,0.00000,8.00000,9.00000,0.0,15.0,8.0,0.00000,8.00000
1984,46-65 y.,Lower Secondary Level,1078,3.13770,2.88576,3.38963,0.00000,0.00000,8.00000,0.0,19.0,0.0,0.00000,0.00000
1984,46-65 y.,Upper Secondary Level,1577,5.27132,5.03690,5.50574,0.00000,8.00000,9.00000,0.0,17.0,8.0,6.00000,8.00000
1984,46-65 y.,Post-secondary Non-tertiary Level,65,6.60589,5.46417,7.74762,0.00000,8.00000,10.00000,0.0,14.0,8.0,8.00000,9.00000
1984,46-65 y.,First Stage of Tertiary Education,202,6.30738,5.64313,6.97164,0.00000,8.24206,10.00000,0.0,16.0,8.0,8.00000,9.00000
1984,46-65 y.,Second Stage of Tertiary Education,220,7.19145,6.63790,7.74500,4.97075,9.00000,10.00000,0.0,14.0,9.0,8.00000,9.00000
1984,66 and older,Primary Level,,,,,,,,,,,,
1984,66 and older,Lower Secondary Level,514,0.15563,0.06740,0.24385,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,66 and older,Upper Secondary Level,570,0.24089,0.14158,0.34021,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,66 and older,First Stage of Tertiary Education,82,0.71703,0.19154,1.24252,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,66 and older,Second Stage of Tertiary Education,63,0.55166,-0.00497,1.10830,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1985,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1985,0-16 y.,Upper Secondary Level,,,,,,,,,,,,
1985,17-29 y.,Pre-primary Level,187,0.08409,-0.00623,0.17440,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,17-29 y.,Primary Level,162,3.14562,2.47999,3.81125,0.00000,0.00000,8.00000,0.0,14.0,0.0,0.00000,0.00000
1985,17-29 y.,Lower Secondary Level,946,4.64282,4.34320,4.94245,0.00000,4.00000,9.00000,0.0,20.0,4.0,0.00000,8.00000
1985,17-29 y.,Upper Secondary Level,1420,6.27405,6.04233,6.50578,0.00000,9.00000,10.00000,0.0,16.0,9.0,8.00000,9.00000
1985,17-29 y.,Post-secondary Non-tertiary Level,109,5.27165,4.40409,6.13921,0.00000,8.00000,9.00000,0.0,13.0,8.0,1.00000,8.00000
