year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,8550,4.45060,4.35140,4.54981,0.00000,3.00000,9.00000,0.0,22.50000,3.0,2.00000,4.00000
1984,Direct migration background,3335,5.22539,5.07071,5.38007,0.00000,8.00000,9.00000,0.0,22.50000,8.0,7.00000,8.00000
1984,Indirect migration background,121,3.99201,3.25033,4.73369,0.00000,4.67840,8.00000,0.0,12.0,4.0,0.00000,6.02500
1985,No migration background,7923,4.47937,4.37536,4.58339,0.00000,2.00000,9.00000,0.0,22.0,2.0,1.00000,3.00000
1985,Direct migration background,2892,5.10431,4.93676,5.27187,0.00000,8.00000,9.00000,0.0,18.0,8.0,6.00000,8.00000
1985,Indirect migration background,141,4.40169,3.63872,5.16466,0.00000,4.20434,9.00000,0.0,13.0,4.0,0.00000,8.00000
1986,No migration background,7534,4.59768,4.49025,4.70510,0.00000,3.00000,9.00000,0.0,22.50000,3.0,2.00000,4.00000
1986,Direct migration background,2810,5.14162,4.96869,5.31454,0.00000,7.00000,9.00000,0.0,20.0,7.0,5.97500,8.00000
1986,Indirect migration background,149,4.95075,4.18278,5.71873,0.00000,6.00000,10.00000,0.0,13.0,6.0,0.00000,8.00000
1987,No migration background,7378,4.72119,4.61247,4.82991,0.00000,4.00000,9.00000,0.0,22.50000,4.0,3.00000,5.00000
1987,Direct migration background,2780,5.07676,4.90348,5.25005,0.00000,7.00000,9.00000,0.0,20.0,7.0,5.00000,8.00000
1987,Indirect migration background,172,4.63275,3.92929,5.33621,0.00000,5.53943,9.00000,0.0,13.0,5.0,0.00000,8.00000
1988,No migration background,7003,4.71987,4.60832,4.83142,0.00000,4.00000,9.00000,0.0,22.50000,4.0,3.00000,5.00000
1988,Direct migration background,2634,4.97011,4.79204,5.14818,0.00000,6.00000,9.00000,0.0,20.0,6.0,4.00000,7.02500
