year,bula_h,rentown,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,North Rhine-Westphalia,Tenant,Yes,0.04116,47,1226,0.03004,0.05229
2007,North Rhine-Westphalia,Tenant,No,0.95884,1179,1226,0.94771,0.96996
2007,Hesse,Tenant,No,0.95550,379,379,0.93472,0.97629
2007,"Rhineland-Palatinate, Saarland",Owner,No,0.99840,380,380,0.99438,1.00242
2007,"Rhineland-Palatinate, Saarland",Tenant,No,0.92901,265,265,0.89803,0.95999
2007,Baden-Wuerttemberg,Tenant,No,0.94793,590,590,0.92999,0.96587
2007,Bavaria,Owner,No,0.99599,923,923,0.99190,1.00007
2007,Bavaria,Tenant,No,0.96473,695,695,0.95101,0.97846
2007,Berlin,Tenant,No,0.95414,362,362,0.93256,0.97572
2007,Brandenburg,Owner,No,0.99671,191,191,0.98858,1.00485
2007,Brandenburg,Tenant,No,0.92473,272,272,0.89331,0.95614
2007,Mecklenburg-Western Pomerania,Owner,No,0.97107,124,124,0.94144,1.00069
2007,Mecklenburg-Western Pomerania,Tenant,No,0.90704,137,137,0.85824,0.95585
2007,Saxony,Owner,No,0.97749,323,323,0.96129,0.99369
2007,Saxony,Tenant,No,0.96385,489,489,0.94729,0.98041
2007,Saxony-Anhalt,Owner,No,0.99299,214,214,0.98179,1.00420
2007,Saxony-Anhalt,Tenant,No,0.89201,224,224,0.85127,0.93275
2007,Thuringa,Owner,No,0.98704,246,246,0.97288,1.00120
2007,Thuringa,Tenant,No,0.96226,229,229,0.93752,0.98699
2008,Schleswig-Holstein,Owner,No,0.99867,176,176,0.99327,1.00407
2008,Schleswig-Holstein,Tenant,No,0.96528,145,145,0.93538,0.99518
2008,Hamburg,Tenant,No,0.98232,136,136,0.96009,1.00455
2008,Lower Saxony,Owner,No,0.99298,581,581,0.98618,0.99977
2008,Lower Saxony,Tenant,No,0.96094,365,365,0.94103,0.98084
2008,North Rhine-Westphalia,Owner,No,0.99911,1053,1053,0.99731,1.00091
2008,North Rhine-Westphalia,Tenant,Yes,0.04752,51,1124,0.03508,0.05996
2008,North Rhine-Westphalia,Tenant,No,0.95248,1073,1124,0.94004,0.96492
2008,Hesse,Tenant,No,0.95304,342,342,0.93059,0.97550
2008,"Rhineland-Palatinate, Saarland",Tenant,No,0.95568,254,254,0.93032,0.98104
2008,Baden-Wuerttemberg,Tenant,No,0.95354,546,546,0.93586,0.97121
2008,Bavaria,Owner,No,0.99769,871,871,0.99449,1.00088
2008,Bavaria,Tenant,No,0.95982,639,639,0.94458,0.97506
2008,Berlin,Owner,No,0.98751,88,88,0.96417,1.01085
2008,Berlin,Tenant,No,0.96295,354,354,0.94325,0.98266
2008,Brandenburg,Owner,No,0.99811,193,193,0.99197,1.00425
2008,Brandenburg,Tenant,No,0.92698,256,256,0.89505,0.95891
2008,Mecklenburg-Western Pomerania,Owner,No,0.98280,125,125,0.95991,1.00568
2008,Mecklenburg-Western Pomerania,Tenant,No,0.92831,138,138,0.88511,0.97151
2008,Saxony,Tenant,No,0.96835,472,472,0.95254,0.98416
2008,Saxony-Anhalt,Owner,No,0.99794,204,204,0.99170,1.00418
2008,Saxony-Anhalt,Tenant,No,0.91513,214,214,0.87770,0.95256
2008,Thuringa,Owner,No,0.99684,236,236,0.98967,1.00402
2008,Thuringa,Tenant,No,0.91382,213,213,0.87604,0.95159
2009,Schleswig-Holstein,Owner,No,0.99630,165,165,0.98701,1.00559
2009,Schleswig-Holstein,Tenant,No,0.96186,131,131,0.92894,0.99479
2009,Hamburg,Tenant,No,0.97416,126,126,0.94635,1.00198
2009,Lower Saxony,Owner,No,0.99396,536,536,0.98740,1.00053
2009,Lower Saxony,Tenant,No,0.95539,359,359,0.93400,0.97677
2009,North Rhine-Westphalia,Owner,No,0.99942,982,982,0.99792,1.00093
2009,North Rhine-Westphalia,Tenant,Yes,0.04958,48,1046,0.03642,0.06274
2009,North Rhine-Westphalia,Tenant,No,0.95042,998,1046,0.93726,0.96358
2009,Hesse,Tenant,No,0.96647,332,332,0.94708,0.98587
2009,"Rhineland-Palatinate, Saarland",Tenant,No,0.94713,231,231,0.91820,0.97605
2009,Baden-Wuerttemberg,Tenant,No,0.96666,488,488,0.95071,0.98260
2009,Bavaria,Tenant,No,0.97446,623,623,0.96206,0.98686
2009,Berlin,Owner,No,0.98924,90,90,0.96780,1.01067
2009,Berlin,Tenant,No,0.96417,340,340,0.94439,0.98396
2009,Brandenburg,Tenant,No,0.89681,236,236,0.85791,0.93570
2009,Mecklenburg-Western Pomerania,Owner,No,0.95884,127,127,0.92415,0.99353
2009,Mecklenburg-Western Pomerania,Tenant,No,0.93143,132,132,0.88815,0.97471
2009,Saxony,Owner,No,0.99478,296,296,0.98655,1.00300
2009,Saxony,Tenant,No,0.96297,440,440,0.94531,0.98064
2009,Saxony-Anhalt,Owner,No,0.99133,202,202,0.97852,1.00415
2009,Saxony-Anhalt,Tenant,No,0.90183,198,198,0.86028,0.94338
2009,Thuringa,Owner,No,0.98922,227,227,0.97576,1.00268
2009,Thuringa,Tenant,No,0.94747,207,207,0.91700,0.97793
2010,Schleswig-Holstein,Owner,No,0.99252,207,207,0.98076,1.00429
2010,Schleswig-Holstein,Tenant,No,0.97587,214,214,0.95526,0.99648
2010,Hamburg,Tenant,No,0.97561,177,177,0.95282,0.99840
2010,Lower Saxony,Owner,No,0.99886,636,636,0.99623,1.00148
2010,Lower Saxony,Tenant,Yes,0.04485,55,590,0.02814,0.06157
2010,Lower Saxony,Tenant,No,0.95515,535,590,0.93843,0.97186
2010,Bremen,Owner,No,0.98843,36,36,0.95301,1.02386
2010,Bremen,Tenant,No,0.96958,56,56,0.92419,1.01497
2010,North Rhine-Westphalia,Owner,No,0.99681,1185,1185,0.99360,1.00002
2010,North Rhine-Westphalia,Tenant,Yes,0.05844,139,1548,0.04675,0.07013
2010,North Rhine-Westphalia,Tenant,No,0.94156,1409,1548,0.92987,0.95325
2010,Hesse,Owner,No,0.99744,417,417,0.99259,1.00230
2010,Hesse,Tenant,No,0.96627,492,492,0.95030,0.98224
2010,"Rhineland-Palatinate, Saarland",Owner,No,0.99294,423,423,0.98495,1.00093
2010,"Rhineland-Palatinate, Saarland",Tenant,No,0.93604,306,306,0.90858,0.96350
2010,Baden-Wuerttemberg,Owner,No,0.99931,818,818,0.99752,1.00111
2010,Baden-Wuerttemberg,Tenant,Yes,0.04256,49,754,0.02814,0.05697
2010,Baden-Wuerttemberg,Tenant,No,0.95744,705,754,0.94303,0.97186
2010,Bavaria,Owner,No,0.99880,1036,1036,0.99668,1.00091
2010,Bavaria,Tenant,Yes,0.03056,56,932,0.01951,0.04162
2010,Bavaria,Tenant,No,0.96944,876,932,0.95838,0.98049
2010,Berlin,Tenant,No,0.95855,454,454,0.94020,0.97691
2010,Brandenburg,Tenant,No,0.94459,307,307,0.91896,0.97022
2010,Mecklenburg-Western Pomerania,Owner,No,0.99529,131,131,0.98351,1.00706
2010,Mecklenburg-Western Pomerania,Tenant,Yes,0.13662,38,207,0.08972,0.18352
2010,Mecklenburg-Western Pomerania,Tenant,No,0.86338,169,207,0.81648,0.91028
2010,Saxony,Owner,No,0.99207,315,315,0.98226,1.00188
2010,Saxony,Tenant,Yes,0.04014,40,576,0.02410,0.05619
2010,Saxony,Tenant,No,0.95986,536,576,0.94381,0.97590
2010,Saxony-Anhalt,Owner,No,0.99426,231,231,0.98450,1.00402
2010,Saxony-Anhalt,Tenant,No,0.92447,254,254,0.89191,0.95703
2010,Thuringa,Owner,No,0.97868,237,237,0.96025,0.99711
2010,Thuringa,Tenant,No,0.94097,243,243,0.91128,0.97066
2011,Schleswig-Holstein,Owner,No,0.99701,269,269,0.99048,1.00355
2011,Schleswig-Holstein,Tenant,Yes,0.04870,38,320,0.02508,0.07231
2011,Schleswig-Holstein,Tenant,No,0.95130,282,320,0.92769,0.97492
2011,Hamburg,Tenant,No,0.98129,192,192,0.96207,1.00051
2011,Lower Saxony,Owner,No,0.99363,820,820,0.98818,0.99908
2011,Lower Saxony,Tenant,Yes,0.04450,62,651,0.02865,0.06035
2011,Lower Saxony,Tenant,No,0.95550,589,651,0.93965,0.97135
2011,Bremen,Tenant,No,0.96009,72,72,0.91455,1.00562
2011,North Rhine-Westphalia,Owner,No,0.99811,1423,1423,0.99586,1.00037
2011,North Rhine-Westphalia,Tenant,Yes,0.05608,153,1804,0.04546,0.06670
2011,North Rhine-Westphalia,Tenant,No,0.94392,1651,1804,0.93330,0.95454
2011,Hesse,Owner,No,0.99937,531,531,0.99723,1.00151
2011,Hesse,Tenant,No,0.98176,565,565,0.97072,0.99281
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.99135,520,520,0.98338,0.99932
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.94992,374,374,0.92779,0.97206
2011,Baden-Wuerttemberg,Owner,No,0.99787,1051,1051,0.99508,1.00066
2011,Baden-Wuerttemberg,Tenant,Yes,0.03525,47,897,0.02317,0.04732
2011,Baden-Wuerttemberg,Tenant,No,0.96475,850,897,0.95268,0.97683
2011,Bavaria,Owner,No,0.99900,1312,1312,0.99728,1.00071
2011,Bavaria,Tenant,Yes,0.02766,69,1199,0.01837,0.03694
2011,Bavaria,Tenant,No,0.97234,1130,1199,0.96306,0.98163
2011,Berlin,Tenant,No,0.95820,513,513,0.94086,0.97553
2011,Brandenburg,Owner,No,0.99945,280,280,0.99668,1.00221
2011,Brandenburg,Tenant,No,0.95715,358,358,0.93614,0.97816
2011,Mecklenburg-Western Pomerania,Owner,No,0.99644,139,139,0.98649,1.00638
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.15591,55,255,0.11129,0.20052
2011,Mecklenburg-Western Pomerania,Tenant,No,0.84409,200,255,0.79948,0.88871
2011,Saxony,Owner,No,0.99499,352,352,0.98760,1.00238
2011,Saxony,Tenant,Yes,0.03337,54,662,0.01968,0.04706
2011,Saxony,Tenant,No,0.96663,608,662,0.95294,0.98032
2011,Saxony-Anhalt,Owner,No,0.99030,263,263,0.97843,1.00217
2011,Saxony-Anhalt,Tenant,No,0.94500,341,341,0.92077,0.96923
2011,Thuringa,Owner,No,0.98065,275,275,0.96434,0.99696
2011,Thuringa,Tenant,Yes,0.07707,39,354,0.04925,0.10489
2011,Thuringa,Tenant,No,0.92293,315,354,0.89511,0.95075
2012,Schleswig-Holstein,Owner,No,0.99730,278,278,0.99119,1.00341
2012,Schleswig-Holstein,Tenant,No,0.94398,280,280,0.91699,0.97096
2012,Hamburg,Tenant,No,0.99255,192,192,0.98036,1.00475
2012,Lower Saxony,Owner,No,0.99683,800,800,0.99293,1.00073
2012,Lower Saxony,Tenant,Yes,0.03609,45,645,0.02168,0.05049
2012,Lower Saxony,Tenant,No,0.96391,600,645,0.94951,0.97832
2012,Bremen,Tenant,No,0.94742,73,73,0.89586,0.99897
2012,North Rhine-Westphalia,Owner,No,0.99679,1399,1399,0.99382,0.99975
2012,North Rhine-Westphalia,Tenant,Yes,0.04241,118,1741,0.03294,0.05188
2012,North Rhine-Westphalia,Tenant,No,0.95759,1623,1741,0.94812,0.96706
2012,Hesse,Owner,No,0.99971,555,555,0.99830,1.00113
2012,Hesse,Tenant,No,0.97371,533,533,0.96011,0.98730
2012,"Rhineland-Palatinate, Saarland",Owner,No,0.99815,497,497,0.99437,1.00193
2012,"Rhineland-Palatinate, Saarland",Tenant,No,0.94438,389,389,0.92158,0.96719
2012,Baden-Wuerttemberg,Owner,No,0.99752,1025,1025,0.99447,1.00057
2012,Baden-Wuerttemberg,Tenant,No,0.98050,803,803,0.97093,0.99007
2012,Bavaria,Owner,No,0.99906,1304,1304,0.99740,1.00072
2012,Bavaria,Tenant,Yes,0.02143,46,1175,0.01314,0.02971
2012,Bavaria,Tenant,No,0.97857,1129,1175,0.97029,0.98686
2012,Berlin,Tenant,No,0.95523,531,531,0.93762,0.97284
2012,Brandenburg,Owner,No,0.99786,284,284,0.99248,1.00324
2012,Brandenburg,Tenant,No,0.94933,345,345,0.92616,0.97251
2012,Mecklenburg-Western Pomerania,Owner,No,0.99192,124,124,0.97611,1.00774
2012,Mecklenburg-Western Pomerania,Tenant,Yes,0.10956,45,265,0.07188,0.14723
2012,Mecklenburg-Western Pomerania,Tenant,No,0.89044,220,265,0.85277,0.92812
2012,Saxony,Owner,No,0.99747,359,359,0.99227,1.00267
2012,Saxony,Tenant,Yes,0.03854,48,671,0.02396,0.05311
2012,Saxony,Tenant,No,0.96146,623,671,0.94689,0.97604
2012,Saxony-Anhalt,Owner,No,0.99665,248,248,0.98944,1.00386
2012,Saxony-Anhalt,Tenant,Yes,0.06568,31,357,0.03995,0.09141
2012,Saxony-Anhalt,Tenant,No,0.93432,326,357,0.90859,0.96005
2012,Thuringa,Owner,No,0.98068,264,264,0.96404,0.99732
2012,Thuringa,Tenant,No,0.94662,326,326,0.92218,0.97106
2013,Schleswig-Holstein,Owner,No,0.99652,274,274,0.98953,1.00351
2013,Schleswig-Holstein,Tenant,Yes,0.06355,44,369,0.03863,0.08848
2013,Schleswig-Holstein,Tenant,No,0.93645,325,369,0.91152,0.96137
2013,Hamburg,Tenant,No,0.98156,242,242,0.96457,0.99854
2013,Lower Saxony,Owner,No,0.99777,800,800,0.99450,1.00104
2013,Lower Saxony,Tenant,Yes,0.02719,50,796,0.01589,0.03850
2013,Lower Saxony,Tenant,No,0.97281,746,796,0.96150,0.98411
2013,Bremen,Tenant,No,0.96483,90,90,0.92655,1.00310
2013,North Rhine-Westphalia,Owner,No,0.99713,1468,1468,0.99439,0.99987
2013,North Rhine-Westphalia,Tenant,Yes,0.03376,124,2131,0.02609,0.04143
2013,North Rhine-Westphalia,Tenant,No,0.96624,2007,2131,0.95857,0.97391
2013,Hesse,Owner,No,0.99456,558,558,0.98845,1.00067
2013,Hesse,Tenant,Yes,0.03800,44,719,0.02402,0.05199
2013,Hesse,Tenant,No,0.96200,675,719,0.94801,0.97598
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.99781,534,534,0.99384,1.00178
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.94597,455,455,0.92517,0.96676
2013,Baden-Wuerttemberg,Owner,No,0.99860,1061,1061,0.99635,1.00085
2013,Baden-Wuerttemberg,Tenant,Yes,0.03186,35,1031,0.02113,0.04259
2013,Baden-Wuerttemberg,Tenant,No,0.96814,996,1031,0.95741,0.97887
2013,Bavaria,Owner,No,0.99890,1308,1308,0.99711,1.00070
2013,Bavaria,Tenant,Yes,0.02545,47,1470,0.01740,0.03350
2013,Bavaria,Tenant,No,0.97455,1423,1470,0.96650,0.98260
2013,Berlin,Tenant,No,0.97023,610,610,0.95674,0.98373
2013,Brandenburg,Owner,No,0.99502,263,263,0.98650,1.00354
2013,Brandenburg,Tenant,No,0.95743,369,369,0.93680,0.97806
2013,Mecklenburg-Western Pomerania,Owner,No,0.99398,121,121,0.98013,1.00782
2013,Mecklenburg-Western Pomerania,Tenant,No,0.94284,223,223,0.91230,0.97338
2013,Saxony,Owner,No,0.99904,341,341,0.99574,1.00233
2013,Saxony,Tenant,Yes,0.04450,39,670,0.02888,0.06013
2013,Saxony,Tenant,No,0.95550,631,670,0.93987,0.97112
2013,Saxony-Anhalt,Tenant,Yes,0.05586,34,374,0.03255,0.07916
2013,Saxony-Anhalt,Tenant,No,0.94414,340,374,0.92084,0.96745
2013,Thuringa,Owner,No,0.98385,271,271,0.96881,0.99888
2013,Thuringa,Tenant,No,0.94228,290,290,0.91539,0.96917
2014,Schleswig-Holstein,Owner,No,0.99486,252,252,0.98602,1.00371
2014,Schleswig-Holstein,Tenant,Yes,0.06310,33,305,0.03576,0.09043
2014,Schleswig-Holstein,Tenant,No,0.93690,272,305,0.90957,0.96424
2014,Hamburg,Tenant,No,0.98975,191,191,0.97542,1.00407
2014,Lower Saxony,Owner,No,0.99755,748,748,0.99401,1.00110
2014,Lower Saxony,Tenant,No,0.98368,664,664,0.97404,0.99333
2014,Bremen,Tenant,No,0.96072,75,75,0.91646,1.00498
2014,North Rhine-Westphalia,Owner,No,0.99867,1345,1345,0.99673,1.00062
2014,North Rhine-Westphalia,Tenant,Yes,0.02601,81,1836,0.01873,0.03329
2014,North Rhine-Westphalia,Tenant,No,0.97399,1755,1836,0.96671,0.98127
2014,Hesse,Owner,No,0.99930,513,513,0.99702,1.00159
2014,Hesse,Tenant,No,0.97288,559,559,0.95940,0.98636
2014,"Rhineland-Palatinate, Saarland",Owner,No,0.99926,484,484,0.99684,1.00168
2014,"Rhineland-Palatinate, Saarland",Tenant,No,0.95578,411,411,0.93588,0.97568
2014,Baden-Wuerttemberg,Owner,No,0.99945,953,953,0.99796,1.00094
2014,Baden-Wuerttemberg,Tenant,No,0.96537,815,815,0.95281,0.97793
2014,Bavaria,Owner,No,0.99932,1227,1227,0.99786,1.00078
2014,Bavaria,Tenant,Yes,0.02662,37,1281,0.01780,0.03544
2014,Bavaria,Tenant,No,0.97338,1244,1281,0.96456,0.98220
2014,Berlin,Tenant,No,0.96942,523,523,0.95465,0.98419
2014,Brandenburg,Owner,No,0.99899,250,250,0.99505,1.00293
2014,Brandenburg,Tenant,No,0.95423,338,338,0.93192,0.97654
2014,Mecklenburg-Western Pomerania,Owner,No,0.99747,103,103,0.98771,1.00722
2014,Mecklenburg-Western Pomerania,Tenant,No,0.94962,218,218,0.92052,0.97872
2014,Saxony,Owner,No,0.99358,314,314,0.98474,1.00243
2014,Saxony,Tenant,No,0.97570,591,591,0.96327,0.98812
2014,Saxony-Anhalt,Owner,No,0.99771,235,235,0.99158,1.00383
2014,Saxony-Anhalt,Tenant,No,0.95068,328,328,0.92722,0.97415
2014,Thuringa,Owner,No,0.98497,262,262,0.97021,0.99973
2014,Thuringa,Tenant,No,0.94686,297,297,0.92130,0.97241
2015,Schleswig-Holstein,Owner,No,0.99646,229,229,0.98875,1.00417
2015,Schleswig-Holstein,Tenant,No,0.92469,259,259,0.89249,0.95689
2015,Hamburg,Tenant,No,0.99995,189,189,0.99895,1.00095
2015,Lower Saxony,Owner,No,0.99857,663,663,0.99570,1.00145
2015,Lower Saxony,Tenant,Yes,0.02377,38,690,0.01239,0.03514
2015,Lower Saxony,Tenant,No,0.97623,652,690,0.96486,0.98761
2015,Bremen,Tenant,No,0.95629,65,65,0.90620,1.00638
2015,North Rhine-Westphalia,Owner,No,0.99786,1111,1111,0.99514,1.00058
2015,North Rhine-Westphalia,Tenant,Yes,0.03446,82,1744,0.02589,0.04302
2015,North Rhine-Westphalia,Tenant,No,0.96554,1662,1744,0.95698,0.97411
2015,Hesse,Owner,No,0.99972,406,406,0.99810,1.00134
2015,Hesse,Tenant,No,0.97765,588,588,0.96569,0.98961
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.99984,422,422,0.99864,1.00105
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.96549,399,399,0.94755,0.98342
2015,Baden-Wuerttemberg,Owner,No,0.99935,824,824,0.99762,1.00109
2015,Baden-Wuerttemberg,Tenant,No,0.96781,820,820,0.95572,0.97990
2015,Bavaria,Owner,No,0.99950,1027,1027,0.99812,1.00087
2015,Bavaria,Tenant,Yes,0.01649,33,1267,0.00947,0.02350
2015,Bavaria,Tenant,No,0.98351,1234,1267,0.97650,0.99053
2015,Berlin,Owner,No,0.99797,95,95,0.98888,1.00707
2015,Berlin,Tenant,No,0.97065,458,458,0.95517,0.98613
2015,Brandenburg,Owner,No,0.99749,227,227,0.99097,1.00401
2015,Brandenburg,Tenant,No,0.97461,288,288,0.95641,0.99281
2015,Mecklenburg-Western Pomerania,Owner,No,0.99677,82,82,0.98440,1.00913
2015,Mecklenburg-Western Pomerania,Tenant,No,0.96573,186,186,0.93952,0.99195
2015,Saxony,Owner,No,0.99456,262,262,0.98563,1.00348
2015,Saxony,Tenant,No,0.98018,527,527,0.96827,0.99209
2015,Saxony-Anhalt,Owner,No,0.99685,172,172,0.98846,1.00525
2015,Saxony-Anhalt,Tenant,No,0.95403,273,273,0.92914,0.97892
2015,Thuringa,Owner,No,0.99586,203,203,0.98700,1.00472
2015,Thuringa,Tenant,No,0.96921,294,294,0.94943,0.98899
2016,Schleswig-Holstein,Not included in this version of the questionnaire,No,0.93989,119,119,0.89700,0.98277
2016,Schleswig-Holstein,Owner,No,0.99576,228,228,0.98731,1.00421
2016,Schleswig-Holstein,Tenant,No,0.95046,250,250,0.92350,0.97741
2016,Hamburg,Tenant,No,0.98091,183,183,0.96103,1.00079
2016,Lower Saxony,Not included in this version of the questionnaire,No,0.98741,219,219,0.97260,1.00221
2016,Lower Saxony,Owner,No,0.99893,681,681,0.99647,1.00139
2016,Lower Saxony,Tenant,Yes,0.02658,33,649,0.01420,0.03897
2016,Lower Saxony,Tenant,No,0.97342,616,649,0.96103,0.98580
2016,Bremen,Tenant,No,0.95256,67,67,0.90128,1.00385
2016,North Rhine-Westphalia,Not included in this version of the questionnaire,Yes,0.08482,44,431,0.05849,0.11116
2016,North Rhine-Westphalia,Not included in this version of the questionnaire,No,0.91518,387,431,0.88884,0.94151
2016,North Rhine-Westphalia,Owner,No,0.99847,1184,1184,0.99624,1.00070
2016,North Rhine-Westphalia,Tenant,Yes,0.02001,66,1676,0.01331,0.02672
2016,North Rhine-Westphalia,Tenant,No,0.97999,1610,1676,0.97328,0.98669
2016,Hesse,Not included in this version of the questionnaire,No,0.89752,126,126,0.84435,0.95069
2016,Hesse,Tenant,No,0.96940,527,527,0.95468,0.98412
2016,"Rhineland-Palatinate, Saarland",Not included in this version of the questionnaire,No,0.95195,173,173,0.91999,0.98391
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.96398,389,389,0.94544,0.98252
2016,Baden-Wuerttemberg,Not included in this version of the questionnaire,No,0.92101,209,209,0.88435,0.95767
2016,Baden-Wuerttemberg,Owner,No,0.99856,843,843,0.99600,1.00112
2016,Baden-Wuerttemberg,Tenant,No,0.96611,744,744,0.95310,0.97912
2016,Bavaria,Not included in this version of the questionnaire,Yes,0.11852,34,225,0.07619,0.16085
2016,Bavaria,Not included in this version of the questionnaire,No,0.88148,191,225,0.83915,0.92381
2016,Bavaria,Tenant,Yes,0.01965,32,1190,0.01176,0.02754
2016,Bavaria,Tenant,No,0.98035,1158,1190,0.97246,0.98824
2016,Berlin,Not included in this version of the questionnaire,No,0.88181,54,54,0.79489,0.96873
2016,Berlin,Tenant,No,0.97959,487,487,0.96701,0.99216
2016,Brandenburg,Not included in this version of the questionnaire,No,0.94480,86,86,0.89625,0.99335
2016,Brandenburg,Owner,No,0.99627,247,247,0.98866,1.00389
2016,Brandenburg,Tenant,No,0.97353,288,288,0.95495,0.99210
2016,Mecklenburg-Western Pomerania,Not included in this version of the questionnaire,No,0.90716,47,47,0.82329,0.99103
2016,Mecklenburg-Western Pomerania,Owner,No,0.99960,103,103,0.99574,1.00347
2016,Mecklenburg-Western Pomerania,Tenant,No,0.94883,201,201,0.91829,0.97937
2016,Saxony,Not included in this version of the questionnaire,No,0.91412,91,91,0.85624,0.97201
2016,Saxony,Owner,No,0.99261,292,292,0.98277,1.00245
2016,Saxony,Tenant,No,0.96370,535,535,0.94784,0.97957
2016,Saxony-Anhalt,Not included in this version of the questionnaire,No,0.67399,41,41,0.52872,0.81925
2016,Saxony-Anhalt,Tenant,No,0.96314,286,286,0.94127,0.98502
2016,Thuringa,Not included in this version of the questionnaire,No,0.99775,61,61,0.98575,1.00974
2016,Thuringa,Owner,No,0.99378,235,235,0.98371,1.00385
2016,Thuringa,Tenant,No,0.96777,280,280,0.94705,0.98850
2017,Schleswig-Holstein,Owner,No,0.99643,277,277,0.98940,1.00347
2017,Schleswig-Holstein,Tenant,No,0.97178,377,377,0.95504,0.98852
2017,Hamburg,Tenant,No,0.99604,230,230,0.98790,1.00417
2017,Lower Saxony,Owner,No,0.99825,792,792,0.99534,1.00116
2017,Lower Saxony,Tenant,Yes,0.01985,51,931,0.01088,0.02881
2017,Lower Saxony,Tenant,No,0.98015,880,931,0.97119,0.98912
2017,Bremen,Tenant,No,0.98146,121,121,0.95732,1.00560
2017,North Rhine-Westphalia,Not included in this version of the questionnaire,No,0.92229,245,245,0.88869,0.95588
2017,North Rhine-Westphalia,Owner,No,0.99960,1383,1383,0.99855,1.00065
2017,North Rhine-Westphalia,Tenant,Yes,0.02936,145,2138,0.02221,0.03652
2017,North Rhine-Westphalia,Tenant,No,0.97064,1993,2138,0.96348,0.97779
2017,Hesse,Not included in this version of the questionnaire,No,0.95792,63,63,0.90794,1.00790
2017,Hesse,Owner,No,0.99741,456,456,0.99273,1.00208
2017,Hesse,Tenant,Yes,0.02529,33,736,0.01394,0.03665
2017,Hesse,Tenant,No,0.97471,703,736,0.96335,0.98606
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.99828,457,457,0.99448,1.00208
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.98276,527,527,0.97164,0.99389
2017,Baden-Wuerttemberg,Owner,No,0.99846,909,909,0.99591,1.00101
2017,Baden-Wuerttemberg,Tenant,Yes,0.03070,42,1019,0.02010,0.04129
2017,Baden-Wuerttemberg,Tenant,No,0.96930,977,1019,0.95871,0.97990
2017,Bavaria,Not included in this version of the questionnaire,No,0.87549,57,57,0.78901,0.96196
2017,Bavaria,Tenant,Yes,0.01732,62,1482,0.01067,0.02396
2017,Bavaria,Tenant,No,0.98268,1420,1482,0.97604,0.98933
2017,Berlin,Tenant,No,0.97267,578,578,0.95936,0.98597
2017,Brandenburg,Owner,No,0.98659,270,270,0.97285,1.00034
2017,Brandenburg,Tenant,No,0.96633,400,400,0.94863,0.98403
2017,Mecklenburg-Western Pomerania,Owner,No,0.99967,122,122,0.99645,1.00290
2017,Mecklenburg-Western Pomerania,Tenant,No,0.95268,239,239,0.92571,0.97966
2017,Saxony,Owner,No,0.99149,349,349,0.98184,1.00114
2017,Saxony,Tenant,No,0.96882,668,668,0.95563,0.98201
2017,Saxony-Anhalt,Owner,No,0.99925,232,232,0.99571,1.00279
2017,Saxony-Anhalt,Tenant,No,0.93454,357,357,0.90884,0.96023
2017,Thuringa,Owner,No,0.99745,264,264,0.99136,1.00354
2017,Thuringa,Tenant,No,0.94557,336,336,0.92127,0.96986
2018,Schleswig-Holstein,Owner,No,0.99786,266,266,0.99231,1.00342
2018,Schleswig-Holstein,Tenant,Yes,0.03728,48,403,0.01876,0.05580
2018,Schleswig-Holstein,Tenant,No,0.96272,355,403,0.94420,0.98124
2018,Hamburg,Tenant,No,0.96087,268,268,0.93761,0.98413
2018,Lower Saxony,Owner,No,0.99837,746,746,0.99547,1.00127
2018,Lower Saxony,Tenant,Yes,0.03949,80,1026,0.02757,0.05141
2018,Lower Saxony,Tenant,No,0.96051,946,1026,0.94859,0.97243
2018,Bremen,Tenant,Yes,0.02167,36,130,-0.00346,0.04680
2018,Bremen,Tenant,No,0.97833,94,130,0.95320,1.00346
2018,North Rhine-Westphalia,Owner,No,0.99907,1323,1323,0.99742,1.00071
2018,North Rhine-Westphalia,Tenant,Yes,0.03016,142,2411,0.02333,0.03698
2018,North Rhine-Westphalia,Tenant,No,0.96984,2269,2411,0.96302,0.97667
2018,Hesse,Owner,No,0.98569,439,439,0.97457,0.99682
2018,Hesse,Tenant,Yes,0.02396,62,777,0.01320,0.03472
2018,Hesse,Tenant,No,0.97604,715,777,0.96528,0.98680
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.03807,39,610,0.02287,0.05327
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.96193,571,610,0.94673,0.97713
2018,Baden-Wuerttemberg,Owner,No,0.99920,865,865,0.99732,1.00108
2018,Baden-Wuerttemberg,Tenant,Yes,0.02101,51,997,0.01210,0.02992
2018,Baden-Wuerttemberg,Tenant,No,0.97899,946,997,0.97008,0.98790
