"plh0033","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","1984","16-34 J.","Schleswig-Holstein","","","",""
"Große Sorgen","1984","16-34 J.","Hamburg","31","0.249853712528338","0.169315407164718","0.330392017891958"
"Große Sorgen","1984","16-34 J.","Niedersachsen","115","0.253516164682941","0.212960643378648","0.294071685987234"
"Große Sorgen","1984","16-34 J.","Bremen","","","",""
"Große Sorgen","1984","16-34 J.","Nordrhein-Westfalen","314","0.227742687887015","0.204641491414577","0.250843884359454"
"Große Sorgen","1984","16-34 J.","Hessen","125","0.236334951322274","0.199391993091379","0.27327790955317"
"Große Sorgen","1984","16-34 J.","Rheinland-Pfalz,Saarland","77","0.239832342358206","0.192454054469027","0.287210630247386"
"Große Sorgen","1984","16-34 J.","Baden-Württemberg","179","0.17292230212204","0.14734780472734","0.198496799516741"
"Große Sorgen","1984","16-34 J.","Bayern","156","0.181219879640204","0.153615127264783","0.208824632015626"
"Große Sorgen","1984","16-34 J.","Saarland","","","",""
"Große Sorgen","1984","16-34 J.","Berlin","","","",""
"Große Sorgen","1984","16-34 J.","Brandenburg","","","",""
"Große Sorgen","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"Große Sorgen","1984","16-34 J.","Sachsen","","","",""
"Große Sorgen","1984","16-34 J.","Sachsen-Anhalt","","","",""
"Große Sorgen","1984","16-34 J.","Thüringen","","","",""
"Große Sorgen","1984","35-65 J.","Schleswig-Holstein","33","0.142216709392098","0.0942878480811454","0.190145570703051"
"Große Sorgen","1984","35-65 J.","Hamburg","40","0.237125964516857","0.168833791968265","0.305418137065448"
"Große Sorgen","1984","35-65 J.","Niedersachsen","113","0.16972060782825","0.140124590558942","0.199316625097558"
"Große Sorgen","1984","35-65 J.","Bremen","31","0.417267111177996","0.299193585304966","0.535340637051027"
"Große Sorgen","1984","35-65 J.","Nordrhein-Westfalen","423","0.236962818530607","0.216556577044892","0.257369060016322"
"Große Sorgen","1984","35-65 J.","Hessen","121","0.174934933843725","0.145150424201281","0.20471944348617"
"Große Sorgen","1984","35-65 J.","Rheinland-Pfalz,Saarland","90","0.209995806325046","0.171042578126272","0.248949034523819"
"Große Sorgen","1984","35-65 J.","Baden-Württemberg","206","0.145627881649109","0.125510616415605","0.165745146882613"
"Große Sorgen","1984","35-65 J.","Bayern","198","0.167847587276261","0.145496176500388","0.190198998052134"
"Große Sorgen","1984","35-65 J.","Saarland","","","",""
"Große Sorgen","1984","35-65 J.","Berlin","64","0.2340518590196","0.17848045234287","0.28962326569633"
"Große Sorgen","1984","35-65 J.","Brandenburg","","","",""
"Große Sorgen","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"Große Sorgen","1984","35-65 J.","Sachsen","","","",""
"Große Sorgen","1984","35-65 J.","Sachsen-Anhalt","","","",""
"Große Sorgen","1984","35-65 J.","Thüringen","","","",""
"Große Sorgen","1984","66 und älter","Schleswig-Holstein","","","",""
"Große Sorgen","1984","66 und älter","Hamburg","","","",""
"Große Sorgen","1984","66 und älter","Niedersachsen","","","",""
"Große Sorgen","1984","66 und älter","Bremen","","","",""
"Große Sorgen","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Große Sorgen","1984","66 und älter","Hessen","","","",""
"Große Sorgen","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Große Sorgen","1984","66 und älter","Baden-Württemberg","","","",""
"Große Sorgen","1984","66 und älter","Bayern","","","",""
"Große Sorgen","1984","66 und älter","Saarland","","","",""
"Große Sorgen","1984","66 und älter","Berlin","","","",""
"Große Sorgen","1984","66 und älter","Brandenburg","","","",""
"Große Sorgen","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Große Sorgen","1984","66 und älter","Sachsen","","","",""
"Große Sorgen","1984","66 und älter","Sachsen-Anhalt","","","",""
"Große Sorgen","1984","66 und älter","Thüringen","","","",""
"Einige Sorgen","1984","16-34 J.","Schleswig-Holstein","62","0.42764231818885","0.34449414108773","0.51079049528997"
"Einige Sorgen","1984","16-34 J.","Hamburg","43","0.353407041112435","0.264478803379065","0.442335278845805"
"Einige Sorgen","1984","16-34 J.","Niedersachsen","210","0.471801361957952","0.425262560977677","0.518340162938228"
"Einige Sorgen","1984","16-34 J.","Bremen","","","",""
"Einige Sorgen","1984","16-34 J.","Nordrhein-Westfalen","580","0.457914357361634","0.430469731103128","0.48535898362014"
"Einige Sorgen","1984","16-34 J.","Hessen","220","0.392505127810583","0.350042173096614","0.434968082524552"
"Einige Sorgen","1984","16-34 J.","Rheinland-Pfalz,Saarland","175","0.577015258378034","0.522196803096517","0.631833713659551"
"Einige Sorgen","1984","16-34 J.","Baden-Württemberg","389","0.484065097799563","0.450269682541106","0.517860513058021"
"Einige Sorgen","1984","16-34 J.","Bayern","374","0.520172902645454","0.484370387294737","0.555975417996172"
"Einige Sorgen","1984","16-34 J.","Saarland","","","",""
"Einige Sorgen","1984","16-34 J.","Berlin","73","0.528978356659134","0.445393579173554","0.612563134144715"
"Einige Sorgen","1984","16-34 J.","Brandenburg","","","",""
"Einige Sorgen","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","16-34 J.","Sachsen","","","",""
"Einige Sorgen","1984","16-34 J.","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","16-34 J.","Thüringen","","","",""
"Einige Sorgen","1984","35-65 J.","Schleswig-Holstein","82","0.391454178977299","0.32447803868154","0.458430319273059"
"Einige Sorgen","1984","35-65 J.","Hamburg","57","0.423263743004187","0.343931612402386","0.502595873605988"
"Einige Sorgen","1984","35-65 J.","Niedersachsen","288","0.469518346915704","0.430171012056009","0.5088656817754"
"Einige Sorgen","1984","35-65 J.","Bremen","","","",""
"Einige Sorgen","1984","35-65 J.","Nordrhein-Westfalen","729","0.431878726126692","0.408107504572109","0.455649947681274"
"Einige Sorgen","1984","35-65 J.","Hessen","257","0.393139167011937","0.354845602559073","0.431432731464802"
"Einige Sorgen","1984","35-65 J.","Rheinland-Pfalz,Saarland","184","0.437361530776595","0.389920026882635","0.484803034670555"
"Einige Sorgen","1984","35-65 J.","Baden-Württemberg","520","0.456827141969772","0.428417345524765","0.48523693841478"
"Einige Sorgen","1984","35-65 J.","Bayern","467","0.426197430270553","0.396621895355901","0.455772965185206"
