year,sex,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,female,Not concerned at all,0.40099,1775,4959,0.38735,0.41464
1989,male,Very concerned,0.12901,762,4701,0.11943,0.13859
1989,male,Somewhat concerned,0.41407,2015,4701,0.39998,0.42815
1989,male,Not concerned at all,0.45692,1924,4701,0.44268,0.47116
1989,female,Very concerned,0.12310,703,4810,0.11382,0.13239
1989,female,Somewhat concerned,0.43872,2221,4810,0.42469,0.45274
1989,female,Not concerned at all,0.43818,1886,4810,0.42416,0.45220
1990,male,Very concerned,0.15706,1329,6723,0.14836,0.16576
1990,male,Somewhat concerned,0.43410,3161,6723,0.42225,0.44595
1990,male,Not concerned at all,0.40884,2233,6723,0.39708,0.42059
1990,female,Very concerned,0.15615,1421,7021,0.14766,0.16464
1990,female,Somewhat concerned,0.45837,3429,7021,0.44671,0.47003
1990,female,Not concerned at all,0.38548,2171,7021,0.37409,0.39686
1991,male,Very concerned,0.16301,1359,6588,0.15409,0.17193
1991,male,Somewhat concerned,0.43275,3020,6588,0.42079,0.44472
1991,male,Not concerned at all,0.40424,2209,6588,0.39239,0.41609
1991,female,Very concerned,0.16230,1441,6879,0.15359,0.17102
1991,female,Somewhat concerned,0.45003,3293,6879,0.43827,0.46178
1991,female,Not concerned at all,0.38767,2145,6879,0.37615,0.39918
1992,male,Very concerned,0.15999,1281,6417,0.15102,0.16896
1992,male,Somewhat concerned,0.48388,3175,6417,0.47165,0.49611
1992,male,Not concerned at all,0.35613,1961,6417,0.34441,0.36785
1992,female,Very concerned,0.17641,1447,6768,0.16733,0.18549
1992,female,Somewhat concerned,0.49385,3455,6768,0.48194,0.50576
1992,female,Not concerned at all,0.32974,1866,6768,0.31854,0.34094
1993,male,Very concerned,0.17411,1311,6325,0.16476,0.18345
1993,male,Somewhat concerned,0.50543,3251,6325,0.49311,0.51775
1993,male,Not concerned at all,0.32046,1763,6325,0.30896,0.33196
1993,female,Very concerned,0.16807,1358,6675,0.15910,0.17704
1993,female,Somewhat concerned,0.49887,3458,6675,0.48688,0.51087
1993,female,Not concerned at all,0.33306,1859,6675,0.32175,0.34436
1994,male,Very concerned,0.19235,1352,6183,0.18252,0.20218
1994,male,Somewhat concerned,0.50812,3263,6183,0.49565,0.52058
1994,male,Not concerned at all,0.29953,1568,6183,0.28811,0.31095
1994,female,Very concerned,0.18646,1446,6613,0.17707,0.19585
1994,female,Somewhat concerned,0.51160,3515,6613,0.49955,0.52365
1994,female,Not concerned at all,0.30194,1652,6613,0.29087,0.31301
1995,male,Very concerned,0.17736,1314,6358,0.16797,0.18675
1995,male,Somewhat concerned,0.49230,3273,6358,0.48001,0.50459
1995,male,Not concerned at all,0.33034,1771,6358,0.31878,0.34191
1995,female,Very concerned,0.17014,1375,6801,0.16121,0.17907
1995,female,Somewhat concerned,0.48931,3509,6801,0.47743,0.50119
1995,female,Not concerned at all,0.34056,1917,6801,0.32929,0.35182
1996,male,Very concerned,0.17140,1278,6273,0.16208,0.18073
1996,male,Somewhat concerned,0.52087,3367,6273,0.50850,0.53323
1996,male,Not concerned at all,0.30773,1628,6273,0.29631,0.31915
1996,female,Very concerned,0.16538,1308,6722,0.15650,0.17426
1996,female,Somewhat concerned,0.52916,3666,6722,0.51723,0.54110
1996,female,Not concerned at all,0.30546,1748,6722,0.29444,0.31647
1997,male,Very concerned,0.20243,1401,6194,0.19243,0.21244
1997,male,Somewhat concerned,0.54195,3461,6194,0.52954,0.55436
1997,male,Not concerned at all,0.25561,1332,6194,0.24475,0.26648
1997,female,Very concerned,0.19262,1451,6584,0.18309,0.20214
1997,female,Somewhat concerned,0.54774,3727,6584,0.53572,0.55977
1997,female,Not concerned at all,0.25964,1406,6584,0.24905,0.27023
1998,male,Very concerned,0.23371,1746,6859,0.22369,0.24372
1998,male,Somewhat concerned,0.49663,3515,6859,0.48480,0.50846
1998,male,Not concerned at all,0.26966,1598,6859,0.25916,0.28016
1998,female,Very concerned,0.22807,1831,7303,0.21845,0.23769
1998,female,Somewhat concerned,0.51253,3807,7303,0.50106,0.52399
1998,female,Not concerned at all,0.25940,1665,7303,0.24935,0.26945
1999,male,Very concerned,0.16651,1233,6589,0.15752,0.17551
1999,male,Somewhat concerned,0.49633,3438,6589,0.48426,0.50840
1999,male,Not concerned at all,0.33716,1918,6589,0.32574,0.34857
1999,female,Very concerned,0.17023,1360,7032,0.16145,0.17902
1999,female,Somewhat concerned,0.50392,3711,7032,0.49224,0.51561
1999,female,Not concerned at all,0.32584,1961,7032,0.31489,0.33680
2000,male,Very concerned,0.16233,2008,11482,0.15559,0.16908
2000,male,Somewhat concerned,0.46977,5489,11482,0.46064,0.47890
2000,male,Not concerned at all,0.36790,3985,11482,0.35908,0.37672
2000,female,Very concerned,0.16924,2234,12398,0.16264,0.17584
2000,female,Somewhat concerned,0.46412,5969,12398,0.45534,0.47290
2000,female,Not concerned at all,0.36664,4195,12398,0.35816,0.37512
2001,male,Very concerned,0.16417,1804,10449,0.15706,0.17127
2001,male,Somewhat concerned,0.46218,4973,10449,0.45262,0.47174
2001,male,Not concerned at all,0.37365,3672,10449,0.36438,0.38293
2001,female,Very concerned,0.16130,1918,11294,0.15452,0.16809
2001,female,Somewhat concerned,0.46711,5514,11294,0.45791,0.47631
2001,female,Not concerned at all,0.37159,3862,11294,0.36267,0.38050
2002,male,Very concerned,0.19120,2008,11083,0.18388,0.19852
2002,male,Somewhat concerned,0.50116,5417,11083,0.49185,0.51047
2002,male,Not concerned at all,0.30764,3658,11083,0.29905,0.31624
2002,female,Very concerned,0.19109,2163,11815,0.18400,0.19818
2002,female,Somewhat concerned,0.50469,6001,11815,0.49568,0.51371
2002,female,Not concerned at all,0.30422,3651,11815,0.29593,0.31252
2003,male,Very concerned,0.24782,2498,10627,0.23961,0.25603
2003,male,Somewhat concerned,0.49779,5295,10627,0.48829,0.50730
2003,male,Not concerned at all,0.25439,2834,10627,0.24611,0.26267
2003,female,Very concerned,0.23601,2617,11407,0.22822,0.24380
2003,female,Somewhat concerned,0.49942,5801,11407,0.49024,0.50860
2003,female,Not concerned at all,0.26457,2989,11407,0.25647,0.27266
2004,male,Very concerned,0.26853,2534,10332,0.25999,0.27708
2004,male,Somewhat concerned,0.50415,5214,10332,0.49451,0.51380
2004,male,Not concerned at all,0.22731,2584,10332,0.21923,0.23539
2004,female,Very concerned,0.26632,2845,11156,0.25812,0.27453
2004,female,Somewhat concerned,0.50782,5736,11156,0.49854,0.51710
2004,female,Not concerned at all,0.22586,2575,11156,0.21810,0.23362
2005,male,Very concerned,0.27210,2470,9860,0.26332,0.28089
2005,male,Somewhat concerned,0.50628,5003,9860,0.49641,0.51615
2005,male,Not concerned at all,0.22162,2387,9860,0.21342,0.22982
2005,female,Very concerned,0.27360,2766,10743,0.26517,0.28203
2005,female,Somewhat concerned,0.50417,5514,10743,0.49472,0.51363
2005,female,Not concerned at all,0.22223,2463,10743,0.21437,0.23009
2006,male,Very concerned,0.27200,2536,10410,0.26345,0.28055
2006,male,Somewhat concerned,0.49051,5113,10410,0.48091,0.50011
2006,male,Not concerned at all,0.23749,2761,10410,0.22932,0.24567
2006,female,Very concerned,0.27199,2859,11419,0.26383,0.28016
2006,female,Somewhat concerned,0.48623,5702,11419,0.47706,0.49540
2006,female,Not concerned at all,0.24178,2858,11419,0.23392,0.24963
2007,male,Very concerned,0.24273,2136,9725,0.23421,0.25125
2007,male,Somewhat concerned,0.49356,4757,9725,0.48362,0.50350
2007,male,Not concerned at all,0.26371,2832,9725,0.25495,0.27247
2007,female,Very concerned,0.26052,2540,10649,0.25218,0.26885
2007,female,Somewhat concerned,0.49199,5367,10649,0.48250,0.50149
2007,female,Not concerned at all,0.24749,2742,10649,0.23929,0.25569
2008,male,Very concerned,0.20706,1696,9166,0.19877,0.21536
2008,male,Somewhat concerned,0.51192,4596,9166,0.50169,0.52216
2008,male,Not concerned at all,0.28101,2874,9166,0.27181,0.29022
2008,female,Very concerned,0.22505,2071,10069,0.21690,0.23321
2008,female,Somewhat concerned,0.50383,5106,10069,0.49407,0.51360
2008,female,Not concerned at all,0.27111,2892,10069,0.26243,0.27980
2009,male,Very concerned,0.23239,1839,8570,0.22345,0.24134
2009,male,Somewhat concerned,0.53106,4455,8570,0.52049,0.54163
2009,male,Not concerned at all,0.23655,2276,8570,0.22755,0.24555
2009,female,Very concerned,0.25193,2201,9369,0.24314,0.26072
2009,female,Somewhat concerned,0.52507,4979,9369,0.51496,0.53519
2009,female,Not concerned at all,0.22300,2189,9369,0.21457,0.23142
2010,male,Very concerned,0.23390,2545,10877,0.22595,0.24186
2010,male,Somewhat concerned,0.49574,5312,10877,0.48634,0.50514
2010,male,Not concerned at all,0.27036,3020,10877,0.26201,0.27871
2010,female,Very concerned,0.24155,3464,13007,0.23420,0.24891
2010,female,Somewhat concerned,0.49687,6430,13007,0.48827,0.50546
2010,female,Not concerned at all,0.26158,3113,13007,0.25403,0.26913
2011,male,Very concerned,0.18830,2369,12730,0.18151,0.19509
2011,male,Somewhat concerned,0.47146,5912,12730,0.46278,0.48013
2011,male,Not concerned at all,0.34024,4449,12730,0.33201,0.34847
2011,female,Very concerned,0.19686,3308,15369,0.19058,0.20315
2011,female,Somewhat concerned,0.49244,7537,15369,0.48453,0.50034
2011,female,Not concerned at all,0.31070,4524,15369,0.30338,0.31802
2012,male,Very concerned,0.18690,2243,12510,0.18007,0.19373
2012,male,Somewhat concerned,0.47664,5996,12510,0.46789,0.48539
2012,male,Not concerned at all,0.33646,4271,12510,0.32818,0.34474
2012,female,Very concerned,0.20471,3189,15007,0.19825,0.21116
2012,female,Somewhat concerned,0.49528,7505,15007,0.48728,0.50328
2012,female,Not concerned at all,0.30001,4313,15007,0.29268,0.30735
2013,male,Very concerned,0.15114,2185,13937,0.14519,0.15709
2013,male,Somewhat concerned,0.47141,6616,13937,0.46313,0.47970
2013,male,Not concerned at all,0.37745,5136,13937,0.36940,0.38549
2013,female,Very concerned,0.17151,3025,16571,0.16577,0.17725
2013,female,Somewhat concerned,0.48303,8242,16571,0.47542,0.49064
2013,female,Not concerned at all,0.34546,5304,16571,0.33822,0.35270
2014,male,Very concerned,0.14158,1934,12390,0.13544,0.14772
2014,male,Somewhat concerned,0.45773,5650,12390,0.44896,0.46651
2014,male,Not concerned at all,0.40069,4806,12390,0.39206,0.40931
2014,female,Very concerned,0.16895,2694,14579,0.16287,0.17503
2014,female,Somewhat concerned,0.47843,7181,14579,0.47032,0.48654
2014,female,Not concerned at all,0.35262,4704,14579,0.34487,0.36038
2015,male,Very concerned,0.14011,1857,12242,0.13397,0.14626
2015,male,Somewhat concerned,0.46232,5689,12242,0.45349,0.47115
2015,male,Not concerned at all,0.39757,4696,12242,0.38890,0.40624
2015,female,Very concerned,0.15644,2525,14383,0.15050,0.16238
2015,female,Somewhat concerned,0.46620,7043,14383,0.45805,0.47435
2015,female,Not concerned at all,0.37736,4815,14383,0.36944,0.38528
2016,male,Very concerned,0.13209,2056,12804,0.12622,0.13795
2016,male,Somewhat concerned,0.42776,5606,12804,0.41919,0.43633
2016,male,Not concerned at all,0.44015,5142,12804,0.43155,0.44875
2016,female,Very concerned,0.15002,2453,14304,0.14417,0.15588
2016,female,Somewhat concerned,0.45959,6774,14304,0.45142,0.46775
2016,female,Not concerned at all,0.39039,5077,14304,0.38240,0.39839
2017,male,Very concerned,0.13891,2395,14452,0.13328,0.14455
2017,male,Somewhat concerned,0.45283,6534,14452,0.44471,0.46094
2017,male,Not concerned at all,0.40826,5523,14452,0.40024,0.41627
2017,female,Very concerned,0.15526,2829,15892,0.14963,0.16089
2017,female,Somewhat concerned,0.47175,7674,15892,0.46398,0.47951
2017,female,Not concerned at all,0.37299,5389,15892,0.36548,0.38051
2018,male,Very concerned,0.09200,1746,13833,0.08718,0.09681
2018,male,Somewhat concerned,0.41981,5932,13833,0.41159,0.42804
2018,male,Not concerned at all,0.48819,6155,13833,0.47986,0.49652
2018,female,Very concerned,0.10763,2130,15276,0.10271,0.11254
2018,female,Somewhat concerned,0.45454,7124,15276,0.44664,0.46243
2018,female,Not concerned at all,0.43784,6022,15276,0.42997,0.44570
2019,male,Very concerned,0.11047,1781,14184,0.10531,0.11563
2019,male,Somewhat concerned,0.44695,6247,14184,0.43877,0.45514
2019,male,Not concerned at all,0.44257,6156,14184,0.43440,0.45075
2019,female,Very concerned,0.13275,2080,14760,0.12727,0.13822
2019,female,Somewhat concerned,0.45329,6883,14760,0.44525,0.46132
2019,female,Not concerned at all,0.41397,5797,14760,0.40602,0.42191
2020,male,Very concerned,0.10552,1794,14527,0.10052,0.11051
2020,male,Somewhat concerned,0.42612,6395,14527,0.41808,0.43416
2020,male,Not concerned at all,0.46836,6338,14527,0.46024,0.47647
2020,female,Very concerned,0.11713,1963,14733,0.11194,0.12233
2020,female,Somewhat concerned,0.45328,6925,14733,0.44524,0.46132
2020,female,Not concerned at all,0.42959,5845,14733,0.42160,0.43758
2021,male,Very concerned,0.11021,1112,9444,0.10389,0.11653
2021,male,Somewhat concerned,0.39808,3702,9444,0.38821,0.40795
2021,male,Not concerned at all,0.49171,4630,9444,0.48163,0.50180
2021,female,Very concerned,0.12121,1315,10036,0.11482,0.12759
2021,female,Somewhat concerned,0.40886,4235,10036,0.39924,0.41848
2021,female,Not concerned at all,0.46993,4486,10036,0.46017,0.47970
2022,male,Very concerned,0.14168,1906,12511,0.13557,0.14779
2022,male,Somewhat concerned,0.47274,5962,12511,0.46399,0.48149
2022,male,Not concerned at all,0.38558,4643,12511,0.37705,0.39411
2022,female,Very concerned,0.18926,2772,13487,0.18265,0.19587
2022,female,Somewhat concerned,0.50177,6842,13487,0.49333,0.51021
2022,female,Not concerned at all,0.30897,3873,13487,0.30117,0.31677
