year,bula_h,regtyp,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Lower Saxony,Rural regions,Very concerned,0.23302,150,588,0.19882,0.26723
1985,Lower Saxony,Rural regions,Somewhat concerned,0.45296,275,588,0.41269,0.49323
1985,Lower Saxony,Rural regions,Not concerned at all,0.31402,163,588,0.27647,0.35156
1985,Bremen,Urban regions,Very concerned,0.39306,51,83,0.28734,0.49878
1985,Bremen,Urban regions,Somewhat concerned,0.27658,32,83,0.17977,0.37340
1985,North Rhine-Westphalia,Urban regions,Very concerned,0.20329,630,2840,0.18849,0.21809
1985,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.43049,1268,2840,0.41228,0.44870
1985,North Rhine-Westphalia,Urban regions,Not concerned at all,0.36622,942,2840,0.34850,0.38394
1985,North Rhine-Westphalia,Rural regions,Not concerned at all,0.55376,40,40,0.39774,0.70977
1985,Hesse,Urban regions,Very concerned,0.14546,174,973,0.12329,0.16762
1985,Hesse,Urban regions,Somewhat concerned,0.42348,441,973,0.39241,0.45454
1985,Hesse,Urban regions,Not concerned at all,0.43107,358,973,0.39993,0.46220
1985,Hesse,Rural regions,Very concerned,0.21688,40,151,0.15092,0.28283
1985,Hesse,Rural regions,Somewhat concerned,0.48056,69,151,0.40060,0.56052
1985,Hesse,Rural regions,Not concerned at all,0.30256,42,151,0.22905,0.37608
1985,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.24582,157,625,0.21204,0.27961
1985,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.44662,289,625,0.40761,0.48563
1985,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.30756,179,625,0.27135,0.34377
1985,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.24010,34,138,0.16857,0.31163
1985,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.46426,66,138,0.38075,0.54777
1985,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.29564,38,138,0.21923,0.37205
1985,Baden-Wuerttemberg,Urban regions,Very concerned,0.14488,301,1724,0.12826,0.16150
1985,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.42947,752,1724,0.40610,0.45284
1985,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.42565,671,1724,0.40231,0.44900
1985,Baden-Wuerttemberg,Rural regions,Very concerned,0.16212,53,294,0.11992,0.20432
1985,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.45162,134,294,0.39464,0.50861
1985,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.38626,107,294,0.33050,0.44201
1985,Bavaria,Urban regions,Very concerned,0.16320,169,985,0.14011,0.18630
1985,Bavaria,Urban regions,Somewhat concerned,0.41279,420,985,0.38203,0.44355
1985,Bavaria,Urban regions,Not concerned at all,0.42400,396,985,0.39312,0.45488
1985,Bavaria,Rural regions,Very concerned,0.18660,165,873,0.16074,0.21246
1985,Bavaria,Rural regions,Somewhat concerned,0.45392,418,873,0.42087,0.48696
1985,Bavaria,Rural regions,Not concerned at all,0.35948,290,873,0.32763,0.39133
1985,Berlin,Urban regions,Very concerned,0.16222,77,359,0.12403,0.20041
1985,Berlin,Urban regions,Somewhat concerned,0.42882,159,359,0.37755,0.48009
1985,Berlin,Urban regions,Not concerned at all,0.40896,123,359,0.35803,0.45989
1986,Schleswig-Holstein,Urban regions,Somewhat concerned,0.44371,71,131,0.35831,0.52912
1986,Schleswig-Holstein,Urban regions,Not concerned at all,0.41813,60,131,0.33334,0.50293
1986,Schleswig-Holstein,Rural regions,Very concerned,0.18847,34,162,0.12806,0.24889
1986,Schleswig-Holstein,Rural regions,Somewhat concerned,0.40607,67,162,0.33021,0.48193
1986,Schleswig-Holstein,Rural regions,Not concerned at all,0.40546,61,162,0.32961,0.48130
1986,Hamburg,Urban regions,Very concerned,0.12961,38,246,0.08755,0.17167
1986,Hamburg,Urban regions,Somewhat concerned,0.36572,100,246,0.30541,0.42603
1986,Hamburg,Urban regions,Not concerned at all,0.50467,108,246,0.44206,0.56728
1986,Lower Saxony,Urban regions,Very concerned,0.12246,77,525,0.09439,0.15053
1986,Lower Saxony,Urban regions,Somewhat concerned,0.41662,221,525,0.37441,0.45884
1986,Lower Saxony,Urban regions,Not concerned at all,0.46091,227,525,0.41823,0.50359
1986,Lower Saxony,Rural regions,Very concerned,0.18977,114,566,0.15743,0.22210
1986,Lower Saxony,Rural regions,Somewhat concerned,0.39337,235,566,0.35309,0.43365
1986,Lower Saxony,Rural regions,Not concerned at all,0.41686,217,566,0.37620,0.45751
1986,Bremen,Urban regions,Very concerned,0.25093,34,106,0.16800,0.33385
1986,Bremen,Urban regions,Somewhat concerned,0.34724,36,106,0.25617,0.43830
1986,Bremen,Urban regions,Not concerned at all,0.40183,36,106,0.30806,0.49561
1986,North Rhine-Westphalia,Urban regions,Very concerned,0.17442,563,2747,0.16023,0.18861
1986,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.39906,1135,2747,0.38074,0.41737
1986,North Rhine-Westphalia,Urban regions,Not concerned at all,0.42652,1049,2747,0.40803,0.44502
1986,Hesse,Urban regions,Very concerned,0.11171,121,895,0.09106,0.13236
1986,Hesse,Urban regions,Somewhat concerned,0.35664,362,895,0.32524,0.38804
1986,Hesse,Urban regions,Not concerned at all,0.53165,412,895,0.49894,0.56436
1986,Hesse,Rural regions,Very concerned,0.15392,33,140,0.09393,0.21392
1986,Hesse,Rural regions,Somewhat concerned,0.39223,49,140,0.31106,0.47340
1986,Hesse,Rural regions,Not concerned at all,0.45385,58,140,0.37108,0.53662
1986,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.20006,129,618,0.16850,0.23163
1986,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.45309,292,618,0.41381,0.49237
1986,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.34684,197,618,0.30929,0.38440
1986,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.22402,31,144,0.15569,0.29236
1986,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.49740,74,144,0.41545,0.57935
1986,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.27858,39,144,0.20510,0.35206
1986,Baden-Wuerttemberg,Urban regions,Very concerned,0.13205,282,1669,0.11580,0.14830
1986,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.38874,691,1669,0.36534,0.41213
1986,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.47921,696,1669,0.45524,0.50319
1986,Baden-Wuerttemberg,Rural regions,Very concerned,0.14501,45,297,0.10489,0.18512
1986,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.43281,123,297,0.37637,0.48926
1986,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.42218,129,297,0.36591,0.47845
1986,Bavaria,Urban regions,Very concerned,0.11204,118,926,0.09171,0.13237
1986,Bavaria,Urban regions,Somewhat concerned,0.40103,395,926,0.36944,0.43261
1986,Bavaria,Urban regions,Not concerned at all,0.48693,413,926,0.45472,0.51914
1986,Bavaria,Rural regions,Very concerned,0.17123,143,793,0.14499,0.19746
1986,Bavaria,Rural regions,Somewhat concerned,0.45958,380,793,0.42487,0.49429
1986,Bavaria,Rural regions,Not concerned at all,0.36919,270,793,0.33558,0.40280
1986,Berlin,Urban regions,Very concerned,0.14385,74,348,0.10692,0.18077
1986,Berlin,Urban regions,Somewhat concerned,0.33119,127,348,0.28167,0.38071
1986,Berlin,Urban regions,Not concerned at all,0.52496,147,348,0.47242,0.57751
1987,Schleswig-Holstein,Urban regions,Somewhat concerned,0.41920,61,119,0.33017,0.50823
1987,Schleswig-Holstein,Urban regions,Not concerned at all,0.41427,58,119,0.32539,0.50315
1987,Schleswig-Holstein,Rural regions,Somewhat concerned,0.51548,91,140,0.43240,0.59856
1987,Schleswig-Holstein,Rural regions,Not concerned at all,0.31807,49,140,0.24064,0.39549
1987,Hamburg,Urban regions,Very concerned,0.15590,44,217,0.10752,0.20428
1987,Hamburg,Urban regions,Somewhat concerned,0.41241,98,217,0.34676,0.47806
1987,Hamburg,Urban regions,Not concerned at all,0.43170,75,217,0.36564,0.49775
1987,Lower Saxony,Urban regions,Very concerned,0.16643,88,528,0.13463,0.19824
1987,Lower Saxony,Urban regions,Somewhat concerned,0.45161,241,528,0.40912,0.49410
1987,Lower Saxony,Urban regions,Not concerned at all,0.38195,199,528,0.34047,0.42344
1987,Lower Saxony,Rural regions,Very concerned,0.15419,92,554,0.12409,0.18429
1987,Lower Saxony,Rural regions,Somewhat concerned,0.41629,251,554,0.37520,0.45737
1987,Lower Saxony,Rural regions,Not concerned at all,0.42953,211,554,0.38827,0.47079
1987,Bremen,Urban regions,Somewhat concerned,0.42547,42,42,0.27413,0.57681
1987,North Rhine-Westphalia,Urban regions,Very concerned,0.17268,532,2713,0.15846,0.18691
1987,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.44430,1241,2713,0.42560,0.46300
1987,North Rhine-Westphalia,Urban regions,Not concerned at all,0.38302,940,2713,0.36472,0.40131
1987,Hesse,Urban regions,Very concerned,0.10814,127,899,0.08783,0.12845
1987,Hesse,Urban regions,Somewhat concerned,0.40131,378,899,0.36925,0.43337
1987,Hesse,Urban regions,Not concerned at all,0.49055,394,899,0.45785,0.52324
1987,Hesse,Rural regions,Somewhat concerned,0.47278,70,113,0.38032,0.56524
1987,Hesse,Rural regions,Not concerned at all,0.38621,43,113,0.29604,0.47638
1987,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.19057,128,605,0.15925,0.22190
1987,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.44525,289,605,0.40561,0.48489
1987,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.36418,188,605,0.32580,0.40255
1987,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.51769,77,127,0.43044,0.60494
1987,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.36724,50,127,0.28307,0.45141
1987,Baden-Wuerttemberg,Urban regions,Very concerned,0.14923,288,1663,0.13210,0.16636
1987,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.45198,792,1663,0.42806,0.47591
1987,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.39878,583,1663,0.37524,0.42232
1987,Baden-Wuerttemberg,Rural regions,Very concerned,0.09386,34,284,0.05988,0.12784
1987,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.46852,133,284,0.41038,0.52666
1987,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.43762,117,284,0.37982,0.49542
1987,Bavaria,Urban regions,Very concerned,0.09846,103,897,0.07895,0.11797
1987,Bavaria,Urban regions,Somewhat concerned,0.44643,409,897,0.41388,0.47898
1987,Bavaria,Urban regions,Not concerned at all,0.45511,385,897,0.42250,0.48771
1987,Bavaria,Rural regions,Very concerned,0.17206,135,797,0.14584,0.19828
1987,Bavaria,Rural regions,Somewhat concerned,0.45641,374,797,0.42180,0.49101
1987,Bavaria,Rural regions,Not concerned at all,0.37153,288,797,0.33796,0.40510
1987,Berlin,Urban regions,Very concerned,0.13465,68,356,0.09914,0.17016
1987,Berlin,Urban regions,Somewhat concerned,0.41152,161,356,0.36033,0.46272
1987,Berlin,Urban regions,Not concerned at all,0.45382,127,356,0.40203,0.50561
1988,Schleswig-Holstein,Urban regions,Somewhat concerned,0.42983,66,124,0.34234,0.51732
1988,Schleswig-Holstein,Urban regions,Not concerned at all,0.42171,58,124,0.33443,0.50898
1988,Schleswig-Holstein,Rural regions,Very concerned,0.19131,37,176,0.13303,0.24959
1988,Schleswig-Holstein,Rural regions,Somewhat concerned,0.47117,82,176,0.39721,0.54513
1988,Schleswig-Holstein,Rural regions,Not concerned at all,0.33752,57,176,0.26746,0.40758
1988,Hamburg,Urban regions,Very concerned,0.13423,33,196,0.08638,0.18208
1988,Hamburg,Urban regions,Somewhat concerned,0.48707,101,196,0.41692,0.55723
1988,Hamburg,Urban regions,Not concerned at all,0.37870,62,196,0.31061,0.44678
1988,Lower Saxony,Urban regions,Very concerned,0.13288,71,510,0.10339,0.16237
1988,Lower Saxony,Urban regions,Somewhat concerned,0.45372,244,510,0.41047,0.49697
1988,Lower Saxony,Urban regions,Not concerned at all,0.41340,195,510,0.37061,0.45618
1988,Lower Saxony,Rural regions,Very concerned,0.15018,91,526,0.11962,0.18074
1988,Lower Saxony,Rural regions,Somewhat concerned,0.43656,237,526,0.39414,0.47899
1988,Lower Saxony,Rural regions,Not concerned at all,0.41326,198,526,0.37114,0.45538
1988,Bremen,Urban regions,Somewhat concerned,0.33555,40,75,0.22797,0.44314
1988,Bremen,Urban regions,Not concerned at all,0.45443,35,75,0.34098,0.56788
1988,North Rhine-Westphalia,Urban regions,Very concerned,0.17090,533,2586,0.15639,0.18541
1988,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.44897,1181,2586,0.42979,0.46814
1988,North Rhine-Westphalia,Urban regions,Not concerned at all,0.38013,872,2586,0.36142,0.39884
1988,North Rhine-Westphalia,Rural regions,Not concerned at all,0.50461,38,38,0.34351,0.66572
1988,Hesse,Urban regions,Very concerned,0.10045,100,845,0.08017,0.12073
1988,Hesse,Urban regions,Somewhat concerned,0.41208,404,845,0.37887,0.44528
1988,Hesse,Urban regions,Not concerned at all,0.48748,341,845,0.45375,0.52120
1988,Hesse,Rural regions,Somewhat concerned,0.41962,61,115,0.32903,0.51022
1988,Hesse,Rural regions,Not concerned at all,0.48830,54,115,0.39654,0.58006
1988,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.20426,139,594,0.17181,0.23670
1988,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.48484,285,594,0.44461,0.52506
1988,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.31091,170,594,0.27365,0.34816
1988,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.35573,44,106,0.26416,0.44730
1988,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.43797,62,106,0.34307,0.53287
1988,Baden-Wuerttemberg,Urban regions,Very concerned,0.12560,263,1627,0.10949,0.14170
1988,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.46216,788,1627,0.43792,0.48639
1988,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.41225,576,1627,0.38832,0.43617
1988,Baden-Wuerttemberg,Rural regions,Very concerned,0.10666,38,245,0.06793,0.14540
1988,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.50196,113,245,0.43922,0.56470
1988,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.39138,94,245,0.33014,0.45262
1988,Bavaria,Urban regions,Very concerned,0.13315,145,873,0.11060,0.15570
1988,Bavaria,Urban regions,Somewhat concerned,0.41742,375,873,0.38469,0.45015
1988,Bavaria,Urban regions,Not concerned at all,0.44943,353,873,0.41642,0.48245
1988,Bavaria,Rural regions,Very concerned,0.16691,128,747,0.14015,0.19366
1988,Bavaria,Rural regions,Somewhat concerned,0.46979,371,747,0.43397,0.50560
1988,Bavaria,Rural regions,Not concerned at all,0.36331,248,747,0.32879,0.39782
1988,Berlin,Urban regions,Very concerned,0.13447,66,326,0.09738,0.17156
1988,Berlin,Urban regions,Somewhat concerned,0.37614,138,326,0.32347,0.42881
1988,Berlin,Urban regions,Not concerned at all,0.48939,122,326,0.43504,0.54374
1989,Schleswig-Holstein,Urban regions,Somewhat concerned,0.40409,61,130,0.31941,0.48878
1989,Schleswig-Holstein,Urban regions,Not concerned at all,0.46794,69,130,0.38183,0.55405
1989,Schleswig-Holstein,Rural regions,Somewhat concerned,0.42497,68,117,0.33501,0.51493
1989,Schleswig-Holstein,Rural regions,Not concerned at all,0.38660,49,117,0.29798,0.47522
1989,Hamburg,Urban regions,Very concerned,0.10405,37,191,0.06064,0.14747
1989,Hamburg,Urban regions,Somewhat concerned,0.40230,74,191,0.33257,0.47202
1989,Hamburg,Urban regions,Not concerned at all,0.49365,80,191,0.42256,0.56474
1989,Lower Saxony,Urban regions,Very concerned,0.10801,72,490,0.08050,0.13552
1989,Lower Saxony,Urban regions,Somewhat concerned,0.45853,221,490,0.41437,0.50270
1989,Lower Saxony,Urban regions,Not concerned at all,0.43346,197,490,0.38953,0.47738
1989,Lower Saxony,Rural regions,Very concerned,0.15954,82,497,0.12732,0.19177
1989,Lower Saxony,Rural regions,Somewhat concerned,0.43909,234,497,0.39541,0.48276
1989,Lower Saxony,Rural regions,Not concerned at all,0.40137,181,497,0.35823,0.44451
1989,Bremen,Urban regions,Somewhat concerned,0.39639,41,86,0.29240,0.50038
1989,Bremen,Urban regions,Not concerned at all,0.49941,45,86,0.39311,0.60570
1989,North Rhine-Westphalia,Urban regions,Very concerned,0.13497,407,2506,0.12159,0.14835
1989,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.42626,1082,2506,0.40689,0.44562
1989,North Rhine-Westphalia,Urban regions,Not concerned at all,0.43878,1017,2506,0.41934,0.45821
1989,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.43394,32,32,0.25947,0.60841
1989,Hesse,Urban regions,Very concerned,0.08342,103,851,0.06483,0.10201
1989,Hesse,Urban regions,Somewhat concerned,0.39879,372,851,0.36587,0.43171
1989,Hesse,Urban regions,Not concerned at all,0.51779,376,851,0.48420,0.55138
1989,Hesse,Rural regions,Somewhat concerned,0.39388,56,106,0.30042,0.48734
1989,Hesse,Rural regions,Not concerned at all,0.49269,50,106,0.39706,0.58831
1989,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.17043,115,572,0.13958,0.20127
1989,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.44181,262,572,0.40107,0.48254
1989,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.38777,195,572,0.34780,0.42773
1989,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.45456,50,94,0.35335,0.55576
1989,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.37493,44,94,0.27654,0.47332
1989,Baden-Wuerttemberg,Urban regions,Very concerned,0.10428,227,1556,0.08909,0.11948
1989,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.43049,724,1556,0.40588,0.45511
1989,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.46522,605,1556,0.44043,0.49001
1989,Baden-Wuerttemberg,Rural regions,Very concerned,0.10651,31,232,0.06673,0.14630
1989,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.39502,92,232,0.33198,0.45806
1989,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.49847,109,232,0.43399,0.56294
1989,Bavaria,Urban regions,Very concerned,0.10064,117,845,0.08035,0.12094
1989,Bavaria,Urban regions,Somewhat concerned,0.40761,347,845,0.37446,0.44076
1989,Bavaria,Urban regions,Not concerned at all,0.49175,381,845,0.45802,0.52548
1989,Bavaria,Rural regions,Very concerned,0.13913,110,739,0.11416,0.16410
1989,Bavaria,Rural regions,Somewhat concerned,0.45384,368,739,0.41792,0.48976
1989,Bavaria,Rural regions,Not concerned at all,0.40703,261,739,0.37158,0.44247
1989,Berlin,Urban regions,Very concerned,0.10473,46,325,0.07139,0.13807
1989,Berlin,Urban regions,Somewhat concerned,0.42875,152,325,0.37486,0.48264
1989,Berlin,Urban regions,Not concerned at all,0.46652,127,325,0.41220,0.52084
1990,Schleswig-Holstein,Urban regions,Somewhat concerned,0.47395,68,128,0.38711,0.56079
1990,Schleswig-Holstein,Urban regions,Not concerned at all,0.46128,60,128,0.37458,0.54798
1990,Schleswig-Holstein,Rural regions,Somewhat concerned,0.45494,63,116,0.36393,0.54596
1990,Schleswig-Holstein,Rural regions,Not concerned at all,0.38875,53,116,0.29965,0.47784
1990,Hamburg,Urban regions,Somewhat concerned,0.40212,68,137,0.31971,0.48453
1990,Hamburg,Urban regions,Not concerned at all,0.51535,69,137,0.43136,0.59935
1990,Lower Saxony,Urban regions,Very concerned,0.14136,72,475,0.11000,0.17273
1990,Lower Saxony,Urban regions,Somewhat concerned,0.37973,203,475,0.33603,0.42342
1990,Lower Saxony,Urban regions,Not concerned at all,0.47891,200,475,0.43394,0.52388
1990,Lower Saxony,Rural regions,Very concerned,0.15308,73,492,0.12123,0.18493
1990,Lower Saxony,Rural regions,Somewhat concerned,0.40564,214,492,0.36221,0.44907
1990,Lower Saxony,Rural regions,Not concerned at all,0.44128,205,492,0.39736,0.48520
1990,Bremen,Urban regions,Somewhat concerned,0.27851,31,81,0.18028,0.37674
1990,Bremen,Urban regions,Not concerned at all,0.53083,50,81,0.42147,0.64019
1990,North Rhine-Westphalia,Urban regions,Very concerned,0.12572,396,2453,0.11259,0.13884
1990,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.41166,1032,2453,0.39218,0.43114
1990,North Rhine-Westphalia,Urban regions,Not concerned at all,0.46263,1025,2453,0.44289,0.48236
1990,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.50296,36,36,0.33731,0.66861
1990,Hesse,Urban regions,Very concerned,0.10267,101,842,0.08215,0.12318
1990,Hesse,Urban regions,Somewhat concerned,0.37538,356,842,0.34265,0.40811
1990,Hesse,Urban regions,Not concerned at all,0.52195,385,842,0.48819,0.55571
1990,Hesse,Rural regions,Somewhat concerned,0.40471,54,100,0.30802,0.50139
1990,Hesse,Rural regions,Not concerned at all,0.43171,46,100,0.33414,0.52928
1990,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.15194,93,558,0.12213,0.18175
1990,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.43763,248,558,0.39643,0.47883
1990,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.41043,217,558,0.36957,0.45128
1990,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.36051,41,93,0.26239,0.45862
1990,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.49146,52,93,0.38930,0.59361
1990,Baden-Wuerttemberg,Urban regions,Very concerned,0.11285,238,1537,0.09702,0.12867
1990,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.44526,681,1537,0.42040,0.47011
1990,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.44190,618,1537,0.41706,0.46673
1990,Baden-Wuerttemberg,Rural regions,Very concerned,0.12797,40,234,0.08508,0.17087
1990,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.35770,84,234,0.29615,0.41925
1990,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.51432,110,234,0.45015,0.57850
1990,Bavaria,Urban regions,Very concerned,0.09532,113,822,0.07523,0.11541
1990,Bavaria,Urban regions,Somewhat concerned,0.40209,353,822,0.36855,0.43563
1990,Bavaria,Urban regions,Not concerned at all,0.50258,356,822,0.46838,0.53679
1990,Bavaria,Rural regions,Very concerned,0.13653,113,751,0.11195,0.16110
1990,Bavaria,Rural regions,Somewhat concerned,0.45957,366,751,0.42390,0.49524
1990,Bavaria,Rural regions,Not concerned at all,0.40391,272,751,0.36879,0.43902
1990,Berlin,Urban regions,Very concerned,0.17001,144,599,0.13990,0.20012
1990,Berlin,Urban regions,Somewhat concerned,0.45895,298,599,0.41901,0.49889
1990,Berlin,Urban regions,Not concerned at all,0.37104,157,599,0.33232,0.40976
1990,Brandenburg,Urban regions,Somewhat concerned,0.67272,45,45,0.53407,0.81137
1990,Brandenburg,Rural regions,Very concerned,0.29886,213,653,0.26373,0.33400
1990,Brandenburg,Rural regions,Somewhat concerned,0.58753,380,653,0.54974,0.62531
1990,Brandenburg,Rural regions,Not concerned at all,0.11361,60,653,0.08925,0.13797
1990,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.32597,156,449,0.28256,0.36937
1990,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.51748,239,449,0.47121,0.56375
