"plh0033","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","16-34 Jahre alt","1068","0.213288855994444","0.201398221531721","0.225179490457166"
"Grosse Sorgen","1984","35-65 Jahre alt","1331","0.193378304649413","0.183602485823243","0.203154123475582"
"Grosse Sorgen","1984","66 und älter","134","0.105314053187787","0.0883516945171918","0.122276411858383"
"Einige Sorgen","1984","16-34 Jahre alt","2153","0.476001748682294","0.461504603511585","0.490498893853002"
"Einige Sorgen","1984","35-65 Jahre alt","2696","0.429624191609825","0.417371281900569","0.441877101319081"
"Einige Sorgen","1984","66 und älter","382","0.302037024371047","0.276665062228152","0.327408986513942"
"Keine Sorgen","1984","16-34 Jahre alt","1338","0.310709395323262","0.29727581837684","0.324142972269684"
"Keine Sorgen","1984","35-65 Jahre alt","2243","0.376997503740762","0.365001724873334","0.38899328260819"
"Keine Sorgen","1984","66 und älter","742","0.592648922441166","0.565497602036411","0.619800242845921"
"Grosse Sorgen","1985","16-34 Jahre alt","912","0.201247697066758","0.189025919478023","0.213469474655492"
"Grosse Sorgen","1985","35-65 Jahre alt","1189","0.196254633038547","0.185941415426742","0.206567850650353"
"Grosse Sorgen","1985","66 und älter","144","0.133788750202545","0.113560638108701","0.15401686229639"
"Einige Sorgen","1985","16-34 Jahre alt","2012","0.493603761130729","0.478363327616018","0.508844194645439"
"Einige Sorgen","1985","35-65 Jahre alt","2550","0.438270450234692","0.42538618337039","0.451154717098994"
"Einige Sorgen","1985","66 und älter","332","0.313488155856263","0.285922506401018","0.341053805311508"
"Keine Sorgen","1985","16-34 Jahre alt","1210","0.305148541802514","0.291111858837248","0.31918522476778"
"Keine Sorgen","1985","35-65 Jahre alt","1958","0.365474916726761","0.352970075940625","0.377979757512897"
"Keine Sorgen","1985","66 und älter","612","0.552723093941192","0.523178659132301","0.582267528750082"
"Grosse Sorgen","1986","16-34 Jahre alt","805","0.184033008489225","0.172098494508068","0.195967522470383"
"Grosse Sorgen","1986","35-65 Jahre alt","981","0.160210128942358","0.150434154655017","0.1699861032297"
"Grosse Sorgen","1986","66 und älter","89","0.0863933071927754","0.0691011649455517","0.103685449439999"
"Einige Sorgen","1986","16-34 Jahre alt","1863","0.46289766612365","0.447541189084424","0.478254143162875"
"Einige Sorgen","1986","35-65 Jahre alt","2288","0.416624734452146","0.403485311873122","0.429764157031169"
"Einige Sorgen","1986","66 und älter","262","0.248633754826502","0.222030486296553","0.27523702335645"
"Keine Sorgen","1986","16-34 Jahre alt","1382","0.353069325387125","0.338350286751237","0.367788364023013"
"Keine Sorgen","1986","35-65 Jahre alt","2139","0.423165136605496","0.409997420940783","0.43633285227021"
"Keine Sorgen","1986","66 und älter","663","0.664972937980723","0.635921271905247","0.694024604056199"
"Grosse Sorgen","1987","16-34 Jahre alt","757","0.179440810153063","0.167537482389597","0.19134413791653"
"Grosse Sorgen","1987","35-65 Jahre alt","947","0.162504317763056","0.15257238211595","0.172436253410162"
"Grosse Sorgen","1987","66 und älter","85","0.0772716825806433","0.0611360004407709","0.0934073647205157"
"Einige Sorgen","1987","16-34 Jahre alt","2028","0.507392673670182","0.491883975134742","0.522901372205621"
"Einige Sorgen","1987","35-65 Jahre alt","2441","0.461218342828737","0.447797807408914","0.47463887824856"
"Einige Sorgen","1987","66 und älter","291","0.2697814342863","0.242960575098921","0.296602293473678"
