year,bula_h,sampreg,plh0189,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,East,Disagree completely,0.6,18165,0.5928756706024945,0.6071243293975055
1990,Berlin,East,Disagree,0.1694915254237288,18165,0.1640353993286428,0.1749476515188148
1990,Berlin,East,Agree completely,0.13898305084745763,18165,0.13395238882417182,0.14401371287074344
1990,Berlin,East,Agree,0.09152542372881356,18165,0.08733203007725705,0.09571881738037007
1990,Brandenburg,East,Disagree completely,0.5939226519337016,18165,0.5867808517187006,0.6010644521487026
1990,Brandenburg,East,Disagree,0.212707182320442,18165,0.20675607760293013,0.21865828703795387
1990,Brandenburg,East,Agree completely,0.1132596685082873,18165,0.10865101302161789,0.1178683239949567
1990,Brandenburg,East,Agree,0.08011049723756906,18165,0.07616273566397297,0.08405825881116516
1990,Mecklenburg-Western Pomerania,East,Disagree completely,0.6415841584158416,18165,0.6346105302882198,0.6485577865434634
1990,Mecklenburg-Western Pomerania,East,Disagree,0.22772277227722773,18165,0.22162419942982065,0.23382134512463482
1990,Mecklenburg-Western Pomerania,East,Agree,0.0891089108910891,18165,0.084965746505383,0.09325207527679522
1990,Mecklenburg-Western Pomerania,East,Agree completely,0.041584158415841586,18165,0.03868094260518949,0.04448737422649368
1990,Saxony,East,Disagree completely,0.6048448145344436,18165,0.5977352304687676,0.6119543986001196
1990,Saxony,East,Disagree,0.21044663133989402,18165,0.20451874176727075,0.2163745209125173
1990,Saxony,East,Agree,0.09538228614685844,18165,0.091110546477275,0.09965402581644188
1990,Saxony,East,Agree completely,0.08932626797880394,18165,0.08517854855983034,0.09347398739777754
1990,Saxony-Anhalt,East,Disagree completely,0.6382978723404256,18165,0.6313103115309893,0.6452854331498619
1990,Saxony-Anhalt,East,Disagree,0.18773466833541927,18165,0.18205582917017063,0.1934135075006679
1990,Saxony-Anhalt,East,Agree,0.0951188986232791,18165,0.09085244002366391,0.0993853572228943
1990,Saxony-Anhalt,East,Agree completely,0.07884856070087609,18165,0.07492933050195746,0.08276779089979472
1990,Thuringa,East,Disagree completely,0.6585695006747638,18165,0.6516736105373074,0.6654653908122202
1990,Thuringa,East,Disagree,0.18353576248313092,18165,0.17790629514413853,0.1891652298221233
1990,Thuringa,East,Agree,0.08097165991902834,18165,0.07700459467223342,0.08493872516582326
1990,Thuringa,East,Agree completely,0.07692307692307693,18165,0.07304795259355167,0.08079820125260219
1991,Schleswig-Holstein,West,Disagree completely,1.0,17756,1.0,1.0
1991,Lower Saxony,West,Agree,1.0,17756,1.0,1.0
1991,North Rhine-Westphalia,West,Disagree completely,0.7142857142857143,17756,0.7076408599789045,0.7209305685925241
1991,North Rhine-Westphalia,West,Disagree,0.2857142857142857,17756,0.27906943140747587,0.29235914002109553
1991,Hesse,West,Disagree completely,0.8,17756,0.7941163951877405,0.8058836048122596
1991,Hesse,West,Disagree,0.2,17756,0.19411639518774046,0.20588360481225956
1991,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.6666666666666666,17756,0.6597327718990491,0.6736005614342842
1991,"Rhineland-Palatinate, Saarland",West,Agree,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,Baden-Wuerttemberg,West,Disagree,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Baden-Wuerttemberg,West,Agree,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Baden-Wuerttemberg,West,Disagree completely,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Bavaria,West,Disagree completely,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Bavaria,West,Disagree,0.375,17756,0.3678790301707665,0.3821209698292335
1991,Bavaria,West,Agree completely,0.125,17756,0.12013545151693072,0.12986454848306928
1991,Berlin,West,Agree completely,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,Berlin,West,Disagree completely,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,Berlin,West,Disagree,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,Berlin,East,Disagree completely,0.620817843866171,17756,0.6136812736254764,0.6279544141068656
1991,Berlin,East,Disagree,0.21189591078066913,17756,0.20588505121497128,0.217906770346367
1991,Berlin,East,Agree,0.08921933085501858,17756,0.08502637889854209,0.09341228281149508
1991,Berlin,East,Agree completely,0.07806691449814127,17756,0.07412082699860843,0.0820130019976741
1991,Brandenburg,East,Disagree completely,0.5952380952380952,17756,0.5880182368748993,0.6024579536012912
1991,Brandenburg,East,Disagree,0.24553571428571427,17756,0.2392048911339785,0.2518665374374501
1991,Brandenburg,East,Agree,0.09226190476190477,17756,0.08800518565936118,0.09651862386444836
1991,Brandenburg,East,Agree completely,0.06696428571428571,17756,0.06328761905008694,0.07064095237848449
1991,Mecklenburg-Western Pomerania,East,Disagree completely,0.6089743589743589,17756,0.6017966536455989,0.616152064303119
1991,Mecklenburg-Western Pomerania,East,Disagree,0.22435897435897437,17756,0.2182229706683154,0.23049497804963334
1991,Mecklenburg-Western Pomerania,East,Agree,0.10042735042735043,17756,0.0960062780276567,0.10484842282704417
1991,Mecklenburg-Western Pomerania,East,Agree completely,0.06623931623931624,17756,0.06258118556169343,0.06989744691693905
1991,Saxony,East,Disagree completely,0.552999178307313,17756,0.5456861053362144,0.5603122512784117
1991,Saxony,East,Disagree,0.27280197206244866,17756,0.26625057981958766,0.27935336430530966
1991,Saxony,East,Agree,0.08792111750205424,17756,0.08375581734040796,0.09208641766370051
1991,Saxony,East,Agree completely,0.08627773212818406,17756,0.08214782801835598,0.09040763623801214
1991,Saxony-Anhalt,East,Disagree completely,0.6079182630906769,17756,0.6007371063633693,0.6150994198179844
1991,Saxony-Anhalt,East,Disagree,0.2120051085568327,17756,0.20599311692855468,0.2180171001851107
1991,Saxony-Anhalt,East,Agree,0.09323116219667944,17756,0.08895442715031648,0.0975078972430424
1991,Saxony-Anhalt,East,Agree completely,0.08684546615581099,17756,0.08270328376206236,0.09098764854955961
1991,Thuringa,East,Disagree completely,0.5910404624277457,17756,0.5838088976553346,0.5982720272001567
1991,Thuringa,East,Disagree,0.2384393063583815,17756,0.2321713684090359,0.2447072443077271
1991,Thuringa,East,Agree completely,0.08526011560693642,17756,0.08115235363979006,0.08936787757408277
1991,Thuringa,East,Agree,0.08526011560693642,17756,0.08115235363979006,0.08936787757408277
1992,Schleswig-Holstein,West,Disagree completely,0.5371900826446281,17350,0.5297706336550609,0.5446095316341952
1992,Schleswig-Holstein,West,Disagree,0.26859504132231404,17350,0.2619997455401812,0.2751903371044469
1992,Schleswig-Holstein,West,Agree,0.11983471074380166,17350,0.11500212279571544,0.12466729869188788
1992,Schleswig-Holstein,West,Agree completely,0.0743801652892562,17350,0.07047579294817262,0.07828453763033978
1992,Hamburg,West,Disagree completely,0.6814159292035398,17350,0.6744828765054729,0.6883489819016066
1992,Hamburg,West,Disagree,0.22123893805309736,17350,0.21506248380533194,0.22741539230086277
1992,Hamburg,West,Agree,0.07079646017699115,17350,0.06697994027584958,0.07461298007813272
1992,Hamburg,West,Agree completely,0.02654867256637168,17350,0.024156542122350928,0.028940803010392434
1992,Lower Saxony,West,Disagree completely,0.5473053892215569,17350,0.5398987045388943,0.5547120739042195
1992,Lower Saxony,West,Disagree,0.2778443113772455,17350,0.2711789683525122,0.28450965440197884
1992,Lower Saxony,West,Agree,0.12574850299401197,17350,0.12081476666619743,0.13068223932182652
1992,Lower Saxony,West,Agree completely,0.04910179640718563,17350,0.04588649244359126,0.052317100370779995
1992,Bremen,West,Disagree completely,0.6206896551724138,17350,0.613469593137957,0.6279097172068706
1992,Bremen,West,Disagree,0.16091954022988506,17350,0.1554517414081067,0.16638733905166342
1992,Bremen,West,Agree,0.12643678160919541,17350,0.12149150921947205,0.13138205399891878
1992,Bremen,West,Agree completely,0.09195402298850575,17350,0.08765424909695829,0.0962537968800532
1992,North Rhine-Westphalia,West,Disagree completely,0.5601703940362087,17350,0.5527844053608008,0.5675563827116167
1992,North Rhine-Westphalia,West,Disagree,0.2731629392971246,17350,0.26653260001830936,0.27979327857593983
