year,age_gr,bula_h,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Schleswig-Holstein,Agree,0.45336,51,86,0.34753,0.55919
2003,17-29 y.,Schleswig-Holstein,Disagree,0.35231,35,86,0.25076,0.45386
2003,17-29 y.,Lower Saxony,Agree,0.48288,172,293,0.42556,0.54019
2003,17-29 y.,Lower Saxony,Disagree,0.36980,121,293,0.31443,0.42517
2003,17-29 y.,North Rhine-Westphalia,Strongly agree,0.06533,55,772,0.04789,0.08277
2003,17-29 y.,North Rhine-Westphalia,Agree,0.52357,390,772,0.48831,0.55882
2003,17-29 y.,North Rhine-Westphalia,Disagree,0.34009,286,772,0.30665,0.37353
2003,17-29 y.,North Rhine-Westphalia,Strongly disagree,0.05725,41,772,0.04085,0.07365
2003,17-29 y.,Hesse,Agree,0.48102,129,224,0.41544,0.54660
2003,17-29 y.,Hesse,Disagree,0.42373,95,224,0.35887,0.48859
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Agree,0.50968,118,203,0.44074,0.57862
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Disagree,0.35202,85,203,0.28616,0.41789
2003,17-29 y.,Baden-Wuerttemberg,Strongly agree,0.08581,48,500,0.06124,0.11039
2003,17-29 y.,Baden-Wuerttemberg,Agree,0.56620,297,500,0.52272,0.60969
2003,17-29 y.,Baden-Wuerttemberg,Disagree,0.31705,155,500,0.27622,0.35788
2003,17-29 y.,Bavaria,Strongly agree,0.05008,33,536,0.03160,0.06856
2003,17-29 y.,Bavaria,Agree,0.54822,305,536,0.50605,0.59039
2003,17-29 y.,Bavaria,Disagree,0.33886,198,536,0.29876,0.37897
2003,17-29 y.,Berlin,Agree,0.59435,101,151,0.51577,0.67293
2003,17-29 y.,Berlin,Disagree,0.30256,50,151,0.22904,0.37607
2003,17-29 y.,Brandenburg,Agree,0.39859,87,172,0.32520,0.47197
2003,17-29 y.,Brandenburg,Disagree,0.52886,85,172,0.45404,0.60368
2003,17-29 y.,Mecklenburg-Western Pomerania,Agree,0.38016,40,94,0.28150,0.47882
2003,17-29 y.,Mecklenburg-Western Pomerania,Disagree,0.53141,54,94,0.42998,0.63283
2003,17-29 y.,Saxony,Agree,0.52375,162,288,0.46597,0.58153
2003,17-29 y.,Saxony,Disagree,0.43257,126,288,0.37525,0.48989
2003,17-29 y.,Saxony-Anhalt,Agree,0.45815,85,155,0.37945,0.53684
2003,17-29 y.,Saxony-Anhalt,Disagree,0.36120,70,155,0.28534,0.43707
2003,17-29 y.,Thuringa,Agree,0.47233,99,192,0.40153,0.54313
2003,17-29 y.,Thuringa,Disagree,0.41793,93,192,0.34798,0.48787
2003,30-45 y.,Schleswig-Holstein,Agree,0.64090,111,163,0.56702,0.71477
2003,30-45 y.,Schleswig-Holstein,Disagree,0.26689,52,163,0.19877,0.33500
2003,30-45 y.,Hamburg,Agree,0.68661,55,55,0.56288,0.81033
2003,30-45 y.,Lower Saxony,Agree,0.54764,360,597,0.50768,0.58760
2003,30-45 y.,Lower Saxony,Disagree,0.34647,206,597,0.30826,0.38467
2003,30-45 y.,Lower Saxony,Strongly disagree,0.05029,31,597,0.03274,0.06783
2003,30-45 y.,North Rhine-Westphalia,Strongly agree,0.03886,71,1485,0.02902,0.04869
2003,30-45 y.,North Rhine-Westphalia,Agree,0.54054,827,1485,0.51519,0.56590
2003,30-45 y.,North Rhine-Westphalia,Disagree,0.36632,503,1485,0.34181,0.39084
2003,30-45 y.,North Rhine-Westphalia,Strongly disagree,0.05046,84,1485,0.03933,0.06160
2003,30-45 y.,Hesse,Agree,0.53089,274,457,0.48509,0.57670
2003,30-45 y.,Hesse,Disagree,0.38067,183,457,0.33610,0.42523
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Agree,0.56912,253,395,0.52022,0.61802
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Disagree,0.30587,142,395,0.26037,0.35137
2003,30-45 y.,Baden-Wuerttemberg,Strongly agree,0.05302,55,927,0.03859,0.06745
2003,30-45 y.,Baden-Wuerttemberg,Agree,0.57267,544,927,0.54080,0.60453
2003,30-45 y.,Baden-Wuerttemberg,Disagree,0.33072,290,927,0.30042,0.36102
2003,30-45 y.,Baden-Wuerttemberg,Strongly disagree,0.03943,38,927,0.02690,0.05197
2003,30-45 y.,Bavaria,Strongly agree,0.03858,56,1015,0.02672,0.05043
2003,30-45 y.,Bavaria,Agree,0.56842,588,1015,0.53793,0.59890
2003,30-45 y.,Bavaria,Disagree,0.32905,330,1015,0.30013,0.35797
2003,30-45 y.,Bavaria,Strongly disagree,0.06031,41,1015,0.04565,0.07496
2003,30-45 y.,Berlin,Agree,0.46321,108,191,0.39230,0.53411
2003,30-45 y.,Berlin,Disagree,0.34743,83,191,0.27973,0.41514
2003,30-45 y.,Brandenburg,Agree,0.46770,113,216,0.40100,0.53439
2003,30-45 y.,Brandenburg,Disagree,0.44454,103,216,0.37811,0.51096
2003,30-45 y.,Mecklenburg-Western Pomerania,Agree,0.48045,82,144,0.39856,0.56233
