year,bula_h,pgisced97,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,Upper Secondary Level,Somewhat concerned,0.35294,222,610,0.31498,0.39089
1984,Bavaria,Upper Secondary Level,Not concerned at all,0.50923,296,610,0.46952,0.54893
1984,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.60654,49,49,0.46834,0.74474
1984,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.72228,73,73,0.61883,0.82574
1984,Berlin,Upper Secondary Level,Somewhat concerned,0.30059,38,94,0.20740,0.39378
1984,Berlin,Upper Secondary Level,Not concerned at all,0.52117,56,94,0.41964,0.62270
1985,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.63415,77,77,0.52586,0.74244
1985,Hamburg,Upper Secondary Level,Not concerned at all,0.58237,43,43,0.43322,0.73152
1985,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.28280,31,88,0.18816,0.37743
1985,Lower Saxony,Lower Secondary Level,Not concerned at all,0.49356,57,88,0.38851,0.59862
1985,Lower Saxony,Upper Secondary Level,Very concerned,0.15027,51,308,0.11030,0.19024
1985,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.34342,104,308,0.29030,0.39654
1985,Lower Saxony,Upper Secondary Level,Not concerned at all,0.50631,153,308,0.45038,0.56224
1985,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.78414,42,42,0.65820,0.91007
1985,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.37081,47,90,0.27046,0.47116
1985,North Rhine-Westphalia,Primary Level,Not concerned at all,0.34746,43,90,0.24853,0.44639
1985,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.19190,77,336,0.14973,0.23407
1985,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.27939,100,336,0.23134,0.32744
1985,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.52870,159,336,0.47525,0.58216
1985,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.13491,107,765,0.11069,0.15914
1985,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.30617,248,765,0.27349,0.33886
1985,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.55892,410,765,0.52371,0.59412
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.66699,31,31,0.49835,0.83564
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.68171,67,67,0.56933,0.79409
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.76395,130,130,0.69067,0.83723
1985,Hesse,Lower Secondary Level,Somewhat concerned,0.24706,47,122,0.17021,0.32391
1985,Hesse,Lower Secondary Level,Not concerned at all,0.61564,75,122,0.52896,0.70231
1985,Hesse,Upper Secondary Level,Very concerned,0.09334,32,315,0.06117,0.12552
1985,Hesse,Upper Secondary Level,Somewhat concerned,0.29349,108,315,0.24312,0.34386
1985,Hesse,Upper Secondary Level,Not concerned at all,0.61317,175,315,0.55930,0.66703
1985,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.80802,47,47,0.69420,0.92184
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.34687,33,70,0.23456,0.45918
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.44092,37,70,0.32377,0.55807
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.15689,33,203,0.10673,0.20704
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.29920,61,203,0.23605,0.36235
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.54391,109,203,0.47522,0.61260
1985,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.29456,47,117,0.21161,0.37752
1985,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.55606,70,117,0.46564,0.64647
1985,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.12517,55,339,0.08989,0.16044
1985,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.33504,123,339,0.28471,0.38536
1985,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.53980,161,339,0.48666,0.59294
1985,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.08914,75,580,0.06593,0.11235
1985,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.28682,166,580,0.24998,0.32366
1985,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.62405,339,580,0.58459,0.66350
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.72382,52,52,0.60111,0.84653
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.69660,61,61,0.58027,0.81292
1985,Bavaria,Lower Secondary Level,Very concerned,0.12161,38,252,0.08118,0.16205
1985,Bavaria,Lower Secondary Level,Somewhat concerned,0.36798,92,252,0.30831,0.42764
1985,Bavaria,Lower Secondary Level,Not concerned at all,0.51041,122,252,0.44857,0.57225
1985,Bavaria,Upper Secondary Level,Very concerned,0.09803,61,574,0.07369,0.12238
1985,Bavaria,Upper Secondary Level,Somewhat concerned,0.31930,187,574,0.28113,0.35748
1985,Bavaria,Upper Secondary Level,Not concerned at all,0.58266,326,574,0.54229,0.62304
1985,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.66784,52,52,0.53858,0.79711
1985,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.74976,72,72,0.64900,0.85051
1985,Berlin,Upper Secondary Level,Somewhat concerned,0.33295,35,88,0.23392,0.43198
1985,Berlin,Upper Secondary Level,Not concerned at all,0.53496,53,88,0.43015,0.63977
1986,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.31655,36,97,0.22350,0.40959
1986,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.56845,61,97,0.46937,0.66753
1986,Hamburg,Upper Secondary Level,Not concerned at all,0.58432,42,42,0.43346,0.73518
1986,Lower Saxony,Lower Secondary Level,Not concerned at all,0.56981,58,58,0.44128,0.69835
1986,Lower Saxony,Upper Secondary Level,Very concerned,0.15806,50,310,0.11739,0.19874
1986,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.30548,99,310,0.25412,0.35683
1986,Lower Saxony,Upper Secondary Level,Not concerned at all,0.53646,161,310,0.48086,0.59206
1986,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.73697,46,46,0.60834,0.86561
1986,North Rhine-Westphalia,Primary Level,Very concerned,0.26571,36,127,0.18858,0.34283
1986,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.43646,51,127,0.34987,0.52306
1986,North Rhine-Westphalia,Primary Level,Not concerned at all,0.29783,40,127,0.21798,0.37768
1986,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.17532,61,294,0.13178,0.21886
1986,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.31644,97,294,0.26319,0.36969
1986,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.50824,136,294,0.45100,0.56549
1986,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.15728,120,725,0.13076,0.18380
1986,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.26648,203,725,0.23427,0.29868
1986,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.57625,402,725,0.54025,0.61224
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.55215,33,33,0.37986,0.72445
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.72023,63,63,0.60849,0.83196
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.21876,33,144,0.15100,0.28652
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.70877,111,144,0.63430,0.78324
1986,Hesse,Lower Secondary Level,Somewhat concerned,0.26127,33,110,0.17879,0.34375
1986,Hesse,Lower Secondary Level,Not concerned at all,0.63518,77,110,0.54481,0.72555
1986,Hesse,Upper Secondary Level,Very concerned,0.10496,32,289,0.06956,0.14036
1986,Hesse,Upper Secondary Level,Somewhat concerned,0.25882,76,289,0.20823,0.30940
1986,Hesse,Upper Secondary Level,Not concerned at all,0.63622,181,289,0.58066,0.69178
1986,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.70228,42,42,0.56231,0.84224
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.36152,31,69,0.24733,0.47571
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.45676,38,69,0.33837,0.57516
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.17997,39,213,0.12826,0.23169
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.30919,68,213,0.24698,0.37140
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.51084,106,213,0.44354,0.57813
1986,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.46764,50,100,0.36936,0.56593
1986,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.38350,50,100,0.28771,0.47928
1986,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.09071,50,346,0.06041,0.12102
1986,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.34168,133,346,0.29163,0.39173
1986,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.56761,163,346,0.51533,0.61988
1986,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.06896,52,577,0.04827,0.08966
1986,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.28846,176,577,0.25147,0.32546
1986,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.64257,349,577,0.60344,0.68171
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.65317,40,40,0.50379,0.80255
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.76346,71,71,0.66391,0.86302
1986,Bavaria,Lower Secondary Level,Very concerned,0.10982,32,240,0.07018,0.14946
1986,Bavaria,Lower Secondary Level,Somewhat concerned,0.33190,86,240,0.27220,0.39160
1986,Bavaria,Lower Secondary Level,Not concerned at all,0.55828,122,240,0.49532,0.62124
1986,Bavaria,Upper Secondary Level,Very concerned,0.11863,66,513,0.09062,0.14664
1986,Bavaria,Upper Secondary Level,Somewhat concerned,0.29640,155,513,0.25685,0.33596
1986,Bavaria,Upper Secondary Level,Not concerned at all,0.58497,292,513,0.54228,0.62765
1986,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.61026,43,43,0.46276,0.75775
1986,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.70382,69,69,0.59530,0.81234
1986,Berlin,Upper Secondary Level,Not concerned at all,0.62835,64,64,0.50902,0.74768
1987,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.36857,41,101,0.27402,0.46312
1987,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.50889,60,101,0.41091,0.60687
1987,Hamburg,Upper Secondary Level,Not concerned at all,0.54915,31,31,0.37109,0.72721
1987,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.36301,50,101,0.26876,0.45726
1987,Lower Saxony,Lower Secondary Level,Not concerned at all,0.49996,51,101,0.40196,0.59796
1987,Lower Saxony,Upper Secondary Level,Very concerned,0.14309,46,328,0.10513,0.18104
1987,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.32971,106,328,0.27875,0.38066
1987,Lower Saxony,Upper Secondary Level,Not concerned at all,0.52721,176,328,0.47309,0.58132
1987,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.69764,40,40,0.55349,0.84178
1987,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.45437,52,92,0.35206,0.55667
1987,North Rhine-Westphalia,Primary Level,Not concerned at all,0.29230,40,92,0.19885,0.38575
1987,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.16587,56,306,0.12413,0.20762
1987,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.33084,115,306,0.27803,0.38365
1987,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.50329,135,306,0.44717,0.55940
1987,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.11300,98,752,0.09036,0.13565
1987,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.32609,254,752,0.29257,0.35962
1987,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.56090,400,752,0.52541,0.59640
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.66467,62,62,0.54619,0.78314
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.17930,33,152,0.11812,0.24049
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.71740,119,152,0.64558,0.78922
1987,Hesse,Primary Level,Not concerned at all,0.78969,34,34,0.65064,0.92873
1987,Hesse,Lower Secondary Level,Somewhat concerned,0.29832,45,126,0.21812,0.37853
1987,Hesse,Lower Secondary Level,Not concerned at all,0.61697,81,126,0.53175,0.70219
1987,Hesse,Upper Secondary Level,Somewhat concerned,0.30732,96,267,0.25187,0.36277
1987,Hesse,Upper Secondary Level,Not concerned at all,0.62176,171,267,0.56348,0.68004
1987,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.76664,48,48,0.64571,0.88756
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.35602,34,78,0.24907,0.46297
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.50528,44,78,0.39360,0.61695
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.30812,67,183,0.24104,0.37520
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.57799,116,183,0.50624,0.64974
1987,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.36300,49,102,0.26921,0.45678
1987,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.51831,53,102,0.42086,0.61576
1987,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.11233,53,347,0.07906,0.14560
1987,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.32574,126,347,0.27636,0.37513
1987,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.56193,168,347,0.50965,0.61421
1987,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.06596,43,569,0.04555,0.08637
1987,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.36597,217,569,0.32635,0.40558
1987,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.56807,309,569,0.52734,0.60881
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.65995,41,41,0.51314,0.80676
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.77744,64,64,0.67472,0.88016
1987,Bavaria,Lower Secondary Level,Somewhat concerned,0.37182,91,219,0.30766,0.43597
1987,Bavaria,Lower Secondary Level,Not concerned at all,0.54734,128,219,0.48126,0.61341
1987,Bavaria,Upper Secondary Level,Very concerned,0.07039,43,552,0.04903,0.09175
1987,Bavaria,Upper Secondary Level,Somewhat concerned,0.32859,182,552,0.28937,0.36781
1987,Bavaria,Upper Secondary Level,Not concerned at all,0.60103,327,552,0.56014,0.64191
1987,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.58636,37,37,0.42548,0.74724
1987,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.68378,66,66,0.57073,0.79682
1987,Berlin,Upper Secondary Level,Not concerned at all,0.65540,63,63,0.53710,0.77369
1988,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.47449,50,100,0.37613,0.57286
1988,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.46321,50,100,0.36498,0.56143
1988,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.38972,38,82,0.28351,0.49593
1988,Lower Saxony,Lower Secondary Level,Not concerned at all,0.38779,44,82,0.28167,0.49390
1988,Lower Saxony,Upper Secondary Level,Very concerned,0.14879,48,306,0.10885,0.18873
1988,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.35820,112,306,0.30439,0.41201
1988,Lower Saxony,Upper Secondary Level,Not concerned at all,0.49300,146,306,0.43689,0.54911
1988,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.66144,40,40,0.51292,0.80996
1988,North Rhine-Westphalia,Primary Level,Very concerned,0.37127,37,79,0.26405,0.47849
1988,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.37878,42,79,0.27113,0.48644
1988,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.19810,66,284,0.15166,0.24453
1988,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.33642,98,284,0.28137,0.39147
1988,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.46549,120,284,0.40737,0.52360
1988,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.14165,108,700,0.11580,0.16749
1988,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.32712,242,700,0.29234,0.36191
1988,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.53123,350,700,0.49424,0.56822
1988,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.61027,58,58,0.48366,0.73688
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.21311,36,148,0.14691,0.27931
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.69417,112,148,0.61968,0.76865
1988,Hesse,Lower Secondary Level,Somewhat concerned,0.33933,41,123,0.25531,0.42335
1988,Hesse,Lower Secondary Level,Not concerned at all,0.49297,82,123,0.40426,0.58169
1988,Hesse,Upper Secondary Level,Somewhat concerned,0.35873,95,244,0.29843,0.41904
1988,Hesse,Upper Secondary Level,Not concerned at all,0.55907,149,244,0.49665,0.62150
1988,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.73658,37,37,0.59269,0.88047
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.36450,36,71,0.25175,0.47725
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.38689,35,71,0.27279,0.50098
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.15307,35,209,0.10414,0.20200
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.33935,73,209,0.27500,0.40369
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.50758,101,209,0.43964,0.57553
1988,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.27931,40,90,0.18610,0.37252
1988,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.47793,50,90,0.37415,0.58171
1988,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.11594,54,330,0.08134,0.15053
1988,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.44672,149,330,0.39300,0.50044
1988,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.43734,127,330,0.38374,0.49095
1988,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.07454,59,553,0.05263,0.09645
1988,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.32581,186,553,0.28671,0.36491
1988,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.59965,308,553,0.55878,0.64053
1988,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.61254,37,37,0.45340,0.77168
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.78615,61,61,0.68240,0.88990
1988,Bavaria,Lower Secondary Level,Very concerned,0.14651,44,238,0.10148,0.19153
1988,Bavaria,Lower Secondary Level,Somewhat concerned,0.42041,89,238,0.35756,0.48325
1988,Bavaria,Lower Secondary Level,Not concerned at all,0.43309,105,238,0.37000,0.49617
1988,Bavaria,Upper Secondary Level,Very concerned,0.09399,55,514,0.06874,0.11924
1988,Bavaria,Upper Secondary Level,Somewhat concerned,0.35418,190,514,0.31279,0.39557
1988,Bavaria,Upper Secondary Level,Not concerned at all,0.55183,269,514,0.50880,0.59487
1988,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.55433,33,33,0.38212,0.72655
1988,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.74024,64,64,0.63196,0.84852
1988,Berlin,Upper Secondary Level,Not concerned at all,0.62301,54,54,0.49253,0.75348
1989,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.35950,40,101,0.26545,0.45355
1989,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.58651,61,101,0.48999,0.68303
1989,Hamburg,Upper Secondary Level,Not concerned at all,0.66305,36,36,0.50645,0.81964
1989,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.31890,33,89,0.22152,0.41627
1989,Lower Saxony,Lower Secondary Level,Not concerned at all,0.58353,56,89,0.48053,0.68653
1989,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.29110,89,269,0.23671,0.34548
1989,Lower Saxony,Upper Secondary Level,Not concerned at all,0.62309,180,269,0.56507,0.68111
1989,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.76733,40,40,0.63471,0.89994
1989,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.31122,32,73,0.20427,0.41816
1989,North Rhine-Westphalia,Primary Level,Not concerned at all,0.50306,41,73,0.38757,0.61855
1989,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.18326,53,284,0.13818,0.22833
1989,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.30158,93,284,0.24811,0.35505
1989,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.51516,138,284,0.45693,0.57339
1989,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.09286,72,713,0.07154,0.11418
1989,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.26979,213,713,0.23718,0.30239
1989,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.63735,428,713,0.60204,0.67266
1989,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.70397,34,34,0.54822,0.85973
1989,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.76279,71,71,0.66314,0.86244
1989,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.21864,39,157,0.15378,0.28350
1989,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.75415,118,157,0.68658,0.82172
1989,Hesse,Lower Secondary Level,Somewhat concerned,0.30847,41,129,0.22845,0.38848
1989,Hesse,Lower Secondary Level,Not concerned at all,0.61344,88,129,0.52908,0.69781
1989,Hesse,Upper Secondary Level,Somewhat concerned,0.28574,80,265,0.23125,0.34024
