"plh0042","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1984","17-29","(noch) kein Abschluss","25","","",""
"Grosse Sorgen","1984","17-29","Hauptschule","264","0.216342274714768","0.191762798942215","0.240921750487321"
"Grosse Sorgen","1984","17-29","Realschule","74","0.144349198916085","0.114513243042346","0.174185154789824"
"Grosse Sorgen","1984","17-29","(Fach-)Abitur","33","0.176235869071512","0.119944689650123","0.2325270484929"
"Grosse Sorgen","1984","17-29","AkademikerIn","13","","",""
"Grosse Sorgen","1984","30-45","(noch) kein Abschluss","87","0.348338078470287","0.291924394945931","0.404751761994643"
"Grosse Sorgen","1984","30-45","Hauptschule","366","0.200396982415724","0.180874068976631","0.219919895854816"
"Grosse Sorgen","1984","30-45","Realschule","32","0.0910514697225487","0.0620885985763455","0.120014340868752"
"Grosse Sorgen","1984","30-45","(Fach-)Abitur","34","0.157959491298742","0.0999811678532908","0.215937814744193"
"Grosse Sorgen","1984","30-45","AkademikerIn","28","","",""
"Grosse Sorgen","1984","46-65","(noch) kein Abschluss","78","0.331074386013677","0.273314050810388","0.388834721216965"
"Grosse Sorgen","1984","46-65","Hauptschule","256","0.191267736136776","0.169499533767812","0.213035938505739"
"Grosse Sorgen","1984","46-65","Realschule","21","","",""
"Grosse Sorgen","1984","46-65","(Fach-)Abitur","7","","",""
"Grosse Sorgen","1984","46-65","AkademikerIn","12","","",""
"Grosse Sorgen","1984","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1984","66","Hauptschule","","","",""
"Grosse Sorgen","1984","66","Realschule","","","",""
"Grosse Sorgen","1984","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1984","66","AkademikerIn","","","",""
"Einige Sorgen","1984","17-29","(noch) kein Abschluss","39","0.446117649781166","0.345090038930808","0.547145260631524"
"Einige Sorgen","1984","17-29","Hauptschule","379","0.353193786460202","0.324661778955334","0.38172579396507"
"Einige Sorgen","1984","17-29","Realschule","161","0.306121010733802","0.266994337405184","0.34524768406242"
"Einige Sorgen","1984","17-29","(Fach-)Abitur","54","0.247262238876012","0.18352510837706","0.310999369374964"
"Einige Sorgen","1984","17-29","AkademikerIn","20","","",""
"Einige Sorgen","1984","30-45","(noch) kein Abschluss","97","0.33311338260164","0.277305589213766","0.388921175989513"
"Einige Sorgen","1984","30-45","Hauptschule","555","0.348215123271775","0.324980385153504","0.371449861390047"
"Einige Sorgen","1984","30-45","Realschule","120","0.315722874185327","0.268928082187826","0.362517666182828"
"Einige Sorgen","1984","30-45","(Fach-)Abitur","52","0.321913006493768","0.247638758014647","0.39618725497289"
"Einige Sorgen","1984","30-45","AkademikerIn","66","0.208881271160654","0.164411370558735","0.253351171762574"
"Einige Sorgen","1984","46-65","(noch) kein Abschluss","74","0.287679111095635","0.232118117322097","0.343240104869173"
"Einige Sorgen","1984","46-65","Hauptschule","384","0.299873233605075","0.274512809334437","0.325233657875713"
"Einige Sorgen","1984","46-65","Realschule","57","0.27831059769786","0.216659600163172","0.339961595232549"
"Einige Sorgen","1984","46-65","(Fach-)Abitur","15","","",""
"Einige Sorgen","1984","46-65","AkademikerIn","37","0.20422591752844","0.142147461494181","0.266304373562699"
