"plh0042","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1984","66 und älter","Hessen","","","",""
"Grosse Sorgen","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Grosse Sorgen","1984","66 und älter","Bayern","","","",""
"Grosse Sorgen","1984","66 und älter","Saarland","","","",""
"Grosse Sorgen","1984","66 und älter","Berlin","","","",""
"Grosse Sorgen","1984","66 und älter","Brandenburg","","","",""
"Grosse Sorgen","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","66 und älter","Sachsen","","","",""
"Grosse Sorgen","1984","66 und älter","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","66 und älter","Thueringen","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Hamburg","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Niedersachsen","85","0.348707330556681","0.289868171876996","0.407546489236367"
"Einige Sorgen","1984","16-34 Jahre alt","Bremen","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Nordrhein-Westfalen","221","0.302479356356557","0.268668873254222","0.336289839458891"
"Einige Sorgen","1984","16-34 Jahre alt","Hessen","100","0.300645480533259","0.250247798315916","0.351043162750602"
"Einige Sorgen","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","74","0.357340649721995","0.290591287176134","0.424090012267855"
"Einige Sorgen","1984","16-34 Jahre alt","Baden-Wuerttemberg","185","0.301460614287776","0.263521195617117","0.339400032958435"
"Einige Sorgen","1984","16-34 Jahre alt","Bayern","175","0.359020731212307","0.316283422945686","0.401758039478928"
"Einige Sorgen","1984","16-34 Jahre alt","Saarland","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Berlin","32","0.36166124282439","0.266532524561367","0.456789961087413"
"Einige Sorgen","1984","16-34 Jahre alt","Brandenburg","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Sachsen","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","Thueringen","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Schleswig-Holstein","40","0.294864355078164","0.216480993075153","0.373247717081176"
"Einige Sorgen","1984","35-65 Jahre alt","Hamburg","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Niedersachsen","109","0.283908862236607","0.23881098469743","0.329006739775783"
"Einige Sorgen","1984","35-65 Jahre alt","Bremen","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Nordrhein-Westfalen","314","0.294645722248781","0.266558321086649","0.322733123410912"
"Einige Sorgen","1984","35-65 Jahre alt","Hessen","103","0.25959914845217","0.217006369837285","0.302191927067055"
"Einige Sorgen","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","78","0.342921120237607","0.281839581439686","0.404002659035528"
"Einige Sorgen","1984","35-65 Jahre alt","Baden-Wuerttemberg","275","0.334084852971533","0.301860365918011","0.366309340025055"
"Einige Sorgen","1984","35-65 Jahre alt","Bayern","226","0.296795207484706","0.262952240996547","0.330638173972865"
"Einige Sorgen","1984","35-65 Jahre alt","Saarland","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Berlin","43","0.279682668144798","0.209022128268157","0.35034320802144"
"Einige Sorgen","1984","35-65 Jahre alt","Brandenburg","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Sachsen","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","35-65 Jahre alt","Thueringen","","","",""
"Einige Sorgen","1984","66 und älter","Schleswig-Holstein","","","",""
"Einige Sorgen","1984","66 und älter","Hamburg","","","",""
"Einige Sorgen","1984","66 und älter","Niedersachsen","","","",""
"Einige Sorgen","1984","66 und älter","Bremen","","","",""
"Einige Sorgen","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1984","66 und älter","Hessen","","","",""
"Einige Sorgen","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Einige Sorgen","1984","66 und älter","Bayern","","","",""
"Einige Sorgen","1984","66 und älter","Saarland","","","",""
"Einige Sorgen","1984","66 und älter","Berlin","","","",""
"Einige Sorgen","1984","66 und älter","Brandenburg","","","",""
"Einige Sorgen","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","66 und älter","Sachsen","","","",""
"Einige Sorgen","1984","66 und älter","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","66 und älter","Thueringen","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","Schleswig-Holstein","38","0.464381172796502","0.357087462457636","0.571674883135368"
"Keine Sorgen","1984","16-34 Jahre alt","Hamburg","37","0.546389977065508","0.429764950919153","0.663015003211863"
"Keine Sorgen","1984","16-34 Jahre alt","Niedersachsen","101","0.404147900537436","0.343559816221661","0.464735984853212"
"Keine Sorgen","1984","16-34 Jahre alt","Bremen","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","Nordrhein-Westfalen","348","0.519970495027153","0.483195866884691","0.556745123169616"
"Keine Sorgen","1984","16-34 Jahre alt","Hessen","148","0.526817611082025","0.471942051789498","0.581693170374552"
"Keine Sorgen","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","81","0.443884356085535","0.374680073363925","0.513088638807145"
"Keine Sorgen","1984","16-34 Jahre alt","Baden-Wuerttemberg","275","0.554086634082723","0.512991158063334","0.595182110102113"
"Keine Sorgen","1984","16-34 Jahre alt","Bayern","224","0.480913024060647","0.436400856230078","0.525425191891216"
"Keine Sorgen","1984","16-34 Jahre alt","Saarland","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","Berlin","35","0.432101111177669","0.334024996178027","0.53017722617731"
"Keine Sorgen","1984","16-34 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","Schleswig-Holstein","66","0.526915339052898","0.441089853501247","0.612740824604548"
"Keine Sorgen","1984","35-65 Jahre alt","Hamburg","55","0.61522789508105","0.519387125442911","0.71106866471919"
"Keine Sorgen","1984","35-65 Jahre alt","Niedersachsen","201","0.545560417300103","0.495758968013916","0.59536186658629"
"Keine Sorgen","1984","35-65 Jahre alt","Bremen","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","Nordrhein-Westfalen","459","0.496502028668566","0.465697312545649","0.527306744791484"
"Keine Sorgen","1984","35-65 Jahre alt","Hessen","231","0.608272490043653","0.560849163998335","0.655695816088971"
"Keine Sorgen","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","118","0.533348132068796","0.469152424199927","0.597543839937665"
"Keine Sorgen","1984","35-65 Jahre alt","Baden-Wuerttemberg","421","0.549019909448249","0.515024450780549","0.583015368115948"
"Keine Sorgen","1984","35-65 Jahre alt","Bayern","347","0.55468765614854","0.517870038051492","0.591505274245587"
"Keine Sorgen","1984","35-65 Jahre alt","Saarland","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","Berlin","65","0.491249565217421","0.412547572610218","0.569951557824624"
"Keine Sorgen","1984","35-65 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1984","35-65 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1984","66 und älter","Schleswig-Holstein","","","",""
"Keine Sorgen","1984","66 und älter","Hamburg","","","",""
"Keine Sorgen","1984","66 und älter","Niedersachsen","","","",""
"Keine Sorgen","1984","66 und älter","Bremen","","","",""
"Keine Sorgen","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1984","66 und älter","Hessen","","","",""
"Keine Sorgen","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Keine Sorgen","1984","66 und älter","Bayern","","","",""
"Keine Sorgen","1984","66 und älter","Saarland","","","",""
"Keine Sorgen","1984","66 und älter","Berlin","","","",""
"Keine Sorgen","1984","66 und älter","Brandenburg","","","",""
"Keine Sorgen","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1984","66 und älter","Sachsen","","","",""
"Keine Sorgen","1984","66 und älter","Sachsen-Anhalt","","","",""
"Keine Sorgen","1984","66 und älter","Thueringen","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Niedersachsen","43","0.17943387056418","0.12753624962267","0.23133149150569"
"Grosse Sorgen","1985","16-34 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Nordrhein-Westfalen","97","0.134541179206044","0.108428767136869","0.160653591275219"
"Grosse Sorgen","1985","16-34 Jahre alt","Hessen","40","0.105469019012573","0.0689664201807769","0.141971617844368"
"Grosse Sorgen","1985","16-34 Jahre alt","Rheinland-Pfalz,Saarland","37","0.176879004241147","0.122335988292721","0.231422020189573"
"Grosse Sorgen","1985","16-34 Jahre alt","Baden-Wuerttemberg","67","0.0885315036040164","0.0639259657974632","0.11313704141057"
"Grosse Sorgen","1985","16-34 Jahre alt","Bayern","55","0.115044403822612","0.0857584644757537","0.14433034316947"
"Grosse Sorgen","1985","16-34 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Niedersachsen","48","0.125138769480387","0.0904746961696638","0.159802842791111"
"Grosse Sorgen","1985","35-65 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Nordrhein-Westfalen","148","0.142104054761029","0.119305556643398","0.16490255287866"
"Grosse Sorgen","1985","35-65 Jahre alt","Hessen","41","0.0999594243768237","0.0697219781702743","0.130196870583373"
"Grosse Sorgen","1985","35-65 Jahre alt","Rheinland-Pfalz,Saarland","32","0.143324427717644","0.0942688544592608","0.192380000976027"
"Grosse Sorgen","1985","35-65 Jahre alt","Baden-Wuerttemberg","102","0.103243943652539","0.0814238182658345","0.125064069039242"
"Grosse Sorgen","1985","35-65 Jahre alt","Bayern","71","0.0777922528795968","0.0569267530032767","0.0986577527559169"
"Grosse Sorgen","1985","35-65 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1985","35-65 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1985","66 und älter","Schleswig-Holstein","","","",""
"Grosse Sorgen","1985","66 und älter","Hamburg","","","",""
"Grosse Sorgen","1985","66 und älter","Niedersachsen","","","",""
"Grosse Sorgen","1985","66 und älter","Bremen","","","",""
"Grosse Sorgen","1985","66 und älter","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1985","66 und älter","Hessen","","","",""
"Grosse Sorgen","1985","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1985","66 und älter","Baden-Wuerttemberg","","","",""
"Grosse Sorgen","1985","66 und älter","Bayern","","","",""
"Grosse Sorgen","1985","66 und älter","Saarland","","","",""
"Grosse Sorgen","1985","66 und älter","Berlin","","","",""
"Grosse Sorgen","1985","66 und älter","Brandenburg","","","",""
"Grosse Sorgen","1985","66 und älter","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1985","66 und älter","Sachsen","","","",""
"Grosse Sorgen","1985","66 und älter","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1985","66 und älter","Thueringen","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Hamburg","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Niedersachsen","76","0.387427516249978","0.321538591967921","0.453316440532036"
"Einige Sorgen","1985","16-34 Jahre alt","Bremen","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Nordrhein-Westfalen","191","0.277183935015697","0.242931291276395","0.311436578755"
"Einige Sorgen","1985","16-34 Jahre alt","Hessen","90","0.263644892822122","0.211282802909934","0.316006982734309"
"Einige Sorgen","1985","16-34 Jahre alt","Rheinland-Pfalz,Saarland","55","0.292996360000984","0.227936802703847","0.358055917298121"
"Einige Sorgen","1985","16-34 Jahre alt","Baden-Wuerttemberg","173","0.313814990041238","0.273620125803034","0.354009854279443"
"Einige Sorgen","1985","16-34 Jahre alt","Bayern","167","0.357186990073409","0.313206930361645","0.401167049785174"
"Einige Sorgen","1985","16-34 Jahre alt","Saarland","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Berlin","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Brandenburg","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Sachsen","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","Thueringen","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Hamburg","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Niedersachsen","103","0.276122111729643","0.229284222269982","0.322960001189304"
"Einige Sorgen","1985","35-65 Jahre alt","Bremen","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Nordrhein-Westfalen","272","0.272740239732248","0.243659524497679","0.301820954966816"
"Einige Sorgen","1985","35-65 Jahre alt","Hessen","112","0.246719071901781","0.203259840795172","0.290178303008389"
"Einige Sorgen","1985","35-65 Jahre alt","Rheinland-Pfalz,Saarland","68","0.323518306272352","0.258024910348677","0.389011702196027"
"Einige Sorgen","1985","35-65 Jahre alt","Baden-Wuerttemberg","211","0.272333619172212","0.240410554765275","0.304256683579148"
"Einige Sorgen","1985","35-65 Jahre alt","Bayern","188","0.291602373778476","0.256196092750018","0.327008654806934"
"Einige Sorgen","1985","35-65 Jahre alt","Saarland","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Berlin","48","0.366271839873092","0.284392272671224","0.448151407074959"
"Einige Sorgen","1985","35-65 Jahre alt","Brandenburg","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Sachsen","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Einige Sorgen","1985","35-65 Jahre alt","Thueringen","","","",""
"Einige Sorgen","1985","66 und älter","Schleswig-Holstein","","","",""
"Einige Sorgen","1985","66 und älter","Hamburg","","","",""
"Einige Sorgen","1985","66 und älter","Niedersachsen","","","",""
"Einige Sorgen","1985","66 und älter","Bremen","","","",""
"Einige Sorgen","1985","66 und älter","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1985","66 und älter","Hessen","","","",""
"Einige Sorgen","1985","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1985","66 und älter","Baden-Wuerttemberg","","","",""
"Einige Sorgen","1985","66 und älter","Bayern","","","",""
"Einige Sorgen","1985","66 und älter","Saarland","","","",""
"Einige Sorgen","1985","66 und älter","Berlin","","","",""
"Einige Sorgen","1985","66 und älter","Brandenburg","","","",""
"Einige Sorgen","1985","66 und älter","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1985","66 und älter","Sachsen","","","",""
"Einige Sorgen","1985","66 und älter","Sachsen-Anhalt","","","",""
"Einige Sorgen","1985","66 und älter","Thueringen","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Schleswig-Holstein","43","0.656298607376644","0.547348403258657","0.765248811494631"
"Keine Sorgen","1985","16-34 Jahre alt","Hamburg","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Niedersachsen","91","0.433138613185842","0.366120787745555","0.500156438626129"
"Keine Sorgen","1985","16-34 Jahre alt","Bremen","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Nordrhein-Westfalen","368","0.588274885778259","0.550614045575482","0.625935725981035"
"Keine Sorgen","1985","16-34 Jahre alt","Hessen","142","0.630886088165306","0.573537950199284","0.688234226131327"
"Keine Sorgen","1985","16-34 Jahre alt","Rheinland-Pfalz,Saarland","96","0.530124635757869","0.458781942951384","0.601467328564353"
"Keine Sorgen","1985","16-34 Jahre alt","Baden-Wuerttemberg","272","0.597653506354745","0.555178059460208","0.640128953249282"
"Keine Sorgen","1985","16-34 Jahre alt","Bayern","234","0.527768606103979","0.481947573297908","0.57358963891005"
"Keine Sorgen","1985","16-34 Jahre alt","Saarland","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Berlin","44","0.571738167002239","0.465284084052265","0.678192249952213"
"Keine Sorgen","1985","16-34 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1985","16-34 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","Schleswig-Holstein","72","0.62928578902931","0.542139145098353","0.716432432960267"
"Keine Sorgen","1985","35-65 Jahre alt","Hamburg","56","0.612678811525863","0.519055611774325","0.706302011277402"
"Keine Sorgen","1985","35-65 Jahre alt","Niedersachsen","199","0.59873911878997","0.547388427199627","0.650089810380313"
"Keine Sorgen","1985","35-65 Jahre alt","Bremen","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","Nordrhein-Westfalen","481","0.585155705506723","0.552984748652472","0.617326662360975"
"Keine Sorgen","1985","35-65 Jahre alt","Hessen","225","0.653321503721396","0.605344942112607","0.701298065330184"
"Keine Sorgen","1985","35-65 Jahre alt","Rheinland-Pfalz,Saarland","96","0.533157266010004","0.463312635635229","0.60300189638478"
"Keine Sorgen","1985","35-65 Jahre alt","Baden-Wuerttemberg","434","0.62442243717525","0.589694670109323","0.659150204241177"
"Keine Sorgen","1985","35-65 Jahre alt","Bayern","374","0.630605373341927","0.593006887419434","0.66820385926442"
"Keine Sorgen","1985","35-65 Jahre alt","Saarland","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","Berlin","65","0.496470821818317","0.411497723048919","0.581443920587714"
"Keine Sorgen","1985","35-65 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1985","35-65 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1985","66 und älter","Schleswig-Holstein","","","",""
"Keine Sorgen","1985","66 und älter","Hamburg","","","",""
"Keine Sorgen","1985","66 und älter","Niedersachsen","","","",""
"Keine Sorgen","1985","66 und älter","Bremen","","","",""
"Keine Sorgen","1985","66 und älter","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1985","66 und älter","Hessen","","","",""
"Keine Sorgen","1985","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1985","66 und älter","Baden-Wuerttemberg","","","",""
"Keine Sorgen","1985","66 und älter","Bayern","","","",""
"Keine Sorgen","1985","66 und älter","Saarland","","","",""
"Keine Sorgen","1985","66 und älter","Berlin","","","",""
"Keine Sorgen","1985","66 und älter","Brandenburg","","","",""
"Keine Sorgen","1985","66 und älter","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1985","66 und älter","Sachsen","","","",""
"Keine Sorgen","1985","66 und älter","Sachsen-Anhalt","","","",""
"Keine Sorgen","1985","66 und älter","Thueringen","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Niedersachsen","51","0.186145033628186","0.136695881625095","0.235594185631277"
"Grosse Sorgen","1986","16-34 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Nordrhein-Westfalen","96","0.140269821825767","0.112598263818867","0.167941379832667"
"Grosse Sorgen","1986","16-34 Jahre alt","Hessen","35","0.104129860602393","0.0670044221715173","0.141255299033268"
"Grosse Sorgen","1986","16-34 Jahre alt","Rheinland-Pfalz,Saarland","36","0.158048347757447","0.107365604952947","0.208731090561947"
"Grosse Sorgen","1986","16-34 Jahre alt","Baden-Wuerttemberg","58","0.0785846628874475","0.055566797018259","0.101602528756636"
"Grosse Sorgen","1986","16-34 Jahre alt","Bayern","65","0.141433387548935","0.108799109802493","0.174067665295378"
"Grosse Sorgen","1986","16-34 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1986","16-34 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Niedersachsen","44","0.114830271520309","0.0804323189302091","0.149228224110409"
"Grosse Sorgen","1986","35-65 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Nordrhein-Westfalen","150","0.148764755059944","0.124967529151981","0.172561980967907"
"Grosse Sorgen","1986","35-65 Jahre alt","Hessen","35","0.101097580772834","0.0688642556635809","0.133330905882086"
"Grosse Sorgen","1986","35-65 Jahre alt","Rheinland-Pfalz,Saarland","40","0.191154245573894","0.135389947924427","0.24691854322336"
"Grosse Sorgen","1986","35-65 Jahre alt","Baden-Wuerttemberg","87","0.0813879308841219","0.0615664782101442","0.101209383558099"
"Grosse Sorgen","1986","35-65 Jahre alt","Bayern","65","0.0847123122157264","0.0617113517369208","0.107713272694532"
"Grosse Sorgen","1986","35-65 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1986","35-65 Jahre alt","Sachsen-Anhalt","","","",""
