,Unnamed: 0,year,bula_h,regtyp,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1616,1616,2014,Lower Saxony,Urban regions,Not concerned at all,0.62715,389,16590,0.55138,0.70427
1617,1617,2014,Lower Saxony,Rural regions,Very concerned,0.08576,80,16590,0.06444,0.11027
1618,1618,2014,Lower Saxony,Rural regions,Somewhat concerned,0.30279,294,16590,0.26352,0.34111
1619,1619,2014,Lower Saxony,Rural regions,Not concerned at all,0.61145,562,16590,0.55877,0.66767
1620,1620,2014,Bremen,Urban regions,Not concerned at all,1.0,62,16590,0.70998,1.34331
1621,1621,2014,North Rhine-Westphalia,Urban regions,Very concerned,0.10781,443,16590,0.0944,0.12109
1622,1622,2014,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.2903,1025,16590,0.26683,0.31116
1623,1623,2014,North Rhine-Westphalia,Urban regions,Not concerned at all,0.60189,1951,16590,0.56554,0.63661
1624,1624,2014,North Rhine-Westphalia,Rural regions,Not concerned at all,1.0,35,16590,0.62625,1.32359
1625,1625,2014,Hesse,Urban regions,Very concerned,0.09287,115,16590,0.07379,0.11343
1626,1626,2014,Hesse,Urban regions,Somewhat concerned,0.30468,298,16590,0.26639,0.34395
1627,1627,2014,Hesse,Urban regions,Not concerned at all,0.60245,592,16590,0.54663,0.65855
1628,1628,2014,Hesse,Rural regions,Very concerned,0.18136,35,16590,0.11482,0.25214
1629,1629,2014,Hesse,Rural regions,Somewhat concerned,0.27886,65,16590,0.21913,0.37272
1630,1630,2014,Hesse,Rural regions,Not concerned at all,0.53978,130,16590,0.44027,0.64268
1631,1631,2014,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.11666,92,16590,0.09055,0.14652
1632,1632,2014,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.31862,231,16590,0.26459,0.37709
1633,1633,2014,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.56472,413,16590,0.50484,0.63325
1634,1634,2014,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.26393,77,16590,0.20064,0.34088
1635,1635,2014,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.73607,151,16590,0.63086,0.85989
1636,1636,2014,Baden-Wuerttemberg,Urban regions,Very concerned,0.08598,178,16590,0.07257,0.10175
1637,1637,2014,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.28511,557,16590,0.25169,0.31239
1638,1638,2014,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.62892,1168,16590,0.58949,0.6722
1639,1639,2014,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.32254,67,16590,0.22457,0.46034
1640,1640,2014,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.67746,138,16590,0.50281,0.88407
1641,1641,2014,Bavaria,Urban regions,Very concerned,0.06611,97,16590,0.05254,0.08594
1642,1642,2014,Bavaria,Urban regions,Somewhat concerned,0.28051,385,16590,0.24738,0.31413
1643,1643,2014,Bavaria,Urban regions,Not concerned at all,0.65338,807,16590,0.60378,0.71793
1644,1644,2014,Bavaria,Rural regions,Very concerned,0.08097,142,16590,0.06679,0.09433
1645,1645,2014,Bavaria,Rural regions,Somewhat concerned,0.33808,527,16590,0.30224,0.37594
1646,1646,2014,Bavaria,Rural regions,Not concerned at all,0.58095,944,16590,0.53397,0.62839
1647,1647,2014,Berlin,Urban regions,Very concerned,0.10642,59,16590,0.07775,0.13868
1648,1648,2014,Berlin,Urban regions,Somewhat concerned,0.263,172,16590,0.22875,0.30602
1649,1649,2014,Berlin,Urban regions,Not concerned at all,0.63057,351,16590,0.56895,0.71279
1650,1650,2014,Brandenburg,Urban regions,Not concerned at all,1.0,31,16590,0.71151,1.30993
1651,1651,2014,Brandenburg,Rural regions,Very concerned,0.16591,70,16590,0.1285,0.21016
1652,1652,2014,Brandenburg,Rural regions,Somewhat concerned,0.47144,224,16590,0.41227,0.54776
1653,1653,2014,Brandenburg,Rural regions,Not concerned at all,0.36264,207,16590,0.31201,0.41331
1654,1654,2014,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.14989,45,16590,0.09915,0.19826
1655,1655,2014,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.39708,117,16590,0.33624,0.48321
1656,1656,2014,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.45303,129,16590,0.36647,0.55027
1657,1657,2014,Saxony,Urban regions,Very concerned,0.10944,47,16590,0.07706,0.15349
1658,1658,2014,Saxony,Urban regions,Somewhat concerned,0.34517,181,16590,0.2882,0.40373
1659,1659,2014,Saxony,Urban regions,Not concerned at all,0.54538,265,16590,0.46279,0.63336
1660,1660,2014,Saxony,Rural regions,Very concerned,0.13537,59,16590,0.09233,0.18367
1661,1661,2014,Saxony,Rural regions,Somewhat concerned,0.37346,186,16590,0.31629,0.45766
1662,1662,2014,Saxony,Rural regions,Not concerned at all,0.49118,255,16590,0.41233,0.5745
1663,1663,2014,Saxony-Anhalt,Urban regions,Somewhat concerned,0.59885,45,16590,0.4444,0.78521
1664,1664,2014,Saxony-Anhalt,Urban regions,Not concerned at all,0.40115,44,16590,0.28981,0.5173
1665,1665,2014,Saxony-Anhalt,Rural regions,Very concerned,0.1536,68,16590,0.11522,0.18914
1666,1666,2014,Saxony-Anhalt,Rural regions,Somewhat concerned,0.4339,173,16590,0.36261,0.51942
1667,1667,2014,Saxony-Anhalt,Rural regions,Not concerned at all,0.41251,185,16590,0.35157,0.46782
1668,1668,2014,Thuringa,Urban regions,Somewhat concerned,0.33783,60,16590,0.25547,0.44741
1669,1669,2014,Thuringa,Urban regions,Not concerned at all,0.66217,103,16590,0.48608,0.8177
1670,1670,2014,Thuringa,Rural regions,Very concerned,0.14173,56,16590,0.11,0.17287
1671,1671,2014,Thuringa,Rural regions,Somewhat concerned,0.39761,165,16590,0.32505,0.47384
1672,1672,2014,Thuringa,Rural regions,Not concerned at all,0.46067,187,16590,0.40245,0.52532
1673,1673,2015,Schleswig-Holstein,Urban regions,Somewhat concerned,0.30695,47,16331,0.23003,0.39759
1674,1674,2015,Schleswig-Holstein,Urban regions,Not concerned at all,0.69305,91,16331,0.54715,0.8795
1675,1675,2015,Schleswig-Holstein,Rural regions,Somewhat concerned,0.32205,119,16331,0.25438,0.40334
1676,1676,2015,Schleswig-Holstein,Rural regions,Not concerned at all,0.67795,257,16331,0.58831,0.79506
1677,1677,2015,Hamburg,Urban regions,Somewhat concerned,0.2932,108,16331,0.23008,0.37
1678,1678,2015,Hamburg,Urban regions,Not concerned at all,0.7068,166,16331,0.55999,0.85231
1679,1679,2015,Lower Saxony,Urban regions,Very concerned,0.07051,44,16331,0.04661,0.09801
1680,1680,2015,Lower Saxony,Urban regions,Somewhat concerned,0.23605,176,16331,0.1984,0.2836
1681,1681,2015,Lower Saxony,Urban regions,Not concerned at all,0.69344,420,16331,0.60911,0.7812
1682,1682,2015,Lower Saxony,Rural regions,Very concerned,0.06942,72,16331,0.04733,0.09191
1683,1683,2015,Lower Saxony,Rural regions,Somewhat concerned,0.27632,294,16331,0.23907,0.31527
1684,1684,2015,Lower Saxony,Rural regions,Not concerned at all,0.65426,594,16331,0.60362,0.71902
1685,1685,2015,Bremen,Urban regions,Not concerned at all,1.0,59,16331,0.71567,1.29949
1686,1686,2015,North Rhine-Westphalia,Urban regions,Very concerned,0.08269,343,16331,0.06964,0.09859
1687,1687,2015,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.31579,1032,16331,0.28895,0.34027
1688,1688,2015,North Rhine-Westphalia,Urban regions,Not concerned at all,0.60151,1932,16331,0.56982,0.63696
1689,1689,2015,North Rhine-Westphalia,Rural regions,Not concerned at all,1.0,36,16331,0.71311,1.35047
1690,1690,2015,Hesse,Urban regions,Very concerned,0.09075,95,16331,0.07199,0.11053
1691,1691,2015,Hesse,Urban regions,Somewhat concerned,0.31149,312,16331,0.26908,0.35488
1692,1692,2015,Hesse,Urban regions,Not concerned at all,0.59776,576,16331,0.54285,0.66312
1693,1693,2015,Hesse,Rural regions,Very concerned,0.12319,34,16331,0.07559,0.18151
1694,1694,2015,Hesse,Rural regions,Somewhat concerned,0.32558,76,16331,0.23561,0.41079
1695,1695,2015,Hesse,Rural regions,Not concerned at all,0.55123,136,16331,0.43738,0.65979
1696,1696,2015,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.07933,70,16331,0.05931,0.10379
1697,1697,2015,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.35554,233,16331,0.30345,0.41496
1698,1698,2015,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.56513,387,16331,0.4989,0.63449
1699,1699,2015,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.38334,95,16331,0.27334,0.50103
1700,1700,2015,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.61666,157,16331,0.51214,0.71624
1701,1701,2015,Baden-Wuerttemberg,Urban regions,Very concerned,0.08453,189,16331,0.0693,0.09992
1702,1702,2015,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.28177,534,16331,0.25618,0.31926
1703,1703,2015,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.6337,1192,16331,0.59616,0.68036
1704,1704,2015,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.33287,62,16331,0.2254,0.45694
1705,1705,2015,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.66713,149,16331,0.50025,0.84006
1706,1706,2015,Bavaria,Urban regions,Very concerned,0.06307,106,16331,0.04913,0.07876
1707,1707,2015,Bavaria,Urban regions,Somewhat concerned,0.27061,385,16331,0.23836,0.3014
1708,1708,2015,Bavaria,Urban regions,Not concerned at all,0.66632,842,16331,0.61258,0.73036
1709,1709,2015,Bavaria,Rural regions,Very concerned,0.08503,143,16331,0.06893,0.1045
1710,1710,2015,Bavaria,Rural regions,Somewhat concerned,0.30559,482,16331,0.27014,0.34415
1711,1711,2015,Bavaria,Rural regions,Not concerned at all,0.60937,961,16331,0.55636,0.66154
1712,1712,2015,Berlin,Urban regions,Very concerned,0.08349,48,16331,0.05897,0.10623
1713,1713,2015,Berlin,Urban regions,Somewhat concerned,0.29318,183,16331,0.25235,0.3418
1714,1714,2015,Berlin,Urban regions,Not concerned at all,0.62333,364,16331,0.54922,0.69083
1715,1715,2015,Brandenburg,Rural regions,Very concerned,0.10121,46,16331,0.06767,0.14459
1716,1716,2015,Brandenburg,Rural regions,Somewhat concerned,0.41074,190,16331,0.33905,0.48188
1717,1717,2015,Brandenburg,Rural regions,Not concerned at all,0.48804,258,16331,0.41835,0.55999
1718,1718,2015,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.0878,33,16331,0.06413,0.11576
1719,1719,2015,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.38828,101,16331,0.29591,0.48186
1720,1720,2015,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.52392,139,16331,0.43388,0.62225
1721,1721,2015,Saxony,Urban regions,Very concerned,0.09371,37,16331,0.05197,0.12875
1722,1722,2015,Saxony,Urban regions,Somewhat concerned,0.37012,191,16331,0.31404,0.43659
1723,1723,2015,Saxony,Urban regions,Not concerned at all,0.53617,270,16331,0.46572,0.62197
1724,1724,2015,Saxony,Rural regions,Very concerned,0.09134,37,16331,0.06819,0.1197
1725,1725,2015,Saxony,Rural regions,Somewhat concerned,0.41555,164,16331,0.33353,0.49192
1726,1726,2015,Saxony,Rural regions,Not concerned at all,0.49312,222,16331,0.41221,0.57898
1727,1727,2015,Saxony-Anhalt,Urban regions,Somewhat concerned,0.56321,45,16331,0.36416,0.85884
1728,1728,2015,Saxony-Anhalt,Urban regions,Not concerned at all,0.43679,39,16331,0.28703,0.62745
1729,1729,2015,Saxony-Anhalt,Rural regions,Very concerned,0.14648,62,16331,0.118,0.17544
1730,1730,2015,Saxony-Anhalt,Rural regions,Somewhat concerned,0.3815,149,16331,0.30975,0.45363
1731,1731,2015,Saxony-Anhalt,Rural regions,Not concerned at all,0.47202,184,16331,0.40336,0.55512
1732,1732,2015,Thuringa,Urban regions,Somewhat concerned,0.29397,55,16331,0.21788,0.39053
1733,1733,2015,Thuringa,Urban regions,Not concerned at all,0.70603,115,16331,0.54491,0.92006
1734,1734,2015,Thuringa,Rural regions,Very concerned,0.09981,44,16331,0.07482,0.12838
1735,1735,2015,Thuringa,Rural regions,Somewhat concerned,0.41912,164,16331,0.35682,0.48301
1736,1736,2015,Thuringa,Rural regions,Not concerned at all,0.48107,185,16331,0.40342,0.54643
1737,1737,2016,Schleswig-Holstein,Urban regions,Somewhat concerned,0.16286,33,14914,0.10373,0.23942
1738,1738,2016,Schleswig-Holstein,Urban regions,Not concerned at all,0.83714,88,14914,0.70121,0.99802
1739,1739,2016,Schleswig-Holstein,Rural regions,Somewhat concerned,0.26378,93,14914,0.20071,0.32111
1740,1740,2016,Schleswig-Holstein,Rural regions,Not concerned at all,0.73622,248,14914,0.62281,0.85635
1741,1741,2016,Hamburg,Urban regions,Somewhat concerned,0.19574,72,14914,0.15357,0.24327
1742,1742,2016,Hamburg,Urban regions,Not concerned at all,0.80426,187,14914,0.66152,0.98002
1743,1743,2016,Lower Saxony,Urban regions,Very concerned,0.07465,50,14914,0.04703,0.1075
1744,1744,2016,Lower Saxony,Urban regions,Somewhat concerned,0.22916,153,14914,0.18374,0.27893
1745,1745,2016,Lower Saxony,Urban regions,Not concerned at all,0.69619,394,14914,0.60968,0.78615
1746,1746,2016,Lower Saxony,Rural regions,Very concerned,0.05056,61,14914,0.03662,0.06495
1747,1747,2016,Lower Saxony,Rural regions,Somewhat concerned,0.21968,238,14914,0.18492,0.26246
1748,1748,2016,Lower Saxony,Rural regions,Not concerned at all,0.72976,597,14914,0.66796,0.82158
1749,1749,2016,Bremen,Urban regions,Not concerned at all,1.0,69,14914,0.79279,1.27833
1750,1750,2016,North Rhine-Westphalia,Urban regions,Very concerned,0.0932,307,14914,0.07988,0.10835
1751,1751,2016,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.28571,843,14914,0.26024,0.31219
1752,1752,2016,North Rhine-Westphalia,Urban regions,Not concerned at all,0.62109,1932,14914,0.57887,0.65609
1753,1753,2016,North Rhine-Westphalia,Rural regions,Not concerned at all,1.0,35,14914,0.71957,1.31915
1754,1754,2016,Hesse,Urban regions,Very concerned,0.06902,73,14914,0.05231,0.08937
1755,1755,2016,Hesse,Urban regions,Somewhat concerned,0.26044,221,14914,0.22524,0.30403
1756,1756,2016,Hesse,Urban regions,Not concerned at all,0.67053,555,14914,0.59212,0.72883
1757,1757,2016,Hesse,Rural regions,Somewhat concerned,0.3699,54,14914,0.26152,0.48485
1758,1758,2016,Hesse,Rural regions,Not concerned at all,0.6301,117,14914,0.50352,0.81014
1759,1759,2016,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.0558,56,14914,0.04125,0.07163
1760,1760,2016,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.25762,196,14914,0.20526,0.31526
1761,1761,2016,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.68658,393,14914,0.60766,0.78436
1762,1762,2016,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.26438,82,14914,0.19388,0.36483
1763,1763,2016,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.73562,157,14914,0.60941,0.89445
1764,1764,2016,Baden-Wuerttemberg,Urban regions,Very concerned,0.06307,121,14914,0.04997,0.07668
1765,1765,2016,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.24495,420,14914,0.21659,0.27207
1766,1766,2016,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.69197,1177,14914,0.64394,0.74476
1767,1767,2016,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.34582,49,14914,0.24065,0.47829
1768,1768,2016,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.65418,155,14914,0.52402,0.79068
1769,1769,2016,Bavaria,Urban regions,Very concerned,0.06579,85,14914,0.05135,0.08313
1770,1770,2016,Bavaria,Urban regions,Somewhat concerned,0.27093,301,14914,0.23482,0.30765
1771,1771,2016,Bavaria,Urban regions,Not concerned at all,0.66328,777,14914,0.59905,0.72291
1772,1772,2016,Bavaria,Rural regions,Very concerned,0.06197,103,14914,0.04925,0.07587
1773,1773,2016,Bavaria,Rural regions,Somewhat concerned,0.25606,373,14914,0.22619,0.295
1774,1774,2016,Bavaria,Rural regions,Not concerned at all,0.68197,943,14914,0.62862,0.74507
1775,1775,2016,Berlin,Urban regions,Very concerned,0.06912,42,14914,0.05214,0.08575
1776,1776,2016,Berlin,Urban regions,Somewhat concerned,0.27534,140,14914,0.23857,0.33686
1777,1777,2016,Berlin,Urban regions,Not concerned at all,0.65554,357,14914,0.58154,0.72792
1778,1778,2016,Brandenburg,Urban regions,Not concerned at all,1.0,31,14914,0.56496,1.48829
1779,1779,2016,Brandenburg,Rural regions,Very concerned,0.10631,45,14914,0.07099,0.148
1780,1780,2016,Brandenburg,Rural regions,Somewhat concerned,0.39667,176,14914,0.33932,0.4675
1781,1781,2016,Brandenburg,Rural regions,Not concerned at all,0.49702,259,14914,0.41619,0.57551
1782,1782,2016,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.37329,82,14914,0.28812,0.45737
1783,1783,2016,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.62671,154,14914,0.52805,0.77531
1784,1784,2016,Saxony,Urban regions,Somewhat concerned,0.3474,146,14914,0.27951,0.42053
1785,1785,2016,Saxony,Urban regions,Not concerned at all,0.6526,289,14914,0.57438,0.75399
1786,1786,2016,Saxony,Rural regions,Very concerned,0.06027,33,14914,0.03804,0.085
1787,1787,2016,Saxony,Rural regions,Somewhat concerned,0.35003,135,14914,0.28104,0.4162
1788,1788,2016,Saxony,Rural regions,Not concerned at all,0.5897,244,14914,0.50133,0.68349
1789,1789,2016,Saxony-Anhalt,Urban regions,Somewhat concerned,0.60273,31,14914,0.31033,0.94997
1790,1790,2016,Saxony-Anhalt,Urban regions,Not concerned at all,0.39727,47,14914,0.27808,0.52281
1791,1791,2016,Saxony-Anhalt,Rural regions,Very concerned,0.11751,48,14914,0.07244,0.19284
1792,1792,2016,Saxony-Anhalt,Rural regions,Somewhat concerned,0.36551,138,14914,0.29984,0.42937
1793,1793,2016,Saxony-Anhalt,Rural regions,Not concerned at all,0.51699,189,14914,0.43561,0.62564
1794,1794,2016,Thuringa,Urban regions,Somewhat concerned,0.31722,52,14914,0.21107,0.49617
1795,1795,2016,Thuringa,Urban regions,Not concerned at all,0.68278,102,14914,0.50401,0.96766
1796,1796,2016,Thuringa,Rural regions,Very concerned,0.10366,37,14914,0.06077,0.16011
1797,1797,2016,Thuringa,Rural regions,Somewhat concerned,0.32171,132,14914,0.26066,0.3851
1798,1798,2016,Thuringa,Rural regions,Not concerned at all,0.57463,197,14914,0.48799,0.65731
1799,1799,2017,Schleswig-Holstein,Urban regions,Somewhat concerned,0.38185,68,16962,0.29995,0.47569
1800,1800,2017,Schleswig-Holstein,Urban regions,Not concerned at all,0.61815,110,16962,0.49853,0.73303
1801,1801,2017,Schleswig-Holstein,Rural regions,Somewhat concerned,0.37135,125,16962,0.29307,0.43589
1802,1802,2017,Schleswig-Holstein,Rural regions,Not concerned at all,0.62865,277,16962,0.55918,0.71024
1803,1803,2017,Hamburg,Urban regions,Somewhat concerned,0.28139,95,16962,0.22143,0.36213
1804,1804,2017,Hamburg,Urban regions,Not concerned at all,0.71861,185,16962,0.58182,0.8411
1805,1805,2017,Lower Saxony,Urban regions,Very concerned,0.05823,42,16962,0.04417,0.07592
1806,1806,2017,Lower Saxony,Urban regions,Somewhat concerned,0.24236,198,16962,0.20662,0.27838
1807,1807,2017,Lower Saxony,Urban regions,Not concerned at all,0.69941,493,16962,0.64466,0.77071
1808,1808,2017,Lower Saxony,Rural regions,Very concerned,0.0607,82,16962,0.04533,0.07981
1809,1809,2017,Lower Saxony,Rural regions,Somewhat concerned,0.24914,310,16962,0.21801,0.29481
1810,1810,2017,Lower Saxony,Rural regions,Not concerned at all,0.69015,652,16962,0.61919,0.75754
1811,1811,2017,Bremen,Urban regions,Somewhat concerned,0.37136,40,16962,0.24995,0.51126
1812,1812,2017,Bremen,Urban regions,Not concerned at all,0.62864,82,16962,0.48592,0.80121
1813,1813,2017,North Rhine-Westphalia,Urban regions,Very concerned,0.08237,315,16962,0.07128,0.09349
1814,1814,2017,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.27097,939,16962,0.25061,0.29173
1815,1815,2017,North Rhine-Westphalia,Urban regions,Not concerned at all,0.64666,2189,16962,0.6112,0.67707
1816,1816,2017,North Rhine-Westphalia,Rural regions,Not concerned at all,1.0,53,16962,0.75719,1.29686
1817,1817,2017,Hesse,Urban regions,Very concerned,0.06662,76,16962,0.05344,0.08156
1818,1818,2017,Hesse,Urban regions,Somewhat concerned,0.28702,288,16962,0.25168,0.32256
1819,1819,2017,Hesse,Urban regions,Not concerned at all,0.64635,592,16962,0.58868,0.70658
1820,1820,2017,Hesse,Rural regions,Somewhat concerned,0.37463,82,16962,0.28558,0.49147
1821,1821,2017,Hesse,Rural regions,Not concerned at all,0.62537,154,16962,0.54732,0.703
1822,1822,2017,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.08217,67,16962,0.06329,0.10177
1823,1823,2017,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.28104,228,16962,0.24504,0.32626
1824,1824,2017,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.63679,422,16962,0.58028,0.68116
1825,1825,2017,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.31559,101,16962,0.22421,0.4008
1826,1826,2017,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.68441,141,16962,0.56924,0.82682
1827,1827,2017,Baden-Wuerttemberg,Urban regions,Very concerned,0.06613,129,16962,0.05124,0.07759
1828,1828,2017,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.23587,472,16962,0.21312,0.25718
1829,1829,2017,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.698,1270,16962,0.65574,0.73398
1830,1830,2017,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.2762,64,16962,0.18948,0.37611
1831,1831,2017,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.7238,162,16962,0.57968,0.85979
1832,1832,2017,Bavaria,Urban regions,Very concerned,0.08035,110,16962,0.06774,0.09646
1833,1833,2017,Bavaria,Urban regions,Somewhat concerned,0.28096,351,16962,0.24188,0.31445
1834,1834,2017,Bavaria,Urban regions,Not concerned at all,0.63869,807,16962,0.59695,0.6994
1835,1835,2017,Bavaria,Rural regions,Very concerned,0.07364,124,16962,0.06038,0.09025
1836,1836,2017,Bavaria,Rural regions,Somewhat concerned,0.28448,438,16962,0.25072,0.3162
1837,1837,2017,Bavaria,Rural regions,Not concerned at all,0.64188,1051,16962,0.5983,0.68542
1838,1838,2017,Berlin,Urban regions,Very concerned,0.07739,49,16962,0.06056,0.09893
1839,1839,2017,Berlin,Urban regions,Somewhat concerned,0.31994,185,16962,0.27606,0.37494
1840,1840,2017,Berlin,Urban regions,Not concerned at all,0.60267,382,16962,0.53991,0.67417
1841,1841,2017,Brandenburg,Urban regions,Not concerned at all,1.0,32,16962,0.59463,1.45387
1842,1842,2017,Brandenburg,Rural regions,Very concerned,0.11973,54,16962,0.0824,0.15229
1843,1843,2017,Brandenburg,Rural regions,Somewhat concerned,0.49837,233,16962,0.43762,0.56295
1844,1844,2017,Brandenburg,Rural regions,Not concerned at all,0.38191,237,16962,0.33712,0.42779
1845,1845,2017,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.36335,85,16962,0.27582,0.46186
1846,1846,2017,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.63665,164,16962,0.53107,0.7425
1847,1847,2017,Saxony,Urban regions,Very concerned,0.11614,43,16962,0.07058,0.16493
1848,1848,2017,Saxony,Urban regions,Somewhat concerned,0.28913,172,16962,0.24726,0.3391
1849,1849,2017,Saxony,Urban regions,Not concerned at all,0.59473,324,16962,0.52382,0.68171
1850,1850,2017,Saxony,Rural regions,Very concerned,0.09009,46,16962,0.0557,0.12673
1851,1851,2017,Saxony,Rural regions,Somewhat concerned,0.38456,187,16962,0.32585,0.44278
1852,1852,2017,Saxony,Rural regions,Not concerned at all,0.52535,256,16962,0.45447,0.60938
1853,1853,2017,Saxony-Anhalt,Urban regions,Somewhat concerned,0.5772,40,16962,0.39358,0.82648
1854,1854,2017,Saxony-Anhalt,Urban regions,Not concerned at all,0.4228,45,16962,0.31281,0.55635
1855,1855,2017,Saxony-Anhalt,Rural regions,Very concerned,0.19306,85,16962,0.15358,0.24312
1856,1856,2017,Saxony-Anhalt,Rural regions,Somewhat concerned,0.3892,152,16962,0.33552,0.44464
1857,1857,2017,Saxony-Anhalt,Rural regions,Not concerned at all,0.41774,207,16962,0.36103,0.47169
1858,1858,2017,Thuringa,Urban regions,Somewhat concerned,0.2784,60,16962,0.22387,0.3529
1859,1859,2017,Thuringa,Urban regions,Not concerned at all,0.7216,108,16962,0.54448,0.90917
1860,1860,2017,Thuringa,Rural regions,Very concerned,0.13996,68,16962,0.11251,0.17474
1861,1861,2017,Thuringa,Rural regions,Somewhat concerned,0.36003,152,16962,0.30213,0.41266
1862,1862,2017,Thuringa,Rural regions,Not concerned at all,0.5,212,16962,0.43706,0.57484
1863,1863,2018,Schleswig-Holstein,Urban regions,Somewhat concerned,0.27469,48,15766,0.1975,0.36969
1864,1864,2018,Schleswig-Holstein,Urban regions,Not concerned at all,0.72531,151,15766,0.59916,0.89907
1865,1865,2018,Schleswig-Holstein,Rural regions,Somewhat concerned,0.22105,82,15766,0.17233,0.27622
1866,1866,2018,Schleswig-Holstein,Rural regions,Not concerned at all,0.77895,298,15766,0.69449,0.87523
1867,1867,2018,Hamburg,Urban regions,Somewhat concerned,0.16921,61,15766,0.12257,0.24275
1868,1868,2018,Hamburg,Urban regions,Not concerned at all,0.83079,218,15766,0.70942,0.96754
1869,1869,2018,Lower Saxony,Urban regions,Somewhat concerned,0.1912,139,15766,0.14819,0.23696
1870,1870,2018,Lower Saxony,Urban regions,Not concerned at all,0.8088,509,15766,0.73013,0.88533
1871,1871,2018,Lower Saxony,Rural regions,Very concerned,0.03229,32,15766,0.02205,0.0447
1872,1872,2018,Lower Saxony,Rural regions,Somewhat concerned,0.21729,220,15766,0.18185,0.25978
1873,1873,2018,Lower Saxony,Rural regions,Not concerned at all,0.75042,680,15766,0.68271,0.8175
1874,1874,2018,Bremen,Urban regions,Not concerned at all,1.0,96,15766,0.78509,1.31963
1875,1875,2018,North Rhine-Westphalia,Urban regions,Very concerned,0.06326,190,15766,0.05227,0.07511
1876,1876,2018,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.21844,736,15766,0.2013,0.23488
1877,1877,2018,North Rhine-Westphalia,Urban regions,Not concerned at all,0.71831,2363,15766,0.68187,0.75995
1878,1878,2018,North Rhine-Westphalia,Rural regions,Not concerned at all,1.0,41,15766,0.66111,1.3868
1879,1879,2018,Hesse,Urban regions,Very concerned,0.04963,49,15766,0.03735,0.06137
1880,1880,2018,Hesse,Urban regions,Somewhat concerned,0.21126,196,15766,0.16785,0.24659
1881,1881,2018,Hesse,Urban regions,Not concerned at all,0.73911,652,15766,0.68201,0.80342
1882,1882,2018,Hesse,Rural regions,Somewhat concerned,0.24941,48,15766,0.16301,0.34008
1883,1883,2018,Hesse,Rural regions,Not concerned at all,0.75059,170,15766,0.63154,0.85838
1884,1884,2018,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.04074,34,15766,0.02791,0.05689
