year,bula_h,sampreg,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,West,Not concerned at all,0.70356,127,165,0.63366,0.77346
1990,Berlin,East,Very concerned,0.29208,72,231,0.23332,0.35085
1990,Berlin,East,Somewhat concerned,0.49570,111,231,0.43108,0.56032
1990,Berlin,East,Not concerned at all,0.21222,48,231,0.15937,0.26506
1990,Brandenburg,East,Very concerned,0.39651,226,549,0.35555,0.43747
1990,Brandenburg,East,Somewhat concerned,0.44139,234,549,0.39982,0.48296
1990,Brandenburg,East,Not concerned at all,0.16210,89,549,0.13124,0.19295
1990,Mecklenburg-Western Pomerania,East,Very concerned,0.46916,180,396,0.41995,0.51838
1990,Mecklenburg-Western Pomerania,East,Somewhat concerned,0.35808,151,396,0.31080,0.40536
1990,Mecklenburg-Western Pomerania,East,Not concerned at all,0.17276,65,396,0.13548,0.21004
1990,Saxony,East,Very concerned,0.35941,361,1011,0.32981,0.38900
1990,Saxony,East,Somewhat concerned,0.44013,447,1011,0.40952,0.47075
1990,Saxony,East,Not concerned at all,0.20046,203,1011,0.17577,0.22515
1990,Saxony-Anhalt,East,Very concerned,0.37663,244,620,0.33846,0.41480
1990,Saxony-Anhalt,East,Somewhat concerned,0.45013,272,620,0.41094,0.48932
1990,Saxony-Anhalt,East,Not concerned at all,0.17324,104,620,0.14343,0.20306
1990,Thuringa,East,Very concerned,0.38534,213,558,0.34492,0.42575
1990,Thuringa,East,Somewhat concerned,0.42409,247,558,0.38305,0.46514
1990,Thuringa,East,Not concerned at all,0.19057,98,558,0.15795,0.22319
1991,Schleswig-Holstein,West,Somewhat concerned,0.17996,36,158,0.11987,0.24005
1991,Schleswig-Holstein,West,Not concerned at all,0.75501,122,158,0.68773,0.82228
1991,Hamburg,West,Not concerned at all,0.77851,59,59,0.67164,0.88538
1991,Lower Saxony,West,Very concerned,0.08210,46,548,0.05909,0.10511
1991,Lower Saxony,West,Somewhat concerned,0.21619,126,548,0.18169,0.25068
1991,Lower Saxony,West,Not concerned at all,0.70171,376,548,0.66337,0.74005
1991,North Rhine-Westphalia,West,Very concerned,0.05480,102,1445,0.04306,0.06654
1991,North Rhine-Westphalia,West,Somewhat concerned,0.24405,397,1445,0.22189,0.26620
1991,North Rhine-Westphalia,West,Not concerned at all,0.70115,946,1445,0.67754,0.72476
1991,Hesse,West,Very concerned,0.05653,38,592,0.03791,0.07515
1991,Hesse,West,Somewhat concerned,0.23599,141,592,0.20175,0.27022
1991,Hesse,West,Not concerned at all,0.70748,413,592,0.67080,0.74416
1991,"Rhineland-Palatinate, Saarland",West,Somewhat concerned,0.29307,105,352,0.24545,0.34069
1991,"Rhineland-Palatinate, Saarland",West,Not concerned at all,0.65176,247,352,0.60192,0.70160
1991,Baden-Wuerttemberg,West,Very concerned,0.05408,86,1167,0.04109,0.06706
1991,Baden-Wuerttemberg,West,Somewhat concerned,0.23790,306,1167,0.21346,0.26234
1991,Baden-Wuerttemberg,West,Not concerned at all,0.70803,775,1167,0.68193,0.73413
1991,Bavaria,West,Very concerned,0.04771,54,982,0.03437,0.06104
1991,Bavaria,West,Somewhat concerned,0.26324,275,982,0.23569,0.29080
1991,Bavaria,West,Not concerned at all,0.68905,653,982,0.66008,0.71802
1991,Berlin,West,Somewhat concerned,0.20118,43,182,0.14278,0.25958
1991,Berlin,West,Not concerned at all,0.74044,139,182,0.67658,0.80431
1991,Berlin,East,Very concerned,0.41706,80,184,0.34562,0.48850
1991,Berlin,East,Somewhat concerned,0.37926,67,184,0.30896,0.44956
1991,Berlin,East,Not concerned at all,0.20367,37,184,0.14532,0.26203
1991,Brandenburg,East,Very concerned,0.51817,219,435,0.47116,0.56518
1991,Brandenburg,East,Somewhat concerned,0.32182,145,435,0.27786,0.36577
1991,Brandenburg,East,Not concerned at all,0.16001,71,435,0.12552,0.19450
1991,Mecklenburg-Western Pomerania,East,Very concerned,0.47543,143,311,0.41983,0.53102
1991,Mecklenburg-Western Pomerania,East,Somewhat concerned,0.34963,111,311,0.29655,0.40271
1991,Mecklenburg-Western Pomerania,East,Not concerned at all,0.17494,57,311,0.13265,0.21724
1991,Saxony,East,Very concerned,0.47053,353,798,0.43588,0.50519
1991,Saxony,East,Somewhat concerned,0.35956,303,798,0.32624,0.39288
1991,Saxony,East,Not concerned at all,0.16991,142,798,0.14383,0.19598
1991,Saxony-Anhalt,East,Very concerned,0.49956,255,539,0.45731,0.54181
1991,Saxony-Anhalt,East,Somewhat concerned,0.33660,193,539,0.29667,0.37653
1991,Saxony-Anhalt,East,Not concerned at all,0.16384,91,539,0.13257,0.19512
1991,Thuringa,East,Very concerned,0.41161,191,461,0.36663,0.45658
1991,Thuringa,East,Somewhat concerned,0.37911,177,461,0.33477,0.42344
1991,Thuringa,East,Not concerned at all,0.20929,93,461,0.17211,0.24646
1992,Schleswig-Holstein,West,Somewhat concerned,0.22461,38,150,0.15760,0.29162
1992,Schleswig-Holstein,West,Not concerned at all,0.73450,112,150,0.66359,0.80541
1992,Hamburg,West,Not concerned at all,0.71170,46,46,0.57935,0.84405
1992,Lower Saxony,West,Very concerned,0.08408,57,531,0.06045,0.10770
1992,Lower Saxony,West,Somewhat concerned,0.28207,144,531,0.24376,0.32038
1992,Lower Saxony,West,Not concerned at all,0.63385,330,531,0.59284,0.67487
1992,North Rhine-Westphalia,West,Very concerned,0.09153,167,1450,0.07668,0.10637
1992,North Rhine-Westphalia,West,Somewhat concerned,0.29573,454,1450,0.27223,0.31923
1992,North Rhine-Westphalia,West,Not concerned at all,0.61274,829,1450,0.58766,0.63783
1992,Hesse,West,Very concerned,0.09078,47,568,0.06713,0.11442
1992,Hesse,West,Somewhat concerned,0.32537,194,568,0.28681,0.36394
1992,Hesse,West,Not concerned at all,0.58385,327,568,0.54328,0.62443
1992,"Rhineland-Palatinate, Saarland",West,Very concerned,0.10414,37,354,0.07228,0.13600
1992,"Rhineland-Palatinate, Saarland",West,Somewhat concerned,0.29798,108,354,0.25026,0.34569
1992,"Rhineland-Palatinate, Saarland",West,Not concerned at all,0.59788,209,354,0.54673,0.64903
1992,Baden-Wuerttemberg,West,Very concerned,0.07320,129,1118,0.05793,0.08848
1992,Baden-Wuerttemberg,West,Somewhat concerned,0.30809,360,1118,0.28101,0.33517
1992,Baden-Wuerttemberg,West,Not concerned at all,0.61871,629,1118,0.59022,0.64719
1992,Bavaria,West,Very concerned,0.07616,84,1002,0.05973,0.09259
1992,Bavaria,West,Somewhat concerned,0.31224,331,1002,0.28353,0.34095
1992,Bavaria,West,Not concerned at all,0.61160,587,1002,0.58141,0.64179
1992,Berlin,West,Very concerned,0.15000,35,183,0.09813,0.20188
1992,Berlin,West,Somewhat concerned,0.28461,48,183,0.21906,0.35017
1992,Berlin,West,Not concerned at all,0.56538,100,183,0.49336,0.63740
1992,Berlin,East,Very concerned,0.28169,53,182,0.21616,0.34723
1992,Berlin,East,Somewhat concerned,0.43721,81,182,0.36494,0.50948
1992,Berlin,East,Not concerned at all,0.28110,48,182,0.21561,0.34659
1992,Brandenburg,East,Very concerned,0.39381,153,384,0.34488,0.44275
1992,Brandenburg,East,Somewhat concerned,0.38287,148,384,0.33419,0.43156
1992,Brandenburg,East,Not concerned at all,0.22331,83,384,0.18160,0.26502
1992,Mecklenburg-Western Pomerania,East,Very concerned,0.42087,99,244,0.35880,0.48295
1992,Mecklenburg-Western Pomerania,East,Somewhat concerned,0.33224,86,244,0.27302,0.39147
1992,Mecklenburg-Western Pomerania,East,Not concerned at all,0.24688,59,244,0.19267,0.30110
1992,Saxony,East,Very concerned,0.37712,236,654,0.33995,0.41429
1992,Saxony,East,Somewhat concerned,0.39844,264,654,0.36089,0.43599
1992,Saxony,East,Not concerned at all,0.22444,154,654,0.19244,0.25644
1992,Saxony-Anhalt,East,Very concerned,0.38350,173,461,0.33907,0.42794
1992,Saxony-Anhalt,East,Somewhat concerned,0.40339,187,461,0.35856,0.44822
1992,Saxony-Anhalt,East,Not concerned at all,0.21311,101,461,0.17569,0.25054
1992,Thuringa,East,Very concerned,0.29851,119,400,0.25361,0.34341
1992,Thuringa,East,Somewhat concerned,0.47153,192,400,0.42255,0.52051
1992,Thuringa,East,Not concerned at all,0.22996,89,400,0.18867,0.27125
1993,Schleswig-Holstein,West,Somewhat concerned,0.24254,40,159,0.17571,0.30938
1993,Schleswig-Holstein,West,Not concerned at all,0.71742,119,159,0.64722,0.78763
1993,Hamburg,West,Not concerned at all,0.65266,47,47,0.51507,0.79026
1993,Lower Saxony,West,Very concerned,0.08545,50,563,0.06233,0.10856
1993,Lower Saxony,West,Somewhat concerned,0.24504,141,563,0.20948,0.28060
1993,Lower Saxony,West,Not concerned at all,0.66951,372,563,0.63062,0.70840
1993,North Rhine-Westphalia,West,Very concerned,0.08729,158,1431,0.07266,0.10192
1993,North Rhine-Westphalia,West,Somewhat concerned,0.28942,429,1431,0.26591,0.31292
1993,North Rhine-Westphalia,West,Not concerned at all,0.62329,844,1431,0.59817,0.64840
1993,Hesse,West,Very concerned,0.08077,42,549,0.05796,0.10358
1993,Hesse,West,Somewhat concerned,0.32549,165,549,0.28625,0.36472
1993,Hesse,West,Not concerned at all,0.59374,342,549,0.55262,0.63487
1993,"Rhineland-Palatinate, Saarland",West,Somewhat concerned,0.31996,106,313,0.26820,0.37173
1993,"Rhineland-Palatinate, Saarland",West,Not concerned at all,0.62434,207,313,0.57060,0.67808
1993,Baden-Wuerttemberg,West,Very concerned,0.08136,120,1092,0.06514,0.09758
1993,Baden-Wuerttemberg,West,Somewhat concerned,0.29469,360,1092,0.26763,0.32174
1993,Baden-Wuerttemberg,West,Not concerned at all,0.62395,612,1092,0.59521,0.65270
1993,Bavaria,West,Very concerned,0.08476,87,992,0.06742,0.10210
1993,Bavaria,West,Somewhat concerned,0.31678,338,992,0.28781,0.34574
1993,Bavaria,West,Not concerned at all,0.59846,567,992,0.56794,0.62898
1993,Berlin,West,Somewhat concerned,0.28131,49,156,0.21053,0.35210
1993,Berlin,West,Not concerned at all,0.62954,107,156,0.55351,0.70556
1993,Berlin,East,Somewhat concerned,0.44027,87,147,0.35974,0.52079
1993,Berlin,East,Not concerned at all,0.37604,60,147,0.29747,0.45462
1993,Brandenburg,East,Very concerned,0.21455,81,354,0.17173,0.25738
1993,Brandenburg,East,Somewhat concerned,0.54572,191,354,0.49378,0.59766
1993,Brandenburg,East,Not concerned at all,0.23973,82,354,0.19519,0.28426
1993,Mecklenburg-Western Pomerania,East,Very concerned,0.22360,51,219,0.16829,0.27891
1993,Mecklenburg-Western Pomerania,East,Somewhat concerned,0.46072,104,219,0.39455,0.52689
1993,Mecklenburg-Western Pomerania,East,Not concerned at all,0.31568,64,219,0.25398,0.37738
1993,Saxony,East,Very concerned,0.24221,147,624,0.20857,0.27585
1993,Saxony,East,Somewhat concerned,0.40864,247,624,0.37004,0.44725
1993,Saxony,East,Not concerned at all,0.34914,230,624,0.31171,0.38658
1993,Saxony-Anhalt,East,Very concerned,0.32585,124,417,0.28081,0.37089
1993,Saxony-Anhalt,East,Somewhat concerned,0.39066,171,417,0.34378,0.43755
1993,Saxony-Anhalt,East,Not concerned at all,0.28349,122,417,0.24018,0.32680
1993,Thuringa,East,Very concerned,0.18951,71,376,0.14985,0.22918
1993,Thuringa,East,Somewhat concerned,0.48624,188,376,0.43565,0.53683
1993,Thuringa,East,Not concerned at all,0.32424,117,376,0.27687,0.37162
1994,Schleswig-Holstein,West,Somewhat concerned,0.24669,43,149,0.17724,0.31614
1994,Schleswig-Holstein,West,Not concerned at all,0.66160,106,149,0.58537,0.73783
1994,Hamburg,West,Somewhat concerned,0.41762,33,76,0.30601,0.52924
1994,Hamburg,West,Not concerned at all,0.54044,43,76,0.42765,0.65323
1994,Lower Saxony,West,Very concerned,0.11997,65,552,0.09284,0.14710
1994,Lower Saxony,West,Somewhat concerned,0.32403,182,552,0.28495,0.36311
1994,Lower Saxony,West,Not concerned at all,0.55600,305,552,0.51451,0.59749
1994,North Rhine-Westphalia,West,Very concerned,0.09195,167,1392,0.07676,0.10713
1994,North Rhine-Westphalia,West,Somewhat concerned,0.33953,488,1392,0.31464,0.36442
1994,North Rhine-Westphalia,West,Not concerned at all,0.56852,737,1392,0.54249,0.59455
1994,Hesse,West,Very concerned,0.10151,53,541,0.07604,0.12698
1994,Hesse,West,Somewhat concerned,0.32379,194,541,0.28432,0.36326
1994,Hesse,West,Not concerned at all,0.57470,294,541,0.53300,0.61640
1994,"Rhineland-Palatinate, Saarland",West,Very concerned,0.11241,36,334,0.07848,0.14634
1994,"Rhineland-Palatinate, Saarland",West,Somewhat concerned,0.34255,118,334,0.29158,0.39352
1994,"Rhineland-Palatinate, Saarland",West,Not concerned at all,0.54504,180,334,0.49155,0.59852
1994,Baden-Wuerttemberg,West,Very concerned,0.11012,137,1021,0.09091,0.12934
1994,Baden-Wuerttemberg,West,Somewhat concerned,0.35497,389,1021,0.32560,0.38434
1994,Baden-Wuerttemberg,West,Not concerned at all,0.53491,495,1021,0.50430,0.56552
1994,Bavaria,West,Very concerned,0.10910,109,947,0.08924,0.12897
1994,Bavaria,West,Somewhat concerned,0.34250,341,947,0.31226,0.37274
1994,Bavaria,West,Not concerned at all,0.54840,497,947,0.51669,0.58011
1994,Berlin,West,Somewhat concerned,0.31380,52,138,0.23609,0.39150
