"plh0042","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","1984","16-34 J.","West","567","0.177990169490583","0.163773950312526","0.19220638866864"
"Große Sorgen","1984","16-34 J.","Ost","","","",""
"Große Sorgen","1984","35-65 J.","West","776","0.16546069275621","0.153850309917396","0.177071075595023"
"Große Sorgen","1984","35-65 J.","Ost","","","",""
"Große Sorgen","1984","66 und älter","West","","","",""
"Große Sorgen","1984","66 und älter","Ost","","","",""
"Einige Sorgen","1984","16-34 J.","West","923","0.327218099195436","0.309779828895477","0.344656369495394"
"Einige Sorgen","1984","16-34 J.","Ost","","","",""
"Einige Sorgen","1984","35-65 J.","West","1207","0.297790065127827","0.283502299754811","0.312077830500843"
"Einige Sorgen","1984","35-65 J.","Ost","","","",""
"Einige Sorgen","1984","66 und älter","West","","","",""
"Einige Sorgen","1984","66 und älter","Ost","","","",""
"Keine Sorgen","1984","16-34 J.","West","1291","0.494791731313981","0.476209663603723","0.513373799024238"
"Keine Sorgen","1984","16-34 J.","Ost","","","",""
"Keine Sorgen","1984","35-65 J.","West","1952","0.536749242115964","0.521169168267435","0.552329315964492"
"Keine Sorgen","1984","35-65 J.","Ost","","","",""
"Keine Sorgen","1984","66 und älter","West","","","",""
"Keine Sorgen","1984","66 und älter","Ost","","","",""
"Große Sorgen","1985","16-34 J.","West","376","0.127969818324238","0.114895957426666","0.14104367922181"
"Große Sorgen","1985","16-34 J.","Ost","","","",""
"Große Sorgen","1985","35-65 J.","West","499","0.115266168905417","0.104765723194566","0.125766614616267"
"Große Sorgen","1985","35-65 J.","Ost","","","",""
"Große Sorgen","1985","66 und älter","West","","","",""
"Große Sorgen","1985","66 und älter","Ost","","","",""
"Einige Sorgen","1985","16-34 J.","West","815","0.310681315006117","0.292569919367915","0.328792710644318"
"Einige Sorgen","1985","16-34 J.","Ost","","","",""
"Einige Sorgen","1985","35-65 J.","West","1056","0.28061205466928","0.265838492393642","0.295385616944918"
"Einige Sorgen","1985","35-65 J.","Ost","","","",""
"Einige Sorgen","1985","66 und älter","West","","","",""
"Einige Sorgen","1985","66 und älter","Ost","","","",""
"Keine Sorgen","1985","16-34 J.","West","1317","0.561348866669645","0.541928367973048","0.580769365366242"
"Keine Sorgen","1985","16-34 J.","Ost","","","",""
"Keine Sorgen","1985","35-65 J.","West","1998","0.604121776425303","0.588041498929525","0.620202053921081"
"Keine Sorgen","1985","35-65 J.","Ost","","","",""
