"plh0042","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1986","35-65 Jahre alt","Realschulabschluss","106","0.260539317652333","0.218000969996512","0.303077665308153"
"Einige Sorgen","1986","35-65 Jahre alt","(Fach-)Abitur","37","0.207361928304623","0.142045984169416","0.272677872439829"
"Einige Sorgen","1986","35-65 Jahre alt","AkademikerInnen","77","0.202970910864318","0.162098466863258","0.243843354865377"
"Einige Sorgen","1986","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1986","66 und älter","Hauptschulabschluss","","","",""
"Einige Sorgen","1986","66 und älter","Realschulabschluss","","","",""
"Einige Sorgen","1986","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1986","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1986","16-34 Jahre alt","(noch) kein Abschluss","39","0.328486775347749","0.241891320203695","0.415082230491803"
"Keine Sorgen","1986","16-34 Jahre alt","Hauptschulabschluss","625","0.504575844081804","0.477110458148165","0.532041230015444"
"Keine Sorgen","1986","16-34 Jahre alt","Realschulabschluss","405","0.666106251569271","0.629133311992733","0.703079191145808"
"Keine Sorgen","1986","16-34 Jahre alt","(Fach-)Abitur","138","0.562519802756327","0.502104588986261","0.622935016526394"
"Keine Sorgen","1986","16-34 Jahre alt","AkademikerInnen","111","0.626789994587489","0.555537655736705","0.698042333438274"
"Keine Sorgen","1986","35-65 Jahre alt","(noch) kein Abschluss","149","0.391245313310074","0.341041060078431","0.441449566541718"
"Keine Sorgen","1986","35-65 Jahre alt","Hauptschulabschluss","1098","0.571710551986778","0.550232431742368","0.593188672231189"
"Keine Sorgen","1986","35-65 Jahre alt","Realschulabschluss","273","0.659732520517759","0.613814769871653","0.705650271163866"
"Keine Sorgen","1986","35-65 Jahre alt","(Fach-)Abitur","89","0.697734242218557","0.623747019175567","0.771721465261547"
"Keine Sorgen","1986","35-65 Jahre alt","AkademikerInnen","270","0.739262843116362","0.694648189760191","0.783877496472533"
"Keine Sorgen","1986","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1986","66 und älter","Hauptschulabschluss","","","",""
"Keine Sorgen","1986","66 und älter","Realschulabschluss","","","",""
"Keine Sorgen","1986","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1986","66 und älter","AkademikerInnen","","","",""
"Grosse Sorgen","1987","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1987","16-34 Jahre alt","Hauptschulabschluss","178","0.120895047887327","0.102986576876149","0.138803518898504"
"Grosse Sorgen","1987","16-34 Jahre alt","Realschulabschluss","67","0.0863179096075333","0.0650054689396025","0.107630350275464"
"Grosse Sorgen","1987","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Grosse Sorgen","1987","16-34 Jahre alt","AkademikerInnen","","","",""
"Grosse Sorgen","1987","35-65 Jahre alt","(noch) kein Abschluss","55","0.163294071910817","0.12495111377928","0.201637030042354"
"Grosse Sorgen","1987","35-65 Jahre alt","Hauptschulabschluss","268","0.117089028769051","0.103268094392031","0.130909963146072"
"Grosse Sorgen","1987","35-65 Jahre alt","Realschulabschluss","","","",""
"Grosse Sorgen","1987","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Grosse Sorgen","1987","35-65 Jahre alt","AkademikerInnen","","","",""
"Grosse Sorgen","1987","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1987","66 und älter","Hauptschulabschluss","","","",""
"Grosse Sorgen","1987","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1987","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1987","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1987","16-34 Jahre alt","(noch) kein Abschluss","46","0.36271138605991","0.272453841142881","0.452968930976939"
"Einige Sorgen","1987","16-34 Jahre alt","Hauptschulabschluss","494","0.374787551627506","0.348196208367513","0.401378894887498"
"Einige Sorgen","1987","16-34 Jahre alt","Realschulabschluss","202","0.293890678833575","0.259319510853733","0.328461846813416"
"Einige Sorgen","1987","16-34 Jahre alt","(Fach-)Abitur","82","0.325310192046818","0.26780872691087","0.382811657182766"
"Einige Sorgen","1987","16-34 Jahre alt","AkademikerInnen","45","0.256869098366302","0.190998238929667","0.322739957802937"
"Einige Sorgen","1987","35-65 Jahre alt","(noch) kein Abschluss","133","0.380948108518633","0.33057364648495","0.431322570552317"
"Einige Sorgen","1987","35-65 Jahre alt","Hauptschulabschluss","711","0.335529309964634","0.315232677260015","0.355825942669254"
"Einige Sorgen","1987","35-65 Jahre alt","Realschulabschluss","112","0.271762712327562","0.229064326837315","0.314461097817809"
"Einige Sorgen","1987","35-65 Jahre alt","(Fach-)Abitur","42","0.284486264932823","0.209482972164359","0.359489557701288"
"Einige Sorgen","1987","35-65 Jahre alt","AkademikerInnen","67","0.183023236902825","0.143515500291458","0.222530973514192"
"Einige Sorgen","1987","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1987","66 und älter","Hauptschulabschluss","","","",""
"Einige Sorgen","1987","66 und älter","Realschulabschluss","","","",""
"Einige Sorgen","1987","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1987","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1987","16-34 Jahre alt","(noch) kein Abschluss","39","0.40501907994763","0.312862976646953","0.497175183248308"
"Keine Sorgen","1987","16-34 Jahre alt","Hauptschulabschluss","601","0.504317400485168","0.476851888288241","0.531782912682094"
"Keine Sorgen","1987","16-34 Jahre alt","Realschulabschluss","398","0.619791411558892","0.582951471708943","0.656631351408842"
"Keine Sorgen","1987","16-34 Jahre alt","(Fach-)Abitur","151","0.633250280613201","0.574100846866096","0.692399714360306"
"Keine Sorgen","1987","16-34 Jahre alt","AkademikerInnen","108","0.657977084366283","0.586455401368347","0.729498767364219"
"Keine Sorgen","1987","35-65 Jahre alt","(noch) kein Abschluss","169","0.45575781957055","0.404095114014731","0.507420525126368"
"Keine Sorgen","1987","35-65 Jahre alt","Hauptschulabschluss","1100","0.547381661266314","0.525985688267871","0.568777634264758"
"Keine Sorgen","1987","35-65 Jahre alt","Realschulabschluss","279","0.664582033284824","0.619266455412454","0.709897611157194"
"Keine Sorgen","1987","35-65 Jahre alt","(Fach-)Abitur","76","0.609507633768278","0.528404704619629","0.690610562916928"
"Keine Sorgen","1987","35-65 Jahre alt","AkademikerInnen","277","0.764467613883648","0.721113626850392","0.807821600916903"
"Keine Sorgen","1987","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1987","66 und älter","Hauptschulabschluss","","","",""
"Keine Sorgen","1987","66 und älter","Realschulabschluss","","","",""
"Keine Sorgen","1987","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1987","66 und älter","AkademikerInnen","","","",""
"Grosse Sorgen","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1988","16-34 Jahre alt","Hauptschulabschluss","210","0.143912879587989","0.124208849979436","0.163616909196542"
"Grosse Sorgen","1988","16-34 Jahre alt","Realschulabschluss","70","0.0967899938617892","0.0736467665025891","0.119933221220989"
"Grosse Sorgen","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Grosse Sorgen","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"Grosse Sorgen","1988","35-65 Jahre alt","(noch) kein Abschluss","68","0.235064515591214","0.187937076832371","0.282191954350057"
"Grosse Sorgen","1988","35-65 Jahre alt","Hauptschulabschluss","306","0.137941029036934","0.122604089804988","0.153277968268879"
"Grosse Sorgen","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"Grosse Sorgen","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Grosse Sorgen","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"Grosse Sorgen","1988","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1988","66 und älter","Hauptschulabschluss","","","",""
"Grosse Sorgen","1988","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1988","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1988","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1988","16-34 Jahre alt","(noch) kein Abschluss","38","0.323023270093213","0.230907440278056","0.415139099908371"
"Einige Sorgen","1988","16-34 Jahre alt","Hauptschulabschluss","471","0.384838753405407","0.357525079383169","0.412152427427644"
"Einige Sorgen","1988","16-34 Jahre alt","Realschulabschluss","189","0.304103714171663","0.268095843333192","0.340111585010135"
"Einige Sorgen","1988","16-34 Jahre alt","(Fach-)Abitur","75","0.274196581099541","0.21878648033187","0.329606681867213"
"Einige Sorgen","1988","16-34 Jahre alt","AkademikerInnen","48","0.323771085870944","0.250810981494148","0.39673119024774"
"Einige Sorgen","1988","35-65 Jahre alt","(noch) kein Abschluss","123","0.403591763987665","0.349064857390631","0.458118670584698"
"Einige Sorgen","1988","35-65 Jahre alt","Hauptschulabschluss","714","0.374246476637615","0.35272341793382","0.395769535341409"
"Einige Sorgen","1988","35-65 Jahre alt","Realschulabschluss","123","0.295609564201937","0.251917049063875","0.339302079339999"
"Einige Sorgen","1988","35-65 Jahre alt","(Fach-)Abitur","39","0.289408284601937","0.212046465215387","0.366770103988488"
"Einige Sorgen","1988","35-65 Jahre alt","AkademikerInnen","74","0.185121014397535","0.144718505526767","0.225523523268302"
"Einige Sorgen","1988","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1988","66 und älter","Hauptschulabschluss","","","",""
"Einige Sorgen","1988","66 und älter","Realschulabschluss","","","",""
"Einige Sorgen","1988","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1988","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1988","16-34 Jahre alt","(noch) kein Abschluss","37","0.3408714108147","0.247500658644112","0.434242162985288"
"Keine Sorgen","1988","16-34 Jahre alt","Hauptschulabschluss","538","0.471248367006604","0.443226502540619","0.499270231472589"
"Keine Sorgen","1988","16-34 Jahre alt","Realschulabschluss","368","0.599106291966548","0.560746090358604","0.637466493574491"
"Keine Sorgen","1988","16-34 Jahre alt","(Fach-)Abitur","146","0.652184932800738","0.593027680513927","0.71134218508755"
"Keine Sorgen","1988","16-34 Jahre alt","AkademikerInnen","98","0.62060157139859","0.544940280476321","0.696262862320859"
"Keine Sorgen","1988","35-65 Jahre alt","(noch) kein Abschluss","120","0.361343720421122","0.307953496076705","0.414733944765538"
"Keine Sorgen","1988","35-65 Jahre alt","Hauptschulabschluss","922","0.487812494325452","0.465581216397519","0.510043772253384"
"Keine Sorgen","1988","35-65 Jahre alt","Realschulabschluss","268","0.63293261229145","0.586780379463677","0.679084845119224"
"Keine Sorgen","1988","35-65 Jahre alt","(Fach-)Abitur","71","0.576715862945242","0.49242935315022","0.661002372740265"
"Keine Sorgen","1988","35-65 Jahre alt","AkademikerInnen","255","0.74409954248112","0.698706952366394","0.789492132595845"
"Keine Sorgen","1988","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1988","66 und älter","Hauptschulabschluss","","","",""
"Keine Sorgen","1988","66 und älter","Realschulabschluss","","","",""
"Keine Sorgen","1988","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1988","66 und älter","AkademikerInnen","","","",""
"Grosse Sorgen","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1989","16-34 Jahre alt","Hauptschulabschluss","117","0.0727056821680796","0.0580269403005916","0.0873844240355677"
"Grosse Sorgen","1989","16-34 Jahre alt","Realschulabschluss","43","0.0587483628742602","0.0407260728827749","0.0767706528657456"
"Grosse Sorgen","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Grosse Sorgen","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"Grosse Sorgen","1989","35-65 Jahre alt","(noch) kein Abschluss","40","0.15512618894586","0.113021796334305","0.197230581557415"
"Grosse Sorgen","1989","35-65 Jahre alt","Hauptschulabschluss","208","0.10121629689007","0.087567810512541","0.114864783267599"
"Grosse Sorgen","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"Grosse Sorgen","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Grosse Sorgen","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"Grosse Sorgen","1989","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1989","66 und älter","Hauptschulabschluss","","","",""
"Grosse Sorgen","1989","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1989","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1989","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1989","16-34 Jahre alt","(noch) kein Abschluss","32","0.281892078709516","0.190938360255761","0.372845797163271"
"Einige Sorgen","1989","16-34 Jahre alt","Hauptschulabschluss","433","0.349694671770559","0.322735967110674","0.376653376430445"
"Einige Sorgen","1989","16-34 Jahre alt","Realschulabschluss","180","0.267213709174235","0.233299846870941","0.301127571477529"
"Einige Sorgen","1989","16-34 Jahre alt","(Fach-)Abitur","69","0.268053142127065","0.214108485185534","0.321997799068596"
"Einige Sorgen","1989","16-34 Jahre alt","AkademikerInnen","43","0.240411465766406","0.175404359320087","0.305418572212724"
"Einige Sorgen","1989","35-65 Jahre alt","(noch) kein Abschluss","101","0.38436526075508","0.327790523637597","0.440939997872563"
"Einige Sorgen","1989","35-65 Jahre alt","Hauptschulabschluss","573","0.28470334827412","0.264282627948672","0.305124068599568"
"Einige Sorgen","1989","35-65 Jahre alt","Realschulabschluss","106","0.252232948232484","0.210246295722219","0.29421960074275"
"Einige Sorgen","1989","35-65 Jahre alt","(Fach-)Abitur","41","0.234395967931896","0.162670586548874","0.306121349314918"
"Einige Sorgen","1989","35-65 Jahre alt","AkademikerInnen","72","0.192472176895345","0.15140364420494","0.23354070958575"
"Einige Sorgen","1989","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1989","66 und älter","Hauptschulabschluss","","","",""
"Einige Sorgen","1989","66 und älter","Realschulabschluss","","","",""
"Einige Sorgen","1989","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1989","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1989","16-34 Jahre alt","(noch) kein Abschluss","40","0.493863399817718","0.392793588045972","0.594933211589464"
"Keine Sorgen","1989","16-34 Jahre alt","Hauptschulabschluss","652","0.577599646061361","0.549676043172935","0.605523248949788"
"Keine Sorgen","1989","16-34 Jahre alt","Realschulabschluss","431","0.674037927951505","0.638113908803179","0.709961947099831"
"Keine Sorgen","1989","16-34 Jahre alt","(Fach-)Abitur","170","0.702795319342276","0.647135670556765","0.758454968127787"
"Keine Sorgen","1989","16-34 Jahre alt","AkademikerInnen","111","0.714762489910363","0.646074905750789","0.783450074069937"
"Keine Sorgen","1989","35-65 Jahre alt","(noch) kein Abschluss","143","0.46050855029906","0.402538983745741","0.518478116852378"
"Keine Sorgen","1989","35-65 Jahre alt","Hauptschulabschluss","1095","0.61408035483581","0.592051459504891","0.636109250166729"
"Keine Sorgen","1989","35-65 Jahre alt","Realschulabschluss","287","0.697525195460068","0.653118165027169","0.741932225892967"
"Keine Sorgen","1989","35-65 Jahre alt","(Fach-)Abitur","85","0.678398095366767","0.599312514663769","0.757483676069765"
"Keine Sorgen","1989","35-65 Jahre alt","AkademikerInnen","276","0.797974828249621","0.756149072371623","0.83980058412762"
"Keine Sorgen","1989","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1989","66 und älter","Hauptschulabschluss","","","",""
"Keine Sorgen","1989","66 und älter","Realschulabschluss","","","",""
"Keine Sorgen","1989","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1989","66 und älter","AkademikerInnen","","","",""
"Grosse Sorgen","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1990","16-34 Jahre alt","Hauptschulabschluss","228","0.138650269770322","0.119964950242797","0.157335589297847"
"Grosse Sorgen","1990","16-34 Jahre alt","Realschulabschluss","380","0.17873573600847","0.159619064069243","0.197852407947698"
"Grosse Sorgen","1990","16-34 Jahre alt","(Fach-)Abitur","31","0.0454944396796865","0.0220694347581683","0.0689194446012046"
