year,pgisced97,pli0081,proportion,n,lower_confidence,upper_confidence
1998,middle vocational,Seltener,0.09387203364373686,18147,0.08962860862842217,0.09811545865905155
1998,general elemantary,Min 1x pro Woche,0.08185641333733853,18147,0.07786767718051969,0.08584514949415738
1998,higher education,Min 1x pro Monat,0.05579753679783719,18147,0.052457942353391095,0.05913713124228328
1998,higher education,Min 1x pro Woche,0.04963953139080805,18147,0.046479352485634125,0.05279971029598198
1998,middle vocational,Taeglich,0.04535896665665365,18147,0.04233131939010515,0.04838661392320215
1998,general elemantary,Min 1x pro Monat,0.04280564734154401,18147,0.039860518829571576,0.045750775853516445
1998,higher education,Seltener,0.03311805346951036,18147,0.030514462366216546,0.03572164457280418
1998,general elemantary,Seltener,0.0313908080504656,18147,0.028853757080171086,0.03392785902076012
1998,higher vocational,Min 1x pro Woche,0.024256533493541604,18147,0.022018143036344803,0.026494923950738405
1998,general elemantary,Taeglich,0.022754580955241813,18147,0.02058492988763469,0.024924232022848936
1998,higher vocational,Min 1x pro Monat,0.020877140282367077,18147,0.018796927543614287,0.022957353021119866
1998,vocational + Abi,Min 1x pro Woche,0.01629618504055272,18147,0.014454018867567446,0.018138351213537993
1998,inadequately,Min 1x pro Woche,0.015319915890657855,18147,0.013532895865247122,0.017106935916068586
1998,vocational + Abi,Min 1x pro Monat,0.012015620306398318,18147,0.010430355606599363,0.013600885006197272
1998,higher vocational,Seltener,0.01186542505256834,18147,0.010289979676942389,0.01344087042819429
1998,middle vocational,Nie,0.007735055572243917,18147,0.006460381373622299,0.009009729770865536
1998,inadequately,Taeglich,0.006908981676179033,18147,0.005703792564939408,0.008114170787418658
1998,vocational + Abi,Seltener,0.0067587864223490534,18147,0.005566679035260656,0.007950893809437452
1998,higher education,Taeglich,0.0067587864223490534,18147,0.005566679035260656,0.007950893809437452
1998,inadequately,Min 1x pro Monat,0.005707419645539201,18147,0.004611368919835925,0.0068034703712424776
1998,in school,Min 1x pro Woche,0.005031541003304296,18147,0.004002082567718565,0.006060999438890026
1998,in school,Min 1x pro Monat,0.004731150495644338,18147,0.0037327443653045345,0.0057295566259841415
1998,general elemantary,Nie,0.004280564734154401,18147,0.0033306761279439565,0.005230453340364845
1998,inadequately,Seltener,0.0039050765995794533,18147,0.002997634772127993,0.004812518427030914
1998,higher vocational,Taeglich,0.0034544908380895164,18147,0.002600812537146951,0.004308169139032082
1998,in school,Seltener,0.003079002703514569,18147,0.0022729024485919,0.003885102958437238
1998,higher education,Nie,0.002328026434364674,18147,0.0016268271058217463,0.0030292257629076016
1998,vocational + Abi,Taeglich,0.002328026434364674,18147,0.0016268271058217463,0.0030292257629076016
1998,inadequately,Nie,0.0012015620306398318,18147,0.0006975212481939436,0.00170560281308572
1998,higher vocational,Nie,0.0006758786422349054,18147,0.00029774858675337004,0.0010540086977164408
1998,in school,Taeglich,0.0006007810153199159,18147,0.00024426318499746775,0.0009572988456423641
1998,vocational + Abi,Nie,0.0005256833884049264,18147,0.000192178965552116,0.0008591878112577367
1998,in school,Nie,0.0003754881345749474,18147,9.36042750740593e-05,0.0006573719940758356
2003,middle vocational,Min 1x pro Woche,0.21291676381440897,27727,0.20809817476040554,0.2177353528684124
2003,middle vocational,Min 1x pro Monat,0.1564467241781301,27727,0.15217066088144585,0.16072278747481436
2003,middle vocational,Seltener,0.0959664257402658,27727,0.09249940396016126,0.09943344752037034
2003,higher education,Min 1x pro Monat,0.07232455117743064,27727,0.06927563464457397,0.07537346771028731
2003,higher education,Min 1x pro Woche,0.0693401725343903,27727,0.06635002530321162,0.07233031976556899
2003,general elemantary,Min 1x pro Woche,0.05231988808580089,27727,0.04969887664529394,0.05494089952630784
2003,higher education,Seltener,0.047516903707157845,27727,0.04501277103076173,0.050021036383553964
2003,middle vocational,Taeglich,0.03758451853578923,27727,0.03534584674918355,0.03982319032239491
2003,higher vocational,Min 1x pro Woche,0.030636512007460946,27727,0.028608046541208892,0.032664977473713
2003,general elemantary,Min 1x pro Monat,0.030076941011890884,27727,0.028066505697034415,0.03208737632674735
2003,higher vocational,Min 1x pro Monat,0.025460480298437865,27727,0.02360636108681257,0.02731459951006316
2003,vocational + Abi,Min 1x pro Woche,0.022289577990207508,27727,0.02055193450883712,0.024027221471577896
2003,general elemantary,Seltener,0.02214968524131499,27727,0.020417379281157666,0.023881991201472316
2003,vocational + Abi,Min 1x pro Monat,0.01716017719748193,27727,0.01563153132968132,0.018688823065282537
2003,higher vocational,Seltener,0.014455584052226626,27727,0.013050635074733198,0.015860533029720052
2003,general elemantary,Taeglich,0.013849382140359058,27727,0.012473784395738678,0.015224979884979438
2003,middle vocational,Nie,0.011611098158078806,27727,0.010350126839209148,0.012872069476948463
2003,vocational + Abi,Seltener,0.010212170669153649,27727,0.009028762080308651,0.011395579257998646
2003,higher education,Taeglich,0.009139659594311029,27727,0.008019510418908821,0.010259808769713236
2003,higher vocational,Taeglich,0.006155280951270692,27727,0.005234645196398484,0.007075916706142901
2003,in school,Min 1x pro Monat,0.005362555374213103,27727,0.004502902880222502,0.006222207868203704
2003,inadequately,Min 1x pro Woche,0.005315924457915598,27727,0.0044599976810309775,0.006171851234800219
2003,in school,Min 1x pro Woche,0.00480298437864304,27727,0.003989189879869651,0.00561677887741643
2003,in school,Seltener,0.004523198880858009,27727,0.003733351752051843,0.005313046009664175
2003,general elemantary,Nie,0.004429937048262999,27727,0.0036482384703151217,0.005211635626210876
2003,higher education,Nie,0.0038703660526929356,27727,0.003139498668996096,0.004601233436389775
2003,vocational + Abi,Taeglich,0.002657962228957799,27727,0.002051922500235148,0.0032640019576804504
2003,inadequately,Seltener,0.0023315458148752623,27727,0.0017638447260937677,0.002899246903656757
2003,inadequately,Min 1x pro Monat,0.002098391233387736,27727,0.0015597597642626822,0.00263702270251279
2003,inadequately,Taeglich,0.001911867568197715,27727,0.00139768425415247,0.00242605088224296
2003,higher vocational,Nie,0.0014455584052226627,27727,0.0009983516803225446,0.0018927651301227809
2003,vocational + Abi,Nie,0.0012124038237351364,27727,0.0008027992013779216,0.0016220084460923513
2003,inadequately,Nie,0.0009792492422476102,27727,0.0006110876269578104,0.0013474108575374098
2003,in school,Taeglich,0.0009326183259501049,27727,0.0005733209936321748,0.001291915658268035
2003,in school,Nie,0.0005129400792725577,27727,0.00024642208555869115,0.0007794580729864243
2008,middle vocational,Min 1x pro Woche,0.20300513200359768,23673,0.19788111345372839,0.20812915055346698
2008,middle vocational,Min 1x pro Monat,0.1495688058832866,23673,0.1450255256379396,0.1541120861286336
2008,middle vocational,Seltener,0.10475636209724354,23673,0.10085523366725353,0.10865749052723354
2008,higher education,Min 1x pro Monat,0.0798899529125443,23673,0.07643616717785202,0.08334373864723658
2008,higher education,Min 1x pro Woche,0.07348817522882387,23673,0.07016415515873596,0.07681219529891177
2008,higher education,Seltener,0.052854346330881964,23673,0.05000412779109215,0.055704564870671776
2008,middle vocational,Taeglich,0.044124649489445,23673,0.041508451016720946,0.046740847962169055
2008,general elemantary,Min 1x pro Woche,0.04375429871435374,23673,0.04114859798853036,0.04635999944017712
2008,higher vocational,Min 1x pro Woche,0.027670493624675944,23673,0.02558098288234897,0.029760004367002917
2008,general elemantary,Min 1x pro Monat,0.02560711073488175,23673,0.023594884693908764,0.02761933677585474
2008,higher vocational,Min 1x pro Monat,0.024707687423945822,23673,0.02273020390756445,0.026685170940327192
2008,vocational + Abi,Min 1x pro Woche,0.023543727845087563,23673,0.021612233520184036,0.02547522216999109
2008,general elemantary,Seltener,0.020316385376435108,23673,0.018519188870138304,0.022113581882731912
2008,vocational + Abi,Min 1x pro Monat,0.017565208190042855,23673,0.015891776688312282,0.01923863969177343
2008,higher vocational,Seltener,0.0152901962859108,23673,0.013727084335108674,0.016853308236712924
2008,general elemantary,Taeglich,0.012909369874609809,23673,0.011471364665930298,0.014347375083289319
2008,vocational + Abi,Seltener,0.01185122480292048,23673,0.010472675799087871,0.01322977380675309
2008,higher education,Taeglich,0.011639595788582615,23673,0.01027326441454063,0.0130059271626246
2008,middle vocational,Nie,0.010740172477646685,23673,0.009427095348770221,0.01205324960652315
2008,in school,Min 1x pro Monat,0.007089571980318502,23673,0.006020776850027535,0.00815836711060947
2008,higher vocational,Taeglich,0.005502354372784509,23673,0.004560018811523131,0.0064446899340458875
2008,in school,Min 1x pro Woche,0.005237818104862176,23673,0.0043182915796600215,0.006157344630064331
2008,in school,Seltener,0.004920374583355378,23673,0.004029005795995272,0.005811743370715484
2008,inadequately,Min 1x pro Woche,0.003915136765250516,23673,0.003119616840830226,0.004710656689670806
2008,general elemantary,Nie,0.0034918787365747846,23673,0.0027404298933505,0.004243327579799069
2008,vocational + Abi,Taeglich,0.003333156975821385,23673,0.002598926661740123,0.0040673872899026475
2008,higher education,Nie,0.003333156975821385,23673,0.002598926661740123,0.0040673872899026475
2008,inadequately,Min 1x pro Monat,0.0017459393682873923,23673,0.0012141195173983284,0.0022777592191764564
2008,inadequately,Seltener,0.0016401248611184593,23673,0.0011246453153000314,0.002155604406936887
2008,inadequately,Taeglich,0.0016401248611184593,23673,0.0011246453153000314,0.002155604406936887
2008,higher vocational,Nie,0.00148140310036506,23673,0.0009914617150625282,0.001971344485667592
2008,vocational + Abi,Nie,0.0012697740860271943,23673,0.0008161284379370605,0.001723419734117328
2008,in school,Taeglich,0.0010581450716893287,23673,0.0006439812741172034,0.001472308869261454
2008,inadequately,Nie,0.0007936088037669964,23673,0.0004348849451781554,0.0011523326623558375
2008,in school,Nie,0.00026453626792233216,23673,5.737212741730981e-05,0.0004717004084273545
2013,middle vocational,Min 1x pro Woche,0.1960902135160037,44486,0.19240064134326426,0.19977978568874313
2013,middle vocational,Min 1x pro Monat,0.14152946360613708,44486,0.13829031763270253,0.14476860957957163
2013,middle vocational,Seltener,0.09994792292593038,44486,0.09716074240297728,0.10273510344888348
2013,higher education,Min 1x pro Monat,0.08500580859672315,44486,0.08241414957102164,0.08759746762242465
2013,higher education,Min 1x pro Woche,0.07691383247205864,44486,0.0744377349808058,0.07938992996331148
2013,higher education,Seltener,0.05492128349957938,44486,0.05280414766516711,0.05703841933399165
2013,middle vocational,Taeglich,0.043985097944958536,44486,0.0420795077686156,0.045890688121301475
2013,general elemantary,Min 1x pro Woche,0.04102071065176461,44486,0.03917760344800149,0.04286381785552773
2013,vocational + Abi,Min 1x pro Woche,0.028962865040259585,44486,0.027404450210510634,0.030521279870008536
2013,higher vocational,Min 1x pro Woche,0.026679485638745344,44486,0.025182005547245864,0.028176965730244825
2013,general elemantary,Min 1x pro Monat,0.025117173416656653,44486,0.02366303420817134,0.026571312625141966
2013,vocational + Abi,Min 1x pro Monat,0.021952489684733404,44486,0.020590837273583806,0.023314142095883002
2013,higher vocational,Min 1x pro Monat,0.021632015382766493,44486,0.020280117149413163,0.022983913616119823
2013,general elemantary,Seltener,0.021231422505307854,44486,0.01989182617807243,0.02257101883254328
2013,middle vocational,Nie,0.013820454272323038,44486,0.012735569665638918,0.01490533887900716
2013,vocational + Abi,Seltener,0.013700276409085447,44486,0.012620053177835435,0.014780499640335459
2013,higher vocational,Seltener,0.012859031366422306,44486,0.011812052034031715,0.013906010698812896
2013,higher education,Taeglich,0.012057845611505028,44486,0.011043595625517459,0.013072095597492598
2013,general elemantary,Taeglich,0.01137683771982534,44486,0.010391306095165871,0.01236236934448481
2013,in school,Min 1x pro Monat,0.006569723190321676,44486,0.005818988258391348,0.007320458122252005
2013,in school,Min 1x pro Woche,0.005207707406962304,44486,0.004538849467958076,0.005876565345966532
2013,inadequately,Min 1x pro Woche,0.004767055241757801,44486,0.0041269787797679385,0.005407131703747664
2013,vocational + Abi,Taeglich,0.0047269959540119375,44486,0.0040896017352361445,0.0053643901727877304
2013,general elemantary,Nie,0.004606818090774346,44486,0.003977540516094282,0.00523609566545441
2013,in school,Seltener,0.004606818090774346,44486,0.003977540516094282,0.00523609566545441
2013,higher vocational,Taeglich,0.004526699515282618,44486,0.0039028928164916406,0.005150506214073596
2013,higher education,Nie,0.0038056323358570685,44486,0.0032334560584567577,0.004377808613257379
2013,inadequately,Min 1x pro Monat,0.0027640908544646074,44486,0.002276203565099784,0.003251978143829431
2013,inadequately,Seltener,0.002643912991227016,44486,0.002166721058175176,0.0031211049242788557
2013,inadequately,Taeglich,0.0018427272363097384,44486,0.001444184950065593,0.0022412695225538836
2013,vocational + Abi,Nie,0.0015222529343428275,44486,0.0011599623913151036,0.0018845434773705513
2013,higher vocational,Nie,0.0011617193446300524,44486,0.0008451691445270585,0.0014782695447330464
2013,in school,Taeglich,0.0011216600568841886,44486,0.0008106092603469485,0.0014327108534214286
2013,inadequately,Nie,0.0010816007691383247,44486,0.0007761488257641566,0.0013870527125124927
2013,in school,Nie,0.00024035572647518327,44486,9.63036806278666e-05,0.0003844077723224999
2019,middle vocational,Min 1x pro Woche,0.17019579694540815,42417,0.16661937849018696,0.17377221540062934
2019,middle vocational,Min 1x pro Monat,0.12960082944530846,42417,0.1264045170314119,0.13279714185920502
2019,higher education,Min 1x pro Monat,0.09869601626988875,42417,0.09585762963146736,0.10153440290831013
2019,higher education,Min 1x pro Woche,0.09267456234796825,42417,0.08991495106412851,0.09543417363180799
2019,middle vocational,Seltener,0.09175738724727839,42417,0.08901007796681061,0.09450469652774617
2019,higher education,Seltener,0.06898751844319496,42417,0.06657567501984375,0.07139936186654618
2019,general elemantary,Min 1x pro Woche,0.036687004027595005,42417,0.03489793980796358,0.03847606824722643
2019,middle vocational,Taeglich,0.034134864616979704,42417,0.03240686582720224,0.03586286340675717
2019,vocational + Abi,Min 1x pro Woche,0.03349682976432588,42417,0.031784491383192726,0.03520916814545903
2019,vocational + Abi,Min 1x pro Monat,0.026637955098297243,42417,0.025105549458262967,0.02817036073833152
2019,higher vocational,Min 1x pro Woche,0.026159428958806876,42417,0.024640476580200008,0.027678381337413745
2019,general elemantary,Min 1x pro Monat,0.024803604896917495,42417,0.023323510063164028,0.026283699730670962
2019,general elemantary,Seltener,0.020776009889540217,42417,0.019418608808248278,0.022133410970832157
2019,higher vocational,Min 1x pro Monat,0.019978466323722934,42417,0.018646832005918407,0.02131010064152746
2019,vocational + Abi,Seltener,0.01870239661841528,42417,0.017413152682834193,0.019991640553996368
2019,middle vocational,Nie,0.016907923595326394,42417,0.015680969447981998,0.01813487774267079
2019,higher vocational,Seltener,0.013438609084021214,42417,0.01234282417554384,0.014534393992498588
2019,higher education,Taeglich,0.012760697053076524,42417,0.011692541471277755,0.013828852634875292
2019,general elemantary,Taeglich,0.009171751006898751,42417,0.008264533515784376,0.010078968498013126
2019,higher education,Nie,0.00646010288311999,42417,0.0056976755282178385,0.0072225302380221415
2019,inadequately,Min 1x pro Woche,0.005463173425848387,42417,0.004761687398398071,0.006164659453298703
2019,vocational + Abi,Taeglich,0.005343541890975794,42417,0.00464973715612455,0.0060373466258270385
2019,higher vocational,Taeglich,0.005184033177812338,42417,0.004500607398801107,0.005867458956823569
2019,general elemantary,Nie,0.004825138573194561,42417,0.004165675183683909,0.005484601962705213
2019,in school,Min 1x pro Monat,0.004266858077122463,42417,0.003646543943054843,0.004887172211190083
2019,in school,Min 1x pro Woche,0.004027595007377278,42417,0.003424851353429544,0.004630338661325012
2019,in school,Seltener,0.00346931451130518,42417,0.002909745995104794,0.004028883027505565
2019,inadequately,Seltener,0.0033496829764325877,42417,0.002799813826640507,0.0038995521262246684
2019,inadequately,Min 1x pro Monat,0.003230051441559995,42417,0.0026900582498306795,0.0037700446332893105
2019,vocational + Abi,Nie,0.002592016588906169,42417,0.0021081324294997365,0.0030759007483126015
2019,inadequately,Taeglich,0.0018343502013797503,42417,0.001427130732861394,0.0022415696698981067
2019,inadequately,Nie,0.0016349643099254298,42417,0.0012504744270876815,0.0020194541927631778
2019,higher vocational,Nie,0.0013558240618893806,42417,0.0010056425994675803,0.0017060055243111809
2019,in school,Taeglich,0.0007177892092355545,42417,0.00046291338841568494,0.000972665030055424
2019,in school,Nie,0.0006779120309446903,42417,0.00043021231370218296,0.0009256117481871976
2021,middle vocational,Min 1x pro Woche,0.17951349067423192,27598,0.17498554159172644,0.1840414397567374
2021,higher education,Min 1x pro Woche,0.11281463149634816,27598,0.10908206832895719,0.11654719466373913
2021,middle vocational,Min 1x pro Monat,0.10864972535763869,27598,0.1049781217835308,0.11232132893174657
2021,higher education,Min 1x pro Monat,0.10170821512645621,27598,0.09814202907781593,0.1052744011750965
2021,middle vocational,Seltener,0.08021971388905656,27598,0.07701492173255794,0.08342450604555518
2021,higher education,Seltener,0.07955574334520432,27598,0.07636308988667864,0.08274839680373
2021,vocational + Abi,Min 1x pro Woche,0.040260759340858335,27598,0.03794157711962214,0.04257994156209453
2021,middle vocational,Taeglich,0.03633729703627694,27598,0.03412951547959367,0.038545078592960205
2021,general elemantary,Min 1x pro Woche,0.02957686968069053,27598,0.027578048513733827,0.031575690847647234
2021,higher vocational,Min 1x pro Woche,0.028430011468582123,27598,0.026469168436674607,0.030390854500489638
2021,vocational + Abi,Min 1x pro Monat,0.022092110822719866,27598,0.020357968060389853,0.02382625358504988
2021,general elemantary,Min 1x pro Monat,0.02112633548620752,27598,0.019429683872576674,0.02282298709983837
2021,vocational + Abi,Seltener,0.020160560149695177,27598,0.01850232536265877,0.021818794936731584
2021,general elemantary,Seltener,0.017565038932818255,27598,0.01601517443898394,0.01911490342665257
2021,higher education,Taeglich,0.016116375928049737,27598,0.014630704309749559,0.017602047546349912
2021,higher vocational,Min 1x pro Monat,0.016056014969517717,27598,0.014573082631082299,0.017538947307953134
2021,middle vocational,Nie,0.015090239633005372,27598,0.013651893019853534,0.01652858624615721
2021,general elemantary,Taeglich,0.01056316774310376,27598,0.009356998108183362,0.01176933737802416
2021,higher vocational,Seltener,0.010080280074847589,27598,0.008901715037117182,0.011258845112577996
2021,higher education,Nie,0.009899197199251523,27598,0.008731159230350262,0.011067235168152785
2021,vocational + Abi,Taeglich,0.007243315023842578,27598,0.0062428374384430356,0.00824379260924212
2021,higher vocational,Taeglich,0.004647793806965655,27598,0.0038453232916286885,0.005450264322302621
2021,inadequately,Min 1x pro Woche,0.004285628055773526,27598,0.0035149164616782146,0.0050563396498688375
2021,in school,Min 1x pro Woche,0.004164906138709483,27598,0.0034050811208433144,0.004924731156575651
2021,general elemantary,Nie,0.004104545180177461,27598,0.003350223375812621,0.004858866984542301
2021,inadequately,Seltener,0.0035009355948572465,27598,0.0028040720039309167,0.004197799185783576
2021,in school,Min 1x pro Monat,0.0034405746363252248,27598,0.0027497236874530853,0.004131425585197364
2021,in school,Seltener,0.0031387698436651174,27598,0.002478814796189426,0.0037987248911408086
2021,vocational + Abi,Nie,0.0027766040924729883,27598,0.002155777265291976,0.0033974309196540004
2021,inadequately,Min 1x pro Monat,0.0023540773827488383,27598,0.0017823146437573175,0.002925840121740359
2021,inadequately,Taeglich,0.0013883020462364941,27598,0.0009490057186596126,0.0018275983738133758
2021,inadequately,Nie,0.0011468582121084083,27598,0.000747536476053723,0.0015461799481630936
2021,higher vocational,Nie,0.0011468582121084083,27598,0.000747536476053723,0.0015461799481630936
2021,in school,Taeglich,0.0006639705438522364,27598,0.0003600588259950431,0.0009678822617094297
2021,in school,Nie,0.00018108287559606446,27598,2.233181617338918e-05,0.00033983393501873973
