year,pgisced97,quintil_oecd,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.34122,74,182,0.27215,0.41029
2003,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.26093,57,182,0.19695,0.32491
2003,Second Stage of Tertiary Education,1st Quintile,Seldom,0.23840,51,182,0.17632,0.30048
2003,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.42441,109,239,0.36161,0.48720
2003,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.24733,77,239,0.19251,0.30215
2003,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.19536,53,239,0.14499,0.24573
2003,Second Stage of Tertiary Education,3rd Quintile,Daily,0.05406,34,500,0.03422,0.07390
2003,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.34369,193,500,0.30202,0.38537
2003,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.32669,167,500,0.28554,0.36784
2003,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.25255,106,500,0.21443,0.29068
2003,Second Stage of Tertiary Education,4th Quintile,Daily,0.05408,45,864,0.03899,0.06917
2003,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.36318,333,864,0.33110,0.39527
2003,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.35724,317,864,0.32527,0.38921
2003,Second Stage of Tertiary Education,4th Quintile,Seldom,0.19949,169,864,0.17283,0.22615
2003,Second Stage of Tertiary Education,5th Quintile,Daily,0.02920,82,2470,0.02256,0.03584
2003,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.29517,778,2470,0.27718,0.31316
2003,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.38325,933,2470,0.36407,0.40243
2003,Second Stage of Tertiary Education,5th Quintile,Seldom,0.26651,640,2470,0.24907,0.28395
2003,Second Stage of Tertiary Education,5th Quintile,Never,0.02372,37,2470,0.01772,0.02972
2008,Pre-primary Level,3rd Quintile,At least once per month,0.33013,35,35,0.17205,0.48820
2008,Pre-primary Level,5th Quintile,At least once per month,0.24721,35,66,0.14233,0.35208
2008,Pre-primary Level,5th Quintile,Seldom,0.20554,31,66,0.10730,0.30378
2008,Primary Level,1st Quintile,At least once per week,0.38731,46,46,0.24498,0.52964
2008,Lower Secondary Level,1st Quintile,Daily,0.15721,102,606,0.12821,0.18622
2008,Lower Secondary Level,1st Quintile,At least once per week,0.39983,271,606,0.36080,0.43887
2008,Lower Secondary Level,1st Quintile,At least once per month,0.16884,113,606,0.13899,0.19870
2008,Lower Secondary Level,1st Quintile,Seldom,0.20206,120,606,0.17007,0.23406
2008,Lower Secondary Level,2nd Quintile,Daily,0.09320,56,512,0.06800,0.11841
2008,Lower Secondary Level,2nd Quintile,At least once per week,0.38504,216,512,0.34285,0.42723
2008,Lower Secondary Level,2nd Quintile,At least once per month,0.26460,141,512,0.22635,0.30285
2008,Lower Secondary Level,2nd Quintile,Seldom,0.19400,99,512,0.15971,0.22828
2008,Lower Secondary Level,3rd Quintile,Daily,0.08953,45,412,0.06193,0.11713
2008,Lower Secondary Level,3rd Quintile,At least once per week,0.42400,184,412,0.37622,0.47178
2008,Lower Secondary Level,3rd Quintile,At least once per month,0.21517,111,412,0.17544,0.25490
2008,Lower Secondary Level,3rd Quintile,Seldom,0.19924,72,412,0.16063,0.23786
2008,Lower Secondary Level,4th Quintile,At least once per week,0.38769,108,234,0.32513,0.45025
2008,Lower Secondary Level,4th Quintile,At least once per month,0.27960,76,234,0.22197,0.33722
2008,Lower Secondary Level,4th Quintile,Seldom,0.18445,50,234,0.13465,0.23425
2008,Lower Secondary Level,5th Quintile,At least once per week,0.33326,48,134,0.25315,0.41338
2008,Lower Secondary Level,5th Quintile,At least once per month,0.27006,43,134,0.19460,0.34551
2008,Lower Secondary Level,5th Quintile,Seldom,0.25211,43,134,0.17831,0.32591
2008,Upper Secondary Level,1st Quintile,Daily,0.10060,173,1591,0.08581,0.11539
2008,Upper Secondary Level,1st Quintile,At least once per week,0.37884,611,1591,0.35500,0.40268
2008,Upper Secondary Level,1st Quintile,At least once per month,0.24364,408,1591,0.22254,0.26474
2008,Upper Secondary Level,1st Quintile,Seldom,0.22587,342,1591,0.20532,0.24643
2008,Upper Secondary Level,1st Quintile,Never,0.03793,57,1591,0.02854,0.04732
2008,Upper Secondary Level,2nd Quintile,Daily,0.07829,168,1980,0.06645,0.09012
2008,Upper Secondary Level,2nd Quintile,At least once per week,0.40203,845,1980,0.38043,0.42363
2008,Upper Secondary Level,2nd Quintile,At least once per month,0.25917,519,1980,0.23986,0.27847
2008,Upper Secondary Level,2nd Quintile,Seldom,0.22745,398,1980,0.20899,0.24592
2008,Upper Secondary Level,2nd Quintile,Never,0.02951,50,1980,0.02206,0.03697
2008,Upper Secondary Level,3rd Quintile,Daily,0.08623,190,2088,0.07419,0.09828
2008,Upper Secondary Level,3rd Quintile,At least once per week,0.39504,854,2088,0.37406,0.41601
2008,Upper Secondary Level,3rd Quintile,At least once per month,0.29844,635,2088,0.27881,0.31807
2008,Upper Secondary Level,3rd Quintile,Seldom,0.19481,409,2088,0.17782,0.21180
2008,Upper Secondary Level,4th Quintile,Daily,0.07883,176,2072,0.06723,0.09044
2008,Upper Secondary Level,4th Quintile,At least once per week,0.38133,825,2072,0.36041,0.40225
2008,Upper Secondary Level,4th Quintile,At least once per month,0.31423,649,2072,0.29423,0.33422
2008,Upper Secondary Level,4th Quintile,Seldom,0.19848,385,2072,0.18130,0.21566
2008,Upper Secondary Level,4th Quintile,Never,0.02208,37,2072,0.01575,0.02841
2008,Upper Secondary Level,5th Quintile,Daily,0.06441,127,1926,0.05344,0.07537
2008,Upper Secondary Level,5th Quintile,At least once per week,0.36213,703,1926,0.34066,0.38360
2008,Upper Secondary Level,5th Quintile,At least once per month,0.30902,617,1926,0.28837,0.32966
2008,Upper Secondary Level,5th Quintile,Seldom,0.23766,446,1926,0.21865,0.25667
2008,Upper Secondary Level,5th Quintile,Never,0.02247,33,1926,0.01585,0.02909
2008,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.35802,53,127,0.27431,0.44173
2008,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.22666,43,127,0.15356,0.29977
2008,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.27092,31,127,0.19332,0.34853
2008,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.52697,86,128,0.44013,0.61380
2008,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.26949,42,128,0.19232,0.34666
2008,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.38276,73,178,0.31115,0.45437
2008,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.29489,53,178,0.22771,0.36206
2008,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.26911,52,178,0.20378,0.33445
2008,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.44203,114,233,0.37812,0.50594
2008,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.34512,84,233,0.28394,0.40630
2008,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.13209,35,233,0.08852,0.17566
2008,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.39679,119,305,0.34179,0.45179
2008,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.28787,108,305,0.23697,0.33877
2008,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.20086,78,305,0.15582,0.24590
2008,First Stage of Tertiary Education,1st Quintile,At least once per week,0.38092,53,86,0.27768,0.48416
2008,First Stage of Tertiary Education,1st Quintile,At least once per month,0.31575,33,86,0.21693,0.41456
2008,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.34889,75,185,0.28002,0.41776
2008,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.26992,66,185,0.20578,0.33406
2008,First Stage of Tertiary Education,2nd Quintile,Seldom,0.21799,44,185,0.15833,0.27765
2008,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.38470,117,288,0.32841,0.44098
2008,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.32436,101,288,0.27020,0.37852
2008,First Stage of Tertiary Education,3rd Quintile,Seldom,0.18303,70,288,0.13829,0.22777
2008,First Stage of Tertiary Education,4th Quintile,At least once per week,0.40344,137,314,0.34909,0.45779
2008,First Stage of Tertiary Education,4th Quintile,At least once per month,0.32050,109,314,0.26880,0.37220
2008,First Stage of Tertiary Education,4th Quintile,Seldom,0.18697,68,314,0.14377,0.23016
2008,First Stage of Tertiary Education,5th Quintile,At least once per week,0.32481,140,386,0.27803,0.37159
2008,First Stage of Tertiary Education,5th Quintile,At least once per month,0.38629,158,386,0.33765,0.43492
2008,First Stage of Tertiary Education,5th Quintile,Seldom,0.21746,88,386,0.17625,0.25867
2008,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.36030,72,189,0.29168,0.42893
2008,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.34729,77,189,0.27923,0.41535
2008,Second Stage of Tertiary Education,1st Quintile,Seldom,0.20573,40,189,0.14795,0.26352
2008,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.34558,125,306,0.29221,0.39895
2008,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.34360,112,306,0.29030,0.39690
2008,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.21782,69,306,0.17149,0.26414
2008,Second Stage of Tertiary Education,3rd Quintile,Daily,0.05207,38,584,0.03403,0.07010
2008,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.34774,203,584,0.30908,0.38640
2008,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.36947,220,584,0.33029,0.40865
2008,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.20897,123,584,0.17596,0.24197
2008,Second Stage of Tertiary Education,4th Quintile,Daily,0.04461,44,773,0.03005,0.05917
2008,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.35852,310,773,0.32469,0.39235
2008,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.32849,256,773,0.29536,0.36162
2008,Second Stage of Tertiary Education,4th Quintile,Seldom,0.24878,163,773,0.21828,0.27927
2008,Second Stage of Tertiary Education,5th Quintile,Daily,0.03531,107,2268,0.02771,0.04290
2008,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.27537,679,2268,0.25698,0.29376
2008,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.37605,845,2268,0.35611,0.39599
2008,Second Stage of Tertiary Education,5th Quintile,Seldom,0.29052,604,2268,0.27184,0.30921
2008,Second Stage of Tertiary Education,5th Quintile,Never,0.02053,33,2268,0.01469,0.02636
2013,Pre-primary Level,1st Quintile,At least once per week,0.11848,36,36,0.01141,0.22554
2013,Pre-primary Level,2nd Quintile,At least once per month,0.13043,37,37,0.02042,0.24045
2013,Pre-primary Level,3rd Quintile,At least once per month,0.18224,35,35,0.05247,0.31200
2013,Pre-primary Level,4th Quintile,At least once per month,0.21536,32,32,0.07065,0.36006
2013,Pre-primary Level,5th Quintile,At least once per month,0.29715,31,31,0.13361,0.46068
2013,Primary Level,1st Quintile,Daily,0.15130,35,195,0.10087,0.20172
2013,Primary Level,1st Quintile,At least once per week,0.31938,81,195,0.25377,0.38499
2013,Primary Level,1st Quintile,At least once per month,0.19221,41,195,0.13676,0.24766
2013,Primary Level,1st Quintile,Seldom,0.15584,38,195,0.10480,0.20688
2013,Lower Secondary Level,1st Quintile,Daily,0.08625,110,1028,0.06908,0.10342
2013,Lower Secondary Level,1st Quintile,At least once per week,0.39429,416,1028,0.36440,0.42418
2013,Lower Secondary Level,1st Quintile,At least once per month,0.19922,205,1028,0.17479,0.22365
2013,Lower Secondary Level,1st Quintile,Seldom,0.22090,232,1028,0.19553,0.24627
2013,Lower Secondary Level,1st Quintile,Never,0.05914,65,1028,0.04471,0.07357
2013,Lower Secondary Level,2nd Quintile,Daily,0.09125,84,685,0.06967,0.11283
2013,Lower Secondary Level,2nd Quintile,At least once per week,0.39985,284,685,0.36314,0.43657
2013,Lower Secondary Level,2nd Quintile,At least once per month,0.25251,186,685,0.21995,0.28507
2013,Lower Secondary Level,2nd Quintile,Seldom,0.18661,131,685,0.15741,0.21581
2013,Lower Secondary Level,3rd Quintile,Daily,0.10334,43,410,0.07384,0.13284
2013,Lower Secondary Level,3rd Quintile,At least once per week,0.41729,180,410,0.36950,0.46508
2013,Lower Secondary Level,3rd Quintile,At least once per month,0.20855,109,410,0.16918,0.24792
2013,Lower Secondary Level,3rd Quintile,Seldom,0.18814,78,410,0.15027,0.22602
2013,Lower Secondary Level,4th Quintile,Daily,0.11439,32,267,0.07614,0.15264
2013,Lower Secondary Level,4th Quintile,At least once per week,0.30252,96,267,0.24731,0.35772
2013,Lower Secondary Level,4th Quintile,At least once per month,0.32736,76,267,0.27097,0.38376
2013,Lower Secondary Level,4th Quintile,Seldom,0.19353,63,267,0.14606,0.24101
2013,Lower Secondary Level,5th Quintile,At least once per week,0.29707,50,100,0.20705,0.38708
2013,Lower Secondary Level,5th Quintile,At least once per month,0.32933,50,100,0.23675,0.42191
2013,Upper Secondary Level,1st Quintile,Daily,0.09252,266,2719,0.08162,0.10341
2013,Upper Secondary Level,1st Quintile,At least once per week,0.35327,1055,2719,0.33530,0.37124
2013,Upper Secondary Level,1st Quintile,At least once per month,0.25836,691,2719,0.24191,0.27482
2013,Upper Secondary Level,1st Quintile,Seldom,0.22225,582,2719,0.20662,0.23788
2013,Upper Secondary Level,1st Quintile,Never,0.05948,125,2719,0.05059,0.06837
2013,Upper Secondary Level,2nd Quintile,Daily,0.07787,254,2957,0.06821,0.08753
2013,Upper Secondary Level,2nd Quintile,At least once per week,0.35892,1208,2957,0.34163,0.37622
2013,Upper Secondary Level,2nd Quintile,At least once per month,0.26966,821,2957,0.25367,0.28566
2013,Upper Secondary Level,2nd Quintile,Seldom,0.23781,587,2957,0.22246,0.25315
2013,Upper Secondary Level,2nd Quintile,Never,0.04091,87,2957,0.03377,0.04805
2013,Upper Secondary Level,3rd Quintile,Daily,0.09269,243,2626,0.08160,0.10378
2013,Upper Secondary Level,3rd Quintile,At least once per week,0.38724,1083,2626,0.36860,0.40587
2013,Upper Secondary Level,3rd Quintile,At least once per month,0.27502,730,2626,0.25794,0.29210
2013,Upper Secondary Level,3rd Quintile,Seldom,0.21033,517,2626,0.19474,0.22592
2013,Upper Secondary Level,3rd Quintile,Never,0.02531,53,2626,0.01930,0.03132
2013,Upper Secondary Level,4th Quintile,Daily,0.09106,204,2314,0.07933,0.10278
2013,Upper Secondary Level,4th Quintile,At least once per week,0.36279,924,2314,0.34319,0.38238
2013,Upper Secondary Level,4th Quintile,At least once per month,0.31633,712,2314,0.29738,0.33529
2013,Upper Secondary Level,4th Quintile,Seldom,0.19343,426,2314,0.17734,0.20953
2013,Upper Secondary Level,4th Quintile,Never,0.02802,48,2314,0.02129,0.03475
2013,Upper Secondary Level,5th Quintile,Daily,0.06767,129,1748,0.05589,0.07944
2013,Upper Secondary Level,5th Quintile,At least once per week,0.33030,623,1748,0.30824,0.35235
2013,Upper Secondary Level,5th Quintile,At least once per month,0.33660,581,1748,0.31444,0.35876
2013,Upper Secondary Level,5th Quintile,Seldom,0.22883,383,1748,0.20914,0.24853
2013,Upper Secondary Level,5th Quintile,Never,0.02259,32,1748,0.01562,0.02956
2013,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.39263,123,258,0.33292,0.45233
2013,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.20243,62,258,0.15330,0.25155
2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.27689,73,258,0.22218,0.33160
2013,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.40157,161,333,0.34883,0.45430
2013,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.26663,108,333,0.21906,0.31420
2013,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.20944,64,333,0.16567,0.25321
2013,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.35859,139,328,0.30661,0.41057
2013,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.38987,130,328,0.33700,0.44273
2013,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.14820,59,328,0.10969,0.18671
2013,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.40379,147,333,0.35101,0.45657
2013,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.35461,127,333,0.30315,0.40607
2013,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.18427,59,333,0.14257,0.22598
2013,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.38093,151,360,0.33069,0.43116
2013,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.27522,121,360,0.22902,0.32143
2013,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.24628,88,360,0.20171,0.29085
2013,First Stage of Tertiary Education,1st Quintile,At least once per week,0.33327,54,130,0.25192,0.41461
2013,First Stage of Tertiary Education,1st Quintile,At least once per month,0.27289,43,130,0.19602,0.34976
2013,First Stage of Tertiary Education,1st Quintile,Seldom,0.24909,33,130,0.17446,0.32373
2013,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.39135,128,265,0.33248,0.45022
2013,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.30404,82,265,0.24855,0.35953
2013,First Stage of Tertiary Education,2nd Quintile,Seldom,0.19710,55,265,0.14912,0.24509
2013,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.40832,162,357,0.35726,0.45938
2013,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.35217,126,357,0.30256,0.40179
2013,First Stage of Tertiary Education,3rd Quintile,Seldom,0.15467,69,357,0.11711,0.19223
2013,First Stage of Tertiary Education,4th Quintile,Daily,0.07251,31,411,0.04741,0.09762
2013,First Stage of Tertiary Education,4th Quintile,At least once per week,0.36937,174,411,0.32265,0.41609
2013,First Stage of Tertiary Education,4th Quintile,At least once per month,0.30939,128,411,0.26465,0.35414
2013,First Stage of Tertiary Education,4th Quintile,Seldom,0.22682,78,411,0.18628,0.26736
2013,First Stage of Tertiary Education,5th Quintile,At least once per week,0.37681,148,392,0.32878,0.42484
2013,First Stage of Tertiary Education,5th Quintile,At least once per month,0.37365,159,392,0.32569,0.42160
2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.16828,85,392,0.13119,0.20536
2013,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.38304,139,349,0.33197,0.43412
2013,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.22438,104,349,0.18055,0.26821
2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.26802,106,349,0.22148,0.31456
2013,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.34955,220,569,0.31033,0.38876
2013,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.32156,221,569,0.28315,0.35998
2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.23473,128,569,0.19988,0.26959
2013,Second Stage of Tertiary Education,3rd Quintile,Daily,0.06285,54,854,0.04657,0.07914
2013,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.30344,286,854,0.27258,0.33429
2013,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.32464,309,854,0.29322,0.35607
2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.26685,205,854,0.23716,0.29653
2013,Second Stage of Tertiary Education,4th Quintile,Daily,0.04159,72,1305,0.03076,0.05243
2013,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.34046,479,1305,0.31474,0.36618
2013,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.36970,491,1305,0.34350,0.39590
2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.22904,263,1305,0.20623,0.25185
2013,Second Stage of Tertiary Education,5th Quintile,Daily,0.04238,122,2618,0.03466,0.05010
2013,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.27972,796,2618,0.26252,0.29692
2013,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.38215,997,2618,0.36354,0.40077
2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.27511,669,2618,0.25800,0.29222
2013,Second Stage of Tertiary Education,5th Quintile,Never,0.01303,34,2618,0.00869,0.01738
2019,Pre-primary Level,1st Quintile,At least once per week,0.20154,31,31,0.05799,0.34509
2019,Primary Level,1st Quintile,Daily,0.09551,31,244,0.05856,0.13247
2019,Primary Level,1st Quintile,At least once per week,0.34018,86,244,0.28061,0.39975
2019,Primary Level,1st Quintile,At least once per month,0.14645,44,244,0.10199,0.19090
2019,Primary Level,1st Quintile,Seldom,0.11704,51,244,0.07662,0.15746
2019,Primary Level,1st Quintile,Never,0.12659,32,244,0.08478,0.16840
2019,Lower Secondary Level,1st Quintile,Daily,0.09813,99,925,0.07895,0.11731
2019,Lower Secondary Level,1st Quintile,At least once per week,0.35606,345,925,0.32519,0.38693
2019,Lower Secondary Level,1st Quintile,At least once per month,0.21238,216,925,0.18601,0.23875
2019,Lower Secondary Level,1st Quintile,Seldom,0.21112,196,925,0.18481,0.23744
2019,Lower Secondary Level,1st Quintile,Never,0.06513,69,925,0.04922,0.08104
2019,Lower Secondary Level,2nd Quintile,Daily,0.09273,56,616,0.06980,0.11565
2019,Lower Secondary Level,2nd Quintile,At least once per week,0.34234,244,616,0.30484,0.37984
2019,Lower Secondary Level,2nd Quintile,At least once per month,0.24018,154,616,0.20642,0.27394
2019,Lower Secondary Level,2nd Quintile,Seldom,0.24582,162,616,0.21179,0.27985
2019,Lower Secondary Level,3rd Quintile,Daily,0.09382,34,357,0.06353,0.12411
2019,Lower Secondary Level,3rd Quintile,At least once per week,0.40231,149,357,0.35137,0.45325
2019,Lower Secondary Level,3rd Quintile,At least once per month,0.21470,101,357,0.17205,0.25736
2019,Lower Secondary Level,3rd Quintile,Seldom,0.20550,73,357,0.16352,0.24747
2019,Lower Secondary Level,4th Quintile,At least once per week,0.38485,96,218,0.32011,0.44959
2019,Lower Secondary Level,4th Quintile,At least once per month,0.29353,74,218,0.23294,0.35412
2019,Lower Secondary Level,4th Quintile,Seldom,0.13050,48,218,0.08568,0.17532
2019,Lower Secondary Level,5th Quintile,At least once per week,0.40126,42,83,0.29517,0.50735
2019,Lower Secondary Level,5th Quintile,At least once per month,0.30129,41,83,0.20198,0.40060
2019,Upper Secondary Level,1st Quintile,Daily,0.09057,179,2072,0.07821,0.10293
2019,Upper Secondary Level,1st Quintile,At least once per week,0.34190,747,2072,0.32147,0.36233
2019,Upper Secondary Level,1st Quintile,At least once per month,0.22736,515,2072,0.20931,0.24541
2019,Upper Secondary Level,1st Quintile,Seldom,0.23743,468,2072,0.21911,0.25576
2019,Upper Secondary Level,1st Quintile,Never,0.08697,163,2072,0.07483,0.09910
2019,Upper Secondary Level,2nd Quintile,Daily,0.06969,194,2553,0.05981,0.07957
2019,Upper Secondary Level,2nd Quintile,At least once per week,0.38780,1006,2553,0.36890,0.40671
2019,Upper Secondary Level,2nd Quintile,At least once per month,0.26595,736,2553,0.24880,0.28309
2019,Upper Secondary Level,2nd Quintile,Seldom,0.23278,524,2553,0.21638,0.24918
2019,Upper Secondary Level,2nd Quintile,Never,0.03790,93,2553,0.03049,0.04531
2019,Upper Secondary Level,3rd Quintile,Daily,0.06627,170,2202,0.05588,0.07666
2019,Upper Secondary Level,3rd Quintile,At least once per week,0.37425,852,2202,0.35403,0.39447
2019,Upper Secondary Level,3rd Quintile,At least once per month,0.30535,682,2202,0.28611,0.32459
2019,Upper Secondary Level,3rd Quintile,Seldom,0.21141,431,2202,0.19435,0.22847
2019,Upper Secondary Level,3rd Quintile,Never,0.03598,67,2202,0.02820,0.04376
2019,Upper Secondary Level,4th Quintile,Daily,0.07108,134,1932,0.05962,0.08254
2019,Upper Secondary Level,4th Quintile,At least once per week,0.35228,758,1932,0.33097,0.37359
2019,Upper Secondary Level,4th Quintile,At least once per month,0.31478,599,1932,0.29407,0.33550
2019,Upper Secondary Level,4th Quintile,Seldom,0.23465,400,1932,0.21574,0.25355
2019,Upper Secondary Level,4th Quintile,Never,0.02340,41,1932,0.01666,0.03014
2019,Upper Secondary Level,5th Quintile,Daily,0.07492,99,1413,0.06119,0.08865
2019,Upper Secondary Level,5th Quintile,At least once per week,0.39270,565,1413,0.36723,0.41817
2019,Upper Secondary Level,5th Quintile,At least once per month,0.30207,462,1413,0.27812,0.32602
2019,Upper Secondary Level,5th Quintile,Seldom,0.19850,287,1413,0.17770,0.21931
2019,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.34504,100,264,0.28759,0.40250
2019,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.26153,91,264,0.20842,0.31464
2019,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.22393,73,264,0.17355,0.27431
2019,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.36780,154,385,0.31957,0.41603
2019,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.26159,125,385,0.21763,0.30555
2019,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.25533,106,385,0.21172,0.29894
2019,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.37302,173,403,0.32575,0.42030
2019,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.32631,139,403,0.28048,0.37215
2019,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.19765,91,403,0.15872,0.23658
2019,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.33997,141,328,0.28863,0.39131
2019,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.30086,117,328,0.25115,0.35057
2019,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.26107,70,328,0.21346,0.30867
2019,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.39732,149,343,0.34546,0.44918
2019,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.31156,117,343,0.26248,0.36065
2019,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.25348,77,343,0.20737,0.29958
2019,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.40153,85,203,0.33392,0.46913
2019,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.26741,69,203,0.20638,0.32845
2019,First Stage of Tertiary Education,2nd Quintile,Seldom,0.23889,49,203,0.18008,0.29769
2019,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.31108,116,268,0.25555,0.36661
2019,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.32980,87,268,0.27340,0.38619
2019,First Stage of Tertiary Education,3rd Quintile,Seldom,0.26112,65,268,0.20843,0.31380
2019,First Stage of Tertiary Education,4th Quintile,At least once per week,0.41033,135,300,0.35457,0.46608
2019,First Stage of Tertiary Education,4th Quintile,At least once per month,0.26875,96,300,0.21850,0.31900
2019,First Stage of Tertiary Education,4th Quintile,Seldom,0.25704,69,300,0.20750,0.30657
2019,First Stage of Tertiary Education,5th Quintile,At least once per week,0.39763,148,346,0.34599,0.44928
2019,First Stage of Tertiary Education,5th Quintile,At least once per month,0.28120,114,346,0.23376,0.32865
2019,First Stage of Tertiary Education,5th Quintile,Seldom,0.24710,84,346,0.20159,0.29261
2019,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.26861,144,463,0.22819,0.30903
2019,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.29993,140,463,0.25815,0.34172
2019,Second Stage of Tertiary Education,1st Quintile,Seldom,0.26146,138,463,0.22139,0.30153
2019,Second Stage of Tertiary Education,1st Quintile,Never,0.07519,41,463,0.05114,0.09923
2019,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.25895,204,574,0.22308,0.29481
2019,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.37936,204,574,0.33963,0.41909
